global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1267.7327744128409	n/a	1607146.387320479	n/a	1623.799659200234	n/a	n/a	2636725.333218796	1216.2518932866114	n/a	1479268.6679232668	n/a	1306.620636308981	1199.1591155480032	n/a	n/a	n/a	n/a	-0.1398117271	-0.0724087119	-0.0826604928	0.1207955274	-0.044689297	-0.0450564786	-0.1220254027	0.1706625862	-0.0304628819	0.1320461268	-0.025342359	0.0487026432	-0.0628227975	-0.1345849879	0.1338196152	-0.1798886069	0.0440572088	0.0704889006	-0.0540760953	0.0422777583	-0.0110311113	0.0531609677	-0.0907214868	0.1669313158	-0.1107034745	0.0203883847	-0.1227244479	0.0307968393	0.014246264	-0.109991552	0.1663467348	-0.0281364931	-0.120270638	0.0460746182	0.0043333551	0.0471741039	0.0695848309	-0.1491404186	0.1235632763	-0.0387924864	0.1623897677	-0.0107966845	0.0355933553	-0.203832247	0.0037719872	-0.0275330725	0.1285075488	-0.1377662036	-0.039550091	0.1407562153	-0.1307906608	0.0117498109	-0.0985265689	0.0680882622	-0.0422353633	0.0732399841	-0.098217505	0.0321106364	-0.1282415648	0.2126636949	0.0483452323	-0.0390783357	-0.1320580414	0.135976926	-0.0587770778	0.0675638873	-0.184783572	0.100035773	-0.1700673791	0.1280831952	-0.0408125424	0.0701328817	-0.0136027329	-0.0983091219	0.0275116593	-0.2517540944	0.0205257945	-0.0064556005	0.1309571734	-0.1299139533	0.1071203699	-0.1850822581	0.0514422306	-0.2923535258	0.0504888239	-0.0069186303	0.153366806	0.1532882396	1.6017677353374893e-06	n/a	n/a	2.565659877968189e-12	0.0820419383169479	n/a	n/a	0.0067308796428018	-0.0725936836002745	n/a	0.0052698428986567	n/a	-0.0015239974594079	n/a	2.322568256281734e-06	n/a	1.935157956101108e-07	n/a	3.744836315061418e-14	n/a	-0.0002540000689706	n/a	6.451603503706956e-08	n/a
1268.4930950061253	0.7603205932844048	1609074.7320782188	0.5780874045723493	1627.982611099092	4.182951898858164	17.49708658816112	2650327.382041017	1217.5310846066943	1.279191320082873	1482381.941983553	1.6363304333753634	1307.6205347943412	1198.546776601713	1.13122	21.660986	0.0254783770332438	0.0133782429793719	-0.0001245567	-0.1477883193	-0.0922252006	-0.1001226961	0.0882046099	-0.1353493981	-0.1166534223	-0.1275457463	0.0460217641	0.0625324158	-0.1799054527	-0.0177810358	0.2394356095	-0.0474064659	0.1084090587	-0.1250591534	0.0225702225	0.0767638232	0.1342002671	-0.098347652	-0.0334254263	0.1176328336	-0.0661669729	0.0039116082	0.0190466075	0.1794710531	-0.0630474928	-0.2189466361	0.0421021354	-0.0903378196	-0.0176008727	-0.1675265599	0.014774668	-0.1324488366	-0.1084465594	-0.0568433913	0.1950753032	-0.0187164701	0.0455976314	0.1218066136	0.0927570813	0.0538148683	-0.0352755025	-0.1466200888	0.0196002316	0.2103310126	0.1171585853	-0.0941088902	-0.0197929387	-0.079928108	-0.0742322346	0.0647335218	-0.0406207226	-0.2390730537	-0.0228186852	-0.0403276335	-0.0475223813	-0.0083850939	0.0053938662	0.0413281485	-0.0588868899	0.1128134635	-0.0958685321	0.1087199661	-0.0258100499	-0.1031630384	-0.2318083623	0.0342205964	-0.1008938208	-0.0383552159	-0.0623886999	0.0103794786	0.1459288425	0.166430526	0.1256109543	-0.1145576398	0.0539483697	-0.0979815859	0.1293341398	0.0204624368	-0.0004178535	-0.0781088818	-0.1207300242	0.0829700942	0.1852661005	0.0071115275	0.1531573254	0.1524510324	-0.0001062258843518	-0.0001078276520871	1.1626802554624765e-08	1.1283938506321986e-08	0.0790212937006344	-0.0030206446163134	9.124293898063666e-06	0.0062443648581219	-0.0633921321553003	0.0092015514449741	0.004018562419195	8.466854899450677e-05	-0.0015420174892673	-1.8020029859399997e-05	2.377817937206228e-06	3.2472147613366736e-10	-8.918458752527059e-05	-8.93781033208807e-05	7.95389065205265e-09	7.988445353238026e-09	-0.0004095690021877	-0.000155568933217	1.6774676755302818e-07	2.4201692982306516e-08
1268.5263765327368	0.0332815266115176	1609159.1679592747	0.0011076600135931	1613.775887366569	-14.206723732523187	201.8309992122376	2604272.614645757	1219.082376278148	1.5512916714537823	1486161.8401519763	2.40650584992187	1308.1011717674492	1199.5483658722003	1.169271	22.38961	0.1245271215421871	0.0736510981144121	0.1703605296	-0.029184465	-0.0530975534	-0.0064405584	-0.0144290782	-0.1276751174	0.0927113388	-0.0041633649	-0.1599190618	0.0894894779	0.0792919748	0.1185035393	0.1168822369	0.1377358018	0.0706262767	0.0541746384	0.0822823711	0.0661499436	0.1870774764	-0.0344819669	-0.0647728837	0.179259772	0.0614713662	0.1276517332	-0.1170485769	0.1884197758	-0.1413912018	0.1073401224	0.045280538	0.2356172393	0.2428338862	0.1003204642	-0.1240475721	-0.0719040659	0.028937027	0.0586031421	0.2105234423	0.0938761882	0.0221958879	0.1034186901	-0.1494076139	-0.1233169075	-0.0047186294	-0.1669416029	0.0832134865	-0.0461148874	0.1500069767	-0.0888594949	0.0393982375	-0.0821388847	-0.1939874906	0.0447650433	-0.009795708	0.0021526799	-0.1385944983	0.2814879373	-0.0043088246	0.1120177722	0.1528920756	-0.0530484948	-0.0396198115	0.0605137671	-0.1335578811	-0.0027206024	-0.0397999044	-0.1241480016	-0.188020935	0.064216957	0.1219493828	0.0394190254	0.0401288751	-0.0799219647	-0.22544266	-0.0169166031	0.14315007	-0.0389651528	0.0155811275	-0.0315713762	0.1915426628	0.0010177459	-0.0725695362	-0.0764612333	-0.1691516521	0.2033725724	-0.0428676052	-0.0125940187	0.1527386503	0.1507811905	0.0228208208663716	0.0229270467507234	0.0005256494727098	0.000520789865015	0.0817602998760662	0.0027390061754317	7.502154829053516e-06	0.0066847466358242	-0.0912104828046906	-0.0278183506493902	0.0083193521734647	0.0007738606328524	-0.0003379877499995	0.0012040297392677	1.1423571914972453e-07	1.4496876130412862e-06	6.905928740286171e-05	0.0001582438749281	4.769185176591055e-09	2.5041123952270377e-08	-0.0003509882570508	5.858074513689996e-05	1.2319275658755846e-07	3.431703700794428e-09
1268.2033681353628	-0.3230083973739965	1608339.7829498786	0.1043344247741176	1624.5666789064312	10.790791539862312	116.44118205676403	2639216.894213072	1220.1845516429228	1.1021753647746664	1488850.3400680404	1.214790534716169	1307.424941579676	1195.8533281365485	1.223061	23.419594	0.1558769201593555	0.0899105506152958	-0.013362709	0.1329285997	-0.1311191569	-0.1782706833	-0.0046145604	-0.059398939	0.1120775563	-0.0052390054	0.0200401431	-0.2041809384	-0.0760557926	0.0047651343	0.1340074488	0.1592915469	0.095304255	0.1735419288	-0.0656072974	0.2050478279	0.1689042704	0.0336451904	0.0166021231	0.0936064197	0.0295117076	0.0438931296	-0.0810324214	0.0084071629	0.165205767	0.0363988671	0.0128172518	0.0008943298	0.0790510961	0.017940027	-0.0260569698	0.191775647	-0.003239089	-0.0454083124	0.0087929634	-0.0748097041	-0.1011752477	0.0190044009	-0.0551334952	-0.2220937147	-0.0367512298	0.0194195955	-0.0669202184	0.0953687071	0.0936552506	-0.08447903	0.1430186009	0.0275248058	-0.1257806454	0.0122391462	0.0035382473	0.0464746129	0.0333693702	0.1078940233	-0.1043854079	-0.1262930154	0.1243896762	-0.031049599	0.0322156615	0.0486683022	-0.1149455188	-0.0820178156	-0.0644384646	-0.0794721504	-0.0522786138	0.2447007484	-0.0845520768	-0.1166159377	0.0659247773	0.0413512981	-0.1009081592	-0.002921092	0.0854372468	-0.1375917891	-0.0210899948	-0.0999358175	-0.0335942919	-0.0145586215	-0.0115040703	0.0827848844	0.200221091	-0.0399494419	-0.273676169	-0.0755593686	0.1521113526	0.148287834	0.0094058564298222	-0.0134149644365494	0.0001799612708338	8.847013517842761e-05	0.0792172119158038	-0.0025430879602623	6.467296373631558e-06	0.0062753666637133	-0.0423684442716449	0.0488420385330457	0.0017950850699994	0.0023855447280635	-0.0016425648189174	-0.0013045770689179	2.698019184345151e-06	1.701921328746419e-06	-0.0004067459089596	-0.0004758051963624	1.654422344553712e-07	2.2639058488552078e-07	-0.0003098339377412	4.1154319309600034e-05	9.599706897621778e-08	1.6936779978365183e-09
1268.78139340156	0.5780252661973009	1609806.2242420043	0.3341132083624605	1632.7554762434252	8.188797336993957	67.05640182635932	2665890.445202894	1220.2733700022975	0.0888183593747271	1489067.097536764	0.0078887009620181	1310.358946570846	1211.2213170561072	1.169762	22.399002	0.0317480552788774	0.0171323744697291	-0.1029390744	-0.076335509	-0.1126669237	0.0406661267	0.0807205746	-0.0882943387	-0.1312319303	0.0571861705	0.0221779968	-0.0911415594	0.1205287971	0.0635653757	-0.0335017486	0.1074498646	0.0719707123	-0.1701313627	-0.0590438331	0.073266007	-0.0129630668	-0.007688031	-0.0139627612	0.0319749761	0.1451338571	0.0440904651	0.1044481925	-0.1157154303	0.0344765419	0.0629069873	0.0302744269	0.1670089354	-0.1966529021	-0.1544710951	-0.1384526675	0.012341121	0.0613076988	0.1447013829	-0.1496193855	-0.0067187773	-0.166067255	0.1257923688	0.1379576994	-0.1438855893	-0.0565065633	-0.0807404118	-0.0653896633	-0.1203551354	0.0248810216	-0.0700140987	0.0830115172	0.1994746213	-0.0524249377	-0.1254041058	-0.0134146474	0.0889688111	-0.0499705817	-0.1088695458	-0.0358165499	-0.1843736024	-0.0908564363	-0.0373102694	0.1793557201	0.013137863	-0.1187892201	-0.1044565169	-0.2170491913	-0.0790343541	-0.0601754542	0.0291690057	-0.1798507356	0.119717376	0.1904909801	0.0006913756	-0.059869101	-0.1069708453	-0.0280043887	-0.0603721883	-0.0323759296	-0.0402468525	-0.011006347	0.0952946094	-0.1372620864	-0.0389053501	-0.0619614318	0.112332383	-0.1788936955	0.0542987506	0.151276289	0.1449845808	0.0047221963591397	-0.0046836600706824	2.193667165770559e-05	2.229913845427224e-05	0.0818154469827447	0.0025982350669409	6.750825463081391e-06	0.0066937673649863	-0.0417957729671059	0.000572671304539	0.0017468866379178	3.279524230424024e-07	-0.001542022147471	0.0001005426714464	2.3778323032910743e-06	1.0108828781578762e-08	-0.0001291844934836	0.000277561415476	1.668863335661429e-08	7.70403393610407e-08	-0.0004095996275531	-9.976568981190002e-05	1.6777185489163826e-07	9.953192863644253e-09
1266.999505499041	-1.7818879025189744	1605287.7469348146	3.1751244971434702	1624.1102540422194	-8.645222201205797	74.73986690822161	2637734.117285082	1219.1764118269375	-1.0969581753599869	1486391.1231552064	1.2033172384891118	1307.5298507085456	1194.3389036426806	1.301819	24.927681	0.1484000470052504	0.0945049866080889	0.1503056465	-0.1070403692	0.0255667003	-0.0856698303	-0.0991943249	-0.1143202552	0.0805439492	-0.1330708179	0.1534492973	-0.0700821827	-0.1766510333	0.19451557	-0.2057203156	0.0564169663	0.1608345899	-0.0728734087	0.0737524177	0.0179134765	0.1599050424	-0.0524101282	0.002514855	-0.0429969244	0.0279113847	-0.0668949731	-0.0528390692	0.0731452116	0.111392914	-0.1938567302	-0.0708124131	0.0675744081	-0.0445881726	0.0122808852	0.1323962962	-0.1310859303	-0.104395933	0.080560507	-0.1802814917	0.0689507274	-0.0518402752	0.0353131908	-0.0256390985	0.104512542	-0.1303629737	-0.1149987688	-0.2584213138	0.1008232613	0.071344923	0.021646615	0.0331623172	0.1168884522	-0.1337540528	0.0811189235	0.0262485833	-0.0623643978	-0.0227207496	-0.0116927645	-0.0441540162	-0.0006089727	-0.0927128751	-0.2175249056	0.0780061702	-0.0541179277	-0.1458937522	-0.0734223621	-0.1419181588	0.0360032377	-0.2015325101	-0.1472988862	0.0571445905	-0.0975635018	-0.0153130461	0.2393467476	0.0040094065	-0.0058084811	0.0804313273	0.0595562519	-0.0758560084	-0.0053469335	0.0222422678	0.0921640317	-0.0628683548	-0.0384410198	-0.1722139167	0.1519796589	-0.0063056023	-0.1731512971	0.1502346003	0.1408894722	0.0096651501175415	0.0049429537584018	2.443279185769848e-05	9.341512679461247e-05	0.0964334003311648	0.0146179533484201	0.0002136845600965	0.0092994006994306	-0.0669136438105795	-0.0251178708434736	0.0044774357280091	0.0006309074357094	0.0001339412011881	0.0016759633486591	1.794024537571108e-08	2.808853146048624e-06	-0.000407019088813	-0.0002778345953293	1.6566453865816478e-07	7.719206236185142e-08	-0.0002889721904425	0.0001206274371105	8.35049268491365e-08	1.4550978583871757e-08
1266.3495547254838	-0.6499507735572934	1603641.194753431	0.422436008047724	1620.6387150075177	-3.471539034701664	12.05158326945736	2626469.844581218	1220.1432089412913	0.966797114353767	1488749.4503255517	0.9346966603227708	1309.344353831287	1207.8989687586484	1.201042	22.997972	0.1609981184255478	0.0912100227408461	0.1201668719	0.0838865442	0.0054274898	0.2087144467	0.043145362	-0.0454329353	0.1068109851	-0.0036758669	0.0379214666	0.0304520848	-0.0326458775	0.2700950776	-0.0213361558	-0.071437086	0.1802120879	0.0469413608	0.0251648885	-0.0340999742	0.0977484922	0.127128537	0.0582281096	-0.1060576696	0.2109380183	0.1359498233	0.0757947557	-0.100131462	-0.1061809018	0.0060543198	-0.1353171671	-0.0408210784	-0.0047025755	0.0544549994	0.1878595686	0.0695608647	-0.1513586982	-0.0926777549	-0.0068138227	0.0643666173	-0.0772843191	-0.1408860071	-0.1362914561	0.0785701316	-0.0371641389	-0.2256422727	-0.0424635605	-0.0875039775	-0.0140704407	-0.0908207999	0.0582355969	-0.0043578116	-0.100925135	-0.0781384683	0.11939035	-0.0893405363	0.0863801117	-0.1293493351	-0.1564793421	-0.0915440494	-0.0811425963	-0.0071049792	-0.170007249	-0.0876773859	-0.1380208316	-0.0412292264	0.0904433406	0.1215131966	-0.1867333247	0.0499732444	0.0681310449	0.1299811266	0.0230118149	-0.061495584	0.0052699001	0.0772701452	0.0869083967	0.0747223631	-0.0359137078	-0.0246611715	0.0435623112	0.0789301788	-0.0072972417	0.1101904616	0.1381531144	-0.0185507691	0.1077230774	-0.039264294	0.1489877092	0.136024874	-0.000108387465346	-0.0097735375828875	9.552203688411444e-05	1.1747842644130352e-08	0.0769254412535644	-0.0195079590776004	0.0003805604673733	0.0059175235120555	-0.032887523257429	0.0340261205531505	0.0010815891860079	0.0011577768798975	-0.0013430129035027	-0.0014769541046908	1.8036836589747524e-06	2.1813934273630027e-06	-5.072511374271116e-05	0.0003562939750702	2.573037164210984e-09	1.269453966713876e-07	-0.0004095341349196	-0.000120561944477	1.6771820766434512e-07	1.4535182456099336e-08
1265.1932679568008	-1.1562867686830032	1600714.0052832093	1.336999091431381	1613.536698445235	-7.1020165622826426	50.438639250936966	2603500.6772295493	1220.8098650764016	0.6666561351103155	1490376.726667862	0.4444304024802232	1307.406566334191	1179.5427329572913	1.286584	24.635954	0.0850470025218886	0.0473769777962164	-0.0924941891	0.1284566102	-0.025036837	-0.1703960968	-0.0873264612	0.1040891778	0.0169570452	0.0732795565	0.0314481578	-0.0673524307	-0.1423200763	0.0910911011	0.132399057	-0.169077515	0.1385855932	0.0338394332	-0.0637232038	0.1164302501	-0.1380104741	0.0359595464	-0.0245825087	-0.1320031781	-0.1943526608	-0.0402005598	-0.0262884932	0.1957707192	-0.0222557824	0.2024813345	0.0041000434	-0.0359074328	0.0097559451	0.1849653687	-0.0586140509	0.1224050826	0.1044258976	0.1505564384	-0.0971859409	-0.0492337656	0.1737863818	-0.1857222002	0.041292715	-0.077540202	-0.0268215462	-0.0217579139	-0.0177527902	0.2111981402	0.0940667	-0.0234097351	0.0348373404	0.0569446272	0.0706259675	-0.0820086669	0.061151306	0.054819956	0.0714557436	0.0582742257	-0.0293089871	0.2891694941	0.0085318226	0.073256441	0.0697815643	-0.0350458087	-0.0915169829	0.0591248229	0.0756506808	0.0966601912	-0.0416412123	0.1622036388	-0.1093196527	-0.1938563276	-0.0198104071	-0.0630201442	-0.0036276481	-0.0160716761	-0.0530049432	-0.0179255822	0.0791381212	-0.0422571045	-0.1067583264	0.0155881733	0.0637829312	0.1638202339	0.1727591176	-0.0736683037	0.0695692462	-0.0060896279	0.1475373187	0.1304173552	-4.7317218161424535e-05	6.107024718457547e-05	3.7295750911851485e-09	2.2389191345358437e-09	0.0460464317645232	-0.0308790094890412	0.0009535132270242	0.0021202738782448	-0.0321526312397253	0.0007348920177036	0.0010337916956377	5.400662776846059e-07	-0.0018889969581663	-0.0005459840546636	3.568309507961534e-06	2.98098587946905e-07	0.0001350697698163	0.000185794883559	1.824384271822827e-08	3.451973875670652e-08	-7.387245778302817e-05	0.0003356616771365	5.4571400189052795e-09	1.1266876149813619e-07
1265.9019646577162	0.708696700915425	1602507.784124266	0.5022510138884074	1622.273485844678	8.736787399442846	76.33145406306329	2631771.2628746424	1221.1756944843366	0.3658294079350526	1491270.076799302	0.1338311557101111	1309.8733137895358	1192.8538339562613	1.149015	22.001738	0.0893864677489193	0.0479441543250641	-0.1345977239	-0.0609551821	0.036097512	0.0759995545	0.0392252228	0.0689068207	-0.1916388879	0.029107092	0.0049593832	0.120112213	-0.0090969081	0.1368664425	-0.0139359336	-0.0212394535	0.0839349599	-0.1535378434	-0.0248612112	-0.1523853423	-0.1805666913	-0.0649457397	-0.0911864066	-0.0047589471	0.1015109202	0.0105629683	0.040259433	0.0611152514	-0.0391471598	0.0298511351	0.0081032954	-0.0202050812	-0.1938702056	-0.0305197489	-0.0456427801	0.03122103	-0.0244544501	0.1096895839	0.076059708	-0.0194193061	-0.064930762	-0.0263555701	0.1540646842	0.0020263283	-0.0793397786	-0.0876661579	0.0277771622	-0.1012561173	0.040002008	0.0018811382	0.0065071314	0.0573026988	0.1902984747	-0.1388916097	-0.0238919738	-0.0324702464	-0.0073190791	-0.0550068628	0.144270073	-0.0141062729	-0.0146332735	-0.0620184025	0.0305339757	-0.0304754215	-0.0845483568	0.0672164332	0.020230167	0.06652426	0.0055881206	-0.0478588632	-0.133351165	0.0883767552	0.0984093681	-0.0955907401	0.0870590737	-0.0605732827	-0.2189127132	0.0500175557	0.0596568269	0.0927970546	-0.1285687171	-0.0483613232	-0.0503872707	-0.0103625355	0.0844845867	0.0734901863	-0.0952729054	0.1398511008	0.1458854101	0.124097542	1.9116610332048367e-05	6.64338284934729e-05	4.413453568300172e-09	3.654447905873784e-10	0.0199227774368466	-0.0261236543276766	0.0006824453154319	0.0003969170607981	-0.0022338759221796	0.0299187553175457	4.9902016356937575e-06	0.0008951319197511	-0.0012719946684658	0.0006170022897004	1.6179704366054207e-06	3.806918254956596e-07	0.0001350782337694	8.463953099995631e-09	1.8246129238260675e-08	7.163850207892566e-17	-0.0001224141896335	-4.854173185047184e-05	1.4985233823626502e-08	2.3562997310431116e-09
1265.770739340693	-0.1312253170233361	1602175.5645710842	0.017220083827875	1618.9283826469195	-3.3451031977583625	11.189715403653222	2620929.1081397706	1219.5172904220285	-1.6584040623081364	1487222.4216382862	2.750304033880129	1310.3160690509276	1195.347612126233	1.190911	22.803976	0.0303912518169373	0.0154516455087679	0.1210886069	-0.0883070546	0.1519702552	-0.0565431396	-0.0836552638	0.0413941057	-0.0236911023	-0.0826689958	0.0299363422	0.1605714657	-0.041031822	0.1223069686	0.010078839	-0.0415348765	0.1220373897	1.5449e-06	0.1635936569	-0.1031805263	-0.0021566956	0.1042640122	0.0383414068	-0.0885646471	0.1434032843	-0.0494616523	0.0124203699	0.1035214016	0.0115617753	0.0029319451	-0.0237338283	-0.0855450634	-0.2071870706	0.0962555886	0.0763259039	0.0423314439	0.2870073207	-0.1283157752	-0.0674324285	0.1124835565	0.1112263902	-0.0108744123	-0.0514805777	0.200841115	-0.1085571281	-0.073543818	0.0231286849	0.0508517033	0.1316790436	0.0758791111	-0.0136720627	-0.0361992473	0.14625734	-0.072945447	0.2281551058	0.0629708584	-0.1396857215	-0.1051762744	0.1391874026	-0.0721192062	0.1419986257	-0.0159209647	0.0969736116	-0.1906413563	-0.0528103273	0.0194512644	0.1286119767	0.0316048209	-0.0892743378	-0.1498129328	0.0229214033	-0.0931583427	-0.0994110502	0.0091237631	-0.0095698482	-0.0950901723	-0.1898107836	0.0290888043	0.1533865364	0.0039769811	-0.1915287368	-0.1204689321	-0.0340579196	0.2194394451	0.0101779644	-0.005496901	0.0181535748	-0.0458283939	0.1440342395	0.1170999511	-0.0099977670343491	-0.0100168836446811	0.000100337957951	9.99553456731176e-05	0.0095208747698762	-0.0104019026669704	0.0001081995790931	9.064705638366518e-05	-3.40176079447474e-05	0.0021998583142348	1.157197650282541e-09	4.839376602708206e-06	-0.0013369941089642	-6.499944049839996e-05	1.787553247404975e-06	4.2249272651050366e-09	0.0001390237038545	3.945470085099987e-06	1.932759023342372e-08	1.5566734192418896e-11	-3.590695639598036e-05	8.650723323751965e-05	1.289309517622835e-09	7.483501402410624e-09
