global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1105.9943225847774	n/a	1223223.4415897606	n/a	1428.5308493609405	n/a	n/a	2040700.38757589	1064.0012647567255	n/a	1132098.6914039114	n/a	1140.385926980888	1024.0493308411524	n/a	n/a	n/a	n/a	-0.1509076902	-0.1678245458	0.0381749966	0.0293313655	-0.1759666993	-0.159653874	-0.0399845058	0.0467362254	-0.0402306995	0.0566611909	-0.1658953358	0.1971546146	-0.1709999055	0.1068564618	-0.0251656385	0.1301746273	-0.1273682272	0.215234586	-0.1410290128	0.1001574061	-0.1750440725	0.0949360608	-0.0115167071	0.1789457242	-0.2164153534	0.0072362143	-0.1636304861	0.1027624938	0.0298338502	0.0177084835	-0.0718147816	-0.0109867218	0.1216498977	-0.0668504613	-0.0438557088	-0.0207907083	-0.0140346728	0.165136037	-0.196193014	0.0304795402	-0.0375959939	0.2234855292	-0.1296215634	0.1812969069	-0.1065763728	0.1171431329	-0.0551396377	0.0973652157	-0.1260911688	0.012499507	-0.1840792926	0.1901022088	-0.043628325	0.1500140612	-0.0660534902	0.0121382575	0.1611498424	-0.2843635019	-0.0469927246	0.1234266475	-0.1089553451	0.0344827761	-0.0817452238	0.055573948	-0.0918274488	0.1535574076	-0.0939501602	0.1165838884	0.0364548331	-0.1040006658	0.0010071343	-0.1880210379	0.0973205326	-0.0104842904	0.2949460104	-0.0700360828	0.0896863215	-0.1011859275	0.1823191459	-0.007296521	-0.1927673308	0.153366806	0.1532882396	-0.0487244050321606	n/a	n/a	0.002374067645738	0.1382984850485797	n/a	n/a	0.0191264709667322	0.009474483142938	n/a	8.976583082581633e-05	n/a	0.0028742644737765	n/a	8.2613962652137e-06	n/a	-0.0014210001206271	n/a	2.019241342822233e-06	n/a	-0.001042960958771	n/a	1.0877675615205235e-06	n/a
1107.6736735928905	1.6793510081131444	1226940.967170769	2.8202198084506342	1420.2063792243075	-8.324470136632954	69.29680305569387	2016986.1595894173	1063.48969920989	-0.5115655468355271	1131010.3403255425	0.2616993087091319	1138.1099846898985	1020.8169715542842	0.936316	18.088749	0.0892998056459292	0.0476150243825114	-0.1119842937	-0.1150036493	0.0745736783	0.1063750073	-0.1222385371	-0.1172946079	-0.123451376	0.0263621394	0.1007124382	0.029326459	-0.1699654512	0.2105692432	-0.2116248787	0.0778110137	0.0386413047	0.0743512884	-0.0350765751	0.2135303908	0.0513770664	0.070828792	-0.0957357244	-0.1270093894	-0.0850419963	0.1067858869	-0.0460702159	0.0215272653	-0.029690421	-0.0451366649	0.2227567502	-0.0185614927	0.0375449408	-0.04649378	-0.0165135389	0.0348928285	0.0850798669	0.062725181	0.0065657164	0.1030413441	-0.2776479374	0.0555282728	-0.0932072056	0.0984322621	-0.1099530554	0.2045065787	-0.1284192762	-0.0166720751	0.0025558546	-0.0762517446	-0.011606126	0.0904841336	-0.1293572726	0.1307147914	0.0264058298	0.1899953209	-0.0624599927	-0.0701152686	0.0568863572	-0.2417739105	-0.0763571878	0.064904965	-0.0495428467	0.0638271617	0.0292619698	0.0563385306	-0.0982708865	0.1870647706	-0.0552274518	0.091477977	0.0284011154	-0.1147719369	-0.0811699297	-0.1569076725	0.0605203652	-0.0452124203	0.2295481022	-0.0479783308	-0.0020545381	-0.1147533002	0.0558587505	0.0054151212	-0.0614217338	0.1531573254	0.1524510324	-0.0441351439875887	0.0045892610445718	2.106131693522516e-05	0.0019479109348051	0.1107097760851161	-0.0275887089634635	0.0007611368622706	0.0122566545208165	0.0108901288526368	0.0014156457096987	0.000118594906427	2.004052775388618e-06	0.0022729495012609	-0.0006013149725155	5.166299435282175e-06	3.615796961714364e-07	-0.0018128272231183	-0.0003918271024911	3.2863425408788068e-06	1.535284782466493e-07	-0.0011639426823281	-0.000120981723557	1.354762567745132e-06	1.4636577434846545e-08
1110.8216358819907	3.147962289100178	1233924.706743542	9.909666573596834	1433.676045173377	13.469665949069396	181.4319007795195	2055427.0025039744	1066.3316649160076	2.841965706117662	1137063.2196025448	8.076769074748862	1142.0029642020706	1035.7072329537457	0.925352	17.876942	0.0803734895021421	0.0441668878121591	-0.0363984981	-0.1195291088	0.100230412	0.1378879275	-0.0261950304	-0.1615538558	-0.1799508902	-0.0019097307	0.1817988737	0.0505087051	-0.0924435912	0.0828792771	-0.1367813405	0.1191176175	0.0498402104	0.2039307748	-0.0711081749	-0.1141952263	-0.0065938606	0.011047987	0.1192944147	0.0532858923	0.058076212	-0.1467868783	0.0607709537	-0.2430974297	-0.0059638421	-0.1398797772	0.05345953	-0.0989164675	-0.0822202598	0.0896751289	-0.008622608	-0.143075422	-0.1152995814	-0.1928354492	0.0569277024	0.07321821	-0.2243440803	-0.0444940465	-0.0987847218	-0.0376993302	-0.0922184536	0.1746228618	-0.0574917345	-0.1542220158	0.0476328372	-0.1101300853	-0.0321567886	-0.0838863739	0.0461395601	-0.1186916074	0.1190895233	-0.0322616272	0.0964776886	-0.1030927952	0.0316171946	-0.2074535513	-0.1505371941	0.055118942	-0.0505437427	0.0701762719	0.0775042959	0.050919737	-0.1321746013	0.1100571858	0.0209605165	0.0520956821	0.0438000207	-0.1181937053	-0.0106819703	-0.079120145	0.0900779366	-0.0076778783	0.0525550128	-0.1060770123	-0.13312496	-0.0834138467	-0.0682788827	0.0321460163	-0.0068002202	0.1527386503	0.1507811905	-0.0486920673367308	-0.0045569233491421	2.076555040995647e-05	0.0023709174215247	0.1203297962585878	0.0096200201734717	9.254478813800252e-05	0.0144792598676332	-0.0299188057439465	-0.0408089345965833	0.000895134937144	0.0016653691429082	0.0021243774561036	-0.0001485720451573	4.512979576001203e-06	2.207365260222286e-08	-0.0016529548242552	0.0001598723988631	2.732259651028539e-06	2.5559183918242143e-08	-0.0013632504659666	-0.0001993077836385	1.858451832958152e-06	3.972359261889118e-08
1112.8848747825314	2.063238900540682	1238512.7445197306	4.256954760704323	1440.222291610948	6.546246437571199	42.853342421413615	2074240.249253091	1069.4429372972058	3.111272381198205	1143708.1961348753	9.680015830006749	1144.6413465314206	1051.3814088476397	1.050868	20.301788	0.1849870757608301	0.0861652066168145	0.0444756355	-0.1628233473	0.1151485056	0.1124385613	0.0846892878	-0.1755423761	-0.1154646059	-0.0374836903	0.1783123047	-0.1437917009	-0.0259411263	-0.050640317	-0.0037758833	0.2265464549	0.0459156545	0.081861945	0.0743739086	0.1909948611	-0.1633326456	0.0627486601	0.0475624229	-0.0840188325	0.0388877161	-0.118176599	0.1107794411	-0.0539113728	-0.0866172017	-0.1536781109	-0.0047124758	-0.0200580137	0.1956855912	-0.0420904789	-0.1373538482	-0.0760060172	0.019237884	0.1373700786	0.1508274928	0.0919528086	-0.1165603562	-0.1360529933	0.1131935598	-0.0061118145	-0.1528154525	0.1043555406	-0.0739571825	-0.0890023805	0.0376656171	0.025311465	0.021922764	-0.0292645759	0.1385498174	-0.1050378129	-0.0725556431	-0.0072042825	0.1088041144	0.0269123094	-0.1012812226	-0.0742963715	-0.1203387289	0.1096217786	-0.1305263997	-0.0609634944	0.0371632203	0.0518621407	-0.0628275651	0.0044191034	0.1572058714	-0.1274683585	0.1755499935	-0.1143729537	0.1197232406	-0.0232466529	-0.0126418548	-0.0343254657	-0.1250974997	-0.066683126	-0.0866164345	0.2414014997	0.0772784279	-0.0981254942	0.2371499521	0.1521113526	0.148287834	-0.0289056256131203	0.0197864417236105	0.0003915032760818	0.0008355351920858	0.089130873495435	-0.0311989227631528	0.0009733727815811	0.0079443126100592	-0.0256604377362847	0.0042583680076618	0.0006584580648177	1.813369808867753e-05	0.0012818001137059	-0.0008425773423977	1.643011531496458e-06	7.09936577921971e-07	-0.0006978626757641	0.0009550921484911	4.870123142246294e-07	9.122010121093454e-07	-0.0005660530915273	0.0007971973744393	3.204161024276139e-07	6.355236538129135e-07
1113.5183104962944	0.6334357137629922	1239923.027810522	0.4012408034704314	1445.4216241501083	5.199332539160196	27.033058852770008	2089243.6715607368	1069.3844865368258	-0.058450760380083	1143583.1800456306	0.0034164913890098	1144.3049241800225	1062.0831671054043	1.146362	22.146635	0.0474412375906302	0.0255825395656308	0.089193604	-0.1355166707	-0.0866624283	0.1202874811	0.0679036964	-0.1618242111	-0.0534485275	0.0798722744	0.0088710522	-0.0957900335	-0.0163742105	-0.0141680265	-0.0325432331	0.1489017102	-0.0777047944	-0.1058614036	0.0149728339	-0.105949325	-0.0308253683	0.2908532882	0.2526875456	0.0019140554	0.0757587227	0.1525015719	0.1203550611	-0.0789967151	0.1129200121	-0.1304639031	0.1350508799	0.0680347891	0.0167473942	0.0999572793	-0.1280624186	0.0608348489	0.0248904005	0.025788835	0.1769006904	0.0734728731	-0.0800245168	0.0757168595	0.0416767107	0.0074310279	-0.0946944514	-0.1743881771	0.1104385081	-0.0786336154	0.236585367	0.0696177517	-0.0275276988	0.0168135656	0.0459829042	-0.1749588951	-0.0845410134	-0.0847138103	-0.0940159527	0.0161602101	-0.0489428189	-0.0186594905	-0.0769500299	0.2459392468	-0.0236608007	0.0222910533	-0.0547813102	-0.0626924482	0.0870884834	0.0018880305	0.2040710035	-0.20471033	-0.035371888	0.0643251292	0.320406086	0.0186773202	-0.1203954555	0.0137220829	-0.0500070663	0.1014232463	-0.0397342707	-0.0151995962	-0.0453016863	0.285177731	-0.0204530719	0.151276289	0.1449845808	-0.0264561441616848	0.0024494814514355	5.999959380926564e-06	0.0006999275639038	0.0867591761478081	-0.0023716973476268	5.624948308740433e-06	0.0075271546458463	-0.0122308123017518	0.0134296254345329	0.0001495927695606	0.0001803548393118	0.0014761950920212	0.0001943949783152	2.179151949707479e-06	3.7789407594205937e-08	-0.001086922164742	-0.0003890594889778	1.181399792207435e-06	1.5136728596374462e-07	-0.0005656988916798	3.541998475000297e-07	3.200152360477541e-07	1.254575319690443e-13
1114.0660271264492	0.5477166301548095	1241143.11279731	0.2999935069481404	1447.3158846524493	1.8942605023410124	3.5882228507292244	2094723.269967302	1069.9515631891063	0.5670766522805479	1144796.347570812	0.3215759295617135	1145.8256392014764	1065.986276587529	1.256132	24.267296	0.1520346379277587	0.0824683940599375	0.1085820321	-0.0516690487	-0.1617690459	0.1214971021	0.1413990945	-0.0415022109	-0.0578112291	0.2414790653	-0.1331697593	0.016579718	-0.1109462361	-0.172147728	-0.136595431	-0.0267617215	0.0059145214	0.0072311933	0.0302156852	-0.0053469615	0.0810860201	0.1471175584	0.1225724987	0.1116032975	0.1206710025	-0.2055707524	-0.0116440027	-0.0761952202	0.1777192205	0.00346811	-0.0476840186	0.0269656506	-0.0417531053	0.0802711986	-0.0818897111	0.0957934587	0.2320414219	0.0123795271	0.1808183944	0.0329166695	0.0403427346	0.1268030812	-0.1742864961	-0.1135805163	-0.0873901849	-0.0985623883	0.2109083886	-0.0533265253	0.0855033922	-0.0202640216	-0.1623409226	0.0662203719	0.0629309111	-0.1274005707	0.0396077868	-0.0758284084	-0.0475179711	-0.3373813807	0.0581998742	-0.0226148882	-0.236025132	0.0386989214	0.0347939815	0.1191823042	-0.036987981	-0.1774863474	0.2663834628	0.1853023889	0.2000663364	-0.0548124904	-0.1586133862	-0.1310944433	-0.0095169934	0.0293078748	-0.0916121634	0.1091036294	-0.1923543618	-0.0417279991	0.0723918729	0.1438471846	-0.1477616237	-0.0182623847	-0.0612549022	0.1502346003	0.1408894722	-0.0493069227262026	-0.0228507785645178	0.0005221580810046	0.0024311726287277	0.0768520168440147	-0.0099071593037934	9.815180547074024e-05	0.0059062324929927	-0.0864332671820093	-0.0742024548802575	0.0074707096757566	0.0055060043102566	0.000938691253932	-0.0005375038380892	8.811412702084305e-07	2.889103759606209e-07	-0.0008693346374761	0.0002175875272658	7.557427119157023e-07	4.7344332021688726e-08	-0.0007120924299085	-0.0001463935382286	5.070756287329919e-07	2.143106803511784e-08
1115.2533711998735	1.187344073424356	1243790.0819726828	1.4097859486959423	1441.9285243815514	-5.387360270897943	29.02365068844956	2079157.8694251585	1068.2781834756174	-1.6733797134888846	1141218.277289965	2.8001996655161414	1143.9977054427156	1052.414917871	1.305391	25.218945	0.0869483007497417	0.0369679371129245	0.1300258738	0.1039999431	-0.0435300843	-0.0774880177	0.1110520768	0.0352406306	0.0554412888	0.0727482245	-0.0318337459	0.1711056675	-0.0511691278	-0.1388215073	-0.1949657893	-0.1689800626	0.2114268511	-0.0529982286	0.0026979564	0.0653473234	0.1961092112	0.1248138007	0.0297585971	0.1603318034	-0.0918405127	-0.0046358083	0.0798795024	-0.0244741492	0.0517137258	0.0617012049	-0.1165825858	0.1663302456	0.0501888018	0.095083835	0.1055353428	-0.016632545	0.1319258992	-0.0408723567	0.0938484066	-0.1265700934	0.1102398359	0.0899179513	-0.17762631	-0.1153992739	-0.073668576	0.1335063101	-0.0228990706	0.2324334676	0.2724116584	-0.0429456009	0.0294528445	0.0660599621	0.051282213	-0.1231072941	-0.1901108308	-0.1053716267	0.033974051	0.0073667611	0.1476397528	-0.0051957078	-0.2129358692	-0.1346096759	0.0422708701	0.1385742884	-0.0363397971	-0.1896680674	0.1327010827	0.1205927982	-0.1218962226	-0.0742924129	0.090946072	0.0365330188	0.2306940004	-0.0211590922	-0.0113848016	0.0972544406	-0.1910191102	-0.0021185036	-0.0452957341	-0.0527673942	-0.0452247297	-0.1360646343	-0.0297978298	0.1489877092	0.136024874	-0.029803398447143	0.0195035242790596	0.0003803874593038	0.0008882425589991	0.0815846342638479	0.0047326174198332	2.2397667642508698e-05	0.0066560525479658	-0.1009547539280433	-0.0145214867460339	0.0101918623406717	0.0002108735773152	0.0005889012743008	-0.0003497899796311	3.468047108731061e-07	1.2235302985039525e-07	-0.001182798508335	-0.0003134638708589	1.3990123113195012e-06	9.825959833384515e-08	-0.0010126520255147	-0.0003005595956061	1.0254641247790243e-06	9.033607051096245e-08
1114.65648801156	-0.5968831883135408	1242459.086266265	0.3562695404913378	1449.1057183730543	7.177193991502918	51.51211359166559	2099907.383021485	1070.4031801531391	2.1249966775217217	1145762.9680819537	4.5156108794783565	1148.7531301245226	1061.6903720048508	1.127179	21.776047	0.1292296921520419	0.060300458844688	0.0671971373	0.1356532282	0.0075541828	-0.1723345106	0.077540445	0.0806691255	0.1541292923	-0.0363416309	0.0432892366	0.013775833	-0.0209833273	-0.1124938864	0.041320902	-0.1605361478	0.0278234376	0.0305498409	0.0070362039	0.1634795403	0.0374867439	-0.1212005867	-0.2237269143	-0.0301382307	0.0129428926	0.0894754841	0.0070716025	0.0012027979	-0.0624551892	-0.1447991115	0.0045797672	-0.0018742722	-0.1643122367	0.0177492649	0.0399604798	-0.0625244826	-0.0919653652	0.0061072616	-0.0016052647	-0.1299336038	0.1903003681	-0.0677610577	0.0553791225	0.0655935656	-0.0526181695	0.0825055218	-0.0464568301	0.1454406889	-0.0818487262	-0.0773631019	-0.1507240516	0.0815706029	0.0067472542	-0.0588956073	-0.1907899153	0.0169072016	0.0740026994	0.09993762	-0.0563380871	0.0232128682	-0.056280093	-0.0962129065	-0.0183836206	-0.0030787795	-0.0996584901	-0.1812162241	0.0094310939	0.0103733658	-0.0854941667	0.0678962849	0.1948150816	0.1941442519	0.0459368286	-0.0485827916	0.1989606874	0.0596197059	-0.202119732	0.0931617988	0.1933205071	-0.029641683	-0.0502925485	0.2265879943	0.0186146966	0.1475373187	0.1304173552	-0.0122894897339023	0.0175139087132407	0.0003067369984157	0.0001510315579196	0.0767096182545685	-0.0048750160092794	2.376578109073051e-05	0.0058843655327616	-0.0585748267357715	0.0423799271922718	0.0034310103271256	0.0017960582288222	0.0009763006739678	0.000387399399667	9.531630059899804e-07	1.50078294862352e-07	-0.0005108821901291	0.0006719163182059	2.610006121911059e-07	4.514715386713723e-07	-0.0007827509386426	0.000229901086872	6.126990319458713e-07	5.2854509744972834e-08
1112.9958884694936	-1.660599542066393	1238759.8477499974	2.7575908391111144	1446.2134028295775	-2.8923155434767978	8.365489203037484	2091533.2065239055	1067.1993393436555	-3.2038408094836086	1138914.4298955349	10.264595932512584	1146.6921131640408	1052.010959605715	1.103009	21.309109	0.1881499051660699	0.0799765257892255	0.0347216511	0.0956808066	-0.0706127301	-0.0695978223	0.0698351834	0.1516577174	0.079924859	0.00921095	-0.1430120899	-0.0738286129	-0.1047314614	0.1346840473	0.0272992788	-0.1161963525	-0.0766747338	-0.0017101852	-0.0009504381	0.1235951902	-0.1119386415	-0.0630263963	-0.1295505921	-0.1680223941	0.0308629119	-0.1181573008	-0.0289999182	0.1172413644	0.253611102	0.1397286656	-0.0733274442	-0.0256684748	0.0093937208	0.1803450144	-0.1126332515	0.0640027091	-0.1830701934	0.0098383317	-0.0246379182	-0.0733145895	0.1169958289	0.0504823943	0.0964639023	0.1836762124	4.42045e-05	-0.029002102	-0.0113186614	0.0415616271	-0.1719706285	-0.1972650986	-0.1606653531	-0.1182162402	0.1022665365	0.1729374017	0.0737062744	-0.0642396226	0.019155655	0.0031823789	-0.0668648733	0.0611116257	0.1076819606	0.0589932315	-0.0446860684	0.0147398925	-0.2044134686	-0.0907907962	0.1162553398	-0.1732367061	-0.1141212507	0.1643620593	0.0481991416	0.0519765038	-0.1460510636	-0.0347384674	0.1099618715	-0.2779413968	0.0442951145	0.1865596486	0.0726753725	0.1002561715	-0.0791788494	0.0453312023	0.0009406239	0.1458854101	0.124097542	0.0260838532953897	0.038373343029292	0.0014725134552437	0.0006803674027354	0.0531678372735768	-0.0235417809809916	0.0005542154517569	0.0028268189203495	-0.0100228322041786	0.0485519945315929	0.0001004571653931	0.0023572961729958	0.0013220080158836	0.0003457073419157	1.7477051940604926e-06	1.195135662544878e-07	9.637970503306724e-05	0.0006072618951621	9.289047542261046e-09	3.687670093159471e-07	-0.0001820644432367	0.0006006864954058	3.314746149108956e-08	3.608242657630222e-07
1111.325470679925	-1.670417789568546	1235044.301781957	2.790295591707068	1438.5634004985866	-7.650002330990901	58.52253566416622	2069464.6572540568	1066.3993989267658	-0.7999404168897399	1137207.6780313677	0.6399046705737309	1144.5107147216795	1049.8853275539932	1.073545	20.739891	0.0839868802908306	0.0475764862838335	-0.0001321143	0.079962182	-0.0840458301	-0.0822140195	-0.0205327801	0.1707131368	0.0774462772	0.1275102824	-0.1152224052	0.121665416	-0.0627562222	0.0762496204	-0.0386026301	-0.1361538619	0.0852510498	-0.1193592074	-0.039427753	-0.0757122577	0.0628072754	0.0368649015	-0.044273567	-0.078628175	-0.1217977756	-0.1615723713	-0.0384791682	0.2286561133	0.0250253723	-0.0070849801	-0.0652373764	0.0212767278	0.0772612455	0.0215059893	-0.0181556913	-0.273369494	0.0271567183	-0.0927162397	-0.0495177153	-0.0981976545	0.0701749912	0.1588530076	-0.0829667619	0.0180107839	-0.0136546515	-0.0818929946	-0.0170227824	0.181963864	-0.0059634229	-0.1620073069	0.010154354	-0.1530742649	0.111648394	0.0703051859	0.1676074037	0.1626485835	0.0112873533	0.0242197493	-0.1984637416	0.0125396577	0.0004720175	-0.0778870597	0.0391244702	0.1172799684	-0.1333875385	-0.1203717398	0.1144671096	-0.1656321478	-0.1985956261	0.0800405722	0.0469723055	0.0310451793	-0.0350968205	0.1151418746	-0.0578515488	-0.2023254556	0.0651443738	0.0088423617	-0.0299076918	0.0185259587	0.1221612478	-0.0795195014	0.1686487515	0.1440342395	0.1170999511	0.0051733222054082	-0.0209105310899814	0.000437250310465	2.6763262640969565e-05	0.077119128615152	0.0239512913415751	0.000573664356929	0.0059473599983603	-0.0452962173600752	-0.0352733851558966	0.0020517473071311	0.0012442117003562	0.00134300686142	2.0998845536400164e-05	1.8036674298211996e-06	4.409515138615931e-10	9.64151704783145e-05	3.546544524725382e-08	9.295885098362446e-09	1.2577978065859586e-15	-0.0001260653001508	5.5999143085900025e-05	1.5892459902111293e-08	3.1359040263551046e-09
