global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1159.3385834472674	n/a	1344065.9510695166	n/a	1487.1576047411152	n/a	n/a	2211637.741339331	1112.7048409120443	n/a	1238112.062989098	n/a	1188.5826973512549	1131.8693807422603	n/a	n/a	n/a	n/a	-0.1726279584	-0.0144618624	0.0357406032	-0.085531258	-0.176225344	-0.011305228	0.0338896528	-0.0635923549	0.0941618176	-0.0227408589	0.137624858	-0.0911349775	-0.0283161425	0.1875587838	-0.0388901031	0.0355441349	0.097104185	-0.0362417562	0.0689149897	-0.1777391542	0.0067689964	-0.0135246122	0.0086530977	-0.1235703501	0.1800455593	-0.1577522631	0.2547954219	-0.0412933124	0.0300094824	0.0890997152	-0.0430631553	-0.1679158913	0.0100100641	0.0329125861	-0.0218930785	-0.0388996478	-0.033073332	-0.1569366558	0.036553505	-0.1277278641	0.026895024	-0.0563500757	0.0329664727	-0.1941571315	0.1203109997	-0.161057283	0.0293312638	-0.0634190366	0.0670331945	-0.0971323631	0.1148152722	-0.0875046387	0.0286336708	-0.0854304459	0.1997271703	-0.0801104396	0.0092292892	0.0275128199	-0.1017919945	0.1129253427	-0.0760176051	0.1492469631	-0.038718664	0.1430465936	-0.0547320559	0.0870736745	-0.106684576	0.2180358333	-0.1695798295	0.0122337223	0.1390283092	-0.0665380815	-0.2211971421	0.2530548557	-0.048818011	0.187694918	-0.0036760356	0.0440215067	-0.078232628	0.0240048009	-0.1303158489	0.0265023867	-0.0518177282	0.0890020901	0.153366806	0.1532882396	0.0073884790145939	n/a	n/a	5.4589622149094445e-05	-0.0398509200269074	n/a	n/a	0.0015880958269909	-0.0317051074298717	n/a	0.0010052138371397	n/a	-0.0013699647372143	n/a	1.876803381210646e-06	n/a	-0.000250184581352	n/a	6.25923247462755e-08	n/a	0.0002688285832458	n/a	7.226880716994403e-08	n/a
1158.3475317377197	-0.9910517095477188	1341769.0042828675	0.9821834909974564	1488.4993150000478	1.3417102589326078	1.8001864189250054	2215630.210755612	1112.711939384326	0.007098472281541	1238127.8600484277	5.038830873180639e-05	1188.9548845548438	1133.8099944807525	0.8635359999999999	16.326376	0.0874213387682688	0.0397602968455748	-0.1616974733	-0.0458724059	0.0635286454	-0.0629544359	-0.1405334853	-0.0746839225	-0.033310585	-0.0695236278	0.1150957009	-0.0597969745	0.1869510159	-0.0356974705	0.0506812196	0.2387434541	-0.0342755334	0.0687560765	0.1782239057	-0.0665958064	0.0579087164	-0.0432029568	0.0138606093	0.2307471397	0.1535935783	-0.1026160403	0.1263045587	-0.0660991677	-0.0418136599	-0.0112648231	0.0717455925	-0.1416603418	0.0558898921	-0.0865797795	-0.1551911185	0.0386968941	-0.0195622054	-0.074399186	0.0953974754	-0.1044456973	0.0888721188	-0.1118469182	0.0199545875	-0.077970173	0.0782267362	-0.1733179151	0.1523664016	-0.0923162839	-0.0123028334	-0.1061934086	0.0328500107	-0.0513981558	0.136720899	-0.1919886702	-0.1332443778	0.0402329346	-0.0399902574	-0.116660624	0.1026811817	-0.009282194	0.0682107824	0.1085712073	-0.0752261628	0.1861633092	-0.0017294376	0.149300794	-0.0176600971	0.0659803577	-0.1518695445	0.1694095591	-0.1341373908	0.0833118355	0.1320759589	-0.0420078986	-0.1423655503	0.1271760207	-0.1058018949	0.1010616409	-0.0654499624	0.1200926487	-0.1180779282	0.0707572357	-0.0357037005	0.1036276243	-0.0016284242	-0.0070044606	0.1531573254	0.1524510324	1.7387587917028213e-05	-0.0073710914266768	5.433298882042928e-05	3.0232821357238546e-10	-0.0212318341013428	0.0186190859255645	0.0003466703607035	0.0004507907793069	-0.0100670365773396	0.021638070852532	0.0001013452254494	0.0004682061102191	-0.0009500043046526	0.0004199604325617	9.0250817885847e-07	1.763667649174102e-07	4.59101675716056e-05	0.0002960947489236	2.107743486452906e-09	8.767210034013304e-08	0.0001890219534612	-7.980662978459999e-05	3.5729298890288065e-08	6.369098157576201e-09
1157.094089910899	-1.25344182682079	1338866.7329067313	1.5711164132238395	1488.0019586600508	-0.4973563399969407	0.2473633289351525	2214149.828976148	1112.5417734881437	-0.1701658961821976	1237749.197756144	0.0289564322234904	1189.927192495427	1137.3564760387453	0.986103	18.643682	0.0722189431545	0.0365162700587483	-0.0981666118	-0.0894443127	0.0754390116	0.0862135969	-0.0725299336	-0.0988137826	-0.016278705	-0.1226947271	0.0620542199	-0.0892477959	0.2365352969	-0.0203001668	0.0396216416	0.127412117	0.0651246063	0.0555707006	0.1610930697	-0.0038309851	0.1030266226	0.1306703969	0.0289101605	0.0897834499	0.2466998266	-0.0193213955	0.0763523442	0.1809743346	0.0116804309	0.0828399933	0.1018562319	0.180499131	0.1060313896	0.121231814	-0.0675808365	0.0556585809	-0.007669087	0.0025604604	0.0482298902	-0.0096332856	0.1132662213	-0.0864180566	0.0133727002	-0.0753233009	0.148122509	-0.028975456	0.2639228814	0.1406821577	0.1045605333	-0.0835242037	-0.1072847846	-0.0799999093	-0.0467070521	-0.177148577	-0.0178184968	-0.0330569742	0.0752329197	0.0661912269	-0.0691317913	0.0704750671	-0.2069455549	0.0008346394	-0.1005255453	0.1442265808	0.0356282887	0.102724396	0.0344838076	0.1020849437	-0.2307814509	-0.0121622336	0.084904588	0.1488998441	0.0523596904	0.0782918618	-0.1702537577	0.0479786676	-0.0965045452	0.068986105	0.0682333445	-0.0002543683	-0.0337902857	0.0751769573	0.0906479432	-0.0299811706	0.0613198037	0.1302831879	0.1527386503	0.1507811905	0.002877253929185	0.0028598663412679	8.178835489917454e-06	8.278590173010521e-06	-0.0346959654825127	-0.0134641313811698	0.0001812828338494	0.0012038100207637	0.0175208287994479	0.0275878653767875	0.0003069794418195	0.0007610903160477	-0.0011150507883142	-0.0001650464836616	1.2433382605201188e-06	2.7240341769058797e-08	0.000342836369948	0.0002969262023763	1.175367765591219e-07	8.816516965766752e-08	0.0002931908685287	0.0001041689150674	8.596088538861345e-08	1.0851162866340024e-08
1156.1801599985686	-0.9139299123303316	1336752.5623743157	0.8352678846521279	1479.826156765807	-8.175801894243932	66.84373661392267	2189885.4542482584	1114.0168236062484	1.4750501181047184	1241033.483277755	2.175772850920744	1191.30209363866	1136.252391404372	1.076899	20.360306	0.0935937954511728	0.0500446628321856	-0.0075964909	-0.1488612233	0.042720332	0.1726924034	-0.0158896368	-0.1429174338	0.0126097837	-0.1634920051	-0.0644638926	-0.1206980797	0.106897851	-0.0449139555	0.0918434193	0.0443432381	0.1125930242	0.2305646009	0.0339430651	0.0607920489	-0.0590541661	-0.0334533629	-0.0788456935	-0.1362988105	-0.1209456072	0.0739889988	-0.0835300185	0.0738545685	-0.112720101	0.1218607405	-0.0048859341	0.0318735085	-0.0893420223	0.0836648534	-0.0553871824	-0.2166939159	-0.1566463742	-0.0134225439	-0.0341425662	0.0418781084	0.1353587161	-0.0696017903	-0.0678675533	-0.0403193401	0.0929742458	-0.0445465914	0.190582327	0.1157598741	0.0348083549	0.1398217029	-0.0150943143	0.0292435635	-0.0567118523	0.1352404583	0.0904244251	-0.0104657939	-0.0181754971	0.0359025567	-0.1364187969	-0.1229486566	0.0828231858	0.136792377	-0.0972915817	0.1282390112	0.1146897745	0.0263651832	-0.0474278429	0.0703378615	-0.2398531137	-0.0293919186	0.163254534	0.0082199954	-0.0975020974	-0.0941003269	-0.0384902139	0.0505597472	0.056031742	0.0229062162	-0.0225784015	-0.0266701972	0.1847947298	0.000241087	-0.0425767078	-0.1305531602	-0.0408207341	-0.0330249343	0.1521113526	0.148287834	0.0041957315923752	0.0013184776631902	1.7383833483314915e-06	1.7604163595255333e-05	-0.0212019630929773	0.0134940023895353	0.0001820881004887	0.0004495232389959	0.0319435998614352	0.0144227710619872	0.0010203935721074	0.0002080163251064	-0.0003549802660591	0.000760070522255	1.2601098929138946e-07	5.777071988011403e-07	-0.0001500461202459	-0.0004928824901938	2.2513838200847083e-08	2.4293314913973985e-07	0.0002589729942485	-3.421787428020001e-05	6.706701175003362e-08	1.1708629202555732e-09
1154.7195343687931	-1.46062562977545	1333377.2030528823	2.1334272303569297	1477.7759505627205	-2.050206203086418	4.203345475174027	2183821.7600615523	1114.079085198867	0.0622615926185972	1241172.2080775443	0.0038765059154041	1190.0766509531684	1125.0910427321735	0.999538	18.897682	0.0562643356728655	0.0313959206807683	0.0484512752	-0.1413672577	0.0711862125	0.0806972488	0.0403401825	-0.1587085478	-0.0485277048	-0.1000499118	-0.0776998249	-0.1222701774	-0.0377204049	0.0400777713	0.086770341	0.0295295722	0.1574790016	0.1412458725	0.1717220963	0.0305610994	-0.0316391575	0.0744386028	-0.1017909496	-0.0970638812	-0.0319199927	0.0806888713	-0.0103202228	-0.1109826417	-0.0468529166	-0.1646985724	0.0665440003	0.1485141911	-0.0422741091	0.0923953213	-0.1307209139	-0.009769737	0.0086004246	-0.0636406622	-0.0869705672	0.0845162308	0.1240378694	-0.0635854428	-0.0490761112	-0.0987333903	0.0619464012	0.0277582522	0.1682337616	0.0957462263	0.0354908636	0.0913426698	-0.0008835685	0.076754614	-0.0259984848	0.1711196744	0.056998905	0.0479386714	0.1343065214	-0.0982005269	0.0842946052	0.0106059283	0.0637251377	0.0752204641	-0.1016550929	0.1582397615	0.1192181035	-0.0241043413	0.0526037043	0.0517572069	-0.1961414078	-0.0375825682	0.031620221	-0.0152574774	-0.1637035177	-0.116855449	0.0740152647	-0.0126707745	0.0450559305	0.0059012503	-0.1515372527	-0.0561136843	0.0853864949	-0.087744109	0.0261953037	-0.0866659949	0.0897998152	-0.1323259228	0.151276289	0.1449845808	-6.544442220501878e-05	-0.0042611760145802	1.815762102723376e-05	4.282972397748756e-09	-0.0212307322383935	-2.876914541620132e-05	8.276637279785372e-10	0.0004507439913783	0.0600669733708016	0.0281233735093664	0.0036080412899285	0.0007909241375473	-0.0001670095590718	0.0001879707069873	2.7892192821357053e-08	3.53329866853054e-08	5.797164894505436e-05	0.0002080177691909	3.3607120814086222e-09	4.3271392299181166e-08	0.0003400048581403	8.103186389180002e-05	1.1560330355900553e-07	6.5661629657792044e-09
1154.9382557430815	0.2187213742884068	1333882.3745788715	0.0478390395706093	1473.9000961453307	-3.875854417389746	15.022247464799609	2172381.493417215	1112.540969997936	-1.538115200931088	1237747.409923948	2.365798371335281	1188.2399936871907	1114.6898677271656	0.993059	18.775196	0.0368018507675589	0.0224398831839221	0.0922112443	-0.093511422	0.0691043464	-0.0316173641	0.0977168454	-0.1447517542	-0.0851208622	0.0348730795	-0.146673074	-0.1248223831	-0.0416552446	0.0836246993	0.05582982	0.1031809599	0.0911437417	0.0247002319	0.1655941812	0.0344147241	-0.1016212546	0.1187479755	0.0304282494	-0.1970558257	0.0339575685	-0.1694240908	-0.1569947952	-0.0433043255	0.0556457404	0.072604114	-0.0471781543	-0.1597403948	-0.0109261388	-0.0998643324	-0.0555785264	-0.034509567	-0.0265359302	-0.1235873721	0.1321226258	0.1161604683	0.049384746	-0.0644951049	-0.0396628035	-0.1289646529	0.0259600393	-0.0064394464	0.0895549366	-0.0898329468	0.1807260752	0.0188349884	0.005490032	0.1913569794	-0.0903190427	0.0965992392	-0.0540219905	0.1776088744	0.1323832135	0.0281438759	0.1845453151	-0.0508139044	0.117624526	-0.0383721364	-0.1089272957	0.0919790819	0.1312931109	-0.0609403402	0.0091161918	0.0305813649	-0.1515186833	0.0216915113	-0.1686515957	-0.0222746286	-0.1780392342	0.0307975978	0.1556749909	-0.0450706432	0.0009684882	-0.0132122607	-0.0078484212	-0.1311440712	0.0884530482	-0.0695978927	0.1995510251	-0.0903423217	-0.0540622325	-0.153802	0.1502346003	0.1408894722	-5.501907658356231e-05	1.0425345621456472e-05	1.0868783132682163e-10	3.027098788107894e-09	-0.0212502779812098	-1.954574281629734e-05	3.820360622408391e-10	0.0004515743142786	0.0580946565813818	-0.0019723167894198	0.0033749891233086	3.890033517827236e-06	-0.0004339994365272	-0.0002669898774554	1.883555109059271e-07	7.12835946636495e-08	0.0001470001133661	8.902846442104565e-05	2.1609033329646253e-08	7.926067477169391e-09	3.1942222717166405e-08	-0.0003399729159175	1.0203055921130616e-15	1.1558158355750387e-07
1156.7131930079083	1.7749372648268036	1337985.4108785505	3.1504022940708545	1483.6899019503126	9.789805804981825	95.84029769925584	2201335.725149328	1113.326583832444	0.7856138345080126	1239496.08226802	0.617189096970383	1187.1488660076996	1112.8883866530198	1.06192	20.077106	0.0298444947915815	0.0167171597189754	0.1424058476	-0.0175777064	0.0993402826	-0.1663879923	0.1409652291	-0.0570629461	-0.2022932882	0.143608173	-0.0839228285	-0.0056146316	0.0486155316	-0.0685835682	0.026858165	0.0536357182	0.1121246883	-0.1221332069	0.1410537366	0.182045073	0.13723406	-0.0016378835	-0.0515878448	-0.0504211673	0.0775226264	0.0365942547	0.0714753777	-0.08830615	0.0649087513	-0.1192779305	-0.0428932689	-0.0410272446	-0.0325061402	-0.027423742	0.0817062692	0.0484006484	0.1536707268	-0.0216848681	0.0585614644	0.166694742	-0.077158158	-0.0192050494	0.090481608	-0.1945491626	0.050719608	-0.0739453392	-0.0096670268	-0.083535507	0.0825931075	0.0139477295	-0.159280786	0.1575168664	-0.1284465764	-0.0848301499	0.1124310817	-0.0838762022	0.0109911242	-0.0321191332	0.0092438095	-0.0699560103	-0.041891156	-0.1281176982	-0.0570758883	0.065391431	0.0326508959	-0.145393346	0.1310166281	-0.0141445145	-0.1394544195	0.0384095604	0.0318289541	-0.0923434495	0.0211717366	0.219756571	0.0936923866	-0.0914370621	0.2188395372	-0.0370010208	-0.0716800083	0.1508379211	0.0974511465	-0.0283322198	0.0564445722	-0.0076037581	0.0429997667	0.0953298198	0.1489877092	0.136024874	0.0026815502993571	0.0027365693759406	7.4888119493362655e-06	7.190712007982152e-06	-0.021268852441338	-1.85744601281998e-05	3.4501056905408406e-10	0.0004523640841714	0.0580044818576723	-9.017472370950048e-05	0.003364519915577	8.131480796084747e-09	-0.0001980004285903	0.0002359990079368	3.9204169721942495e-08	5.569553174720097e-08	4.9839713163191135e-06	-0.0001420161420497	2.483997008189168e-11	2.0168584602703544e-08	0.0001620003168721	0.0001619683746493	2.6244102666660804e-08	2.623375438656284e-08
1157.9950980933106	1.2819050854022862	1340952.647208136	1.6432806479802426	1490.10153688169	6.411634931377421	41.109062493259145	2220402.5902171745	1112.9177477812348	-0.408836051209164	1238585.913326456	0.1671469167683021	1189.9119800670546	1122.864957225832	1.028834	19.451565	0.0274857724424289	0.0138438259219356	0.1395647534	0.0783208414	0.1098735107	-0.0329066136	0.1712430639	0.0586454763	-0.0975992096	-0.0074310117	-0.0154187607	0.1098089808	0.1034061241	-0.0283866344	-0.0003454124	0.0688050732	0.0434096633	0.0157593456	0.0938801944	0.1971971219	-0.0652619402	-0.1113492246	-0.0166075001	0.1003624341	-0.0416513677	0.1117038668	0.0839276391	-0.102847785	-0.0026472507	-0.0271886965	0.0094341203	-0.0418126292	-0.1097128501	-0.0478502963	0.1522229164	0.1478713127	-0.045475242	0.0299611162	0.0275055899	0.1044995504	-0.0871203939	0.0005593112	0.0289768889	-0.0833277852	0.1567764268	-0.1273074408	-0.0726744156	0.071385168	-0.0035575993	0.1964576398	-0.0601874168	0.1083164808	0.0005037236	0.0417623265	0.0952850377	0.0214412768	0.0517488032	-0.1640480831	-0.1351617778	0.0531985681	-0.0113191639	-0.2008208384	-0.0222470943	0.0047472097	-0.0387269448	-0.1418105695	0.0488724565	0.0617293013	-0.0915473224	0.0319192064	0.0954116606	-0.1892608969	0.0190873095	-0.049955036	0.3324373661	-0.0019617941	-0.0352787765	-0.0413004589	0.0031982835	0.0074239105	-0.0948828372	0.1139578838	0.0719073716	0.0401239253	-0.0336559882	0.0614744043	0.1475373187	0.1304173552	1.4573355116453968e-05	-0.0026669769442406	7.112766021111173e-06	2.1238267935027503e-10	-0.0212434122385047	2.544020283330034e-05	6.472039201994626e-10	0.000451282563535	0.0672987655065782	0.0092942836489059	0.0045291238387094	8.638370854631974e-05	-0.0001530161082419	4.498432034840002e-05	2.341392938149685e-08	2.023589077207476e-09	9.597425324670006e-05	9.099028193038096e-05	9.211057286261717e-09	8.279231405770209e-09	0.0003360071475223	0.0001740068306502	1.1290080318607269e-07	3.027837711292739e-08
1159.0443784087106	1.049280315399983	1343383.8711208345	1.1009891802858878	1489.6826701444738	-0.418866737216149	0.1754493435461024	2219154.457728769	1114.116629703171	1.198881921936163	1241255.8645811526	1.4373178627453482	1191.7544593910636	1136.909436087323	1.101372	20.823011	0.0602236709663061	0.0331683219743332	0.0577239438	0.1709987243	0.0317440684	0.1375439193	0.0562792751	0.2402648991	-0.0337089469	-0.0783768656	-0.1379706649	0.0578495002	-0.0527167398	0.2041469073	0.0251250675	0.0002441225	0.0843157308	-0.1297466364	0.0997004505	0.0593748369	-0.1049569866	-0.0256966044	-0.0808087	0.0260586603	-0.1056209775	0.0098624708	-0.2412072238	-0.0448191517	0.1058611799	0.063818645	0.1056883583	0.0211229994	-0.055600452	0.0791063403	0.0902925827	-0.0710307538	0.0780495053	0.0130646448	-0.0504466751	0.0114178803	-0.1529509369	-0.0523074018	-0.1696011152	0.0681911769	0.0780939574	-0.0102660637	0.026714645	0.0232875196	-0.0736651269	-0.0522087918	-0.0043518053	0.0718102206	-0.1854591803	0.1548864241	0.0618818953	0.0623106118	-0.0006312842	0.0138804174	-0.0167016107	0.047335498	-0.0821917859	-0.1215722727	0.0097560199	-0.0182247624	-0.0865487329	-0.1102444452	-0.1148588124	0.0226740385	0.0375572488	-0.0025133446	-0.0072038302	0.1050474299	0.0107347071	0.0315034206	0.3055925145	-0.0104659185	0.079889059	0.0310196165	0.0624431187	-0.0433844116	0.0129344057	-0.1149160203	-0.0388488029	0.0635540642	0.2197177284	0.109075731	0.1458854101	0.124097542	-3.0876536101231977e-06	-1.7661008726577165e-05	3.1191122924023477e-10	9.533604816106816e-12	-0.0212928759466706	-4.946370816590051e-05	2.446658425521373e-09	0.0004533865660803	0.0434921205783851	-0.0238066449281931	0.0018915645524047	0.000566756342737	-7.999999289936718e-06	0.0001450161089519	6.399998863898801e-11	2.1029671855567682e-08	-0.0001499999178931	-0.0002459741711398	2.2499975367936744e-08	6.050329286791167e-08	-5.988103487304156e-10	-0.0003360077463326	3.5857383374664213e-19	1.1290120559554565e-07
1158.4894321078532	-0.5549463008574094	1342097.7643055762	0.3079653968353223	1481.112372379677	-8.570297764796805	73.45000377728113	2193693.8596161557	1115.544954243938	1.4283245407671077	1244440.5449391098	2.0401109937575685	1190.4951368154289	1132.9981885404668	0.981906	18.564335	0.0199902199214995	0.0107791515634113	-0.0091499912	0.1526855027	-0.0079832793	0.0612565403	-0.0656468965	0.0978724717	-0.0996965532	0.0292903785	-0.0944162969	-0.0049773575	-0.2048568723	0.1010920016	-0.0222185676	-0.0190025989	-0.0463097817	-0.0195239676	-0.0820531893	-0.0757536333	-0.1119910035	-0.0245794995	-0.0858973772	-0.0453371762	0.0297272276	0.0988588878	-0.1622962438	-0.0930684596	0.0035282929	-0.1919534855	-0.2012511868	0.1214564224	0.2242506714	-0.1663372163	0.1876115423	0.0624132653	0.2186939656	0.0501587734	0.1501646332	-0.0502744446	-0.1287135895	-0.0161858459	-0.0270873739	0.0236066829	-0.0662406192	0.1178611431	-0.0965883368	0.0509103993	-0.0893856985	0.0283580512	-0.1098083223	0.1411664378	-0.1661931694	0.1735672716	-0.0535598337	-0.1400116235	-0.0372557806	0.0326859189	0.0960680375	0.02982192	-0.0500712923	-0.0337048788	0.047373407	-0.034970796	-0.1034459861	-0.0527061061	-0.0926647933	-0.0244687695	0.1061510467	-0.1647576795	0.026810834	0.0328213662	-0.0263425175	0.1521519762	0.137206849	0.0564598417	0.2294310789	0.1213297668	-0.1073332544	-0.0939409576	-0.0597810582	0.0780818504	0.025679682	0.2182932091	-0.0235953079	-0.1464542514	0.1440342395	0.1170999511	-4.576030165992506e-05	-4.2672648049801865e-05	1.8209548915822587e-09	2.0940052080073404e-09	-0.0174697871920841	0.0038230887545864	1.4616007625445751e-05	0.0003051934645367	0.0461164543016963	0.0026243337233112	0.0021267273573604	6.887127491308437e-06	-7.997578840084491e-06	2.420449852227091e-09	6.396126730336719e-11	5.858577487146146e-18	-3.200062757136024e-05	0.0001179992903217	1.0240401649609012e-09	1.3923832516434232e-08	0.0001520001863291	0.0001520007851394	2.310405664408112e-08	2.310423868300885e-08
