global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1111.6373745993549	n/a	n/a	1235737.6526061464	1631.525717832188	n/a	n/a	2661876.1679478367	1071.9411088423296	n/a	n/a	1149057.7408261232	1236.546124683507	1030.9837702183636	n/a	n/a	n/a	n/a	-0.1123888185	-0.1147094826	-0.0330478157	0.198697025	-0.0189768122	0.0616980696	-0.0486160746	0.0225929968	-0.1164841098	0.1807921232	-0.1046350592	0.0375610832	-0.167335427	0.1949059826	-0.0735261973	-0.0700397736	0.0783984859	-0.0626220706	0.1655004377	-0.1266322699	0.0377605137	-0.0427650637	-0.0895039533	0.1540599409	-0.2281712681	0.1785513132	-0.1863938306	0.1004457066	-0.127082852	0.14314372	-0.0433193148	0.0113916269	-0.0267440534	0.1343078268	-0.1420760901	0.0268630233	-0.1152050205	0.1347834334	0.0065924344	0.0312108797	-0.0809673084	0.1362843393	-0.2193967091	0.0100119254	-0.1444183554	-0.0195946811	0.1016136203	-0.0461012814	0.113680314	-0.2454797715	0.0373780079	-0.0930655194	0.016763671	-0.0368840317	0.0777550351	-0.0385273568	0.007679189	-0.1398528844	-0.1065862515	0.0356923808	-0.0131575349	0.1443122757	-0.2562123189	0.0020973349	-0.1370339763	0.2704641505	0.0428461611	-0.0794761483	0.0905892262	-0.1035632182	0.2073836322	-0.1243573104	0.0226287842	-0.1506977087	0.3401032921	-0.0742437106	0.0357995505	-0.0006459011	-0.1957304545	0.1477653643	-0.0775648433	0.0294360815	0.153366806	0.1532882396	-0.0258283621884061	n/a	0.0006671042933354	n/a	-0.0546191859939426	n/a	n/a	0.0029832554786408	0.0920950174185861	n/a	n/a	0.0084814922333296	0.0008349346298509	n/a	6.971158361242594e-07	n/a	0.0001828003433566	n/a	3.341596553129086e-08	n/a	0.0007199237054888	n/a	n/a	5.182901417247245e-07	0.0	0.0
1110.5641943417372	-1.0731802576176506	1.1517158653402868	1233352.8297539118	1626.875864610315	-4.6498532218731725	21.62113498496432	2646725.07885156	1072.2492795077237	0.3081706653940728	0.0949691590094255	1149718.5174048326	1232.668770356337	1023.8587655299524	1.200728	26.041857	0.128020204984667	0.0895373826155075	0.070207615	-0.1008686908	-0.0442124347	-0.0735085098	0.0016342103	-0.111028045	0.0078535806	-0.0450540604	-0.0398817769	-0.0748817622	0.0807033146	-0.0408731056	-0.1263841542	0.0512514431	-0.2584848444	-0.2113649977	-0.177656748	-0.1107728776	0.0604143445	-0.0701407039	-0.0277529254	-0.0096425074	0.1203200307	0.1448959455	-0.0558106639	0.1947290438	-0.0335214759	0.0819731438	0.1009073661	0.0268487087	0.0293369778	0.0495648911	0.0407588299	0.0129665422	-0.0255170909	-0.0153090456	0.0406926783	-0.1121383832	-0.1079211852	-0.0764403401	0.1177439724	0.0329247907	0.0844708851	-0.0422489383	-0.183975911	0.053572428	0.2020233571	0.143938538	0.1377364623	0.0425485664	-0.0190067878	-0.1326129081	0.0211241662	-0.080790491	0.0749977599	-0.1092420582	0.1568621492	-0.1002463127	-0.1651186121	0.0281203911	-0.1317883368	-0.0639012827	-0.1198249776	0.027496029	-0.195145839	0.1047365505	-0.179532418	0.0639381596	0.0971723994	0.1575764993	0.1631914816	0.0079082043	-0.0520780625	0.1639001234	0.0901504123	0.0294361036	-0.0128920129	0.0776158879	0.0461894807	0.0961924082	-0.0151195876	0.0773605285	0.1531573254	0.1524510324	-0.0185934463049335	0.0072349158834725	0.0003457162454944	5.234400784092409e-05	-0.0614492044225443	-0.0068300184286016	4.664915173503878e-05	0.0037760047241636	0.1010793574828738	0.0089843400642877	8.071836639076524e-05	0.0102170365091505	-0.0007710216589768	-0.0016059562888277	5.944743986113369e-07	2.579095601625239e-06	0.0001869109383543	4.110594997699994e-06	3.4935698876484944e-08	1.6896991235116217e-11	0.0002305719771481	-0.0004893517283407	2.3946511403003025e-07	5.316343664598396e-08	0.0	0.0
1108.9359604063343	-1.6282339354029318	2.6511457483977185	1229738.964282319	1624.421105043136	-2.454759567178826	6.025844532655976	2638743.926509564	1070.2095131613992	-2.039766346324541	4.160646747598166	1145348.402061159	1231.5654505806756	1010.9459918476564	1.162473	25.212172	0.0742233609986731	0.0391486475008915	0.0057755915	0.1995624389	-0.0306740802	0.0351676064	0.196735337	-0.0092127758	-0.1937567023	-0.1003618621	0.0614575288	-0.0228337698	-0.0214763841	0.2240697357	-0.1203452648	-0.0328887084	-0.0994961076	0.0336257186	0.0521943459	-0.1650973869	-0.210770792	-0.1510365452	0.0141089379	-0.0568942428	0.0126551233	-0.0517354759	-0.1776912548	0.0011621795	-0.1129492572	0.1510746167	0.0448001248	-0.073783045	0.1120788176	0.1109507235	0.0978702263	0.0587573885	0.0582390679	-0.0214408067	0.0210887506	0.0993267613	-0.0689119712	0.1108687217	0.0655585351	-0.125261077	-0.1423174972	-0.1399565854	-0.0403064538	-0.0625769422	0.0517207243	0.1584232799	-0.0353582554	-0.1493167821	-0.1214814064	-0.0140107193	-0.0512219377	-0.0989422718	-0.0722297133	-0.00081132	0.0305982656	-0.1717259058	-0.177540776	-0.0093146474	-0.0133172676	0.1707564888	-0.0583990833	0.1589809019	-0.1484283514	0.185821724	-0.0611133345	0.1812479518	0.0563435695	0.1703662367	0.0659429431	-0.0971548052	0.0013407312	0.1546638045	0.0226079737	0.0396888253	0.001725273	0.0005537692	0.1008341872	-0.1503003622	-0.0207788274	-0.0223278939	0.1527386503	0.1507811905	-0.0268104494248575	-0.0082170031199239	0.0007188001983628	6.751914027284072e-05	-0.0671097728614711	-0.0056605684389268	3.2042035051774216e-05	0.0045037216135182	0.1306176398952345	0.0295382824123607	0.0008725101278723	0.0170609678518011	-0.0007970245303621	-2.6002871385299972e-05	6.35248101998926e-07	6.761493202804521e-10	6.921981205376682e-05	-0.0001176911263005	4.791382380758802e-09	1.3851201209888057e-08	0.0007030281200115	0.0004724561428634	2.232148069293615e-07	4.942485375269041e-07	0.0	0.0
1113.94289371254	5.00693330620561	25.069381132791044	1240868.770452667	1625.4271584577102	1.0060534145741258	1.0121434729762575	2642013.4474519063	1078.9711209383877	8.761607776988512	76.76577083778558	1164178.679819041	1233.9898082412744	1004.6392142953072	1.106922	24.007345	0.1184738733122337	0.0644023953497795	-0.0434365693	0.226900405	-0.1504203907	-0.143192894	-0.1089822843	-0.1231136274	-0.1199821563	-0.046670211	0.1849309218	-0.0475144277	0.0984421919	0.1474711368	0.0141270868	0.0883105979	-0.1114134097	-0.1631665118	-0.029711557	-0.0581750039	0.0674417662	-0.1136860241	0.0896390763	-0.035727783	-0.0233895962	0.1899699607	-0.0436147635	-0.0900823234	0.2860186193	0.0039500752	-0.0830219245	-0.0696809585	0.1306666667	-0.089807715	-0.0950802916	-0.0216720124	-0.2040891265	-0.024715468	-0.0111363821	0.0059392662	0.0769906608	0.1315655572	0.0673094532	-0.1909036468	0.0754855165	-0.148137512	-0.0856048539	0.0874254608	0.1562781006	0.0333847025	0.1425741466	-0.1282724352	-0.1050965048	0.0482339706	0.0725560704	0.0431907509	0.0734403413	-0.0623045409	0.0198894087	0.1258060966	-0.1680633312	0.0275486242	0.0260872334	0.1400126321	0.0108941014	0.0985005932	-0.0471167775	-0.0462067221	-0.1574204433	-0.0019358867	0.0919759868	0.0681037345	-0.2012064138	-0.0259312682	0.0105272622	0.126348258	0.0920144376	0.1396480185	0.0658695007	0.0987443426	0.044760816	0.0939480561	-0.0097404671	-0.0544460011	0.1521113526	0.148287834	-0.0188948037087897	0.0079156457160678	0.0003570136071936	6.265744710230253e-05	-0.0608143029087244	0.0062954699527466	3.963294192593652e-05	0.003698379438274	0.0782249991352586	-0.0523926407599759	0.0027449888058038	0.0061191504897112	-0.0004999773797551	0.000297047150607	2.4997738026677545e-07	8.823700968373774e-08	-0.0001980573576791	-0.0002672771697328	3.922671693082695e-08	7.14370854604117e-08	0.0002299501026825	-0.000473078017329	2.238028104799377e-07	5.2877049723692294e-08	0.0	0.0
1115.878528295351	1.9356345828111896	3.746681238174649	1245184.8899105988	1623.3798292843417	-2.047329173368553	4.191556744125962	2635362.070127258	1079.1962718616833	0.2251509232955868	0.0506929382608552	1164664.5932001562	1236.8919141621295	1026.1380521232122	1.304115	28.284151	0.2742620223397585	0.1672427869856007	-0.0473921528	-0.099714808	0.0938974635	0.0099232658	0.00046596	-0.1667884007	-0.144452421	0.0784865354	0.0551839026	0.1154236476	-0.0908859757	-0.1529343057	0.0751891348	0.1889038696	-0.0645016403	-0.1181380089	0.0949592161	0.3413445348	0.0429587296	0.0289243479	0.0871614224	-0.105091094	-0.1120910101	0.0332043584	0.1361609566	0.135816143	0.0212864557	-0.0641811016	-0.1110657865	0.0171737978	0.1168025312	-0.0230670407	0.0238240909	-0.1885493225	-0.1338003644	0.0163733299	-0.0530479535	-0.2358888514	0.0797610681	0.011499711	-0.0671055254	0.0351333833	0.0744847886	0.1574051645	-0.1529979483	0.0541558722	-0.1341065201	-0.2522785369	0.1155759024	0.0021896986	-0.020499939	-0.1007259139	-0.1462600578	0.1390189778	-0.0687559963	0.1643391365	-0.0984896929	0.0590498643	0.0143203748	0.0860380649	0.061185279	0.0487104365	-0.0913686934	-0.1103334562	-0.0356512275	-0.1488397755	-0.0900929015	-0.1291057003	0.0965640436	0.0115234075	-0.0749874543	0.0371624338	0.1113451788	-0.1006553863	0.0214773884	-0.1852698129	0.1509124699	-0.0873961194	0.0848801738	0.0918601707	-0.1758438199	-0.1009129474	0.151276289	0.1449845808	-0.0152456130640388	0.0036491906447508	0.0002324287176983	1.331659236173748e-05	-0.0309618936063884	0.029852409302336	0.0008911663411541	0.0009586388556933	-0.049143786571463	-0.1273687857067216	0.0162228075724047	0.0024151117585815	0.0009286828748697	0.0014286602546248	8.624518820762509e-07	2.0410701231445982e-06	-0.0008262958262901	-0.000628238468611	6.827647925444391e-07	3.946835734426944e-07	0.0004408841131657	0.0002109340104832	4.4493156778526746e-08	1.9437880124190577e-07	0.0	0.0
1113.7399985483285	-2.1385297470226305	4.5733094789006765	1240416.7843664307	1634.932216052703	11.55238676836143	133.45764004581224	2673003.3510870025	1075.3521903298115	-3.84408153187178	14.776962823677689	1156382.333247123	1235.2766471657246	1016.3155107595682	1.260578	27.339895	0.1350395257474299	0.0649587196677774	0.1689199509	0.0614002547	-0.1469495361	0.0471385209	-0.0675995177	0.0454874292	0.071764288	0.2508869203	-0.1780681824	0.0991422806	0.0232304277	0.0749900368	0.2075349957	-0.0591511492	0.0253941664	-0.010452202	-0.0310479763	-0.0344902776	-0.0734289907	-0.0295190146	0.1063029116	0.1636256826	-0.0670817771	-0.1084125461	-0.1640335826	-0.201970138	-0.0951367775	-0.1493843487	-0.1711649153	0.1840309339	0.0545858746	-0.0323052745	-0.1067182425	0.0046247121	-0.1394869932	0.0638580505	-0.0043230575	0.0621807075	0.1127273221	-0.0436985745	0.1170206303	0.0157917081	-0.2096742025	0.0477989355	0.1472964052	-0.0752809534	-0.0832450141	-0.0543021174	0.0545175067	-0.0982841294	-0.0538279396	0.1937931879	0.0869190841	0.3317004469	-0.0485130786	0.0451329316	-0.0098400898	0.1040075876	-0.0215387345	0.0421200735	-0.0719710012	0.0446741485	0.1013037671	0.1125432536	-0.0793030993	-0.0681238179	0.0274801381	-0.0347051518	0.0493130038	-0.079826752	-0.0085726934	0.0210425009	-0.1238482178	-0.1106713408	-0.0061428264	0.0046626792	-0.1804494653	-0.0116923612	-0.0010381944	0.0061400612	-0.344737913	0.2511355154	0.1502346003	0.1408894722	-0.0118210103375702	0.0034246027264685	0.0001397362854009	1.1727903834136164e-05	0.0095832376320572	0.0405451312384455	0.0016439076671427	9.183844351247728e-05	-0.0138582197952672	0.0352855667761957	0.0012450712227173	0.0001920502558939	0.001170035481279	0.0002413526064092	1.3689830274517812e-06	5.8251080620562465e-08	-0.0001141472223977	0.0007121486038924	1.3029588381109983e-08	5.071556340258945e-07	0.0006030674029904	0.0001621832898247	2.6303419498362653e-08	3.636902925495856e-07	0.0	0.0
1111.52144278257	-2.2185557657585377	4.921989685780452	1235479.9177654458	1636.1922966452205	1.2600805925173972	1.587803099638995	2677125.2316011614	1072.55627191717	-2.795918412641413	7.817159770147279	1150376.9564288585	1234.0161823931662	1027.2330510348145	1.208935	26.219856	0.1488464988857665	0.0791308813963942	0.0007037467	-0.1512281897	0.0108193472	0.0661496854	0.1166200968	0.0199312263	-0.1374922478	-0.0370236488	-0.0116759963	0.1801655624	-0.1252659288	-0.0363769644	-0.1673091968	0.0023508453	0.0759341484	0.0937562929	-0.2152187425	-0.0850015525	-0.2200175627	-0.0832626623	-0.1808839894	-0.0982291642	0.1121008677	-0.0466083746	-0.1425790372	0.1257447273	-0.0146561122	0.0020771332	0.0433012386	-0.1889387504	-0.1261326513	0.1003507823	0.0618669516	-0.0473724378	0.0546194035	0.0442305324	0.138227875	0.1455577317	0.1657836449	0.0709182833	-0.1354322436	0.1591309299	-0.1280967163	-0.0800690337	-0.1376668678	-0.0337439159	0.1183321923	0.0473119903	-0.0289423293	0.0345297032	0.0534298454	0.0557813298	0.1028567477	-0.152692127	-0.1637009161	-0.0587948176	0.0882567755	0.0569566105	-0.0523090271	0.0522354275	0.0105088973	0.0101452035	-0.0932674601	-0.1057382017	-0.0673515281	0.1114356071	0.0616219441	4.23951e-05	-0.0566280741	0.0088581646	-0.0019189028	0.1014344354	-0.0795696874	-0.0293482286	-0.0570302062	0.036027476	-0.0810360847	0.0020703795	0.1120279458	-0.063777414	0.0205315574	-0.1520961503	0.1489877092	0.136024874	-0.021114703142345	-0.0092936928047747	0.0004458306887893	8.637272594952286e-05	-0.0308881007025547	-0.0404713383346119	0.0016379292265946	0.0009540747650111	0.0434457745221976	0.0573039943174648	0.003283747764736	0.0018875353238336	0.0007411438994484	-0.0004288915818306	5.4929427968958e-07	1.839479889651543e-07	-0.0003892279831434	-0.0002750807607456	1.5149842286187886e-07	7.566942493243305e-08	0.0007346445289924	0.0001315771260019	1.7312540086946178e-08	5.397025839784653e-07	0.0	0.0
1114.5716527173126	3.0502099347427247	9.303780646003217	1242269.9690410018	1629.6395841384317	-6.552712506788794	42.93804119662628	2655725.1741908807	1076.7605496493252	4.204277732155106	17.675951249095277	1159413.281281117	1233.35506578255	1012.8096672713392	1.014363	21.999905	0.059327111836503	0.0279672144852312	0.052694381	-0.0767777387	-0.0279355607	-0.1250881577	-0.0449378845	-0.1030327993	-0.0994923224	-0.0877698956	0.1225550146	-0.074228085	0.1149594514	-0.0877488036	-0.0607732405	0.0001728118	-0.0543966677	-0.1016454585	-0.1796982847	0.0266986689	-0.1535566843	-0.0809563791	0.0481438763	0.0734110999	-0.1108930853	0.0070253265	0.1343510992	0.1525307977	-0.0855587469	-0.0828403339	0.1006114623	-0.013334253	-0.1555471823	-0.1135847097	0.087262432	0.0669495593	0.0240488598	0.0840974374	0.1633506431	0.0179434908	-0.096106079	0.0401316653	0.0747456097	0.0393140737	0.1366492719	0.0284693847	-0.0344469683	0.0545642558	0.1623414923	-0.1114149309	0.0406888929	0.1026348917	-0.2305199644	0.0157761606	-0.0304622476	-0.0842764279	0.0878055304	-0.078317419	0.066870468	-0.0793011244	-0.0509714244	0.0402338488	-0.0216108692	-0.0292986398	-0.0187857773	-0.1077441974	-0.0363675265	-0.01777954	-0.0902625593	-0.0884776979	-0.0237023442	0.0631088468	-0.1101729962	0.132539859	0.1448018111	0.0574752235	-0.0650413682	0.0154348865	-0.0395305174	0.0007344542	0.1026504673	-0.0177450561	-0.0657075501	-0.0054821148	0.1475373187	0.1304173552	-0.0140600921521496	0.0070546109901953	0.0001976861913269	4.9767536222985705e-05	-0.0281656089220803	0.0027224917804744	7.4119614947506734e-06	0.0007933015259515	0.0369986620701894	-0.0064471124520082	4.156525896883918e-05	0.001368900994984	0.0003140319819657	-0.0004271119174827	9.861608569730573e-08	1.8242459005574879e-07	-0.000109909109601	0.0002793188735424	1.2080012373284627e-08	7.801903311699524e-08	0.000579017387741	-0.0001556271412514	2.4219807094083204e-08	3.352611353064116e-07	0.0	0.0
1116.144253890213	1.5726011729002494	2.47307444900724	1245777.99549214	1633.485363965366	3.845779826934404	14.790022477255611	2668274.4342890647	1078.5467129794033	1.786163330078125	3.190379441715777	1163263.0120786754	1237.9918562077494	1037.0823112440987	1.060809	23.007236	0.0816824066905849	0.0467028821069795	0.1614213616	0.0184811428	0.019340775	0.0512132612	0.0444625032	0.0879344472	0.0890028214	0.0666559056	-0.146871536	-0.079210033	0.0818297444	0.1095205223	0.1613753386	-0.1346348733	0.0336875482	-0.0326221601	0.0368130793	0.1609033149	-0.0068087625	-0.030725685	0.1180323064	0.1254582054	0.0651963393	0.0019544056	0.1061644959	-0.0953396635	-0.0424232797	-0.070606291	0.1001939035	-0.1236755227	-0.1183036807	-0.1294277001	-0.0768803364	-0.0332807758	0.0168888002	-0.1108849975	0.1656898341	-0.0399864278	-0.1010429867	-0.1209568505	0.1347973821	-0.0444168354	-0.0533061273	0.0006415259	0.0094836967	0.0853333716	-0.1947401359	-0.0113913144	-0.034517949	0.1530612999	-0.0803333624	-0.05331509	-0.0983682749	0.0395754421	0.0578628344	0.0251279898	-0.1459741994	0.0291810939	-0.0174482998	0.0185816411	-0.1189469977	-0.0159745661	0.0993220411	0.0320033732	-0.0727811885	-0.1076829075	-0.0316949013	-0.1115029936	-0.0184508288	-0.0606159971	-0.030766342	0.0575172354	-0.0281181625	0.025199135	-0.0053383823	-0.0179807402	0.0795758627	-0.0119322781	-0.018870853	0.0921723749	0.0781635419	-0.0161001205	0.1458854101	0.124097542	-0.0128188609518673	0.0012412312002823	0.0001643231961033	1.5406548925542393e-06	-0.0324938463064512	-0.0043282373843708	1.8733638855465835e-05	0.0010558500477872	0.0028073134373727	-0.0341913486328167	0.0011690483213308	7.881008735653325e-06	0.0006669144517526	0.0003528824697869	4.44774885956471e-07	1.2452603748290237e-07	0.0002407378246955	0.0003506469342965	5.7954700239121294e-08	1.22953272531534e-07	0.0007139197731199	0.0001349023853788	1.8198653580917233e-08	5.096814424515694e-07	0.0	0.0
1114.7528878605535	-1.3913660296593662	1.935899428490068	1242674.000993444	1642.079863359584	8.594499394217792	73.86541983720998	2696426.2776510296	1076.1215745405718	-2.425138438831482	5.881296447497997	1158037.6431916794	1241.7035159248558	1016.4780576897058	1.370722	29.728752	0.2132231320567443	0.1288037735014973	-0.1010727554	0.061305973	-0.2243922323	-0.0323392873	0.2101093622	-0.0156377414	0.0764934067	0.0889932935	0.0173354932	0.1157177869	-0.0069608122	0.0169429211	0.1687206995	0.1556889927	0.2964213501	0.051286112	-0.1558606112	-0.0525215566	0.1678316163	0.0244414032	0.1853767676	-0.1820934154	-0.0357096649	-0.2447457789	-0.0295718212	0.0161116955	-0.0126848573	-0.0194573046	-0.1717563963	0.0708726235	-0.0330421258	-0.0410377216	0.1203589072	-0.1286789999	0.3521749365	-0.1121454187	-0.0616952719	0.2439214645	0.1051181368	-0.0104802016	-0.0845918237	-0.1048493668	-0.0563804352	0.221911532	-0.0822413054	-0.0280485365	0.0919384137	0.0127018217	-0.417883296	-0.1160384062	-0.0073558867	0.1342932335	0.0321996494	-0.0319151549	0.0672179681	0.1264738128	0.0359897487	0.2678418434	0.041562043	0.3497953797	0.0919841978	-0.0089971031	-0.1108824372	0.1475003279	0.2937237619	-0.1062271112	0.022160522	0.2426418355	-0.0528792158	0.0429989694	0.0342001607	-0.0179238438	0.087039808	-0.1977017103	-0.0139972541	-0.1009071547	-0.2257957296	-0.1706166254	-0.3426229139	-0.1261711231	0.1357381762	-0.0839866924	0.1440342395	0.1170999511	-0.0109741878349041	0.0018446731169631	0.0001204327986357	3.402818908446725e-06	0.0521343030723215	0.0846281493787727	0.0071619236672758	0.0027179855568366	-0.0947899788974808	-0.0975972923348535	0.0095252314710948	0.0089851400993848	0.0004363410753545	-0.000230573376398	1.9039353404152146e-07	5.316408190361987e-08	0.0003232144947806	8.247667008510001e-05	1.0446760963627853e-07	6.8024011083264314e-09	0.0009839300711598	0.0002700102980399	7.290556104759572e-08	9.681183849325294e-07	0.0	0.0
