global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1064.432228594394	n/a	n/a	1133015.9692704282	1569.9054194400185	n/a	n/a	2464603.0259871404	1029.662333984375	n/a	n/a	1060204.5220261505	1181.1273735301104	957.6955717260188	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0032676093020285	n/a	1.0677270550703182e-05	n/a	0.0081869981222553	n/a	n/a	6.702693825381182e-05	-4.680552105185143e-05	n/a	n/a	2.1907568009353074e-09	0.000441000093382	n/a	1.944810823629327e-07	n/a	-0.0005810001414876	n/a	3.375611644086112e-07	n/a	1.280574004307181e-07	n/a	n/a	1.639869780507328e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1063.9803412554406	-0.4518873389533837	0.2042021671063703	1132054.166578044	1578.217991718493	8.31257227847459	69.09885788486424	2490772.0293839537	1029.938637424045	0.2763034396700732	0.0763435907735137	1060773.5968588986	1180.4200406946325	944.8678262883968	1.303545	28.65905	0.117952099318558	0.0736252777605916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0136627386587946	-0.010395129356766	0.0001866704276585	0.0001080587143439	-0.0012301491681512	-0.0094171472904065	8.868266308921048e-05	1.5132669759030895e-06	0.0629852563568036	0.0630320618778554	0.0039730408245737	0.0039671425183322	0.000440999485319	-6.080629999624837e-10	1.944805460516229e-07	3.697406119233756e-19	0.0001209996392936	0.0007019997807812	1.4640912709181312e-08	4.928036922168529e-07	-2.6769625970080296e-08	-1.548270264007984e-07	2.397140810411352e-14	7.166128745779974e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1066.783394391598	2.8030531361573594	7.857106884121608	1138026.8105496597	1582.5039306640624	4.285938945569342	18.36927264514804	2504318.6905672075	1029.3338910590278	-0.6047463650172631	0.3657181660015928	1059528.2592827184	1180.4157495544143	946.5616719742452	1.141021	25.085882	0.1313612236313021	0.0629817162777335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0164926689667481	-0.0028299303079535	0.0002720081296467	8.008505547873795e-06	-0.0302679005473152	-0.029037751379164	0.0008431910051581	0.0009161458035421	0.0839136189297917	0.020928362572988	0.0004379963599864	0.0070414954418942	0.000166714929374	-0.000274284555945	2.7793867676177814e-08	7.523201762994584e-08	0.0009779634753264	0.0008569638360328	9.564125590724903e-07	7.343870162680518e-07	-0.0004400819650721	-0.0004400551954461	1.9364857503913166e-07	1.9367213598172106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.641825395816	5.858431004218119	34.32121383118412	1150560.4855884684	1581.866696006373	-0.6372346576893051	0.4060680089604058	2502302.243934119	1032.647473687066	3.313582628038148	10.9798298328362	1066360.8049122796	1184.33743586942	942.953468677426	1.194	26.250635	0.0845773440609763	0.0466469906340244	-0.0647367494	-0.0002332161	0.0467352483	-0.1510342904	0.1053912743	-0.1734141924	0.0237986126	-0.0190318142	0.0675542969	-0.1112442715	0.1957615572	-0.2182785844	0.2235416399	-0.1495744251	0.0574890317	-0.0833260391	-0.0657154926	0.0045358202	-0.094478905	-0.0240115503	0.0215101035	-0.0496189352	0.2526620254	-0.1738141171	0.1285825176	-0.1033163322	0.0041261729	-0.2715649293	0.1917376668	-0.2031290197	0.0619083214	-0.0159655838	-0.0566046152	-0.1061342793	0.1446835501	-0.040661793	0.0781738938	-0.1194645857	0.3143504314	0.1114242048	-0.232869053	0.0800846765	-0.1500396216	0.114831248	-0.1682693276	0.0497893282	-0.1299692454	0.0625650173	-0.0959273116	0.0195776194	-0.0532186955	0.0681863537	-0.1960511383	0.1292712062	-0.1792222742	0.0687999027	-0.4275515996	-0.1224470511	0.0432528977	-0.0258445643	0.2267841828	-0.1204814316	0.0522172246	-0.381232671	0.2051694036	-0.1614385683	0.0755013883	-0.224514739	0.2944000297	-0.1101152788	0.1534800603	0.0772488752	0.1561451084	0.1560591586	0.0	0.0	0.0	-0.0165425361666819	-4.986719993380073e-05	0.0002736555028259	2.486737629237656e-09	0.0052265958711359	0.0354944964184511	0.0012598592759994	2.731730440017484e-05	0.0552963414076401	-0.0286172775221515	0.0008189485727798	0.0030576853730702	-3.874649158979755e-05	-0.0002054614209637	1.5012906105182526e-09	4.2214395504462833e-08	0.0008990113499209	-7.895212540550008e-05	8.082214072865989e-07	6.233438106045812e-09	-0.0005639824771116	-0.0001239005120394	1.5351336883650282e-08	3.180762344889364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1074.4554961926558	1.813670796839688	3.289401759309108	1154454.613298606	1577.0458142732318	-4.820881733141277	23.240900684935248	2487073.500316721	1032.8969818793405	0.2495081922745612	0.0622543380121194	1066876.1751754507	1180.7838243445076	950.1227999285232	1.278208	28.102005	0.3162816427432212	0.1880453939871839	-0.0756671505	-0.0802255553	-0.0289667681	-0.1601167214	0.0485207574	-0.2320733355	-0.0989203966	0.0910332786	0.0491745534	-0.0922600103	0.0687772663	-0.0571219561	-0.0159896907	-0.0865696783	0.0305694299	-0.1711047395	0.1542957354	0.039342035	0.0574143161	0.2029808981	0.0458207518	0.0934263044	-0.1629371203	-0.1339801548	0.1105374486	-0.1583899351	0.1482522348	0.1687797488	0.0520817071	0.0020966729	-0.0035987999	0.0419158913	0.0435813599	-0.1405451457	0.0101138424	0.1020188657	-0.0432546835	-0.0842293815	0.1383446355	-0.1071201191	-0.0799885227	0.0469813425	0.280145076	-0.020916877	-0.1436425322	-0.1049760939	-0.1123934982	0.2430796097	-0.1568100082	0.0458468382	-0.0116906922	-0.0908044753	-0.2416681351	-0.140204684	0.0427678972	-0.0682014813	-0.0383501957	-0.111765721	-0.2555191895	0.0405282218	-0.0615818083	0.0020502622	-0.0617432518	-0.1665444429	-0.0079936692	-0.0082944465	-0.1560622782	0.1766970016	-0.0758510109	0.0056762813	-0.3668952199	-0.2263698261	0.155915944	0.1551433414	0.0	0.0	0.0	0.0059359292051652	0.0224784653718471	3.5235255528733166e-05	0.0005052814054733	-0.0176482693259885	-0.0228748651971244	0.0005232594577866	0.0003114614102026	-0.0143640797619397	-0.0696604211695798	0.0048525742775232	0.0002063267874073	0.0029996603560941	0.0030384068476838	8.997962251922583e-06	9.2319161720524e-06	0.0003150503643303	-0.0005839609855905	9.925673206465477e-08	3.4101043269194485e-07	-0.0009669724639305	-0.0004029899868189	1.624009294762972e-07	9.35035745999822e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1075.9751471179793	1.5196509253235035	2.3093389348365805	1157722.5172155572	1583.0273922568874	5.981577983655598	35.77927517455336	2505975.724635641	1033.2746082899305	0.3776264105899827	0.1426017059750741	1067656.4161367093	1179.4423148878427	957.4574147847072	1.160879	25.522474	0.0825983594226296	0.0615259240295256	-0.0209166634	-0.0589213683	-0.085422275	-0.0188730189	-0.115983503	-0.253278133	-0.0171664213	-0.0192966984	-0.0121183471	-0.0254676113	0.0884052756	-0.0735380165	-0.0196900112	0.0651940569	-0.0503754983	-0.1416952205	0.1419497405	0.0385037477	0.0244120558	0.1436055958	-0.177569057	0.1934248414	-0.0627267196	0.0327184115	0.0797504459	-0.2483638726	0.0137867069	-0.0221173941	-0.1244145819	0.1686076824	0.0066372252	0.025698437	-0.0992284701	-0.0779210638	0.0151086268	0.1714044232	0.031304781	-0.0788152043	0.0092080128	-0.0724743359	-0.0127398768	-0.0412779533	0.2337713858	0.138998076	-0.0481164665	-0.0269482102	-0.1404425722	-0.0780157229	-0.1146030288	0.0272944024	-0.039269501	-0.1942376484	-0.2684851771	-0.1083597489	-0.0912060508	-0.1851173451	0.0086168417	-0.1772121214	-0.0033802899	-0.0949648029	-0.0836657604	0.05209922	-0.1001831683	0.0617911479	-0.0330901315	-0.0219970575	-0.0726716918	0.0250607876	-0.0743224278	0.1689800806	-0.0448329122	-0.1103354596	0.1554579513	0.1533170814	0.0	0.0	0.0	-0.0165858575457349	-0.0225217867509001	0.0002750906705274	0.000507230878453	-0.0150687917647189	0.0025794775612696	6.653704489093365e-06	0.0002270684852484	0.0425074321675253	0.056871511929465	0.0032343688691432	0.0018068817894767	0.0029871560694051	-1.2504286688999784e-05	8.923101382983727e-06	1.5635718560069718e-10	0.0003150561570661	5.792735799988336e-09	9.926038210525909e-08	3.3555788048466506e-17	-0.0009669708797354	1.5841950999715552e-09	2.5096741147738866e-18	9.350326822562534e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.459387758146	-3.5157593598332824	12.360563876255332	1150169.1383905774	1573.8854347630552	-9.141957493832251	83.57538681903566	2477115.361759291	1031.4530577256944	-1.8215505642360768	3.3180464580687694	1063895.4102916848	1179.66305139296	948.8228907151656	1.241207	27.288504	0.2139319775157429	0.119616561973154	-0.0891190988	-0.2108734958	-0.0400001489	0.0281389076	-0.0178440236	-0.2035942082	-0.150432601	0.1719362447	-0.0822527999	-0.0970903017	-0.0179619023	-0.0942708847	-0.085452519	-0.0187950916	0.0070457963	-0.2049429063	0.1188822834	0.0926954379	0.0533453918	-0.0224654445	0.0271687933	0.1791914088	0.2060963579	0.095715165	0.0862976451	0.1337831436	-0.0944973979	-0.0157734439	0.0733368712	0.0456675187	-0.0327619013	0.0814879617	-0.0809541209	-0.1510020697	-0.1204321554	0.1617318088	0.0366925262	-0.0568975159	-0.0023100803	-0.0099565564	-0.0551000299	-0.0354431145	0.1962306642	0.067592909	-0.0092725361	-0.1697335408	-0.0223035863	-0.1157140742	-0.1840915557	-0.1034372747	-0.0070226921	-0.0849762507	-0.1573436055	-0.1851416024	0.1299104185	-0.1365248797	-0.0045901009	0.0169196378	-0.0761367998	0.0159472183	0.1025010057	0.2036960981	-0.0403050946	-0.0056766572	-0.0351064437	0.1581888235	0.0330165244	-0.126729976	0.0420363067	0.2413891868	0.0447179654	0.0405873914	0.1547718027	0.1505910958	0.0	0.0	0.0	0.0031100560051129	0.0196959135508478	9.672448354938811e-06	0.0003879290106024	0.0243584098543152	0.0394272016190341	0.0015545042275079	0.0005933321306307	-0.0689014071799007	-0.111408839347426	0.0124119294847405	0.0047474039113704	0.002483047729747	-0.000504108339658	6.165526028201732e-06	2.541252181128462e-07	0.0001099970834663	-0.0002050590735998	1.2099358371092171e-08	4.2049223665608194e-08	-0.0008081378330246	0.0001588330467107	2.5227936727435173e-08	6.530867571656963e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1075.4053477075722	2.9459599494261965	8.6786800236232	1156496.6618780445	1575.1472404078434	1.2618056447881827	1.5921534852193215	2481088.8289644443	1031.1111678059897	-0.3418899197047267	0.1168887171957044	1063190.2403742317	1176.9450178525406	943.8346871305104	1.16937	25.709143	0.2338910361566951	0.12609846581608	0.0825681973	-0.1353424734	0.0115896315	0.0614048522	0.0416691853	-0.1670007521	0.023267613	0.0342552533	0.0721702288	-0.0863505273	0.0031218899	-0.1519568943	-0.0448788659	-0.048003595	-0.0323654975	-0.1566123396	0.0760211191	0.05829845	0.1482877616	-0.2124756168	-0.0235835478	0.107632504	0.0274324917	0.0698491387	0.067140825	-0.1029104189	-0.1039732171	-0.1839470924	-0.0774627473	-0.0703355595	-0.0588937249	-0.029015308	-0.0755691255	-0.1002906078	0.0442899088	0.1324178283	0.166870815	-0.0488217846	-0.0353596966	0.0880979859	-0.0622495401	-0.0019205807	0.1030075372	-0.0436479225	0.2143546258	-0.0704194736	-0.0566625736	-0.1328795007	-0.130630539	-0.059857763	-0.0232597294	-0.1240496379	-0.1077743909	0.0079103128	-0.0914906769	-0.1215570652	0.0323521881	-0.0057924155	-0.0385620604	-0.0453632	0.0601149639	0.0073814317	-0.1011812629	0.0718182712	0.04966578	0.0671673864	-0.0645188022	-0.0331044917	-0.0188350632	-0.0500914212	0.0771032614	0.1303785627	0.1538585052	0.1469813818	0.0	0.0	0.0	0.0016573748394677	-0.0014526811656452	2.7468913585005847e-06	2.1102825690202967e-06	-0.0194519959732559	-0.0438104058275711	0.0019193516587764	0.0003783801473435	0.0241393076045781	0.0930407147844788	0.0086565746076067	0.0005827061716284	0.0014676424628315	-0.0010154052669155	2.153974398706111e-06	1.031047856079738e-06	0.0006451726419758	0.0005351755585095	4.1624773795403373e-07	2.864128784259553e-07	-0.0004469739708696	0.000361163862155	1.3043933532671585e-07	1.9978573063493805e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1078.581200839153	3.17585313158088	10.08604311337208	1163337.4068036296	1585.5152883429275	10.368047935084178	107.49641798420328	2513858.7295691567	1032.7002053493925	1.58903754340281	2.525040314343637	1066469.7141286775	1179.5701611735674	956.598490651974	1.130576	24.856236	0.2125645735748245	0.1423709143205551	0.1596882774	-0.1132595444	-0.0823135159	-0.1067198139	-0.0363711201	0.0088282179	-0.0190077391	-0.0333097466	0.1745950186	-0.0407097874	0.0622126047	-0.097272159	-0.0091748159	0.0538758471	-0.03229514	-0.175021122	0.0179351008	0.1537850775	0.0182259805	0.0524629793	-0.1141590571	0.072526364	0.1134962747	0.2054439574	0.0002948838	-0.0778091504	0.1145043994	0.1233843588	-0.175996194	-0.1619547621	0.115311837	-0.1756626567	0.0729017928	-0.1201280976	0.1728248506	0.1823785761	0.1428375273	-0.1024448713	-0.0795207467	-0.0052092059	0.0472381763	0.0099889211	-0.0390996629	0.0611698897	-0.0241354329	-0.1532967696	0.0168199056	-0.0637216428	-0.1662212342	0.0100052623	-0.1459797431	-0.149417822	-0.0312608869	0.1689274818	-0.2124407584	-0.0387983069	0.0192152761	-0.0387168834	0.0867125049	0.0571447709	-0.1759604829	0.0320919	0.109377537	0.0513083381	-0.1186693587	0.0586487421	0.0228608537	-0.0114664675	-0.3509536341	-0.1279197311	-0.0583511887	0.2482014031	0.152719399	0.1425091225	0.0	0.0	0.0	0.0022999743367648	0.000642599497297	5.2898819497766805e-06	4.129341139264853e-07	0.0037820388581906	0.0232340348314465	0.0005398203745488	1.4303817924863656e-05	-0.1166425604680228	-0.1407818680726009	0.0198195343780112	0.0136054869125363	0.0005951240424555	-0.000872518420376	3.541726259085758e-07	7.612883938954303e-07	0.0005758723091588	-6.930033281699998e-05	3.316289164558885e-07	4.802536128546965e-09	-0.000430671300593	1.6302670276600005e-05	2.6577705814753726e-10	1.8547776915446617e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.049907333127	-6.531293506026032	42.65779486185781	1149291.0038129664	1560.9774470279092	-24.53784131501834	602.105656401021	2436650.590129769	1030.333403049045	-2.3668023003474445	5.601753128929955	1061586.921438626	1181.981645156545	956.7751485335924	1.659458	36.483948	0.1002223373174672	0.0565530147187227	0.1284466318	-0.2498600646	0.1733527839	0.140986646	0.0520124423	-0.013427698	0.0090176347	0.3704560424	-0.0739680349	-0.0995710248	-0.2960893905	0.0535058127	-0.0477916005	0.0530713935	0.0896015604	-0.1502240056	0.1859502477	-0.1800369282	0.2224366185	-0.0106956526	0.1205164127	-0.2701078731	0.0866781523	0.0398473042	-0.1806900199	0.1992877296	-0.0165729485	-0.152923865	0.0625332335	0.008672263	0.234581733	-0.1332943856	0.217538643	-0.2088692815	-0.3178784823	-0.0297457201	0.0799901864	0.1683077586	-0.1807335068	0.0618051411	0.1020933902	-0.1241811765	-0.2842528502	-0.1725293237	-0.0571226998	-0.3053717783	-0.1170459034	-0.0374647276	-0.1751861622	-0.3130283464	0.043841978	-0.0734831601	0.0830424767	-0.0691764976	0.1825660248	0.1955223128	-0.0511761977	0.2184872252	0.0564315115	-0.1360720917	0.3264858221	0.0472361401	0.4385941959	0.1039387799	-0.0939381494	0.2800029359	0.0210901523	0.1648679876	0.1136183121	0.0495530999	-0.0372841565	0.0760872058	0.1513561561	0.1372005631	0.0	0.0	0.0	0.0066058485882933	0.0043058742515285	4.363723557145658e-05	1.854055306997612e-05	0.0134870416308814	0.0097050027726908	9.41870788179361e-05	0.0001819002919531	-0.1109423608116699	0.0057001996563528	3.2492276122285626e-05	0.0123082074224667	-0.0003596554850576	-0.0009547795275131	1.2935206793201757e-07	9.116039461581384e-07	0.0008611440789836	0.0002852717698248	7.415691247685128e-07	8.137998265897373e-08	-0.000800845215993	-0.0003701739153999	1.3702872764256633e-07	6.413530599788748e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
