global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
819.1421954255934	n/a	670993.936326661	n/a	1315.174092691733	n/a	1729682.894087523	n/a	824.7301724687893	n/a	680179.8573803989	n/a	964.766748824354	900.0262055787327	n/a	n/a	n/a	n/a	-0.1770878976	-0.104172888	0.1647762722	-0.0215436008	-0.1608843587	-0.1321773017	0.0974400325	-0.0013594807	0.0045819802	-0.1404491262	0.012064084	-0.135658687	-0.023541924	0.0006467291	-0.1354692051	0.0132694022	-0.0034813088	0.0357248748	-0.2195823969	0.1091638174	-0.0695530607	0.156840793	-0.0313151294	0.0089928626	-0.0190524126	0.0310513471	-0.1143005135	0.107192652	-0.0788648696	0.1027609576	-0.10919854	0.0232293684	-0.0239704175	-0.0179334495	0.117821613	0.1522415248	-0.0611117052	0.1825256459	0.0762208287	-0.1887920446	-0.139066189	-0.078618362	0.0235956195	-0.0787486423	0.1599792732	-0.0070924505	0.0064629169	-0.0060167138	0.0041932082	-0.088448502	0.0613687748	-0.1345922565	0.1086574829	-0.0912627604	0.0735734331	-0.1578870262	0.2419022803	-0.257361997	0.1427858822	-0.0549344117	-0.0115529512	0.0742310839	-0.3430087703	-0.1251055554	0.1557550297	-0.126210987	0.1285289272	-0.0865813163	0.0646918745	-0.0240878759	0.0322141328	-0.0730422959	-0.1064638825	0.0997094726	-0.0870489329	0.2253779718	-0.1714209253	0.0791042135	-0.0426077862	0.1733648596	-0.1391595388	0.0022643583	-0.075345271	0.0628855965	0.0164188609	-0.1085294615	0.0081228894	0.153366806	0.1532882396	0.0270466796859523	n/a	0.0007315228820345	n/a	0.0404186302922653	n/a	0.0016336656747028	n/a	0.0086986088525833	n/a	n/a	7.566579597024054e-05	0.0009632554825357	n/a	9.278611246350842e-07	n/a	0.0007163294454908	n/a	n/a	5.13127874477157e-07	0.0006831547568266	n/a	4.66700421774811e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.2803204723418	1.1381250467484278	672859.8041542078	1.295328622036111	1319.9472948051543	4.773202113421348	1742260.861063445	22.783458415570024	826.3792048315307	1.6490323627414227	682902.590177993	2.71930773336856	965.3306029538812	886.8672239101654	1.505824	29.477451	0.0967388886355133	0.0571651903057491	0.1182369343	-0.0035865694	-0.1507394584	-0.080332145	-0.0170590088	0.1851004437	0.0412825256	0.0476628622	0.1321045037	-0.1507754565	-0.0965242811	-0.042586161	-0.1124008869	-0.1211369822	0.0957488838	-0.0200755464	0.0004582474	-0.1249356384	-0.1677089482	0.1054324391	-0.0863699426	0.0495509686	-0.0968267571	-0.1225070514	-0.0867470094	-0.0274184268	0.0889452976	0.0816510076	0.1668838	0.0666916347	-0.1384673036	-0.0968450215	-0.0637209614	0.129833808	0.0021566117	-0.1236614109	0.0745488967	0.1064179667	0.0090247559	0.1096779381	0.1373463909	-0.0591261733	-0.0468883411	0.0254259277	0.1792905844	0.1386012419	-0.0950716127	0.1716453017	0.0950841156	-0.0711438848	-0.0984680134	-0.0583568024	0.0586918996	0.0292563363	0.0203498349	-0.084055446	0.1027459363	0.0167530277	-0.0660076237	-0.0833119931	0.0416563405	0.0283201817	-0.0471028296	-0.0421337395	-0.1191873143	-0.0660840194	0.2660674433	-0.0458036249	0.0412102716	-0.0657558184	-0.2106159583	0.0324692443	0.0641669255	-0.0410385305	-0.0893364469	0.061222047	-0.1956287038	0.034216497	0.0339920856	0.0700895566	0.1178199604	0.0112603178	-0.0059624312	0.0485926088	0.2358248498	0.0970752639	0.0821649468	0.1531573254	0.1524510324	0.0309520085029788	0.0039053288170265	0.0009580268303684	1.5251593169097616e-05	0.019100973599194	-0.0213176566930713	0.0003648471924371	0.0004544424868836	0.0559627979677088	0.0472641891151255	0.0022339035727103	0.0031318347563745	0.0006446960131319	-0.0003185594694037	4.15632949348167e-07	1.0148013554683057e-07	0.0008467320457705	0.0001304026002797	1.7004838159707222e-08	7.169551573346961e-07	0.0007192269673489	3.6072210522299954e-05	5.172874305618957e-07	1.3012043719651272e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.8577482903299	0.5774278179881094	673807.4429282707	0.3334228849865092	1321.6149313877304	1.6676365825760513	1746666.0268669953	2.781011771545931	826.5208330777423	0.1416282462115532	683136.6875115251	0.0200585601249603	966.0576550819452	893.3968599597755	1.347925	26.386482	0.1022653346957186	0.0534325007995372	-0.1370816758	0.0541808315	-0.0658300009	-0.1728066298	0.0481154965	-0.0468118147	-0.0083809596	-0.209634347	0.004378376	-0.0951749014	-0.1673003435	-0.0682749775	0.1192864975	0.0861697504	-0.0702484757	-0.0009429552	-0.1521268468	-0.0117350633	-0.1930558932	0.1684112565	0.0153051505	-0.0624094477	0.0455110128	0.0486868621	0.1534732927	-0.0096368872	0.3486275029	0.015340521	-0.0321342341	0.0070474622	0.2771309896	-0.0834808949	0.0919999128	-0.04337703	-0.1700964339	0.0549988874	0.0712428873	-0.0154624	-0.0494414847	-0.1068974186	-0.0368676407	0.0188015298	0.0472584921	0.0315759676	0.2722477748	-0.1214448884	0.1411736841	-0.0210211639	0.1098375249	-0.1294014526	-0.0682149711	0.1755465145	0.050412907	0.2877947921	0.1969530778	-0.0185235946	0.0500900163	-0.0433842308	0.165976347	0.1367623962	0.0169984709	-0.0714057287	0.1308566475	-0.1780205021	0.1529403121	-0.0110289876	0.2500094587	0.0049628954	0.1666059055	0.093109597	0.1175612877	-0.4957338648	0.1912352789	-0.094416458	0.0336693681	-0.135785202	0.0834129331	0.3062686819	-0.129529265	0.0281479333	0.1826089674	0.0798435368	-0.0083521754	0.1515142808	-0.0339371667	-0.1122912653	-0.1554992095	0.1527386503	0.1507811905	0.0186072641279082	-0.0123447443750706	0.0003462302783257	0.0001523927136858	0.0634696473974827	0.0443686737982887	0.0040283961407607	0.0019685792146189	0.0369252204632744	-0.0190375775044343	0.0003624293572373	0.0013634719062614	0.0009751247516111	0.0003304287384792	9.508682812046096e-07	1.0918315121295557e-07	0.0010463534989026	0.0001996214531321	3.984872455057122e-08	1.0948556446657136e-06	0.0007189903786017	-2.3658874720000177e-07	5.169471645218159e-07	5.5974235301666356e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.1441472578108	-0.7136010325191364	672636.4222812416	0.5092264336123776	1318.0489713509244	-3.5659600368060183	1737253.0908792298	12.71607098409758	826.8931648599442	0.372331782201968	683752.306092095	0.1386309560376937	965.3036901537132	886.7917814695962	1.298308	25.415197	0.0970340285608105	0.0575200541536798	0.0041131033	0.1318066955	0.0171286545	-0.0304376674	0.0983484295	-0.03262917	0.0604302072	-0.0901529124	0.0874735688	0.0392517222	-0.3430358715	0.0607150409	-0.0298260483	0.1272292089	0.1715224858	0.2498489564	-0.092850894	-0.0819627681	-0.1044831721	0.1376689263	-0.1084425857	-0.1562035606	0.0009200936	0.0385644988	-0.1294226349	-0.0370906916	-0.0591298578	-0.1897529873	0.0764695966	-0.1403325125	0.0582508644	-0.0604085936	-0.1025612648	-0.0974921588	0.0734944789	-0.0049623119	0.0279551917	0.1288387937	-0.241229801	0.0064242994	0.0969318945	0.0898257235	0.0603901818	-0.0738285503	0.2469359549	-0.1207070569	0.0246960373	0.0713846902	0.0359667354	0.0146161314	0.148152935	-0.0415479131	0.1299330856	0.1128336755	-0.1372262753	0.0538763129	0.0996269298	0.0972479071	-0.2903368866	-0.0468302929	-0.0501745469	0.1535218065	0.0701759613	-0.0818113983	-0.0625973772	0.1364997401	0.1536483965	-0.012283611	0.0600553345	-0.0482300271	-0.0666654762	0.1032971149	-0.0929368065	0.2037225516	0.013122015	0.1053867608	0.0132876544	0.1415709866	-0.1298248069	0.0399674854	-0.0117793618	0.0898789039	0.0218023696	0.0799064455	0.0893719796	0.0242881232	-0.046879559	0.1521113526	0.148287834	0.0168770699923612	-0.0017301941355469	0.000284835491527	2.993571746681224e-06	0.0262376576145442	-0.0372319897829385	0.000688414677098	0.0013862210631968	0.0802111783994945	0.0432859579362201	0.0018736741544562	0.0064338331402355	0.0010807234797525	0.0001055987281413	1.167963239688352e-06	1.1151091385081276e-08	0.0010462906573185	-6.284158410004363e-08	3.949064692202855e-15	1.094724139591979e-06	0.0005289342142051	-0.0001900561643966	2.7977140295676657e-07	3.612134562514746e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.6407559327629	3.496608674952085	678384.0948334931	12.22627222575018	1318.6234848204838	0.5745134695594061	1738767.8947201166	0.3300657267051866	827.106203932259	0.2130390723147002	684104.6725832316	0.045385646332708	966.3606151707074	890.0168511909947	1.359723	26.617441	0.0816409240552203	0.0413016330237018	-0.1117942764	0.0150310839	-0.1223476369	0.1382471546	-0.0443068164	0.0574517392	-0.1969709252	-0.117186168	-0.1126579155	-0.1189142987	0.0021947834	-0.1711841232	0.0762135766	-0.2167988729	0.0569570527	0.1191480877	-0.0966985752	0.0863866982	0.069737866	0.0216844824	-0.1505833226	0.091597319	-0.023973654	0.0772269071	-0.0070046436	-0.0209355538	0.0950973453	-0.2267739421	0.096660962	-0.0997799128	-0.1098528063	0.0297688188	0.0057884849	-0.1770927121	-0.0915423866	0.0948091151	-0.0721104691	0.0162670656	-0.180966644	-0.0835731528	-0.0649114429	-0.0130244248	0.0116906242	0.243449211	0.0354325348	-0.1694675403	-0.0703336353	0.0948660219	0.0574515913	0.0458273693	-0.043356706	0.1250460161	-0.0403006484	-0.0775719379	0.1169966743	-0.0370116335	0.2678438863	0.2119325246	-0.013916769	-0.0434536199	-0.110994801	0.0184095792	0.0112061417	-0.0939880916	0.1127463631	0.0579173054	0.1098704536	0.109060887	0.0437812406	-0.0454191318	-0.2019669872	0.0084063961	-0.021052812	-0.1739558531	-0.0766391869	-0.0501050323	-0.1456590217	-0.1615374279	0.1063029635	-0.013097936	-0.1038899425	-0.1319792162	0.0748698086	-0.0641044348	-0.1096367838	-0.1574310241	-0.0460640052	0.151276289	0.1449845808	0.0141206445473756	-0.0027564254449856	0.0001993926024333	7.597881233764074e-06	0.0328987083102561	0.0066610506957118	0.0010823250084833	4.436959637084393e-05	0.0560908681139267	-0.0241203102855677	0.000581789368272	0.0031461854857739	0.0007308838539285	-0.0003498396258239	5.341912079333768e-07	1.223877637966763e-07	0.0004781770708255	-0.000568113586493	3.227530471579395e-07	2.2865331106325525e-07	0.000484824673943	-4.410954026209994e-05	2.3505496446393626e-07	1.9456515421338162e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.832789261299	-1.8079666714638731	675409.1335050067	3.268743485124157	1322.438527384602	3.81504256411813	1748843.6587111545	14.554549766033036	827.7491756420039	0.6429717097449839	685168.6977760171	0.4134126195323878	967.9086864169168	890.8417846842593	1.324169	25.921452	0.0819106230776484	0.0384649019989849	-0.0057244312	0.1171544727	0.18721595	-0.0255752792	0.1136057729	-0.048655523	0.1949734005	0.0798210954	-0.2580850728	-0.0102521119	0.0174507264	-0.0583312601	0.1172703334	0.1199464071	0.4002216889	0.0128119669	-0.0697455233	-0.0526885275	0.1328903175	0.0305563576	-0.1871693685	0.0107127669	-0.0417598459	0.1752677859	0.024239777	-0.1730315618	0.1055180171	-0.1486278876	0.1455673657	-0.01229424	-0.0209779689	0.0646763069	0.0836775762	0.1604208182	0.0699333122	-0.206309863	0.0673621095	-0.0024584552	-0.1254816608	-0.0035435375	0.0345369307	0.101891789	0.0616854488	-0.1219241566	-0.0947435099	-0.2112459327	0.0324880995	0.2447530473	0.2446899928	-0.1137976289	-0.0502782697	0.0334523412	-0.1001017191	-0.0723396901	-0.2393731012	-0.0306918034	-0.0738395904	0.1029231917	-0.0378755739	0.1001196666	-0.0703406989	-0.1044957533	0.0126577841	-0.1297183046	-0.0421167282	0.1430521498	0.061826812	0.1310678341	0.0247082468	-0.0382984089	0.1455553692	0.0871360978	-0.1164083611	-0.0859959445	-0.052037769	0.2878865002	-0.065495659	0.0446830403	0.2122479851	-0.0326184648	0.02020677	-0.0144792837	0.2393466454	-0.2752545295	0.1954639369	0.0197382553	0.0528662625	0.1502346003	0.1408894722	0.0235575056946117	0.0094368611472361	0.0005549560745516	8.905434831221427e-05	0.0282901170588729	-0.0046085912513831	0.0008003307232047	2.1239113322325747e-05	0.0325336883360876	-0.0235571797778391	0.0005549407190854	0.0010584408767496	0.0005751500051005	-0.000155733848828	3.307975283671052e-07	2.4253031670782357e-08	0.0009742074709218	0.0004960304000963	2.460461578196955e-07	9.490801963998496e-07	0.0007192202430425	0.0002343955690994	5.172777580021127e-07	5.494128281347848e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.2715370851215	-2.561252176177504	671205.8514778176	6.560012709974001	1319.6673024698082	-2.77122491479372	1741521.7892079402	7.679687528373461	827.4833097985043	-0.2658658434996823	684728.6279950874	0.0706846467397975	967.1376777427008	901.295709532775	1.418561	27.769226	0.1452179115047319	0.0693028640914724	0.1143063261	-0.126110554	-0.0307736259	-0.1314094178	-0.1158500421	0.0123299288	0.0402217966	0.1336133876	0.0136405167	0.2225525642	-0.0771124275	-0.0579027596	-0.0024205428	-0.1170237191	-0.0420622725	0.0322392953	-0.0708123986	-0.0274679259	-0.0606624938	-0.198029028	-0.0977882802	0.088184993	-0.093447078	0.0376625424	-0.0494704482	-0.0592378233	0.0244830947	0.0213738267	-0.0569210808	-0.0973140852	-0.2062296555	-0.0438830411	-0.0012408609	-0.1207934447	-0.1080951893	-0.0235335866	0.0052628081	-0.1080100664	0.0876155327	0.101085917	-0.0453830107	-0.016780634	-0.2131094861	-0.1474525757	-0.0310064378	-0.0622015417	-0.108102155	0.1516781314	-0.1539935577	0.029415912	-0.004999191	0.1616003748	0.0937511243	-0.1610091081	0.0157999659	-0.0673329731	-0.0042230249	0.0887949213	0.0565454013	0.0404739996	0.1178096326	-0.0873797311	0.0513702001	-0.1444598967	-0.1605425449	-0.1752418244	-0.0817839478	0.1120822475	-0.0857554258	0.0432883801	-0.0120142742	0.0865040077	0.1026326822	0.0143665459	0.2854434151	0.1155817877	-0.0417606268	0.0177472547	0.0691055257	-0.0083182664	-0.1281755549	0.0746010047	0.0615192943	0.0808892919	-0.007242337	-0.075169731	-0.1519993504	0.1489877092	0.136024874	0.0100071586367107	-0.013550347057901	0.0001001432239802	0.0001836119053895	-0.001625964206795	-0.0299160812656679	2.643759601778494e-06	0.000894971918294	0.0822006915706907	0.049667003234603	0.002466811210306	0.0067569536946998	0.0004379253341463	-0.0001372246709541	1.917785982871485e-07	1.8830610318488444e-08	0.0004780673639372	-0.0004961401069846	2.461550057586903e-07	2.285484044618633e-07	0.0003108954220501	-0.0004083248209924	9.665596345170981e-08	1.667291594384755e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.3501870393371	3.0786499542156207	676259.8301236328	9.478085540591843	1323.6708763092165	4.003573839408318	1752104.5887892093	16.028603487594662	828.5540547586565	1.0707449601522967	686501.8216570108	1.1464947696915435	968.6819019987208	884.532039859541	1.296846	25.386578	0.0604522883867744	0.0386769038662837	0.0510256362	0.138672242	-0.0167277161	0.1219334641	0.0901981638	0.0346398356	-0.1407803487	0.245057999	0.0953804514	-0.0497559048	0.0764679963	-0.0117403677	0.001477585	0.0195218704	-0.1396086942	0.0958448581	-0.1064577685	-0.106812892	0.0948074921	-0.0510042287	-0.1462754889	-0.018224703	-0.0516286941	-0.0955415457	-0.1381776603	0.3132685969	0.0699593608	0.0883247023	-0.0983042611	-0.0318892845	-0.0602357494	0.0244675481	0.0497107501	-0.1534014333	0.083197555	-0.1117158385	0.0339015813	-0.2153704801	0.1040075805	0.0028073755	0.0513736541	0.1791027491	-0.1078192343	0.0735155988	0.0350014759	0.0515001487	-0.118834839	-0.1832930097	-0.1682217591	0.0581703114	-0.0483484609	0.0515875648	-0.1114840295	-0.1943455399	-0.1084219452	-0.1194862012	0.0006495291	0.0144318914	0.0707076532	0.0809476053	-0.2559676313	-0.0539886892	-0.0277892275	-0.0948980094	-0.1446946862	0.1132710532	-0.011965447	-0.0949951975	-0.1425965636	0.0861270302	-0.045489757	-0.0169790902	-0.0417914247	0.0391390255	0.017566531	-0.0070592735	-0.1699792624	0.0386786651	0.12561281	-0.1479191898	-0.0915421789	0.0574434384	-0.0097050554	0.0805060333	-0.1349185839	-0.0758238627	0.1494160593	0.1475373187	0.1304173552	0.0030005727158908	-0.0070065859208199	9.003436623348293e-06	4.909224626583165e-05	0.0103679064034025	0.0119938706101975	0.0001074934831897	0.0001438529322141	0.0458484645421037	-0.0363522270285869	0.0013214844099379	0.0021020817008685	0.0003689335864981	-6.899174764820004e-05	1.3611199124635102e-07	4.759861243552916e-09	0.0004780508509505	-1.651298670002875e-08	2.726787297553264e-16	2.2853261609449723e-07	0.0002779115861416	-3.298383590850002e-05	7.723484971173996e-08	1.0879334312388551e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.1752238316861	-1.1749632076509895	674328.7482350199	1.3805385393335028	1318.8076028405908	-4.863273468625721	1739253.493310145	23.65142883063885	828.0800859460878	-0.473968812568728	685716.6287404802	0.22464643528781	966.9897874776674	897.5364159858948	1.385241	27.116974	0.014030633414159	0.0098461702011666	0.042395974	-0.1128725311	0.251634834	-0.0645996836	-0.0401944685	-0.0154698405	0.0822125047	0.1205636414	-0.1160916763	0.2061055774	-0.0347163312	-0.071665318	-0.1620840979	-0.0393031749	-0.1318007759	0.0053874856	-0.0959412191	-0.0523581119	0.0165436405	-0.1492955648	0.0143620746	0.1175675841	-0.0321380722	0.0679174303	-0.0182358138	0.1338727294	0.1174775142	0.0945958962	-0.1189163644	0.0226223404	-0.1212542979	0.0920082579	0.0555098922	0.1871326675	-0.1674415152	0.1688561459	-0.0883946177	-0.0428107493	-0.0167557804	-0.1274685786	-0.0322307642	0.0137101791	-0.1352792064	-0.0845785906	0.0268686287	-0.1158796947	0.0169753577	0.0487858574	-0.1746868758	-0.0718847815	-0.2010956066	0.0143093381	0.0324246906	-0.0215933305	-0.0104597114	-0.1261999026	-0.024345133	-0.0848640086	-0.0456916634	-0.1586577746	-0.036982833	-0.080760434	-0.140262651	-0.0923538306	-0.0290787163	-0.1356090387	-0.0420665179	-0.0539266688	-0.1804186265	0.0411527018	0.1110240968	-0.0398659595	0.0143318815	-0.0595351478	0.1094142119	0.1740858503	-0.0999199126	-0.2173396201	-0.119497786	-0.1296505245	-0.0608936072	0.0581171388	-0.3683364883	0.0590234526	0.036344323	0.0400228574	0.165459705	0.1458854101	0.124097542	5.669258617047035e-05	-0.0029438801297203	3.214049326696206e-09	8.666430218162186e-06	0.0010863610794871	-0.0092815453239154	1.180180395024377e-06	8.614708359989583e-05	0.045852949427612	4.484885508297676e-06	2.0114198022538502e-11	0.0021024929712111	0.0003659255599694	-3.0080265286999545e-06	1.3390151543891896e-07	9.0482235973627e-12	0.0004780568805966	6.029646100014045e-09	3.635663209141459e-17	2.285383810857519e-07	0.0003109119914671	3.300040532550004e-05	9.666626643803808e-08	1.0890267516472912e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.7089575444699	-1.4662662872162855	671922.7750786415	2.1499368250270305	1321.91118448569	3.1035816450992115	1747449.17966836	9.632219027796728	827.3828979185478	-0.6971880275400508	684562.459768094	0.4860711457451867	967.6937424823298	898.3016619143536	1.357341	26.570803	0.0261716759548801	0.015323472817169	-0.1410186063	0.0844082595	-0.0787185123	-0.1560979374	-0.0639646438	-0.2103880903	-0.0272276358	-0.0086187549	0.1333506866	-0.1098030224	-0.0046066902	-0.0208700832	-0.1046168982	-0.1492566789	-0.1366815479	-0.0948491185	-0.1080951279	0.0629042668	-0.0663108125	0.0273858152	0.0181306008	-0.0551692263	-0.0669841985	-0.0707289148	-0.0707572645	0.0515654505	0.0613134326	0.0837574403	-0.0878109789	-0.0787309974	0.0074216999	0.086106117	-0.0436161779	0.107731705	0.1194126295	-0.0221876308	0.2285289129	-0.1012974376	0.1696051883	-0.0435228797	-0.128294372	0.105769768	0.0250012639	-0.0472629945	0.0988439733	0.1819291653	-0.122761808	0.0402779398	-0.0304426883	0.064110971	-0.1282572059	-0.0318155543	0.0185582402	0.1446263506	-0.0116307699	-0.0346485234	-0.128175306	-0.0281940713	-0.1199571025	0.0554819691	-0.080861303	0.0240640703	0.0922964018	-0.0894825851	0.1000320712	0.1123761714	0.0218784835	-0.0376977284	-0.1211745941	-0.0561578144	-0.0388210096	0.1631705329	0.2231232054	-0.0635283856	-0.0580685929	0.1144969357	0.0424258715	-0.0090478917	-0.0699813813	-0.0635201038	0.0248338564	-0.0657055617	-0.1140241102	0.1305880396	-0.0995306899	-0.01337615	0.1289555808	0.1440342395	0.1170999511	0.000174153188027	0.0001174606018565	3.0329332899967616e-08	1.3796992988498176e-08	0.0003720137732443	-0.0007143473062427	1.3839424748346148e-07	5.102920739363446e-07	0.0552688236366378	0.0094158742090258	8.865868712019726e-05	0.0030546428661777	0.0002314077042613	-0.0001345178557081	5.3549525591485295e-08	1.8095053504305217e-08	0.0006390331194066	0.0001609762388099	2.591334946141413e-08	4.083633276985298e-07	0.0002879262092301	-2.2985782237e-05	8.290150196161534e-08	5.283461850467845e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
