global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
1080.100079371824	n/a	1166616.1814590206	n/a	1720.7500256196952	n/a	2960980.650670181	n/a	1080.4007007454015	n/a	1167265.6741711546	n/a	1259.7182139412305	1181.9668150973575	n/a	n/a	n/a	n/a	-0.105915116	-0.0109524098	-0.0682934108	-0.0185577558	-0.0923075908	-0.0420643882	-0.0136310838	0.1051324314	-0.0517627082	0.2006410292	-0.0990487729	-0.0371294261	0.0683016224	-0.1574225255	0.2603402658	-0.0619025026	0.0265997746	-0.1035444438	0.1903918772	-0.1028518033	0.1399518105	-0.009494247	0.0728980442	-0.1340286932	0.0363375621	-0.1289130812	0.0079144311	-0.0289535275	0.2149634872	-0.1360344778	0.0712562945	-0.0491552666	-0.0654549902	0.0379576985	-0.102535484	-0.0760225132	0.0482348439	0.0620246479	-0.0774977142	0.0437319806	-0.0747477399	0.0099560708	-0.1116181349	0.2261038249	0.1892284088	-0.0921462546	0.1034636696	-0.0884514523	0.0399270821	-0.0502084866	0.1073940583	-0.0270021417	0.0056285382	-0.0133660755	0.1026256596	-0.1215129242	0.0019886774	0.1458915741	-0.1458956446	0.0485962317	-0.0251379003	0.0954791909	-0.0795915161	0.0852640581	-0.2373343097	0.2532441775	-0.1123696798	0.0211619348	-0.1110280565	0.1556714636	0.131875578	-0.2390043306	0.0227249379	-0.099549974	0.0531080743	-0.0324706197	0.2470861766	-0.0982557269	0.0909912692	-0.2736089052	0.233799843	-0.0549221527	0.0844452011	0.0952085917	0.153366806	0.1532882396	0.0270808395518145	n/a	0.0007333718708311	n/a	0.0591729751915437	n/a	0.003501440993019	n/a	-3.3500529369234755e-05	n/a	n/a	1.1222854680189603e-09	-0.0007310001349901	n/a	5.343611973555445e-07	n/a	-4.976019596369955e-13	n/a	n/a	2.4760771023457795e-25	1.6937942205492298e-11	n/a	2.8689388615659733e-22	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1079.8235079587446	-0.2765714130794094	1166018.808340329	0.0764917465327413	1732.803756148727	12.053730529031782	3002608.8573231366	145.2924196665128	1079.815408363825	-0.585292381576437	1166001.3161399344	0.3425671719314175	1260.9119910568488	1177.1740731099171	1.174932	22.385332	0.0611341295208604	0.0366484942143325	0.0295801548	0.0707826633	0.1105647635	-0.1748684583	-0.0060050699	0.1420356096	0.1854961398	-0.0159411546	0.0304975648	-0.0468301288	0.1137068191	0.0157072241	0.230771376	-0.1236351502	0.0712441367	0.047614382	0.0183847659	-0.0245844454	-0.0441314467	0.0535223891	0.2302692339	-0.1349630772	-0.061814981	0.0337948167	0.1498325488	0.0065504113	-0.1053503483	-0.2223612539	-0.0645428376	-0.0222299947	0.0543863447	0.0249003925	0.0329376947	-0.046659105	0.2674510843	0.0380459179	-0.0029151329	-0.0500633711	-0.05545457	0.0131647036	0.1589010089	0.0260148135	-0.1552767745	-0.0186412392	0.165085832	-0.0924989508	-0.0804182872	0.0230710293	0.0110072349	-0.0050148347	-0.0227081119	-0.1032028436	-0.1617776339	0.1029799926	0.1052082674	0.113026815	-0.0759338237	0.136002991	-0.1439425692	0.0608906011	0.0714336849	0.0027588543	-0.0372454094	-0.0947856233	-0.1846378055	0.19349959	-0.1060217632	-0.1246695987	0.0246242356	0.0072241089	0.0982511711	-0.0342563502	0.0702563359	-0.1642940213	0.1294211911	0.0814246188	0.1139234585	0.0479778954	-0.0704659609	0.1129282628	0.0696258307	-0.1655818433	-0.0898731831	-0.044414973	0.1531573254	0.1524510324	0.0095621242745096	-0.0175187152773049	9.143422064116576e-05	0.0003069053849672	0.0476041280515033	-0.0115688471400404	0.0022661530075439	0.0001338382241496	0.0015044243328077	0.0015379248621769	2.365212881701944e-06	2.2632925731438936e-06	-0.0006509999748641	8.000016012600002e-05	4.238009672730589e-07	6.400025620185643e-09	1.724839813199708e-07	1.7248447892193044e-07	2.9750895468969865e-14	2.9750723811988043e-14	-0.0005300001832839	-0.0005300002002218	2.809001942809676e-07	2.809002122351928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1078.154340501543	-1.6691674572016382	1162416.781942317	2.7861200001809827	1726.9859910501864	-5.817765098540576	2982480.6132835946	33.84639074179684	1079.80233370624	-0.0130746575850935	1165973.0798774422	0.0001709466709674	1261.0661695511617	1177.6311822911744	1.12922	21.514402	0.0584913410837149	0.0327162259589806	0.1717357672	-0.0412850197	0.152094581	0.051009303	0.1892501506	0.0189673963	0.103581022	-0.0524240261	0.1743711902	0.0437002871	-0.0745857506	-0.080917227	0.1189606126	0.0335676085	0.1310914689	0.0930364911	0.2559525141	0.0384992928	0.0136084178	0.0055377177	0.229514639	-0.1768289024	0.0478046477	0.010293015	0.0428303095	0.124637816	0.1275002856	0.1541870914	-0.1261290439	-0.0979171763	-0.0160419498	-0.0443216063	-0.0221714018	0.0335365973	-0.0968560689	-0.1496238871	-0.0057269752	0.0712296639	0.1456359231	-0.074026312	0.1585877689	-0.0188923064	-0.0338849691	0.0289989186	0.2906694765	-0.0831157964	-0.0313194291	-0.007349473	0.1183678361	0.0500355913	0.2819102704	0.0273526011	0.0538999583	-0.0636576896	-0.0609896571	0.0587766569	-0.0490827882	-0.1500420975	-0.0909352039	-0.0543741163	0.0786536374	0.1549412528	-0.0129338603	-0.1153828155	-0.0956122998	0.1039009395	0.0619846034	-0.1187281752	0.0319072022	0.1406707879	0.1190618202	0.0733151007	-0.0770092523	-0.0592254705	-0.0251760282	0.0149800432	0.0617796307	0.0580748473	-0.105565165	0.1034713251	-0.0514714633	-0.1644348603	-0.1529361624	-0.2035533387	0.1527386503	0.1507811905	0.0094972233902979	-6.490088421170007e-05	9.019725212522156e-05	4.212124771460499e-09	0.0202541201377499	-0.0273500079137534	0.0004102293825544	0.0007480229328823	5.6370374451830685e-05	-0.0014480539583558	2.096860266310102e-06	3.177619115839605e-09	-0.0009459641629888	-0.0002949641881246	8.948481976591009e-07	8.700387227606339e-08	0.0001756926870128	0.0001755202030314	3.080734167221197e-08	3.08679202697777e-08	-0.0004079170078922	0.0001220831753916	1.663962853277252e-07	1.4904301713720575e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1081.0526835711137	2.8983430695707284	1168674.9046563064	8.400392548928671	1724.8663174350563	-2.1196736151300684	2975163.8130219723	4.493016234678573	1082.0270521719244	2.2247184656844183	1170782.5416318644	4.949372251557232	1261.7416010371974	1183.7229646525502	1.298921	24.74762	0.081290990984052	0.0448406677940344	0.0754256569	-0.1182293215	-0.1990391667	-0.0479656621	0.039214306	-0.0562871733	-0.1062073273	0.1637577437	0.1416220561	-0.1479148015	-0.1806952648	-0.0570763822	0.2191490642	-0.2657089059	-0.0900246253	-0.0093705598	0.2096518859	-0.0885861764	-0.0516108775	-0.0078939255	-0.1412383353	-0.0417596191	-0.1638385512	-0.2389969332	-0.0489081304	0.0200598075	0.0772195175	-0.1766613682	-0.1102139934	-0.0626217468	-0.0596875336	0.0215139208	-0.0902184	-0.0837359132	0.0316698424	0.1764829019	-0.0329523175	0.1298028743	0.1293386233	-0.0004999631	-0.0299459478	0.2301425812	0.0747980993	0.0683266021	0.0386150481	-0.1573041402	-0.1184282072	-0.0141046632	-0.0392436543	0.0818258557	-0.1564379221	0.1534130853	0.0026479738	-0.1572390183	-0.0188726038	-0.1803158135	0.0915980387	-0.0802728899	0.1267628858	0.1519170701	0.1352640217	0.188169492	0.0607248409	-0.0154278911	0.0152464142	0.1028242525	-0.2127484627	-0.0325600701	0.1109878659	0.1192964161	0.0221091161	0.0856542956	-0.0899684523	0.0786029906	-0.006454297	-0.0543097512	-0.1550046563	0.0369186401	-0.0663336938	0.1501782813	-0.1509939578	-0.1231081262	0.1039043794	-0.0149365446	0.1521113526	0.148287834	0.0094253733414433	-7.185004885460096e-05	8.883766262559003e-05	5.162429520408545e-09	0.0073905760257133	-0.0128635441120366	5.462061399184819e-05	0.0001654707671223	-0.001544457868519	-0.0016008282429708	2.5626510634930766e-06	2.3853501076302527e-06	-0.0011450766158086	-0.0001991124528197	1.311200456071676e-06	3.964576886791708e-08	0.0006768709491773	0.0005011782621645	2.511796504662283e-07	4.5815428184017915e-07	0.0002268876487273	0.0006348046566195	5.147800514500268e-08	4.029769520658013e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1079.2354809246754	-1.817202646438318	1164749.223286715	3.302225458222426	1724.2164723588603	-0.6498450761960157	2972922.4435536326	0.4222986230562054	1084.5584386125397	2.531386440615279	1176267.00676567	6.40791731173089	1263.019913907911	1166.9504650946587	1.357417	25.86211	0.1231384803404939	0.0599216651998359	-0.0799788702	0.0703886363	0.1418308092	-0.2911182315	-0.0545820564	0.0303504982	0.2039080051	0.1240530036	-0.2302769493	-0.2213420682	-0.1467267254	0.0955255194	0.2140617692	0.1002695683	0.0193235595	-0.025780484	-0.0846009032	0.0814427693	-0.0721318204	-0.0057188491	0.090685166	-0.075082855	-0.0377647393	-0.22468761	-0.007809748	-0.0219735688	0.0976212809	0.1102437146	-0.1153675273	0.120837742	-0.07173553	-0.1484934335	-0.1287578213	-0.0906640606	0.1792750867	0.1117782311	0.0713985031	-0.0570701299	-0.0481470341	0.030248223	0.0878421626	-0.1083757657	-0.0967484859	0.15402303	-0.032583146	-0.080698676	-0.174850772	0.1400732525	0.1082552533	0.0769087231	-0.0701094613	-0.0633428516	0.0629523531	-0.1093852813	-0.045648169	-0.0344539898	0.0598576573	0.1612585278	-0.0130986909	-0.1432753709	0.0079207741	-0.075820623	0.0699387381	0.0138324503	0.0043022302	0.2020657849	-0.0011488279	-0.1899929003	0.2052037075	-0.2109896255	0.0217447508	-0.0215039656	0.0213688608	0.023849262	-0.0012947018	0.0619939104	-0.1737953224	-0.0976009675	0.0638377946	-0.0997250701	0.0233130229	-0.0130976597	0.1172141775	0.0394786134	0.151276289	0.1449845808	0.0096427855547318	0.0002174122132884	9.298331325454428e-05	4.7268070487004167e-08	0.0332748118745058	0.0258842358487925	0.0011072131052837	0.0006699936654759	-0.0242713486561569	-0.0227268907876379	0.0005165115648732	0.0005890983655887	-0.0006942468686959	0.0004508297471126	4.819787146940622e-07	2.03247460881701e-07	0.0009556839768041	0.0002788130276268	7.773670437442272e-08	9.133318635200996e-07	-0.0005296684063487	-0.000756556055076	2.805486206839716e-07	5.723770644721595e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1077.301499547203	-1.9339813774722645	1160578.5209266525	3.740283968409517	1732.2291458192676	8.012673460407314	3000617.8136257497	64.20293598311571	1081.5950390006922	-2.963399611847535	1169847.828390909	8.781737259498122	1263.360718648942	1182.299947164392	1.404128	26.752066	0.0736304452556703	0.0373957746719949	0.1553739459	-0.0642506405	0.0407514573	0.1613026306	0.2268050076	-0.075252071	0.0038652666	-0.0492139242	0.0714903294	-0.112342228	0.0611168723	-0.0499856956	0.0102304784	-0.0928248491	0.0762342252	0.0093971142	0.2047264884	-0.0044574343	-0.138797704	-0.0781927147	-0.1232663083	0.0825204975	-0.1074051275	-0.0725127222	-0.0846955108	0.0156161741	-0.0052404278	0.0383385915	0.1818239094	-0.1455004053	-0.2206810808	0.0219038479	-0.1329389293	0.1356377561	-0.0219904028	-0.047321085	-0.0284054667	0.0837824362	0.2209933068	-0.071439493	0.0696615857	-0.0693278147	0.0877405741	0.0529897628	-0.004026143	-0.0479864168	-0.2223490673	-0.0556944129	-0.1159784958	-0.0586604005	-0.1350548267	0.1602968485	0.082828514	0.0776176833	0.1044981991	0.0315755376	0.106430336	0.0218901191	-0.2256599315	-0.1252751684	0.0557975717	0.1527091394	0.0906128596	-0.0615764252	0.0836796077	0.1202201072	0.0731613705	-0.0563902052	0.1633130961	0.0837100556	-0.047367901	0.0986386091	-0.1163662613	0.033417573	0.0843913245	-0.0663707333	-0.0334066541	-0.0937339811	0.0521944948	0.0632107928	-0.0831598084	0.0788301626	0.0341767087	-0.0455745601	0.1502346003	0.1408894722	0.0024505011101325	-0.0071922844445993	6.004955690760614e-06	5.172895553202506e-05	0.0274090425120476	-0.0058657693624582	0.0007512556114272	3.4407250213553305e-05	-0.0118239997890441	0.0124473488671128	0.0001549364938196	0.0001398069710113	-0.0011443857343528	-0.0004501388656569	1.3096187089901974e-06	2.0262499837488082e-07	0.0004957735711197	-0.0004599104056844	2.115175812567894e-07	2.457914338207802e-07	-0.00047721682606	5.2451580288699975e-05	2.277358990747803e-07	2.7511682747819403e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1078.0801675978914	0.7786680506883386	1162256.8477678976	0.606323933162777	1721.7741540979457	-10.454991721321903	2964506.2377196965	109.30685189290952	1079.6094204286985	-1.9856185719936548	1165556.5006783905	3.942681113446121	1261.236638491271	1178.804664023888	1.259708	24.000519	0.0499205860825309	0.023775610472043	0.0033697177	-0.1916275921	-0.1399266241	-0.0161084078	-0.0180391331	-0.1380211749	-0.0965313699	0.1448744264	-0.0236260921	-0.0390576976	0.0945054748	0.0287468761	0.1578425991	-0.0662280913	-0.0983928439	0.0211363966	0.1164278132	-0.1483711257	-0.0552748705	0.0539491036	-0.1212711061	-0.0902522185	-0.0961474934	-0.0379356715	0.0023182329	0.0809864026	-0.1255494247	0.1602837652	0.1684487047	-0.042209321	0.0680197723	-0.0317308307	0.0106000849	-0.0321539905	-0.0898973163	-0.0583632908	-0.0339830607	-0.0099852469	0.1417477657	0.0939460279	-0.0852558947	0.1460188863	0.0366518931	-0.0583721985	-0.0325602404	-0.0904350584	-0.1760140085	-0.0158163429	0.2111800786	0.0522502081	-0.126830341	0.1350841541	0.0078682058	0.1208192493	-0.0814545217	0.0389827743	-0.1747564775	0.0081173742	0.205907743	-0.0108102107	0.0733156151	0.1379245183	0.0997571322	0.1247721285	0.1053462861	0.1072087358	-0.1273395498	0.0119448958	0.1227980796	-0.0309648117	-0.1159245242	0.0159878975	0.0217247177	-0.1423953995	0.087193235	-0.0478009375	-0.051829048	-0.0629478713	-0.0045828423	0.0945385548	-0.0674682127	0.1777187466	-0.0436237703	0.1295758687	0.1489877092	0.136024874	0.0136785914910859	0.0112280903809534	0.00018710386518	0.0001260700136028	0.033281102287944	0.0058720597758964	0.0011076317695005	3.44810860117005e-05	-0.0212960366664702	-0.009472036877426	8.971948260731995e-05	0.0004535211776996	-0.000852920338762	0.0002914653955908	7.274731042738848e-07	8.49520768269016e-08	0.0004131640777917	-8.260949332799996e-05	6.82432838790887e-09	1.7070455517746594e-07	-0.0003843237340137	9.289309204629998e-05	1.4770473252623324e-07	8.629126549922361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1077.569691072409	-0.5104765254825452	1161156.4391178868	0.2605862830687316	1718.4450073242188	-3.3291467737269613	2953053.2431975342	11.083218241016636	1080.1927110116694	0.5832905829709034	1166816.29292274	0.3402279041825363	1260.8877300199915	1170.1550343882652	1.075139	20.484032	0.0538034431076774	0.0286667208107395	-0.13519589	-0.0838902257	-0.0433461387	0.1208872627	-0.0473696286	-0.1109693017	-0.0260433117	0.073373821	0.0275462843	0.1246119531	6.38052e-05	-0.1604654625	-0.0185574517	-0.0036782135	0.058071544	0.0584422478	-0.0402187117	-0.0396733983	0.0392216297	-0.0776303095	-0.0875588114	-0.0720367826	0.1042173365	0.023873798	0.0522472548	0.0354040627	-0.1413227945	0.0740374942	-0.0606253055	0.0235192417	-0.0556175433	-0.0125330912	-0.0476876107	-0.1106612268	-0.0984122029	0.1102725682	0.0510657765	-0.0473409901	-0.0092363619	0.1314177074	-0.0501224591	0.0419462981	0.0593374469	0.0920243395	-0.0064342256	0.0885479666	0.1182742652	-0.0528084409	0.1429789797	0.0737048751	-0.0295210548	0.0041975274	0.0792538159	0.0722886875	0.0918338642	-0.0916934169	-0.1255881628	-0.0352232526	-0.0953469576	0.0349260361	0.0039543931	-0.0355561797	0.0867704191	0.1587464597	0.1117959494	0.1055118024	-0.0242711972	-0.0428224373	0.0635197344	0.0276236373	0.0381021132	-0.0456726568	-0.1106716257	-0.0597716433	-0.0801982338	0.0744827776	-0.1868928464	-0.0017202492	0.0758414154	-0.1911032547	-0.0170025948	0.2010496103	-0.0693097674	0.1585062187	0.1475373187	0.1304173552	0.0095603960412375	-0.0041181954498484	9.140117246530968e-05	1.6959533763152063e-05	0.0099360083363393	-0.0233450939516047	9.872426165980408e-05	0.0005449934116092	-0.0186362931709709	0.0026597434954993	7.0742354618508376e-06	0.0003473114231543	-0.0011444334514864	-0.0002915131127244	1.309727924881074e-06	8.497989489026873e-08	0.000486657557112	7.349347932030003e-05	5.4012915026033675e-09	2.368355778942196e-07	-0.0002757221218439	0.0001086016121698	7.602268847410243e-08	1.1794310165879661e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1077.729064009162	0.1593729367530159	1161499.9354100642	0.0253997329692808	1722.4211792494534	3.9761719252346666	2966734.718727078	15.809943179024357	1080.8189034377472	0.6261924260777505	1168169.5020283742	0.392116954477139	1261.0111768128445	1170.101211867452	1.015606	19.349775	0.0361941053343345	0.0205756516172157	-0.1041159046	0.0723643001	-0.0571242804	0.0992547689	-0.0610667109	-0.0263635741	-0.0306239539	-0.0984070869	-0.0519500994	0.1101236075	0.0589464375	-0.1891595348	-0.1021614582	-0.0031305999	0.0228541787	-0.0312248144	-0.0693027876	0.0098332656	-0.0191043078	0.0374692285	0.0143529522	-0.027630339	-0.0523169943	0.0154111989	-0.0426775609	0.0009621549	-0.1162187544	-0.0760983465	0.0519670527	-0.111625519	-0.090294333	0.0701049108	0.0070987923	-0.0482808096	-0.0968870218	-0.1042464233	0.1327861437	0.0156786671	-0.0818449029	0.0109818574	-0.0606660726	-0.0457753753	0.0881230344	0.1264026466	-0.0193450072	0.012924949	0.052520914	-0.003348507	0.0227866353	-0.0284587213	-0.1322970329	0.0448478471	-0.0221858296	0.1218857543	-0.0162171975	0.0850421244	-0.0607511765	0.0688878698	-0.1082985504	0.101143578	-0.1278889765	-0.0638986754	0.0140684951	0.0834038852	0.0894497355	0.0805523415	0.0676047243	0.0025297811	0.0406513308	0.0269395311	0.0025562734	0.0876882574	-0.0118566485	0.0352676425	0.0229119675	-0.053305008	-0.0152830977	-0.1195401387	0.0210409127	-0.2159549602	0.0038837099	0.2566999416	-0.1843979945	-0.0588009029	0.1458854101	0.124097542	0.009384561222987	-0.0001758348182505	8.806998934799125e-05	3.0917883309186393e-08	0.0002778798900635	-0.0096581284462758	7.721723330170283e-08	9.327944508476178e-05	-0.0025002270087526	0.0161360661622183	0.0002603726311914	6.251135095295974e-06	-0.0011443943642297	3.9087256699984335e-08	1.3096384608806992e-06	1.5278136363304705e-15	0.0006391879678122	0.0001525304107001	2.3265526188371683e-08	4.085612581958901e-07	-0.0003276341420388	-5.191202019489999e-05	1.0734413102950057e-07	2.6948578407157046e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1078.855929574221	1.1268655650590065	1163930.1167774564	1.2698260017157534	1724.493866845904	2.072687596450578	2973879.0967891384	4.296033872480074	1082.3575237032733	1.538620265526106	1171497.8091170818	2.3673523214876244	1261.5275342347193	1161.998871533247	0.916981	17.470736	0.0883729965328437	0.0372583710270702	-0.0679984367	0.1342221908	-0.0934731499	0.0300700899	-0.0797330745	0.0856142249	-0.1236126268	-0.132567446	-0.044710997	-0.1424246279	-0.0088078077	-0.0413794429	-0.0913500414	0.0568237727	-0.0940746146	-0.1033421195	-0.1862452342	0.0234060538	-0.0162831033	0.0258036496	0.0274810531	0.0076102413	0.021910823	0.1588318115	-0.0465144985	0.1368119645	-0.0318036378	0.0270235023	-0.0692117869	-0.0938323076	-0.2159655576	-0.0354624532	0.0094372318	0.0221849382	-0.1682276704	-0.0587961033	-0.002425553	-0.0764017731	-0.129385373	-0.0454945149	-0.0907732724	-0.0396811518	0.0887795969	-0.0995683723	-0.0905551926	0.076221875	-0.0074357948	0.0665129604	-0.1470925863	0.0142833311	-0.04156784	-0.0137391132	0.0474590214	0.0224047767	0.0018203953	-0.0489612854	-0.0739999574	-0.0346346932	-0.0929745188	-0.1287486894	-0.1590874951	-0.0975783909	-0.0057861658	0.0050999466	0.150454833	-0.0426785795	-0.0279091051	0.0229700576	0.0865116955	-0.0082677586	-0.0425422851	0.1246956728	-0.0390060613	0.1471686679	-0.0579092366	0.0723843151	-0.0191380528	0.0206556909	-0.2104328014	-0.0947627055	0.0858981697	0.033932551	-0.2446486804	0.011757689	0.1440342395	0.1170999511	-0.0079986091761554	-0.0173831703991424	6.397774875287735e-05	0.0003021746131256	-0.0118846634617142	-0.0121625433517777	0.0001412452255982	0.0001479274607838	-0.0271643007040012	-0.0246640736952486	0.0006083165312446	0.0007378992327374	-0.0015248223560429	-0.0003804279918131	2.3250832174882205e-06	1.4472545695502412e-07	0.0008593136514638	0.0002201256836516	4.845531660308428e-08	7.384199515920492e-07	-0.0004103446483075	-8.271050626870003e-05	1.683827303946059e-07	6.841027847224667e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
