global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1147.6006510086836	n/a	1316987.2541955544	n/a	1731.6969864153557	n/a	2998774.4527600245	n/a	1158.8581480072078	n/a	1342952.2072026955	n/a	1285.1507718475095	1330.0501455677972	n/a	n/a	n/a	n/a	-0.1409288644	0.0637615782	-0.0204085089	0.1924744355	0.0598945565	-0.2846564538	0.044533352	-0.0797294323	0.0069342415	-0.0325146068	0.1579784313	-0.0223185626	0.0001510439	-0.1755191735	0.0452241033	-0.0775459749	0.039949931	-0.0580414887	0.0485245017	-0.099792596	0.1826404504	-0.002807189	0.0619421755	-0.0248070859	0.0589180873	-0.0431877727	0.2152112925	0.0298308081	-0.0463672508	-0.1970478562	0.0048863034	0.113934571	-0.2212128285	-0.0031404616	-0.0217090055	0.0873311002	-0.0356391728	0.1795824621	0.2191825429	-0.0052445997	0.0509835685	-0.108821076	-0.0509827824	0.0861242332	-0.1534418821	0.0611808278	-0.0546576052	0.0404508837	-0.1198818973	0.1481163585	-0.0228755988	0.0700526488	-0.0016610505	-0.0617804738	0.1001289585	-0.1022225286	-0.0316981197	-0.0608045194	0.1010738854	0.1677005881	-0.2536576586	-0.1555810174	0.0989501991	-0.0255941319	0.0787735374	-0.129336679	0.0931100574	-0.0288294795	0.1325291066	-0.0916674391	0.1358032879	-0.0183615384	0.0478070708	-0.0121771471	0.0490955199	-0.1467236077	0.0217273698	-0.0369949999	0.0429274968	-0.0044095172	0.0354113404	-0.2241643221	0.2522869216	-0.0811209567	-0.0301684779	0.153366806	0.1532882396	0.0198758705619468	n/a	0.0003950502305952	n/a	0.0137126958429689	n/a	n/a	0.0001880380272817	-0.0536388708313495	n/a	n/a	0.0028771284640621	-0.0001390000606345	n/a	n/a	1.9321016856394676e-08	-0.0002709996346779	n/a	n/a	7.344080199555526e-08	-1.878001228148901e-08	n/a	n/a	3.5268886129287807e-16	0.0	0.0
1145.1515343523376	-2.44911665634595	1311372.0366295131	5.998172396391166	1724.933293813288	-6.763692602067749	2975394.8681055587	45.747537615266	1156.1037111405744	-2.754436866633341	1336575.7909130089	7.586922452268898	1281.008873241641	1323.5757085304458	1.205032	20.742178	0.0551342705587944	0.0255146837413747	-0.1274421422	-0.1100468259	-0.1430590615	0.0514986355	0.0231010106	-0.0679183216	0.0853581098	0.0356182538	-0.0163277702	0.0854846558	0.0873155265	0.1841868395	0.0794731726	-0.1238783602	0.0478763413	-0.0885678743	0.1163292211	-0.1577867626	0.1321567076	-0.1192498336	-0.0373110048	-0.0335293883	-0.0191349785	0.0860123081	-0.085316786	-0.0588659199	-0.0927525056	-0.0885001649	0.1628967412	0.0605243496	0.0193335332	-0.0995648024	0.005972523	0.0412791096	-0.0925355601	0.070922678	0.1196976679	0.0780853133	0.065105025	0.1616945416	-0.0205004856	-0.0994726032	-0.0102741014	-0.1181806648	0.0038121989	0.1501318759	0.1473014686	-0.1938209385	0.1191738452	0.0138032771	-0.0297431931	0.0135950786	0.0906293466	0.1092818069	0.106091985	-0.1934670051	0.0467735162	-0.0318805568	0.0272213827	-0.1311511112	0.049196385	-0.0963040781	0.1686522371	-0.0642340143	-0.0213592036	-0.061038498	0.0792853663	0.1243125354	-0.0463757668	-0.149401595	0.0805650132	0.0229389546	0.0322225079	0.0520244718	0.1204312029	-0.0037064718	-0.0234265182	0.0838397057	-0.0835902292	-0.075901563	0.1469211253	-0.0474746954	0.0575537133	-0.167246091	0.0557742556	0.1531573254	0.1524510324	0.0190708588361019	-0.0008050117258448	0.0003636976567465	6.480438787477835e-07	0.0332943773509271	0.0195816815079582	0.0003834422506791	0.0011085155631859	-0.0497451156867612	0.0038937551445882	1.516132912600784e-05	0.0024745765346892	8.604678420437964e-05	0.0002250468448388	5.0646082371934776e-08	7.404049071915077e-09	-0.0004589909450125	-0.0001879913103346	3.5340732761319896e-08	2.106726876034678e-07	0.0002040195084223	0.0002040382884345	4.163162314731346e-08	4.1623959816876946e-08	0.0	0.0
1144.726226639613	-0.4253077127245888	1310398.1339565667	0.1808866505030213	1719.164546262553	-5.768747550735043	2955526.737126129	33.27844830411156	1154.4339763761227	-1.6697347644517322	1332717.8058115863	2.7880141836186816	1278.7934576158154	1309.3012440955576	1.250274	21.520939	0.1059694135354529	0.0706747595466175	-0.0069026033	-0.1730721663	-0.161495339	-0.0599071131	0.0650243995	0.1020533968	-0.1213933986	0.0883860234	0.0643950167	-0.0127278456	-0.0712257164	0.1878221218	0.2949771951	0.0764717476	0.0339100529	0.0964356055	0.0663490242	-0.1333770991	-0.1892994258	-0.0517236531	-0.1381644756	0.1534880436	0.1271089913	-0.0064312642	-0.0719391009	-0.0544025087	-0.1029198285	-0.0079834954	-0.1575923152	0.0432592929	-0.1979273664	-0.0608119038	-0.1054555693	0.0798279914	-0.0569274554	-0.0814789509	0.1735143771	-0.0495335148	-0.20404661	0.2142174725	0.0768631714	-0.1332033101	0.1091012126	-0.0678119375	-0.0615318893	0.0034420877	-0.0298251313	0.0021758654	0.0793706628	-0.0169066769	-0.1054124763	0.1075390074	0.125744833	0.1411704997	0.0600076627	-0.0638797869	-0.1847277728	-0.1659686983	-0.2823054983	0.1127746183	-0.144040154	-0.0473578929	0.1894558165	0.0332866225	-0.046212925	0.1042682734	-0.1437748713	0.0621877568	-0.1210918025	-0.0901431668	0.0919654471	-0.1429630515	0.0265309494	-0.0070297266	0.0751471124	0.1895622335	0.1332022393	0.1070238033	-0.0307291571	-0.0656160927	0.1777171126	-0.2652872964	0.1155504184	-0.1258892073	0.0611972906	0.1527386503	0.1507811905	0.0230193510413982	0.0039484922052963	0.0005298905223671	1.5590590695285655e-05	0.0001885101618341	-0.033105867189093	0.0010959984423418	3.5536081114718566e-08	-0.0394874309626516	0.0102576847241096	0.0001052200958992	0.0015592572040301	-0.0010729554256954	-0.0011590022098997	1.3432861225525727e-06	1.151233345529197e-06	-0.0004501067638948	8.884181117700012e-06	7.892867413209744e-11	2.0259609890384925e-07	0.0001987585111007	-5.260997321599993e-06	2.7678092817882303e-11	3.9504945734967095e-08	0.0	0.0
1145.0565985868543	0.3303719472412467	1311154.6139672964	0.1091456235239731	1725.7638624461424	6.599316183589508	2978260.908925028	43.55097409098639	1155.7168596306483	1.2828832545255864	1335681.4596345276	1.6457894447421604	1280.7281695244872	1305.587445480688	1.258027	21.654383	0.0403386016213003	0.0184321139036468	0.1545556364	-0.0353236876	-0.0014968055	-0.132270276	0.0191153046	0.0165484864	0.0593222076	0.1578360453	0.1890747183	-0.152937247	0.009542264	0.0601538428	0.2479158469	0.0773247489	0.0207098803	0.0959832288	-0.0883587969	0.0469501441	-0.0688292853	-0.1724619529	-0.1856104651	0.0509764636	0.0266454194	-0.0075822848	0.0099043345	0.0057170581	0.2243385082	0.2160984916	-0.0770375958	-0.1120835321	-0.0615513337	0.0733720496	-0.1003187877	-0.0070542578	0.1396740458	0.0264928654	0.0378538352	-0.0689010302	-0.2203912738	0.171068942	0.1142753938	-0.1065160075	-0.1240885686	0.0550212063	-0.0347504321	0.0468028653	-0.0596124818	-0.0410157142	0.0965164532	0.1813874258	-0.0280740904	-0.0101153854	-0.150935412	-0.0589243684	-0.01280242	0.0822093498	-0.0182081816	0.0169307403	0.0767041626	0.0073807932	-0.1034600284	-0.0367374792	0.1457726977	0.1374205667	-0.04800941	0.0844610391	-0.1883325706	-0.0732883672	-0.036286681	-0.0919686868	0.0184916059	-0.1225147927	0.003834626	-0.0330336691	-0.0111945949	0.1320282814	-0.0490154224	0.1258668188	-0.0509826143	-0.0111303685	0.145022529	0.2025718949	-0.030706996	-0.1333769594	0.0267057406	0.1521113526	0.148287834	0.0140918406759311	-0.0089275103654671	0.0001985799736358	7.970044132552253e-05	0.0064914281120422	0.0063029179502081	3.972677468705547e-05	4.213863893381176e-05	-0.0348241337664774	0.0046632971961741	2.1746340739846144e-05	0.0012127202925855	-0.0010369928364206	3.596258927480002e-05	1.2933078273479616e-09	1.0753541427876411e-06	-0.0002050366043759	0.0002450701595189	6.005938308661909e-08	4.204000913399933e-08	7.089373770538201e-05	-0.0001278647733953	1.634940027543602e-08	5.025922045839503e-09	0.0	0.0
1146.336921903248	1.2803233163936056	1314088.338518613	1.6392277945011209	1723.7948645726806	-1.9689978734618307	2971468.7351271464	3.876952625697212	1158.1277649433468	2.41090531269856	1341259.919932672	5.812464426798141	1282.247068417169	1308.7819730197295	1.052794	18.121716	0.0717049902024881	0.0510697114373383	0.1308139801	0.0667857	0.0885824942	-0.1053093965	-0.0828338001	0.1162549619	0.1534878923	0.1432215956	0.2447272367	-0.1115246003	-0.1030345759	-0.0302892897	0.2131121945	-0.024302426	-0.0600664311	-0.1370091783	0.0025005788	0.0991340589	-0.0626836022	0.050134825	0.0051467597	-0.0953533119	-0.2361446708	0.1635987443	0.1436023494	0.030854942	0.0223422317	0.0155257991	-0.0540589573	-0.1134569025	-0.030419729	-0.0440694526	-0.0645480759	-0.0477531546	-0.0539019659	0.1381400458	-0.0444654035	-0.1148749217	-0.0975465939	0.0450001311	0.0735192583	-0.1312315641	-0.2701728863	0.0223897919	0.1029248288	-0.0488587364	-0.1456793276	0.153363225	0.0805512165	-0.0074305686	0.2527699633	-0.0401557824	-0.0088862408	0.0727217781	-0.1111223365	0.0165810002	0.0635164014	-0.0712508829	-0.0571634742	-0.0271212225	-0.0718634965	-0.0458873979	0.1146270368	0.1615076242	0.0246399875	-0.0599491899	-0.145376307	-0.0955944928	0.0262793797	-0.0142561613	0.0037393575	0.0238177423	-0.0022613149	-0.0154591711	-0.1506516285	0.0748620162	-0.1166981964	0.0729641986	-0.0272995688	0.0483962332	0.0777728331	0.1674539146	0.0712618615	-0.1384461205	-0.0307106902	0.151276289	0.1449845808	0.0138460293192679	-0.0002458113566632	0.00019171252791	6.042322306460341e-08	0.0094219130221233	0.0029304849100811	8.587741808213036e-06	8.877244499645662e-05	-0.059955853890699	-0.0251317201242215	0.0006316033564022	0.0035947044157628	-0.0003529999651397	0.0006839928712808	4.678462479630897e-07	1.246089753886294e-07	-9.1999972660739e-05	0.0001130366317151	1.2777280109508938e-08	8.463994969576725e-09	-1.623552900136666e-08	-7.090997323438338e-05	5.028224304100967e-09	2.6359240195421793e-16	0.0	0.0
1148.4076106224045	2.0706887191565784	1318840.0401354602	4.287751771642311	1728.3038454506018	4.508980877921204	2987034.182199337	20.330908557459068	1158.4637355275604	0.3359705842135554	1342038.2265324695	0.1128762334567977	1283.5355084810462	1311.3040152859976	0.9881120000000002	17.008345	0.0544569592632836	0.0364035656535339	0.11984276	0.0949379929	0.1533801076	-0.0571047917	0.0041151984	0.0164975843	0.1669735023	0.0696786853	0.062691818	0.0536120365	0.0004531625	-0.0539075721	0.1124997082	-0.0900289901	-0.0723210946	-0.2086769231	0.1107582384	0.0951093944	-0.0200998348	-0.0827330402	0.0330893199	-0.1461981319	-0.0703563604	-0.0756450937	0.1072425295	-0.1371315593	-0.1347789485	-0.0169185769	-0.2385564688	0.0242619235	-0.0366140618	0.0377124752	0.0498117679	0.1190781181	0.0013968825	0.0234410938	-0.1192521982	-0.0648755321	0.0705052981	0.0825014696	-0.0090658857	-0.1040559551	-0.1222391999	-0.070355372	0.084404167	-0.0988528889	-0.146586433	0.0222339151	0.1972427272	-0.0454087774	0.2308805418	-0.0483222039	-0.0094022168	-0.1132758605	0.0533907574	-0.1267183373	0.0565836356	-0.0818200698	0.077393301	0.1013904697	-0.1536998094	-0.0560488669	0.0595165109	0.1524831976	0.0463571992	-0.0862160632	-0.0234198034	0.0012725933	0.0423068012	-0.0467956771	-0.0081248428	0.0771169083	-0.086884594	-0.2031300567	-0.1842555138	-0.0156489483	-0.0345577929	-0.1657871926	-0.0412711125	0.1764479074	0.0070353665	0.1387820333	0.0547817892	-0.0991863909	-0.053351438	0.1502346003	0.1408894722	0.0105337141123555	-0.0033123152069124	0.0001109591330008	1.0971432029943135e-05	0.0242940332273065	0.0148721202051832	0.0002211799593974	0.0005902000504494	-0.0636771142210932	-0.0037212603303942	1.384777844656562e-05	0.0040547748755261	0.0002700004164792	0.0006230003816189	3.8812947549729497e-07	7.290022489894146e-08	-6.399995841577244e-05	2.8000014244966565e-05	7.840007977183306e-10	4.095994677220601e-09	8.639023008381397e-09	2.4874552009748058e-08	6.187433376856611e-16	7.463271853934317e-17	0.0	0.0
1149.2982326349	0.8906220124954416	1320886.4275377046	0.7932075691414305	1732.9329215119326	4.629076061330807	3003056.5104598817	21.42834518158593	1158.564260683747	0.1005251561866771	1342271.1461336776	0.0101053070263558	1286.555452863554	1333.5220456935865	1.07485	18.501366	0.0614131286395048	0.0326294894276846	0.0546749658	0.1467927603	0.1920895519	0.0303236607	0.0481931759	-0.0722159182	0.0103009103	0.1761203622	-0.0708768263	0.2352648638	0.1284591571	-0.0236060775	0.0275893124	0.0518407699	0.019198644	0.0900111644	0.1213198287	-0.0323341824	0.0845594642	0.0429588902	-0.1199628715	-0.0822598391	-0.1642517748	0.0247991364	-0.000774585	0.1439458334	-0.0705358114	-0.1176553803	-0.1123357921	-0.0428247015	0.0719838599	0.0943749012	0.0679251435	0.0333350413	0.0601822673	0.1638382684	-0.1733263718	0.0115903794	0.1067781661	0.190709606	-0.0923890123	-0.0154085908	0.0831310555	0.1099011133	0.1682936644	0.0687353502	0.069562964	-0.0387316778	0.0230344973	0.0389193151	0.1784404268	0.0055202134	0.0810928899	-0.1422635086	-0.0295349653	0.0449153494	0.000127393	-0.0811794659	0.1505988449	-0.0898838096	0.0777349263	-0.076529684	0.047735857	0.1321043353	0.0119635267	0.004131983	0.0824474008	0.0284665072	-0.0329455608	-0.0711467926	0.0465063523	-0.0523823474	0.0190272057	-0.1648146382	-0.0689001894	-0.036493485	0.0385336518	-0.0262728422	0.0027948804	0.1593293671	-0.138761864	0.1058950577	0.0006965071	0.0084596583	-0.0265635329	0.1489877092	0.136024874	0.0169807366712007	0.0064470225588451	0.0002883454178966	4.1564099874258905e-05	-4.452748964922648e-05	-0.0243385607169557	0.0005923655377729	1.9826973344619715e-09	-0.0598997603397606	0.0037773538813326	1.426840234481852e-05	0.0035879812887607	-0.0001099999240379	-0.0003800003405171	1.4440025879311197e-07	1.2099983288343772e-08	9.299997001233072e-05	0.0001569999284281	2.464897752642952e-08	8.648994422294413e-09	5.0783207844798655e-09	-3.5607022239015317e-09	1.2678600327297315e-17	2.57893419900802e-17	0.0	0.0
1148.4499085115392	-0.8483241233607259	1318937.1923601627	0.7196538182757442	1732.628713223044	-0.3042082888885034	3002002.257884941	0.0925426830284711	1157.301490261903	-1.2627704218441522	1339346.7393624214	1.594589138284458	1284.6696745548884	1323.0971014446318	1.141374	19.646446	0.0493294924465358	0.035996244957283	-0.0895786803	0.13807496	0.1009305467	0.125860269	-0.0770515183	-0.0237444981	-0.0992931466	0.1880236584	0.1037545584	0.1051872506	0.2138558667	0.0464049329	0.0432012288	0.0805455892	0.0777089889	0.093565311	0.0330601191	0.0036453531	-0.0019641598	0.0022952654	0.1491066795	0.0656812538	0.1768337975	-0.0697641975	0.1266030795	-0.0994515223	0.0860065899	-0.01066995	0.2545847883	0.0625963948	-0.0991773929	-0.0687655831	0.2814723114	0.0616345184	0.0445727386	0.0282603012	-0.1349532505	0.1314645561	-0.0138576544	0.1740078575	-0.036927654	0.0358080798	0.0774224193	0.1292541719	-0.0848141305	0.0114100023	-0.0087245446	0.1140485835	-0.1225650154	-0.0508414471	-0.1347074213	-0.1954190557	0.102257546	-0.2102065374	0.2108008332	-0.1134202246	0.0902763805	0.0451278131	0.0358241975	-0.1301945667	0.097640529	-0.1140386229	0.0626922099	0.0758417736	-0.016040548	0.0979775	0.1402509832	-0.04453495	-0.0399609255	0.0505418071	0.000368222	-0.1229695339	-0.0004747106	-0.0146855502	-0.0791538253	-0.0311428786	0.0643821857	0.2177800386	0.0585958681	-0.0078478353	-0.123580618	0.1165827438	-0.0243037823	-0.0134111032	-0.0163136421	0.1475373187	0.1304173552	0.0158752779420865	-0.0011054587291141	0.0002520244497384	1.2220390017747817e-06	2.82058375375982e-05	7.273332718682468e-05	5.290136883665689e-09	7.955692711973837e-10	-0.0599452252144772	-4.546487471659977e-05	2.0670548329961127e-09	0.0035934300260143	-0.0006119996892494	-0.0005019997652115	2.520037642724011e-07	3.745436196413621e-07	-0.0003669996143871	-0.0004599995843994	2.1159961764764907e-07	1.346887169602801e-07	-1.1228237864984282e-07	-1.1736069943432269e-07	1.3773533771713432e-14	1.2607332555266682e-14	0.0	0.0
1149.5055739905565	1.055665479017307	1321363.0646353588	1.1144296035888404	1722.81677396717	-9.811939255873996	2968097.636662647	96.27415196096112	1158.609591640959	1.3081013790560974	1342376.1858424298	1.7111292178884636	1283.2699703899834	1314.085250342364	1.041582	17.928713	0.0763300935999285	0.0381066998498142	-0.1452061607	0.0941944439	-0.0111611136	0.1585038526	-0.0474376303	0.1981192541	0.0067446032	0.1180889447	0.0083542397	-0.0594674366	0.1616368707	-0.0498538628	0.018878002	-0.0084386588	0.0340701793	0.1219278507	-0.0471089381	0.038721636	0.0374801367	0.0575572787	-0.0613630841	-0.0448111336	-0.1738452793	0.0798781173	0.2275044774	-0.0927140438	-0.0190610858	0.0705900612	0.0648820794	0.0182889638	0.0439534939	-0.1889835951	0.176064189	0.1515194174	-0.0541131993	0.0368083026	-0.0344430912	0.1429614031	-0.1439173652	0.0428281781	0.022880191	0.0328433534	-0.0592232521	0.1024106753	0.203422363	0.0213452301	0.0442567354	0.0634249639	-0.105413424	-0.1398050163	-0.0873516884	0.0698685905	-0.0437755916	-0.1055037861	-0.0616846018	-0.1974762951	0.069989457	0.0728011239	-0.0300668011	0.0513405033	0.163216918	-0.1170850928	0.0465239671	0.0364330462	-0.0122065323	0.0768246656	0.0634244034	-0.1174493771	0.0030707101	0.2166016102	-0.0420959191	-0.0533798557	-0.1155982076	0.0717821795	-0.0835531085	-0.0571548435	0.0075677261	0.0364815796	0.1576774325	-0.0146867393	-0.1307411751	-0.0510914674	-0.0280204368	0.0426080897	-0.0182009776	0.1458854101	0.124097542	0.0102769914297482	-0.0055982865123382	0.0001056165528471	3.134081187422892e-05	0.0156882953586148	0.0156600895210772	0.0002452384038081	0.0002461226112591	-0.0600118000351983	-6.657482072110199e-05	4.432206754046871e-09	0.0036014161434646	-9.100466792632192e-05	0.000520995021323	2.7143581224343457e-07	8.281849584380125e-09	6.199316449650993e-05	0.0004289927788836	1.840348043342819e-07	3.843152444291339e-09	0.0001500027723305	0.0001501150547091	2.253452965033105e-08	2.2500831706835816e-08	0.0	0.0
1150.7705842777082	1.2650102871516538	1324272.937638858	1.6002510265995096	1726.129096395468	3.312322428297876	2979521.657423035	10.971479869005131	1159.445370799292	0.8357791583330254	1344313.567867908	0.6985268015038604	1284.968812223172	1314.5509665615589	0.975379	16.789164	0.0455246083942633	0.0235299555181947	-0.1587352867	0.0708184345	-0.0447308264	0.169510795	0.0126553086	0.043023477	0.0691141272	-0.0403348338	-0.0249791424	-0.0523380412	0.1056218324	0.0094158839	-0.1005586743	-0.0778969463	-0.0175459316	0.0440467092	-0.2293592089	0.0278138534	0.0821321502	0.222491496	0.1933039772	0.0046639244	0.1321874677	0.041693003	0.0740904057	-0.0096699211	0.0255252071	0.0800608067	0.0639769043	0.0275248529	0.1617283581	-0.2105860549	-0.0364059638	0.0247616372	-0.0723141241	0.0665994797	0.0020593948	0.1732535044	0.0310418611	-0.1379251471	0.0252175015	-0.1315918392	-0.1045571348	0.0639502365	-0.0012430483	-0.0140230429	-0.0059692963	0.0823110674	-0.2007055781	-0.1059568683	-0.0739243806	-0.0889370313	-0.1376845464	0.0692712646	-0.0376015324	0.0574662298	0.0590967981	-0.0413089924	-0.0132752236	0.1536525443	0.0883791072	-0.1193350847	0.0326082445	-0.0040524829	0.0828268957	-0.1138066798	0.0661180942	-0.1103618861	0.1294235657	0.1763628968	-0.0298775525	-0.049525165	-0.0169141045	-0.0025945238	0.0138586865	-0.1211011479	0.0084704207	-0.1562795326	0.204401868	0.0240669282	-0.1802088092	-0.0062222049	0.1308466592	0.1133118254	-0.0175320312	0.1440342395	0.1170999511	0.0092761077317362	-0.001000883698012	8.604617465077611e-05	1.0017681769461763e-06	-2.3133867443903e-06	-0.0156906087453591	0.0002461952027999	5.351758229120751e-12	-0.0598789385819031	0.0001328614532951	1.7652165771712082e-08	0.0035854872856953	-0.0003830003774133	-0.0002919957094869	8.526149435880369e-08	1.4668928909873025e-07	-7.000004120660819e-05	-0.0001319932057031	1.7422206351785656e-08	4.900005768926844e-09	-1.340243134222564e-08	-0.0001500161747618	2.2504852690175592e-08	1.796251658830722e-16	0.0	0.0
