global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1182.5730019523176	n/a	1398478.904946516	n/a	1832.9281875735423	n/a	3359625.740801631	n/a	1228.3255512745698	n/a	1508783.6599139755	n/a	1361.5200589497883	1371.6984423070255	n/a	n/a	n/a	n/a	-0.0988423328	0.023670908	-0.1096720342	0.1245300047	-0.1249322596	-0.0389678808	-0.1038731751	0.0703570193	-0.0811229349	0.1686891956	-0.0314557465	0.0778400082	-0.0311503036	-0.025988748	0.0787329919	-0.0339901591	0.1297847538	-0.0325159723	0.0017591825	-0.0570015907	0.0280058709	-0.0032567683	0.167696086	-0.0353004986	0.078279836	-0.0573327037	0.0280148908	-0.0175554116	0.1081757435	0.1777543631	-0.2829730015	0.0587779349	0.1326279674	-0.0603940235	-0.108576553	0.0689367237	0.1408650278	-0.1261810221	-0.0643490497	0.0514413425	0.0297142582	-0.0479229127	-0.0080499556	0.2128550538	-0.085629585	0.0777566671	-0.0876991508	0.0592368189	-0.1686478567	0.2646481632	-0.0114079717	0.087447949	-0.0721319723	0.0576631337	-0.1280502589	0.025585233	-0.0906840918	0.0530872298	-0.0451147587	-0.1882571846	0.0154913814	0.0360807911	-0.0005237149	-0.0319193004	-0.1014421199	0.0840237855	0.0643164765	-0.097816723	0.0181891516	-0.1333124429	0.1619268882	-0.0696497843	0.1747890137	-0.0012662603	0.0415564455	-0.1721380371	0.102467294	-0.0834141031	0.0956026181	-0.0085940055	0.1228210635	-0.1870953246	0.0134575677	-0.2025937542	0.1686757523	-0.068437259	0.1436681692	-0.0425468913	0.1206100839	0.1662026393	-0.0453523502	0.153366806	0.1532882396	4.047863801304175e-05	n/a	1.6385201353908686e-09	n/a	5.964832035942891e-05	n/a	n/a	3.557922121701061e-09	0.0636840079747287	n/a	n/a	0.0040556528717253	-0.0003109997671008	n/a	n/a	9.672085513675185e-08	6.45144579980439e-08	n/a	n/a	4.162115290781371e-15	-0.0004149994726559	n/a	n/a	1.722245623046751e-07	0.0
1183.6639326122831	1.0909306599655793	1401060.3053671755	1.1901297048529342	1828.8280065567767	-4.100181016765646	3344611.877566433	16.811484370245367	1228.1533990398357	-0.1721522347340851	1508360.771573102	0.0296363919239395	1361.3865142794318	1379.1985836155786	1.101261	17.808376	0.0415566750704357	0.0291032972621582	-0.0242805635	0.0610505164	0.1099017697	-0.0270585635	-0.0780516092	0.0479036275	-0.0962403184	-0.0431066038	-0.1088365517	0.1371706958	0.0495572057	0.073830144	-0.042814476	-0.0111100792	0.0576418833	0.0194931425	0.1067954253	-0.1116243639	0.0845565097	-0.078382566	-0.0921995157	-0.1773356798	0.211119242	0.1475296922	-0.306894146	-0.0861831539	0.1933208469	0.0433716977	0.0576141619	-0.0402592415	0.0586993981	-0.0455971126	-0.0773293874	0.1364067326	-0.0399393558	0.0604673345	0.0719382344	-0.1113021115	-0.0204787424	0.0237683544	-0.027256382	-0.0309609799	-0.0664160331	0.0838302301	-0.0044393168	0.1525023985	-0.0923824745	-0.194037998	-0.077621323	0.1381361646	-0.0350396505	0.0663058724	-0.0661815371	0.0360679109	0.0292019726	0.2335136955	-0.0920543094	-0.1011815387	-0.0093561075	0.3339114307	-0.1029997296	-0.0429607096	0.0032905749	-0.0303809012	0.079467188	-0.1177786049	0.0784929977	-0.073077274	0.013027789	-0.000986322	0.0160090011	-0.1378758744	0.1918208053	-0.0453376956	0.1189926938	-0.0910056565	0.1496534286	0.0501258044	-0.0682443682	0.0076037107	0.1613975994	-0.1749985026	0.0077255947	-0.1580201726	6.8745e-06	0.0515054493	0.0982806963	0.0008957942	0.0541242457	0.1330044038	0.1423430373	0.1531573254	0.1524510324	-0.0066896842629091	-0.0067301629009221	4.475187553741367e-05	4.529509267294874e-05	6.17584931745796e-05	2.1101728151506904e-06	4.45282930980099e-12	3.814111479194595e-09	0.0407117640497602	-0.0229722439249685	0.0005277239909482	0.0016574477320433	-0.0001090000183391	0.0002019997487617	4.080389849978992e-08	1.1881003997924134e-08	2.0714409298960845e-08	-4.3800048699083056e-08	1.9184442660420467e-15	4.290867526048755e-16	-0.0003799998600317	3.499961262419998e-05	1.2249728838440584e-09	1.443998936241116e-07	0.0
1183.7972766855216	0.1333440732385042	1401375.9922880577	0.0177806418678355	1828.006110144444	-0.8218964123327623	3341606.338725421	0.6755137126054661	1227.9520359289802	-0.2013631108554818	1507866.2025421276	0.040547102413397	1361.502564007546	1374.3841886678804	1.0046	16.245283	0.0349363153328363	0.0214356213825427	0.0480099264	0.0856710504	0.071839738	-0.1502557537	0.0377841505	0.0430803099	-0.1660790331	-0.0307089123	-0.0486362004	0.0118582092	-0.0711214042	-0.0442175224	-0.0373251723	-0.1775593341	0.0602870739	0.0056815415	0.0882881779	-0.0504304262	-0.0168615557	-0.0583403762	0.0301006878	-0.0215743576	-0.0739059645	0.0879379698	-0.1954733528	0.047195719	0.0742015563	0.0071703652	-0.0882680928	0.1404061457	0.1361822981	-0.0102101466	0.0064748255	0.031993008	0.1406239429	-0.0898278828	0.1115345628	0.0815645587	-0.1195267631	0.0844425782	-0.1744752389	0.0115820333	-0.0672439062	0.044706748	-0.001980063	0.0923966717	-0.0974557256	-0.0389185778	0.0743702803	-0.0994519268	0.0211203521	0.1786049406	-0.0750671471	0.0691530964	-0.206452975	0.061064585	0.0348169385	-0.1740610797	0.0026309551	0.0321750245	-0.167339756	0.1428383999	0.0799588515	-0.0801209525	-0.0141464635	0.0538306334	-0.0017736841	-0.1033083901	0.0006874047	0.0560184995	-0.0337688873	-0.1707260592	0.1000325253	-0.1030109529	0.0540491881	0.0392713287	0.1389118943	0.0124470191	-0.0809345582	-0.2308123945	0.1094622751	0.0646094497	0.0144163512	-0.0281823944	0.017977196	-0.100701963	-0.0706963234	-0.1058933987	0.2326248186	0.1247445569	0.0013108789	0.1527386503	0.1507811905	4.256966794002892e-05	0.0067322539308491	1.8121766285243263e-09	4.532324298943355e-05	-0.0026116837002803	-0.0026734421934548	7.147293161744838e-06	6.8208917503098e-06	0.0524397913782763	0.011728027328516	0.0001375466250184	0.0027499317197971	-0.0003589997146115	-0.0002499996962724	6.249984813629226e-08	1.2888079509113844e-07	7.287350012319393e-08	5.2159090824233096e-08	2.7205707556105967e-15	5.3105470202051465e-15	-0.0004059998422688	-2.59999822371e-05	6.759990763295155e-10	1.6483587192229046e-07	0.0
1182.393674594903	-1.4036020906187332	1398054.8017220371	1.9700988287892784	1829.561831177258	1.5557210328140627	3347296.494100681	2.420267931940054	1228.7723158501774	0.8202799211971978	1509881.404199808	0.6728591491192811	1361.592279301458	1367.756424558519	0.990395	16.015572	0.0291156510281907	0.0206874628421598	0.0806224073	0.0995774263	0.0205103389	-0.1493384594	0.0581432535	0.0591735737	-0.1214616334	-0.0022213401	0.028588473	-0.0950587873	-0.0425291978	-0.0818538871	-0.1653337736	-0.1932809116	0.0561178795	0.0040171934	0.0620093724	0.0848067592	-0.1227706437	-0.0821502195	0.1879633943	0.1769195461	-0.0489067794	0.132407115	-0.0597168757	0.0887025989	0.0656912268	0.200885358	0.1840998106	0.1990295353	0.0848898729	-0.0025640358	-0.0271770127	-0.0703757116	-0.0833198653	-0.0055099075	0.1208006618	-0.0033223948	0.0861610685	0.0263163622	0.0501217324	0.0325041994	-0.0860449829	0.0175764966	0.1085810557	-0.0105575826	-0.0665130975	-0.031654258	0.1763485829	0.0668065137	0.0128178774	0.3066808772	-0.0251524773	0.0494411016	-0.0716015362	-0.1001538844	-0.0891723082	0.0070153161	0.2013367667	-0.0186965338	-0.0033821719	0.0079921658	-0.0603211522	-0.0111006443	0.0647693472	0.032193487	0.1877119088	-0.0713915082	0.0134204483	0.079292677	-0.0585617367	-0.0366541156	0.0359727863	-0.1834946088	0.0387249908	0.1503234031	0.1641999807	-0.0854251107	-0.148856474	-0.2323349719	0.0991739384	0.0692790038	-0.0663382466	0.1023641482	0.1192609914	-0.0838149118	-0.1266245037	0.0386235576	0.0909669259	-0.11134717	0.0997256062	0.1521113526	0.148287834	1.114687002257142e-05	-3.14227979174575e-05	1.2425271130010136e-10	9.873922289613714e-10	-0.0038647900581025	-0.0012531063578222	1.57027554401442e-06	1.4936602193207926e-05	0.0343603152312681	-0.0180794761470082	0.0003268674577502	0.0011806312627921	-0.0003299999539414	2.8999760670100027e-05	8.409861189230802e-10	1.088999696013261e-07	3.9595738465791896e-08	-3.3277761657402045e-08	1.1074094209268572e-15	1.567822504651392e-15	-0.0002399999661917	0.0001659998760771	2.7555958857612563e-08	5.7599983772017146e-08	0.0
1181.5275369296412	-0.8661376652617037	1396007.3205230243	0.7501944551849951	1826.141682546647	-3.4201486306110382	3334793.4447342986	11.69741665547056	1228.619889250392	-0.1524265997854854	1509506.8322616452	0.0232338683221645	1361.644398993188	1371.8229521057535	1.006434	16.274942	0.0282112747027703	0.0142846302728654	0.0674286962	0.0764305524	0.0271615217	-0.095137616	0.0627855974	0.1316565161	0.0280072418	-0.0463363501	-0.0657594708	-0.0457896371	-0.0432485995	-0.0155206221	-0.0677500866	-0.0584574516	0.0474361911	0.0149982224	0.052131105	0.1173479216	-0.1718222014	-0.0956587586	-0.0316247644	0.1568437145	0.0154773738	0.1654331399	-0.0079578006	0.1689841408	0.1497496086	0.0596579808	-0.0656221384	-0.1093113454	-0.0685655476	-0.0272934493	-0.005159462	0.0062180617	0.0311693612	-0.02702358	0.0445074983	-0.078596456	0.1922387614	-0.1430885469	-0.0733437461	0.0543676155	-0.1144457609	-0.0124989381	0.097744482	-0.0173915695	-0.1235294628	-0.0671131504	0.2094139182	0.1328597436	0.0628157301	0.0833118673	0.0368213081	0.1141335306	-0.0851478476	-0.0589953143	-0.0129582145	0.1106228174	0.056005674	-0.0112753404	0.1184676269	-0.0626134656	0.1452506214	-0.067615071	-0.0393766539	-0.0119626054	0.0985932739	-0.0416794682	-0.000307812	0.0609152718	0.1614373027	0.0638455427	0.0695436965	-0.0954133079	-0.0721321531	0.1328796115	0.0826131814	-0.1038468315	-0.159915837	-0.0639994062	0.1048084916	-0.009520745	-0.0524913237	-0.0809678668	-0.0206980801	-0.0068782177	-0.144705848	0.0339924067	-0.0419534537	-0.2000665393	0.0337763498	0.151276289	0.1449845808	-0.0020370555103284	-0.0020482023803509	4.149595152159298e-06	4.195132990875386e-06	-0.0131802754376906	-0.0093154853795881	8.677826785731966e-05	0.0001737196606133	0.0408073605002243	0.0064470452689562	4.156439269997056e-05	0.0016652406709952	-0.0003370156721487	-7.0157182073000285e-06	4.9220301964241117e-11	1.1357956327384005e-07	-8.794046898663588e-05	-8.798006472510167e-05	7.740491789033079e-09	7.733526085589466e-09	-0.0003530150167368	-0.0001130150505451	1.2772401649711516e-08	1.246196020416832e-07	0.0
1181.9401438763955	0.4126069467542947	1396982.5037065544	0.1702444925099014	1824.876474224153	-1.2652083224938906	3330174.146176776	1.6007520993078046	1229.015068011257	0.3951787608650647	1510478.0373987146	0.156166253038848	1361.7213943816805	1371.8058786423896	1.003585	16.228867	0.0675272777023152	0.030731716990549	0.0457656099	0.0475794234	0.0463767749	-0.0340464251	0.0599975903	0.0764898285	0.0737363077	-0.0726705816	-0.11246316	-0.0991692432	-0.0867096326	0.0494142703	0.1557225722	0.2056990136	0.0437548821	0.0746832046	0.1675359054	0.0069236946	-0.1672150816	-0.1520184204	0.0134736404	0.011531028	0.0087879313	-0.081596107	0.0453846698	-0.1311520902	0.0048803749	0.0798497003	-0.0863163988	0.0362600227	-0.0678733312	0.1432887719	0.0946171462	-0.1622492743	-0.1072837734	0.0038281235	-0.0778100451	0.1407011418	0.089335035	0.1012666297	-0.1216103827	0.1006381946	-0.0749158637	0.058690061	-0.0618024171	0.1965995017	-0.1227585673	0.0351188698	0.0750631124	0.031701735	-0.1552920032	-0.0011371597	-0.1442054058	-0.0243149113	-0.0174824201	-0.1235516152	0.0842803265	0.0581130816	0.018525984	-0.0557051837	0.2009074786	0.0652357191	-0.0650610969	0.1501408814	0.0937850897	0.0218598264	-0.0103831964	-0.0186418908	0.0291442708	0.0697497709	-0.0009779937	-0.0508579406	0.1247962845	0.0115780094	-0.0125735001	0.0852514763	0.0327899106	-0.0235455793	-0.1184870875	0.1197264332	0.0768677117	-0.0203346168	0.0976735431	0.0266839079	-0.0457697162	0.0688047936	-0.2173903773	0.0329250406	-0.1095269068	-0.0547258455	0.0230038963	0.1502346003	0.1408894722	-3.0878226198183256e-07	0.0020367467280664	9.534648531461709e-14	4.14833723428926e-06	8.707824460429947e-05	0.0132673536822949	0.0001760226737311	7.582620683366211e-09	0.0181830096844493	-0.022624350815775	0.0005118612498352	0.0003306218411847	-0.0006089998948621	-0.0002719842227134	7.397541740501239e-08	3.708808719420489e-07	3.68500674419181e-08	8.79773190540778e-05	7.740008667943e-09	1.3579274704739124e-15	-0.0001210000289807	0.0002320149877561	5.3830954543463234e-08	1.4641007013330241e-08	0.0
1182.5054896495851	0.5653457731896196	1398319.233051405	0.3196158432633688	1825.5231251951125	0.6466509709593993	3332534.68062213	0.4181574782427338	1228.7004499310176	-0.3146180802393701	1509704.795660685	0.0989845364135067	1361.5045601002898	1370.682569636855	0.97159	15.711478	0.0438162833965891	0.0233369818710526	0.0271679701	0.0204925891	0.0701714919	-0.0063357282	0.0287881997	0.0738857438	0.0479706527	-0.0302356662	-0.0635654812	0.0590992934	-0.0548959179	0.0671463914	0.1245779454	0.0975462784	-0.0209722001	0.0265160109	0.0001230214	-0.0806340862	-0.1159162645	-0.0144178708	-0.0232384134	-0.0185012544	0.0443665706	0.0607536672	0.0984987046	0.000326799	0.1520518852	0.041665426	-0.0813611181	-0.0623517881	0.0714553823	-0.0187618093	-0.1984088728	-0.0038870024	-0.089141469	0.0520091172	-0.0842936377	0.1791311237	0.1191316614	0.062149657	-0.0850539282	0.0508213816	-0.0214085352	-0.032358366	0.0040822969	0.0567825306	-0.1460816245	0.0344212945	0.0436077255	-0.0094960476	-0.0103999938	-0.0675686047	0.047499778	-0.0908315186	0.0596082694	0.0704741939	0.069118983	-0.0536762185	0.1388575922	0.1148643053	0.0703070856	-0.0123034063	0.0708059548	0.1687120938	-0.0535365176	-0.0381660079	0.0786372216	0.0116121631	0.0257301459	0.0556075209	-0.1156615845	-0.0243497694	0.0898068738	-0.0563230504	-0.019393359	0.0521713186	0.0156410417	-0.0423000916	-0.0975761901	0.1952394752	0.061013418	-0.0340986136	0.0502933126	0.0499774978	-0.0635932864	0.0423559531	0.1319856654	-0.0173561899	-0.128890417	-0.0548332636	0.0487732437	0.1489877092	0.136024874	-7.1959895819873054e-06	-6.887207320005473e-06	5.178226606406984e-11	4.743362466873697e-11	-0.0170071859048874	-0.0170942641494916	0.0002922138668125	0.0002892443724034	0.010767081882534	-0.0074159278019152	5.499598516322028e-05	0.0001159300522651	-0.0005050177956414	0.0001039820992207	1.081227695834352e-08	2.550429739144989e-07	-0.0001319317328563	-0.0001319685829237	1.741570687890055e-08	1.740598213446611e-08	-0.0002710334315935	-0.0001500334026127	2.251002189957453e-08	7.345912104134844e-08	0.0
1183.2405310704848	0.7350414208997336	1400058.154367963	0.5402858904382993	1827.8141948512343	2.291069656121863	3340904.730899666	5.249000169202351	1230.1102663652086	1.4098164341910433	1513171.267417085	1.9875823781151485	1362.7018014677278	1368.0646173724303	0.980988	15.863456	0.0276206381412203	0.0160424016425078	0.0197894504	-0.0110717641	0.0328018243	-0.0514574795	-0.0003590245	0.0411013762	0.0121988027	-0.0639111654	-0.0950089237	0.1084751417	-0.0226204089	0.0730988856	0.2375689662	-0.0433920524	0.0525331351	0.0748129167	0.0037440236	0.0472702774	0.0677373455	-0.0796644406	-0.209791064	0.075449465	0.0244969755	-0.0292418799	0.0894625301	0.0262950459	-0.0887532454	-0.0202447217	0.1031311597	-0.0014818589	0.1363954265	0.1512854172	-0.1812251036	0.1856054746	0.0131729061	0.0039024266	0.1875406371	0.1576178179	-0.0775046195	0.0880166866	0.0386848095	0.0149632309	-0.061723478	-0.0229320689	0.1282681391	-0.0200862917	-0.0714114457	-0.1190294873	-0.0263151859	0.0354905481	-0.1260367706	-0.1019396214	0.0359842598	-0.1104613148	-0.106750929	-0.0394625999	0.0686605633	-0.0980708193	-0.0655966739	0.0311061311	-0.1168391857	-0.0050077691	0.0597950698	0.2020993852	-0.0121408805	0.0791709845	-0.1232804357	-0.0262801726	0.0304548735	0.0296056484	-0.0244795761	0.1558035793	0.066767203	-0.0662759227	-0.009236759	-0.0217951179	0.1028774354	-0.0350331968	-0.1066837485	0.2481677734	-0.0092964799	-0.1258336276	0.0068073033	-0.0238060769	-0.1037876908	0.0903196844	0.1733288502	-0.0242612809	-0.1298655749	-0.1636021793	0.0010938534	0.1475373187	0.1304173552	-4.274262833803277e-05	-3.554663875604547e-05	1.8269322772432023e-09	1.2635635268527934e-09	-0.0168749284639062	0.0001322574409811	1.7492030694895518e-08	0.0002847632106619	0.0213200390259373	0.0105529571434033	0.0001113649044705	0.0004545440640674	-0.0006059995849832	-0.0001009817893418	1.0197321778671678e-08	3.672354969998106e-07	5.02935721957698e-08	0.0001319820264284	1.7419255300172162e-08	2.529443404211109e-15	-0.0001659997090022	0.0001050337225912	1.103208288138616e-08	2.7555903388815083e-08	0.0
1184.5450672631682	1.304536192683372	1403147.0163775038	1.701814678020828	1831.366927850442	3.552732999207592	3353904.824424365	12.621911763658572	1232.215929900951	2.105663535742451	1518356.0979016656	4.433818925755401	1365.249697311457	1370.8639214601233	1.005154	16.254232	0.037082906425473	0.0199938316474773	0.0067154055	-0.0503795983	0.0203836746	0.0425543787	0.0512331466	-0.0827887976	-0.0410549787	0.0248957928	0.0190409732	0.0992900482	0.0338655097	0.1105968692	-0.0497185781	0.0386893784	0.0705559708	0.0308026785	-0.1764905721	0.0877277558	0.0133216617	0.068992904	-0.1419695176	-0.1610133185	-0.0783859128	-0.1197830182	-0.0287615991	-0.0727060754	0.0937244699	0.1023763747	0.2075003772	0.0351344425	0.0992797409	-0.1095968266	0.0330771084	-0.020186829	-0.0485341626	-0.0559723923	-0.3448652371	-0.0013234781	-0.0795120261	-0.0198011642	0.0349073135	0.0316523203	0.0075489163	0.0421326931	0.005199825	-0.1720384091	-0.0868791778	-0.0953173059	-0.0786313205	-0.0582032886	-0.067431049	-0.0786634458	-0.1012399548	0.0333229936	0.1371855114	0.0261251265	0.2034633036	0.1202221521	-0.0453132258	0.0706710877	-0.2245988205	-0.16863551	-0.052256315	-0.0380983034	-0.0322355965	-0.0222143922	-0.0976648155	-0.0436825617	0.0107132404	0.0036409614	0.1073116693	0.2101025351	0.0951334106	0.0062021441	-0.0081664204	-0.0499528572	0.0307678334	0.0526912718	-0.0494212691	0.1376643608	-0.0303831778	-0.0840401393	0.1321036802	-0.0191109727	-0.0914746233	0.0946605861	0.1249666237	0.0911698091	-0.0469515749	-0.0332618609	-0.0749900417	0.1458854101	0.124097542	-1.2902850599516569e-05	2.9839777738516204e-05	1.6648355359344507e-10	8.904123354840473e-10	-0.0054786306127709	0.0113962978511352	0.0001298756047117	3.0015393391190445e-05	0.0385261792030178	0.0172061401770804	0.0002960512597933	0.001484266483983	-0.0005160001038322	8.999948115100001e-05	8.099906607449206e-09	2.662561071548412e-07	6.319230116957898e-08	1.2898728973809184e-08	1.6637720913978452e-16	3.993266927106773e-15	-0.0002449999015126	-7.90001925104e-05	6.241030416680261e-09	6.00249517411837e-08	0.0
1183.322748076546	-1.222319186622144	1400252.7261154288	1.49406419398462	1831.9207370945664	0.5538092441245226	3355933.5869971	0.3067046788777751	1230.224125330712	-1.9918045702390828	1513451.3985457155	3.967285446025297	1364.279955140837	1379.0064117076786	1.091838	17.656	0.092015801326878	0.0558781570854615	-0.0765527337	-0.0293702989	-0.080374056	0.1317092877	0.0058164116	-0.0463277886	0.0496211825	0.1337393714	0.1230819227	-0.058864945	-0.0449495507	0.0769570475	-0.0020957533	0.2814325187	-0.1122081919	-0.0418545536	-0.0702663405	0.0437191299	0.138998539	0.0612504728	-0.0725771129	-0.058275518	0.1160282517	-0.2731066906	0.0758528157	0.1822030249	-0.1119861058	-0.0850441977	0.0147887369	0.2282457406	0.1704471932	0.042720678	0.1041103037	-0.0393941456	0.1013617304	0.0508999162	0.0720026357	-0.3125331638	0.2852162314	0.0543944055	0.1100565113	-0.0231290587	0.0502796402	-0.0242521643	-0.1588635455	-0.0108118023	0.0743032879	0.041854606	-0.2129619593	-0.1446052806	-0.0273642332	-0.0814464946	0.0951866857	0.2401055581	0.0326444847	-0.1006184014	0.1339515583	-0.0189836144	0.1108867237	0.0394819503	-0.035941253	0.1801305669	-0.0092996942	0.1704940267	-0.1121286943	0.0146245176	0.0190284766	0.0189385723	0.0721205314	-0.0225418975	-0.0193646929	0.0964673797	0.1561571627	0.134213651	0.1350700865	-0.076086434	0.0140996758	-0.1060025487	0.227560772	0.0202917909	-0.1285778428	0.0648560045	0.2032270469	0.1473872635	0.1155272861	0.0366869898	-0.005853498	0.0976354556	-0.0642397305	-0.0878998419	-0.0250246794	0.1440342395	0.1170999511	6.473856998923111e-06	1.937670759843968e-05	4.191082444250575e-11	3.7545679735543004e-10	0.0002100944933829	0.0056887251061538	3.236159333338456e-05	4.4139696149817417e-08	-0.0191755314483543	-0.0577017106513721	0.0033294874120946	0.0003677010063268	-0.000948000452001	-0.0004320003481688	1.866243008179644e-07	8.987048569941002e-07	1.8246494404294824e-07	1.1927264287336925e-07	1.4225963337998282e-14	3.3293455804596243e-14	-0.000385000057936	-0.0001400001564234	1.9600043798576463e-08	1.4822504461072337e-07	0.0
