global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1376.2757601941166	n/a	1894134.9680978933	n/a	2056.293083065846	n/a	4228341.243464443	n/a	1392.1522674560547	n/a	1938087.9357830344	n/a	1547.668986820974	1496.8606425481255	n/a	n/a	n/a	n/a	-0.1096039041	-0.031981122	0.1946588653	-0.1407868986	0.035054224	0.0357015034	-0.1772167595	0.1225393056	-0.0316634548	0.0103500485	-0.2204867574	0.1190879298	-0.0053573545	0.0226188239	-0.0537356113	0.040829366	0.2800478743	-0.1625758592	0.1159799806	-0.0475212085	0.0459323567	-0.2323399207	0.0692727409	-0.0320465388	0.016018288	-0.0808571973	0.0314116667	-0.0274779466	-0.1667871348	0.0354556136	0.0736143651	-0.018622778	-0.2105920342	0.0253811758	0.0686162319	-0.010821245	-0.1563094731	0.1603624428	-0.0612696259	-0.1400144012	-0.1165460153	0.0316538428	-0.082702852	0.0582649122	-0.0276484569	0.1005087173	-0.0357504826	0.0015513736	-0.1052256356	0.2827567113	-0.3055247756	0.0144848067	-0.0818879063	0.0457758881	-0.1221092743	0.0164817108	0.0258434675	-0.2096491043	0.022676795	0.1104518824	-0.0398220337	-0.0017138861	0.1431524787	-0.0924045798	-0.064231156	-0.0562623827	-0.0820090838	0.1405173539	-0.063108848	0.0728675867	-0.1539473353	0.0829569195	-0.1219690108	0.2241316795	-0.1562041907	0.1061099054	0.082784076	-0.0064889156	0.0461371105	-0.0773923419	0.0677944032	-0.1410426787	0.0555154405	-0.1088184413	0.0636691534	-0.1454246468	0.0526517582	-0.0221917004	-0.0239229461	-0.034141655	0.153366806	0.1532882396	-2.430235225858724e-05	n/a	5.906043253004604e-10	n/a	0.0577763585524735	n/a	n/a	0.0033381076075839	0.0187223448869389	n/a	n/a	0.0003505261980654	0.0012530132133306	n/a	n/a	1.5700421127810758e-06	0.0001919299145964	n/a	n/a	3.68370921169814e-08	-0.0001126200939556	n/a	n/a	1.2683285562568172e-08
1375.768219784388	-0.5075404097285627	1892738.1945687043	0.2575972675074373	2058.924400267054	2.631317201207821	4239169.686015047	6.923830213372161	1391.08160507679	-1.0706623792646042	1935108.0319830184	1.146317930372543	1546.5656074688077	1507.2911526173202	1.01872	16.735447	0.0252875803603317	0.0129072087629145	-0.1189499464	-0.0697063957	0.1485205543	-0.1466190146	0.0293986368	0.0078975856	-0.1119514811	-0.0298007883	0.060257562	0.0279980819	-0.201497198	-0.0151148962	-0.1306410905	0.1052890688	-0.0841724891	-0.1408409075	0.1013021054	-0.0085725017	-0.096599705	-0.005833466	-0.0895147927	0.0215477423	-0.0645101646	-0.0629262151	-0.0780025104	-0.060966152	0.1143228506	0.0997007297	-0.0971244641	-0.0185155996	0.0667916265	0.0460848177	0.1718872788	-0.0617835125	0.0208073941	0.2327186419	0.0792615357	0.1582101919	-0.0040161131	0.0071444432	-0.1166179633	-0.0072891655	0.0718080922	-0.0374088246	-0.1082950593	0.2045802884	-0.0663618103	0.0243675783	0.0235092939	0.1341846612	-0.0690925898	-0.0476693033	0.1115995793	-0.0211345464	0.0761038054	0.0736517917	-0.034824254	-0.0056583817	-0.2891638688	-0.0740113082	-0.0259873883	-0.1630075404	-0.0535411407	0.0214595613	-0.0363155206	0.0538993773	-0.0723031152	0.1596723429	-0.0276804472	0.0822053445	0.0239662388	0.0039939527	-0.0053739101	0.2445799787	-0.1915479011	0.0495782408	0.0988820583	0.0756210622	0.0324362529	-0.0788217031	0.0096459035	-0.0710946655	0.0948865614	-0.0666590409	0.1027665811	-0.1095778831	-0.0506798926	-0.066339842	0.0390581631	0.010600077	0.1531573254	0.1524510324	-0.0079895370556215	-0.0079652347033629	6.383270236314907e-05	6.344496387965687e-05	0.0580176254480733	0.0002412668955997	5.8209714912364596e-08	0.0033660448626329	0.0276243715139798	0.0089020266270409	7.924607806854522e-05	0.0007631059015423	0.001207003468863	-4.600974446760005e-05	2.116896585973853e-09	1.4568573738473148e-06	0.0001970000511153	5.070136518900003e-06	2.570628432028344e-11	3.8809020139430815e-08	-1.1893225553710498e-07	0.0001125011617	1.2656511383863698e-08	1.4144881407143232e-14
1375.7245253391402	-0.0436944452478655	1892617.969619603	0.0019092045455187	2049.7490313795747	-9.17536888747918	4201471.091641504	84.18739422132093	1391.969652056694	0.8880469799039474	1937579.5122468336	0.7886274385165221	1545.9066230338572	1522.9250943778125	1.034028	16.986923	0.050657683336204	0.0331844607810423	-0.1127607747	-0.0572374168	0.0608526336	-0.0982220111	0.0422157253	-0.0552515809	-0.1114280512	-0.0010946788	-0.0353422219	0.1066777574	-0.1749058437	-0.142272699	-0.1162297183	-0.014953367	0.1465482238	-0.2058631089	-0.0796199113	0.0627578659	-0.0035574907	0.1644699882	0.04772085	-0.0718703076	-0.1990458459	-0.0649919724	-0.1247271778	-0.0320475208	0.0567496233	-0.2144403821	0.0729392549	-0.0223993482	0.224530295	0.2337410767	0.0198884412	0.0999482213	0.2266507098	-0.058119532	0.1426383667	0.0237955573	-0.0548404007	0.0469051202	-0.1235981356	0.0593198456	0.1632197299	-0.1995817678	0.1611381624	0.0849614968	-0.0194293585	-0.0660470485	-0.0379127343	0.0802190537	-0.1897319711	0.1510619138	0.3184554211	0.069670924	0.0493732901	0.0276229161	-0.0833215434	0.0054029286	0.1451645419	-0.27603713	0.1382071682	0.0410743678	-0.1311704359	0.0859878338	0.0986899642	0.0925001913	-0.0467977276	0.1724892502	-0.0344229294	0.0375231548	0.011584205	-0.1797674841	-0.1329319159	0.1821791545	-0.1391718728	0.0413185367	0.0892375784	0.0547188919	0.028704338	0.0345972734	-0.1442272259	-0.0050475053	0.2027209402	0.054833954	0.091438685	-0.1704162657	-0.1069876849	-0.1889462033	0.2086292922	-0.1066975748	0.1527386503	0.1507811905	-0.0046452393144136	0.0033442977412079	2.157824828817373e-05	1.1184327381848264e-05	0.066726527275307	0.0087089018272336	7.584497103639441e-05	0.0044524294422222	0.0131213295365313	-0.0145030419774485	0.0002103382265996	0.0001721692888062	0.0016749976260604	0.0004679941571974	2.190185311709048e-07	2.805617047307976e-06	0.0001829996830082	-1.4000368107099993e-05	1.9601030713430263e-10	3.3488883981101695e-08	-1.5324275731676797e-07	-3.4310501779663016e-08	1.177210532372259e-15	2.3483342670045843e-14
1376.6416277871508	0.9171024480106098	1895142.1713564564	0.8410769001470533	2041.045667491976	-8.703363887598698	4165867.416787766	75.74854295995712	1391.287142276764	-0.6825097799301147	1935679.9122646444	0.4658195997002536	1545.438363684573	1514.544362351526	1.082621	17.78521	0.0660793555782658	0.0319556998519629	-0.0992797092	0.022483506	0.0148030573	-0.1011907278	-0.0815622301	-0.0025503395	0.0393365301	0.0744934143	0.036265383	0.1810119205	0.0515970965	-0.0160656251	-0.1281855712	0.0466839946	-0.1162249184	0.0130049484	0.0889299355	0.0246454973	-0.00936824	-0.050951619	0.0583728747	-0.07418134	-0.1027921705	-0.2367099083	-0.1042066943	0.1162028353	0.0822799447	-0.0026930438	0.0541422001	-0.2902607891	-0.1813912843	-0.0017646485	0.0028963611	0.0220419154	0.1785481921	0.0561329762	-0.0896039504	-0.0707984866	0.2044729449	0.0490553533	-0.0865175596	-0.0433321972	-0.143511604	-0.1157819613	0.1087773677	0.0786883686	-0.1623098471	-0.0294737696	0.0236626391	-0.0963092515	-0.3082381635	-0.1150884142	0.0363201857	-0.049023268	0.0808591576	0.078575283	-0.0113575316	0.0114336672	-0.1311190504	-0.0475045893	0.0765739013	0.0559766785	0.0542188417	-0.1956784218	0.0887522247	0.1216991344	-0.0395426609	0.1260146315	0.0420580849	0.072147717	-0.1865985943	-0.0178513904	-0.1529127273	0.015533415	-0.0566837685	0.0772411412	0.0881142219	-0.0956098535	-0.045457223	-0.1332673666	0.0286165455	0.1252551218	-0.1475786116	0.2201507342	-0.191504412	-0.0058228394	0.0389316434	0.0455077763	-0.0546894429	0.0301327476	0.1521113526	0.148287834	1.9008816309451504e-05	0.004664248130723	3.613350974864695e-10	2.175521062495348e-05	0.0411412180831263	-0.0255853091921806	0.0006546080464594	0.0016925998253633	0.003045985151644	-0.0100753443848872	0.000101512564474	9.27802554403572e-06	0.0012510036817867	-0.0004239939442737	1.7977086478076957e-07	1.5650102118438787e-06	9.200018322719215e-05	-9.099949978100784e-05	8.280908960393648e-09	8.464033713836928e-09	-5.7609402528578323e-08	9.563335478818964e-08	9.145738548043754e-15	3.3188432596997666e-15
1379.0915572710912	2.449929483940423	1901893.5233364035	6.0021544762805865	2058.472858303883	17.427190811907167	4237310.508373759	303.7069795946216	1394.3144894838333	3.027347207069397	1944112.8955845628	9.164831112150878	1549.0872403779133	1510.8566588060155	1.15717	19.009893	0.0333056659617709	0.017144792304294	-0.0498764352	0.0875383888	0.0703708019	-0.0626089932	-0.1007355688	0.1218419346	0.0311873637	0.0850828725	0.1151971449	-0.2500750377	-0.0502815788	0.0979873109	-0.0556046809	0.0156322435	-0.066817767	0.0970322614	-0.0122690482	-0.015984468	-0.0735837489	-0.1851523002	-0.0546556	-0.1020689873	0.119478608	0.2316645093	-0.0384656492	-0.0192894335	-0.0325605692	-0.0531005708	-0.0728834107	0.0058973006	0.0675485503	0.1525400087	-0.0426455619	0.0250631818	0.0194609604	0.0054048858	-0.1281650593	-0.0656809267	-0.0734693063	0.0889174472	-0.0673608217	-0.086025288	-0.1110952922	0.0318809911	-0.0709419768	-0.0698116855	0.0160599599	0.1998286831	-0.1595207946	0.087996378	-0.0119667338	-0.0209230912	0.0946046264	-0.0287763042	-0.0162083458	0.1163616493	0.0182346021	0.0631889268	-0.1545582967	0.0872621537	-0.0485081318	-0.0208786829	0.1274882212	0.0211478212	0.1280443016	-0.1342328946	-0.033819694	0.0968962181	0.0911777906	-0.0001005866	-0.1435793967	0.0528740218	-0.0541264986	-0.0717060645	-0.1213124559	0.1662494175	-0.151598043	-0.0392641466	0.1626978221	-0.1546306255	0.0432399879	0.0732247273	-0.1041784741	0.0204441877	-0.0279769944	-0.0699537217	0.1107402389	0.1573916586	-0.1006221467	0.0212801573	0.151276289	0.1449845808	-0.0052714130509912	-0.0052904218673006	2.778779555416035e-05	2.798856353401291e-05	0.0519451061100397	0.0108038880269134	0.000116723996498	0.0026982940487832	-0.0006659469625844	-0.0037119321142284	1.377844002064012e-05	4.434853569753883e-07	0.0012509978345143	-5.847272399996453e-09	3.4190594519760276e-17	1.5649955819594677e-06	-5.70756937519068e-05	-0.000149075876979	2.2223617097087447e-08	3.2576348172614523e-09	-0.0001209643642176	-0.000120906754815	1.4618443359911796e-08	1.4632377410568186e-08
1377.5340762883425	-1.557480982748757	1897600.131335577	2.425747011624034	2053.033223199063	-5.439635104820354	4214945.415559133	29.589630073593945	1396.195307970047	1.880818486213684	1949361.3379975744	3.537478178083134	1552.0636299640023	1530.6942220017545	1.139079	18.7127	0.0418295259052119	0.0229748235404627	0.00011768	0.1171450589	-0.114381477	0.0325966534	-0.1270395023	0.0417624799	-0.0198565036	0.0717984579	0.091296935	-0.2698917819	-0.1325952474	0.0037306421	0.03877607	-0.0236951089	-0.0931917754	0.0352101791	0.0429128437	-0.0400644796	-0.0898161898	0.0529767684	0.0598492275	0.029841321	0.1751066884	0.2559668908	0.2348675983	-0.1798441152	-0.0248574276	-0.0298484009	0.057663502	0.0579983893	0.0908627004	-0.0474342241	0.0717140985	0.1139361436	0.0447579208	0.0989423408	0.0212914584	-0.168503298	0.1786623879	0.0912479992	0.0450166498	-0.1179051207	-0.0463376855	0.0258541083	-0.176863905	-0.0017373813	0.2108563659	0.1694218305	-0.2616126623	0.0329706221	0.1132086763	0.1303701191	-0.0039269166	-0.0024215031	-0.03865633	0.076388104	0.0177129542	-0.0266643439	-0.0012526159	0.053830198	0.204827128	0.0737229211	-0.2426306404	0.0286642182	0.0323447501	0.0773024945	0.0051864946	0.0749333672	0.1365076	-0.0059674249	-0.0009817955	-0.008330694	0.0426949954	0.0352033606	-0.1512976489	0.1587427577	-0.2762551411	0.0213915986	0.1593601038	-0.0240015521	0.0203008086	-0.0789784948	-0.0373074922	-0.0281642789	0.0228595031	0.1787424805	0.1914858014	0.0472367778	0.0529309425	0.1170543775	0.1502346003	0.1408894722	-2.6032564520050983e-05	0.0052453804864711	6.776944154906171e-10	2.7514016447852308e-05	0.0481137886905855	-0.0038313174194541	1.4678993168613149e-05	0.0023149366621623	0.0175381814898969	0.0182041284524813	0.0003313902927144	0.0003075878099725	0.0012510024139298	4.5794155000174205e-09	2.0971046321799797e-17	1.5650070396581864e-06	0.0001130000608757	0.0001700757546276	2.892576231214992e-08	1.2769013757911903e-08	-7.07073245999508e-08	0.000120893656893	1.4615276276962417e-08	4.999525752082808e-15
1376.6448232579612	-0.8892530303812691	1895150.9694029435	0.7907709520422703	2041.4258671119564	-11.607356087106382	4167419.5709138033	134.73071533288558	1393.2644701004028	-2.930837869644165	1941185.8836441564	8.589810618140348	1547.9622285591315	1534.513454987764	1.175003	19.302864	0.0461229962783809	0.0224875123457672	0.1151999284	0.0584997123	-0.1857501158	0.1296951732	-0.025578318	-0.096289867	-0.1193623713	-0.0244572159	0.010628889	-0.0997189824	0.0265164611	-0.0881422165	-0.101389025	-0.0351206871	-0.0401104078	-0.1497450611	-0.0489077754	0.0815200098	-0.1870191028	0.1847688118	-0.0097182915	-0.0922678245	-0.031376865	0.0107006309	0.1253685028	0.0073476035	0.0652463401	0.1037051662	-0.0289954744	0.160364795	-0.2267317488	0.1093090281	-0.0547879739	0.0848331291	0.1336943843	0.2201324825	0.025781055	0.0035679498	-0.1226765516	-0.081162387	0.1063823706	-0.0439800887	0.0757593845	-0.1580694638	-0.0146825836	0.0390202198	0.1453920841	-0.0838176073	-0.1159544709	-0.0620837984	0.047337712	0.2224538918	0.0230272822	-0.2050156063	0.1176355671	0.1152282784	0.1366534667	-0.1517321449	-0.0266153392	0.0396559104	-0.0657282645	-0.1578876428	-0.1639096516	0.0298386956	-0.1373039255	0.0408356901	0.1202671982	0.0509281428	0.1168000594	0.0128663365	0.0829925258	-0.0718056889	-0.0029301704	0.1537205597	-0.0047392266	0.0310726012	-0.1659172724	-0.0312755104	-0.1531223894	0.0862382694	-0.0582051646	0.0176092618	-0.1100207315	0.2293704343	0.0696768787	0.0317289253	-0.0165526099	0.0821393321	0.2243983416	0.1248765034	0.1489877092	0.136024874	-0.0071124742041774	-0.0070864416396573	5.058728930508895e-05	5.021765511226954e-05	0.0331319570269528	-0.0149818316636327	0.0002244552799974	0.0010977265764358	0.0306423445582311	0.0131041630683341	0.0001717190897214	0.0009389532800253	0.0013149985375905	6.399612366070014e-05	4.095503843595625e-09	1.7292211538651538e-06	4.3943163650084216e-05	-6.905689722561578e-05	4.768855054429261e-09	1.931001631578083e-09	-8.602888457341792e-05	-8.595817724881796e-05	7.388808235939206e-09	7.400968980946463e-09
1376.6763997813514	0.0315765233901856	1895237.9097149435	0.0009970768294109	2052.4111461952084	10.985279083251951	4212391.513026329	120.67635653693289	1392.1029796600342	-1.1614904403686523	1937950.7059783456	1.349060043067766	1547.206743531187	1507.746257762553	1.341066	22.030928	0.064157433239887	0.0307000921503442	0.1698651615	-0.0144404119	0.1396012007	0.1436491712	0.0958515282	0.0176758537	0.0820206918	0.0461110465	0.0033735086	0.0630576658	0.0170619391	-0.1874819882	-0.0410606005	-0.1872097641	-0.0210314211	-0.1438938215	0.0594541314	-0.0246807724	0.120803099	0.0976508844	0.0731870578	-0.0105361022	-0.0588130098	0.0251925755	-0.0680816163	0.0393034209	-0.0319575421	-0.0192034061	0.1018046934	-0.1019270079	0.081234641	-0.1582971109	-0.0315922644	-0.05076239	0.0320988644	0.0278474746	0.0372945415	0.1114845053	0.0241096478	0.112456706	0.1367314087	0.0927077105	0.0611964447	-0.1276622622	0.1544723812	0.0462987418	0.0524169052	0.0260375635	0.0907944557	0.0850997481	-0.2136792587	0.0538904961	-0.0872093081	0.0450490889	-0.1241390959	0.0031200333	-0.0359526115	0.0548900273	0.1959097033	0.0197410514	0.0182847423	-0.1440301557	0.1455907969	0.0838189809	0.1557170101	-0.2023647597	0.179318803	0.0712627904	0.039585258	-0.0598288964	0.0023018284	-0.0590784509	-0.0945456649	0.0462251259	0.157303984	0.1596819532	0.0343092709	0.0169748248	-0.1655720089	0.1191637562	0.0189588394	0.2006206315	0.0504134987	-0.0366155298	-0.1257651364	-0.0698178226	-0.0633466809	-0.0404900097	0.0717996327	-0.2621219848	0.1475373187	0.1304173552	-5.006997483292253e-06	0.0071074672066941	2.5070023797694956e-11	5.051609009423215e-05	0.0577183712095887	0.0245864141826359	0.0006044917623601	0.0033314103750878	0.0176304915534331	-0.0130118530047979	0.0001693083186184	0.0003108342324156	0.0014629959646248	0.0001479974270343	2.1903238408772966e-08	2.1403571925084493e-06	-5.8164564573415234e-05	-0.0001021077282234	1.0425988162964028e-08	3.38311657201499e-09	-0.0002249577062308	-0.0001389288216573	1.9301217487108675e-08	5.0605969592622906e-08
1377.3951347029606	0.7187349216092116	1897217.357103387	0.5165798875405996	2049.8572753531034	-2.5538708421049705	4201914.849318049	6.522256278153951	1392.826781630516	0.7238019704818726	1939966.4436272213	0.5238892924734415	1548.6187064132475	1528.1916489657806	1.124738	18.477108	0.0215488917598251	0.0141208774794739	0.1244045272	-0.1249421866	-0.0275530714	0.0413087206	0.1146852421	-0.0157752827	0.2354166245	0.0438340613	0.1578564371	0.1869234692	0.0671631554	-0.0398751826	0.0930365792	-0.1185663092	0.065809753	0.0652268865	0.087471747	0.1111865316	0.1655087596	-0.1161658326	-0.0641726552	-0.0941016595	-0.1055558602	0.0765259859	-0.1026056814	0.0407970926	-0.1241441583	-0.099134212	-0.0747766315	-0.2001798858	0.0551231744	-0.1499717141	-0.0726610367	0.125999917	-0.1488196824	-0.0068970354	0.0525267952	-0.20312518	-0.0454109497	0.000181544	0.1028222814	0.1393320002	-0.1494372893	-0.0276107397	0.0203604385	-0.0928462269	-0.0326024995	0.2151421718	0.21191216	0.1269200475	-0.0714383824	-0.1316061651	0.010289172	-0.1538238438	-0.0393985212	0.0044386232	-0.163809489	0.0686295441	0.0994891193	0.1479496545	-0.0250206972	0.1063361786	0.09762261	0.0206884241	-0.1747467617	0.0605767583	0.1590898794	0.0827323951	-0.0520026651	-0.0576888688	-0.1042009985	0.0960072309	-0.0459446215	0.0318664306	0.1733847828	0.0918695325	0.0267014848	-0.0832931032	-0.1513021931	0.1002700325	0.0157036317	0.1124681908	-0.0112421247	-0.2334209531	-0.2458371333	-0.006901603	0.0686698052	-0.0505505602	-0.189146516	0.0933155442	0.1458854101	0.124097542	-2.828786307418341e-07	4.7241188525504185e-06	8.002031973037494e-14	2.2317298933022283e-11	0.0512098243788159	-0.0065085468307727	4.236118184836259e-05	0.0026224461129091	0.0176015664374773	-2.8925115955799607e-05	8.366623330564531e-10	0.0003098151410529	0.0014870017905626	2.4005825937799827e-05	5.76279678955943e-10	2.2111743251363783e-06	-6.999452434097719e-06	5.116511213931752e-05	2.617868700228936e-09	4.8992334377196486e-11	5.2695769617435925e-09	0.0002249629758077	5.060834048428359e-08	2.7768441355738826e-17
1377.2306115122844	-0.1645231906761637	1896764.157286501	0.0270678802702653	2047.473559707892	-2.383715645211396	4192147.977702907	5.682100277225581	1392.5407880544662	-0.2859935760498047	1939169.8463953536	0.0817923255417554	1547.93215367145	1527.64262672515	1.125243	18.485401	0.0408826854427743	0.0212335697594007	0.0612417664	-0.216329133	-0.1786091204	0.0101562485	0.1164462842	-0.055957622	0.2615015055	-0.1101527848	0.093445488	-0.0605534868	0.0297840179	0.0730224883	0.0582505795	-0.07721474	0.2077766798	-0.0434267235	0.0175455876	0.0948364323	0.186263893	0.0328195358	0.0523869329	0.0745309363	0.1737899721	0.02173568	-0.0157350724	-0.0698410532	-0.1307100804	0.0403365733	0.0610349265	0.0653704946	-0.2095316889	-0.0638934394	0.0666750719	-0.2451571099	0.0384957746	-0.037358362	0.0790114775	0.1212003084	0.1201273535	-0.2044728647	0.0333601668	0.2071790503	0.0599830087	0.0715032861	-0.0877413724	-0.1660177417	0.0902138522	0.0789908654	0.1993442371	-0.0501762623	0.119564758	-0.1253479811	-0.1126603614	0.1665233864	0.0771453533	0.0320905729	-0.0566557364	-0.1196763358	-0.0421453268	0.0221186921	-0.1139058079	-0.0312760452	-0.099937216	-0.1188553017	0.1186908898	-0.0415168083	0.1149803228	0.114586698	-0.1259950032	-0.0461299586	0.0551613017	0.1230703265	0.1933056591	-0.0962046114	0.0789926238	0.074057847	-0.0731125688	-0.0204801106	-0.0635288698	-0.0119561581	0.0461294411	0.0637715787	-0.0989044369	-0.2607999884	0.0433596501	0.2513803517	-0.176690512	-0.020353348	-0.0896791473	0.0415244297	0.1440342395	0.1170999511	-0.0077154164395807	-0.0077151335609499	5.952765083615213e-05	5.952328586329639e-05	0.0413948597037858	-0.0098149646750301	9.633353157208878e-05	0.0017135344098961	0.0266024566215463	0.009000890184069	8.101602410566969e-05	0.0007076906983012	0.0012509994462125	-0.0002360023443501	5.5697106538743176e-08	1.5649996144239814e-06	-5.800004571110407e-05	-5.100059327700635e-05	2.601060514606625e-09	3.364005302490162e-09	3.6272404360378034e-08	3.100282739863444e-08	9.611753067095184e-16	1.3156873180827714e-15
