global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1267.9014221626169	n/a	n/a	1607574.0163219864	1761.9899948582504	n/a	n/a	3104608.7419805774	1232.3752731036884	n/a	1518748.8137573907	n/a	1362.5769555331406	1299.9898948145849	n/a	n/a	n/a	n/a	0.0269924037	0.1361279862	0.0306740083	-0.0550781211	0.0732271556	-0.1260110506	0.0267568971	-0.061499548	0.0028047877	-0.0053322567	0.0923061065	-0.2160455168	0.0649346703	-0.0778448212	0.2149038482	-0.0476408646	-0.033041493	0.0084243893	-0.0475623483	0.0620181735	-0.0882387472	0.0417785281	-0.0697013992	0.1515405872	-0.0478395124	0.0572575006	-0.0636814878	0.1215468517	-0.1420065958	0.1110547295	-0.1431483258	-0.176193348	0.0336057728	-0.0350048568	-0.0127427266	-0.0954784325	0.0378840933	0.1546466765	-0.094525538	-0.1304682905	0.1072686569	-0.1244291384	0.0647234918	-0.0673260603	0.0484339383	-0.1527128287	0.0062385036	-0.0549852005	0.1851805458	-0.1765178242	0.1056466956	-0.0783462638	0.1439785056	-0.1030235254	0.0558562865	-0.09960606	-0.1142252319	0.15587691	-0.0522091116	0.1291927248	-0.2524142001	0.1651676029	-0.0172066915	0.1552975999	-0.1368270293	0.0769788381	-0.0301378341	0.0908539237	-0.0433670758	0.0297165601	-0.0579400689	0.0483521186	-0.0447814171	0.0332230904	-0.178596735	0.0511133363	-0.2841024633	0.2595318627	-0.1081610769	0.047335844	-0.0460938786	0.0136431453	-0.1315799786	0.2145471091	-0.1255531026	0.153366806	0.1532882396	-0.0175225502823224	n/a	n/a	0.0003070397683965	0.0349449067780085	n/a	n/a	0.0012211465097237	0.0180951095124228	n/a	n/a	0.0003274329882665	-0.0018779783389237	n/a	n/a	3.52680264146662e-06	0.0002796597454943	n/a	7.820957324993667e-08	n/a	-0.0001697380219489	n/a	n/a	2.8810996095125265e-08	0.0
1268.232571094183	0.3311489315660765	0.109659614877354	1608413.8543841618	1756.28907005233	-5.700924805920295	32.50054364275735	3084551.2975852783	1233.6121279637232	1.2368548600347822	1521798.8822591854	1.5298099447916609	1363.9179269872006	1294.634491625019	0.94534	19.031708	0.0924234574685062	0.04144585648557	-0.0250846445	0.1022267843	0.037772945	0.1289746875	0.0475582547	-0.1099087098	0.0472379635	-0.0045571201	0.0329342867	0.1452131837	0.0641130039	-0.0911752181	0.0479501524	-0.1067207015	0.1367529852	0.0005555845	-0.0257931336	-0.0122981434	-0.2738487003	0.1545054605	-0.1087895079	0.0296493752	0.0683318889	0.1648054391	-0.0319263303	-0.1296238341	-0.0054205653	0.004320108	0.0477008867	0.1212910857	0.0246454693	-0.0093949236	0.0016506403	-0.1207054501	0.1982908515	-0.1053404976	-0.040805846	0.0597698766	-0.1318940815	-0.076905868	0.0940896568	-0.0739387408	0.0086702389	-0.1249450772	0.0088666568	-0.0605154635	-0.0924562042	-0.0559149494	0.18994921	-0.0513429332	0.0484595668	0.0673467748	0.234998452	0.0505869293	-0.1875333451	-0.0170986588	-0.0445928595	-0.0488301606	0.0288497482	-0.0273074251	0.0463916701	0.192870748	0.0186727734	0.1989874086	-0.1340043491	0.0581482214	-0.0793747261	0.0866213754	-0.054946725	0.0139087021	-0.0322225471	-0.0742774789	0.00084906	-0.0714513731	-0.0861477342	0.1346798447	-0.138333007	0.1338525039	-0.1442246799	-0.0180902434	-0.0446949552	0.0229396629	-0.0350566408	0.0522160386	-0.1486508348	0.1531573254	0.1524510324	-0.0327557096503881	-0.0152331593680656	0.0002320491443328	0.0010729365147005	0.020728333593837	-0.0142165731841715	0.0002021109531009	0.0004296638135773	0.0472478872653638	0.029152777752941	0.0008498844507123	0.0022323628510405	-0.0021049995072362	-0.0002270211683124	5.153861086197236e-08	4.431022925464644e-06	-5.306710626484801e-11	-0.0002796597985614	2.8161177673246706e-21	7.820960293140633e-08	-4.5556245841654735e-11	0.0001697379763926	2.8810980629873224e-08	2.0753715351852843e-21	0.0
1269.8015209289465	1.5689498347635435	2.4616035840045507	1612395.9025534657	1755.244550608625	-1.044519443704985	1.0910208682777711	3080883.432441274	1233.3205392955135	-0.2915886682096698	1521079.5526481764	0.0850239514282888	1364.5312370553402	1300.8874196968827	0.913494	18.390568	0.1291816463605131	0.0610040356842481	0.0161616694	0.0988090363	0.1138737619	0.1603764742	0.0398894878	-0.112754996	0.0604717198	0.0309858417	-0.037368864	0.2346086427	-0.0433301308	0.0048541922	0.0314928814	-0.1025362178	0.1400571311	-0.0104962428	-0.1193000445	0.0309803745	-0.1928039197	0.0586093904	-0.1430348966	0.0664466258	0.0880484176	0.0134325555	-0.0589106635	0.0394502437	-0.173302092	-0.1887250872	-0.0086276424	-0.0755951965	-0.1107583011	0.068613951	0.0408378543	0.1681698103	0.1540915745	-0.0003226167	-0.1364449407	-0.0074472968	-0.1104946485	-0.0505839232	0.1044396978	-0.0141867836	-0.0388368484	-0.1549746781	0.0059636179	-0.0472206714	-0.0194752576	0.090277807	0.1273256733	-0.1397097697	0.0356532463	-0.0230532965	0.077737713	0.0808188159	-0.1535607806	-0.1292330127	-0.0481146187	-0.0351060285	0.2777951712	-0.0161023554	0.089762282	0.2111465392	0.0547038091	0.1126476895	-0.1514363707	-0.0110282203	-0.0389776876	-0.0425030789	-0.1129595477	0.0625678853	-0.0830207239	0.0194093587	-0.0227769207	-0.138956035	-0.102560091	0.1707293045	0.0187973664	0.0316470861	-0.0319689874	-0.024544703	-0.019545066	-0.019267745	0.0987423928	0.0298521823	0.0965736818	0.1527386503	0.1507811905	-0.0154418784543253	0.0173138311960628	0.0002997687506857	0.0002384516101981	0.0479337961172348	0.0272054625233978	0.000740137191112	0.0022976488102086	0.0639028745079599	0.016654987242596	0.000277388600051	0.00408357737038	-0.0015709998982653	0.0005339996089708	2.851555823810739e-07	2.468040680349583e-06	1.1480347583692208e-06	1.1480878254754856e-06	1.3179838064238753e-12	1.318105655005029e-12	-0.000824999656729	-0.0008249996111727	6.806243584351956e-07	6.806244336029679e-07	0.0
1267.333395220821	-2.468125708125399	6.091644511109502	1606133.934641934	1757.108097577336	1.863546968710807	3.472807304591237	3087428.866571845	1233.5864630896028	0.2659237940893035	1521735.561917916	0.0707154642628503	1364.294759379744	1288.2559751099232	1.057249	21.28467	0.0618379156561267	0.0286339235407649	-0.019137773	0.1505289912	0.047113392	-0.1938121495	0.1466762313	-0.1320598072	-0.0711924208	-0.0812848774	0.0418223173	0.0599302781	-0.1497378014	0.0207233715	0.1328449833	-0.0676430664	0.0865921107	-0.0100575579	0.0695261456	0.0500615184	0.0114747993	-0.0879421854	-0.0006763851	0.1106296741	0.2158175069	0.1135721551	0.0019916585	0.0975681576	0.1823928155	0.0979252379	-0.078880413	-0.0866033477	0.0496119661	0.0083586187	0.0120668798	0.127581615	-0.0100702365	-0.0013430978	-0.0087922926	-0.1665047292	-0.0801823121	-0.0521442242	0.0611339375	0.050819103	0.1673571524	-0.0432018112	-0.0580752319	-0.141721895	-0.0154356004	0.1675338496	0.073845057	-0.0033275895	-0.0088965828	0.1315799155	-0.1970927744	-0.1708899302	-0.0470220377	0.0829435432	0.1003779345	0.035430921	0.1338315753	-0.1323832186	0.1035628468	0.195898626	-0.0568038473	0.0504126094	-0.1262080135	-0.0265824687	0.012958939	-0.03006949	-0.0981499808	0.0432767951	-0.0293847434	0.1109043314	-0.0647818629	-0.0727836282	0.0586182206	-0.0649882978	0.1255033658	0.0737664372	-0.007380556	-0.0542672102	-0.1458424708	-0.1108262403	0.1180041826	-0.0358743595	0.0833233443	0.1521113526	0.148287834	-0.0108144583512057	0.0046274201031196	2.1413016810755407e-05	0.0001169525094299	0.0359227883563448	-0.01201100776089	0.0001442643074321	0.0012904467232947	0.0804456328544276	0.0165427583464677	0.0002736628537096	0.0064714998453493	-0.0011450263995748	0.0004259734986905	1.814534215866254e-07	1.3110854557232297e-06	-5.997844194371993e-05	-6.112647670208915e-05	3.597413497996182e-09	3.736446154011048e-09	-0.0009110342702494	-8.603461352039998e-05	7.401954723604591e-09	8.299834415688568e-07	0.0
1265.8709128731434	-1.4624823476776785	2.138854617268813	1602429.1680582855	1751.3819002093692	-5.7261973679667335	32.78933629690915	3067338.560380981	1232.3729842035125	-1.2134788860903427	1518743.172194671	1.472531006987059	1363.3587696382783	1277.2734694387398	0.986914	19.868664	0.0429640724152908	0.0205722621480766	-0.1344637878	0.052937978	0.0207700685	-0.0758512903	0.0650163188	-0.0680082077	-0.1161889664	0.0741753464	-0.0037103877	0.0076005525	0.0212840738	-0.0853046402	0.1057096549	-0.1069509338	0.1448639823	-0.0730173235	0.0816161051	0.0862231279	0.0492102914	-0.0902041749	0.0897035523	-0.0044403355	0.1702269215	-0.0554381013	0.1865604384	0.0362785011	0.0631631204	0.1485469423	-0.0864884962	-0.1454845067	-0.0788764033	0.0109527429	0.0777084344	-0.0689655859	-0.0134652523	-0.0668835489	-0.1212184238	0.1513515459	-0.1293836433	0.0236346774	-0.0263169601	-0.0108037077	0.082439047	-0.0196272313	0.0598598722	-0.1467104041	-0.1051639842	0.0939142778	-0.0048696944	0.0120088733	0.121513395	0.188523014	-0.1053814557	0.0162171209	0.1700630352	-0.0101727723	-0.0420144361	-0.0135839087	0.1150990653	-0.0095301979	-0.1643542138	0.1782714782	-0.0988976515	0.11290044	-0.1158503357	-0.0299723446	-0.0532853674	0.0142154909	0.03043811	0.0460802606	0.0600069077	0.1601859361	-0.0649469851	0.0254019685	0.085985974	0.0126992376	0.0710100337	0.161152464	-0.0035832814	0.0044258297	-0.012031651	-0.0715174661	-0.1396416725	-0.0442695095	0.0460405829	0.151276289	0.1449845808	-0.0154401093731735	-0.0046256510219677	2.1396647377031746e-05	0.0002383969774555	0.0360136960135974	9.090765725260076e-05	8.264202147156333e-09	0.0012969863005598	0.0703970649437408	-0.0100485679106867	0.0001009737170556	0.0049557467526932	-0.0014260006505075	-0.0002809742509327	7.894652968719187e-08	2.0334778552478134e-06	9.913572962538808e-07	6.096979923997381e-05	9.827892888358049e-13	3.717316419362711e-09	-0.0006889994039144	0.000222034866335	4.9299481868401333e-08	4.747201785943985e-07	0.0
1267.3904496700936	1.5195367969502058	2.308992077285691	1606278.5519149622	1765.0995318480211	13.717631638651936	188.17341777374463	3115576.3573301034	1232.176717722384	-0.1962664811285321	1518259.4636971075	0.0385205316145764	1365.5153501971638	1291.9890751857383	1.108164	22.309696	0.0550539452484638	0.032594806187233	-0.1354672406	-0.0853144678	0.0274081689	0.0461834712	0.0551294248	0.0227751661	-0.0383878319	0.1051695168	-0.0682000582	0.1267222997	0.1508852057	-0.2135590789	-0.0568563321	-0.0358371383	0.1365787575	-0.009362487	0.0888349842	0.0508845637	-0.0449590626	-0.1181427612	-0.0006681618	-0.0230018178	0.0863717861	0.054300264	0.2410883363	0.0076023744	-0.0105177714	-0.1373917835	-0.1010373035	0.1469292967	-0.018859624	-0.2406938527	-0.0903817881	-0.1346055622	-0.2116648598	0.0321453638	0.0627995902	-0.1221650369	-0.1133034686	0.1140126496	0.1264700436	-0.0366111332	-0.0140955708	-0.1004974138	0.1936860773	-0.1742432015	-0.0428857576	-0.0876390057	-0.1783868387	-0.060388972	0.1887759043	0.1333815059	0.1217400239	-0.0192750101	-0.1419907036	0.0722876418	0.1855120179	-0.1349884802	-0.2177659926	-0.1422871432	0.06467707	0.2166968275	0.0826155837	0.1588143818	-0.0949878029	0.0338117228	-0.1511338649	0.051403769	0.0348244907	-0.0594917003	0.0689820041	0.0271696995	0.0408245935	-0.1014316452	0.1050252341	0.088060583	0.137061323	-0.1710187638	-0.0433839111	-0.1356257407	0.1444035989	0.1051484393	0.0358262214	-0.2778425761	-0.0780748465	0.1502346003	0.1408894722	-0.0154616269092286	-2.1517536055100026e-05	4.630043578825296e-10	0.0002390619066801	0.022294474579894	-0.0137192214337034	0.0001882170367469	0.0004970435967935	0.0993575615014066	0.0289604965576657	0.0008387103608665	0.0098719250275057	-0.0013169995176579	0.0001090011328496	1.1881246962496169e-08	1.7344877295111411e-06	1.0446117928442078e-06	5.3254496590326994e-08	1.0912137977491902e-12	2.8360414070891494e-15	-0.000826999210989	-0.0001379998070745	1.9043946752626805e-08	6.839276949764285e-07	0.0
1269.282786759635	1.8923370895413427	3.5809396604537995	1611078.792764305	1764.3522590097757	-0.7472728382454079	0.5584166947793475	3112938.8938728985	1232.816190581539	0.6394728591551484	1519835.7597599777	0.4089255375960602	1365.1125954361323	1289.9927222457586	1.051885	21.176683	0.109037779611811	0.0563032441649614	-0.0778494319	-0.1750287623	0.084147679	0.0122627634	0.067919016	0.0796348951	-0.0822247686	0.020018524	-0.1286603682	0.210344064	-0.0163307673	-0.0882706223	0.0462190614	-0.0011706993	0.1725515454	0.0835932218	-0.0585125056	0.1537750646	-0.0524359597	-0.048121857	0.0036699379	0.0553344819	-0.0155843333	-0.0384351155	-0.0558419033	0.0661216951	-0.0394660873	-0.0977383497	-0.0412222005	-0.0010296317	-0.1892802558	0.0279745991	-0.0800786021	-0.1074764228	-0.1178804001	0.0617113408	-0.0654578685	0.1422230868	-0.0691078693	0.1395358532	0.1373229883	-0.0438175394	0.006641842	-0.1250196558	-0.0308718905	0.0258894724	-0.0266069304	-0.0719353298	-0.0744972114	-0.1107375376	0.1564808095	-0.1464363216	-0.1713324771	-0.0695797241	0.0326341335	0.0177536027	0.0273043441	-0.1395217838	0.0153436131	-0.1393179247	0.0872087205	0.174732237	0.0068706007	-0.0648905563	-0.0012990551	-0.1075681534	-0.1172499331	-0.0017917483	0.1070125232	-0.043605734	0.0324329572	0.1184323664	-0.0322491874	0.0796407249	0.0515621395	0.0433552613	0.2678804068	-0.1854423983	0.1845948732	-0.0571704714	0.0583634243	-0.0864308984	0.0720961558	-0.118345299	0.0573771958	0.1489877092	0.136024874	-0.0100000262437305	0.0054616006654981	2.9829081829369288e-05	0.0001000005248752	0.0409671157707407	0.0186726411908467	0.0003486675290421	0.0016783045745732	0.0789401855054876	-0.0204173759959189	0.0004168692425587	0.0062315528876407	-0.0005316912154263	0.0007853083022316	6.16709129553878e-07	2.8269554856149614e-07	-0.0004192578318789	-0.0004203024436717	1.7577712959179597e-07	1.7665414415643974e-07	-0.0009111117002766	-8.411248928760003e-05	7.074910854156631e-09	8.30124530380917e-07	0.0
1267.3217527434576	-1.9610340161773363	3.845654412604614	1606104.4249767496	1760.993894403631	-3.3583646061447325	11.278612827805665	3101099.4961268664	1233.9405844844375	1.124393902898419	1522609.366037795	1.2642616488751386	1367.113300287328	1303.2899148978438	1.221558	24.592558	0.1284488795849889	0.0663099518430651	0.0791911071	-0.0883040541	-0.0423936033	-0.0977483487	-0.2028445397	0.1623009846	-0.1258883205	-0.0109605294	0.0415409589	-0.0279184933	-0.2512298778	0.0978731596	0.24488026	-0.0341169808	-0.0518682325	0.0928075905	0.0146973492	-0.1513320011	-0.0774226542	0.1342020304	0.1165275436	0.1513784104	-0.0822614246	0.0260395882	0.0580077682	-0.12797987	0.1209912043	-0.0931435212	0.1418494211	-0.0584066675	0.0311741754	0.0016629829	0.1195427428	-0.2307984848	0.0847819753	-0.1553927026	0.3406017891	0.0042594465	0.1337864601	0.0987994328	-0.1049810321	-0.0014075005	0.0966133222	-0.0263325962	-0.311360311	0.1051952149	-0.0285321867	-0.0973292479	-0.0551955113	0.0908408117	0.1496885251	0.2037873771	-0.0883140055	0.0886887283	-0.0383171354	-0.0070027428	0.1688498173	0.0049526915	-0.0578543602	-0.0305254406	-0.0700433745	0.0308589578	-0.0780755328	-0.232808532	-0.0188828931	-0.0031900216	0.0221325059	0.0507532264	0.0553724077	0.120300011	0.0151609706	0.1268203024	0.0939368439	0.2725342304	0.1403467653	-0.129621749	0.0373902101	0.1104021581	0.1010816854	-0.054576636	-0.0154747627	0.1023506091	0.0563481066	-0.1782066956	0.1591868503	0.1475373187	0.1304173552	0.0021328695437858	0.0121328957875163	0.0001472071601907	4.549132490809047e-06	0.0014970553765039	-0.0394700603942368	0.0015578856675247	2.241174800319234e-06	0.0296885873922718	-0.0492515981132158	0.0024257199167057	0.0008814122213485	-0.0006880963559872	-0.0001564051405609	2.4462567993874896e-08	4.734765951228635e-07	-0.0003052834396561	0.0001139743922228	9.319797852825965e-08	1.2990162082556656e-08	-0.0006296047272599	0.0002815069730167	7.924617585702508e-08	3.96402112588013e-07	0.0
1271.6646716185498	4.342918875092209	18.86094435563218	1617131.0370427142	1757.9123196072048	-3.081574796426139	9.4961032259688	3090255.7234267835	1233.1053006987788	-0.835283785658703	1520548.6826114256	0.697699002584334	1363.6246050070813	1300.9423521154067	1.061996	21.380238	0.1295631634412449	0.076349324556877	0.1125914465	-0.0465342277	0.0589008746	0.1631260829	-0.0285392352	0.1265279249	0.1703119794	0.1025264161	-0.0540199966	-0.0715910196	-0.0974903286	0.023056334	0.0664550028	-0.0012995634	-0.0318532653	0.0412749004	0.002589678	-0.1036153323	0.0520243994	0.0474070103	0.0602214297	0.0847786645	-0.1212161226	-0.0408301638	0.0346417495	0.0582580699	-0.0784462702	0.1905245006	0.1389977863	-0.2018486082	0.0852481401	0.0956754824	-0.1121317032	-0.0530998727	0.0278966103	0.0069406057	0.0432501624	-0.0382927551	0.0947033542	-0.031499385	-0.0844515235	-0.1678315475	-0.1736825011	-0.0286572953	-0.1935214879	0.0071392649	0.0464397507	-0.0588567446	-0.1615667981	0.0301901492	0.0846941042	-0.0308711038	-0.0300496759	0.0633983992	0.1583003994	-0.0555698482	0.0733556731	0.0083773153	-0.0210789164	0.132094804	-0.1594411785	-0.0008481078	-0.0248476044	-0.2574533459	-0.0262596252	-0.018956761	0.0539806919	-0.0154169501	0.0669855131	0.1519018475	-0.1036097126	-0.0159837994	0.025646132	0.2432556849	0.0496206273	0.0729267924	-0.0819871299	0.0235837901	0.2116869804	-0.0406590832	-0.0168783263	0.0122502962	0.1139657117	-0.044254132	0.0900042797	0.1458854101	0.124097542	-0.0017138640440066	-0.0038467335877924	1.4797359295450194e-05	2.9373299613386573e-06	0.0092373791506474	0.0077403237741435	5.991261212857107e-05	8.532917357281527e-05	-0.0319355002644172	-0.061624087656689	0.0037975281795192	0.0010198761771385	-0.0001672558221295	0.0005208405338577	2.71274861709174e-07	2.7974510036214943e-08	-0.0008699513593621	-0.000564667919706	7.568153676559656e-07	3.188498595451017e-07	-0.0005880728123712	4.153191488869999e-05	1.7248999543222196e-09	3.4582963265017255e-07	0.0
1273.0785854076412	1.413913789091339	1.9991522029826272	1620729.0846235207	1765.8460415926847	7.933721985479906	62.94394454288722	3118212.2426085537	1237.021958583801	3.916657885022232	1530223.3260185032	15.340208988306824	1368.3221582711026	1312.02913980671	1.035071	20.838177	0.1072357283925511	0.0523974426064805	0.1401547148	-2.00252e-05	0.1198509795	-0.0105384658	-0.1186920498	0.0351478727	0.1129136005	-0.1455419455	-0.1170982501	-0.1737223561	0.0325824653	-0.1164497971	-0.0442029499	0.0049101555	-0.0884288649	0.14905049	-0.1273633937	-0.1087999349	0.0318844087	-0.0764457752	0.0969249758	0.1152006689	-0.1639224551	0.1330863743	-0.1298219297	-0.0229732137	0.1665768566	0.0481053052	-0.0116409892	0.0133247709	-0.0531855576	0.0677492855	0.0993969604	-0.0618949116	0.0809632905	0.0996351331	-0.1781083485	0.0177949188	0.1408830221	-0.0929720744	-0.0190739173	0.0299166452	0.0524804907	-0.1867859002	-0.0297392766	0.0462411804	0.258264049	-0.0113685469	-0.0908358194	0.1093921656	0.1627605048	-0.1209885338	0.0329415235	0.0774485285	0.0507184761	0.169803719	-0.1139772662	0.0982462628	-0.0602764426	0.1922484338	-0.0598640809	0.0309833303	0.0494170265	-0.2467428449	0.0194542505	0.0336409036	0.1059230296	-0.0691298013	-0.0315214715	0.0210305026	-0.1671166347	-0.0374842251	-0.0304726895	0.083734373	0.0056528506	-0.0048920972	-0.0946590637	-0.1692868584	0.1795313776	-0.1047746136	-0.0081269204	-0.0025259972	-0.1094060153	0.0350540971	-0.0214787397	0.1440342395	0.1170999511	0.0022983717438478	0.0040122357878544	1.6098036017339617e-05	5.282512672917978e-06	0.0444447472812186	0.0352073681305711	0.0012395587706815	0.0019753355608913	-0.0244811820058217	0.0074543182585955	5.5566860700430255e-05	0.0005993282724021	0.0003839236384632	0.0005511794605927	3.037987977792597e-07	1.473973601708219e-07	-0.0004830603718262	0.0003868909875359	2.333473228288666e-07	1.4968463623650394e-07	-0.0003149071361892	0.0002731656761819	7.461948664396927e-08	9.916650442288337e-08	0.0
