global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
5677.692448782435	n/a	n/a	32236191.542961087	7571.714142252604	n/a	57330855.05198808	n/a	5847.285687980006	n/a	34190749.916855805	n/a	6089.188936057019	5450.3755560612335	n/a	n/a	n/a	n/a	-0.1811054169	0.190540061	0.257708853	0.0299307742	-0.2127954709	0.2989492706	0.101482653	-0.0318425242	0.2162326804	-0.1184732386	0.1528476001	-0.0475724695	0.1181224125	-0.0701395131	-0.116801318	0.1030759346	-0.2876570479	0.0270741931	0.0816151593	-0.0764769021	0.0484610301	-0.054946032	0.1451156761	-0.1246389266	0.2171876145	-0.1399152043	0.0218280252	-0.0866254407	0.0320053544	0.0299777859	-0.022632757	0.0301885078	0.0872114007	-0.13105703	0.0500919921	0.0440685134	-0.328522448	-0.1128767567	0.19633544	-0.0268526898	0.1335729803	-0.0095206984	0.1873506647	0.1890632651	-0.2124692129	0.2336596482	-0.0704318435	0.058956623	-0.0791090272	0.0998230259	-0.123042241	0.0976055267	-0.1639391501	0.0370565125	-0.0815966817	0.1069415916	0.0631093802	-0.0182365392	-0.1329300951	0.084980881	-0.2293915951	0.2556123434	-0.0768291616	0.0873163295	-0.1113013964	0.0184008485	-0.0088813905	0.1021646814	-0.2480210791	0.0162136568	-0.136891366	0.1511887671	-0.2779252257	0.131411029	-0.2058473787	0.1776827838	-0.1017297551	0.0886540751	-0.0370061328	0.1098725057	0.2703837521	-0.2070002645	0.2705647772	0.153366806	0.1532882396	0.0263123245432552	n/a	n/a	0.0006923384228695	-0.0381326084324058	n/a	0.0014540958258591	n/a	0.0395974292897278	n/a	0.0015679564063549	n/a	2.0999962140910868e-05	n/a	4.4099840991968973e-10	n/a	2.824319667027453e-09	n/a	n/a	7.976781581558062e-18	0.0002690000503871	n/a	7.236102710826235e-08	n/a
5661.354992055158	-16.33745672727764	266.91249231566945	32050940.346067853	7569.885281575521	-1.8288606770829572	57303163.1762137	3.344731376180333	5839.166201144289	-8.119486835716998	34095861.92458582	65.92606647538163	6089.928176014459	5438.663440870202	1.185067	21.54966	0.0953502292135617	0.0462434712364856	-0.085772232	0.0533190666	0.1371710114	-0.0416073431	-0.1765375312	0.1135256651	0.1350887967	-0.0981026948	0.1973779998	-0.0092065565	0.125466788	0.0352856747	0.0134805724	0.0319330583	-0.271471312	0.1766339159	-0.1447642064	0.0632577547	0.0842724985	0.101718375	0.0590021123	0.048015824	-0.0307373687	-0.1750459443	0.1127997846	-0.0879382932	-0.1182031296	0.1407935931	-0.0241426026	-0.0726120304	0.0033829162	0.048078611	-0.0456500516	0.0573374644	-0.2088472641	0.0586928818	0.1239816946	-0.1771306216	0.0226840641	0.1207520976	0.1851578955	-0.0642279399	0.2289193543	0.0663398693	-0.0870299531	0.1006398205	-0.0454295189	0.2214764839	0.0599369353	0.1537469171	-0.0548794856	0.0601176426	-0.0268251971	0.1125393998	0.1545554067	-0.0027579903	0.0910670573	-0.1358261966	-0.0054769503	-0.1068985742	-0.0664153405	-0.0128145384	-0.0129738756	0.1746599637	-0.0338241777	0.1052388716	-0.0864727703	-0.0141604682	-0.2401671517	0.0261154428	-0.0424974894	0.0581126684	-0.3102453767	-0.1265885158	-0.0476964023	0.0164998756	0.3873727904	-0.0175869812	-0.0618667673	0.1758896927	-0.380071803	-0.0769958237	-0.2032844176	0.1531573254	0.1524510324	0.0166853794099921	-0.0096269451332631	9.267807259885807e-05	0.0002784018860553	0.0001209427273067	0.0382535511597125	1.4627143288382796e-08	0.0014633341763287	0.063813729649766	0.0242163003600382	0.0040721920918134	0.0005864292031275	0.0003650001876475	0.0003440002255065	1.332251369827102e-07	1.1833615514858417e-07	7.117315403704083e-08	6.834883437001339e-08	4.671563159739522e-15	5.0656178555803406e-15	0.0003900001272571	0.0001210000768699	1.5210009926055417e-07	1.46410186025459e-08
5662.156697239364	0.8017051842061846	0.6427312023830725	32060018.464092582	7485.521630045573	-84.36365152994767	56033034.073880136	7117.225699466442	5852.09206722281	12.925866078521722	34246981.56325214	167.0780138798785	6094.273561210063	5395.301347976721	1.005986	18.293198	0.0354669608872246	0.0197104094824982	-0.0824242437	-0.0084167004	0.0927210524	0.0163963337	-0.1661225024	0.0435751375	0.0702642205	0.0795793083	0.0953031424	0.0564299481	0.1580205016	0.2781210661	0.1911851228	0.0813630298	-0.123566868	0.1934216905	0.0316191297	-0.1139674633	-0.0917686773	-0.1117002294	0.0988068034	-0.0911187502	-0.0766822343	-0.1397411542	-0.1506374354	-0.0873341443	-0.0574269947	0.0079282133	-0.0117803131	0.0105319812	0.1907327447	0.0302518965	0.059892196	-0.1704355519	0.0092969975	-0.1273822361	-0.0001106716	-0.1552808869	-0.058512034	-0.0269680394	0.0781518228	-0.2211533486	0.1776090832	0.1515902922	0.1416703419	-0.0011526537	-0.0174067119	0.0487733709	0.1809364747	0.1061893719	-0.0055148817	0.0497433651	0.0840556539	0.1385334816	-0.0438628581	-0.1127875231	-0.0147184985	-0.0665132954	-0.0443923941	0.0415666315	0.0956460524	0.0487282944	0.0082657031	0.2198200371	0.0649394096	0.0953918851	-0.0727257142	0.0212384285	-0.0896229103	0.0927519464	0.006868847	-0.1072059524	-0.0977016704	0.0043202405	-0.1942721778	-0.0120623471	0.0574688753	-0.0477304205	0.0519574319	-0.164508421	0.0572791747	-0.0842794316	-0.0990439185	0.1527386503	0.1507811905	0.0200212462628712	0.0033358668528791	1.1128007660137514e-05	0.0004008503019185	-0.0044240997073075	-0.0045450424346142	1.9572658220198305e-05	2.0657410732443773e-05	0.0528288310426461	-0.0109848986071199	0.0027908853893324	0.0001206679974087	0.0006149994484553	0.0002499992608078	3.782243216003232e-07	6.24996304044464e-08	9.471165096641698e-08	2.353849692937615e-08	5.540608376942505e-16	8.970296828784394e-15	0.0003079998667096	-8.200026054749996e-05	9.486391789313139e-08	6.724042729857878e-09
5662.67034271193	0.5136454725661679	0.2638316714877219	32065835.410229247	7534.031334635417	48.50970458984375	56761628.15126832	2353.191439393908	5859.202472579008	7.110405356197589	34330253.61467596	50.55786432944336	6096.224405317164	5422.914539871585	0.988344	17.972383	0.0453870824078979	0.021684443978779	-0.0220789254	-0.0300008945	0.0528306126	0.0484644152	-0.2093782992	-0.0051291872	0.0640962614	0.1724180102	0.1284075337	-0.0948789955	0.1295546046	0.0964158775	0.1978574468	0.0687370305	-0.1016460481	-0.0341058014	0.0775468674	-0.2138733544	-0.0521123402	-0.2176588323	-0.1160469982	-0.1719286431	-0.0553271802	0.1255756633	0.0111250099	0.0725786824	-0.0218753875	0.0230379662	-0.2379986745	-0.1886946038	-0.1541662619	-0.147183813	-0.1266210516	-0.0170844143	-0.1442565977	-0.0447119753	0.1692860951	-0.0455893425	-0.1085422818	-0.0097097172	0.1141083805	-0.2168539143	0.0331342262	0.0527807832	0.15012555	-0.0084843507	0.194951462	-0.1821312238	0.1237842258	-0.0968408189	-0.2354446186	0.1197504091	-0.0950546519	0.0009619385	0.0909401992	0.1044291517	0.0854157707	0.0040588469	-0.0107806142	0.1111672056	-0.011156488	0.0576291589	-0.034719499	0.1231281334	0.1472020166	-0.0585692182	0.1366834968	0.0480906956	-0.0188335462	0.1016843177	0.0956366748	-0.104159894	-0.1176747403	-0.0272678793	0.0452634946	-0.0499648604	0.0482025686	0.1029551791	0.0087576772	-0.0570081144	0.2368469159	0.0184547779	-0.0295976842	0.1521113526	0.148287834	0.0130577079713702	-0.006963538291501	4.849086553720067e-05	0.0001705037374655	-0.0127169552912533	-0.0082928555839458	0.0001617209518797	6.877145373618103e-05	0.0638088266617415	0.0109799956190953	0.0040715663599481	0.0001205603037953	0.0003649995288797	-0.0002499999195756	1.3322465608240294e-07	6.249995978780649e-08	8.048342015065657e-08	-1.4228230815760412e-08	2.024425521465542e-16	6.4775809191471124e-15	0.0004409995771703	0.0001329997104607	1.944806270643834e-07	1.7688922982630033e-08
5657.918464386204	-4.751878325726466	22.58034762250896	32012041.349642336	7523.809363606771	-10.221971028646294	56607707.33989692	104.48869171048418	5856.376382773879	-2.826089805128504	34297144.33671167	7.986783586651265	6078.742846315298	5363.939420838287	1.021123	18.56846	0.128773756377563	0.0611418910277687	0.1097175023	-0.070406416	0.052410935	0.0240477155	-0.0057892302	-0.11026127	0.0340689347	0.1648970901	0.0060471434	0.0567558005	0.1674256011	-0.0185835568	0.1424013362	-0.0766343275	-0.0383329689	-0.2176436855	0.0351519819	-0.2225327999	0.1035958715	-0.0346636675	0.0860185153	0.0005080641	-0.2017583673	0.1369607944	0.0416698951	-0.1857751087	0.1026353182	0.0257202124	0.0881231506	0.0695934864	0.0797179738	0.1031861039	-0.1070897846	-0.0128445672	-0.1495005901	-0.0040517707	-0.0790747766	0.073274122	-0.073376474	-0.0533494721	0.1731412656	-0.1772352894	-0.1210942542	0.1186534009	0.0193465853	0.0600858786	0.0027510927	-0.0540826591	-0.1437344565	-0.1245646835	-0.0963230442	-0.1759868501	0.183769189	-0.0487172799	-0.1300738803	0.0544518063	0.1137050787	-0.0298068163	0.0350649868	0.2172219857	0.0590838323	0.0848698306	0.123985028	0.022668934	0.1710407922	-0.0842765695	-0.0304139193	-0.0527326472	0.014350272	-0.0211396377	0.0044880018	-0.0587926349	-0.0593380304	0.0203495149	0.1590917445	-0.188862304	0.0156274281	-0.0173876395	-0.0727159208	-0.2530202828	-0.0650414856	-0.0017074403	-0.0647836216	0.151276289	0.1449845808	0.0189280322045135	0.0058703242331433	3.4460706602229485e-05	0.0003582704031351	-0.0518321869977711	-0.0391152317065177	0.0026865756089719	0.0015300013514545	0.0982993478875187	0.0344905212257772	0.0096627617951114	0.0011895960544257	-5.087230362724502e-05	-0.0004158718325069	2.5879912763426062e-09	1.729493810726845e-07	-0.0004890132386978	-0.0004890937221179	2.392126690151911e-07	2.391339476217115e-07	0.0005219876067879	8.098802961759998e-05	2.724710616401593e-07	6.559060941341251e-09
5654.81037432464	-3.1080900615634164	9.66022383078928	31976880.369569577	7505.224741210937	-18.58462239583332	56328398.41608478	345.38818959570943	5845.587498206877	-10.788884567002242	34170893.19919254	116.40003020009917	6083.977562383396	5374.826173054424	1.189003	21.621237	0.1090018914245092	0.0608643412607488	0.0256668381	0.2302958044	-0.0872413531	-0.102159649	-0.0132035112	0.0426035719	-0.1235275911	0.0556322751	0.0034030163	0.2271652223	0.1406996121	0.0130016428	0.0089386741	-0.0118950726	-0.1046023536	-0.0733149342	-0.0733732273	-0.0979307322	0.1209674409	0.0569963574	0.1138427237	0.1670530495	-0.084640207	-0.014499125	0.0540873826	0.137051285	-0.0208611412	0.0215547424	-0.0149453398	-0.0041629941	-0.1552428218	0.2433585072	-0.0041587368	-0.1025822151	0.0435410795	0.0481727102	0.008509283	0.0600075256	0.1141490365	0.0413532587	0.191321033	0.0137767531	-0.1097494711	0.0452061519	-0.0186172505	-0.0769666311	0.0212134168	0.0897477674	-0.1670170446	-0.0125736636	0.0656422652	-0.108353927	0.0723387951	0.0272656189	0.2659143587	0.027319859	-0.0801249755	0.095491731	-0.1443582625	0.0854424725	-0.1088333057	-0.0201409093	0.0369660463	-0.1284489109	0.0911827824	0.1280373142	-0.0941233272	0.0454645541	0.1372031768	0.0433652581	-0.1573329621	0.0997187729	0.0306937545	-0.0316481287	-0.0461253034	-0.1121722861	-0.093668656	0.1324676942	0.0185813417	0.0219864508	-0.0309886576	-0.0153918797	-0.0405493299	0.1502346003	0.1408894722	0.0224407215363982	0.0035126893318846	1.2338986342336578e-05	0.0005035859830741	0.0009463693409941	0.0527785563387652	8.956149295736071e-07	0.0027855760092042	0.0912315630092166	-0.0070677848783021	0.0083231980891046	4.99535830859559e-05	0.0003190204943343	0.0003698927979615	1.0177407580530113e-07	1.3682068198382036e-07	-0.0003509808118755	0.0001380324268222	1.905295085445359e-08	1.2318753030478513e-07	0.0001170556140606	-0.0004049319927272	1.3702016783104136e-08	1.6396991873410215e-07
5654.824231821881	0.0138574972406786	0.0001920302297754	31977037.092799924	7558.203709309896	52.97896809895883	57126443.31142587	2806.7710608304974	5856.201602914239	10.614104707361548	34295097.213975295	112.65921873883458	6100.469370190065	5382.132057226799	1.125808	20.472076	0.0814393636747846	0.0361608397576047	-0.0852743907	-0.0079917703	0.0376487081	-0.1728426887	-0.0217495562	0.0312050836	0.111883732	-0.2253481768	-0.0426552486	0.0386011547	-0.0119011285	-0.0414340972	-0.0663424663	-0.07801274	-0.1083154652	0.1313471632	0.1239032005	0.2619472024	0.1709325912	0.0601150251	0.0815669307	-0.0163242999	-0.0047759727	0.1249352161	0.031432287	0.0072093682	0.0422666089	-0.1697533131	-0.0192217191	-0.0092181488	-0.0797230626	-0.0467541611	0.0900191282	0.2362815817	-0.019434622	-0.0833103417	0.0016486719	-0.1522798719	0.061810071	0.1624147226	-0.0683868701	0.0047062536	-0.089401724	-0.1808889158	-0.1214940793	-0.0215271724	-0.0721374473	0.0847026824	-0.1680727695	0.0667579238	-0.0995610788	0.0433435019	0.0912766537	-0.0115753749	-0.1083844416	0.0174443044	-0.0739833006	-0.1113796637	-0.0295001445	-0.009483234	-0.1589141067	-0.1599859494	-0.053749736	0.0740161091	0.0594790305	0.016761479	-0.0832914805	0.0219479537	0.0099721545	0.1422778903	-0.2035635515	0.0383792292	0.1576973019	0.0692735131	-0.0315605543	-0.0746148253	-0.0924226603	0.0362456958	0.1277836949	-0.2091824772	-0.0276139784	0.0168463852	0.0265030332	0.1489877092	0.136024874	0.0289449338068692	0.0065042122704709	4.23047772593455e-05	0.000837809193084	-0.0108095914175834	-0.0117559607585775	0.000116847266615	0.0001382026133572	0.0741016720739367	-0.0171298909352799	0.0054910578041532	0.0002934331634545	0.0001539997824407	-0.0001650207118936	2.371593299178293e-08	2.7231835353870532e-08	4.0193921524434024e-08	0.000351021005797	1.232157465107547e-07	1.6155513275123602e-15	0.0005219998905791	0.0004049442765185	2.724838857645924e-07	1.639798670850914e-07
5650.843375396009	-3.9808564258719343	15.847217883405872	31932030.85325696	7508.167033691407	-50.03667561848943	56372572.20581042	2503.6689069499344	5857.8693737310205	1.66777081678174	34314633.59969586	2.781459497308832	6074.29960372697	5331.671845072134	1.059089	19.258846	0.0776926142807362	0.0372068842345827	0.1048136887	-0.0502355713	0.0305908006	-0.1209942801	0.0856436511	-0.160732566	-0.0212551872	-0.0780395038	0.0286147008	-0.0107701904	0.0331775445	-0.0058541063	-0.0376007756	-0.0952616004	-0.1100026071	0.0392870559	0.0410329917	-0.0493680627	-0.2078105698	0.1534010538	-0.0516177599	0.0525006722	0.0214916498	0.0564208096	-0.0585781771	0.0909750664	0.0157119832	-0.0917651977	-0.0137002727	0.2825887144	-0.0736979819	-0.1635384977	0.1632768644	-0.0146349202	0.0138032531	0.0821465339	0.0813079662	0.0978676301	-0.0984942788	0.1765168054	-0.0008294595	0.0319615867	0.0608373148	-0.0442043555	0.0763311519	-0.0171344826	0.0704879822	-0.0798098734	0.0929229933	-0.1457891891	0.1119005485	0.0566521918	0.0260791231	0.0383102376	-0.1962490276	0.2017774732	0.0321940885	0.1825933512	0.0334151283	-0.1386042823	-0.0505801008	-0.1382902455	0.1245373647	-0.0021767881	0.0969223421	-0.0497730675	0.0120011021	0.0873063983	0.0210327636	-0.1897822127	-0.1205696505	0.0198948637	-0.093740661	0.1716873315	-0.0673850846	0.0561818376	-0.1060463965	-0.1413423057	0.0099810704	-0.0335965585	0.0246689522	0.0806483892	0.0984666705	0.1475373187	0.1304173552	0.0130939482970688	-0.0158509855098004	0.0002512537416319	0.0001714514820063	-0.00131947979132	0.0094901116262634	1.7410269197018704e-06	9.006221867893978e-05	0.0572242641565594	-0.0168774079173772	0.0032746164082596	0.0002848468980095	7.053813310732048e-05	-8.346164933337952e-05	4.975628222266061e-09	6.965846909448011e-09	-0.0003329922048176	-0.0003330323987391	1.1091057860993517e-07	1.1088380846928649e-07	0.0002290117541057	-0.0002929881364734	5.24463835185696e-08	8.58420481141557e-08
5655.390139791275	4.546764395266109	20.673066466059588	31983437.633248378	7497.806052246094	-10.360981445312971	56217095.59709815	107.3499365101197	5864.033158986582	6.163785255561379	34386884.88969415	37.99224867667586	6083.08438064803	5341.1746157586285	1.089349	19.809092	0.0467442431208585	0.0216961454352011	0.1090110664	0.1482998904	-0.1307738341	0.0146507204	-0.0393257024	-0.0440586444	-0.158584419	-0.0442026131	-0.0436313378	0.0975350886	0.0166408202	-0.0554437888	-0.2569082842	0.0719087847	-0.0786159765	-0.0180964073	0.0896137641	0.0490281755	-0.1311186293	-0.0510675684	-0.1870458524	0.102886548	-0.1383946725	-0.0015405157	0.0285791628	-0.0652440651	-0.0245119816	0.0346805009	-0.0645529097	-0.0866826621	0.1731250676	0.0314729692	0.1141954177	-0.1086148576	0.1036446399	-0.1476653275	-0.1669994507	0.0869284073	0.0902391477	0.0905971911	0.0194169473	-0.0056026244	-0.0003166127	-0.05082172	0.0944709665	-0.1462924427	-0.0242827874	-0.2001176471	0.0409851906	0.059328928	0.0139395862	-0.0595161285	-0.055768835	0.2634105208	-0.0134980819	-0.016981114	-0.1911174617	-0.152797388	-0.0310957978	-0.0407207697	-0.0832296248	-0.0856735512	0.0142296908	-0.0873710182	0.1718906144	0.0464001029	-0.1115965277	-0.0106638522	0.0336183371	0.0335816761	-0.1016722332	0.0169557296	0.0684418751	-0.1771904859	-0.1146470693	0.0905870516	-0.1721620353	0.04150274	0.0557775894	-0.0375253195	0.02152952	0.0932395528	-0.1524062939	0.1458854101	0.124097542	0.0163158969911876	0.0032219486941188	1.0380953387533847e-05	0.000266208494627	-0.0130494207101321	-0.0117299409188121	0.00017028738087	0.0001375915139588	0.0720430186984231	0.0148187545418636	0.0051901965431813	0.000219595486172	0.0001530111391878	8.247300608047953e-05	2.341240871554831e-08	6.801796731950812e-09	-0.0001869908832963	0.0001460013215213	2.1316385885966017e-08	3.4965590435930494e-08	0.0001180141023862	-0.0001109976517195	1.3927328362020497e-08	1.2320478687243422e-08
5655.761611909335	0.3714721180604101	0.1379915344962873	31987639.41074729	7541.095478515625	43.28942626953085	56868121.0160888	1873.974426745148	5859.930253713144	-4.1029052734375	34338782.5783826	16.833831682801247	6101.8354521338615	5365.63347813703	1.159811	21.090408	0.0360940263920964	0.0170402113270577	-0.1398044972	-0.0505181167	-0.0485300168	-0.0201156074	0.0556563144	0.0887871723	0.0477270277	-0.0960690651	-0.0469080326	0.0744799009	-0.1076256954	0.0634251447	-0.1880098742	-0.0818421383	-0.1205798635	0.0051898599	0.0358414914	0.0116881591	0.060185472	-0.0120523653	-0.1025474458	-0.0833335584	0.1607228284	0.0517489691	0.0047098387	-0.0063602844	-0.039188297	-0.0170269369	0.1620594402	-0.2919160028	0.1863717949	-0.136324187	0.0379537168	0.0698741131	0.0218965717	0.0805224705	0.0791117771	-0.11326041	0.1025669602	0.0560435815	-0.02043124	0.003169901	-0.0340864427	-0.0950063925	0.0545374177	-0.1454817601	-0.238160208	-0.07515484	0.0586009448	-0.1916656954	-0.0745355133	0.0142353727	-0.1693361622	0.0552432732	-0.1973857631	-0.0603514027	-0.0552875693	-0.1445837263	0.0679313731	-0.0494442045	-0.0835530127	-0.1680515009	-0.0540128506	0.0462318127	0.0678220561	0.035070774	-0.2159877773	-0.0425252168	-0.015477616	-0.1008499219	-0.1269177051	-0.0630821586	0.1429264695	0.0034212744	0.0679916557	-0.0849678616	0.0875971808	0.0374435987	-0.067716005	-0.1371502692	0.0213006005	0.0605394339	-0.0904972788	0.1440342395	0.1170999511	0.0248252555417423	0.0085093585505547	7.24091829418984e-05	0.0006162933127128	-0.009331109332038	0.003718311378094	8.706960136644666e-05	1.3825839504464042e-05	0.0830595725044389	0.0110165538060158	0.0068988925846201	0.0001213644577608	9.402270106266258e-05	-5.898843812513742e-05	8.840268315118811e-09	3.4796358324431652e-09	-0.0003849943392	-0.0001980034559037	3.9205368549808475e-08	1.4822064121604468e-07	0.000118018261506	4.159119800000105e-09	1.39283100488986e-08	1.7298277510752918e-17
