global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5944.096227719399	n/a	n/a	35332279.96438799	8336.496074147468	n/a	69497166.79427615	n/a	6133.880704796832	n/a	37624492.50067888	n/a	6313.760111821455	5516.163642380877	n/a	n/a	n/a	n/a	-0.0401003886	0.1369219163	-0.1304876337	-0.0254043759	0.0193586519	-0.1592165012	0.0255273535	-0.0513387919	0.115899178	-0.1134025347	0.0072173386	-0.0409345721	-0.0726756928	0.0691264373	-0.1146308639	0.2440403155	-0.0126533837	0.0583629512	-0.1742909926	0.0032003329	-0.0288093564	0.0162840033	-0.3039987826	0.0646142561	-0.0998612457	0.0326282567	-0.0446708875	0.0580301465	-0.0828240899	0.0634813989	-0.0665816178	-0.0944652579	0.138261072	0.012209964	0.0600736013	-0.0743569571	0.1480228464	-0.007967562	0.1450384017	-0.1548674062	0.1352805129	-0.036913912	0.0356967304	-0.1497059651	0.010559064	-0.1633131537	0.0505163605	-0.1726267392	0.1967212483	-0.0135673308	0.0527859705	-0.1226147515	0.1168171778	-0.0815503301	0.0031764661	0.0817831327	-0.1095564036	0.0997483909	-0.0681762554	0.0130783167	-0.0181007514	0.0012573863	-0.1507807853	0.0602412742	-0.122285407	0.0623761964	-0.0853658483	0.1654739492	-0.0668505709	0.0503254332	-0.181475482	0.0649400117	-0.0771372208	0.1803745009	-0.0480359325	0.0685630679	-0.0327192926	-0.1217393156	0.1013559315	-0.1471210632	0.153366806	0.1532882396	0.0001919385280615	n/a	n/a	3.684039855441522e-08	0.1026684788390497	n/a	0.0105408165471243	n/a	-0.0348759032693948	n/a	0.0012163286288561	n/a	0.0009429498214513	n/a	8.891543657750386e-07	n/a	-0.0005960798036999	n/a	n/a	3.5531113237891135e-07	-0.0001692185826585	n/a	2.86349287169516e-08	n/a	0.0
5946.78173994933	2.685512229930282	7.211975937105116	35364213.06259478	8340.222554673244	3.726480525776424	69559312.2614803	13.886657108990931	6132.477464758832	-1.403240038000149	37607279.85577491	1.96908260424666	6324.399310924806	5508.360307795827	1.114775	20.508703	0.1506640275964231	0.0858452944337344	0.1347006637	0.1031786759	0.1117080966	-0.053375618	0.2080001922	-0.0078776758	-0.0291786433	-0.0232770849	-0.0548096661	-0.069056002	-0.1488071087	-0.012798242	-0.0460210538	-0.0132476996	-0.2422759105	0.1420090811	-0.0619011993	-0.1008802841	0.027136187	-0.0461392265	-0.0146114909	-0.0784288273	-0.2537715116	0.0577457412	0.0583939672	0.2081964121	-0.1115882437	-0.1051737112	-0.0258811627	0.0944910926	-0.0280770943	-0.0171941062	-0.0955815005	-0.0337478347	0.0778847233	0.1842825917	0.091064544	0.0618126769	0.0122382729	-0.0047929351	0.1807025693	-0.1113949981	0.0343033425	-0.1048160323	-0.1851316978	-0.0810062031	0.0235305869	-0.0961850956	0.148363333	0.0294306489	0.1283943671	0.0273929858	-0.0666507472	-0.1497396942	0.023753332	0.1404253428	-0.155982939	-0.030777379	0.0713348671	-0.0153372839	-0.1187485864	0.0517000504	-0.0441623533	0.0805139398	-0.0516040607	0.013927638	-0.1094837563	-0.0237756097	-0.1207076968	0.1521672911	-0.1719174249	0.199474637	-0.1388045675	-0.0790047896	-0.1174875192	-0.1046052392	0.1485608623	0.1626460246	0.0162647419	0.0414765304	0.1531573254	0.1524510324	3.638649724280185e-05	-0.0001555520308186	2.4196434291821217e-08	1.3239771816004266e-09	0.0725729766588045	-0.0300955021802452	0.0052668369411193	0.0009057392514811	0.0279731140764738	0.0628490173458685	0.0007824951111354	0.0039499989813412	0.0001530001239626	-0.0007899496974887	2.3409037932570973e-08	6.240205245624886e-07	-0.0004039998688865	0.0001920799348134	3.6894701357920007e-08	1.632158940603092e-07	3.0905829212499246e-08	0.0001692494884877	9.551702793121717e-16	2.8645389353352332e-08	0.0
5945.668723871159	-1.1130160781704037	1.2388047902658257	35350976.5740197	8340.359774178833	0.1372195055882912	69561601.1627404	0.018829192713895	6125.041712885318	-7.435751873514164	37516135.98458511	55.2904059244694	6313.778686343127	5491.435110036338	1.0131	18.638174	0.0951518096706087	0.0626042915836959	0.1007341966	-0.0057572095	0.0874904249	-0.1439053013	0.1064935635	0.1516873146	-0.1716684332	-0.1045244031	0.0989461756	0.0095040436	-0.0232007136	-0.0312005033	-0.1012360351	-0.1661455149	-0.0415070435	0.0327681213	-0.0425819931	-0.0016445683	0.053924635	0.2226712859	0.0077984231	-0.0665199453	-0.0469033288	0.0769676833	-0.0364009988	0.0349007354	-0.1005495672	0.1478908333	-0.2221796092	0.1132203889	0.1505137445	0.0220565807	0.0520713744	-0.126478331	-0.1977169212	0.1824123067	-0.0490207464	0.0808463276	-0.0189409935	-0.0438873544	0.0542640036	-0.0234456092	-0.0698570252	0.0939916855	0.0944938485	0.0360350531	0.1527783815	-0.0332131167	0.172321051	-0.070015235	0.1028686807	-0.1037446638	0.122987814	0.0129754949	0.1925683094	-0.1533369673	-0.1449096286	-0.0452045323	0.1475587896	-0.0222832952	0.0518263731	0.0806459464	-0.0540309905	-0.0360321878	0.1208447663	0.0233041989	-0.0760669935	-0.093595567	0.1003260257	0.1838278005	-0.1604153557	0.0903059166	-0.0301837979	0.0889526605	0.1489670673	0.1609374446	0.128113321	-0.0323042478	-0.0571178925	-0.1679968244	0.1527386503	0.1507811905	0.0003941334927759	0.000357746995533	1.2798291281295857e-07	1.5534121012773046e-07	0.0722208930345118	-0.0003520836242926	0.0052158573907023	1.239628784950761e-07	-0.0091799008193618	-0.0371530148958356	8.427057905331945e-05	0.0013803465158501	0.000518000651811	0.0003650005278484	2.683246752766209e-07	1.332253853296107e-07	-0.0011840029277956	-0.0007800030589091	6.08404771907553e-07	1.401862933028553e-06	8.066021706598582e-07	7.75696341447359e-07	6.506070617131949e-13	6.017048141348178e-13	0.0
5951.06753458874	5.398810717581	29.147157164267472	35415204.80123611	8287.630843336565	-52.7289308422678	68684824.99542354	2780.3401477686607	6129.850195843241	4.808482957922934	37575063.423479415	23.121508356635285	6305.769438209703	5452.512243466261	0.982868	18.081987	0.1302320220802343	0.0576913832715608	0.0648895559	-0.056053857	0.0775558332	0.0002885959	-0.0182334756	0.1610478414	0.066554566	-0.0809169682	-0.051378964	-0.073265826	-0.0941732186	-0.0072197531	-0.0578884692	-0.010153895	-0.1398623458	0.0674159183	0.1013966912	0.0166986754	0.0997694915	-0.032754753	0.0721041805	-0.2673442173	0.0676650475	-0.1010630023	-0.1685219612	-0.0329431034	0.0309743026	0.0124364256	0.1462904075	-0.0131119725	-0.1106518178	0.0649445933	0.0374037108	0.0020791015	-0.3165114816	0.0901571959	-0.0646881111	0.0003090719	0.104923379	0.1051524569	0.0812728013	0.1323566124	-0.1376371275	0.0955685075	0.0946118843	0.1244620103	-0.0167848347	-0.246896422	-0.1089597732	0.0612872483	0.0746823292	0.1550111028	0.1521324167	-0.1142082512	0.156384223	-0.2089935602	-0.112238428	0.0502487031	0.0809255909	-0.0872296166	0.1158199242	0.1351235213	-0.059567376	-0.034250587	0.1285116344	-0.0948283662	-0.1260413631	-0.055099127	-0.0266556916	-0.0628651594	-0.0202141697	0.1451226555	-0.05146195	0.0707082685	0.1335788986	0.1518085788	0.0376570888	0.0152899529	0.0301795473	-0.0129043835	0.1521113526	0.148287834	-0.0206185843069164	-0.0210127177996923	0.0004415343093295	0.0004251260188214	0.091652693334737	0.0194318003002251	0.0084002161955113	0.0003775948629078	0.0094788289028002	0.018658729722162	8.984819736856046e-05	0.0003481481948446	0.0011600009122167	0.0006420002604056	1.345602116343576e-06	4.121643343609865e-07	-0.0004039999893659	0.0007800029384297	6.084045839589665e-07	1.6321599140764733e-07	2.3431584296278442e-07	-5.722863276970738e-07	5.4903914263360254e-14	3.275116408690025e-13	0.0
5968.234626284819	17.167091696078387	294.7090373015635	35619824.55438509	8324.951179003194	37.32033566662904	69304812.13278666	1392.8074542698632	6138.771030591882	8.920834748641028	37684509.76603411	79.58129261256123	6329.520585346081	5528.363755202875	1.056433	19.435371	0.1125151605454646	0.0671147692408861	0.0189568769	-0.0435151086	0.1311718374	0.0779909086	-0.0852401822	0.1174715988	0.2001797929	-0.2323373043	-0.0673120734	-0.0922752178	-0.0127351997	0.0510163928	-0.1060501994	0.1244226936	-0.2032876802	-0.0805753989	0.0652138445	-0.1655185063	-0.1480162976	-0.0648240752	-0.0334312722	0.3059857687	0.2445877583	-0.0902615263	0.0473064411	-0.0602486687	-0.0622001211	-0.1575307975	-0.171809817	0.2158601555	0.0918396155	-0.0098720743	-0.0103867352	0.0251296737	0.000217715	0.0475998936	-0.0478052109	-0.1076972078	0.2465775772	0.208897008	-0.1128921834	0.0166431676	0.0336466238	-0.1215216324	-0.014800372	0.0030287237	0.2222714219	0.1316683467	0.0679685664	0.1725373633	-0.1898732587	0.1019227078	0.0565743055	0.0343249552	0.1099854909	-0.1050839981	-0.1329259161	0.0779263133	-0.1177032944	-0.2494465489	0.0191069206	0.0913236287	0.049307507	-0.0768776381	0.1019824953	-0.1367290945	0.0215398243	0.0683468602	0.049644721	0.0057397167	0.0978533784	0.2194597354	-0.0003590575	-0.002434623	-0.3370330052	0.064291632	-0.2558605093	0.0161447296	0.1811792507	-0.16690365	0.151276289	0.1449845808	-0.0206185888829253	-4.576008898193873e-09	2.0939857436349506e-17	0.000425126207523	0.0575173356261728	-0.0341353577085642	0.0033082438975338	0.0011652226458916	0.0407990746029014	0.0313202457001011	0.0016645644884531	0.0009809577907147	0.0002190001389065	-0.0009410007733101	4.7961060841066296e-08	8.854824553703943e-07	-0.0004039997840348	2.053310999960284e-10	4.216086062557901e-20	1.632158255001651e-07	4.424326845479335e-08	-1.900725745079911e-07	1.9574668035629124e-15	3.612758358009581e-14	0.0
5965.138301256126	-3.096325028692263	9.587228683306144	35582874.953112826	8333.829700330749	8.878521327555063	69452717.4741149	78.82814096385012	6134.953156844429	-3.8178737474527225	37637650.23667543	14.576159951488696	6330.080880146787	5574.170734424126	1.204679	22.162691	0.1031972156706025	0.0916975104457179	0.0452279083	0.072449832	0.1503937041	-0.1398704595	0.0745501846	0.058726106	-0.02960148	-0.0711241635	0.0313558264	-0.1950427317	0.058932513	0.0600793044	-0.1361771442	0.1506945494	0.0695091235	-0.2056416156	0.2192605016	0.0267809123	0.1463106311	0.0549819996	-0.0488932156	-0.0846925937	-0.0006197031	0.1911711349	-0.1441491035	-0.118844545	0.1094253474	0.1825102511	-0.1631422194	0.2021887418	-0.1602996124	0.1809059291	-0.1511602848	0.1700832548	0.1522896534	0.0918387452	0.0200439512	0.1838967639	0.0179379795	0.0670753389	-0.1636087586	0.2365684834	0.1027115896	-0.043389184	-0.2039499941	0.0066230982	-0.086930266	-0.139131555	-0.0613197895	0.1331492508	0.1519944448	-0.2209408692	-0.1846314665	0.3139308	-0.1005303901	-0.121421795	-0.1045919113	-0.1965463387	0.0603649561	-0.0141506583	-0.0379379713	0.0387052492	-0.0299053872	-0.0308044644	-0.0823685791	-0.0237666611	-0.0879978535	0.0305187514	0.0267483527	-0.0336455635	0.0560237678	0.1335918775	-0.0523766839	0.061842726	-0.0470009739	0.0393110755	-0.0359757899	0.2043580747	-0.0967113431	0.1543557768	0.1502346003	0.1408894722	-0.0205914124652366	2.7176417688699883e-05	7.385576783906799e-10	0.0004240062673135	0.0681463177104007	0.0106289820842278	0.0046439206174868	0.0001129752601468	-0.0504417188931825	-0.0912407934960839	0.0025443670048988	0.008324882397795	0.0001949997399974	-2.4000398909099997e-05	3.80248985990536e-08	5.760191477959281e-10	-0.0004059999993897	-2.000215354899977e-06	4.000861465977641e-12	1.648359995044364e-07	3.95840804141113e-08	-4.659188040682049e-09	1.5668994222308302e-15	2.170803319843463e-17	0.0
5957.639282034813	-7.499019221313574	56.23528928163044	35493465.81484428	8273.572344035128	-60.25735629562041	68451999.33198293	3630.948987737345	6154.04811759617	19.094960751741382	37872308.233688965	364.6175261105438	6327.929195251915	5497.804559326172	1.086512	19.988752	0.0949005372560789	0.0514300708443946	0.0340180215	0.1208987858	0.0693568833	-0.1019950698	0.0566534841	-0.0592802534	-0.1805536881	0.0042825201	0.0893254536	-0.1344463473	-0.0506107892	-0.126341466	-0.100473092	0.2380467395	0.1048535937	-0.0504375598	0.084429334	-0.0198782136	-0.001033193	0.2207704168	0.1381427561	0.0642498922	0.0938012216	-0.1515642372	0.1789242827	0.1852421536	-0.1809169134	-0.0135783779	0.0200483265	-0.0513045479	-0.1138399633	-0.1978584512	-0.0917588484	0.1266267796	-0.092131688	-0.0210349147	0.0531598058	0.0874800926	0.0459208227	0.0081967825	0.0359983466	0.2209900815	0.0753494519	0.2320856387	-0.2805169497	-0.1411765683	0.0720654344	0.1310552116	-0.0110646328	0.0503227214	-0.2416666657	0.0551691315	0.0076370821	-0.1329809666	0.0922199303	0.025186354	-0.0302126003	-0.0282657169	0.0377827621	-0.0449780116	0.084269668	0.0487680084	-0.0902680757	-0.1053505617	-0.2833879222	-0.056608666	-0.1201052343	0.058331158	-0.0526482985	0.0181278112	0.2002594534	-0.0057371763	0.2085886348	0.0506254903	0.143996252	-0.0229480621	-0.0818517188	-0.1160446407	-0.1909404803	-0.068021381	0.1489877092	0.136024874	-0.0264172718637496	-0.005825859398513	3.394063773124225e-05	0.0006978722527232	0.1124670223148029	0.0443207046044022	0.0126488311083583	0.0019643248566306	-0.0725479563655255	-0.022106237472343	0.0052632059728141	0.0004886857351836	0.0003399817227064	0.0001449819827089	1.1558757177441145e-07	2.1019775310232772e-08	-0.0002460248896491	0.0001599751097406	2.5592035736517008e-08	6.052824632685183e-08	-0.0001479580390864	-0.0001479976231668	2.1891581330292676e-08	2.190329646302632e-08	0.0
5955.204886126503	-2.4343959083098525	5.926283438395752	35464465.235744976	8347.05011832801	73.4777742928818	69673245.67787965	5398.983315035682	6139.611764659052	-14.4363529371185	37694832.62073984	208.40828612504995	6329.861944787435	5501.645545624524	1.029659	18.94281	0.0778547044547531	0.0342215450410186	0.1193001023	0.1174220381	0.079703308	0.044660094	0.1960916532	-0.0339374446	0.0327910095	0.0015023765	0.061152307	-0.0596416256	-0.019893812	-0.0019568295	-0.0265472365	0.0971594507	-0.0793348975	0.0933868368	0.0195919469	0.175328401	0.0640312409	0.0610844868	0.0739709044	-0.0473576818	0.0532035903	-0.0517048729	0.0736871509	-0.0258667035	-0.1628346837	-0.0308664714	0.0933092214	-0.1032432623	-0.0114505371	-0.0374950135	0.0819131093	0.112673723	0.1547924867	0.0810911783	0.1323883865	-0.057201151	0.0425254995	-0.0339166465	0.0746937604	0.1096086354	0.0069326425	0.0309109041	-0.1474784009	-0.0585423424	-0.0966172313	-0.0057790104	-0.0949185103	-0.0012126788	-0.1819346757	0.0099187591	0.0532440054	-0.0615874495	-0.1679610408	0.0385009693	-0.0654306939	0.0992030744	-0.0277514969	-0.076724331	-0.0182312626	0.0701018464	-0.0578152837	-0.080610665	-0.1220834781	-0.0198477186	-0.142705537	0.0242196797	-0.0949993729	0.0499966002	0.0472643105	0.0430081531	0.2006709355	-0.1053058116	0.0376106462	-0.1775948746	-0.0278454714	-0.141122427	-0.0780999183	0.1796161728	0.1475373187	0.1304173552	-0.0205505752180101	0.0058666966457394	3.441812953313108e-05	0.000422326141791	0.124480691520489	0.012013669205686	0.0154954425614191	0.0001443282477836	-0.0442696325925879	0.0282783237729375	0.0019598003698827	0.000799663595407	0.000730453952633	0.0003904722299266	5.33562976917173e-07	1.5246856234385158e-07	-0.0004140819944125	-0.0001680571047634	2.82431904614564e-08	1.714638980966337e-07	-0.0002233490010042	-7.539096191779999e-05	4.9884776249574136e-08	5.683797138891168e-09	0.0
5955.827403423928	0.6225172974254747	0.3875277855939169	35471880.05937541	8366.478923714074	19.428805386063686	69997969.58095181	377.4784787295373	6130.785962312118	-8.825802346934324	37586536.51568332	77.89478706715143	6319.545785563031	5509.990020603087	1.022282	18.807091	0.1096302105598886	0.0626422500030311	0.1331199466	0.0262408353	0.0925611473	-0.0101284051	0.1279696736	0.1344149066	0.1433197683	-0.1190547379	0.0128532825	0.064795856	0.0848957161	-0.0231878167	-0.0941984159	0.0508430769	-0.1675934589	-0.007730075	-0.1092143613	-0.0819330648	0.1971197507	-0.0645092813	-0.0636829097	0.015328217	-0.0920785764	0.0128082185	-0.0099720347	-0.2631126767	-0.1307328941	-0.1279408589	0.2485916446	-0.0791808614	-0.0610685995	0.1251556052	0.0518073853	-0.0854548843	0.0590265008	0.1607433364	0.0396551523	-0.0060424129	0.0878461937	0.0637719495	0.0064934776	-0.0064382922	0.0740913642	-0.0414761761	0.0634756503	-0.0278746538	-0.2209869133	-0.1271106187	0.1002918497	0.0160660746	-0.1793605391	0.1336508006	-0.1088826627	0.0856747047	-0.0966506595	0.0503356979	-0.0981523429	-0.0563341448	-0.0233848799	-0.0590491236	-0.121396332	0.0950694277	-0.0029059992	-0.0380990426	-0.0405375161	0.0717221057	0.1229968777	-0.1192404882	-0.0688761141	0.0432408108	0.0326198118	0.0097422332	0.0201326942	-0.0550964627	0.2146814976	0.1403285397	-0.0645171808	-0.0996207327	-0.0378762866	-0.0431379037	0.1458854101	0.124097542	-0.0207131376855898	-0.0001625624675796	2.6426555865600594e-08	0.0004290340727822	0.0672665905255911	-0.0572141009948979	0.0045247942009375	0.0032734533526543	-0.0372579427354224	0.0070116898571655	0.001388154296876	4.916379465307755e-05	0.0004040183448083	-0.0003264356078247	1.632308229416384e-07	1.0656020605588133e-07	-0.000716989720628	-0.0003029077262155	9.17530906010443e-08	5.140742594862174e-07	5.2144809760510064e-05	0.0002754938107647	2.7190811849597853e-09	7.589683976966188e-08	0.0
5952.815095858481	-3.0123075654473723	9.073996868851475	35436007.56548062	8297.666270457916	-68.81265325615823	68851265.53589498	4735.181248152264	6131.657205996306	0.871243684188812	37597220.09184643	0.7590655572388945	6303.19545855163	5470.887291550055	1.060158	19.503901	0.065901589102237	0.0368756999681136	0.0846525259	-0.0472230512	0.0384964335	-0.1501472001	-0.0173396896	0.1778531532	-0.0806486738	-0.0448312112	0.1441644458	-0.0479597219	-0.0393529182	-0.0940722632	-0.0143943627	0.0479901069	0.0755499756	-0.13850933	0.1347872695	-0.0673740072	0.0659005557	0.1135089227	0.0259207846	0.3185009414	-0.2092629363	0.3197946558	0.1012047265	0.1191051397	-0.1076111636	-0.0187522781	0.0948982075	-0.2146012098	0.0303798527	0.0796260024	-0.1761829128	-0.1040013643	0.0731674391	0.0627174414	-0.1109706173	0.0523819614	-0.0655855562	-0.0317681295	0.0369945334	0.1977283745	0.0120337345	-0.0418455709	0.0869617368	-0.0974125881	0.0662144446	0.2099518382	0.3049116429	0.0556793159	0.0479716005	0.0337287211	-0.0860514952	0.0813615394	-0.0842895842	0.1872041677	-0.0282568369	-0.0216913622	0.1057222977	-0.0073484637	0.0702092049	0.1452616748	0.0034824922	-0.0834518696	-0.0196397898	0.1037336153	0.1187104626	0.1249693336	0.0907721803	0.0218209669	0.2051045514	-0.0796252625	-0.0996960348	-0.0128874168	0.0353524251	-0.047380992	-0.1234320894	0.0586491862	0.1684160368	0.005426589	0.1440342395	0.1170999511	-0.0205881255775466	0.0001250121080432	1.5628027157404743e-08	0.0004238709147968	0.0841830318311878	0.0169164413055967	0.0070867828482907	0.0002861659864456	-0.0691138191633484	-0.031855876427926	0.004776719999344	0.0010147968629912	0.0002229996682054	-0.0001810186766028	4.972885201971849e-08	3.2767761279065294e-08	-0.0006100000097113	0.0001069897109167	1.1446798242039038e-08	3.721000118477861e-07	6.801206668743877e-08	-5.207679769382263e-05	4.625641215096619e-15	2.711992858043329e-09	0.0
