global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
1063.5715603781266	n/a	n/a	1131184.464045163	1406.7643859547036	n/a	1978986.0375905144	n/a	993.8798175680226	n/a	987797.091769046	n/a	1122.8784690837012	1054.6486753933132	n/a	n/a	n/a	n/a	-0.1177608076	0.0446692504	0.0382133807	-0.1318982142	0.1103245512	-0.0644357887	-0.0307914166	0.0997313577	0.0157024087	-0.0357769261	0.0852018157	-0.0350417941	0.0544490313	-0.0268152217	0.2236193394	0.0293696675	-0.0986548307	0.0016370175	-0.0884492064	-0.1031864351	0.0484750923	-0.1077708389	0.1714910973	-0.0094030181	0.0545664745	-0.0897566826	0.2040113699	-0.0956443739	0.0378908467	-0.0364338391	0.0897594924	-0.0426468216	-0.0270667457	0.0195342013	0.0624278087	-0.0269512013	-0.0050235822	0.0603050941	-0.0594499912	0.0631225139	-0.0840580258	0.0725752601	-0.1074527993	0.0225875882	-0.0547930772	0.0369591642	-0.0452639691	0.080306513	-0.0049044851	0.1331403534	-0.1796917149	0.0472325527	-0.0521716612	0.0435370991	-0.0838925292	-0.0005681281	0.1952223056	0.1295467363	-0.0231732408	0.1019630658	-0.1155808269	0.0028550689	-0.1206634448	0.0584166292	-0.0435463897	0.1153118687	-0.0068682366	0.0154479371	-0.1244316871	0.0128363789	-0.0281294095	0.1844851299	-0.0060221486	0.0553939924	-0.0362794876	0.0514560047	-0.0658387811	0.0829506057	-0.0683431238	0.153366806	0.1532882396	0.0574981306248787	n/a	n/a	0.0033060350253556	-0.0544400378987717	n/a	n/a	0.0029637177264196	0.1308137484050888	n/a	n/a	0.0171122367717898	-0.0076428880233428	n/a	n/a	5.841373733735682e-05	-0.0023582168991633	n/a	n/a	5.56118694349937e-06	-0.0015240421831352	n/a	n/a	2.3227045759755062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.8810620171278	-0.6904983609988449	0.4767879865420911	1129716.1519946577	1411.6028119813593	4.838426026655725	1992622.498793681	23.410366415419507	992.5207220201748	-1.3590955478478008	985097.3836394493	1.847140708179714	1123.023942115724	1056.9170845858753	0.987289	19.095871	0.1536490586567578	0.0928777671746307	-0.151463306	0.0328196708	0.0171339821	-0.0426078796	0.1014214325	-0.0132325741	-0.149799277	0.1309538913	0.0761547689	-0.0441886643	-0.0448703879	0.0297231094	-0.1521256743	-0.1592812927	0.0118315183	-0.0892777404	-0.0780137734	0.0017394594	0.0209584681	-0.1488051981	-0.0794336539	0.0675397961	0.0856328095	0.0804899572	-0.020771747	-0.1408684835	-0.173460891	0.1598348733	0.0394110798	-0.0139961142	0.0333315733	-0.0067997504	0.0187792303	0.1014105037	-0.0249811281	0.0124515259	-0.0493483399	0.1409979693	-0.0296702542	0.1307048592	0.1054550068	0.0290374102	-0.0449136665	0.022964773	-0.0155859409	0.1053886758	-0.1141906105	0.1402579003	-0.0863286814	0.0216825173	-0.1151843366	0.023153398	0.1223929209	0.0797332914	0.141718642	-0.0202564455	0.150255704	0.1130203009	-0.0622644925	0.0927300065	-0.0791409713	-0.0039059173	-0.0573448777	0.102522818	-0.0891702327	0.0479915532	0.0217672058	0.0806950302	-0.1565745372	0.0190844917	0.0113169439	0.0751773272	0.0338551544	0.1404423149	-0.0381645458	0.0887531307	-0.1619528123	-0.019194026	0.0485818965	0.1531573254	0.1524510324	0.054208750136425	-0.0032893804884536	1.0820023997819871e-05	0.0029385885913533	-0.0225209983218661	0.0319190395769056	0.001018825087512	0.0005071953654134	0.1107346251854153	-0.0200791232196735	0.0004031711892708	0.0122621572149544	-0.0059870977736613	0.0016557902496815	2.7416413509403247e-06	3.58453397513801e-05	-0.0020820691085932	0.00027614779057	7.625760223674775e-08	4.335011772958083e-06	-0.0014887499159523	3.529226718289985e-05	1.24554412290919e-09	2.2163763122479804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.854040344856	-1.0270216722717578	1.054773515315878	1127534.002996695	1404.78255719595	-6.820254785409361	1973414.0330019924	46.51587533789929	993.139150568352	0.6184285481771212	986325.3723916276	0.3824538692004619	1124.0341606438938	1065.4778233179825	1.083444	20.955681	0.148639267424107	0.0889316491681531	-0.0764275728	0.1015113011	-0.1212858768	0.0027253524	-0.0001721524	-0.0334576434	-0.0422810691	0.0700744825	0.1097265451	0.0289671566	-0.1275663872	0.0459360767	-0.0067601632	0.126363664	-0.060925956	-0.0466083248	-0.0618576616	-0.0684700989	-0.0668097732	-0.1853851094	0.1923473662	0.2487383523	0.0150850561	-0.1273856267	0.0467320147	-0.0819204822	0.171181555	0.012255151	0.050850196	0.0533719343	-0.0760542129	0.1726845375	0.051168383	-0.0315375207	0.0794161612	0.0870439465	-0.0334740654	0.109105805	0.0066948717	0.1576242501	0.0454848218	0.0540524385	-0.0445308948	0.0673531242	0.0211850068	-0.2027256793	0.0742284429	0.1332133093	-0.0752619669	0.0926692013	-0.0629268052	-0.1825699191	0.0088149243	0.0015395756	0.00364306	-0.0132083928	0.1632244589	0.1082928165	-0.0536479988	0.1298174585	-0.1134200952	0.0302286086	-0.0925862119	0.0461614414	-0.0798991178	0.0017490209	0.0034140692	0.1387340894	-0.1136856386	0.0502429712	-0.0223766084	0.0154013705	-0.1444523037	-0.0796340005	-0.0287499151	0.1686444078	-0.0546664206	0.0724541277	0.0223237302	0.1527386503	0.1507811905	0.056654468101513	0.0024457179650879	5.981536364754166e-06	0.0032097287558653	-0.0354357602187889	-0.0129147618969228	0.0001667910748542	0.0012556931022835	0.1393906322254565	0.0286560070400412	0.0008211667394788	0.0194297483522124	-0.0074941428454543	-0.0015070450717929	2.271184848415568e-06	5.616217698807387e-05	-0.0018081160071861	0.0002739531014071	7.505030177056888e-08	3.269283495442605e-06	-0.0011772924787113	0.000311457437241	9.700573521273155e-08	1.3860175804301966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.9352900624633	0.0812497176073065	0.006601516611267	1127706.560280048	1407.1548232636922	2.3722660677422027	1980084.6966342728	5.627646296161053	992.1034450019456	-1.0357055664063637	984269.2455847284	1.0726860202851267	1122.5023412480366	1059.7226637490094	1.04548	20.221394	0.1003426835031288	0.0647868877503972	-0.1171519792	0.0296193102	0.0723921343	-0.088092961	0.071184606	-0.0827044035	-0.0571832708	0.1266695337	0.1590006283	0.0013124893	-0.0472763082	-0.0198871334	0.0332781324	0.0013243686	0.1268671411	-0.023568583	-0.0748805431	-0.0082814543	0.0940810642	-0.0460973889	0.0806362161	-0.0544806715	0.1411152702	0.1318102066	0.2212312975	-0.1732751585	0.0742995942	0.0520418265	-0.1534456915	-0.0065489724	0.0956771474	0.0775047249	-0.0385544249	-0.0637430603	-0.1097624934	0.1203477557	-0.0377086393	0.0836070524	-0.0868592345	0.1407442169	-0.0050879562	0.05397092	-0.1139505756	0.072935524	-0.0294592781	0.109856251	0.04236986	0.1099502477	-0.000541743	0.1405016007	-0.0623700043	0.0557192822	-0.0632194223	-0.018192697	-0.0853247032	0.0024007658	0.1611836773	0.1389760778	-0.0259472115	0.0387777966	-0.0952520564	-0.0131733018	-0.0702635841	0.0923406108	-0.0014489187	0.0640300002	-0.010304471	0.0702552126	-0.072185838	-0.051953695	-0.0094353206	0.1219816778	0.0184381782	0.1076290161	-0.0337990206	-0.0182033257	0.000298276	0.0105559631	-0.0263779606	0.1521113526	0.148287834	0.0573918635299719	0.0007373954284589	5.437520179120878e-07	0.0032938259994429	-0.0638765146137245	-0.0284407543949355	0.000808876510553	0.0040802091191973	0.1588774448370458	0.0194868126115893	0.0003797358657591	0.0252420424779485	-0.0064631214560067	0.0010310213894476	1.0630051054984598e-06	4.177193895509417e-05	-0.0018092188735669	-1.1028663808000051e-06	1.2163142538989024e-12	3.273272932470683e-06	-0.0011758623131768	1.4301655344999172e-06	2.0453734560714336e-12	1.3826521795494948e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.0900519363036	0.1547618738402434	0.0239512375945434	1128035.27842206	1411.1383674898295	3.983544226137383	1991311.4922018608	15.86862460159248	991.6347318335056	-0.4687131684399901	983339.4413785086	0.2196920342690545	1123.5369255922485	1049.2865666951984	0.886874	17.153683	0.0871455065845287	0.0395116866495084	-0.1354329651	0.0640386034	-0.0465763888	-0.0670336119	0.1525520748	0.0272957751	-0.064127301	0.1891171432	0.1028763584	-0.0239500973	-0.0460575882	0.0770376052	0.0782033671	0.0422799312	0.0784623137	-0.0343476947	-0.1478999538	-0.007550699	0.0565343449	-0.0569578964	0.0631692443	-0.0014872852	0.1179444454	0.0621521741	0.1418054574	-0.067455249	0.0028120373	0.0095271105	0.0041519832	-0.0792885878	-0.003225574	0.0964654571	-0.0298694734	-0.0657075871	-0.0090834871	-0.1696695723	-0.0442589881	0.1326557754	-0.0708042583	0.1587296892	0.0088601858	0.0893675164	-0.0366777924	0.0919312911	-0.0868188896	-0.0505846974	0.0010030402	0.1166117686	-0.0877400303	0.0298772563	-0.0314529498	0.0509200655	-0.0407495308	-0.0151989325	-0.0170816276	0.0094416269	0.161867881	0.1334239118	-0.0321681463	0.0750015309	-0.1149879091	-0.034925056	-0.037743662	0.1072288335	0.0070542159	-0.0090621226	-0.0631389757	0.0416800345	-0.0249121077	-0.0170525026	0.0283606696	0.0261733207	0.0342030616	0.0141043166	0.0111583393	0.0665837053	-0.0659635137	-0.0980416559	0.0464670111	0.151276289	0.1449845808	0.0472490873180504	-0.0101427762119215	0.0001028759092851	0.0022324762523887	-0.0490865649887837	0.0147899496249407	0.0002187426099082	0.002409490862398	0.1687323800861122	0.0098549352490663	9.71197487632912e-05	0.0284706160895242	-0.0068062805696977	-0.000343159113691	1.1775817730919282e-07	4.632545519344445e-05	-0.0015280784031186	0.0002811404704483	7.903996412389154e-08	2.3350236060774903e-06	-0.0015987196390095	-0.0004228573258327	1.7880831801038225e-07	2.5559044841546662e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.5630689421448	-0.5269829941587432	0.2777110761325139	1126916.149341865	1409.468437392477	-1.6699300973525624	1986601.2760055908	2.7886665300439386	993.5466465274036	1.911914693897984	987134.9388258494	3.655417796743021	1123.9099401170215	1049.3777876757083	0.987656	19.102972	0.0990776711380196	0.0647572980964912	-0.0789670868	0.071421383	-0.0768863678	-0.0078523683	0.099920398	-0.0240871958	0.0471089424	0.1712253607	0.0365438488	-0.0033346484	-0.0992730925	0.1050674063	0.1274130265	0.0225473174	-0.0450450989	0.0207782213	0.0102598848	0.06586331	0.0989606861	0.0809728769	0.0347792276	-0.0390090474	-0.1370332569	0.1165062881	0.1919794569	0.0929367032	0.20393877	0.0018016999	-0.1963301255	0.0423768553	0.1519444773	-0.1024818042	0.1846561805	0.0912329011	0.0081180652	-0.1287576233	0.0131956737	0.1011614196	-0.0976321171	0.031454598	-0.0857633732	0.0200560418	-0.0762436692	0.1633423518	0.0821266675	-0.1102622299	-0.0368346737	0.0839326749	-0.0120782636	0.0337987366	0.263845625	0.1460578366	-0.3232102674	0.2050518331	-0.0508669637	0.0299623787	0.1696927359	0.1213225059	0.0151249159	0.045619379	-0.1067091627	-0.0636366332	-0.0348395485	0.0507129571	0.0676869322	-0.1291418972	-0.0707272953	-0.0569872689	0.0871125268	-0.0562957753	0.1042497315	0.0173818668	-0.0941210555	-0.0727395881	0.1617611805	0.0006315862	0.1924409017	-0.2261868448	-0.0530887809	0.1502346003	0.1408894722	0.0402618121659514	-0.006987275152099	4.882201405114012e-05	0.0016210135188863	-0.0482320696284404	0.0008544953603433	7.301623208482272e-07	0.0023263325406427	0.2224146098900945	0.0536822298039823	0.0028817817967275	0.0494682586925629	-0.0073341195047801	-0.0005278389350823	2.786139413889217e-07	5.3789308910395896e-05	-0.0013187044028399	0.0002093740002786	4.3837471992705e-08	1.7389813020693374e-06	-0.0015848591579387	1.3860481070800035e-05	1.9211293551400612e-10	2.5117785505021653e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.8337988680223	1.2707299258775038	1.6147545445206462	1129615.6840162317	1405.1447303258076	-4.323707066669385	1974431.7131623863	18.69444279836678	991.8320050586684	-1.7146414687351808	983730.7262586984	2.939995366306338	1121.179366706868	1056.4059843802825	1.264293	24.453611	0.1487729008735312	0.0725152461213396	-0.0967630948	-0.0566953966	0.092616717	-0.1224823878	0.0830522431	-0.0722924772	0.0605777902	0.0733509097	0.0172014653	-0.166904328	-0.1415883206	-0.1238183253	0.0227653364	0.0465514717	0.0954504526	0.0200843644	0.0277647132	0.022439035	0.0288942252	0.2112892123	0.0537025584	0.0726010586	0.0094614035	0.2977784104	0.073470037	-0.1469805785	-0.11253913	0.1351093139	0.0812274948	-0.2872967777	0.1158299991	-0.0718593166	-0.0322870053	0.1580823593	-0.0442230624	-0.0003875393	0.0107999726	-0.0545561019	-0.1021005173	0.0007710451	-0.0091205288	-0.0017186127	-0.0293549022	0.2809220134	-0.0511302787	0.1169917123	-0.0468590548	-0.0742798975	-0.0259659051	0.1208707281	0.3282913021	0.0828983284	-0.0633100852	-0.1842040575	-0.1154203015	0.0563828038	0.17154455	0.1170935445	0.0833955386	-0.0194707116	-0.0162496873	0.0127104221	-0.1182073294	-0.0806658797	-0.036740008	-0.1300656369	0.2295827144	-0.3122127084	0.1849580244	-0.228217739	0.0003180214	-0.0449818208	-0.1388736033	0.0348640634	0.288133279	-0.1730612522	0.0738451495	0.1221563777	0.2452441163	0.1489877092	0.136024874	0.0541519387086992	0.0138901265427478	0.0001929356153735	0.0029324324659107	-0.0924569311386704	-0.04422486151023	0.001955838375599	0.0085482841155808	0.272053950331113	0.0496393404410185	0.0024640641194193	0.0740133518907637	-0.007096943488548	0.000237176016232	5.6252462675729085e-08	5.036660687964386e-05	-0.0014918498190907	-0.0001731454162507	2.997933516866275e-08	2.2256158827209544e-06	-0.0011748091428309	0.0004100500151077	1.6814101488990694e-07	1.3801765220790742e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.2325176719469	-0.6012811960754334	0.3615390767539038	1128337.921599683	1399.9677960489698	-5.176934276837756	1959909.82997421	26.80064850669765	994.328097288636	2.4960922299675303	988688.3650576392	6.230476420504278	1120.899137452128	1077.5869160927832	1.50731	29.153978	0.4491254570286432	0.242719142784504	0.0514250178	-0.2227875604	-0.0487290239	0.0711995878	-0.032012365	0.0857056779	0.1168002411	-0.0778653345	-0.0016689606	-0.1258579711	-0.1342601451	0.0048387137	-0.1020184446	-0.0365903882	0.0803910042	0.0799976398	0.0497334981	0.2025781418	-0.0916822942	0.2057612997	-0.1125648117	-0.0241413505	-0.0381361236	-0.0532927074	-0.093085906	-0.018115811	-0.0481616124	-0.213932201	0.0990130791	0.1712591935	0.0700249357	-0.1205333846	0.0408658637	-0.0524649622	0.0021238943	0.1601357379	0.0796363766	-0.1880102413	-0.0262098009	-0.0122318993	-0.1472613273	0.1295320456	0.0468003524	-0.0535005831	-0.0114751465	-0.0343167762	0.0650725665	-0.1773421718	0.103465175	-0.1131471941	0.0020457694	0.1276691629	-0.0826109497	0.0583700145	0.1493874772	0.0758472289	-0.0160226953	-0.0246298828	0.1285015672	-0.2264033976	0.0598076715	-0.1189141834	-0.0224429991	-0.0118452633	-0.0417397576	-0.0496868444	-0.0512800266	0.1467994558	0.0977925708	0.0949597749	0.2295493818	-0.1024202483	0.0895413813	-0.0529440083	-0.1815997974	-0.0169054348	0.032549511	0.0349595168	-0.1334367063	0.1475373187	0.1304173552	0.0559061603205179	0.0017542216118187	3.077293463371798e-06	0.0031254987617834	-0.0054154675782598	0.0870414635604106	0.0075762163787382	2.932728909118306e-05	0.1660270434629041	-0.1060269068682089	0.0112417049800398	0.027564979161033	-0.0034261154598884	0.0036708280286596	1.3474978415992927e-05	1.17382671444863e-05	-0.00104264387266	0.0004492059464306	2.0178598230870086e-07	1.0871062451954423e-06	-0.0002087858181571	0.0009660233246738	9.332010638138222e-07	4.3591517863529634e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1063.3434280589438	1.1109103869969204	1.2341218879376474	1130699.2459961462	1402.187896254149	2.2201002051792784	1966130.8964016363	4.928844921037074	994.4041914081208	0.0760941194848783	988839.6958900386	0.0057903150201789	1119.9850975415102	1065.3835663872303	1.030673	19.935003	0.098338354106878	0.0534903204757335	0.1430992409	-0.1926618874	-0.027780335	0.0673493733	0.0797396617	0.012431099	0.1485202324	-0.0920544599	-0.0446978609	-0.1234338984	-0.0288333571	0.0336340562	0.0763084731	-0.0539533406	0.0265942389	0.1040129969	0.0575338257	0.1647192883	-0.1686304844	0.1875229513	0.0413660662	0.007745427	0.0156329986	-0.0873143304	-0.0983145062	-0.0634925345	0.0179970997	-0.0644307801	0.2128115874	0.1892616978	0.0897707947	0.0888626251	-0.0647403792	0.1244087828	-0.0306243032	-0.0313409531	0.1268410889	-0.1862244178	-0.0833140703	-0.105556589	-0.1696191765	0.0173462632	-0.0047725747	-0.0287987903	0.1214411591	-0.0969367412	0.0482506511	-0.0794238935	0.0419964207	-0.0057811476	-0.0502155454	0.100247376	-0.0165489549	0.0470710553	-0.014276634	0.1039232781	-0.0398579678	-0.0325402987	0.1612124982	-0.2351959611	0.0454115925	-0.0952499313	0.0560192653	-0.0373638947	-0.0143820766	-0.140537123	-0.0637434301	0.0344800998	0.0256240705	0.0541633129	0.1884300698	-0.1539365964	0.1280116544	-0.1154828209	-0.1653708518	-0.0806562289	-0.0803439628	-0.0546564874	-0.0665969926	0.1458854101	0.124097542	0.0430227510433809	-0.012883409277137	0.0001659822346022	0.0018509571073407	-0.0181295473329612	-0.0127140797547014	0.0001616478240089	0.000328680486498	0.2116347449255187	0.0456077014626146	0.0020800624327029	0.0447892652596893	-0.0037090777464966	-0.0002829622866082	8.006765564254121e-08	1.3757257729556296e-05	-0.0012062969815358	-0.0001636531088758	2.6782340044714456e-08	1.4551524076623824e-06	-0.0001127379413926	9.60478767645e-05	9.22519463096858e-09	1.2709843429441312e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.7571345324964	-0.5862935264474345	0.3437400991541686	1129452.726999723	1397.1347944032343	-5.0531018509148	1951985.633732168	25.533838315718576	992.4567125108508	-1.9474788972700023	984970.3262078456	3.792674055311985	1118.9958978159932	1057.415475498885	1.087415	21.032486	0.2206308640169352	0.1302941145073858	0.0777694452	-0.1694025707	-0.055924804	-0.0280713088	-0.0166650514	0.0024258458	0.1169673874	-0.1784898693	0.0412593377	-0.112108146	0.0657698679	0.0683760428	-0.0909121255	0.0058919613	0.1077445058	0.089616976	-0.0047227236	0.0986362664	-0.1164202512	0.1827809493	0.0740690002	0.0034831169	0.1300833868	-0.0802646449	0.1787802503	0.0565570958	-0.0897273572	-0.1853387905	-0.0483900349	0.0946030852	-0.0490250652	-0.0429608787	-0.0334655291	0.0526693516	0.0502685856	-0.0138514917	0.0490968921	-0.2296090574	-0.0690517002	-0.0655603458	-0.1747013785	0.1146691876	-0.0304788601	-0.0467229427	-0.0158810105	-0.0503795556	0.0131677517	0.025192245	-0.120475202	-0.1264753662	-0.0007667935	-0.0173498706	-0.0980893019	0.1088317233	-0.0428143589	0.0868342214	0.0986423101	0.0464427822	0.1799197815	-0.1636255427	-0.0239890522	-0.0703060508	-0.010879545	0.0862729472	-0.0004399086	-0.1348875917	-0.0613448647	-0.063567778	0.0078731798	-0.005130141	0.0639506233	-0.0993908299	0.0627286616	-0.1280576885	0.1017521122	-0.0163464992	0.0527637143	0.0785227061	-0.1317939348	0.1440342395	0.1170999511	0.053780949845958	0.010758198802577	0.0001157388414757	0.0028923905663334	-0.0490068032857919	-0.0308772559528307	0.0009534049351766	0.0024016667682923	0.2452618289697312	0.0336270840442124	0.0011307807813165	0.0601533647495776	-0.0060139148163978	-0.0023048370699011	5.312273918790747e-06	3.616717141888898e-05	-0.0013838980968523	-0.0001776011153164	3.154215616166471e-08	1.915173942471418e-06	-0.0005376662605212	-0.0004249283191286	1.805640763974573e-07	2.890850077028509e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
