global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
796.949750293042	n/a	n/a	635128.904492142	1056.9660260069604	n/a	1117177.1801329465	n/a	745.4058007261807	n/a	555629.8077562386	n/a	839.6204916886458	881.8972272464738	n/a	n/a	n/a	n/a	-0.1309648508	-0.0656708499	-0.0586045995	0.151178065	-0.0966699302	-0.0446888635	0.2775581469	-0.0317334293	0.0218360581	-0.0322806134	0.2504733905	-0.0260569934	0.0568106925	0.0106833328	0.0247490458	-0.004201326	0.1443063876	-0.0501010306	0.0606670402	-0.1010584184	0.1058528485	-0.1901304204	0.0567817951	-0.0298024938	0.0398218219	-0.2063482213	0.0497454484	-0.2614382507	0.1385028508	-0.0195224392	0.0805765733	-0.0216852364	-0.0700381986	0.2026613057	0.0561588551	-0.1165480884	0.1336143758	-0.0509707293	0.0960509946	-0.1820906368	0.0629027558	-0.1595998964	-0.0759662198	0.0543221655	-0.1863602988	0.1446478289	-0.0732514788	0.0605301853	-0.017658614	0.1917797577	-0.1291976781	0.0445978682	-0.0104429396	0.1960401829	-0.1011306795	0.102478829	-0.2199817965	0.0180284917	-0.0448976773	0.3460688802	-0.071382596	0.0376064173	-0.0488583598	0.1181711548	-0.0086359076	0.1080416094	-0.0804035646	0.0708748765	-0.0664786772	0.0739760252	-0.2425505669	0.0171590086	-0.2731178746	0.0732070828	-0.0714135145	0.0796758596	-0.153196519	0.049637802	0.153366806	0.1532882396	-0.0121026805647943	n/a	n/a	0.0001464748768534	-0.0552134135833597	n/a	n/a	0.0030485210395271	0.2884929300887222	n/a	n/a	0.0832281707111763	-0.0001670000650355	n/a	n/a	2.7889021721861237e-08	-0.000314999969661	n/a	n/a	9.922498088643093e-08	-2.627465658922284e-08	n/a	n/a	6.9035757888159135e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.8879583206112	-0.0617919724307967	0.0038182478568883	635030.4181163922	1051.3715096268	-5.594516380160485	1105382.0512549365	31.298613527883976	747.4137529645648	2.007952238384064	558627.3181205754	4.031872191631573	841.7459791288601	854.1118004646746	1.893928	38.751255	0.1398123686970561	0.0721073255754949	0.1506081005	0.0187323619	-0.0134782045	0.0241819304	-0.087528191	-0.0507506028	0.0108795017	-0.0266223167	0.1249002105	-0.2326446266	0.1002333723	0.0926242602	-0.0074153955	-0.0896499523	-0.0285194368	-0.158580456	0.1136771557	-0.1408062704	-0.1109195159	0.0859582159	-0.0640175936	0.0374518363	0.1097337432	-0.0004053703	0.153735607	-0.0856152965	0.2231854841	-0.0650251934	0.1277394866	0.1471551444	-0.1165244871	-0.0928696695	0.0160868432	0.0683223966	0.066146961	0.0296751865	-0.1725264175	-0.0466684365	0.1529462524	-0.1933102692	-0.0139063051	-0.1129177342	0.0080304596	0.1064439985	0.1036449874	0.2217680509	0.1229858972	0.1031168709	0.0750812492	0.0545848496	-0.2041266479	0.1310346029	-0.1259848031	-0.0145004036	-0.0449527275	0.1058665493	-0.2769115021	-0.1587035964	-0.0055498204	0.173802254	-0.0598561583	0.0522249459	-0.1786015506	0.2854906035	0.0879343174	0.0538600666	-0.008087905	0.0637699323	-0.0224975602	-0.1740050839	0.0559533994	-0.2246793213	0.0133257539	-0.1220570518	0.0385598169	-0.2638407703	0.2459430612	-0.0475702423	0.1531573254	0.1524510324	-0.0083676757283654	0.0037350048364288	1.3950261128147265e-05	7.001799709507544e-05	-0.0830705437471692	-0.0278571301638095	0.0007760197009634	0.0069007152384503	0.3456233944039155	0.0571304643151933	0.0032638899528695	0.1194555307592845	-0.0004444119807543	-0.0002774119157188	7.695737098277462e-08	1.9750200863796038e-07	-0.0008520462682766	-0.0005370462986156	2.8841872685671625e-07	7.259828432840799e-07	0.0002073108986415	0.000207337173298	4.298870343124188e-08	4.297780869554628e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.9467169807479	1.0587586601366183	1.1209699004142872	636718.9631403537	1049.1635024126838	-2.208007214116151	1100744.0547948496	4.8752958575889656	748.4758488934739	1.062095928909116	560216.0963768064	1.1280477622053182	841.6755669861641	851.0399892784742	1.565699	32.035423	0.1822731504259464	0.1075127037116152	-0.0427237891	-0.1823286273	-0.0075774383	0.0453348391	-0.0438725028	-0.0244175371	-0.0689684326	-0.0948353911	0.2129109649	-0.0015111233	0.1176452543	0.0496175475	0.0785166676	-0.1026908071	0.0478904772	-0.0458730938	-0.1273949094	0.0025974976	-0.0739229288	-0.132602982	-0.006172602	0.0804293631	0.0477092087	-0.0444233033	0.0420037657	0.0720197947	-0.1234824798	-0.014508614	0.0951567493	0.011847587	0.0968293918	0.1118265156	-0.0411266831	-0.0990377882	0.0018917761	-0.0117488624	-0.1242864593	-0.0718150359	-0.0691418604	-0.1239223146	-0.0036502781	0.0028640364	-0.0617432391	0.0246908306	-0.1309714277	-0.0156656713	0.0854026145	0.0565147179	0.0531675086	0.0167867549	0.0231661262	0.0354101113	0.2102682235	-0.1630163949	-0.0632278411	0.0496665444	-0.1023781794	-0.0840786025	-0.1227468446	0.1205422444	0.0390196865	0.0517086301	-0.1929659216	0.1403381362	0.0694933888	0.1028999743	-0.130522462	0.0236791201	-0.0186503833	0.0724028603	0.1477941615	0.0596609603	0.0293090426	0.0964856795	0.2465225652	0.0252204398	-0.0341910217	0.1877063225	0.1527386503	0.1507811905	0.0070624315287375	0.0154301072571029	0.0002380882099656	4.98779390981055e-05	-0.0458137662233752	0.037256777523794	0.0013880674714574	0.00209890117557	0.2530561842643948	-0.0925672101395206	0.0085686883930141	0.0640374323944553	9.517403089717695e-05	0.0005395860116514	2.9115306396994786e-07	9.058096157216794e-09	-0.0008519804614093	6.580686730001811e-08	4.330543783842193e-15	7.258707066232037e-07	0.0004080401902333	0.0002007292915918	4.0292248502945884e-08	1.6649679684562765e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.5317572054704	0.5850402247225475	0.3422720645434088	637652.9672656563	1054.6074378817689	5.4439354690850905	1112196.848035549	29.636433391562704	748.4708449284833	-0.0050039649905784	560208.6057079576	2.503966562693453e-05	841.5352685883289	848.4474058633648	1.422691	29.109367	0.048360128515465	0.0332159961581381	-0.1468529403	0.0489800105	0.0985361481	0.0632237686	0.0253864623	0.0811775215	0.1862615903	0.0277037754	-0.0264179424	-0.0083231773	0.1196863106	-0.0067001507	-0.0174898253	0.0290736597	0.0137017791	-0.0442525926	0.0095934226	0.0101676363	0.0914281683	-0.1898921007	-0.1953303609	0.0210211316	0.0157708913	0.1121791675	0.1946535933	0.0693151055	-0.1091701391	-0.0632639828	-0.0189702552	0.0696168165	0.0440101737	0.1697429194	-0.1853130898	0.1342329508	0.0688576906	-0.1405014033	0.1050728669	-0.0437891495	0.0682514859	-0.0809386359	-0.0599573544	-0.1264648637	0.0183124684	0.0259538021	-0.0837344472	0.1209809762	0.1139986789	-0.0011250092	-0.1952385924	0.1614930404	0.1260082413	0.0363169777	0.1642447716	0.0758205851	-0.0625149024	0.0794088485	-0.1039470661	0.0402656829	-0.03637412	0.2392387956	-0.0535194621	0.0618294378	-0.0457675924	0.0758739431	0.0533417136	0.0883804383	-0.0439004517	0.1144138362	0.0078371387	0.146773973	-0.1612103817	0.1423046951	0.0667809247	0.0182589341	0.0760536428	0.1500836636	0.0412938196	0.0665520802	0.1521113526	0.148287834	0.0070365291682463	-2.590236049119978e-05	6.709322790160673e-10	4.951274273558097e-05	-0.030977628597185	0.0148361376261902	0.0002201109796632	0.0009596134735051	0.2477249106296	-0.0053312736347947	2.842247856905813e-05	0.0613676313464433	-0.0004248442368033	-0.0005200182677004	2.704189987422049e-07	1.804926255449785e-07	-0.0008520772347762	-9.677336690002737e-08	9.365084541167314e-15	7.260356140238554e-07	0.0003648189334209	-4.322125681239999e-05	1.868077040443432e-09	1.3309285418236308e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.0304549386852	-0.5013022667851601	0.2513039626839398	636852.607009645	1053.5531994688745	-1.0542384128943922	1109974.344111102	1.111418631222087	747.3800629350476	-1.090781993435712	558576.9584727957	1.189805357203586	845.4178327425259	839.8520943014538	1.928731	39.463345	0.3295876344864432	0.1942810073885481	0.1772775843	0.0652782821	-0.1069539723	-0.1896179143	-0.0282845759	-0.1197700294	-0.0852904168	0.1353670907	-0.1298216906	-0.1109333456	-0.0055114402	-0.0848739316	-0.1998307651	-0.0917366309	-0.0620364177	-0.1145469262	0.1387502505	-0.0037158131	0.0587066591	0.2794554754	-0.0871237699	-0.0323113837	0.0420288044	0.0913704988	-0.2300492952	0.2920869381	-0.0346662084	-0.0560959846	-0.0827714686	-0.0344127795	0.0022906799	0.1931291789	-0.1184041184	0.1984559078	0.0086725146	0.1918144009	-0.0107812388	0.0315202596	0.0840674365	0.1390229352	-0.069782017	0.1242488802	0.0402908966	0.0500108884	0.3543587786	0.0701342793	0.0437615774	-0.0335332669	-0.1223847128	0.1445906609	-0.0513415754	0.1657918214	-0.0554534122	-0.0934696206	-0.0010377298	-0.1671700206	-0.0177968514	-0.2596629098	0.0826963807	-0.0890333277	-0.0337626964	0.0600349481	0.0753360035	0.3064200516	0.0017636721	0.0074821476	0.210935795	0.0834724509	0.024670354	-0.1800246399	0.01849312	-0.0458489812	-0.0361423014	0.2231183757	-0.0438654937	0.1313416808	-0.0408606241	-0.0617773384	0.151276289	0.1449845808	-0.0073008469410495	-0.0143373761092958	0.0002055603536994	5.330236605663184e-05	-0.0619144364096087	-0.0309368078124236	0.0009570860776228	0.0038333974359194	0.3219946644179288	0.0742697537883287	0.0055159963277789	0.1036805639136145	-0.0035901768350294	-0.003165332598226	1.001933045739279e-05	1.288936970678172e-05	-0.0012620338107278	-0.0004099565759516	1.6806439416596005e-07	1.5927293394201326e-06	-0.0002607658279293	-0.0006255847613502	3.913562936335867e-07	6.799881701565328e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.6502275009645	0.6197725622793087	0.3841180289542595	637842.1858873424	1050.8812724094764	-2.671927059398058	1104351.4487009605	7.139194210743554	747.7170758928571	0.3370129578095202	559080.8255817647	0.1135777337315214	846.8393738513856	849.9605624425272	1.327583	27.163376	0.2592175635355899	0.1337125295896872	0.1647005455	-0.0554203498	0.0324898055	-0.0720413454	0.1294786264	-0.1561866114	-0.2065641913	0.0397278248	-0.0659653899	0.042821325	-0.0330653334	0.0346954854	-0.0407940795	-0.1933274338	-0.155635028	-0.1096247843	0.0612630463	0.247991936	0.000349568	-0.0300860172	0.061317444	-0.0020770729	-0.1637569363	-0.0291951797	-0.1084559591	-0.1431913338	0.068099956	0.0714218796	-0.151533875	-0.0874863774	0.0156314956	-0.1405368529	0.0096610456	0.0942477189	0.0241324257	0.2959765884	-0.0442050734	-0.0375513835	-0.1026947033	0.1987928792	-0.0715429186	0.1204022589	-0.0694249585	-0.0894138853	0.0299460975	-0.1853819093	0.0826029356	-0.0065789764	-0.2257951948	0.0706905355	-0.1151841961	-0.0028702026	-0.1223101773	0.0042611856	-0.0226641786	-0.171273138	0.2088024068	-0.2333271326	0.0497124291	-0.1775136123	0.1222064423	0.0203738514	0.0590468386	0.0874173731	0.1209357577	0.0087094673	0.0166619033	0.1155553396	0.0038094452	-0.1310842625	-0.0419987914	0.0156168145	-0.0582702048	0.0244630405	-0.1661571217	0.075128723	0.0658017144	0.2139000164	0.1502346003	0.1408894722	0.0187001635336372	0.0260010104746866	0.0006760525457047	0.0003496961161847	-0.0337096850264657	0.0282047513831429	0.0007955080005849	0.0011363428645835	0.2002168229432186	-0.1217778414747101	0.0148298426742396	0.0400867761894761	-0.0044619261561139	-0.0008717493210845	7.599468788112873e-07	1.9908785022613364e-05	-0.001878036789801	-0.0006160029790731	3.794596702270572e-07	3.5270221838460457e-06	-0.0004376927318326	-0.0001769269039033	3.1303129324807566e-08	1.915749274990843e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.9256241153142	-0.7246033856503118	0.5250500664958945	636685.3016198138	1053.1148662193148	2.2335938098383394	1109050.9214521253	4.988941307348148	747.6044075184299	-0.112668374427244	558912.3501409825	0.0126941625960776	844.3525362189986	863.4697389417122	1.540392	31.517622	0.119886369543161	0.0546011313124182	-0.0792240932	-0.194930281	-0.1034511802	0.109624354	0.0769925286	-0.151500665	0.035994874	-0.072978759	0.0872227254	0.237470024	-0.1525180993	0.0470835561	0.0290569783	0.1145146444	-0.0252470585	-0.0560848247	-0.0981251361	0.2632506978	0.1032899279	0.0737452859	0.1551163905	-0.0753898444	-0.033046505	0.0404488494	0.0345467925	-0.1706856813	0.0032977436	0.1118978142	-0.0042790321	-0.0800925915	0.0129603878	0.0316559138	0.1140097874	0.0740626175	0.0031031314	0.0645406814	0.1024244054	0.0045503822	-0.2171095219	-0.1339910367	0.0419617808	0.0710928442	0.0622833851	0.0224986614	0.0594072955	-0.2799211659	0.0308648052	0.0421269889	-0.2535743854	0.0339572572	-0.0921030077	-0.1179117627	-0.0776547818	0.0348817022	-0.0166346736	-0.2463200535	0.1672108961	-0.0671685353	-0.0620494573	-0.029818708	0.177823105	-0.0002968325	0.0802587669	-0.0627364521	0.0071925486	0.0975249145	-0.0472259286	-0.0130113302	-0.0351714569	0.0686786393	0.0235178517	-0.0010453684	0.0464505353	-0.0650786593	-0.1543822872	0.0582402901	0.0612402923	0.1629591045	0.1489877092	0.136024874	0.0218139779631485	0.0031138144295113	9.695840301432787e-06	0.0004758496345767	-0.055161903626768	-0.0214522186003022	0.0004601976828751	0.0030428356117288	0.230999626220381	0.0307828032771624	0.0009475809776004	0.0533608273139557	-0.0049854842139513	-0.0005235580578374	2.741130399264705e-07	2.4855052847557614e-05	-0.0022228748832207	-0.0003448380934196	1.1891331067333361e-07	4.94117274645344e-06	-0.0008600472452992	-0.0004223545134665	1.7838333504560837e-07	7.396812641467422e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.7683983183292	-1.157225796985017	1.3391715452076078	634839.8805587557	1051.5297609217027	-1.5851052976120172	1105714.8381040534	2.5125588045176817	747.5943002342282	-0.0101072842016947	558897.2377427053	0.0001021571939338	841.9359567797403	846.3266092144562	1.590035	32.533356	0.3072732521384421	0.1742559121009668	0.0902041052	-0.0355327755	0.0198387915	0.0553805675	0.0542952077	0.025749445	-0.0592882448	-0.0913720354	0.1478234158	-0.068406944	0.0785307464	-0.1088686889	-0.0244931916	0.1745076025	-0.0450420203	-0.1211307892	-0.0707299115	0.0144020315	-0.188579629	-0.0276406122	0.0256150742	0.1378442375	0.3832497197	0.0045124185	0.1033023452	-0.0589176517	0.1540340708	-0.0013541647	-0.1186307794	0.1201539074	-0.0242221729	0.0412177917	0.1294399023	-0.0737554881	-0.0988328568	-0.0303082358	-0.1686036065	-0.0404050778	-0.0912612177	-0.1509290383	0.0132259604	-0.1395614871	0.026234161	-0.0819068127	0.059539024	0.0163441159	-0.076617079	-0.0274792106	0.0086854791	0.0506485547	-0.1778416755	0.1646838599	-0.1288564191	-0.2850161373	-0.0421345558	-0.0876694096	0.0502964884	-0.0322340061	0.0035588882	0.007112594	0.0454546544	-0.1672100015	-0.2138123308	-0.0467497222	0.1760403393	-0.0309574654	-0.1588450533	0.0750539096	0.0321155083	0.0476838144	0.229200091	0.0146853201	0.3027516388	0.0216823263	0.0432462872	0.1718367322	-0.2198003216	-0.1515555192	0.1475373187	0.1304173552	0.0112476005253796	-0.0105663774377689	0.0001116483321573	0.0001265085175785	-0.024075343858982	0.0310865597677859	0.0009663741981961	0.0005796221819282	0.1935916772331438	-0.0374079489872372	0.0013993546474317	0.0374777374939417	-0.0019729032526418	0.0030125809613095	9.075644048444473e-06	3.892347244284594e-06	-0.0016541238993887	0.0005687509838319	3.2347768160986773e-07	2.736125874528878e-06	0.0001228681284723	0.0009829153737714	9.661226319963674e-07	1.509657699428562e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.1020851739243	1.3336868555950332	1.778720628786967	636966.9383589658	1049.9390309651692	-1.5907299565335506	1102371.9687440784	2.530421794613232	748.7941449387629	1.199844704534712	560692.671494573	1.4396273149999903	843.6214326473046	835.4698364168753	1.617202	33.089218	0.4004384662820689	0.2311827230297855	-0.1282065144	-0.0119688081	0.0447158582	-0.0943903169	0.2098130209	0.1485436716	-0.0489132527	-0.1443161744	0.0432598059	0.1031222316	0.0450025431	-0.1947141156	0.0072270821	-0.1772432161	0.066128344	-0.161543956	-0.1602313621	0.0338050212	-0.0401012599	0.2268054182	-0.0241547332	0.1552963474	-0.0569759353	0.036227746	0.0111778183	-0.0519946232	-0.0822149416	-0.0102314854	-0.0227267304	-0.0020450191	-0.1944063405	-0.0721943761	-0.0099644352	-0.1247432396	-0.0482271522	-0.0999229711	-0.032116853	0.0739861305	-0.1944995457	-0.0345206354	-0.1937526235	-0.0079066477	0.0385867873	0.0435857638	0.1894708362	-0.1438938201	-0.0386550762	-0.1490440651	-0.0386353245	-0.0910703615	-0.0036716435	-0.146964166	-0.050683896	0.1909881301	0.0185418566	-0.2775294148	0.0984618674	0.0395596109	-0.0954236345	0.049993024	-0.0135314941	-0.0278677186	0.0613963372	-0.013354805	0.0539882763	0.0060970436	0.0765144991	-0.1867175234	0.0566357805	0.0704391236	-0.1030981495	-0.0288155621	0.1109589758	0.0950672961	-0.0397163033	-0.0935346429	-0.1407742978	-0.2024805174	0.1458854101	0.124097542	0.0183619987397776	0.007114398214398	5.061466195302948e-05	0.0003371629977195	-0.053568469175957	-0.029493125316975	0.0008698444409627	0.0028695808898554	0.3118390561443647	0.1182473789112208	0.0139824426193738	0.0972435969370082	-0.0053180445555065	-0.0033451413028647	1.1189970336131345e-05	2.828159789435233e-05	-0.0021610307252677	-0.000506906825879	2.569545301227229e-07	4.670053795551041e-06	-0.0009367550195735	-0.0010596231480458	1.1228012158744914e-06	8.775099666961483e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.3326763507197	1.2305911767954285	1.5143546444067577	638932.7274820043	1053.0855605181523	3.146529552983111	1108989.197771831	9.900648227796095	748.1390660795054	-0.6550788592575145	559712.0621943146	0.4291283118461265	843.5850994280318	848.2160260538183	1.13571	23.237511	0.0647370250062331	0.0307134642208684	-0.1058145944	0.0075606893	0.1650905506	-0.1284596018	0.0602491817	0.1055390141	-0.0978373732	-0.0090269276	-0.0316525687	0.0902279164	-0.0206072076	-0.2285967549	-0.1187610525	-0.1896060937	0.1383674119	-0.0097551635	-0.2462578472	-0.0032998438	0.1617722603	0.1017983264	0.1767575513	-0.1508329125	-0.0334048556	0.1241303644	0.04148361	0.0874185893	-0.2467126262	0.0240145897	0.0105953293	-0.0124720022	0.0909911796	-0.083457529	0.1631840462	-0.0719648694	0.1751953801	-0.0549622397	0.0051904201	0.0910685494	-0.2091896244	-0.0124615036	-0.2449276862	0.1222420169	0.1128433902	-0.0517782425	-0.0635086346	0.0395829287	-0.063143439	-0.0782269203	0.0240639842	-0.1786914975	0.1328205677	0.0914532213	0.0711909113	0.0412382343	0.0049919283	-0.2877223209	0.0952324961	0.0602152559	-0.1509000282	0.0128122667	0.0241129931	0.0364458918	0.0625806885	-0.0129158868	-0.0647083627	0.0208103797	-0.0105104675	-0.0283045652	0.0259016772	0.0434323555	0.0659158505	-0.0089788733	-0.1452173036	0.0240922405	0.0692299785	-0.2010805011	-0.038438113	-0.2081543027	0.1440342395	0.1170999511	0.0235390476196641	0.0051770488798865	2.680183510473407e-05	0.0005540867628408	-0.067110190381868	-0.0135417212059109	0.0001833782132186	0.0045037776530905	0.2976708744792091	-0.0141681816651556	0.0002007373716968	0.088607949513217	-0.0050888503006521	0.0002291942548544	5.253000645826367e-08	2.589639738244697e-05	-0.0020857841562769	7.524656899079996e-05	5.6620461448872185e-09	4.35049554657574e-06	-0.0012693156608339	-0.0003325606412604	1.1059658011552848e-07	1.6111622468382005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
