global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
1003.5153788772958	n/a	n/a	1007043.1156432424	1318.164444964865	n/a	1737557.5039695306	n/a	937.0158345170456	n/a	877998.6741356754	n/a	1055.8389215815253	1086.465940260238	n/a	n/a	n/a	n/a	-0.0338858021	-0.1376225936	0.037690499	-0.1204960779	0.1556473781	-0.1264894088	-0.0985236263	0.158576376	-0.1008891033	0.0209651724	-0.0181672492	0.0022622051	-0.2637036225	0.0638039922	-0.2469806409	-0.0687075266	-0.0596169434	-0.1007646048	0.0919085291	-0.0372343532	0.1192478822	0.1337676037	-0.0375844423	0.1412972955	-0.0980279316	0.1076710438	-0.0934721791	0.1430427082	-0.046373712	0.2517447756	-0.0951310413	0.0806178581	0.0735577605	-0.0939551527	0.0317370982	-0.095997892	0.0609316802	0.1067959144	-0.1057156174	0.0234497752	-0.141384235	0.0151926156	-0.1786994983	-0.056285455	0.055170845	-0.2728396043	0.0134460134	-0.1181543703	0.0006252426	-0.0516103366	0.0236701141	-0.1665000421	0.0592470835	-0.1250121878	0.033966833	0.0211867379	-0.1205330676	0.0029809538	-0.1190690113	0.1199722903	-0.0119398396	-0.0095819259	0.0841324592	-0.0873818491	0.0883060981	-0.2387568507	0.1148245968	-0.016651918	0.0776794208	-0.0057408665	0.0598904749	-0.1013501845	0.1043344056	-0.2734081249	0.1122689871	-0.1301248286	-0.016385972	0.153366806	0.1532882396	-0.0812568503759507	n/a	n/a	0.0066026757330196	0.1412570321545416	n/a	n/a	0.0199535491331092	-0.1548262428296709	n/a	n/a	0.0239711654687522	0.002191997814135	n/a	n/a	4.804854417172618e-06	0.0007789993877971	n/a	n/a	6.068400461882566e-07	-1.853485457900452e-06	n/a	n/a	3.435408342648448e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002.7238497550068	-0.7915291222890346	0.6265183514316495	1005455.1188675014	1316.9510482497838	-1.2133967150812168	1734360.0634862042	1.4723315881698875	938.7178759765624	1.7020414595167497	881191.2506779487	2.896945129913907	1058.6974880485336	1078.6102060844926	1.396339	28.735586	0.228716381501769	0.1293828874789441	0.110572958	-0.1015850385	0.1966146456	-0.0878919006	-0.0006723476	-0.182422808	-0.1961383352	0.0166887949	-0.0069264762	0.1060113793	-0.1678868861	-0.0214183612	-0.1920537671	0.0329975726	0.0072192894	-0.0627215107	-0.2152184657	-0.168818659	-0.0146054835	-0.0163922168	-0.113171691	0.093193386	0.0478333979	-0.0925091744	0.0586924588	0.0821673111	-0.2161849679	-0.0836874223	0.0570219046	-0.1098992338	-0.1262942511	0.095609395	0.1590480986	-0.0963462878	0.1407970988	-0.2886146684	0.0310504365	0.0404834034	0.0943814644	-0.0047698716	-0.0475713678	0.0126582033	-0.1172908831	-0.2368011014	-0.1095300201	-0.214639787	0.0005526837	-0.0176949931	-0.1831621348	-0.0590990044	0.0377697307	-0.0494210367	0.2149439514	-0.2045045314	0.0095156345	0.0319702393	-0.1246836592	-0.0045118721	-0.097054466	0.0603502403	-0.0099098464	-0.0867361679	-0.0316789789	-0.0171401818	0.1933943635	-0.1480388647	0.3521415747	0.1295027323	0.1299322927	0.064701142	0.0245851644	0.0168374382	0.0531076733	-0.1700546704	-0.0004733486	-0.0509937025	0.1608685295	0.1531573254	0.1524510324	-0.1257065102975332	-0.0444496599215825	0.0019757722671443	0.0158021267311838	0.1577332196116856	0.0164761874571439	0.0002714647531229	0.0248797685690682	-0.2679596569522573	-0.1131334141225864	0.0127991693910326	0.0718023777539714	0.0024160086449366	0.0002240108308016	5.018085231642306e-08	5.837097772408386e-06	0.0016459957482659	0.0008669963604687	7.516826890661452e-07	2.70930200330942e-06	-3.988694196622837e-06	-2.135208738722385e-06	4.559116357916438e-12	1.59096813941727e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.539671501532	-1.1841782534747836	1.4022781360025889	1003081.7135913966	1316.2098395720773	-0.7412086777064815	1732408.3417863534	0.5493903039073907	938.939072487571	0.2211965110086566	881606.5818438202	0.0489278964824027	1055.4052184999298	1084.4002346528644	1.329206	27.35405	0.1401492753711838	0.0734208269081649	0.0244033757	-0.1100195443	0.1151085093	-0.1643016265	0.1000644765	0.0432989087	-0.1858760177	0.0625321559	0.0753463939	0.0351948238	-0.0676287799	0.0171573816	-0.1190258858	0.0084772397	0.0935421699	-0.2033088593	-0.2088003936	-0.0368525875	0.0537390227	0.0908613843	0.0372633956	-0.0385155437	0.0560690868	0.1198228672	-0.1444370188	-0.1769011725	-0.0503285433	0.1621028292	0.0550580534	0.0749681898	-0.0375881424	0.1128814863	-0.0738045337	0.070842929	0.1370875774	-0.1454720446	0.167552323	-0.0238378927	-0.0010618912	0.0631575202	-0.0303348205	0.0111643767	-0.1238053514	0.0038371057	0.1597976362	0.0258978488	-0.0732646355	0.0022933699	0.0841475548	-0.0148577702	-0.1171447185	-0.0054183367	0.1072218311	-0.1882525357	0.0207813065	0.0212823543	-0.0795301541	-0.0918977297	-0.0422531293	0.0372090002	-0.075342691	-0.0186006527	0.1979485146	0.0522652831	0.1554635551	-0.1534841728	0.1455809614	-0.0845693474	-0.1097984668	0.0295580832	-0.0848346794	-0.0629012572	-0.0047357787	-0.0159628084	0.062914522	0.0183218649	-0.0132897308	0.1527386503	0.1507811905	-0.1084597415576098	0.0172467687399234	0.0002974510319683	0.0117635155387435	0.1522025516085392	-0.0055306680031463	3.058828856102726e-05	0.02316561671615	-0.2259497752653771	0.0420098816868802	0.0017648301593456	0.0510533009424744	0.0022240513215824	-0.0001919573233542	3.6847613989308965e-08	4.94640428103242e-06	0.0005117946370123	-0.0011342011112536	1.2864121607689009e-06	2.619337504745519e-07	-0.0001850693984135	-0.0001810807042168	3.2790221439680164e-08	3.42506822291348e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002.130331332396	0.5906598308640696	0.3488790357963713	1004265.200976378	1316.1932792870896	-0.0165602849876904	1732364.748440503	0.0002742430388735	938.5721939364348	-0.3668785511362102	880917.7632306525	0.1345998712838048	1054.7315579399544	1063.9079448017164	0.967366	19.907658	0.104738490849861	0.0478251267523419	0.0034114488	-0.1172477851	0.0731221044	-0.125846216	0.062615805	-0.0406856565	-0.1325434888	0.1165648452	0.0986807293	-0.0688719634	0.0106595264	0.0840845228	-0.1007018503	-0.0455065791	0.0923205944	-0.1410126818	-0.1502233979	-0.0149433771	0.0106839774	0.0404617562	0.0345783744	-0.0736565259	-0.0664406478	0.0106845295	-0.0502743963	-0.0977102259	-0.0665539936	0.0534722506	-0.0170975605	0.1517322616	0.0537119573	0.0432971667	-0.1679005239	0.0774988386	-0.014771842	-0.1022845597	0.1284030624	-0.0056540172	-0.0598919065	0.0202586099	0.0294767164	0.0043303904	-0.0837543105	0.0065855403	0.0779233104	0.0208645021	-0.1039211708	0.1256568391	0.175538547	0.0709559679	-0.0855507918	0.0692322516	0.0380917585	-0.1548295186	0.031839922	0.0574018627	-0.0756824756	-0.0709642823	-0.0131173304	-0.0219705247	-0.0945917417	0.0504135819	0.2186673575	0.0035803819	0.1002980271	-0.0881788473	-0.00563568	-0.2140904424	-0.163273085	-0.0373621741	-0.0236200175	-0.0736741136	-0.0173761847	0.0145670178	0.0795198466	0.0594067754	-0.0622108854	0.1521113526	0.148287834	-0.0888944842197219	0.0195652573378879	0.0003827992946977	0.0079022293246903	0.1336559450366081	-0.0185466065719311	0.0003439766153339	0.0178639116436288	-0.1985411222504751	0.027408653014902	0.0007512342600912	0.0394185772244781	0.0018939622291693	-0.000330089092413	1.0895880893010404e-07	3.587092925519944e-06	0.0006571179936931	0.0001453233566807	2.111887799697501e-08	4.31804057635245e-07	0.0001238776309954	0.0003089470294088	9.54482669805837e-08	1.5345667461032486e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1003.2283707395663	1.0980394071702904	1.2056905396988826	1006467.1638567648	1315.2474963146708	-0.9457829724187832	1729875.97656201	0.8945054309173087	939.9707983398438	1.3986044034089673	883545.1017316433	1.9560942772349532	1056.410498841439	1072.2837838644184	1.053752	21.685423	0.0691109532868665	0.0406930121271064	-0.0657677835	-0.0499399428	0.1504964429	0.100295192	-0.0617458795	0.0501954455	-0.0846555881	0.0481954875	0.1504968738	-0.0366189637	0.0330339741	0.1025514556	-0.0957527841	-0.0634651633	0.0693665307	0.2044486321	-0.1327640207	0.0135022074	0.1574817944	0.0285496557	-0.0821941936	-0.0461283139	-0.0203105474	-0.0421858306	-0.102947635	-0.1504210752	0.1461926694	-0.0922271935	0.0424119708	0.1676054079	-0.0744444086	0.0325836724	-0.1243589911	-0.0766697193	-0.0814574799	-0.1037304236	0.0938057347	-0.0645768368	0.0329379174	0.0203064078	0.103492138	-0.0722924209	-0.1376571939	0.0742605113	-0.0413553203	0.2464593701	-0.177938581	0.1608370331	0.170556848	0.0985311387	-0.0924428315	0.0807757937	-0.0218902895	-0.1464602805	0.0528653392	0.0415116559	-0.0767537122	-0.0129231651	0.0153436479	-0.1243741164	-0.0518854851	0.0852606285	0.1398490672	0.0021320955	0.0305556347	-0.0230400982	-0.1249598535	-0.0913890518	-0.047149011	-0.0621091101	0.1898297421	-0.0799252682	-0.0130486761	0.1046675422	0.0204564232	0.0887743953	-0.0884970689	0.151276289	0.1449845808	-0.0905159163518192	-0.0016214321320972	2.629042158997588e-06	0.0081931311130095	0.1012387056281198	-0.0324172394084883	0.0010508774108672	0.010249275517257	-0.1888793560184041	0.0096617662320709	9.334972672318725e-05	0.035675411129927	0.0022234483189003	0.000329486089731	1.0856108332622469e-07	4.94372242682057e-06	0.0008316439787132	0.0001745259850201	3.0459319447236176e-08	6.916317073299213e-07	0.0001280758665285	4.198235533100012e-06	1.762518159138354e-11	1.6403427587026147e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1003.9630002282306	0.7346294886642681	0.539680485615124	1007941.7058272702	1324.5940255704134	9.346529255742553	1754549.332576833	87.35760912845144	941.4581305486506	1.4873322088068337	886343.4115761601	2.212157099354214	1057.3168609895854	1081.2894174004343	0.991302	20.400236	0.101518770001051	0.0653413540196862	-0.1065649167	0.0093883411	0.1193148654	0.1835751843	0.079075031	0.0617386823	0.0065904143	-0.0005046184	0.1215669321	-0.1067737635	0.0187435905	-0.2043554593	-0.0447711425	0.0658079921	0.0686408385	0.0051845375	-0.0895100331	0.050760893	0.1734445254	0.0375783755	-0.0827958465	0.0287551536	0.0112015724	0.0210467276	-0.0608663516	-0.1056217754	0.3260103945	-0.0127969113	0.0385028278	-0.0046002929	0.2234660213	0.0774524748	0.0543623851	-0.0923125971	-0.1990039159	-0.0225906278	0.0694046315	-0.0227281576	0.0642624248	-0.0569778907	0.0806572542	-0.1640207605	-0.0944317238	0.1029866893	-0.004835425	0.1338255981	-0.0718443151	-0.0566260331	0.0819895024	0.0915868826	-0.1051600254	-0.0066927613	-0.2906167453	-0.11595421	0.0863273765	0.002329721	-0.0489611383	0.0194087501	0.0159035652	-0.170554234	0.0007783111	0.1217215824	0.0494026964	-0.0252375431	-0.1098431118	-0.0475621221	-0.1620099506	0.0047816259	-0.0313943277	0.0071868391	0.2218987948	-0.080507235	-0.044700459	0.060687119	0.1313297727	0.0777751851	-0.0157757148	0.1502346003	0.1408894722	-0.0924175355795853	-0.0019016192277661	3.616155687409757e-06	0.0085410008826039	0.0753942653970085	-0.0258444402311113	0.0006679350908594	0.0056842952547545	-0.1296558179926563	0.0592235380257478	0.0035074274562871	0.0168106311393448	0.002223996379106	5.480602056997554e-07	3.0036998907165816e-13	4.946159894276598e-06	0.0006570149108637	-0.0001746290678494	3.049531133798525e-08	4.316685930972357e-07	1.2269544255182454e-05	-0.0001158063222733	1.3411104278471485e-08	1.5054171622988074e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1007.0601682274728	3.097167999242174	9.592449615529771	1014170.1824303458	1323.2274939495585	-1.3665316208548577	1750931.000744029	1.867408670796204	941.2818177379262	-0.1763128107244256	886011.4604040144	0.0310862072255471	1058.327901731501	1094.585178605313	1.200251	24.700251	0.2830031975934101	0.1807779302743821	-0.0856960633	0.0958803867	-0.0397977838	0.1449157519	0.1731462162	0.0227010859	0.1351914201	-0.0255076236	0.059091148	0.0136957627	-0.0799839174	0.0113183849	0.0089880921	-0.2124091295	-0.0745193212	0.0260691956	0.0835466006	0.0435433328	0.225375814	0.0513776167	-0.1023193868	-0.1776577489	-0.0582784082	0.2440813606	0.1188849721	0.2783419339	0.0643320436	0.1134402606	0.0270984029	-0.0747536226	0.0192551899	0.0877775799	0.0082007825	-0.19303455	0.0723825437	0.1352993979	0.0226400499	-0.0359178434	0.0752724668	-0.0764335416	-0.1165666488	0.0336262198	-0.2223454012	0.0979254293	-0.1637349377	-0.0017846709	0.1065359029	-0.2366245344	0.209706663	0.1052102469	0.0974122708	0.0964719032	-0.2151560544	-0.012080088	0.1501817527	-0.1319506343	-0.0383103641	0.1733447305	0.1921285906	-0.114577892	-0.045307152	0.2322802961	0.0725370151	-0.128058454	-0.0833788303	0.0168478129	-0.0983171057	0.1212203835	0.0480093359	0.0229699716	0.0938388306	0.1505393776	-0.0761481184	-0.1628178434	0.0005541157	0.0696842989	0.0084445295	0.1489877092	0.136024874	-0.1035945948244432	-0.0111770592448579	0.000124926653363	0.0107318400768405	0.0046460523588081	-0.0707482130382003	0.0050053096480985	2.158580252078631e-05	0.0323298094149464	0.1619856274076027	0.0262393434866346	0.0010452165768067	0.0017730552584162	-0.0004509411206897	2.0334789432897258e-07	3.143724949397338e-06	0.0008538931657346	0.0001968782548708	3.876104724101103e-08	7.29133538488257e-07	-0.0001217570382391	-0.0001340265824942	1.7963124815096698e-08	1.4824776360757662e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1005.61122360936	-1.4489446181128187	2.099440506358102	1011253.9330491142	1326.8195011304772	3.5920071809186997	1760449.9885801284	12.902515587771502	940.9413580877132	-0.3404596502130061	885370.6393599501	0.1159127734231625	1061.1858913441397	1084.9982510614952	1.265519	26.043419	0.379376949124213	0.2340552410262671	-0.0019023466	0.1556759392	-0.0998651033	0.0640587381	0.1803623937	0.0125244232	0.0988102846	-0.0591795251	-0.1493604217	-0.0459929561	-0.0524477868	-0.2474819646	-0.0270359776	0.0346410073	0.1105992571	-0.0456052829	0.0575057666	-0.0211413006	0.0693396091	0.0563949495	-0.180235953	0.1104970722	-0.1055871894	0.0764362949	0.2889941	0.111502588	0.0347969688	-0.1092040367	0.0054065605	-0.1621116984	0.0161657698	0.0172402434	0.1108715264	0.2131440452	0.1503961398	0.0328572627	-0.1392295574	0.1429582369	0.0841654952	-0.1125447804	-0.0076519399	-0.3460557905	0.0055794542	-0.0169007952	0.0059248165	-0.0109140539	0.240086935	-0.1256582582	0.0452901616	-0.1135481686	0.0661582722	-0.0468679296	-0.1572417994	0.063688599	0.1379701963	-0.1761376748	-0.1289999618	-0.0263610577	0.1410466482	-0.129399542	-0.0533119599	0.2130555103	-0.1259232113	-0.0617017353	-0.0806177823	0.1594747861	-0.1036881268	0.079190906	-0.1416164896	-0.1077810304	-0.0404831088	-0.1113734758	-0.0667730561	-0.1470911692	-0.0523255374	0.0409454871	-0.1726369758	0.1475373187	0.1304173552	-0.1013292458630985	0.0022653489613447	5.131805916665568e-06	0.0102676160671842	-0.0437356691817854	-0.0483817215405934	0.0023407909792315	0.0019128087587785	0.1492273668308286	0.1168975574158822	0.0136650389297994	0.0222688070112626	-0.0017920213559158	-0.003565076614332	1.2709771266056917e-05	3.2113405400583027e-06	0.0013749743299498	0.0005210811642152	2.715255796998684e-07	1.8905544080209015e-06	2.8731607341552748e-05	0.0001504886455806	2.2646832448699316e-08	8.255052604291676e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.8185886308082	-0.7926349785517459	0.6282702092237267	1009660.3960580094	1321.1243847556736	-5.695116374803547	1745369.6399960571	32.4343505225555	940.6203981711648	-0.3209599165484178	884766.7334556805	0.1030152680307673	1059.9423511683017	1082.984310595442	1.503858	30.948246	0.4991183180022834	0.3090400013294032	0.1024272004	-0.0069630117	-0.0609907007	0.0884740722	-0.0135036362	0.1573950246	-0.0420174306	-0.062071545	-0.0148306121	0.14339974	-0.146466903	0.0513801454	0.0559273412	-0.2147721019	-0.0859972515	0.1274557102	-0.0681645466	-0.0586276747	0.0373615639	0.0218100976	-0.0316432755	-0.2008331421	-0.0047582452	-0.0278089026	-0.0045473977	0.2450476746	0.080259015	0.0462003778	-0.1437306234	-0.2163256631	0.1408502623	-0.071902121	-0.0929938575	-0.0098903978	-0.1712356128	-0.0728318119	-0.0601761371	-0.011732997	0.1001949838	0.1495858442	-0.1357693378	0.2557891622	-0.0272572957	0.1047980783	-0.1117272509	0.0887313853	0.1435598729	0.0502898224	0.0978883031	0.1922537695	0.2330936787	-0.0397019517	-0.0997574583	-0.0012275653	0.0533410915	-0.0783477805	0.0931376528	0.1483077263	0.1946289981	-0.0429798323	-0.1083237429	0.0341876056	-0.158042312	-0.2155055957	0.207444221	0.0463137669	-0.078081204	-0.0095187314	0.2612702454	0.0642784291	-0.1428207114	0.433092928	-0.0869600452	-0.1430039566	-0.1048709754	-0.1538005722	0.1434185394	0.1458854101	0.124097542	-0.0858099351111718	0.0155193107519266	0.0002408490062148	0.0073633449637835	0.027989694098764	0.0717253632805494	0.0051445277377267	0.0007834229757423	-0.0386595528810715	-0.1878869197119001	0.035301494598826	0.0014945610289643	0.0023989532929385	0.0041909746488543	1.7564268507339426e-05	5.754976901700472e-06	0.0011466080199538	-0.000228366309996	5.2151171541189196e-08	1.314709951422374e-06	8.912513364939625e-05	6.03935263078435e-05	3.6473780198961844e-09	7.943289448022743e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1003.8800810309295	-0.938507599878676	0.8807965150300331	1007775.2170906656	1315.9715851493504	-5.152799606323242	1731781.212920494	26.55134378292496	942.4083968838778	1.7879987127130337	888133.5865172405	3.1969393966634647	1060.8940859384488	1067.8111242598598	1.500668	30.882605	0.2075110114386365	0.1407154532650489	0.1362250916	-0.0833678908	0.0872393314	0.0435778951	0.0119773254	-0.0215950512	-0.1536834798	-0.0432229314	-0.0949456311	0.014180434	-0.014657001	-0.089717413	0.1148600037	0.0795289345	0.0923051009	0.2063393293	-0.0917497669	-0.0276300862	-0.1162196101	-0.0214414439	-0.09302354	-0.101396006	0.1048285317	0.0649590727	-0.0389961419	-0.0884472183	-0.044980694	0.1128415481	-0.0326437795	0.0914151455	0.1552873859	0.0946722838	0.196366859	0.0810371694	-0.047581203	-0.1408379613	-0.0111373875	0.068274263	-0.0002101895	-0.0187471161	-0.0004916323	0.0515277078	0.1813264793	-0.0910278733	-0.2282639908	0.0256401377	0.1756568817	0.0747422914	-0.1490801169	0.0432996779	0.0459927659	-0.056572714	-0.2445124804	-0.1118227351	0.0373366029	0.0689661188	0.0070238109	0.0098268649	0.0801867254	-0.003359344	-0.1379407103	0.0417271247	-0.2785111838	-0.0721706611	-0.1636632334	0.4156498038	0.2901529288	0.0534718636	0.0018545746	-0.0261399246	0.0144260051	-0.1602248686	0.3020022646	0.1909947334	0.1403336705	0.0353303815	0.2250816552	0.1440342395	0.1170999511	-0.0861033369280619	-0.00029340181689	8.608462615440938e-08	0.0074137846301473	0.0724381369491879	0.0444484428504238	0.0019756640718273	0.0052472836846693	-0.1692458954363189	-0.1305863425552474	0.0170527928619564	0.0286441731220413	0.0026709428940759	0.0002719896011374	7.397834312688199e-08	7.133935943414545e-06	0.000835700759675	-0.0003109072602788	9.666332449406953e-08	6.98395759721372e-07	0.0001498847565547	6.075962290530375e-05	3.6917317755947116e-09	2.246544024746168e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
