global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
1058.7441787783732	n/a	n/a	1120939.236097092	1568.3902767651705	n/a	n/a	2459848.060251528	1028.6610534161453	n/a	1058143.5628152136	n/a	1151.35719346666	1066.9481353045342	n/a	n/a	n/a	n/a	-0.170820985	-0.0124486286	0.0068808295	0.1139137822	-0.174770652	0.0962395758	-0.0019045813	0.0736955825	-0.1316101935	0.0356720282	-0.1208043243	0.0625893388	-0.1776253267	0.0617784142	-0.038440396	0.019723	-0.0692235213	0.1475905229	-0.0812704425	0.0904933287	-0.0697440698	0.0085967607	-0.1195795882	0.1518872164	-0.0328246629	0.0003197312	0.0582189211	-0.0509595475	0.0086886202	0.1896655182	-0.0774395143	0.0234358251	-0.1302967266	0.0889414139	0.0566491583	-0.1121436815	0.1152300247	-0.150127709	0.0217569062	-0.0149173968	0.1190900049	-0.0795706482	0.0216336895	-0.1643123331	0.0277125518	-0.0814751487	0.0278078178	-0.1860163057	0.0319322703	-0.0428629126	-0.1208579273	0.0077768637	0.216799606	-0.042088785	0.0314492619	-0.0204982544	0.1300462392	-0.1308724884	0.0839857884	-0.0142942141	0.1347354111	-0.0929884852	0.0187590281	-0.0256527332	0.1930001167	-0.0530352259	0.1391330549	-0.008850401	0.0517646731	-0.0129164024	0.0777591604	-0.173474499	0.026334391	-0.0148395421	0.153366806	0.1532882396	-0.0076835069280889	n/a	5.903627871399012e-05	n/a	0.0295551656689951	n/a	n/a	0.0008735078177217	-0.2790213983454421	n/a	n/a	0.0778529407346458	-0.0001378368828419	n/a	n/a	1.8999006271571666e-08	0.0002675845142812	n/a	n/a	7.160147228310574e-08	-0.0012209850571106	n/a	1.4908045096873752e-06	n/a	0.0	0.0	0.0
1056.4522614961113	-2.2919172822619203	5.252884828730867	1116091.380820248	1560.513448079427	-7.876828685743476	62.04443014455129	2435202.2216367424	1029.382205377476	0.721151961330861	1059627.7247477963	0.5200601513313476	1152.7995799449352	1057.8345550211463	1.067189	26.024666	0.0391707310027976	0.0251234087762459	0.0746230215	0.1529884403	0.076177494	0.1339318952	-0.0818091362	-0.1425552561	-0.0540749158	0.0183614563	-0.0487107348	0.1577037266	-0.117093524	0.1050186699	-0.0922768287	-0.006234794	-0.1367994456	0.0182501141	-0.0129651769	-0.0474017456	-0.2204508772	0.0491633546	0.0432102777	-0.0060112692	-0.1940210022	0.0704307753	0.0357250686	0.0029328988	0.2311406995	0.0701872715	-0.0748218214	0.0180107804	0.0482867699	0.0156173488	-0.1420821149	-0.0475179484	0.0011116417	0.1045457905	0.075607165	-0.1706286623	-0.1169303306	0.0719477549	0.0280265297	0.0123106157	-0.007239115	-0.0679893615	0.0457997648	0.1528308248	0.1396730468	-0.1789847711	0.0935206477	-0.1307779497	-0.1170190765	-0.01101963	0.1509423192	-0.0837014272	0.1484332726	0.003312958	-0.0409972546	-0.2060089699	0.1098872838	0.0865636938	-0.0262048627	-0.1615051987	0.0836005902	-0.0744755616	0.165401957	-0.0034779274	0.11189117	0.0250855541	0.1218374293	-0.0014039948	0.0461465741	-0.0249452641	0.0039498976	-0.0646583527	0.1531573254	0.1524510324	-0.0157261087586277	-0.0080426018305388	0.0002473104966881	6.468344420458607e-05	0.0269385259461074	-0.0026166397228877	6.846803439393828e-06	0.0007256841801491	-0.2563835693288609	0.0226378290165811	0.0005124713025839	0.0657325346218068	-0.0001993554441576	-6.151856131570002e-05	3.784533386353543e-09	3.9742593115273984e-08	0.000233624029063	-3.396048521819999e-05	1.15331455625558e-09	5.458018695562948e-08	-0.0012429792192325	-2.1994162121899896e-05	1.5449973394438351e-06	4.837431674444162e-10	0.0	0.0	0.0
1056.0442139460022	-0.4080475501091314	0.1665028031500641	1115229.3818088295	1568.8790316647046	8.36558358527759	69.98298872226587	2461381.415997181	1028.532434930445	-0.8497704470310055	1057878.9697039502	0.7221098126472748	1151.2479772558202	1043.0931973972388	1.002195	24.439714	0.0479803155704087	0.0286688240803861	0.0618998412	0.0424829143	-0.1898426473	0.109418525	-0.0628296188	-0.1536565714	0.1798979534	0.0018538898	0.0056505481	0.0769287962	-0.1531593446	0.0647924878	-0.0688417642	-0.0343564972	-0.0939960738	0.0261468226	-0.1169958708	0.0609251457	-0.0987989729	-0.0587424125	0.0140961949	0.1033257516	-0.2317487727	0.1033604734	-0.1073286868	0.1288668531	0.0732151955	-0.0174094911	0.0311416315	0.1075920753	-0.0575675925	-0.2883969046	-0.1423534227	-0.0257384039	0.0445608506	0.073283143	-0.0862792786	-0.1796066525	-0.0620793731	-0.0030769673	0.177532408	-0.0056763187	0.1074177636	-0.0748260735	0.1575675669	-0.0975143682	0.0328782791	-0.2911440129	-0.0081197656	-0.0930901911	-0.1120029389	0.0079190127	0.1543385327	-0.0213344596	0.078267482	0.1585079881	0.0827501253	-0.2340527785	0.0101098333	0.0946079388	0.0177805213	-0.1643194444	0.0836037676	-0.0757144603	0.0557887872	0.0994645332	0.0511193631	0.0404395858	0.1132537375	-0.0372550735	-0.0415536275	-0.0809950509	0.0606459623	-0.1094435905	0.1527386503	0.1507811905	-0.015610864857777	0.0001152439008507	0.0002436991016077	1.3281156683286105e-08	0.0002651122201484	-0.0266734137259589	0.0007114709997961	7.028448927201372e-08	-0.2485721368837516	0.0078114324451093	6.101847684450653e-05	0.0617881072349545	-4.236344952610559e-05	0.0001569919946314	2.4646486378375173e-08	1.7946618557508961e-09	0.0002060284899594	-2.75955391036e-05	7.615137784183166e-10	4.2447738674950594e-08	-0.0013259961954672	-8.301697623470006e-05	1.758265910393489e-06	6.891818343152754e-09	0.0	0.0	0.0
1057.023719298505	0.9795053525028834	0.9594307355817978	1117299.143159645	1559.2675091469123	-9.61152251779231	92.3813651100286	2431315.165081216	1029.090789794922	0.5583548644769962	1059027.8536407363	0.3117601546851248	1149.4274938237795	1041.901514830905	0.999808	24.38151	0.095891500776702	0.0454732886895861	-0.1220196797	-0.0595946136	-0.121149151	0.077453377	-0.0395874723	0.0989521592	0.1454386696	0.0449979724	-0.0461969564	0.2616733791	-0.0900652199	-0.0159112777	-0.1273326477	-0.057075815	-0.0723359326	-0.0289630297	-0.1557631266	-0.0128167241	0.0368474225	-0.0813872667	-0.1248360847	-0.0645797484	0.011580836	0.0707165753	0.0534113104	0.0567285714	0.0090527561	0.0393789838	-0.0757077968	-0.071093252	-0.0871016187	-0.0853961002	-0.0636440558	0.0624703361	0.0823651546	-0.0986110914	-0.1407053785	-0.1708752114	-0.0186418679	0.1479816311	0.0343138302	-0.0060037543	0.0762431182	0.0325457775	-0.0159660446	-0.041700626	0.0503311832	0.0335664653	-0.0139702334	-0.046599504	-0.0873972173	0.0821151801	0.1711511187	0.0633535361	0.0583520932	0.0467346381	0.1541368303	-0.1261848145	-0.0185279153	0.0157610968	0.1356033922	-0.1106647189	0.080682181	0.0111223595	0.0672212149	0.0426469705	-0.0780226554	-0.0740477197	0.0469096782	0.0500043589	6.76463e-05	0.0521204762	0.094699486	-0.0335333478	0.1521113526	0.148287834	-0.007886212999665	0.007724651858112	6.219235547608524e-05	5.967024632903318e-05	-0.0269928791944096	-0.027257991414558	0.0007429980959561	0.0007286155272039	-0.2281388286834698	0.0204333082002818	0.0004175200840077	0.0520473251530655	0.000638175005601	0.0006805384551271	4.631325889067875e-07	4.072673377738363e-07	0.0002760958676435	7.006737768409997e-05	4.909437415526311e-09	7.622892812981705e-08	-0.0012670910422034	5.890515326380003e-05	1.6055197092320984e-06	3.469817081031771e-09	0.0	0.0	0.0
1058.6866522597604	1.6629329612553647	2.765346033629536	1120817.427672979	1560.2890296134774	1.0215204665651072	1.0435040636113944	2434501.855932167	1029.4298968176624	0.3391070227403361	1059725.912462023	0.1149935728718148	1150.1719395634648	1063.6672870639309	0.958164	23.365967	0.0556841789834295	0.0289647199747367	-0.2022631655	-0.0439111079	0.0204804079	0.1083592795	-0.0922684834	0.1147612497	-0.0608694971	0.1576773201	-0.0786870858	0.1071058577	-0.1205482272	0.0229521923	-0.1568632728	0.1437517347	-0.0240050888	0.0270940621	-0.0695168554	0.0989830271	0.1530304697	-0.0903726056	-0.1560253627	0.0675559679	-0.0289350725	-0.1128463158	-0.0360193714	0.0381737286	-0.0946575104	-0.0150486134	-0.1129019727	0.1143982708	0.1126645531	-0.0414560706	-0.0885816418	0.063890865	-0.0027663771	-0.1626464439	0.0504765069	-0.1299754357	0.0271231617	0.0555525148	0.1078707176	0.0341351313	0.1028601413	0.056411631	-0.0287592542	-0.1496608031	-0.019237034	-0.0541850763	0.0276349627	0.0375012042	-0.1024261946	0.1342680015	0.1169920683	-0.0549771477	0.0455950747	-0.0740469774	0.1396560007	-0.0491899939	-0.0196085347	-0.0665197925	0.185168521	-0.069214065	0.0645729904	0.0552987526	-0.0081965145	0.1081583629	-0.0485434051	-0.0757459919	-0.0655987875	-0.015508908	0.0010824086	-0.0370226877	0.1732706018	0.060606091	0.151276289	0.1449845808	-0.0131901962513723	-0.0053039832517072	0.0001739812771497	2.8132238334391533e-05	-0.0434103738329838	-0.0164174946385742	0.0002695341302076	0.0018844605563194	-0.2364418036816928	-0.0083029749982229	6.893939382111614e-05	0.0559047265282521	0.0002071382522988	-0.0004310367533021	1.857926826973016e-07	4.2906255565401334e-08	0.0002148666979426	-6.122916970089997e-05	3.749011222261607e-09	4.616769788475651e-08	-0.0012880196410988	-2.0928598895399988e-05	1.6589945958562816e-06	4.3800625172453754e-10	0.0	0.0	0.0
1061.985264668734	3.298612408973668	10.880843824635065	1127812.7023735212	1566.7330539651114	6.444024351633971	41.525449844451614	2454652.4623868447	1029.6022896667737	0.1723928491112474	1060080.874887063	0.0297192944246933	1152.4562293158638	1081.4066235744997	1.046389	25.517454	0.2543758050945709	0.144126628808227	-0.1643643504	0.134080567	0.0383261282	0.1529815351	-0.2068605304	-0.0690065132	-0.1272791714	0.1806994263	-0.0565471242	0.0205944009	-0.1774158214	0.0316273958	-0.0940665938	0.1064172377	0.1590259319	-0.0104811821	0.0416084358	-0.0615371701	0.0912348642	-0.0021802035	0.0209534076	0.0346677693	0.1137170457	0.141486084	-0.1761431425	0.0242220433	0.0183232676	0.0255882803	0.2931407709	-0.119972983	-0.1178398515	-0.0066703125	-0.1946666338	0.035216855	-0.062119717	-0.0959192874	0.1635255725	-0.0218110574	0.0472937041	-0.0538487336	-0.0319173951	0.081971714	0.137109059	-0.0118178529	0.1605522023	-0.2436705213	-0.0076477752	0.1805064166	0.0109954122	0.0766019417	-0.1763546778	0.078035555	0.0391017257	-0.1229579988	-0.0081245982	-0.2188049822	0.0231165268	-0.0598234485	-0.1997660559	-0.2074488701	0.1606488953	0.1752553274	-0.0568633575	0.0779724	-0.0785373716	0.165981167	-0.0430689182	0.2932520666	-0.4138244463	-0.1927667586	0.0238250394	0.133801187	-0.1954184658	0.1479982203	0.1502346003	0.1408894722	-0.0128939982124194	0.0002961980389528	0.0001662551899018	8.773327827954318e-08	0.0453959781911095	0.0888063520240933	0.0078865681598271	0.0020607948359276	-0.3328722452530925	-0.0964304415713997	0.0092988300616551	0.1108039316598349	0.0005651296934859	0.0003579914411871	1.281578719632169e-07	3.193715704594673e-07	0.0004823484314686	0.000267481733526	7.154647777007408e-08	2.3266000934021875e-07	-0.0005366365466094	0.0007513830944893	2.879787831568628e-07	5.645765546844665e-07	0.0	0.0	0.0
1062.014172676158	0.0289080074239791	0.0008356728932248	1127874.1029650243	1570.7989148004958	4.065860835384456	16.531224332713183	2467409.2307384154	1030.1264001996683	0.5241105328946105	1061160.4003883272	0.2746918506910726	1153.745290670309	1076.8970281421516	1.225506	29.885414	0.0924552851626084	0.0641485058413449	-0.1866968995	0.1443913819	-0.0849633453	0.1506790844	-0.2108058715	-0.026355678	0.010106432	0.1691557726	0.0406048397	0.2121321422	-0.1913142014	0.0271811822	-0.0607404174	0.1398783163	0.169100146	0.1763646967	-0.1033517653	-0.3523883699	-0.0134776722	-0.1078841845	0.122426715	-0.168252753	-0.027163851	-0.1096573707	0.0546808047	0.1902021355	-0.0243258573	-0.0227494626	0.0170284583	-0.0131309819	-0.121046376	0.3711095575	-0.1802292366	-0.013473161	-0.066922605	-0.1327819532	-0.0376021275	-0.1302175602	0.0149319581	0.016845334	-0.3028804517	0.0959121694	0.2054261814	0.2312492786	-0.0587163942	0.2417508072	0.122523058	0.113916654	0.0092077034	0.1509200871	-0.248689554	-0.0105430609	0.0380095053	-0.0989154191	-0.2483596129	-0.0488654401	-0.0503616275	0.0218338558	0.1134362853	0.3228729672	-0.322518068	0.3584336415	0.0875553207	0.0237704189	-0.311122085	-0.0379963826	-0.3312304787	-0.1087161942	0.0982668741	0.0925634154	0.2323420852	-0.3131980011	0.0052980269	0.0457643012	0.1489877092	0.136024874	-0.016876180924811	-0.0039821827123916	0.0002848054826069	1.5857779154870517e-05	0.1064218231156246	0.0610258449245151	0.0037241537487509	0.0113256044352532	-0.3387946912632742	-0.0059224460101817	3.507536674351731e-05	0.1147818428281773	0.0008240875390705	0.0002589578455845	6.705916578981752e-08	6.791202720512729e-07	0.0003592984706213	-0.0001230499608473	1.5141292864522067e-08	1.2909539099080516e-07	-0.0004881481227309	4.848842387850008e-05	2.382885897257018e-07	2.3511272502210966e-09	0.0	0.0	0.0
1064.8121695116972	2.797996835539152	7.828786291687108	1133824.9563402075	1585.1655687306024	14.366653930106622	206.40074514744805	2512749.8802890144	1032.3243507606855	2.197950561017251	1065693.5651734709	4.830986668676048	1155.4596943898243	1105.2373990514138	1.241498	30.275402	0.1672007273598535	0.088228005694306	-0.2192244716	0.1163332758	-0.0038247174	-0.0226744698	-0.293605172	0.0096375738	0.0031897411	-0.1283554235	-0.0093225249	-0.0349113717	-0.1841128692	-0.1249885411	-0.1019917858	0.0061089386	0.045277075	-0.0440506831	-0.0055432404	0.1435387686	0.1437893324	0.0420767434	0.0446668854	-0.0061538699	0.1200804938	-0.0119987026	0.0921467007	-0.0197389337	0.0186250395	0.025481275	0.0823624898	0.0883993263	0.1377939783	0.0839847571	-0.1705397651	0.1572229484	-0.044244242	-0.0800226936	0.0036930848	0.0240271215	-0.1347545273	-0.017255219	-0.0431641015	-0.023064316	-0.1074555082	-0.0375961509	-0.0533173474	-0.119546115	-0.0159002174	-0.0768700209	-0.0826729427	-0.0012250383	-0.1591090804	0.1011388012	0.1519740703	0.0315748734	-0.1043434757	-0.0478344675	-0.0643637234	0.0915011953	-0.0381775245	-0.1148356901	-0.0375690817	0.1002957712	0.0766138767	0.0880028795	-0.1372633193	-0.0451916632	0.0850049322	0.0227587718	-0.1613593702	0.0874328185	-0.0557128409	-0.0148037447	-0.1619061599	0.0309771628	0.1475373187	0.1304173552	-0.0192434697990506	-0.0023672888742395	0.0003703111299069	5.60405661409859e-06	0.0422570563660968	-0.0641647667495278	0.0041171172920213	0.0017856588127274	-0.2780842413342981	0.0607104499289761	0.0036857587305787	0.0773308452784721	0.0012231917985479	0.0003991042594774	1.5928420993300396e-07	1.4961981760348466e-06	0.0006291217887222	0.0002698233181009	7.28046229909795e-08	3.957942250450205e-07	-0.0006183849812948	-0.0001302368585639	3.823999850909702e-07	1.69616393285933e-08	0.0	0.0	0.0
1058.4299125579655	-6.382256953731712	40.7332038234568	1120273.8797974626	1566.976570582281	-18.18899814832139	330.8396536396389	2455415.5727538066	1030.2619973970152	-2.062353363670354	1061439.7832804874	4.253301396642424	1153.2696937507576	1081.4808734601384	1.179882	28.77282	0.219130988162486	0.1367407295427145	-0.023064745	0.1423845671	0.1374020295	-0.0189840771	-0.1180379993	-0.097509216	-0.1326672021	-0.0659353467	0.0034750076	-0.0473466889	-0.0682780996	-0.0615038046	-0.0364598342	0.1261630751	0.0004726124	-0.0836518054	0.1423524649	-0.0885932393	0.1884704349	-0.0627929856	0.0302693946	0.1118098259	0.0805296731	0.1425823004	-0.0424612762	-0.1951138767	0.0276751401	0.0130199861	-0.0512731815	-0.0583409999	-0.019347989	0.0127202236	-0.0825040451	0.0343639412	-0.1627577508	0.0266026185	0.0992229136	0.0462220469	-0.0805325658	0.025639689	-0.0054965825	0.1169449272	-0.1036087831	0.1739351872	-0.0087347576	-0.0248882624	0.1542709674	0.1322997822	-0.1560314417	-0.0462158154	-0.0710880555	0.1498089958	-0.0106245679	-0.0622749439	0.0592227386	-0.1086082646	-0.1109854395	0.1869018045	-0.0456054089	-0.008556126	-0.0354433141	-0.0437918983	0.0359302586	0.0303998163	-0.2277347954	0.0584436061	-0.0448507785	-0.0490826956	0.0028272549	0.0907968594	-0.2365862984	0.2883711277	-0.006093772	-0.0768712093	0.1458854101	0.124097542	-0.0191027186924372	0.0001407511066134	0.0003649138614423	1.9810874012896732e-08	-0.0035700830775908	-0.0458271394436876	0.0021001267095911	1.27454931809002e-05	-0.1759507194935281	0.1021335218407699	0.010431256283599	0.0309586556902902	0.0001221078379452	-0.0011010839606027	1.2123858882965283e-06	1.4910324087651227e-08	0.0004619715816869	-0.0001671502070353	2.7939191711943657e-08	2.1341774228629613e-07	-0.0004660276335045	0.0001523573477903	2.1718175518980455e-07	2.321276142569444e-08	0.0	0.0	0.0
1059.176366915082	0.7464543571165905	0.5571941072583424	1121854.5762314326	1557.5097624199575	-9.46680816232356	89.62045678223596	2425836.6600334723	1029.2138603495364	-1.0481370474788037	1059281.170335595	1.098591270297584	1150.6083864931827	1056.0819494533207	1.038721	25.330442	0.0710745642134084	0.0454276891136601	-0.0037370599	0.1236510276	0.0294769516	-0.073884689	0.00119467	-0.058798088	-0.1624704568	0.1262461086	0.1472802893	0.0055647675	-0.0259424334	0.1023909571	0.1356364973	0.1815786078	-0.0956056677	-0.1289592301	0.1074191084	0.0006975216	0.0251217415	-0.0014305543	-0.1128081831	-0.0409875287	0.1292044171	-0.0899911572	-0.0649456244	0.001073002	0.0880558571	0.0305186934	-0.0418468766	-0.0550917478	0.0148988163	-0.2700693447	-0.0043102707	-0.1337620212	-0.2046991739	-0.0503818286	0.0427900739	-0.0331628966	0.0622008394	0.0257429619	0.0440991155	0.0357895126	-0.1549219654	0.0070924959	0.1248323917	-0.0284688002	-0.0342577354	0.1422989074	0.0667704724	0.1168517895	-0.0487147254	0.0892227624	-0.0642689546	-0.199761043	0.0554146643	0.0287215437	-0.0831242939	0.0691867982	0.0722789658	-0.1352754701	-0.0190621539	-0.0364653652	-0.1494042407	0.1106097454	-0.129624307	-0.0853156518	-0.1406769183	-0.0268071008	0.1955009854	-0.0873444055	-0.135124609	0.2787347075	0.1401144908	-0.0092831063	0.1440342395	0.1170999511	-0.0192023034503421	-9.958475790490182e-05	0.000368728457799	9.917124006977904e-09	0.0160611368340823	0.0196312199116731	0.0003853847952204	0.0002579601164031	-0.1790177565350035	-0.0030670370414754	9.40671621378218e-06	0.0320473571548258	0.0008490534164889	0.0007269455785437	5.284498741642348e-07	7.208917040514735e-07	0.0002393085921268	-0.0002226629895601	4.9578806919841214e-08	5.7268602265711126e-08	-0.0004501017515612	1.5925881943299987e-05	2.025915867584602e-07	2.5363371567192857e-10	0.0	0.0	0.0
