global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
859.2516451795509	n/a	n/a	738313.3897437649	1271.696713096217	n/a	n/a	1617212.5300997223	845.6838777880648	n/a	715181.2211506586	n/a	940.6595814007673	845.0277676006124	n/a	n/a	n/a	n/a	-0.0290984938	0.0749723666	-0.1676929502	0.0420085824	-0.0473214859	0.0625790203	-0.207699945	0.003313294	-0.255651069	0.0871478541	-0.1561629089	-0.1307887555	0.1154740028	-0.0386041619	0.1842466221	-0.1499641915	-0.0235814269	0.069622172	-0.156999633	0.0015474274	-0.1919412158	0.0836628914	-0.1524621633	0.2932887686	-0.1576583159	0.0134000678	-0.0989100542	0.0804349058	0.0281406946	-0.015507149	-0.0177611847	0.0708378948	0.0072762285	-0.1127607242	0.0424804235	-0.1146746904	0.053695044	-0.1189179117	0.0195068749	-0.1222859768	0.1028855875	0.2831757101	-0.0266284586	0.173449874	-0.1484591327	0.2427752218	-0.1048970263	0.0402161834	-0.1134858614	0.149931572	-0.1283385765	-0.1022952603	0.0791277644	2.4934e-05	-0.1486468725	0.179522633	-0.1024642411	0.0068323102	-0.027475505	0.0443725951	-0.02547382	0.3567846852	0.0535003154	-0.1042522607	0.0927773237	-0.1780725553	0.2129268415	-0.1657405844	0.0673041975	-0.0827153659	0.3512614997	-0.1393183272	0.1168568453	-0.2110347333	-0.1594362138	0.153366806	0.1532882396	-0.048102011594139	n/a	0.0023138035194026	n/a	0.0363126092122882	n/a	n/a	0.0013186055878043	-0.0532834419391576	n/a	n/a	0.0028391251848835	-0.0046750087946189	n/a	n/a	2.1855707229764057e-05	0.0002710851015512	n/a	n/a	7.348713228302443e-08	-3.586617892301471e-05	n/a	1.2863827905377043e-09	n/a	0.0	0.0	0.0
854.4599434177268	-4.791701761824129	22.960405774268462	730101.7949054248	1260.82434677051	-10.872366325707162	118.20834952037106	1589678.033409283	845.3198582372625	-0.364019550802368	714565.6627302655	0.1325102333663578	938.8910886620272	808.0370808683218	1.285736	31.389738	0.2158961443060468	0.1118367011917001	-0.1583697991	0.1796960447	0.075702123	-0.0171183575	-0.1070798724	0.2222184585	0.1195634744	-0.0626333871	-0.1516176214	-7.41594e-05	-0.1082785232	-0.0876093049	-0.0288496783	-0.0391477587	0.0995303911	-0.252087534	-0.0378937269	0.3193583182	-0.0084796405	0.134827047	-0.1592237984	-0.1108148349	0.0514765286	-0.0097505835	0.0593887267	0.1017595981	0.1135424011	0.3032436227	-0.0602905902	-0.0140176913	-0.0023289394	-0.0296638259	-0.1050302155	-0.0333570365	0.1525632908	-0.1582638284	0.1731730383	-0.0221853593	0.1234553525	0.024114458	0.1386095392	0.3467137945	-0.1373989503	-0.1255071645	0.1949820417	0.1516086742	-0.0942441467	0.0006153076	-0.0635545607	-0.0880417215	-0.1153368506	-0.0300778224	0.0812669353	-0.2162883277	-0.1655588423	0.08069764	-0.0894650283	-0.0567983239	-0.0179794419	0.2211250151	0.0247078473	0.1626962461	-0.2275186411	-0.0411807071	-0.1425305005	-0.2286623487	0.1485276428	-0.0218434785	0.0082861467	0.1654398358	-0.0491645956	-0.2334769936	0.0743017666	0.0428110406	-0.0694932785	0.1531573254	0.1524510324	-0.0479688352968565	0.0001331762972825	0.0023010091597369	1.773592615787759e-08	-0.0158189319663222	-0.0521315411786103	0.0027176975856571	0.0002502386085551	0.0439675214883621	0.0972509634275197	0.0094577498875807	0.0019331429458295	-0.0037639785737043	0.0009110302209145	8.299760634197044e-07	1.4167534703305055e-05	0.0006201974706108	0.0003491123690595	1.218794462304063e-07	3.846449025520341e-07	-0.0001033328570015	-6.74666780784853e-05	1.0677679336092448e-08	4.551752650945968e-09	0.0	0.0	0.0
852.7281569940443	-1.731786423682479	2.9990842172509504	727145.3097304595	1259.8469265294418	-0.9774202410681028	0.955350327649628	1587214.2782856808	844.6288763929755	-0.6909818442869664	713397.9388368602	0.4774559091342175	935.8516640863498	772.9926513397965	1.409794	34.418488	0.1479522005743959	0.101858325368629	-0.2363150231	-0.1102778483	0.1160077238	-0.1426722076	-0.1145748394	-0.0765720328	0.313422483	-0.0627953711	-0.0187561482	-0.0287123521	-0.1579634729	-0.0233200706	-0.1220280151	-0.232417717	-0.0296096568	-0.1963471625	0.0386222878	0.3107795061	0.0374103765	0.1207712206	-0.1141685071	-0.0128922816	-0.0519214507	-0.0809617639	0.1152176305	-0.0569587064	-0.0768941599	-0.2529267052	0.0305236955	0.1662337948	-0.1464149306	-0.0197781023	-0.0311171282	-0.0163492315	-0.0291116885	0.0224830674	0.1873626741	0.1557302966	0.2928734259	0.0358999205	0.0765652655	0.0188621433	0.033757304	-0.1515623632	0.1518610641	0.172477993	0.1268855421	-0.2908265543	-0.0666299672	-0.1030494881	0.2327101318	0.009112468	0.273463824	-0.0934721396	-0.0690101656	-0.1608935547	-0.1065215793	0.029520262	-0.0440822117	0.2897635141	-0.0751631536	-0.1226632209	0.0386430024	0.0928952907	-0.1517727717	0.0502820173	0.1240244796	-0.0930772965	0.2326570965	-0.1430402316	-0.1794903068	0.1182351183	0.2410933552	0.0586024735	0.1526275235	0.1527386503	0.1507811905	-0.0480817376760001	-0.0001129023791436	0.0023118534979436	1.2746947216285985e-08	-0.0580254200724965	-0.0422064881061743	0.0017813876382566	0.0033669493745896	0.1324213881643601	0.088453866675998	0.0078240865299352	0.0175354240433761	-0.0040249866711803	-0.000261008097476	6.812522694804113e-08	1.6200517703179073e-05	0.0005382108371001	-8.198663351069999e-05	6.7218080744178354e-09	2.896709051719904e-07	-0.0001039169942764	-5.841372748999907e-07	1.0798741699441349e-08	3.412163559275873e-13	0.0	0.0	0.0
857.1565482270291	4.428391232984836	19.61064891237696	734717.3481684753	1256.9105331412914	-2.936393388150464	8.62240612997376	1579824.0883215254	842.9547108571767	-1.6741655357988066	710572.6445563063	2.802830241256505	934.8757201122636	789.5401699112928	1.113046	27.173723	0.2842948389652932	0.1893487980971113	-0.1714920362	-0.1024499596	-0.0367552917	-0.0880829259	-0.2030932916	-0.0588236501	0.0681583645	0.0247163652	0.0505875918	-0.0253482404	-0.1739913005	-0.0882382163	-0.0869815902	0.0793397128	-0.0914972498	0.0022365877	-0.0910237038	0.0221110275	0.0767227898	-0.0171572427	-0.0744363735	0.1079692845	0.1242800328	-0.0008769131	0.0697186387	-0.1862115785	0.1322518376	-0.0356269065	0.1160740712	0.1282720216	0.0757816605	-0.0763317798	-0.0096668238	-0.1140121985	0.0372193955	0.0725465719	-0.1299375433	0.0835540953	0.0840816402	0.1593427925	0.032093704	0.0031167788	0.0052051057	0.0885799691	0.1665471822	-0.0484290859	-0.0298535965	-0.011190664	0.0775011256	-0.2390550094	0.0503808825	-0.0799590964	0.0809029885	-0.0601808361	-0.0950950214	-0.0277888114	-0.1790678404	0.0160701818	-0.0595463347	-0.0085286172	-0.0512983412	0.0691921465	-0.2111336589	-0.0123577389	0.1838335401	0.0275420586	-0.0456814109	0.0325469192	0.1096254108	-0.0971950371	-0.0767675783	0.086663306	-0.0505225631	-0.0299900755	0.0505894233	0.1521113526	0.148287834	-0.0635901652432551	-0.0155084275672549	0.0040437091156644	0.0002405113256087	-0.0024420417531416	0.0555833783193549	0.0030895119453925	5.9635679240869e-06	-0.0495843938611031	-0.1820057820254632	0.0331261046907004	0.0024586121145729	-0.0043098956184739	-0.0002849089472935	8.117310824794727e-08	1.857520024214052e-05	0.0005693898777621	3.117904066200002e-05	9.721325766026507e-10	3.242048328979392e-07	-0.0004117740273852	-0.0003078570331088	1.6955784962902744e-07	9.47759528345528e-08	0.0	0.0	0.0
860.2216467152017	3.0650984881725662	9.39482874219775	739981.2814774133	1263.0563063553077	6.145773214016344	37.77052839812079	1595311.2330239129	842.3669176638384	-0.587793193338257	709582.0239744759	0.3455008381347855	933.1640355727252	818.7512212409239	1.073616	26.211086	0.2172177088322727	0.1209115057312303	-0.0720684101	-0.1144267499	-0.098353168	-0.034970297	-0.1150677728	-0.1063213733	0.0247714733	0.1081720361	0.000656586	-0.0271135452	-0.0943242109	-0.0343261608	-0.0350956417	-0.1151891436	-0.2137051318	0.0169675813	-0.0900998105	-0.0443576336	0.0791514439	-0.0099132336	-0.1685604453	0.2035641965	-0.0505724542	-0.096045428	-0.125517636	-0.0190410517	0.0246986056	-0.130249633	0.0761002683	-0.0531165773	0.0680733044	0.0510297054	-0.069178316	-0.0464712145	-0.0196983466	0.1865660543	-0.0709114548	0.0013716073	0.2387221872	-0.0437820975	0.0787150761	0.0489244195	0.0614326068	-0.070122967	-0.1096813325	0.0150279436	-0.1064959051	0.1645957936	0.0299955124	0.0157121287	0.1101913241	0.0064382696	0.2381401557	-0.02545829	0.0164482887	-0.0195882264	-0.0946618762	-0.0074917507	-0.1754800675	0.0581703009	-0.0370902867	-0.1348271126	0.0933818945	-0.0280828811	-0.0907458732	0.0942557203	0.0574630202	0.0443084244	0.0194956364	0.045020917	-0.1183294304	-0.0170024578	-0.0073287076	0.0602603349	0.1250625456	0.151276289	0.1449845808	-0.0481957138547102	0.0153944513885449	0.0023228268339651	0.0002369891335542	-0.0726703461146058	-0.0702283043614642	0.0049320147334864	0.0052809792044166	0.0484546551519855	0.0980390490130886	0.0096116551313907	0.0023478536058978	-0.0039889576873227	0.0003209379311511	1.030011556516123e-07	1.5911783431250863e-05	0.0003201211444132	-0.0002492687333488	6.2134901425365e-08	1.0247754710041689e-07	-0.0003108626105018	0.0001009114168834	9.663556260799382e-08	1.0183114057415348e-08	0.0	0.0	0.0
861.076816415576	0.8551697003742902	0.7313152164382533	741453.2837683836	1260.2416599036403	-2.814646451667386	7.922234647883807	1588209.0413566823	843.5739666827313	1.207049018892917	711617.0372648379	1.4569673340103535	935.1788170437852	813.6986699012449	1.072434	26.182215	0.2548908172946929	0.1462351088428641	-0.0626876014	0.0620785748	-0.1253157646	0.0189743279	-0.1194622625	0.0393482528	-0.0076988694	0.100453503	0.0172920829	-0.0440969644	-0.0711220605	-0.0775504182	0.0701024616	0.0162012658	-0.0912001822	-0.0538057103	-0.125092064	-0.0717692141	-0.1015599432	-0.000499539	0.0022644574	-0.0335088022	0.0628979018	0.0586934859	-0.0668877897	0.0559727679	-0.130379385	0.069049869	0.0885271584	-0.0637615437	0.0800043861	0.0351223939	-0.107518278	-0.0792282576	0.0938409199	0.0954320253	-0.01079156	-0.1374983767	0.0197250555	0.0293533257	-0.0108110857	0.0846384129	0.1473141169	0.092346859	-0.0321844011	-0.0327982585	-0.1161223965	0.0397429469	-0.0088148448	0.0611867331	0.0434503201	-0.0778852443	0.0378228425	-0.0285274313	-0.0785964259	0.1364715376	-0.053543619	0.0313104452	-0.0920591442	-0.1213473077	0.0209165325	0.1472398837	-0.1060899357	-0.0653832992	0.1100147653	-0.0066020257	-0.0900166421	-0.0895711159	-0.0349718695	-0.0028472925	0.0353169938	0.101468716	-0.0595043112	-0.1016186168	0.1967410867	0.1502346003	0.1408894722	-0.0612470239843503	-0.0130513101296401	0.0037511979469395	0.0001703366961	0.015247700736424	0.0879180468510297	0.0077295829620998	0.0002324923777475	-0.0685380439426879	-0.1169926990946734	0.0136872916414567	0.0046974634674898	-0.0042950202608984	-0.0003060625735757	9.367429894378087e-08	1.844719904152776e-05	0.0003999121065152	7.9790962102e-05	6.3665976331628015e-09	1.599296929374247e-07	4.1859078207492125e-05	0.0003527216887092	1.752182428380942e-09	1.2441258968593478e-07	0.0	0.0	0.0
862.2839301707643	1.2071137551882885	1.457123617964771	743533.5762307395	1268.4310815984552	8.189421694814882	67.06662769550466	1608917.4087650268	845.7020779564267	2.128111273695368	715212.004659818	4.528857593229319	936.7616727492388	822.6833078280848	1.041729	25.432611	0.3292765018371106	0.1684215382632497	-0.0202586181	0.1637397855	-0.0082982519	-0.0377007295	0.0076446029	0.1067087418	0.0524404319	0.0941617292	-0.0155425607	0.1166799585	-0.141524118	0.0151058455	-0.0876519809	-0.1126631326	0.0103756914	-0.041704664	-0.0582284014	-0.0248868311	0.1250899254	0.0913579889	0.0590513881	-0.1630700718	-0.0507013587	-0.1929451344	-0.1310293177	-0.0830144007	-0.0168184689	-0.2287270671	-0.1112464605	-0.0260785328	0.0882700148	0.1642070683	0.0721766764	0.0664384467	0.0501913961	0.0725857198	0.1506966169	0.0163008335	0.0476068509	-0.096235986	0.0201922091	-0.0117117056	-0.0412520525	0.0451656744	0.0460114339	-0.1709577119	0.0758379991	0.1287876221	-0.1556421787	0.1295907066	0.2582708521	0.0212169203	0.132029601	-0.1572143258	0.0092520017	0.0866582095	0.0660462144	-0.0417283632	0.0035171403	0.0957487411	-0.0400711288	-0.1048829609	0.0508855904	-0.113192595	-0.1211450144	0.1053918092	-0.0938717345	-0.0103694766	0.0639691763	0.1649664466	0.0582564642	-0.0856508637	-0.2485120154	0.1342954553	-0.1339896048	0.1489877092	0.136024874	-0.0361323008464467	0.0251147231379036	0.0013055431644581	0.0006307493182935	-0.0799284325246389	-0.0951761332610628	0.0090584963425276	0.0063885543258457	0.068166882091873	0.1367049260345609	0.0186882368021147	0.0046467238141273	-0.0036120007558753	0.0006830195050231	4.6651564424200086e-07	1.304654946044374e-05	2.7128423564226622e-05	-0.0003727836829509	1.389676742744919e-07	7.359513650800862e-10	-0.0003479521218901	-0.0003898112000975	1.2107067912782305e-07	1.51952771721525e-07	0.0	0.0	0.0
863.6711474510283	1.3872172802640534	1.9243717826631972	745927.8509393759	1275.337205549176	6.906123950720712	47.69454802271825	1626484.987857981	846.1492513020834	0.4471733456566653	715968.5554790762	0.1999640010657755	939.9631872577828	820.748707064814	1.072467	26.183022	0.2606903091427271	0.1721862074241735	-0.0238335285	0.0089886675	0.1139326646	-0.1064437178	0.0096725907	-0.0138509166	0.0466630501	-0.1138323157	0.0645336419	0.1630399443	0.0099531989	-0.0308081178	0.0271780281	0.074944552	-0.0019208192	-0.1087480218	-0.117537362	-0.0461410352	0.0687354118	-0.0540165676	0.0420496144	-0.0747632071	0.2499847058	-0.1095209914	-0.0928255445	-0.0406994043	0.0391536873	-0.1184066339	0.0057169805	-0.0177476717	-0.0709570018	0.0715447271	0.0699668364	-0.0537348761	-0.0126178925	-0.0627897563	0.0817597814	0.0623960156	-0.0643534064	0.0811579462	0.0277914279	-0.0467628077	0.1408772655	0.1319679623	0.1235542922	-0.0822315874	-0.0764719716	0.0161833007	0.1430670373	0.0485520503	0.0666338933	-0.0666250735	-0.0018742371	-0.0594620591	-0.0288593642	-0.0291445801	-0.0802156683	0.0724393832	0.1335284971	-0.1550496641	0.1038147265	0.1207762963	-0.0764414295	0.0045637917	0.0006055297	0.0377391183	-0.1360696537	0.0746305101	-0.0773521872	-0.0252708248	-0.0223754715	0.1099721217	-0.1671387376	0.0331327098	-0.0470497857	0.1475373187	0.1304173552	-0.0468758764934165	-0.0107435756469698	0.002197347797026	0.0001154244176821	0.0388521436383797	0.1187805761630186	0.0141088252736186	0.0015094890652972	-0.0556750405792172	-0.1238419226710901	0.0153368218108722	0.0030997101434974	-0.0036119942760473	6.479828000127002e-09	4.198817091122991e-17	1.304650265019846e-05	9.398544428029788e-05	6.685702071607126e-05	4.469861219029182e-09	8.833263736564978e-09	-0.0002683309292012	7.962119268890004e-05	7.20014875659794e-08	6.339534325202948e-09	0.0	0.0	0.0
863.7344408070632	0.0632933560348192	0.0040060489181503	746037.18423629	1280.6968922592237	5.359686710047754	28.726241629862518	1640184.5298424335	844.2487249333105	-1.9005263687728304	712755.9095515206	3.61200047840084	938.9746978823878	832.3268740198032	1.130282	27.594507	0.2100033542782475	0.112628457016959	-0.0198919965	-0.1706042091	-0.0307105093	-0.048308804	0.0208521145	-0.2092034871	-0.0312591082	-0.0350602609	-0.0512065389	0.0535894329	-0.0537219072	0.0079133065	0.0035674217	-0.169160438	-0.0969100417	-0.017665555	-0.0582476695	-0.0189047215	-0.0123228973	-0.0997136014	-0.0393962549	0.1461708575	-0.160320822	0.0452178184	-0.0669472388	0.0600045169	0.0351638986	-0.0147057526	0.162731127	-0.0464243388	-0.0781681532	0.0626945803	0.0222013216	-0.04196769	-0.163015688	0.0374848954	-0.0134448822	0.0688833065	0.1393234944	-0.1117592481	0.0800070034	0.0256316606	0.1467843966	0.0126766592	-0.1423848253	0.0230795148	0.1951108091	0.0328447772	0.0139862187	0.0919233944	-0.0732786217	-0.0123907617	0.2233702751	0.0713012056	0.0543773955	-0.0406720191	-0.0925005762	0.0625503332	-0.0175484711	-0.0895401631	-0.0181266924	-0.169025564	0.3171911876	0.1290065733	-0.0341282485	0.1148901723	0.1257949473	0.0558994442	-0.1030560163	-0.0615296541	-0.136542074	-6.93189e-05	-0.0969716032	-0.0527163656	0.010296688	0.1458854101	0.124097542	-0.0481976595053765	-0.00132178301196	0.0023230143817962	1.747110330706056e-06	-0.036805665988723	-0.0756578096271027	0.0057241041575709	0.0013546570488734	0.0159999015922736	0.0716749421714908	0.0051372973352865	0.0002559968509624	-0.0040220263323377	-0.0004100320562903	1.681262871857335e-07	1.6176695818017847e-05	0.0005939047846499	0.0004999193403696	2.499193468755781e-07	3.527228932300441e-07	4.86940634926783e-05	0.0003170249926938	2.371111819428985e-09	1.0050484599255357e-07	0.0	0.0	0.0
864.6870946065459	0.9526537994827322	0.9075492616688856	747683.7715791096	1271.243787519099	-9.453104740124672	89.36118922776755	1616060.767305904	845.3814839284657	1.1327589951552	714669.8533690948	1.2831429411050184	937.2890164992388	834.4839724926522	1.185832	28.950714	0.189960763650425	0.1066267095637112	-0.0023149612	-0.0308798855	-0.1120164469	0.0425506119	-0.0516462214	0.0505719103	-0.0675115476	0.0434129512	-0.0014668127	-0.0924587315	0.0888560828	-0.0629699524	0.0478605925	0.0555022151	-0.0087193994	-0.0487146148	-0.0811245453	-0.0883239596	-0.0306018412	-0.0186371147	0.0047146366	0.1497119262	0.1652696727	-0.1562982014	-0.0324318427	0.1687719511	0.2064647767	0.0333903571	0.0262958551	-0.0877706734	0.0663353131	0.0633620873	-0.1048915146	-0.0532925722	0.1189996147	0.0205748916	-0.1074822175	-0.1193578148	0.0473002279	-0.0012504657	0.0073965713	-0.0072152371	0.1161914819	0.0917917632	-0.0968085164	0.002731666	-0.0647017755	0.0039058632	0.0335723352	0.0072360547	0.0327172674	-0.0569295838	-0.0017735701	-0.0419893015	-0.0066652137	0.1035294813	-0.0271105179	0.0121937867	-0.0962338687	-0.2183526038	-0.0199393524	0.0334492515	-0.1296819961	0.0343307307	0.0078484571	0.1337524819	-0.1638831483	0.133662656	-0.0961573979	0.0371988654	0.0338272077	0.058083162	0.0287120867	0.1261678603	0.078487557	0.1440342395	0.1170999511	-0.0442189588596591	0.0039787006457174	0.0019553163226322	1.5830058828232093e-05	0.0004653230580942	0.0372709890468172	0.0013891266245279	2.165255483941382e-07	-0.0750309092503229	-0.0910308108425965	0.0082866085226605	0.0056296373429301	-0.0036389709537376	0.0003830553786	1.467314230744658e-07	1.3242109602145937e-05	0.0002241418586825	-0.0003697629259674	1.3672462141997294e-07	5.02395728136458e-08	-0.0003520928942457	-0.0004007869577383	1.239694061783137e-07	1.6063018549318465e-07	0.0	0.0	0.0
