global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
1937.9489449898729	n/a	3755646.113387361	n/a	2853.098345035881	n/a	8140170.166446482	n/a	1852.107536878084	n/a	3430302.328160603	n/a	2252.829856926668	1615.293016795389	n/a	n/a	n/a	n/a	-0.1772062729	0.0689510126	0.1618438372	0.0909052594	-0.1546572269	-0.1001875017	0.1305268962	-0.1597561529	0.0128552682	-0.3861661819	0.2085099643	-0.0419557997	-0.0562596027	0.1940035181	0.1414516571	-0.4856861932	0.0285193332	-0.0901142687	0.2105541827	-0.2597845274	0.0233193668	-0.0898457352	0.0156343137	0.0274012513	-0.1692060391	0.0810824932	-0.0880296277	0.085852773	-0.1834274011	0.0767724461	-0.2670885321	0.0012404227	-0.2774000582	0.4181163856	-0.1691366388	0.0190322494	0.398138763	-0.0648634372	0.1691798718	-0.0835507282	0.0457993295	-0.0634928802	0.0636318289	-0.1607885876	0.0402558969	-0.1144323316	0.0331815743	0.1647239259	-0.0926690926	-0.2373702343	0.2180525005	0.3011229064	-0.0562923662	-0.4215387405	0.3081479209	0.0450300817	0.1365376245	-0.0787150837	0.2019267089	-0.069277139318217	n/a	0.0047993220321156	n/a	0.0883563354509817	n/a	0.0078068420143264	n/a	-0.1600352600557784	n/a	n/a	0.0256112844611206	-0.0002499562982035	n/a	6.247815101159701e-08	n/a	0.0001110977130536	n/a	n/a	1.2342701845740045e-08	-0.0007819860987184	n/a	6.115022585888232e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1937.0297924854715	-0.9191525044013816	3752084.416976309	0.8448413263473317	2847.058005492612	-6.040339543268601	8105739.286639571	36.485701797974336	1856.636398797286	4.528861919201972	3447098.7173389546	20.51059028319777	2264.3192547737285	1653.5574005416292	1.275318	29.18869	0.048924226837754	0.0252047037896172	-0.1587768794	-0.112581676	0.213663924	0.0761556101	-0.2526152017	-0.1628947131	0.0372772528	-0.0158186755	0.236589135	-0.1358450382	-0.0679169211	-0.2124860092	-0.1691421814	-0.0007711789	-0.0654776098	-0.0623170281	0.1716381509	-0.1155928457	-0.0153288972	-0.0966869607	-0.0188477638	0.0233284751	-0.2227071361	-0.0201430923	-0.1893609189	0.1246214662	0.0219804805	-0.0465082362	-0.0586118169	-0.1542349928	-0.0586564616	-0.1618669556	0.0564781248	0.1978438146	-0.1564016693	0.081817266	0.2910138216	-0.0740749867	0.2188115482	-0.3432718808	0.0373285198	-0.0537246638	0.0381097397	0.0093335067	0.0432492116	0.1277742716	-0.284957852	0.2331587821	-0.006578914	-0.2078066873	-0.0052271243	-0.0621191309	-0.0848632977	0.3831074083	-0.1057866548	0.0558212304	-0.0599131093	-0.0898427436	0.2010969487	-0.0613582123209255	0.0079189269972914	0.0037648302192197	6.270940478843216e-05	0.0765572486110386	-0.0117990868399431	0.0058610123148923	0.0001392184502565	-0.1664954059124568	-0.0064601458566783	4.173348448955904e-05	0.0277207201899537	7.907482454602206e-05	0.0003290311227495	6.252827876984173e-09	1.0826147973781105e-07	0.000178966925733	6.78692126794e-05	4.606230029721629e-09	3.202916050632113e-08	-0.0008400071061663	-5.802100744789994e-05	7.056119384098815e-07	3.3664373052692606e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1930.880453305765	-6.149339179706431	3728299.324958277	37.81437234707256	2858.657147575828	11.599142083215613	8171920.687386368	134.5400970666234	1857.6913824784128	1.0549836811269415	3451017.2725345567	1.1129905674441525	2271.465276190575	1640.024175818095	1.462378	33.470001	0.0779887374196868	0.0468799020081505	-0.1550974003	0.1853049955	-0.1370947912	0.1604156656	-0.1823285939	-0.2594774704	0.1018941499	-0.210179104	0.0536186974	0.3459713067	-0.2558238872	-0.1800999153	-0.1547248747	0.2402647179	0.1322412919	-0.098678516	-0.1890020338	-0.0453824359	-0.2521779966	-0.0471804406	0.043356295	-0.0475074439	-0.2225005998	0.3889022016	-0.1992253312	0.0246867574	-0.133518839	-0.3633281495	-0.2335338226	0.0924682247	0.0184989285	0.0464691879	-0.3124486422	-0.2348647806	-0.1741573754	0.0716917024	0.3361902186	0.0126333819	0.0182153785	0.0245219522	0.012527306	0.097927171	-0.3501328128	-0.2609340939	-0.1927054135	-0.0109440745	-0.2563018064	-0.3781707437	0.0932506725	0.2118589135	-0.2536188287	-0.1105827949	-0.0896431759	-0.1660472613	-0.2668054756	0.0267607858	-0.0842454233	0.0934658186	0.1994408381	-0.0871895137608333	-0.0258313014399078	0.0076020113098505	0.0006672561340793	0.0765781230635838	2.0874452545199818e-05	0.0058642089319413	4.3574276906179916e-10	-0.1954732347611667	-0.0289778288487099	0.0008397145647851	0.0382097855079941	0.0004900529860726	0.0004109781615265	2.40151929158672e-07	1.6890304925176604e-07	0.0001267941452012	-5.217278053179999e-05	2.7219990284193678e-09	1.607675525730299e-08	-0.0008400308176784	-2.3711512100034297e-08	7.056517746494413e-07	5.62235806070073e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1933.157207286168	2.276753980402873	3737096.788082456	5.1836086872803255	2872.2356437579538	13.578496182125946	8249737.593273667	184.3755585680089	1863.7520713404608	6.060688862047982	3473571.7834258582	36.73194948255247	2262.357795444786	1626.5283327140733	1.710768	39.154991	0.6452716778619005	0.4995074465355926	0.1366910933	0.0313016995	-0.1078401025	0.3298158657	0.1508361709	-0.1485339721	0.2852331799	0.2253803199	-0.013657384	0.0412936621	0.4039611692	0.0490997875	0.1134797071	-0.3372661485	0.1669011823	-0.2569018967	-0.0694793478	0.0972089217	0.0472593819	0.0771098022	0.3178849685	0.1063639174	-0.28641793	-0.0908138985	0.0682462662	-0.1005236226	0.4250488863	-0.0162250005	-0.2011808884	0.212317796	-0.1617164831	0.2919536829	0.1818062183	-0.0281480642	0.071514402	-0.3966317465	-0.0035991623	-0.0679506514	0.0866199626	-0.1284823464	-0.1253643442	0.0607522827	-0.0242975214	-0.0285997821	0.0255566632	0.0049827927	0.079491501	-0.1183209325	-0.0019154478	-0.1085254532	-0.052045465	-0.0537672947	0.1026271783	-0.067231586	0.1922837388	-0.320027602	-0.1160294114	0.3362925558	0.1969651822	-0.0785355814293211	0.0086539323315121	0.0061678375504415	7.48905447983921e-05	0.047206577128648	-0.0293715459349358	0.0022284609242029	0.000862687710608	0.2787942084729309	0.4742674432340976	0.224929607711808	0.077726210678048	-0.0012519789191617	-0.0017420319052343	1.5674512140252986e-06	3.034675158854245e-06	0.0003470892525432	0.000220295107342	4.852993431882331e-08	1.204709492309973e-07	-0.0001427827030276	0.0006972481146508	2.0386900283867813e-08	4.861549333840952e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1923.2784491315224	-9.87875815464554	3698999.992893754	97.58986267797572	2866.167451193969	-6.068192563984667	8214915.858283733	36.822960993598805	1858.408734452097	-5.343336888363865	3453683.0242878445	28.55124910255003	2260.948386767232	1608.296235585165	1.346975	30.828722	0.3772170416098698	0.2939064862869036	0.3060899917	0.1830797027	0.1041731159	0.2412141499	-0.0180170375	0.1225184892	0.0250237157	0.3976100993	0.1914262525	0.1557741131	-0.1048687067	0.1334531091	0.3401570113	-0.1924017548	0.1159984961	0.0081527666	0.0550608222	0.1429544405	-0.1351674063	-0.016912345	0.1178969302	-0.1428455221	0.1846362673	0.1869314178	0.28897527	-0.1484209708	0.3218632693	-0.1241359569	-0.070130474	0.0972084378	0.0662298937	-0.2304618821	-0.0485748894	0.0398184421	0.2502824083	-0.3569453247	0.0340622368	-0.0284918819	-0.0889596112	-0.2393634501	-0.0288607188	-0.0425957904	-0.0991737495	-0.0906520451	0.0536903627	0.0176288822	0.0888932626	-6.19221e-05	-0.0486028101	0.1928449078	0.0586586243	0.0155833081	0.0371080819	0.1407298117	0.0372101	0.0462823147	0.0209503399	0.0100499802	0.1936801542	-0.0870751409022148	-0.0085395594728936	0.0075820801631405	7.29240759910885e-05	0.0144299065817108	-0.0327766705469372	0.0002082222039569	0.0010743101321424	0.5630728805527099	0.2842786720797789	0.0808143633994425	0.3170510688139263	-0.0019184138462349	-0.0006664349270731	3.6803116854257824e-06	4.441355120230613e-07	0.0004908502740614	0.0001437610215182	2.066723130795636e-08	2.409339915461515e-07	-0.0003650295446414	-0.0002222468416138	1.3324656846110785e-07	4.939365860730952e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1925.21744057134	1.938991439817528	3706462.193480061	3.7596878036856496	2848.832706227022	-17.334744966947255	8115847.788068777	300.4933830691032	1860.8040668688325	2.395332416735528	3462591.775275586	5.737617386664064	2263.535751450992	1613.466385923222	1.041073	23.827421	0.0507224696959441	0.0263820698797378	0.3411276845	0.0700962359	0.1430696814	0.2023252037	-0.1109879484	0.2171624381	0.0552028088	0.3091267728	0.1158843152	-0.022186163	-0.2667155328	0.0907838593	0.3515376554	-0.1371515827	0.1477053243	0.0328990825	-0.0876623867	0.0545528643	-0.1994661592	-0.1584875595	-0.2670007113	0.0380447525	-0.0047987453	-0.1260325193	0.2423524951	0.0455834584	0.2290456352	-0.0528266265	0.0644188265	0.0410043252	0.0156260158	-0.2807812487	-0.1403636537	0.1917756202	0.2542171558	-0.2969325918	-0.052365404	-0.0503962924	0.0757748621	-0.1999263221	-0.0521317691	-0.0816861741	-0.0920558955	-0.0087008523	0.061789731	0.0038801034	0.1035364079	0.0482201343	0.07989393	0.2705274176	0.0547840298	0.0067605142	0.087129659	0.1157054552	-0.0818505354	0.1956365511	0.093143189	-0.2637855747	0.1895992529	-0.087079588650667	-4.447748452207634e-06	0.0075828547595693	1.97824662941154e-11	-0.0025954976808009	-0.0170254042625117	6.736608211042851e-06	0.0002898643903019	0.5507818034471796	-0.0122910771055302	0.000151070576414	0.3033605950085276	-0.001830974106458	8.743973977690003e-05	3.3524661785196712e-06	7.645708092251993e-09	0.0003731301492568	-0.0001177201248046	1.3858027784010602e-08	1.3922610828440185e-07	-0.0001421585976339	0.0002228709470075	2.020906688123708e-08	4.967145902001988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.7372996384345	2.5198590670945578	3716171.096417283	6.349689718018655	2870.410097148084	21.577390921062037	8239254.125809672	465.5837989603302	1854.3824848375823	-6.421582031250182	3438734.400072406	41.236715784075216	2254.687360831186	1565.916262468654	1.543011	35.315468	0.5758856368301648	0.4217138912003765	0.422409126	-0.1257604812	-0.1819271477	-0.0285263044	-0.0679967009	0.3417682141	-0.1359466635	0.1966270581	0.0755919465	0.1108437306	0.2033046646	-0.1738398758	0.3569887141	0.227214856	-0.1895569714	0.0886760767	0.1797538013	0.2736502508	0.0284983058	-0.0800596355	0.2168183964	0.0556918547	-0.2280688335	-0.1961420089	0.4284982403	-0.1066843527	-0.1219339391	-0.1097026761	-0.0921753799	-0.3091449208	0.0268768731	0.026802188	0.1534019749	0.1495723223	0.4211696253	0.1040611191	0.0816052765	0.138951719	-0.2539023899	-0.074245581	0.1730203165	0.1813467267	0.1052403381	-0.0492577623	0.0073254343	0.125544166	0.0880461691	0.0092471562	0.0248660187	0.0151317071	-0.0061834369	0.0027912524	-0.1189371274	-0.077881532	0.0291343927	-0.0346250409	-0.0177471284	0.0027327777	0.1847392476	-0.0872399338405074	-0.0001603451898403	0.0076108060564961	2.571057990495378e-08	-0.0603263623520575	-0.0577308646712566	0.0036392699946317	0.0033328527356909	0.9298169401522074	0.3790351367050277	0.143667634856999	0.8645595421940137	-0.004315971876154	-0.002484997769696	1.862761323575228e-05	6.175213915394095e-06	0.0006467651332595	0.0002736349840027	7.487610447015787e-08	4.183051376001788e-07	-0.0001216055460518	2.0553051582100005e-05	1.4787908830556451e-08	4.2242792933646346e-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1932.186013444124	4.448713805689522	3733342.7905490967	19.791054524932548	2864.500910832332	-5.909186315751867	8205365.468159259	34.91848291426913	1852.207583778783	-2.174901058799378	3430672.9334076373	4.730194615566655	2246.825587712281	1568.8960398447489	1.303796	29.840464	0.2574645222764026	0.1917475362553374	0.3850115353	0.0966360141	0.0154951748	-0.3928361193	-0.1529172523	0.4732382086	-0.0540728413	-0.2111119037	0.0247986922	0.2994446644	0.3036252288	-0.2830861393	0.2263124836	0.4516473741	-0.120661097	0.1519026698	-0.0044150115	0.2540825256	0.0435876579	-0.072830198	-0.0847509499	-0.0321735191	0.1726574983	-0.0253751336	0.4348287199	0.0312638642	-0.4389005767	-0.1186902287	-0.1661494045	-0.2493901174	0.1006613521	0.1723069797	0.0548925454	-0.0469760228	0.4648821103	0.3326329567	0.134115343	0.2744564028	-0.2883184338	0.0891820772	0.1544400301	-0.1119643678	0.0563739323	0.0116750255	-0.0980217738	-0.0242122202	-0.0610729567	0.0698800403	-0.0188446196	-0.2168417439	-0.0597132855	-0.0151069544	0.0560207771	-0.0178600483	-0.0672717746	-0.0564557883	0.0041091534	0.0424819255	0.1791201091	-0.1079865753180939	-0.0207466414775864	0.0116611004489303	0.0004304231325995	-0.0778878693539724	-0.0175615070019149	0.0060665201925014	0.0003084065281783	1.110307808455261	0.1804908683030535	0.0325769535407902	1.2327834295167244	-0.0050529990223308	-0.0007370271461768	2.5532799119676023e-05	5.432090142015184e-07	0.0006467209076361	-4.422562339999672e-08	1.9559057651183377e-15	4.18247932373661e-07	-8.536680797504486e-05	3.623873807675514e-05	7.287491903848182e-09	1.3132461373956623e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1939.782849601832	7.596836157707912	3762757.503609403	57.71191960705831	2838.398456832402	-26.10245399992982	8056505.799748562	681.3381048184523	1867.9931846217105	15.78560084292758	3489398.53779316	249.18519397223588	2269.141848949676	1616.014121316388	1.957253	44.796398	0.6677705503838582	0.4707208212330026	0.2261438007	-0.3019988845	-0.0653148419	-0.4179656007	0.0477282482	0.4697508612	0.1766179728	-0.3419325334	0.0171633175	-0.0234513385	-0.2696418289	0.1556496521	0.1698511468	0.0525688749	-0.3954650567	0.0598102194	-0.3478290092	-0.1681167174	0.046659601	0.1497090956	0.0152661434	0.1796579827	0.1179284891	0.210560011	0.2233527775	0.5480697844	-0.1713709899	-0.030559611	0.3708032976	0.2542387803	-0.0944198794	0.0977038304	-0.1031726714	-0.1622747639	0.3442549337	0.3730828173	-0.1488681608	-0.068275772	0.6138613889	0.1907863379	-0.2582269437	-0.052684065	-0.0514895051	0.1374703634	0.1222320457	-0.1487975775	-0.1083269492	-0.2018527192	-0.0303647923	0.0919837924	0.0076205121	0.0365438822	0.0537794123	0.0286752911	0.1409050553	0.0434594592	-0.0326760682	0.0135644179	0.1727649276	-0.0873163046199465	0.0206702706981474	0.0076241370524832	0.0004272600907346	-0.0427091383511282	0.0351787310028442	0.0018240704986958	0.0012375431149704	0.684841661936602	-0.4254661465186589	0.1810214418334369	0.4690081019240871	-0.002280183544387	0.0027728154779438	5.199236996093263e-06	7.688505674724704e-06	0.001116151717728	0.0004694308100919	2.2036528546353746e-07	1.245794656987165e-06	-0.0005722285632235	-0.0004868617552484	3.274455285688312e-07	2.3703436872360666e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1938.1677982321053	-1.615051369726643	3756494.414103887	2.6083909268559067	2870.3636253667632	31.96516853436105	8238987.341828628	1021.771999430106	1858.1998959189968	-9.793288702713651	3452906.8531933706	95.90850361469886	2262.709712035267	1646.894062080307	2.516082	57.586529	1.0738256199865903	0.8291124581846627	-0.1815276425	0.1521256669	-0.1154913113	-0.0934414865	-0.1599677212	-0.097476879	-0.7800234226	-0.2464835782	0.1005306881	0.0280542553	0.0040687296	0.2605172752	-0.0162471661	0.1510780592	0.1865409458	0.1096868232	-0.2363144295	-0.3398925446	-0.0244265228	0.086343858	-0.0099017513	-0.1535228288	-0.1775238638	-0.26360951	-0.0896005869	-0.5534421495	-0.3052666669	-0.1845185679	0.5494802543	0.307753141	0.0425497092	-0.0946645846	0.0883070085	0.1101853531	-0.1249074305	-0.0946491694	0.2009971389	0.1198553377	-0.0186303195	0.1137550972	-0.41698266	0.1963374807	0.3015395961	0.2545843619	-0.2432579543	-0.2071337966	0.2140367456	0.0084221652	0.2707255356	-0.128251674	-0.0118322926	-0.0321950826	0.2264857722	-0.0002018041	-0.2799284948	-0.0784154519	0.1386169412	-0.0731052865	0.165699818	-0.0463728455725203	0.0409434590474261	0.0021504408064928	0.0016763668387682	0.0341874286113608	0.076896566962489	0.0011687802750568	0.0059130820106165	-0.1207629603700581	-0.8056046223066601	0.6489988074818565	0.0145836925973402	-0.0007889989600091	0.0014911845843779	6.225193588954413e-07	2.223631464686291e-06	0.0001550065904312	-0.0009611451272968	9.23799955726382e-07	2.4027043077105788e-08	-1.693884149789489e-05	0.0005552897217256	2.86924351290806e-10	3.083466750541e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0
