global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
1137.2062733939106	n/a	1293238.1082464657	n/a	1682.9346632368108	n/a	n/a	2832269.0807239977	1133.9582510794112	n/a	1285861.3151910768	n/a	1298.0615467371715	1168.2567760073448	n/a	n/a	n/a	n/a	-0.1144583679	0.0671324489	0.1322491488	0.1317837615	-0.0413529502	-0.0383671303	-0.1835386038	0.0029390147	-0.0456580596	0.2114601784	-0.0853910263	0.2351471748	-0.2633064237	-0.0866872054	0.0573489085	-0.0784449318	0.0189573484	0.3425963704	-0.0842325197	0.1583548046	-0.099005532	0.0915279211	-0.0961584072	0.1198238421	-0.0732270597	0.1674082763	-0.070174628	0.1286034383	-0.0312319919	0.0927335817	-0.0843360548	0.0393130274	-0.0352522952	-0.009281686	0.0919407978	-0.0881616872	-0.0582988815	0.0634878425	-0.0179402788	-0.0554425998	-0.0682141857	0.0389233907	0.015303555	-0.0461580668	-0.1618993177	0.0202655624	-0.3216451501	0.1597911211	-0.0237847157	0.0798687487	-0.0964884094	0.0513285397	-0.0762460047	0.0108883137	-0.0114780507	0.0972174381	-0.0501155669	0.1558616016	-0.0528703372	0.0090186161	-0.0579075563	-0.1056107687	0.1297810065	-0.0232796045	-0.0117610243	-0.2299813819	0.2470514538	-0.3265293663	-0.0670271855	0.0357197471	-0.079880854	0.1250557682	-0.0040856421	0.1982552134	-0.1566738702	0.0950174015	-0.1257567157	-0.0842415489	0.0129494749	-0.0841658853	0.0531263466	-0.0098885723	0.0676548728	-0.0452210697	0.1494929906	-0.0899315041	0.0863927073	-0.0922210726	0.2911577692	-0.0020877342	-0.0849393654	0.153366806	0.1532882396	0.0584181163515467	n/a	0.0034126763180628	n/a	0.0295220940489713	n/a	n/a	0.0008715540370363	0.0670182037655351	n/a	0.0044914396359587	n/a	0.0049010438229109	n/a	n/a	2.4020230554093087e-05	-0.0008308526218117	n/a	6.903160791713758e-07	n/a	6.203598627662092e-05	n/a	3.848463593313099e-09	n/a	0.0
1137.59069106405	0.384417670139328	1294112.5803955826	0.1477769451153492	1680.070768492052	-2.863894744758909	8.201893109057696	2822637.787141474	1136.9975340049448	3.0392829255335982	1292763.3923333257	9.237240701440069	1297.0025620464726	1153.4765689629169	1.109387	20.715126	0.0639364031444499	0.0350681704083292	-0.1721522685	-0.0819860779	0.0899063463	-0.0581185705	-0.0086409609	-0.2394328243	-0.1542627783	-0.0790206183	-0.0035371565	0.0093443346	0.1752251611	-0.0288455952	-0.0883590139	-0.1235498983	0.277913096	-0.0236179474	0.0394458854	0.2010732642	0.1312157242	0.1230838023	0.0709027394	0.0321806266	-0.0029126952	0.0394016216	-0.0479081259	-0.0351840628	-0.0211575074	0.0756671829	0.0675581685	-0.0740908977	-0.0326490664	0.2863101609	0.0973985619	-0.0975168843	-0.1255253061	0.104005862	0.1935357719	0.0497780413	0.0935901828	-0.0347248035	-0.0189460855	0.2504371589	0.1322873748	-0.2608198836	-0.0693803869	0.1148554165	-0.1693265957	0.066106055	0.0650481356	-0.0043644736	-0.1137341236	0.0517691524	0.0789262014	0.177289443	-0.0080885822	-0.1197434751	-0.0065382571	-0.0378735732	-0.0903207481	0.2297478398	-0.0779143162	-0.0739314183	-0.1245579269	-0.0333857938	0.0363198925	0.0397252515	-0.130076903	-0.2964100352	-0.0518697641	0.0737285082	-0.0155866263	-0.1690406587	-0.0494210821	-0.0227720683	-0.1433277917	0.0649742214	-0.013799727	0.0473639182	0.0231603779	-0.0744211225	-0.1240487456	-0.0270369811	-0.0823778502	0.1006930052	0.1860251762	0.1228783109	0.2435814272	-0.0733726946	-0.0587383498	-0.1042643756	0.2896605544	0.1531573254	0.1524510324	0.0442050015974473	-0.0142131147540994	0.0019540821662303	0.0002020126310131	0.0271335339305096	-0.0023885601184617	5.705219439505771e-06	0.0007362286635581	0.0401384938125559	-0.0268797099529792	0.0016110986855405	0.0007225188071562	0.0049340204705283	3.2976647617400344e-05	1.0874592880821956e-09	2.434455800359231e-05	-0.0005139968068723	0.0003168558149394	2.641927174749204e-07	1.0039760746091132e-07	2.76808245522819e-06	-5.926790382139273e-05	7.662280478942125e-12	3.512684423381858e-09	0.0
1138.640909878046	1.0502188139960251	1296503.1216479044	1.102959557271218	1681.3077896632506	1.2370211711986483	1.5302213779936762	2826795.883582325	1137.0529202264267	0.0553862214819673	1292889.3433954448	0.0030676335300495	1299.3324674004268	1156.522176350838	1.046936	19.549013	0.0155021284562341	0.0082029027839294	-0.2179471136	-0.0998979435	0.1043304419	0.0556064544	0.1074474332	-0.1299427598	-0.1220674042	0.0608997277	0.2682015987	0.0845459488	-0.0142678968	-0.1653476599	-0.0583872026	-0.0295730717	0.1180049706	0.0436588648	0.1454998002	0.175700691	0.1178847535	-0.0036492405	0.0969898904	0.2123044866	0.0989302867	0.0784360886	-0.0234175179	-0.1105787471	0.2054438574	-0.0494802035	-0.0120654855	-0.137089877	0.0978326394	-0.0496369495	0.0370079825	-0.1508626826	-0.1604912616	-0.1444038515	0.0468392891	0.0759624414	-0.0032096191	0.1015820842	0.1171189404	-0.125317899	0.0429948899	-0.1120995034	-0.0535983604	0.2213351748	-0.1703406188	-0.2015099623	0.0323603172	-0.065715246	-0.0476049858	0.0363271875	-0.0592031028	0.3070959808	0.053445446	-0.0785614743	0.0539816164	-0.1829023371	-0.1327908681	-0.1832504373	-0.0351783343	0.0453053289	-0.0613506193	0.1443484682	-0.0901675853	0.1917040596	-0.0002710067	-0.3030219221	-0.0780459881	0.045939828	-0.0368191203	-0.0699113084	-0.1155539194	-0.0933650549	0.005720767	0.1335980136	0.1345572028	-0.0999349137	0.0105053606	0.0037548536	0.1378212226	-0.124603431	0.0552918804	0.159167799	0.1371811454	0.1113904394	-0.0358835328	-0.0866365268	-0.0022594925	0.0950763962	0.1073711024	0.1527386503	0.1507811905	0.0488598694468009	0.0046548678493536	0.0023872868423584	2.1667794694945823e-05	0.0304491959718831	0.0033156620413734	1.0993614772605078e-05	0.0009271535353341	0.0431941542780762	0.0030556604655202	0.0018657349637982	9.337060880543722e-06	0.0048450251864895	-8.899528403879999e-05	7.920160581146688e-09	2.3474269057717616e-05	-0.0005139973543872	-5.475149000627386e-10	2.641932803170409e-07	2.9977256579071063e-19	2.2451520091935386e-06	-5.229304460346515e-07	5.040707544385783e-12	2.734562513899996e-13	0.0
1136.5955479392242	-2.0453619388217703	1291849.4395952653	4.183505460780752	1679.6163071764545	-1.691482486796076	2.8611130031378376	2821110.93933307	1137.0976356553151	0.0447154288883666	1292991.0330129075	0.0019994695806705	1300.1772737916226	1162.139543139245	1.139071	21.2694	0.0347640077619342	0.0196103328880912	-0.1393587432	-0.1174653071	0.0032461722	0.3080610465	-0.0377651635	0.0050530042	-0.1292675559	-0.0205342267	0.3074542336	0.3475543601	-0.1754496135	-0.0235745051	0.0982896961	-0.0425795248	0.0436606251	-0.0755435398	0.0002984366	0.2646715318	0.0566625242	-0.0081623735	0.0660825616	0.1014577789	0.0324814777	-0.1010106823	0.0738067926	-0.0237346182	0.1123039389	-0.2638597522	0.0362001959	-0.1540842492	0.0092739091	-0.1359539729	0.0345097315	0.0450525697	-0.2093849567	-0.0707075681	-0.0236316143	0.0089891891	0.123170986	0.0725812125	-0.0508066597	-0.1845710372	0.0092550226	-0.0331122393	0.0074502334	0.2157761977	-0.2427965999	-0.2236830215	-0.1369137484	0.0503184823	0.0503391797	-0.0174929187	-0.138107641	0.0326116214	-0.0800092749	0.0048531809	0.0650293832	-0.2155777156	-0.0423412717	-0.0702911243	0.1255790139	0.2055735553	0.0710132383	-0.0382934043	0.0525460952	0.0093795778	-0.0101694552	-0.2713869394	-0.0153106377	0.0780165829	-0.0610025454	0.1297325168	-0.0563784937	-0.0872086767	0.1140620383	0.0577631791	0.0508109728	-0.2404328856	0.0174585121	0.008186986	0.1113601165	-0.0257096107	0.1364553258	0.0537292917	-0.1256913807	0.1166446868	0.0305625623	-0.1342185573	-0.150259315	0.2056681369	-0.1902980751	0.1521113526	0.148287834	0.0438857381070505	-0.0049741313397504	0.0019259580092006	2.474198258508712e-05	0.0434463952062174	0.0129971992343343	0.0001689271879369	0.0018875892564148	0.0297327162724769	-0.0134614380055992	0.0008840344169396	0.0001812103131785	0.0048590204876546	1.3995301165099956e-05	1.958684547018482e-10	2.3610080099447148e-05	-0.0005659968868865	-5.199953249930003e-05	3.203524759652095e-07	2.7039513801457603e-09	2.875101989798824e-06	6.299499806052856e-07	8.266211451745159e-12	3.9683697806459984e-13	0.0
1136.5336345610026	-0.0619133782215612	1291708.7024884429	0.003833266402806	1679.2905288581992	-0.3257783182552884	0.106131512645244	2820016.6803128505	1135.6963087834708	-1.401326871844276	1289806.1057844008	1.963717001752864	1299.7779248184488	1162.0799787158808	1.249534	23.332033	0.1244454413998537	0.0542824704070815	0.1278252041	-0.120869762	-0.0421406555	0.1479629137	0.0346210497	0.1058228431	-0.0906512901	-0.0932605311	0.1224028226	0.1434748316	-0.1552509913	0.2027612441	0.1344217414	-0.0808535347	0.2036676154	-0.0216891271	0.0053597232	0.2643137235	-0.0061700251	-0.0794839587	0.1030601843	-0.1300659084	0.1090273469	-0.0372063152	0.0578436943	0.0990124952	0.0402464738	-0.1198543348	0.0250114097	-0.0487682486	0.0543518496	-0.1232095587	-0.0202967671	0.1090126286	0.0859599739	-0.056438947	-0.0312446635	0.1119517461	0.0190879358	-0.1010649302	0.0240188151	-0.0474056444	-0.1241402376	0.0385135255	0.1318410315	0.1619184525	-0.2268945717	-0.0310872133	-0.1531347927	0.10214871	-0.0438364832	-0.0533737711	-0.0296075909	-0.1129085936	0.0143103646	0.0647671826	0.1512833386	-0.004123885	0.0790341028	-0.0329833969	-0.0099470726	0.0507051799	-0.0455100046	-0.1018765846	-0.030440149	-0.0208072412	0.0147508392	-0.2064965159	0.0162616437	0.2322082141	0.1394422295	0.0316416026	0.0493797187	0.0499119138	0.187310824	0.0278019019	-0.0467368506	0.0568187515	-0.0022637681	-0.1202043152	0.0953835542	-0.0015075213	0.0663650301	0.0087447717	-0.0416242991	-0.0827307179	-0.1370629363	0.2121655416	-0.0983652822	-0.0178305747	-0.0015804567	0.151276289	0.1449845808	0.0464184211490987	0.0025326830420481	0.002154669821975	6.41448339147852e-06	0.0595205540283672	0.0160741588221497	0.0002583785818396	0.0035426963518437	-0.0066322962140219	-0.0363650124864988	4.398735307052923e-05	0.0013224141331432	0.0042660225428482	-0.0005929979448064	3.516465625446145e-07	1.8198948336089024e-05	-8.282548038596182e-05	0.0004831714065005	6.860060201165347e-09	2.334546080597084e-07	0.000316177491666	0.0003133023896762	9.996820623620353e-08	9.815838737681822e-08	0.0
1137.6359303492443	1.1022957882416904	1294215.5100215906	1.2150560047753696	1678.010838940795	-1.2796899174040846	1.6376062847056727	2815720.375602791	1135.6008520457883	-0.0954567376825252	1289589.2951671204	0.0091119887689904	1299.745942571962	1161.728965379778	1.101497	20.567801	0.0515803263548517	0.0280841011834803	0.0787913802	0.049812108	0.0745699555	-0.0124805845	0.0806565774	0.0813879877	-0.1263881841	-0.1118318926	-0.0236947586	-0.0165908924	-0.0533638752	0.1066576562	-0.114814891	-0.0505148544	-0.0695573819	-0.0581954425	0.1270220101	0.2346248822	-0.1918709911	0.0188016876	-0.0174846133	-0.0703055525	-0.0178142055	0.0092866995	0.0694598118	0.1533882108	-0.1430381182	0.0677126467	-0.2221176619	0.1109951884	0.0834338118	-0.1062833382	-0.0025139061	0.0473494911	-0.0918253202	0.0396589934	-0.2037393277	-0.1578336461	-0.0480762382	-0.0154594706	0.1493188157	0.0557008474	0.0096862377	0.0690807923	0.0233090852	0.0910318742	-0.2324186652	0.1217471398	0.0651175186	-0.1413965843	-0.0202606243	-0.1093298336	-0.0048734079	-0.1738200274	0.1000149102	0.1524335741	-0.0220187919	0.0019760942	0.2132419685	-0.0136453837	-0.1531630649	-0.1098783479	0.089111861	0.1265234946	0.0762427756	0.0682454537	0.0730350498	-0.1970746964	-0.0003014089	0.0258809367	0.2448421762	0.0134121553	-0.0965808802	-0.0054996287	0.0753362949	0.0135002866	-0.0487062037	0.0995254179	0.0468007637	-0.0250828598	-0.0546677971	-0.0847693446	-0.1136055885	-0.0602154743	-0.2450595019	-0.0839989115	-0.134324766	0.2189485174	0.0207312814	-0.1142134358	0.1058984089	0.1502346003	0.1408894722	0.0434959794606726	-0.002922441688426	0.0018919002292432	8.540665422250787e-06	0.0383167530304291	-0.0212038009979381	0.0004496011767601	0.0014681735627948	-0.0185861969449021	-0.0119539007308802	0.0003454467168746	0.0001428957426837	0.003987025082169	-0.0002789974606792	7.78395830654418e-08	1.589636900584472e-05	-8.28079479349153e-05	1.7532451046520237e-08	6.857156241191644e-09	3.073868396986285e-16	0.0003471661572879	3.098866562189996e-05	1.205243407660469e-07	9.602973970259243e-10	0.0
1138.5228543272883	0.8869239780440239	1296234.289825556	0.7866341428294362	1688.4242432412136	10.413404300418506	108.43898912397464	2850776.425164665	1137.2140024883372	1.6131504425488856	1293255.6874555438	2.6022543502956657	1300.2715463511825	1162.0097034044502	1.194824	22.310459	0.034328271968704	0.0169692336482034	-0.073679729	0.0908075763	0.1234257028	0.0506383074	-0.1675780327	-0.0230235106	-0.0755191261	-0.0318398213	-0.1329700579	0.0575308402	-0.0790769592	0.2158105075	-0.1991309937	0.1164786099	-0.090088442	-0.046672856	0.1065166385	0.1052523545	-0.0209755515	0.1603982507	-0.0798752671	-0.1580112369	-0.0564122613	0.0001540788	-0.2383987206	-0.0311053092	-0.134767548	-0.0796498973	-0.1060346862	-0.127090126	-0.1640629632	0.0654579361	0.0169133561	-0.0302791189	0.1518722766	0.0617934046	-0.1569987302	0.0922626873	-0.0420104368	0.0398899259	-0.0006615196	-0.0090898062	-0.0248552253	-0.0557106192	-0.107418217	-0.0618746786	-0.1282733224	0.1813449149	-0.0482587958	0.1292986427	-0.1177129578	-0.0642924274	-0.0082183601	-0.1590433259	-0.1732730351	0.0388002754	0.0202060241	-0.0076581869	0.0440051242	0.0159954077	0.068219015	0.0154827818	0.1425708458	0.0828424625	-0.0212907757	-0.2058510704	-0.0211670217	-0.1933483144	0.0876093497	-0.0588100877	0.0169296342	0.1116562476	0.1171998491	0.1122154679	-0.0553613464	-0.0800410415	-0.0589731705	-0.0080278287	-0.1013253816	-0.0571581485	-0.1117913334	0.1243386018	0.0490744703	-0.1488732889	-0.0266346197	-0.1265540926	-0.0347665087	0.1172820783	0.0666456232	-0.0104855115	-0.1742060962	0.1489877092	0.136024874	0.0435651657672906	6.918630661800068e-05	0.0018979236683315	4.786745023440005e-09	0.0275097438423301	-0.0108070091880989	0.0001167914475916	0.0007567860062706	-0.0266967030671452	-0.0081105061222431	0.0007127139546553	6.578030955894282e-05	0.0038340192502462	-0.0001530058319227	2.341078460238801e-08	1.4699703611258435e-05	-8.362786888449492e-05	-8.199209495796111e-07	6.993620454162273e-09	6.722703635595314e-13	0.0001941605031254	-0.0001530056541624	3.769830097390847e-08	2.3410730205694543e-08	0.0
1141.1099895805385	2.5871352532501533	1302132.0083204969	6.693268818609734	1681.1927845701296	-7.231458671084056	52.29399451159678	2826409.178890666	1136.768136178545	-0.4458663097921089	1292241.7954308433	0.1987967662076328	1298.1738551348103	1155.0245483965914	1.241455	23.181181	0.1155190950077797	0.0712352564451187	-0.1631464136	-0.1188004749	0.0574456429	-0.1244641153	0.0387499466	-0.2078468628	-0.101790411	0.0630407159	0.0606372258	-0.2568755704	0.1444219419	0.0754776651	-0.0150035659	-0.068200356	-0.0001325265	-0.1020802886	0.0038087093	0.1212425606	0.1260560447	0.0499646153	-0.0147113677	-0.0950753371	0.0684559076	-0.0749646335	0.1349656001	-0.1014421144	-0.0310063545	0.0900654374	-0.126591903	-0.0511410054	-0.0880359522	-0.0066681837	0.1078026966	0.0803516727	0.1240677096	0.0695670463	0.1191172221	-0.2018525255	0.0616252153	-0.0126113289	0.0292930003	0.0661524774	-0.0105894604	-0.1580938302	-0.0818592483	0.1174519245	-0.0034045689	0.0098974343	-0.0025164252	-0.1886156898	-0.1162620841	-0.0345317161	0.1716226704	-0.1592946569	-0.0358634273	-0.0628104276	-0.1210902918	0.122366128	-0.0238414208	0.1558069922	-0.0489193709	-0.0611846203	-0.1208908127	-0.117545846	-0.061873337	0.2607821494	-0.1367901827	-0.1397885209	0.1326407042	-0.0032449638	0.0763121711	-0.1581995694	0.117990453	-0.1896033128	-0.1070593387	-0.032370472	0.0725996379	0.1580743464	-0.0803214484	0.2249349625	-0.1087135924	0.1929411677	-0.2564193691	-0.1065699218	-0.105012681	-0.1599144064	-0.160166865	-0.0371078829	-0.1971239497	-0.0933629255	-0.1128243297	0.1475373187	0.1304173552	0.0436776917499202	0.0001125259826295	0.001907740756601	1.266209676675658e-08	0.0234601464940169	-0.0040495973483132	1.63992386834653e-05	0.0005503784735207	-0.0920085635615919	-0.0653118604944467	0.0084655757686674	0.004265639121246	0.0031560353481712	-0.000677983902075	4.5966217147284366e-07	9.960559118906108e-06	-0.0003256929631003	-0.0002420650942158	1.0607590621305338e-07	5.85955098377066e-08	0.0001950137304824	8.532273569999938e-07	3.8030355076662154e-08	7.279969227331949e-13	0.0
1139.0746480245243	-2.0353415560141457	1297491.053772194	4.142615249638084	1688.1594974646407	6.966712894511147	48.53508855454788	2849882.488880068	1135.834172223487	-0.9339639550580614	1290119.266790614	0.8722886693476966	1301.4927949036885	1151.663188600146	1.440258	26.893356	0.1841969547161496	0.1011795703544576	-0.0964789121	0.082957484	-0.0259643485	0.0377063076	0.3114622399	0.0786271637	-0.057193509	0.2812511296	0.1320187164	-0.2266776375	-0.1497280258	-0.2207387612	-0.2866734081	0.1056194555	0.0101924474	0.3045026398	-0.0799520227	0.0139775771	-0.0166714897	-0.0909126617	-0.1611755826	0.0863982385	0.0687992529	-0.1928426284	-0.0738404088	-0.1292133861	0.1108026177	0.0074993503	-0.3151735516	0.1313921963	0.1604544997	0.1177504486	-0.0823633948	-0.0754414704	-0.0233270984	0.1693802453	0.0538457245	-0.1793029537	0.0720683816	-0.077084126	0.0019626462	0.0599806264	-0.0202402369	0.1716038562	-0.1861271527	0.0490994041	0.0921750941	-0.0010072644	-0.0376713876	-0.3984993598	-0.1564076729	0.1469190435	-0.0443526178	0.0550987672	0.1542106241	-0.0917148756	-0.1797645798	0.2505929946	0.0412840841	-0.0761859295	0.0534773546	0.0106011764	0.0725123052	0.1082324612	-0.0597687041	-0.0401427545	-0.2304762851	0.019583112	0.2226492177	-0.1629492014	0.1686099676	0.0922821757	0.1198857793	-0.1659424846	-0.055844107	-0.2289519815	-0.0039530528	0.180302189	0.1820146043	0.3840373292	0.1238016999	-0.0831523262	-0.1654858065	-0.063156781	0.0039628187	0.1415921806	-0.1318046749	-0.0664179026	0.0864894195	0.0447890027	-0.0353590439	0.1458854101	0.124097542	0.0436970685214248	1.9376771504597823e-05	0.001909433797366	3.7545927394139415e-10	0.0263233272433893	0.0028631807493723	8.197804003576684e-06	0.0006929175571625	-0.1505530811724895	-0.0585445176108976	0.0226662302505302	0.0034274605422926	0.0015138876956159	-0.0016421476525553	2.6966489127928823e-06	2.29185595493722e-06	-0.0005188218924265	-0.0001931289293262	2.691761560610148e-07	3.729878334268436e-08	-0.0004251072793236	-0.0006201210098059	1.807161989339133e-07	3.845500668028131e-07	0.0
1138.2892058237671	-0.7854422007571884	1295702.3160949026	0.6169194507302954	1685.4262883189913	-2.7332091456494254	7.470432233861662	2840661.7733567315	1136.8447661292578	1.0105939057707474	1292416.0222754867	1.0213000423809742	1300.917938944094	1163.0206267869178	1.440627	26.900234	0.1360273578041283	0.0641888215399136	-0.0001242111	0.2110904438	-0.0567684389	0.0110780256	-0.2711497853	0.1140273264	-0.0300642253	-0.0600901144	-0.1693905499	-0.1148720938	-0.2384694746	-0.2415539308	0.0174818666	0.0950925051	-0.0778399273	-0.2459881661	0.0181004255	-0.0409738701	0.0447299834	-0.1380493601	-0.1798618023	0.0741255295	-0.0212292777	-0.2023955625	-0.0028420639	-0.0389191204	0.1145798097	0.1726160356	0.203868333	0.1474180661	-0.0529028291	-0.1192823492	-0.1712508137	0.0518236031	0.0219580835	0.1691003157	0.2326402534	0.0285593484	-0.1086299423	-0.0784418702	-0.0303185791	0.0025810535	0.0594962199	0.1151955146	-0.1010957529	0.0165947482	0.1562382878	0.1975577194	-0.2388126726	-0.038486255	0.2351966901	0.0787529136	-0.0099937403	-0.0237745153	0.1563093775	0.0331133077	-0.0307835298	0.063716059	-0.0213978806	-0.0745853678	0.2975206732	-0.0433960494	-0.1500796471	-0.1383223756	0.0685775869	0.0711326682	-0.0312342193	0.0829066048	0.2629202294	-0.194902735	0.030813075	0.1197599064	0.1528066915	-0.0548264279	-0.0721960306	-0.1998118723	-0.0258196147	0.0571931675	-0.2234620246	-0.0347856637	-0.1425926556	0.0792787395	0.0591714267	0.0510194471	0.0728094594	0.2173528748	0.2158011943	0.0709695234	0.0491233533	0.0821410098	0.0414640639	0.1440342395	0.1170999511	0.0295760937026727	-0.014120974818752	0.0008747453187092	0.0001994019298318	0.0276288464956167	0.0013055192522274	1.70438051793639e-06	0.0007633531586783	-0.1197345028267236	0.0308185783457659	0.0143363511671626	0.0009497847712541	0.0019300235444538	0.0004161358488379	1.7316904468803968e-07	3.7249908821460095e-06	-8.300006232864199e-05	0.0004358218300978	6.889010346558455e-09	1.8994066758984625e-07	0.0005185807494883	0.0009436880288119	2.68925993739847e-07	8.905470957228893e-07	0.0
