global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1309.546061083182	n/a	1714910.8860984768	n/a	1707.572634422173	n/a	2915804.30182748	n/a	1306.415219033731	n/a	n/a	1706720.7245229515	1392.3464486960595	1108.904700730779	n/a	n/a	n/a	n/a	-0.0305986785	-0.1260701859	0.1227705572	-0.0256598172	-0.1076692274	0.1999851626	0.0606429372	-0.0733999324	-0.1211392208	0.0394214864	-0.097120374	0.2484916853	-0.015457236	0.0465793049	-0.030455259	0.0485083835	-0.1380742479	0.0433987336	-0.167853165	0.0398173385	-0.0367145176	0.0397772056	-0.0262468251	0.0257494735	-0.0258744711	0.0049454761	0.0450165238	-0.0622662279	-0.1468471161	0.0739457986	0.0933163065	-0.0916955831	-0.0188648497	0.1059135841	-0.151475029	0.0875187474	-0.0305948204	0.055787614	-0.1190108977	-0.154737693	0.0229969682	-0.0853252532	0.0814722248	-0.1280636589	0.1713584954	-0.0595100304	0.1442889089	-0.0294381945	0.1629155827	-0.031845148	0.1014596318	-0.0893770862	-0.0767134916	-0.0172679948	-0.0075395408	0.0822708701	-0.0958947365	0.0304144391	-0.037481679	0.2404424781	-0.0968399622	0.0842923954	-0.1067620469	0.0186058869	0.0487478023	-0.0282682907	0.0778804809	-0.0573717115	0.00750852	-0.0764215812	0.1043197184	-0.0714357628	0.0004133881	0.046476178	-0.0073801693	0.1013018145	-0.0693185114	-0.0864446638	0.153366806	0.1532882396	0.0001302797465712	n/a	n/a	1.69728123666561e-08	0.0498007244276834	n/a	0.002480112153522	n/a	-0.0297248917549595	n/a	n/a	0.000883569189844	0.0006069347174419	n/a	3.68369751236279e-07	n/a	-0.0002461603205596	n/a	n/a	6.059490341800504e-08	-0.0005299250299914	n/a	n/a	2.8082053741138615e-07
1311.3764393521697	1.8303782689877155	1719708.1656879748	3.350284607582465	1703.4308982030147	-4.141736219158247	2901676.824952729	17.15397890908725	1308.0786183950063	1.6633993612751965	2.766897435090732	1711069.6719021886	1394.1395229672426	1128.7241937453714	1.199497	25.223629	0.1519303279535555	0.0885394014428219	-0.0724074612	0.0651954364	-0.1556609998	-0.0804612926	0.1442917416	-0.0703584997	-0.0622530221	-0.1274576943	-0.0969042464	0.0228475591	0.1771018745	-0.0677709205	-0.102450913	-0.1402453193	-0.1335978841	-0.0486620362	0.0797481575	0.1195257822	0.0073747647	-0.0676063814	0.0192488891	-0.0035911117	0.1037264647	-0.1854923272	0.0195120033	0.1480924633	0.0632552938	-0.1629969302	-0.1950612158	0.0672729296	0.001118895	-0.016132373	-0.0636983053	-0.1521490279	0.0268912005	-0.0102646456	0.1385123221	-0.1770540724	0.1000895355	-0.1063518625	0.0981773399	-0.0384941156	0.0067145394	0.135245286	-0.0025306157	-0.0812590433	0.0125382704	0.221501472	0.0864430174	0.0941987089	-0.0402781296	-0.0727850394	-0.0332418712	0.0197247755	-0.1023567279	-0.054964546	0.1443237123	0.2048552656	-0.0504261043	-0.0287559041	0.0583392873	0.0588324979	-0.078031856	-0.0648285459	0.0652044888	-0.1048668147	0.0824688977	0.0044567388	0.0413492338	0.0544666585	0.1225579322	0.08993867	-0.0021735978	0.0509408269	-0.023145623	0.0630083056	-0.0355200528	0.1205306256	0.1531573254	0.1524510324	-8.521958208973501e-05	-0.0002154993286609	4.643996065331369e-08	7.262377171549085e-09	0.0771330647153689	0.0273323402876855	0.0059495096723852	0.0007470568256018	-0.105898369490653	-0.0761734777356935	0.0058023987103501	0.0112144646607788	0.0006989995941249	9.206487668299996e-05	4.886004325867748e-07	8.475941518655987e-09	5.031803580690664e-06	0.0002511921241402	6.30974832301112e-08	2.5319047274651385e-11	9.099818121562044e-05	0.000620923211207	3.855456342156381e-07	8.280668984550897e-09
1310.6575285850824	-0.718910767087209	1717823.1572367563	0.5168326910339193	1714.7633429058528	11.332444702838076	2940413.3221736555	128.42430294288275	1304.5191782358531	-3.559440159153155	12.669614246592236	1701770.2863851455	1391.2637067756398	1128.180897530966	1.229164	25.847471	0.3188900072661302	0.2002463332644266	0.027260575	-0.0752146366	0.1259424511	0.0206549694	-0.0874519195	0.1196474933	0.0691214403	-0.0922049391	-0.0691096334	-0.1475215612	-0.0629318881	0.157635857	-0.1212366662	0.1282210348	-0.0276420953	0.0210392811	-0.1624724258	-0.0755848856	-0.0089972245	0.0704510027	0.053868776	-0.0048365835	0.1625432807	0.097547716	-0.0548555684	-0.0427325076	-0.0683973791	-0.0330529578	-0.1091797061	0.0136490562	0.0317592984	0.0586375536	0.0296685392	0.1225423261	-0.0858880263	0.1656499514	0.0654983447	0.0089403801	-0.141044578	-0.0240141482	-0.0078245518	-0.0562970629	0.082987411	-0.0705181184	0.1300748845	0.1659683214	0.1262840767	0.0301674655	0.1743929358	0.042894137	-0.0885230702	-0.0024669947	0.2019683913	-0.0239968895	0.0519270904	0.0901109679	-0.1612345056	-0.0194174874	-0.0925282834	0.165202975	-0.0380397402	0.0256904162	-0.1902547055	0.1209927215	0.2751800215	0.0353634353	0.1481785862	-0.0071473743	-0.1618484568	-0.1213255388	0.151422574	-0.1325151894	-0.2197247591	-0.0725889622	0.1353092543	0.122395015	-0.1910024466	-0.0260144966	0.1527386503	0.1507811905	-0.00629327590255	-0.0062080563204602	3.853996327800665e-05	3.960532158561652e-05	0.0362373198010743	-0.0408957449142946	0.0013131433463653	0.001672461952095	0.0556799904152569	0.1615783599059099	0.0261075663898837	0.0031002613326431	-0.000652978843063	-0.0013519784371878	4.263813694878939e-07	1.827845694621036e-06	5.823114299507992e-05	5.319933941438926e-05	2.8301697141273902e-09	3.390866014513445e-09	-0.0007079809646914	-0.000798979145907	6.383676755943118e-07	5.012370463653653e-07
1312.5888325223518	1.9313039372693763	1722889.4432623906	3.729934898112196	1689.80196850448	-24.961374401372723	2855430.692761616	623.0702120055055	1308.3387550147804	3.819576778927285	14.589166770120531	1711750.2978736255	1391.6395647906618	1123.4594415166289	1.279116	26.89789	0.2797297324059239	0.1967271288240747	-0.0287903763	0.0339562281	-0.1997311901	-0.1679420738	0.1449639593	0.0068595763	-0.0404329081	0.0705655642	-0.0735371234	-0.0266282919	0.0755444508	-0.27488324	-0.1191556409	0.036272997	-0.0280623677	0.0320437776	-0.1647162755	-0.0513621433	-0.1930794076	0.0287726318	0.0052673735	-0.0121905097	-0.1092697546	0.0666373958	0.0635885163	0.0273420188	-0.0053716089	-0.0962241067	-0.1244990274	-0.1942881299	-0.0417517592	-0.0188352081	-0.1352966449	-0.1936309454	0.0255930586	0.0405346792	-0.0409521102	-0.0826428209	0.0782291291	0.1703404425	0.1784378702	-0.1340843078	-0.035037901	-0.0110018429	0.0932776784	0.0192153371	-0.0296427792	-0.0263075069	0.0237161525	-0.125096832	-0.050157289	0.131749394	0.0063062306	0.1405404866	-0.059638219	-0.0471973137	0.1473156051	0.176715389	0.0146988457	-0.0324411573	0.103247127	0.0645332334	-0.0278855941	-0.0311761734	0.0730398494	-0.2343855953	0.0170466593	-0.0186058524	-0.0917328468	-0.1046760916	0.0693557404	0.0407909328	-0.0813752503	-0.1828465033	-0.0563751523	0.0135670937	0.2124162672	0.1892754745	0.1521113526	0.148287834	0.0005341385392938	0.0068274144418438	4.661358796069728e-05	2.853039791589144e-07	0.0492336405566646	0.0129963207555902	0.0024239513624628	0.0001689043531821	-0.1191634278738789	-0.1748434182891358	0.0305702209190297	0.0141999225426531	0.0003609653646171	0.0010139442076801	1.3029599445315598e-07	1.0280828562880255e-06	-0.0002250547031774	-0.0002832858461724	8.025087064165796e-08	5.064961942226762e-08	-0.0003039594401569	0.0004040215245345	1.632333922871816e-07	9.239134126049609e-08
1314.324535817629	1.7357032952772895	1727448.985452226	3.0126659292364426	1719.688247680664	29.88627917618396	2957327.6692109928	893.189682996807	1307.4137579840583	-0.9249970307221248	0.8556195068447473	1709330.7345659975	1393.6829334643064	1137.3701011942503	1.262398	26.546333	0.0830493507273206	0.0505027683516434	0.0532240783	-0.056999527	0.141387013	0.0470660623	-0.1155853882	0.165074598	-0.0027358698	0.0764505399	0.031375128	-0.0918846596	-0.0203465416	0.236122372	-0.0092966	0.0111326591	0.0741532687	0.0042208751	-0.183848865	-0.0811483842	-0.1099677934	0.0717189873	-0.0062140191	-0.0335834722	-0.0113368072	0.0318861536	0.0720825704	-0.0835290111	-0.0721040096	0.114989058	-0.1474058712	-0.0606299141	-0.0609988129	0.1259105684	0.0351915325	0.1046407717	-0.116315457	0.0527446035	-0.1580723773	-0.0147710815	-0.2694461196	-0.0580365605	0.0197128115	-0.1156816355	-0.0030953742	-0.1734790047	0.0798600407	0.0332775124	0.0206625444	-0.0958637783	-0.0055615282	0.1142918841	0.0074971486	0.2088220184	-0.115170463	0.0564803304	0.0649194054	0.0481358904	-0.062793323	0.0368473457	0.0459281103	0.2781877241	-0.0304210678	0.1459515374	-0.097865242	-0.0426685082	-0.0304904527	0.0179572735	-0.0185593043	-0.0144960958	0.0701499189	-0.0520827329	-0.1138350356	-0.0190958865	-0.0328117298	0.1092130724	-0.0465018852	-0.015253714	0.0451973051	-0.0105128398	0.151276289	0.1449845808	-0.0020025564050172	-0.002536694944311	6.434821240492987e-06	4.010232155275411e-06	0.0322779313781893	-0.0169557091784752	0.001041864854055	0.000287496073745	-0.0730067826538345	0.0461566452200443	0.002130435897969	0.0053299903134642	0.0004119252205028	5.0959855885699984e-05	1.696823872862804e-07	2.596906911891311e-09	-0.0002651152538197	-4.006055064230003e-05	1.6048477177642854e-09	7.028609780788396e-08	-0.0005609450613187	-0.0002569856211618	6.604160948391618e-08	3.146593618178401e-07
1315.4987767004757	1.1742408828465614	1730537.031500448	1.378841650948272	1705.307129337289	-14.381118343374965	2908072.4053685856	206.8165648061559	1309.9320903056378	2.5183323215794644	6.341997681911815	1715922.0812124975	1396.1033201896105	1141.2366094083354	1.238822	26.050573	0.1017260762882882	0.0418887153718181	0.0035795245	0.0897497962	-0.1543033028	-0.0729920363	0.0995219053	-0.0537431089	-0.1047595447	-0.1712917532	0.0124142345	0.0330011178	0.2191084584	-0.1826213191	-0.0527201348	0.1349221699	0.0199544661	0.1384353974	0.1223979764	-0.0249676396	0.1132131871	-0.1988299632	0.0348314965	-0.3213536272	-0.2053627892	-0.0501821871	0.066438728	-0.1279808229	-0.089691567	0.044138128	-0.0024446064	0.1097144236	0.0574141708	-0.0606179302	-0.0497680046	-0.1576151836	0.0118316075	-0.1373441109	0.2104144948	0.0226969393	0.1752339541	0.0684837745	0.1127740224	-0.0508963482	-0.0567152936	-0.0455855371	0.01613637	0.0124761154	0.0396885998	-0.1350223048	-0.1303342924	0.1525701829	0.0755930909	0.1220437272	0.1494317489	-0.0413716494	0.0025597969	-0.0677515839	0.0812025748	0.1729768724	-0.1523549429	-0.0895904485	0.1448505442	0.0701550777	-0.007875155	-0.1025017949	0.0223107794	-0.1116874354	0.0247040913	0.1080236569	0.1719885047	-0.0102064111	0.1605810763	0.1716190198	-0.1003757321	-0.0248900713	0.024189462	0.0819162972	-0.1441482351	-0.1971820202	0.1502346003	0.1408894722	-0.0096138874861111	-0.0076113310810939	5.793236082602606e-05	9.242683259560364e-05	0.0528920024488428	0.0206140710706534	0.0027975639230483	0.0004249399261059	-0.1026094491399476	-0.029602666486113	0.000876317863088	0.0105286990528034	0.0001670037677707	-0.0002449214527321	2.7890258449609896e-08	5.998651800840232e-08	3.3981024051055186e-05	0.0002990962778707	8.945858343614002e-08	1.154709995558391e-09	-0.000227002638913	0.0003339424224057	1.1151754148218697e-07	5.153019807346586e-08
1316.9105276842	1.4117509837242324	1734253.337925478	1.9930408400463375	1728.390330427784	23.083201090494867	2987333.134316264	532.8341725842234	1310.9293494972023	0.9972591915645808	0.9945258951600412	1718535.759373158	1397.3065038898646	1148.959990585717	1.205774	25.355618	0.0349361923535156	0.0171712149424451	0.0940462142	-0.0264854279	0.1257667532	0.0720700616	-0.1128258253	0.073914751	0.0020454484	0.1424763751	0.0484633818	-0.0300299065	0.0612378354	0.2005475698	0.1149271081	-0.1785557004	-0.0485514425	-0.175938713	-0.1742978598	-0.1739513095	-0.0657912623	0.0777569019	-0.0085710855	0.1102957366	-0.0565918419	0.0352434628	0.218977619	0.0466064151	-0.0573149833	0.0833492869	-0.0044297903	-0.1092400206	0.0912826151	0.0621108822	0.0634324706	0.1175167146	-0.0665197483	-0.0075496235	-0.1471492573	-0.2352452128	-0.0925405299	-0.008036373	-0.0216592981	-0.1208085332	0.013780061	-0.1788786946	-0.0050973298	0.1343331112	-0.0304639182	0.0056295952	-0.0286078347	-0.0939893121	0.0697100379	0.1170492734	-0.1782068552	-0.0221483662	0.069369763	0.0328682567	-0.0365808056	0.0900482739	0.1794372964	0.1792234293	0.0639234594	0.0680109134	-0.04859616	-0.0254487351	-0.042197223	0.0448729765	-0.0286401085	-0.0092295868	-0.026792095	-0.1178095041	-0.0846468621	0.0292067632	-0.0220584273	0.1214983952	-0.0943107807	0.0093125851	-0.0332619514	0.0667666902	0.1489877092	0.136024874	-0.0015595233691101	0.008054364117001	6.487278132923331e-05	2.4321131388005173e-06	0.0465732844669872	-0.0063187179818555	0.0021690708260429	3.9926196934225285e-05	-0.1025483603396963	6.10888002512966e-05	3.731841516142815e-09	0.0105161662083601	0.0001669619707789	-4.1796991799998016e-08	2.7876299686374263e-08	1.7469885235291009e-15	-0.0001800354236829	-0.0002140164477339	4.580303990066077e-08	3.2412753780681314e-08	-0.0004229848232754	-0.0001959821843624	3.8409016587457744e-08	1.7891616072132138e-07
1317.2815517920303	0.3710241078304079	1735230.6866916197	0.1376588885913502	1714.8794106521177	-13.510919775666252	2940811.3930785544	182.54495318448943	1310.807986780115	-0.1213627170873223	0.0147289090988174	1718217.5782065382	1395.3628949670983	1153.0689418620352	1.140214	23.977001	0.0515013581990656	0.0313834470486737	0.0524279493	0.0799395624	-0.1417098406	-0.0543823519	0.0481445607	-0.0843002605	-0.1223912875	-0.0486919818	0.0795059091	0.0299773801	0.1027456954	-0.0904350601	-0.0440734854	0.0278359174	0.0307720358	0.0741192607	0.2036122942	-0.1057775135	-0.0320610332	-0.1606944452	0.0433237333	-0.0664879767	-0.0876025208	-0.040208998	-0.0505916421	0.0641407857	0.1231823701	0.0685269462	-0.0121294598	-0.2806862024	0.0134190065	-0.0338801856	-0.0579603223	-0.1212879344	0.0154801785	-0.1581428943	0.0899785186	0.0507596013	-0.0397297965	-0.0227898492	0.0999180373	0.0193708296	-0.085263396	-0.0638368082	-0.0145022956	-0.0063161859	-0.0862023772	0.0116759611	-0.0268406915	0.0811750128	0.0532164916	-0.0440395653	-0.28262939	0.162303893	0.0237013495	-0.0938819856	0.1384382174	-0.0082713449	-0.1454267096	0.0583663742	0.0930658045	0.1077661058	-0.042287911	-0.1147722578	0.0286848139	0.0079756318	-0.0406877497	0.0272725798	0.100780068	0.0655382016	0.0523343191	-0.0238617986	0.0672247267	-0.2431146568	-0.0742558229	-0.000448869	-0.0375687533	0.0446293053	0.1475373187	0.1304173552	-0.0010439395215513	0.0005155838475588	2.65826703863536e-07	1.0898097246567572e-06	0.0259267627150592	-0.020646521751928	0.0006721970248829	0.0004262788604528	-0.0799100733391213	0.022638287000575	0.0005124920383204	0.0063856198210637	0.0001669870289372	2.505815829999453e-08	2.7884667833273272e-08	6.27911297387585e-16	-6.803177284542272e-05	0.0001120036508374	1.2544817800923526e-08	4.6283221164911966e-09	-0.0003809942202911	4.199060298430002e-05	1.7632107389851056e-09	1.4515659589522321e-07
1317.789199932184	0.5076481401536057	1736568.3754579057	0.2577066342014149	1734.8679582843672	19.98854763224949	3009766.832681769	399.5420364467068	1310.837274004962	0.0292872248469393	0.0008577415392351	1718294.3589207598	1397.358204067153	1144.8575931391688	1.154658	24.280725	0.0292555069073063	0.0177548790217645	0.051634459	0.0235505905	0.1486799409	0.115360196	-0.1549211692	0.0215401618	-0.0047447491	0.0544790441	0.1000821546	-0.0643837077	0.1111898376	0.0265462729	-0.0023592046	-0.2341700275	0.0219772226	0.0776599261	0.0175711738	0.19098114	-0.0114150723	-0.2816921635	-0.0671820669	-0.0215514894	0.1131507376	-0.0577627639	-0.0024507608	0.0231362485	0.0745384415	0.0850598605	0.0209557567	-0.088171347	0.1420143817	0.0831648492	0.1185846656	0.1272956655	-0.0622989741	-0.0287834375	0.0387088488	-0.1222489933	0.074376013	0.0782418418	0.1450226876	-0.0766236774	-0.0608359169	0.1321851463	-0.0851041709	-0.2790313682	0.0864247507	0.1434291854	-0.1087174695	0.0572956887	0.1208842809	0.0160340605	0.0866481293	0.0114757667	0.0711788075	0.0305496303	-0.1165576486	0.1501262019	-0.0120533966	0.0081542773	0.1969332034	0.0225731845	0.0088301219	-0.062458502	-0.1901193099	0.0817375978	-0.1065297541	0.0265662349	0.0057197791	-0.1725268442	-0.1094364474	0.0428446373	0.0611622551	0.0890466463	0.0714749787	-0.0339864554	-0.0469038797	-0.1376249366	0.1458854101	0.124097542	-0.0062710151231328	-0.0052270756015815	2.73223193446486e-05	3.932563067456029e-05	0.0413728904536156	0.0154461277385564	0.0017117160644868	0.0002385828621158	-0.086292356637621	-0.0063822832984997	4.0733540102308205e-05	0.0074463708140743	0.0001669888315095	1.802572300002277e-09	2.7885269848908183e-08	3.249266896735499e-18	-5.60344366582477e-05	1.1997336187175025e-05	1.4393607558809932e-10	3.1398580916071742e-09	-0.000412995486905	-3.200126661389999e-05	1.0240810648939103e-09	1.70565272203898e-07
1315.0715441648208	-2.7176557673631123	1729413.1662720465	7.385652869881987	1726.0058585991294	-8.862099685237808	2979096.223918518	78.53681083109207	1308.919672208219	-1.9176017967429289	3.677196650871709	1713270.7082936715	1396.319394187159	1144.3164634479756	1.231506	25.896727	0.0676846333921201	0.0369734754402186	-0.0125878836	0.022140345	-0.1933404705	-0.023880353	0.0323826165	-0.1832289222	-0.0040398658	-0.027942756	-0.05606468	0.0490463805	0.1928643792	-0.1237966362	-0.0194610052	-0.0356844906	0.0396643602	-0.034895404	-0.2104024682	-0.0146676213	0.0919562297	-0.0799110946	0.0125380228	-0.0414412983	0.0515332648	-0.1580709107	0.0454462721	-0.1486414767	-0.0808453491	-0.0634054266	0.0246441282	0.2020133261	-0.1785065441	-0.2130608662	-0.0539653511	-0.087310967	0.1403001641	-0.0197011426	0.0219409875	-0.1857014607	-0.0930552702	0.0797319801	0.0207828863	-0.0526879349	-0.0670988438	-0.0631225438	-0.0303297221	-0.1316388052	0.1430397903	0.0458211987	-0.0197335443	-0.0291423104	0.0230521161	-0.0858136606	0.0854830979	-0.0222076236	-0.0573851471	-0.0188531937	0.2242779753	0.0568121588	0.0272093259	0.044043402	0.0544818227	-0.0542765929	-0.0455879798	-0.0379169378	-0.0659409596	0.1575218089	-0.0541344766	0.1127679496	0.1100486572	0.0346677697	0.0215334693	0.107291148	0.011113146	-0.0099657404	-0.0750264266	-0.1479666412	-0.084919531	0.0771170589	0.1440342395	0.1170999511	0.0014704909990825	0.0077415061222153	5.993091704029698e-05	2.162343778382649e-06	0.0379432932279968	-0.0034295972256188	0.0014396935009857	1.1762137129972176e-05	-0.1025509650997094	-0.0162586084620884	0.0002643423491234	0.0105167004428818	0.0004998942276297	0.0003329053961202	2.498942388174943e-07	1.1082600276594729e-07	-0.0005216014908653	-0.000465567054207	2.167526819630324e-07	2.720681152729037e-07	-0.0004063695055883	6.625981316699949e-06	4.390362840925679e-11	1.651361750720794e-07
