global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1269.4961590596376	n/a	1611620.4978671728	n/a	2037.030192238944	n/a	4149492.004093029	n/a	1246.4740226554338	n/a	1553697.489154819	n/a	1462.0113691605438	1284.457220848869	n/a	n/a	n/a	n/a	-0.0039804331	0.1654421953	0.0357346618	-0.0520857185	0.0229788394	-0.0582932961	0.0595626973	-0.1530515471	0.0714345852	-0.0120287843	0.0351988312	-0.1826348281	0.0645212123	-0.1239887186	0.063220151	-0.1257591928	0.114494257	-0.1213081177	0.0305646343	-0.0966460832	0.0202602829	-0.1157979391	0.1218411364	-0.0162380126	0.0402901631	-0.1276112239	0.1786130084	-0.0718058205	0.0456179719	-0.0128201755	0.0947328334	-0.1098283036	0.0655984272	-0.0782562769	-0.0757698743	0.1538437776	0.0038512985	-0.0822149784	0.1102751773	-0.1798735097	0.0391408783	-0.0399391689	0.0059332968	-0.0182630962	0.0628572216	0.0343304207	-0.176845541	0.0646042254	-0.16085938	0.0256670092	-0.1718295518	0.0411973187	-0.1022945116	0.041701831	-0.0309983917	0.1970311197	0.0234211454	-0.1292608462	0.1233352483	-0.0140589796	-0.1240827489	0.096287769	-0.0466196592	0.057253998	-0.0248855104	0.0703278948	-0.1871837815	0.0780628352	-0.0633793823	0.0921292487	-0.0604203326	0.0881838432	-0.2034099675	0.0051104602	-0.078009894	0.0076027731	-0.0960767692	0.0785357912	-0.1289525367	0.0639505071	-0.1355692124	0.0221216501	-0.0776031377	0.0717673877	0.153366806	0.1532882396	-0.0152369787245021	n/a	0.0002321655206509	n/a	-0.0481840050441775	n/a	n/a	0.0023216983420973	-0.0858637213764552	n/a	n/a	0.0073725786486135	0.0049900884503711	n/a	2.4900982742527047e-05	n/a	0.000607954495607	n/a	3.696086687287617e-07	n/a	-0.0002200181170739	n/a	n/a	4.840797184074436e-08	0.0
1266.351501145339	-3.144657914298705	1603646.124453053	9.88887339796148	2026.7688925606865	-10.2612996782575	4107792.143851672	105.29427108700747	1247.8394350354718	1.365412380037924	1557103.2556296454	1.864350967560828	1462.572442135711	1271.2241638407988	0.950128	18.230347	0.0643663672851013	0.0297686564002707	-0.0779147417	0.137970244	-0.0136185835	0.0015201988	0.0434938693	-0.0761491168	0.0963203353	0.0371680114	0.0458378385	0.0287945586	-0.0353150909	0.1198115375	0.0746189184	0.0294680931	-0.0527209824	-0.0210033247	0.0885672491	0.022983589	0.04070326	-0.0927784292	-0.1606214391	-0.1095321735	0.1064195103	-0.179609017	-0.1914489573	0.1315425682	0.0495926464	0.10031483	0.09829961	0.0571242301	-0.0694514942	-0.0369451608	-0.0314117916	-0.0211668785	-0.0573608186	0.1120389996	0.0179115468	-0.001156437	0.1354876095	-0.0387261133	0.107561849	-0.0904700922	-0.0534692255	-0.0348140073	-0.0418924619	-0.0032604026	0.0190742227	0.1874846987	-0.0603386351	0.0922136756	-0.1771446987	0.0527960573	-0.1209886919	-0.0561325855	0.0295041623	0.0350252794	0.0665704353	0.0002916233	-0.0839273935	0.1149584489	-0.1292650093	0.07269267	-0.0697582004	0.0389391094	-0.0740323146	-0.0168824188	-0.1582454933	0.0914069906	-0.0529000931	0.1119553052	-0.0256741294	0.020617332	-0.1477518887	-0.0234694633	-0.0991803297	0.0706626423	0.078891667	-0.0545419637	-0.1040710567	-0.0122682759	-0.1641913886	-0.1285407775	0.0973704947	0.0435894745	0.1531573254	0.1524510324	-0.0145197304262438	0.0007172482982583	0.0002108225716507	5.144451213544276e-07	-0.0323514302766767	0.0158325747675007	0.0002506704237685	0.0010466150409466	-0.0653769685770129	0.0204867527994423	0.0004197070402654	0.0042741480203197	0.0051590761447852	0.000168987694414	2.661606666769172e-05	2.855684086339317e-08	0.0003291800843956	-0.0002787744112113	1.0835952796269433e-07	7.771517234626272e-08	-0.0003188518398464	-9.88337227725e-05	9.768104757071385e-09	1.0166649577343433e-07	0.0
1266.9846981806888	0.6331970353498946	1605250.2254240112	0.4009384855758956	2025.522186551776	-1.2467060089104507	4102740.128213488	1.5542758726534247	1246.6942439597296	-1.1451910757421049	1554246.5379223218	1.311462599959359	1460.0581618606584	1270.1277854582845	0.8665969999999998	16.627607	0.0796017633654987	0.039329052164161	-0.0724763868	0.0713407895	-0.0578281749	-0.0832840187	0.0153472568	-0.0052012888	0.0029882062	-0.0325428189	0.1039843928	0.1094143907	-0.0914398897	0.1196157872	0.0264534472	-0.0606221827	0.0227448963	-0.107079929	0.0759462432	-0.155321673	-0.0568458483	-0.1069374821	-0.0623206675	0.0176849844	0.0777272583	0.0339494549	-0.1187102204	-0.1191855175	-0.0659488445	0.1131155905	0.1234988884	-0.0184537433	0.0651869833	-0.0343509908	-0.1602759023	0.0289751216	-0.0290781772	0.0768690253	0.1335652648	-0.0753124396	0.0413149269	-0.0668327019	0.1744808939	-0.0536518232	-0.0475256457	0.0161075757	0.0194432634	0.0258882467	-0.0050613954	0.12974348	-0.076533008	-0.0694751947	-0.156052752	0.0521756112	-0.0090564707	-0.0009350761	0.0713465235	-0.0498145429	0.0249578387	-0.1076575541	-0.099854545	0.1749169829	-0.1087532274	0.063833743	-0.0306980447	0.0365200688	-0.0955565449	-0.0431778229	-0.1603138949	0.0463841466	0.0340351793	0.0785170133	-0.0687077168	0.0232408352	-0.1570512334	-0.0373302644	-0.0571375687	0.0470383396	0.0916199966	-0.0742891913	-0.0545525456	0.0333388924	-0.1314070605	0.0267933168	0.0012956876	-0.0552172365	0.1527386503	0.1507811905	-0.0091112224078528	0.005408508018391	8.301437376535898e-05	2.925195898499974e-05	-0.0483439224658326	-0.0159924921891558	0.0002557598064202	0.0023371348393824	-0.0851354937970398	-0.0197585252200269	0.0003903993188704	0.0072480523040658	0.0044940502890537	-0.0006650258557315	2.019648800054364e-05	4.4225938879141406e-07	0.0003189952025681	-1.018488182749996e-05	1.0175793926146317e-07	1.0373181784013894e-10	-0.0002252178186469	9.36340211995e-05	8.767329925988414e-09	5.0723065836067935e-08	0.0
1268.0883444769663	1.103646296277475	1608048.049398333	1.218035147286988	2027.1769218444824	1.6547352927063912	4109446.272458871	2.738148888928106	1249.319849040847	2.625605081117328	1560800.0852074446	6.893802041989131	1462.3104630273654	1276.6535751398872	0.851628	16.340408	0.0648166745673668	0.0291300156645027	-0.0480726396	0.0764871641	-0.0258830026	-0.0535170627	0.0376648483	-0.0464154033	-0.0022166827	0.0228251386	0.080846512	0.112451214	-0.0203819713	-0.0056504719	0.0170887336	0.0305947353	0.0284365937	-0.0998002967	-0.0011934753	-0.0742071978	0.0255977812	-0.0523358975	0.1062782482	0.0229481458	0.0306931715	0.1547188904	-0.1064245206	-0.045955211	0.117500705	0.2338593344	-0.213737745	-0.0088495847	-0.1468866557	-0.0126311032	-0.078188397	0.0938126828	-0.1302110625	0.0332795074	-0.0986526093	-0.0626194043	0.068707603	-0.0081390789	0.1086595298	-0.0402365902	-0.0422769921	0.0181677437	-0.0517306301	-0.1047665157	-0.0265651152	0.1015514772	0.0665808512	-0.0806289559	-0.0293801258	-0.0311351602	-0.0378952666	0.0837720651	0.0671806672	-0.1123320706	-0.039783263	-0.104291344	-0.0802757414	0.1223598409	-0.1104428717	0.0688056333	-0.0114731067	0.0133741158	-0.0590668181	-0.0753919954	-0.1377843334	0.0907910498	0.0755309193	0.1001727515	-0.0628555834	-0.0503747218	-0.138497026	-0.0132670997	-0.0623176458	0.0770254332	0.1303346508	-0.083936993	-0.0793571851	-0.0587786805	-0.0574389798	0.0612957049	-0.0412874353	-0.0425832484	0.1521113526	0.148287834	-0.012732443633098	-0.0036212212252452	0.00016211512087	1.3113243162166348e-05	-0.0646147560793082	-0.0162708336134755	0.0002647400264774	0.0041750667031884	-0.0689299881889979	0.0162055056080419	0.0002626184120122	0.0047513432717353	0.0045950229670048	0.0001009726779511	2.1114236067301596e-05	1.0195481692616588e-08	0.0005699966264989	0.0002510014239307	3.248961542201265e-07	6.300171481528916e-08	-2.809638116716469e-06	0.0002224081805301	4.946539876674671e-08	7.894066346906068e-12	0.0
1269.9098715290268	1.8215270520604463	1612671.0818068692	3.31796080138802	2027.553731918335	0.376810073852539	4110974.1358159673	0.1419858317567559	1249.1143251381875	-0.205523902659479	1560286.5972654296	0.042240074564383	1461.901840260431	1270.2034403015589	0.902496	17.316414	0.0589956914092825	0.0298244227274108	-0.0141768007	0.042416407	-0.0523378976	-0.1197087167	0.1027588471	-0.045440857	-0.0707355469	-0.0394012794	0.0384694519	0.247466845	-0.010977044	0.111965656	0.0095693235	-0.0780158692	-0.0117808329	-0.0657403533	0.015604829	-0.0933968024	0.0827942668	0.047690239	0.0008731426	-0.009210035	0.0550318504	0.1153046983	-0.0615648753	-0.0687191901	0.0710472218	-0.0030456531	0.019739561	0.0605723095	-0.0801218847	-0.1111317115	0.1897085234	0.2429421422	-0.0858616936	0.0473721124	0.0613538911	-0.1512076493	0.011963085	-0.0297741775	0.0143117275	-0.07978768	-0.0607026252	-0.046508549	0.0363438519	-0.0989612403	0.05805292	0.0916580853	0.0301701014	-0.1448479178	0.0681631126	0.0274463696	-0.04007064	0.0741155147	-0.0484965654	0.0150340788	0.0952330802	-0.0370331614	0.0440742874	0.1077116655	-0.0921801227	0.0627648057	0.0303596919	-0.0314205184	-0.0658595704	-0.0303903382	-0.1163108507	-0.0133346889	0.0324613626	-0.022317373	0.0092612131	0.0013881839	-0.1148738338	-0.1174930201	0.0622779517	0.0082492152	-0.0244196462	-0.1565948004	-0.0006404127	0.1422087301	-0.0039042171	0.2035017311	0.0258312587	-0.0433716274	0.151276289	0.1449845808	-0.0096078884990902	0.0031245551340078	9.231152141094974e-05	9.762844785454504e-06	-0.0489447106122611	0.015670045467047	0.0002455503249393	0.0023955846969179	-0.0806779753544901	-0.0117479871654922	0.0001380152024405	0.0065089357072997	0.0043210173561579	-0.0002740056108468	1.8671190992217807e-05	7.507907477558275e-08	0.0008639961427554	0.0002939995162565	7.464893346962094e-07	8.643571555905599e-08	-3.8665838680263485e-06	-1.0569457513098794e-06	1.1171343212120057e-12	1.4950470808481598e-11	0.0
1272.0417577648795	2.131886235852789	1618090.2334975644	4.544938922618576	2035.1085902622767	7.55485834394176	4141666.974159312	57.07588459702643	1252.6885637798682	3.574238641680722	1569228.637824869	12.775181867683653	1465.4971348469155	1282.966264977175	0.931175	17.866697	0.1081271081584709	0.0492769723143377	0.0006635927	0.1476869665	-0.0328393663	-0.0359937555	0.011990354	-0.1186458532	-0.0418767152	-0.0634675099	-0.0076316035	0.1177674889	0.0903875788	-0.070657875	0.0546635413	-0.0490874602	0.030769289	-0.1128524075	0.1401866945	0.1141507818	0.1558710712	0.0450957123	0.1017185255	-0.0144594481	-0.0540568986	-0.1861838712	-0.0239612898	0.1504677971	-0.139111558	0.0243722396	-0.0816008664	-0.0183237608	0.0608154241	-0.0216925777	0.0328345529	0.0530072119	-0.2530088711	-0.1157806452	0.0288195793	-0.1144393262	0.110831057	-0.0623473033	-0.0058909788	-0.0895500491	0.0685655046	-0.1183451573	-0.0459854614	0.0730210685	0.0327324102	0.1012944979	0.0800031036	0.024531231	-0.0770136581	-0.1259034312	0.0027547832	-0.0523641235	-0.2318690299	-0.0625498093	0.0452991579	0.0081581326	0.1793351092	-0.113605335	-0.1092094891	0.0868813503	0.020588867	-0.0859604567	-0.1002576496	0.0714783795	-0.0411660881	-0.080471505	-0.0310335743	-0.0725318521	0.1171722815	0.0688682496	-0.0826403234	-0.1527908227	0.0543027445	-0.0660304677	-0.1149759617	-0.0264685367	-0.0505192754	0.1049787432	0.1239498967	0.1408373258	0.0451174678	-0.0211226728	0.1502346003	0.1408894722	-0.015771375358156	-0.0061634868590657	0.0002487362806878	3.798857026187679e-05	-0.0152865317342474	0.0336581788780137	0.0011328730053843	0.0002336780524621	-0.0859382694993229	-0.0052602941448327	2.7670694490162208e-05	0.0073853861645382	0.0047676232050982	0.0004466058489403	2.2730231025790835e-05	1.9945678430768614e-07	0.0004774748029914	-0.0003865213397639	2.2798218749167626e-07	1.493987460929575e-07	-0.0004316423606949	-0.0004277757768268	1.829921152398352e-07	1.8631512754626613e-07	0.0
1270.550207076244	-1.4915506886354706	1614297.8287014868	2.2247234567689467	2034.546014513288	-0.5625757489888201	4139377.485171904	0.3164914733503319	1250.973946318985	-1.7146174608831188	1564935.814368895	2.9399130371652737	1464.9560440551354	1281.102560911985	1.030845	19.779089	0.0957601278783623	0.0427801798710274	-0.025523045	0.1348157883	-0.0214838477	0.1064014146	0.0577766555	-0.177992427	0.0406793591	0.0763193002	-0.0135265849	0.0208632254	-0.0341503858	-0.0554684434	-0.068632103	-0.0083777914	0.0144089421	-0.1190852394	0.1086203037	0.0945644095	0.0336757169	0.1463590603	0.0988335844	-0.0780040932	0.0802329632	-0.0906203138	0.0012460881	-0.0116540696	0.0206842631	0.170815886	-0.0104134173	-0.0509292168	0.0840957958	0.0714392594	-0.1009641312	-0.078192705	0.1009169097	0.0620383116	0.0357341678	-0.0356246934	0.1756279071	0.0195313755	-0.0398338588	-0.1062566365	0.0819054002	0.0270112279	0.0181690718	-0.0454957029	0.1250126963	0.0835520663	0.1072375439	-0.1159950746	0.1152184901	0.0927896019	0.0303983761	0.0937932047	0.0462521836	-0.0954960079	-0.028618555	0.1292935068	0.087992403	-0.1566678504	-0.1091018798	0.0648084546	-0.0091731217	-0.1107141154	-0.0847594496	0.00598264	0.0608134496	-0.0711589146	-0.182235564	0.0065875647	0.142928271	0.0168469737	0.0184116779	-0.0453743042	0.1187412076	-0.0340440496	-0.0689228252	0.0086646578	0.0492227536	-0.0832738031	0.1509118001	-0.005206069	0.0452661571	0.0330166996	0.1489877092	0.136024874	-0.0178217849436492	-0.0020504095854932	0.0003176160185776	4.204179468282405e-06	-0.0075176114141299	0.0077689203201175	6.035612294033459e-05	5.651448137385616e-05	-0.0618636640401035	0.0240746054592193	0.000579586628017	0.0038271129284667	0.0051910277235142	0.0004234045184159	2.6946768826293017e-05	1.7927138621508476e-07	0.0008639943543871	0.0003865195513957	7.464862444127819e-07	1.493973636111332e-07	-4.242580235954991e-06	0.0004273997804589	1.826705723363544e-07	1.7999487058515907e-11	0.0
1269.1000936067044	-1.450113469539701	1610615.047592546	2.10282907454047	2025.7295104435511	-8.816504069736766	4103580.049481869	77.73074401168495	1248.4889174437455	-2.48502887523955	1558724.5769798558	6.175368510774343	1462.2022663356188	1280.563709525501	0.939623	18.028788	0.0346975049844119	0.0188358318918079	-0.0453305474	0.0260582672	-0.0586316791	0.0098431971	0.0362465	-0.057001557	-0.0123601513	0.0819558653	0.057387291	0.062052324	-0.1111804917	0.0593531055	-0.0402541268	-0.0681803476	-0.0333190605	-0.12520724	0.0131589519	0.0088744056	0.0068771047	0.1391628521	0.0002646101	-0.0950656733	0.0596529754	-0.0347922863	-0.014013734	-0.0021006546	0.1440188981	-0.0798453365	0.0191088057	-0.1240267582	0.0622481008	-0.0107981868	-0.0383412907	0.0736018042	0.0057952058	0.0638081731	-0.0854667232	-0.028233001	0.0725340292	0.066754387	0.07842896	-0.0745852618	-0.0008553663	0.0091304286	0.0466301973	0.0118633932	0.1245401054	0.1144937362	0.0261495229	-0.0106735628	0.16040032	0.1535574144	-0.0556750196	0.1267093565	-0.08724391	0.049635094	0.0858533943	0.056710655	-0.0665745398	-0.0488585965	-0.101631209	0.0353159824	-0.0114602788	-0.0832635391	-0.0676977463	-0.0332256719	0.061736322	-0.0631067767	-0.1988297834	0.0201467868	0.1110723472	0.0742191956	0.1176916706	-0.0272491826	0.1709310086	-0.0876655029	-0.0236855164	-0.0152021208	0.0389704386	-0.0648252861	0.1310156388	0.0022816788	-0.0107189025	0.0823488883	0.1475373187	0.1304173552	-0.0168713604427779	0.0009504245008713	0.0002846428031901	9.03306731856462e-07	-0.0177446748061385	-0.0102270633920086	0.0001045928256241	0.0003148734839756	-0.0618687903638033	-5.126323699797264e-06	2.6279194675103107e-11	0.0038277472210802	0.0049226074387758	-0.0002684202847383	2.423206399629085e-05	7.204944925904356e-08	0.0008629997142302	-9.946401569000752e-07	7.447685067614069e-07	9.893090417182061e-13	-0.0002051254706973	-0.0002008828904613	4.0353935680104744e-08	4.207645872878888e-08	0.0
1270.423230024736	1.323136418031709	1613975.1833864837	1.7506899807217806	2031.849228177752	6.119717734200776	4128411.286046526	37.45094514629148	1246.7805117976366	-1.7084056461089858	1554461.6445983765	2.918649851657061	1461.963012291552	1281.603357413236	0.8707669999999998	16.707619	0.0832742198512943	0.0529398259181125	-0.0211119724	-0.0079453211	-0.0757969375	0.0230464467	0.007302286	-0.0136402375	-0.0747194989	0.0952270375	0.0201106117	0.0019398166	-0.0006225479	-0.0807007176	0.057585183	0.0162087753	0.1206896118	-0.1628219836	-0.0166020769	-0.0124075192	-0.0574669364	-0.0380974423	-0.0732022813	-0.0389992592	-0.054681389	0.0140733303	0.059055517	-0.0030216187	-0.1161033486	-0.0059881932	-0.1535655218	-0.0727232119	0.0102387407	0.0623703243	0.1136939957	0.0119498135	0.1788033847	-0.0227561932	0.0039843996	-0.0593312115	-0.0295735907	0.069590383	0.1388133463	-0.0712494179	0.0161874015	0.0290243855	-0.0441909646	-0.0087796308	0.0374936414	-0.0188901278	0.0384922552	0.117451371	0.1044512143	0.051827883	0.1027953628	-0.0178712925	0.0550072948	-0.0415627196	-0.1609609004	-0.0544477434	0.1580216137	-0.0254801271	-0.0849066439	0.043274279	0.0116505296	-0.0358721248	-0.0158400996	-0.0924607482	0.0614657067	-0.0230644755	-0.1986117725	-0.019377315	-0.0198217855	0.0827748097	0.0605591034	0.0041268824	0.1117002587	-0.0675514161	-0.042085792	0.1193205423	0.1472918685	-0.0151148451	0.1606961609	0.0292332904	0.0570288763	0.0377545096	0.1458854101	0.124097542	-0.0173733720071851	-0.0005020115644072	0.0003018340549	2.52015610798566e-07	-0.0196980663907169	-0.0019533915845783	3.815738682701706e-06	0.000388013819533	-0.0623845065699271	-0.0005157162061237	2.659632052587237e-07	0.0038918266599732	0.0040485931965019	-0.0008740142422738	1.6391106870761474e-05	7.639008956976195e-07	0.0003760895725817	-0.0004869101416484	1.414433666046858e-07	2.370814860401623e-07	-0.0004502630966986	-0.0002451376260013	6.009245568155323e-08	2.027368562486128e-07	0.0
1271.1992372485304	0.776007223794295	1615947.5007812455	0.602187211380929	2027.3580371311728	-4.491191046579161	4110180.6107203616	20.170797016872815	1246.9339689716987	0.1534571740621686	1554844.3229755133	0.0235491042711467	1461.5771252885545	1287.8425229016473	0.813234	15.603732	0.0971311284681531	0.0515987227404492	-0.0052486156	-0.022411924	-0.0854129098	0.0338495205	0.0312800269	0.0271258898	-0.0894517272	0.0692947256	-0.0409904404	0.0249431364	-0.0149399641	-0.0423276984	0.0803394061	0.0140423319	0.1162115036	-0.1366601069	-0.058619029	0.0668654391	-0.0785829576	-0.0729330849	-0.0396400745	0.0293717634	0.0402278665	-0.1042013983	-0.0442809853	-0.0346542899	0.0161926725	-0.0115597756	-0.2262297541	0.066816549	0.0288919234	-0.0907966117	-0.2040644007	-0.0104144013	0.2210213746	-0.1378223647	-0.1631649616	-0.0491560732	-0.0482815709	0.0446110765	0.0958565122	-0.0647123735	0.031226594	0.0451052706	-0.037842713	0.0572189845	0.0374096549	0.0758887525	-0.096363182	0.1746060119	0.1545016567	0.036780911	0.0435149149	0.0853488899	0.1533870089	-0.0356921306	-0.0689622644	-0.0733282727	0.0277573837	-0.2975973585	-0.0908083535	0.0455302487	0.0089171798	-0.0487114054	0.0107080274	-0.1363782405	0.0711702785	-0.0091012577	-0.1938324997	-0.0942125987	-0.0462684657	0.0358558127	0.0951894389	0.0211389548	0.0463702018	-0.0634999325	-0.0350936114	0.0751988269	0.1076008023	-0.02393335	0.0273864016	-0.008241239	-0.0510772173	0.1206558594	0.1440342395	0.1170999511	-0.0175813991576347	-0.0002080271504496	0.00030910559634	4.32752953241806e-08	-0.0072444209422997	0.0124536454484172	0.0001550932849548	5.248163478923047e-05	-0.062191343630289	0.0001931629396381	3.7311921249632324e-08	0.0038677632225406	0.0048000242168574	0.0007514310203554	2.3040232482417496e-05	5.646485783525075e-07	0.0008639951879814	0.0004879056153996	7.464876848550147e-07	2.3805188953855997e-07	-4.073873860835527e-06	0.0004461892228377	1.9908482257656826e-07	1.6596448233998966e-11	0.0
