global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
1635.9590905640596	n/a	2676362.145999185	n/a	2567.310171546778	n/a	6591081.516927546	n/a	1592.9467453253071	n/a	2537479.3334424887	n/a	1867.348154190484	1625.7496855781867	n/a	n/a	n/a	n/a	-0.0580281187	0.0184370896	0.0982309625	-0.0541689398	0.0110069334	-0.2060383	-0.1428845955	-0.0767891317	0.0728954876	-0.1417036329	0.0388402271	-0.2881832832	0.1135666111	-0.0253259162	-0.0014598962	0.0547822873	-0.1302784047	0.0530240063	-0.0055992725	0.1622704903	-0.1143873697	-0.2427769522	0.1069705991	-0.0795095933	0.1350221885	-0.0979113088	0.0893217799	-0.0372566271	0.2611054079	-0.0440313746	0.1038946396	-0.1622324897	0.1658033532	-0.0197051276	0.0628812335	0.0350540292	-0.0645010867	-0.0060715234	0.1144293261	0.0375140048	-0.1992321759	0.0532899317	0.0517760181	-0.0813158406	0.0525997647	-0.1227279792	0.2168831086	-0.0709913902	0.0444083418	-0.0524791949	0.0030555104	-0.2379094895	0.0301055178	-0.2224873511	0.1207000312	-0.0687114153	0.0005497267	0.0998780058	-0.1194861052	0.1161244673	-0.0915518188	0.0287570916	0.0892623323	-0.3703989738	0.0843121267	0.0422664118	-0.112802864	0.2095705253	-0.0816915988	0.0867844061	-0.1912909645	0.0518102167	-0.0750566513	0.0203352946	-0.0434264283	0.0972229727	0.0501357738	-0.2374774417	0.1702629291	-0.1234259597	0.0078409007	-0.2232784575	0.0113190616	-0.0636110808	0.1358562541	-0.2696959983	0.1856616756	-0.0827041337	0.0232199575	0.0735696966	0.153366806	0.1532882396	2.0210477828186413e-05	n/a	4.084634140436145e-10	n/a	0.0309999037780954	n/a	n/a	0.0009609940342511	0.0474916178656599	n/a	n/a	0.0022554537674978	0.0001420002878369	n/a	2.0164081745762453e-08	n/a	-0.0003309999500713	n/a	1.095609669472031e-07	n/a	2.3480126115280323e-08	n/a	n/a	5.513163223894689e-16	0.0	0.0	0.0
1635.0635796229603	-0.8955109410992463	2673432.909409449	0.8019398456284579	2565.5357602701147	-1.7744112766631588	6581973.737224755	3.148535378749381	1588.5339182035518	-4.412827121755299	2523440.0092831287	19.47304320649916	1863.9319848576813	1638.070938762679	1.233044	22.392672	0.0624785123764629	0.0355190484921314	-0.0344100177	-0.1965157388	-0.0252169415	-0.0530006979	-0.2378578649	-0.057818478	-0.2158578055	-0.0438929362	-0.1209885936	0.0637686234	-0.1031371824	-0.1457302127	-0.0548085346	0.0500548669	-0.0319958458	0.0809872366	0.0666250938	-0.1636601842	0.1114326406	0.115410744	0.0284071124	-0.0109692234	0.1867134812	0.0901866236	0.0406550782	-0.0126546484	-0.1787770508	-0.1112210062	0.1910225763	0.0113327799	0.1835280826	-0.0121413285	0.1683949297	-0.1351808784	0.0089207213	0.1421555721	-0.1377037122	-0.1395777558	-0.0778255133	-0.0751815672	0.0184412093	0.0796772089	0.1016458071	-0.0983636724	-0.1496517348	0.0354760691	-0.0257668733	-0.0360963724	0.0196154422	0.0960412481	-0.145835992	-0.2382340704	-0.012771796	-0.0721609695	0.1202219359	0.125095236	0.1852111601	0.0618897171	-0.1058996756	-0.0791726318	-0.0719008261	-0.0265621501	-0.186115442	0.0483941359	0.0891181886	-0.1856203971	-0.1220933132	0.1395785778	-0.1512390004	-0.1496312611	-0.0269652645	0.0795372545	-0.2412371833	-0.0650029514	-0.1451414831	0.0298517671	0.1737270856	-0.0896810344	0.2015921267	-0.1245347489	0.1104352404	0.026576178	0.0366464187	0.2677245797	0.1013939455	-0.014173898	0.0560412381	-0.0068309632	-0.0476448437	0.0726860355	0.1531573254	0.1524510324	0.0001488343824291	0.0001286239046009	2.215167339305159e-08	1.654410883478492e-08	0.0618702283311733	0.0308703245530779	0.0009529769380123	0.0038279251537515	0.0473176423804915	-0.0001739754851683	3.026746943957959e-08	0.002238959280448	0.0004020167914615	0.0002600165036246	1.616175006169992e-07	6.760858215716163e-08	-0.0006449893996127	-0.0003139894495414	4.160113256127512e-07	9.85893744233114e-08	5.212929563243009e-05	5.210581550631481e-05	2.715016009578117e-09	2.717463463133295e-09	0.0	0.0	0.0
1631.9920653319791	-3.071514290981213	2663398.101306539	9.434200039701825	2555.17185803172	-10.36390223839453	6528903.224077273	107.41046960699916	1588.9178790316555	0.3839608281036817	2524660.0263064546	0.147425917518065	1862.140716132768	1615.645418947071	1.204894	21.881456	0.0690953185012936	0.0355176042584147	-0.0186614637	-0.0957792139	-0.1569700663	-0.0247676621	-0.1598225875	0.2490513855	-0.0561977431	-0.0347866903	-0.1126998372	-0.0313606272	-0.0776622753	0.1060439005	-0.0258584334	-0.1859757662	-0.0470296176	0.0354928608	-0.0639743418	-0.0401344936	0.0743562454	0.0662015686	-0.0673762763	0.1832467185	-0.0842510062	-0.0253777671	-0.1500941451	0.0229990276	0.1976286255	0.1021882519	0.2154720224	0.0116402821	-0.2825723008	0.0629694018	0.0144499196	0.0816020849	0.1581996109	0.1890698872	0.0631467014	-0.1989187654	-0.0737572301	-0.0497581295	0.0433041418	0.0498788008	0.0410045933	-0.003600908	-0.1032117644	0.060978888	0.0174050819	-0.1771228353	-0.1007716046	-0.0715116281	-0.0448939276	0.133447925	-0.1839942577	0.1021520501	-0.1830442117	-0.2328847642	0.0806619152	-0.0092039834	-0.0553071497	0.3046818801	0.0024153161	-0.0396168723	-0.2824037218	-0.0026740508	-0.098473554	-0.0005729183	-0.0728017901	0.1073320408	-0.1858038155	-0.0947686433	0.0463155764	0.0822567175	0.0645980855	-0.0414892608	-0.0209733563	0.0995671875	0.0411070473	-0.1912344813	-0.1908022289	-0.2697185851	0.1241757935	0.1522966805	0.0709112602	-0.0208572124	0.0623471167	0.147641694	-0.0059235613	-0.1308592445	0.3084479013	-0.0733773743	0.1527386503	0.1507811905	6.948484556801304e-05	-7.934953686108696e-05	4.8281437636106215e-09	6.2963490000689994e-09	0.0340747541313817	-0.0277954741997916	0.0007725883859912	0.0011610888691141	0.058532892162205	0.0112152497817135	0.0001257818276662	0.0034260994648723	0.0002080001453183	-0.0001940166461432	4.326406045243392e-08	3.764245898065569e-08	-0.0002910001679741	0.0003539892316386	8.468109776095441e-08	1.2530837611608646e-07	3.0273755680801184e-08	-5.209902187674929e-05	2.714308080514001e-09	9.16500283020842e-16	0.0	0.0	0.0
1632.16132572857	0.1692603965909711	2663950.593204044	0.0286490818541328	2553.7763145098547	-1.3955435218654202	6521773.464551536	1.9475417214205408	1589.8590261323857	0.941147100730177	2527651.722974618	0.885757865212818	1862.4239913520464	1618.268276228781	1.225519	22.256006	0.055694493121804	0.0333911504385031	0.0074931424	0.0750293861	0.0328051103	0.0138796104	0.1536804923	-0.1604797751	0.0836211045	0.0622993942	0.0290273957	-0.0638809938	0.1338316242	0.0565399503	0.0146507896	0.0937481026	-0.097733146	0.0807946417	0.1366011789	0.1516539831	0.0847944221	-0.0996275333	0.0728043164	-0.0193726613	-0.2831196043	-0.1543522734	0.0806236303	-0.1516502395	-0.0603615014	-0.2429165592	0.1140396525	-0.0254453713	-0.1863886717	0.0309728351	0.0986169504	-0.096423367	-0.0349284077	0.0366445805	0.1162941002	0.0760446206	0.1396367039	0.064449853	0.0810931208	-0.0823042555	0.0579654305	0.0577191267	0.1580037051	0.0710621948	-0.0443500231	0.1505735398	-0.0987984353	-0.0569724142	0.0580189532	0.0281005859	-0.0650588716	0.1869853677	0.2194697966	0.0024746936	-0.0006090443	-0.1445124919	-0.1035344789	0.0705007991	-0.114413972	-0.175061191	-0.2120875359	-0.1962875059	-0.0921075403	-0.1202352989	-0.0024756339	0.1145075221	-0.0873427499	0.0256903983	-0.0115160533	0.0504295541	0.0937609776	-0.0678082546	0.0863745119	0.1857314064	0.102692542	-0.2065326561	-0.0651971596	0.0095494132	0.0619545553	-0.1134337037	-0.1124840119	0.0978939396	-0.192978858	-0.0701334496	0.1214191895	0.1207268595	-0.2423181609	-0.2653215365	0.1521113526	0.148287834	5.029518662524879e-05	-1.918965894276425e-05	2.529605797668604e-09	3.6824301033961206e-10	0.040499316301279	0.0064245621698972	4.127499907487549e-05	0.001640194620871	0.0474779596451782	-0.0110549325170268	0.000122211532956	0.0022541566520691	-0.0003769933657552	-0.0005849935110734	1.42123997823434e-07	3.422174079981011e-07	-0.0001810130966886	0.0001099870712855	3.276574117279645e-08	1.2097155849961657e-08	6.896586691542455e-05	6.893559315974375e-05	4.7521160042857095e-09	4.756290799396051e-09	0.0	0.0	0.0
1631.2596782896376	-0.901647438932514	2661008.138013612	0.8129681041335616	2554.952587586716	1.176273076861435	6527782.724816057	1.3836183513490663	1589.820652028902	-0.0383741034836475	2527529.7056176034	0.0014725718181736	1864.03974130613	1583.1149278484756	1.144381	20.782515	0.0567945763624462	0.0337977693618971	0.0521771937	-0.0377061073	0.0980387913	-0.0116119673	0.0965961151	-0.0643585225	0.0286549409	-0.0584742512	0.0854454461	0.0677213178	0.059312206	-0.1418955172	-0.0680514294	0.0105584454	-0.0314109324	-0.0849778205	-0.042302866	0.0077062512	0.0566568311	-0.0074208324	0.1127227856	-0.1763829284	0.2054130871	-0.0782330141	0.007532727	0.083726434	-0.1320998713	-0.0912381452	-0.0042445364	0.1892516283	-0.0411987516	0.0373910005	-0.1453049323	0.0957016112	0.0629775224	0.0560828439	-0.1372512308	-0.0565604588	0.0021701978	-0.102121438	-0.0678271373	-0.1123683679	-0.0128284847	-0.1020361978	0.0850701649	0.0280954126	0.0281860756	-0.1016584601	0.0844804239	0.0660302475	0.1322879236	0.0417471238	-0.1763030855	-0.0121615512	0.1697222199	0.2244259314	0.0413611487	-0.0410913328	-0.0750125452	-0.0688204638	0.0491103024	-0.1101621274	0.0739705569	0.1136485832	-0.1316447377	0.0622832424	0.0590947144	0.1535456016	0.1355856709	0.0500226421	-0.1165194322	0.058293887	-0.0288607752	-0.0498399516	0.0543500656	0.1095557882	0.173454412	-0.0903157768	0.1263230385	-0.0916473557	-0.0090707237	0.0547870048	-0.0494304097	0.0060079828	0.0471911982	0.1527872323	-0.0877468856	0.0732477868	0.0081990373	-0.0282654325	0.151276289	0.1449845808	-6.909428421408848e-06	-5.720461504665764e-05	4.774020111057237e-11	3.272367982636289e-09	0.0640194862679521	0.0235201699666731	0.0005531983952611	0.0040984946220125	0.0474351982095129	-4.276143566530472e-05	1.828540380157994e-09	0.0022500980291757	-0.0006245345496764	-0.0002475411839212	3.900434037395038e-07	6.12766377371094e-08	-0.0002559148948124	-7.490179812380001e-05	6.549243338684177e-08	5.610279362178491e-09	-0.0002720799579408	-0.0003410458248562	1.163122546518626e-07	7.40275035130675e-08	0.0	0.0	0.0
1630.0225998040787	-1.237078485558868	2656973.675872048	1.530363179432623	2545.1388109135924	-9.813776673123812	6477731.566818655	96.31021258994907	1587.136030687009	-2.6846213418930347	2519000.7799049146	7.207191749347558	1859.3626289017704	1623.2372131914897	1.166711	21.188032	0.0306292202429445	0.0178032989906561	0.0913023352	0.065518704	0.0256098757	-0.1013504598	-0.0535423795	0.111068581	0.1510219565	-0.081018571	-0.0468159855	0.0415506681	0.0642768129	-0.0604366546	-0.0403901739	-0.0387894115	0.0206250159	-0.1147257101	-0.0519844338	-0.1857851428	-0.0695226602	-0.1767680588	0.1541307173	-0.0070444403	0.1578728962	0.1022897587	0.0321510665	0.0540512813	0.0521262251	-0.0080967091	0.1519580938	-0.0169739121	0.0045883918	0.0325345034	-0.1661606886	0.0177338538	-0.090061078	-0.0209204579	-0.1358828236	0.1710498362	0.0810257462	0.0617567427	-0.1332653681	0.1018064501	-0.1814538477	0.0061978807	0.097208114	0.0637786237	-0.026328539	-0.1187927424	0.1402314428	0.0139209728	0.0009016587	0.0111677877	0.0103273881	-0.0831491407	0.1523869792	-0.0455735447	0.1252796004	0.053827951	-0.1035836034	0.021326471	0.0712429422	0.1150414152	-0.0069573638	0.0212239796	-0.0402295256	0.1488869214	0.0694667987	0.0631953625	0.0866421198	0.001732745	-0.1475423343	0.1423006072	0.0588428363	0.0533672237	-0.0024622901	0.0255055216	0.1482716272	-0.0458431566	0.0602076778	-0.0262752375	-0.1002780696	0.1249720956	0.0648040896	-0.072781272	-0.0084611273	0.0718789735	-0.0235855437	0.171319651	0.0613579681	0.1334049635	0.1502346003	0.1408894722	0.0024529013913792	0.0024598108198006	6.016725235830015e-06	6.050669269208143e-06	0.0642703834891307	0.0002508972211785	6.294941559513795e-08	0.0041306821938399	0.0574240456100341	0.0099888474005212	9.977707239089916e-05	0.0032975210142232	-0.0006239995889489	5.349607275000013e-07	3.893754870083962e-07	2.861829799673307e-13	-0.0003419999931515	-8.60850983391e-05	1.1696399531562607e-07	7.4106441560525195e-09	-1.0672097851613513e-07	0.0002719732369622	7.39694416237426e-08	1.1389367255441374e-14	0.0	0.0	0.0
1629.8582776472665	-0.1643221568122044	2656438.005215314	0.0270017712194146	2549.319057860316	4.180246946723855	6499027.658769811	17.474464535594112	1590.8494759648224	3.7134452778134346	2530802.0551775503	13.789675831314897	1862.5484556145625	1618.2036155998485	1.138136	20.669098	0.0168931381620005	0.0110057770518395	0.0134238553	0.1600554243	-0.1713962329	0.0342785881	0.0231684866	0.1544879665	0.1422524726	0.0727183228	-0.1143727511	0.070713878	-0.009039357	-0.0141361323	-0.0153635817	-0.100052885	-0.0497398609	0.0552147776	-0.0566837926	-0.0953564011	-0.090048363	-0.1808603503	-0.057531345	-0.0452343655	0.1810868252	-0.0339959671	0.0819635149	0.1771058888	0.0194768043	-0.0753301237	0.0202166872	-0.0548647076	-0.0285388725	-0.1305912452	-0.0296464558	-0.0846877454	0.0106854529	-0.0570247735	0.131536379	0.0630266041	-0.0260110804	0.0433409742	0.2028709787	-0.0729020053	-0.0606864381	0.1810897613	-0.0217695921	0.0930867695	-0.0431797726	-0.1465071704	0.0227669407	0.1388626969	0.0755436006	-0.0248792136	0.04236238	-0.0805338116	0.124820104	0.0031245951	-0.0272320416	-0.0190646137	0.0913704425	-0.0037787072	0.2485038212	-0.0122011405	0.0910849773	0.0266099263	-0.0387444046	-0.0386166844	0.0619675878	0.0403626147	-0.000712063	-0.0221517178	-0.1300894057	0.1453389583	0.0280261546	0.1263465162	-0.0913938656	-0.0039265276	0.0445252862	-0.0063368894	-0.0974540119	0.1297892916	-0.0203944902	-0.0854130865	0.0704294561	-0.044467441	-0.0390211633	0.0920226028	-0.2226335006	-0.0400215774	0.0494735763	-0.0450583622	0.1489877092	0.136024874	-9.764262969724768e-06	-0.0024626656543489	9.534083134193836e-11	6.064722125109817e-06	0.0642699530596075	-4.304295231905009e-07	1.8526957443400198e-13	0.0041306268662841	0.0674526952415561	0.010028649631522	0.0001005738134318	0.0045498660953502	-0.0006239992515002	3.3744870005930627e-10	3.893750658728098e-07	1.1387162517171566e-19	-0.0002539999326098	8.800006054169999e-05	6.451596576578295e-08	7.744010655342863e-09	-7.927003678687368e-08	2.7450941729261443e-08	7.535542018233072e-16	6.283738732192307e-15	0.0	0.0	0.0
1634.2194475105982	4.361169863331725	2670673.202621845	19.01980257683285	2550.436877998573	1.117820138256775	6504728.268655108	1.2495218614923955	1591.0748134258663	0.2253374610438641	2531519.0619181558	0.0507769713496949	1862.2487193816296	1619.7563508398914	1.025448	18.622633	0.045694263130249	0.026507080060219	-0.1023285099	0.1791406963	-0.0271613008	0.0922789279	0.0974558887	0.1213035693	0.1754198833	0.1524495853	-0.0040821588	-0.0425528182	-0.0177227992	0.1220172995	0.0821800525	0.0046909255	-0.1273316313	0.1618923046	0.0305972676	0.1265882481	-0.1245679794	-0.116629249	-0.0379806122	0.0483840116	0.0521720441	-0.0257227	-0.1355393102	0.0361943788	0.0568987158	0.087088935	-0.0277651773	-0.0060309012	-0.1038591698	0.0860270753	0.0315448196	-0.0765552435	0.0210034323	-0.165633066	0.0167910775	-0.0555120078	-0.0338353063	0.1062850895	-0.2220855904	-0.0918441191	-0.0382480674	0.2262963552	-0.0201041233	-0.0105277335	-0.0573005653	-0.0255332827	-0.0709557686	0.1146178513	0.1427414661	0.1534497193	0.0446409036	0.0411157963	-0.0870447078	0.0369191457	0.1035434998	0.0859160743	-0.0224023578	-0.0052886727	-0.0844463565	-0.0255386678	0.0511352706	0.0153091378	0.0853158473	-0.0377121448	0.0611324777	-0.0713014996	-0.0883988985	-0.0227148294	-0.1938488371	0.1137961269	-0.059117971	0.0740979507	-0.0628383878	-0.1042845232	0.003869316	-0.0037776158	-0.16503347	0.1060939323	0.0045270844	-0.0041316896	0.0342232865	-0.0526781649	0.003482036	0.0434497581	-0.0701393231	0.0258364417	-0.1311938152	0.0780272056	0.1475373187	0.1304173552	6.924413014530728e-06	1.6688675984255497e-05	4.7947495595802525e-11	2.7851190610746617e-10	0.0641286805582552	-0.0001412725013523	1.9957919638336943e-08	0.0041124876701427	0.0475731632003686	-0.0198795320411875	0.0003951957941766	0.0022632058568889	-0.0009340003451418	-0.0003100010936415	8.723566447250014e-07	9.610067805898805e-08	-0.0004570000877106	-0.0002030001551008	2.088490801674961e-07	4.120906297094885e-08	-2.1341952888677494e-07	-1.341494920999013e-07	1.799608623066147e-14	4.5547895310252966e-14	0.0	0.0	0.0
1635.064448792568	0.8450012819698713	2673435.7517053448	0.7140271665307261	2555.409253892068	4.972375893495155	6530116.454877216	24.724522026211737	1591.205372627967	0.1305592021008124	2531934.537880108	0.0170457052532007	1863.913453408337	1628.801545852179	0.968285	17.584518	0.0343958991859502	0.0230719791038805	-0.1426188133	0.1423318795	-0.0902053604	0.0246044149	0.0722002001	0.1805736632	0.0812683329	0.0452060272	-0.0420524781	-0.0489600913	-0.0411912152	0.1219809486	0.0027265792	0.1740853286	-0.0437241349	0.0175414679	-0.0002572763	0.0016649541	-0.0945881261	-0.1206214107	-0.1240505093	-0.0238785375	-0.1129815597	-0.0963802038	-0.0195629442	0.118895575	-0.1174801093	0.0017106508	-0.1091677693	0.1063648629	0.0528542576	0.2007751519	-0.0633827288	-0.2556450905	-0.2435406651	-0.0259535676	-0.0364328535	-0.1312693354	-0.0494635987	-0.0049141298	-0.0181587378	0.0856902123	-0.0377121947	0.1668186882	-0.0293842038	0.0173808404	-0.0066097776	0.0957490771	-0.0353952837	0.1538988372	0.0803370363	-0.0460045598	0.1273676474	-0.0005311013	-0.1001425024	0.0003931987	0.219683139	-0.2318652757	0.0526422314	-0.1198879597	-0.134253358	-0.1953473722	0.1233435463	0.0254627033	-0.1394758873	0.1121179251	0.0734156443	-0.088535011	-0.1544911424	-0.0205615481	-0.12226537	0.0865758558	-0.0551620665	0.0044047291	-0.0852115822	-0.0948560803	0.005789806	0.0983442159	-0.1504640858	0.1449440102	-0.0325767824	-0.0099004844	-0.0327659611	-0.0309141708	-0.0794968126	0.0357669335	-0.1448336204	-0.0714262	-0.1283641002	0.0325997397	0.1458854101	0.124097542	-9.778105213342768e-05	-0.0001047054651479	9.561134156320101e-09	1.0963234431850332e-08	0.0642837404655125	0.0001550599072572	2.404357483864128e-08	0.0041323992882373	0.0475896419897878	1.6478789419203943e-05	2.7155050072246783e-10	0.0022647740247161	-0.0010650048469102	-0.0001310045017684	1.1342353239422185e-06	1.7162179483586733e-08	-4.842388596659752e-05	0.000408576201744	2.3448727321060403e-09	1.6693451263155582e-07	-0.000143025816499	-0.0001428123969701	2.039538072834921e-08	2.0456384185205615e-08	0.0	0.0	0.0
1633.902787619131	-1.1616611734370963	2669638.3193895672	1.3494566818712517	2556.3251130036792	0.9158591116110985	6534798.083373274	0.8387979123210703	1591.6510039782916	0.4456313503244473	2533352.9184651035	0.1985873003919903	1865.196483927036	1629.612516456377	0.935527	16.989613	0.0183215000892632	0.0112625747799347	-0.1321177055	0.1396669522	-0.0545361311	0.0680338893	0.0937331919	0.1534222611	0.11588184	0.0646527541	-0.1084320835	-0.0390101922	-0.0710519002	0.1733148941	0.0015730789	0.1877049892	-0.0994215953	0.0435908253	-0.0463250725	0.0756434191	-0.173308051	-0.1400316154	-0.0069832155	0.0304740505	-0.0022491592	-0.0084640554	-0.1385743117	0.1251656605	0.0618786275	-0.0055905338	-0.0663309193	-0.2114546165	0.1320300403	0.0446592516	0.1351931434	-0.0819288751	-0.106558575	0.0769655753	-0.1344426707	-0.0230231153	0.184844908	0.0906192285	-0.1141940474	0.0420794769	-0.0713795838	0.1808483842	-0.0529511471	0.0517480568	-0.0740912689	0.1236319844	-0.1396876266	0.1183426227	0.1006806937	-0.0128703874	0.1427195932	0.051741832	0.0200107177	-0.0373337291	0.0489072487	0.0490252857	-0.0236904048	-0.1815478394	0.0422926125	0.2063519369	0.017402453	-0.1403947799	0.141186608	0.0275048186	0.0555012702	-0.1303778468	-0.2018126697	-0.0381200315	-0.0376779273	0.0190528445	-0.0117380108	-0.0376889403	-0.0013871581	0.0494643146	-0.0464755056	0.071839486	-0.150544239	0.1595574605	0.0177295578	0.0987639186	-0.0113133188	-0.1106713309	0.014157158	0.0025650826	-0.0517042576	-0.07295591	-0.0927183045	0.215274369	0.1440342395	0.1170999511	-4.4333093370596544e-05	5.3447958762831136e-05	1.965423167806031e-09	2.856684295913297e-09	0.0649150586987303	0.0006313182332177	3.98562711593242e-07	0.0042139648458596	0.0475781288199073	-1.1513169880503216e-05	1.3255308069732643e-10	0.0022636783420036	-0.0010130055549137	5.199929199649995e-05	1.0261802542860131e-06	2.703926368137264e-09	0.0001090000505017	0.0001574239364682	1.1881011009373152e-08	2.478229577317457e-08	5.53695842453678e-08	0.0001430811860832	2.047222581098829e-08	3.0657908595048824e-15	0.0	0.0	0.0
