global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1141.4294181787009	n/a	n/a	1302861.1166837676	1939.2935269527509	n/a	n/a	3760859.38368084	1093.8232803505346	n/a	n/a	1196449.3686368042	1330.699537788341	1199.240521370391	n/a	n/a	n/a	n/a	-0.0258723133	0.1166119228	0.0242309556	-0.0551929892	-0.0106082837	0.0836484699	-0.0363178401	0.0680247766	-0.0850699504	0.1514301906	-0.0655802624	0.0973994605	0.0020231166	-0.0896351621	0.0704422902	0.096635476	-0.0806242356	0.0710691459	-0.1699604566	-0.040019453	0.0583774942	-0.0434786098	0.0359282147	-0.0712299764	0.0841051214	-0.0352475075	0.2755374048	-0.1007416934	0.0536953654	-0.0291847674	0.0116003716	0.0709677832	-0.1329715882	0.2023729155	0.0638126505	-0.145454841	-0.0775650821	0.0885271527	-0.103488279	-0.0662783484	-0.081781522	0.0857875337	-0.0924880865	0.103483512	-0.1416003613	0.1798543985	-0.0303491985	0.0444548432	-0.0922071735	0.0084612065	-0.0201637233	0.0726183771	-0.0456698048	0.0124550837	-0.1513293989	0.0126619693	-0.0375199924	0.1226968082	-0.0486715344	-0.0937794861	0.3060233243	-0.0131095473	-0.125313266	0.2303718001	-0.1035200955	0.1133649849	0.133262617	-0.084721643	0.1143724641	-0.0236838022	0.1080483762	-0.0847602301	-0.0426610306	0.1667283086	-0.3462258313	0.0162573354	-0.0936261923	0.0314403894	-0.0784159008	0.051773465	-0.0283844844	0.1526045596	-0.1703318823	0.0031102783	0.1008076461	-0.1554081262	0.2827506724	-0.0220025457	0.153366806	0.1532882396	0.0477666689448454	n/a	0.0022816546620864	n/a	0.0165513324359523	n/a	n/a	0.0002739466054054	-0.107412187784277	n/a	0.0115373780846047	n/a	-0.0007384301032051	n/a	n/a	5.452790173194947e-07	0.0007400740987035	n/a	n/a	5.477096715717978e-07	0.0025092755095418	n/a	n/a	6.296463582786259e-06
1141.3641642338905	-0.0652539448103652	0.0042580773133141	1302712.1553973274	1937.889102628861	-1.404424323889771	1.9724076815332396	3755414.174087693	1094.4628949295848	0.6396145790502032	0.4091068097335687	1197849.0283776473	1332.7110567529216	1222.0689559078044	1.22477	21.34486	0.1967570526627736	0.1240231399611113	-0.0149581676	0.1212824099	0.1356295286	0.093905781	-0.1404131855	0.0089486031	0.1119152378	-0.0426014265	0.0293466827	0.1727739268	-0.0728700884	0.1853314124	0.0501309141	0.0186665036	-0.0965302996	0.1320052205	-0.1533736181	-0.0883478247	-0.1293371343	0.0583343171	0.0780186248	0.0257704093	-0.0820912927	0.1580096245	-0.1032131353	-0.2069781748	0.0212674836	-0.1728281619	0.1856429367	0.145427891	0.0657034727	-0.0865632364	-0.0124987821	-0.0881243896	0.0243641462	-0.0855986224	-0.0444060663	0.0730986058	-0.0788611887	-0.0744682891	-0.1449818256	0.0055173879	-0.0690496228	0.0860401968	0.0868192432	0.1533022446	0.0832731438	-0.0168483535	-0.2432276815	-0.086062458	-0.1755161691	-0.0076639189	-0.1421664183	-0.0191761103	0.0334323099	-0.0498589486	-0.108307503	0.1494117247	0.0748790222	-0.16778323	-0.0539306873	-0.1544412182	0.0890867649	0.0276534739	-0.1091809701	0.141526376	0.092101747	-0.0558296115	0.2120109879	0.0332409622	0.0944551294	-0.1537549048	-0.0586967223	-0.2429039108	-0.201808207	-0.1203404226	-0.2304218937	-0.0909491322	-0.2095048176	-0.0279724104	0.0858527457	-0.1595067936	-0.008245637	-0.0165749191	0.0238839625	0.1796746207	0.1340204407	-0.1329340238	0.1531573254	0.1524510324	0.0564766902330973	0.0087100212882519	0.0031896165396852	7.586447084180129e-05	-0.0056280853567898	-0.0221794177927421	0.000491926573625	3.167534478331177e-05	-0.0064005806743523	0.1010116071099247	4.096743296889215e-05	0.0102033447709297	-0.001678815311981	-0.0009403852087759	8.843243408844929e-07	2.8184208517418623e-06	0.0010609268092016	0.0003208527104981	1.0294646183397763e-07	1.1255656944826882e-06	0.0024733932993787	-3.58822101630997e-05	1.287533006188855e-09	6.117674413411452e-06
1142.5585755200234	1.1944112861328904	1.4266183204416254	1305440.098494345	1938.621530817843	0.7324281889818849	0.5364510520152836	3758253.439750517	1094.1225538394326	-0.3403410901521511	0.1158320576459546	1197104.1628201222	1332.0709753597484	1199.040685300602	1.300291	22.661001	0.1152502949100519	0.0577904752756611	-0.0424309038	0.1109731588	-0.0068202804	-0.1771836406	-0.1170531301	0.0457700742	-0.1269508739	-0.0871963279	-0.1978437435	-0.1404372104	-0.080755023	0.0936946034	-0.1560233348	-0.1411570841	-0.0134654196	0.1290100696	0.0567664998	-0.0019132099	-0.1807257275	0.052104185	-0.0017082856	-0.1662546637	0.1085324642	0.0590844222	-0.0122343067	-0.078737524	-0.1427922506	-0.1985131077	-0.0437451611	-0.1498187259	0.0488760001	0.0081922861	-0.1834439227	0.1262075206	0.0285058345	0.2796543202	-0.0370216565	0.0895494387	0.0855885946	0.013602591	-0.1150191514	0.0951317733	-0.0927643901	0.1609786313	-0.0974277892	-0.0916908209	-0.058499002	0.0329054933	-0.0315545581	-0.0282591764	0.0254442224	0.0048033132	0.0905943264	0.0822887883	-0.1430155148	-0.0395494369	-0.3791110076	0.2303740064	-0.0704763934	-0.0108690434	-0.0823786764	0.1676143567	-0.1678552308	-0.0229262819	-0.1026259545	0.1326751278	0.0521220032	-0.0834986345	0.1926776504	-0.0682704063	0.0853145408	-0.0970231612	-0.1235840114	0.1107686289	-0.1358413023	0.0354639155	-0.0037012699	0.2278239273	-0.1051056911	-0.0740238713	-0.118281719	-0.0263721286	-0.0563863861	0.2332276763	0.0693404288	0.060533686	-0.2221942296	0.1442379687	0.1527386503	0.1507811905	0.0331789259186052	-0.0232977643144921	0.0011008411251122	0.0005427858220536	-0.0042430565579678	0.0013850287988219	1.918304773566312e-06	1.8003528954113553e-05	-0.0538628311948201	-0.0474622505204678	0.0029012045843216	0.0022526652244676	-0.0020682955008103	-0.0003894801888292	1.516948174905071e-07	4.2778462786721294e-06	0.0006550123430528	-0.0004059144661488	1.6476655382886536e-07	4.290411695515189e-07	0.0024066829288314	-6.671037054730008e-05	4.450273538558082e-09	5.792122719928486e-06
1141.7294279597347	-0.8291475602886749	0.6874856767326617	1303546.086669263	1935.650657916891	-2.970872900951917	8.826085793610462	3746743.469494093	1095.0490748355264	0.9265209960938136	0.8584411562026727	1199132.4762981425	1332.6718466515636	1223.526119758343	1.441347	25.119286	0.0689208020080417	0.0343552474922908	-0.0987272666	-0.0585526671	-0.054234304	0.0050199784	0.0955884803	0.0508307964	0.2042506942	-0.0488859441	0.1109068011	-0.241107385	-0.3269866383	0.240435386	0.0730561585	0.1597870623	0.1767027733	-0.0013058152	0.0303247115	-0.2568796599	-0.0445745751	-0.0554718616	-0.1659731559	0.0463998971	-0.3084276951	-0.1711750578	-0.0687602922	-0.0829297845	-0.0657726178	-0.0445289072	0.0536298638	0.0150638043	0.1803325938	0.02758497	0.1140248756	0.0572966715	0.0399461754	-0.0354959274	0.1717043778	-0.1000419913	0.0223484572	-0.1084827008	0.1193923232	0.0569771376	-0.1245819622	0.1552203454	0.1150323829	-0.1218719373	-0.2009556694	-0.1590865607	-0.2044783673	0.0546220766	-0.1206178239	0.1110927089	-0.0788370282	-0.034164939	0.3203833151	-0.1349533554	0.1566729189	-0.1197673951	0.0423877859	-0.109825675	-0.0197456063	-0.0318181745	0.1257611731	-0.0577835541	-0.06562951	0.1243888362	-0.1029355306	-0.1752037028	0.2997972731	-0.2158348311	-0.0087615108	-0.0466131401	-0.0353842949	0.0174377901	0.1658836227	0.0913340153	-0.0359206935	-0.0573923437	-0.0032250351	0.3022590782	-0.1427823111	0.108459073	-0.0638816279	-0.1821794259	-0.143096598	-0.0977244189	-0.3055166548	-0.0749837689	0.1521113526	0.148287834	0.033544108316434	0.0003651823978288	0.0011252072027446	1.3335818368399432e-07	-0.0217348906739971	-0.0174918341160293	0.0003059642607426	0.0004724054726106	-0.0512920455600465	0.0025707856347736	0.0026308739377338	6.608938779958306e-06	-0.0023109052770454	-0.0002426097762351	5.8859503524845314e-08	5.3402831994762765e-06	0.0010002790886649	0.0003452667456121	1.1920912562557061e-07	1.0005582552202829e-06	0.0027886664041724	0.0003819834753409	1.4591137543358825e-07	7.776660313759823e-06
1139.635606094067	-2.093821865667678	4.384090005148076	1298769.3146773914	1944.091538469453	8.440880552562021	71.24846450261973	3779491.909948525	1093.3993836734169	-1.6496911621095478	2.7214809303423504	1195522.212217408	1332.6422330320272	1202.424512153529	1.317148	22.954788	0.1011174427979908	0.0474086022566883	-0.0477111539	-0.175139627	-0.0078098643	0.1844636678	0.2340699735	0.0267385398	-0.1204560623	0.139886597	-0.0219650799	0.1385597229	0.0920935571	-0.0019619293	-0.2172045405	0.2496486587	0.3347652217	0.1207261239	-0.02251093	-0.0150177666	-0.0768787378	0.1110291769	-0.1455893073	-0.2061587996	0.050131218	-0.1520507265	-0.0597138804	-0.0108329272	0.0940644314	0.1816262393	0.0103824874	-0.0670759427	0.0235389513	-0.0255084226	0.0056002515	0.0481345765	0.0257548614	-0.0868128064	0.0065029542	-0.0828543571	0.1358706923	-0.0871661114	0.1715046362	0.0081848337	-0.1770436902	0.0125525333	-0.1707731112	0.1056601523	-0.03970644	-0.0294724467	-0.068176917	0.2616255563	0.1873922853	-0.0980127366	0.0929574294	0.2000106071	-0.0634826426	-0.0286880479	-0.0060642317	-0.0539295002	-0.0961351596	0.0714431856	0.1184297703	-0.2000866616	-0.0709069048	-0.0193039188	-0.0466508116	0.1103794473	-0.1829891378	-0.1202887299	0.148809943	-0.0521574502	-0.0512635004	0.0765329793	0.0613906001	0.1858913397	0.0211966204	-0.0442016867	-0.1229601794	0.0810646115	0.2312996165	0.0318085264	-0.1893060774	0.0534964641	0.0846229267	-0.0981869924	-0.0212064736	0.059633674	0.0804465434	0.0353204146	0.151276289	0.1449845808	0.0280306781088484	-0.0055134302075856	0.0007857189152418	3.039791265391741e-05	0.0081573922912525	0.0298922829652496	0.0008935485808745	6.654304899338573e-05	-0.0706540170399421	-0.0193619714798956	0.0049919901238804	0.0003748859395882	-0.0019809508470542	0.0003299544299911	1.088699258708175e-07	3.924166258444753e-06	0.0007851198159236	-0.0002151592727413	4.629351264656515e-08	6.164131253559075e-07	0.0024067849439997	-0.0003818814601727	1.4583344962363345e-07	5.792613766663639e-06
1142.9154294460538	3.2798233519868063	10.75724122023797	1306255.6788658577	1936.851221311138	-7.240317158315065	52.42219255299154	3751392.653494447	1095.0520089561062	1.6526252826893142	2.731170324983936	1199138.902318804	1332.2063209932614	1206.4828131757067	1.217399	21.216402	0.0663320712851752	0.0304283988481329	0.0483193709	-0.1676959776	0.1855643535	0.0553235368	0.0754977112	-0.1186300181	-0.1397476147	-0.1386578158	-0.0678104415	0.0988798578	-0.1241008754	-0.0279867544	0.0505651772	0.0571406588	0.0732611983	0.1400035111	0.0633524038	-0.2345536645	-0.1137349153	0.1502718773	0.0032184698	0.0774342685	-0.135546972	0.1925979117	-0.0118984851	-0.0373456472	0.0603494075	0.0245983217	-0.2859425613	-0.0132601387	-0.1297149782	-0.0741087719	0.1242430864	-0.1558308554	-0.1209476691	0.0392982632	-0.0041060507	-0.0299435631	-0.0324295747	-0.0509620642	0.0782377811	-0.0927940057	-0.2169822624	0.1302868086	-0.0039133054	0.0318095715	0.2436911192	-0.0365349307	-0.0818301376	-0.0251506577	0.0441007109	0.0088435614	-0.086526664	-0.0516875351	0.1719758003	0.1702245189	0.0168374104	0.0378723398	0.0488797265	-0.0173669373	-0.0927840279	-0.055208742	-0.1947757009	-0.1916816912	-0.0556045055	0.1117267055	-0.1706103779	-0.0908841345	0.0929771131	0.0063681083	-0.0766440571	0.0812758538	0.0490896918	-0.0859154456	-0.0285624051	-0.0553693542	-0.0680588297	-0.0674531404	0.2085877194	-0.2066224084	-0.1071943718	-0.0813178707	0.1748404251	0.008827184	0.303613397	-0.0967190119	0.034317553	0.0358632565	0.1502346003	0.1408894722	0.032965706422928	0.0049350283140796	0.0010867377999626	2.4354504460767376e-05	-0.000379522569645	-0.0085369148608975	7.287891534221259e-05	1.440373808699439e-07	-0.047000289494349	0.0236537275455931	0.0022090272125526	0.0005594988268011	-0.001786380323455	0.0001945705235992	3.785768865366695e-08	3.19115466002719e-06	0.0008431461469595	5.802633103590006e-05	3.367055093487858e-09	7.108954251326508e-07	0.0020752537873427	-0.0003315311566569	1.0991290783432817e-07	4.306678281880221e-06
1144.873312097381	1.9578826513270544	3.8333044763674553	1310734.9007528268	1944.064981628652	7.213760317514016	52.03833791853991	3779388.6527948114	1096.3177264725534	1.2657175164472392	1.6020408314413672	1201912.5573779484	1334.3877270517785	1219.1368414157098	1.220563	21.27154	0.0393511061581263	0.0203728055401463	0.1063383591	-0.1221258131	0.1775435901	-0.2191418052	0.0509239908	-0.1968385567	0.124160073	-0.1736075235	-0.1663229006	0.032732156	0.0339899557	0.0080709104	-0.0843483053	-0.2057323136	-0.0250758439	0.0859164782	-0.1185120697	-0.1153397167	0.0570179727	0.1372489169	-0.1549968865	-0.0690222131	0.018592584	0.0065507534	-0.1136580809	-0.0263376295	-0.1576925791	-0.1067545205	-0.0282184887	0.1237655968	-0.0519864664	-0.061653378	-0.1257342964	9.82939e-05	-0.0734531004	-0.1722038861	-0.1046978311	-0.0434989648	-0.1499097584	0.1742255308	0.0404226007	-0.1433298069	-0.1705986766	-0.009221659	0.1449885575	0.0584011264	0.0770629284	-0.0485916756	0.0091872921	-0.0807790898	-0.0080943219	-0.1805327686	-0.0544247934	0.0852542741	0.0921462627	0.1102847509	-0.1115642247	-0.0392168329	-0.0131109238	0.2263037603	-0.1090688583	0.0483143082	-0.1880370827	-0.0751615784	-0.0548681838	0.1457787906	-0.174244102	0.0325362258	0.0432930517	0.079477194	-0.0708545669	0.021640209	-0.1135568386	-0.059849994	0.1701558778	0.1361120299	0.0194341979	-0.1524664428	0.0689346948	-0.1412065585	0.1644237406	-0.017188265	0.04874104	-0.0532037883	-0.1093967904	0.0212026898	0.013590796	0.1251816269	0.1489877092	0.136024874	0.03287419077391	-9.15156490179994e-05	0.0010807124190394	8.375114015185657e-09	0.0015181217738415	0.0018976443434865	3.6010540543663097e-06	2.3046937202116628e-06	-0.0369584883283522	0.0100418011659968	0.0013659298595169	0.0001008377706574	-0.0019801170415519	-0.0001937367180969	3.75339159389577e-08	3.920863498244248e-06	0.0006430986034287	-0.0002000475435308	4.001901967270735e-08	4.135758137319443e-07	0.0019226351489779	-0.0001526186383648	2.329244877632568e-08	3.6965259160852713e-06
1142.7502663973855	-2.123045699995373	4.507323044268843	1305878.1713512957	1943.3425814456864	-0.7224001829656572	0.521862024348815	3776580.388859985	1096.3650648900082	0.0473384174547391	0.0022409257671191	1202016.355511272	1334.2998837739035	1213.60418478244	1.23146	21.461452	0.0727574557703571	0.037948669147079	0.2075119319	-0.0184675319	0.0152123199	-0.0945631004	0.1023378944	-0.1229927896	0.1697264403	0.1788632325	-0.0783147385	-0.0139561849	-0.0327335613	-0.1262996168	-0.0866590371	-0.0990340353	-0.0329184343	0.0998455197	-0.1104760208	-0.0771758211	0.1741031418	-0.0103378581	0.0440904779	-0.0434941636	0.0350466483	0.1165536649	0.1403431085	-0.1040563673	0.0969945304	0.0578319243	0.0263657847	0.028482883	-0.0366989533	0.0948336677	0.0560134486	-0.1226527449	-0.077986708	0.0018281701	0.0905763985	-0.1079618091	0.0240699348	-0.0076309015	0.0309308482	-0.1577892528	-0.1520539553	-0.1955783415	0.0045298496	0.060208577	-0.0934196068	-0.0287953189	0.0568421592	0.0798503184	0.0123255505	0.1632109074	-0.0809230471	0.1013909112	-0.0753030501	0.0061895093	0.1115682925	0.0550324185	0.1008162732	-0.0814713293	-0.0247917744	-0.0161568668	0.043301098	-0.0268404445	-0.0647107165	0.1292411598	-0.070105653	0.1692548735	-0.0123539798	0.1534640235	-0.0372785952	0.1553541907	0.0489729249	0.1558941201	0.1546579954	0.0577510221	-0.0434919868	-0.0488859971	-0.0663268123	-0.1285993785	0.0949198541	-0.0487619858	0.0144472033	0.1107942071	-0.2614967992	0.0293474203	0.0384677819	0.1280589714	0.1475373187	0.1304173552	0.0323337208849068	-0.0005404698890032	0.001045469506263	2.92107700919138e-07	0.0262776699818516	0.0247595482080101	0.0006130352274647	0.0006905159396751	-0.049171716903416	-0.0122132285750638	0.0024178577432296	0.0001491629522267	-0.0019797283294186	3.887121332998497e-07	1.5109712257452016e-13	3.9193242583025615e-06	0.0002919471773317	-0.0003511514260969	1.233073240499568e-07	8.52331543519471e-08	0.0015692911052426	-0.0003533440437352	1.2485201324321353e-07	2.462674572993541e-06
1142.3543253657724	-0.3959410316131198	0.1567693005148615	1304973.404681889	1938.8116810531908	-4.530900392495596	20.529058366716747	3758990.7345882994	1095.2508989514802	-1.1141659385280036	1.241365738575987	1199574.5316540254	1333.118853949254	1222.3771554631892	1.024147	17.848478	0.0401399124459858	0.0238589195794933	0.2110059065	0.0414776158	-0.0069374798	0.077085104	-0.0473573372	-0.1737892687	0.1124615823	0.1537460505	-0.0170658109	0.139190531	-0.0697898835	-0.1124198241	0.0635487185	-0.062854766	-0.0731668831	0.0912748115	-0.2232654776	-0.027878382	0.070201389	-0.0450476841	-0.011239437	-0.1574031177	0.1442401799	-0.0149060917	0.0002457337	0.1392226093	-0.0585873484	0.0729469612	-0.0352448669	0.1532819426	-0.0866984085	-0.0704230468	0.0571646878	-0.2105106699	0.0206108901	0.1981588141	0.0001080247	-0.1231324791	-0.0723907537	0.1411521299	-0.1059402559	-0.1757646945	-0.0620403768	-0.1933790521	-0.0648270095	0.1009190601	-0.0383988736	-0.0657191784	0.0443985882	0.041566379	-0.0032254159	0.0445847084	0.1456148409	0.1257832619	-0.1341414644	-0.0079204906	0.0723562836	-0.1129864924	0.0080474508	-0.1319626355	-0.2333363152	0.0893528487	-0.0377033596	0.0350981249	-0.0759598825	0.0921375219	-0.0169368664	0.1697129428	0.0287489398	0.1847863142	-0.0092537945	0.1126041051	0.1204627209	-0.0953033109	0.1578795828	0.1003096237	0.0350326484	-0.0896818701	-0.0506867828	-0.1156095365	0.086435627	-0.1118233659	-0.0232397295	-0.0436567578	-0.0624542062	0.0805643714	-0.0396996575	0.0507164744	0.1458854101	0.124097542	0.0325441160872799	0.0002103952023731	0.0010591194919023	4.4266141181620443e-08	0.0161592568284305	-0.010118413153421	0.0001023822847433	0.0002611215812471	-0.0370170894026244	0.0121546275007915	0.0013702649078418	0.0001477349696829	-0.0019800067422363	-2.784128176999863e-07	7.75136970596458e-14	3.920426699301206e-06	0.0006439455899172	0.0003519984125854	1.2390288246271185e-07	4.146659227738107e-07	0.0015701438116274	8.527063848000165e-07	7.271081786787137e-13	2.46535158919182e-06
1142.2575665268723	-0.0967588389000866	0.0093622729052929	1304752.348287892	1940.475983718346	1.664302665155219	2.7699033612427653	3765447.043387682	1094.1124720523233	-1.1384268991569115	1.296015804724021	1197082.1015004455	1333.8473992939869	1209.8058292922003	1.127109	19.64286	0.0278200103929009	0.0198590866811603	0.1459379889	0.1330016768	0.0992783668	0.0893332373	-0.2325561072	-0.0873918453	-0.0681342233	-0.0173144339	-0.0379353005	0.0415716643	0.2010651075	0.0019112961	0.1548134855	0.176766648	0.0255608241	0.0643285343	-0.0684295025	0.0147394428	0.0159580452	-0.0587320916	0.1396238918	0.0804476731	-0.0889353794	0.1983397992	0.0942814274	-0.0573238002	0.1451454481	0.2115980461	-0.0308056987	0.2406399623	0.0734559154	-0.1167336598	0.0394019825	-0.0152611402	0.0075347801	0.0280045075	-0.1134532953	0.0094081658	0.1861026593	-0.0191805896	-0.2112656748	-0.1048057521	0.0785701963	-0.1002416176	0.1009230995	-0.0518103405	0.1989887915	0.1491191001	0.034551446	0.1094419218	0.0626969567	0.1622497899	-0.0301181288	0.1721445345	0.0244915076	-0.1188788465	0.1207010074	0.0354050913	0.0276417436	-0.0541499713	0.0543830092	-0.1181890418	-0.0215813181	-0.1655278496	-0.081931903	0.0520431413	0.060234712	0.0804085046	0.0255612898	0.1737209826	0.041259949	-0.1424740037	0.1343881191	-0.1061398008	0.1833513483	0.0013384661	0.1076459217	0.1313687574	-0.0237536372	0.1025142532	0.0267216717	0.1726727529	0.0593110278	-0.0446487278	-0.1165896983	0.0055679567	-0.0104866307	-0.0433520573	0.1440342395	0.1170999511	0.0325443347447276	2.1865744769672402e-07	0.0010591337239768	4.7811079433245604e-14	0.0041745775277348	-0.0119846793006957	0.0001436325379405	1.7427097535068395e-05	-0.052852201837382	-0.0158351124347575	0.0027933552390593	0.0002507507858214	-0.0019800067422363	0.0	0.0	3.920426699301206e-06	0.0006439455899172	0.0	0.0	4.146659227738107e-07	0.0015701438116274	0.0	0.0	2.46535158919182e-06
