global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1169.2003822785966	n/a	n/a	1367029.5339204166	1966.4686582195225	n/a	n/a	3866998.983759689	1111.9229515361997	n/a	n/a	1236372.6501529738	1373.177021698281	1243.3727922335538	n/a	n/a	n/a	n/a	-0.0257770123	0.173549329	0.1104521739	-0.0813700819	-0.001638117	0.1433661957	-0.1183166519	0.0574653771	-0.2847276968	0.0087856591	-0.1163886604	0.0354065063	-0.1649686466	0.0701628203	-0.1790096138	0.1268887623	-0.0256033447	0.0693163872	-0.0110187019	0.2802942296	-0.1652636291	0.0633144919	-0.0177803614	0.1057324102	-0.0647054299	0.1010120957	-0.056508788	0.1166157031	-0.205588865	0.1810842438	-0.0723888009	-0.2076706385	0.2356669485	0.1145101062	-0.1709207599	-0.0884746774	-0.004886218	0.2267489566	0.0937726855	-0.0130151219	0.1591927299	0.0370319305	-0.2515349811	0.0793709433	-0.1968036135	0.0205113347	0.1538585886	-0.1451853054	0.0688527396	-0.0888417958	0.112973263	-0.144689446	0.0238654118	-0.192790847	0.078024614	-0.0632845299	0.0345649942	-0.1459075228	0.0327611346	0.0983513831	-0.1223490371	-0.0148548328	-0.0475834255	0.2766686826	-0.0068691608	0.0608175484	-0.1381363387	0.1415885003	-0.0981945598	0.0262909009	0.1294768527	-0.0856477967	0.1139942422	-0.0021596777	0.2858105902	-0.0309543715	0.0732428827	-0.1469544554	0.4948296976	-0.2119545158	0.1630835057	-0.153276952	0.2005147841	-0.0584603958	-0.0455694718	0.0731929491	0.153366806	0.1532882396	-0.0635198116710569	n/a	0.0040347664747265	n/a	0.0182136647251383	n/a	n/a	0.0003317375827197	0.1999854571819384	n/a	0.0399941830842689	n/a	-0.0018282703722607	n/a	n/a	3.3425725540862785e-06	0.0009409232903889	n/a	n/a	8.853366383962741e-07	-0.001555143502611	n/a	n/a	2.4184713137132096e-06
1169.8315172529865	0.6311349743898518	0.3983313558980788	1368505.7787584243	1964.11689257266	-2.351765646862532	5.530801657762743	3857755.167689282	1113.2215476467643	1.298596110564631	1.6863518583735877	1239262.2141450571	1371.4937467759862	1250.673810743852	1.249578	21.713558	0.1328915356223551	0.0703125341314808	0.0808626982	0.0806165371	-0.1388351876	0.088512132	-0.1349215682	0.0398842834	-0.0799981591	0.0843072985	-0.1405187924	0.2465892034	-0.0164535511	-0.1465146714	-0.08334995	-0.0260762083	-0.1056636318	0.1904031273	0.0210648846	-0.0054943376	-0.081982774	0.0291394598	0.0292532474	-0.3216596483	0.0753849456	-0.0814865901	-0.2256598601	0.1513219418	0.0585007867	-0.0215351981	-0.0783733152	-0.1198022599	0.1254026783	-0.1172458747	0.0886539286	-0.1126331242	0.1079658962	0.0199873032	0.0872637529	-0.0342592775	-0.1346829141	-0.097581856	0.1039669647	0.183436161	-0.1267450458	0.0358972715	-0.0043229934	0.0218317041	-0.1695408125	-0.1092472992	0.0309981653	-0.0559739308	0.0964408127	-0.1378170228	0.1405891533	-0.0639330156	-0.2349012679	0.1382632435	-0.2517310514	0.0670449545	0.1484781198	-0.0172242709	0.1403276933	-0.0519776414	-0.0956053557	0.2316395195	-0.0327395975	0.1175720926	-0.1802057334	-0.0599539712	0.1346427461	0.0023733025	0.1231105615	-0.0270484649	-0.0328437594	0.0976294073	-0.0081096529	0.0111248457	0.0724457675	0.0861282664	0.0718292012	0.1470372338	-0.2266977088	0.0207170681	0.1911711567	0.1305837903	-0.2891807169	0.0728350164	0.1531573254	0.1524510324	-0.0428666432486863	0.0206531684223706	0.0018375491034101	0.0004265533658828	0.0677275272304882	0.0495138625053498	0.0024516225801986	0.0045870179447565	0.1928101709693237	-0.0071752862126146	0.0371757620292198	5.14847322329383e-05	-0.0009799723879379	0.0008482979843227	7.196094702061254e-07	9.6034588112071e-07	0.0006792632946945	-0.0002616599956944	6.846595334679342e-08	4.613986235192271e-07	-0.0015561698922342	-1.0263896231999144e-06	1.053475658612462e-12	2.421664733496201e-06
1170.4233939121575	0.591876659171021	0.3503179796714489	1369890.9210168535	1965.397760533575	1.280867960914975	1.6406227332984855	3862788.357110392	1112.5904586825675	-0.631088964196806	0.3982732807309975	1237857.528751486	1374.0742226064758	1251.5222367997603	1.221047	21.217789	0.0612666873311557	0.0337524983615389	0.0539686148	-0.0615725169	-0.082110014	0.0045184826	-0.0846674722	0.003735959	0.0792799646	0.0176529301	0.0655179469	0.1515657295	-0.1537950641	0.0349657897	-0.1517165126	-0.0566509955	-0.0704559657	0.112383166	-0.078154576	-0.0572947362	-0.0711017284	0.2128225632	0.0095180983	0.0888965915	0.026890491	-0.1464480042	0.0989463856	0.067035739	0.0503839602	0.0129726799	-0.0343314017	0.0078257305	0.2477558866	-0.1193343826	-0.0901347097	0.0505721037	0.0845477341	0.0084310147	0.1347902211	-0.3122587758	0.0599926147	-0.0466067793	0.0155331982	0.0141894445	-0.179670319	-0.0101413989	0.1039327282	0.1027722189	0.0469576747	-0.1097784828	0.0217170484	0.0162890882	0.1461180499	-0.0863702403	-0.1517679812	-0.1163174389	-0.0042612934	0.0297000111	0.0022584222	0.125206429	0.0399352661	-0.2855160017	-0.0476752955	0.1450592962	-0.0659307416	0.141528931	-0.1026950185	0.045580224	-0.1596160512	-0.1541581473	-0.0178659883	0.0199610058	0.2149802396	-0.1989307006	0.1162084266	0.0252600564	-0.0118464451	0.056477137	0.0156449733	0.0268649681	-0.0481548554	0.2150813375	0.0899594014	0.1521573345	0.0321378013	0.0910727599	0.0943069856	-0.0331421956	0.1527386503	0.1507811905	-0.0365415522740164	0.0063250909746698	0.0013352850425946	4.000677583785061e-05	0.0763416839167518	0.0086141566862636	7.420369541550011e-05	0.0058280527032452	0.1820426035541515	-0.0107675674151722	0.0331395095087739	0.0001159405080402	-0.000480044121366	0.0004999282665719	2.499282717175849e-07	2.3044235845805495e-07	0.0006788235000749	-4.3979461960001926e-07	1.9341930742912557e-13	4.608013442539377e-07	-0.0013453405083247	0.0002108293839094	4.444902911965932e-08	1.8099410833393624e-06
1170.0092900734114	-0.4141038387460867	0.1714819892642449	1368921.7388580882	1965.882947210056	0.4851866764811348	0.2354061110348093	3864695.762131296	1112.8743422215612	0.2838835389936776	0.0805898637115748	1238489.3015750723	1373.6518359549827	1251.932637942921	1.063444	18.479174	0.0202864414508128	0.0112038545876128	0.0265356102	-0.1059776891	0.0715988885	-0.0211173977	0.0335208543	-0.0483373272	0.0441224625	0.0429963121	0.0078268043	0.0950103475	-0.0701791865	0.0810014971	-0.0987266814	-0.0518186911	-0.0623376401	0.0473617121	-0.1061414716	0.025492592	-0.1271523066	0.144162604	-0.0604386233	0.0432744961	0.0784275295	0.0458517525	-0.0931519172	-0.1329015704	0.0158556868	0.0413425396	0.1726387318	0.0298044773	0.1647567711	-0.0299848612	0.0426833171	-0.0834716801	-0.039843225	-0.1274152856	-0.0055514112	-0.0490749284	0.0054789063	0.0185307669	-0.028396171	0.0668316111	-0.125488364	0.0818204487	0.0466214828	0.0656743901	0.0161226006	-0.0681334905	-0.0355962084	0.0495538739	0.0298460909	-0.2191606757	-0.1786434112	-0.085472937	-0.1036468711	-0.107803641	0.0168651661	0.1061650102	-0.1408284102	-0.0810159246	-0.084385831	0.0748230416	-0.0468879207	0.1147645546	-0.1287072166	0.0398567983	-0.1504818389	-0.0880172869	0.0491134532	0.0260022113	0.0962698314	-0.1742231521	0.2018350287	-0.0180349661	0.0916762945	0.0405684058	0.1295817741	-0.0070716596	-0.2106445769	0.0724975499	0.021517401	0.0032066751	-0.0915902142	0.164964375	0.0340814492	-0.0146255625	0.1521113526	0.148287834	-0.0356188644117452	0.0009226878622711	0.0012687035019822	8.513528911825919e-07	0.0674016571400955	-0.0089400267766563	7.992407876733185e-05	0.0045429833852309	0.1819646998466311	-7.790370752039366e-05	0.0331111519902745	6.068987645423041e-09	-0.0004371334077375	4.29107136285e-05	1.8413293441071354e-09	1.9108561616019945e-07	0.0005662829032275	-0.0001125405968473	1.2665385938768998e-08	3.206763264877662e-07	-0.0012938753567133	5.146515161139997e-05	2.648661830384385e-09	1.6741134387099695e-06
1170.2002116922467	0.1909216188353184	0.0364510645386986	1369368.535444579	1967.8679290316	1.9849818215438968	3.940152831859728	3872504.186111118	1113.4374027210092	0.5630604994480564	0.3170371260386946	1239742.849778107	1373.7055461726072	1237.5806633411755	1.296062	22.521307	0.0687511285858099	0.0345133519336198	-0.0772036683	-0.0731694163	0.1577100144	0.0241064556	0.016889276	-0.0233498852	-0.0486676059	0.1373432067	0.0307823707	0.1477515435	0.1273816995	0.1280723452	0.1188937284	-0.0236799165	0.043294797	0.1439623797	-0.1906965125	-0.0054963505	0.0958200389	0.0315077329	0.0090597723	-0.0652955047	-0.193553749	-0.2453001371	-0.0543675865	-0.1244993288	0.0960808037	-0.2019943332	0.1483643402	0.0183434295	-0.1719258712	0.1047471525	0.0070233531	0.1243381959	0.1250655544	-0.0212820785	-0.0377909283	0.1034612378	0.0490833673	0.0640321155	0.0278625218	0.1097358545	-0.0873901692	-0.0962671714	0.0652281231	0.1838608921	-0.0597001765	0.0149204948	-0.0701690045	-0.1106445243	0.1024384638	0.0167475002	-0.1391877642	0.152281512	-0.1320339417	0.0435663079	0.1375608208	-0.0322612441	0.0903861891	0.0616175269	0.1511559943	-0.0888434966	0.0246317488	0.1257470517	-0.168960835	-0.0520708766	-0.1276961407	0.0184357255	0.1076494502	0.00458932	-0.0071446819	0.0550788986	0.0221618069	0.1141583625	-0.0323062089	-0.0435227118	-0.1955840692	0.0383062312	-0.1225310447	0.059165193	0.2870716442	-0.206205695	-0.0948119243	0.0187566518	-0.0279617371	-0.0874244519	0.151276289	0.1449845808	-0.0429987488860206	-0.0073798844742754	0.001848892405763	5.446269485365109e-05	0.0392092506884722	-0.0281924064516232	0.0007948117815335	0.0015373653395514	0.1824650664219973	0.0005003665753662	0.0332935004643838	2.503667097437004e-07	-0.0005760743887949	-0.0001389409810574	1.9304596217192797e-08	3.318617014254176e-07	0.0008227991584772	0.0002565162552497	6.580058920732923e-08	6.769984551907885e-07	-0.0010357631713295	0.0002581121853838	6.66219002436012e-08	1.072805347082543e-06
1172.0542467809669	1.8540350887201384	3.437446110205492	1373711.1573972995	1972.913190585464	5.045261553864066	25.45466414689885	3892386.457586115	1116.798990346475	3.361587625465745	11.300271363684429	1247239.984838906	1375.9742262984084	1259.2406269212202	1.19069	20.690277	0.0659786299871431	0.0342938033321661	-0.1298967083	0.0280205742	-0.1427351324	-0.1118828683	0.1135891507	0.0543015399	0.0079524709	0.0036182073	0.1409565788	-0.0038918177	-0.109232408	0.0210351896	0.2030877154	-0.0217572321	0.0783532177	0.0789936169	-0.0499776075	-0.0758339689	-0.0246132291	-0.0685449003	-0.0757143682	-0.1068113645	0.0302656761	-0.1022045394	0.1956003788	0.0613862288	-0.1025424031	0.098494536	-0.0046453917	-0.0269406099	-0.2293097201	0.0453233593	0.0197669585	0.0466668448	0.0785728389	-0.146981441	-0.1411197032	0.0189854043	-0.1428407198	0.0796811459	0.0831520892	0.0015583949	-0.0613233389	-0.0514498148	0.16210547	-0.0358193035	0.037502666	-0.0834687957	-0.2083935194	-0.1140970586	-0.258648917	-0.0166862567	-0.2658735859	0.0758304685	0.0893991915	0.0389356336	0.0330070559	-0.0419057101	0.1353574332	-0.0056357906	-0.0127483095	-0.1433291938	0.0845936097	0.1607037648	-0.1027559171	-0.0352275587	0.0842092107	0.0581850366	-0.0498256409	0.0176462797	0.1014456207	-0.061107571	-0.1703050734	-0.0325614729	-0.2028820825	0.0337911396	-0.1014133328	-0.0769858658	-0.0465998797	-0.0457492483	-0.0374886886	-0.019057618	-0.2187747924	0.0904706281	0.020757402	0.0137765537	0.1502346003	0.1408894722	-0.0404669563146882	0.0025317925713324	0.0016375745533748	6.409973624253941e-06	0.0205709677721159	-0.0186382829163562	0.0003473855900701	0.0004231647150814	0.1662922294913329	-0.0161728369306644	0.0276531055891981	0.0002615606543858	-0.0002561876980391	0.0003198866907558	1.0232749492269684e-07	6.563213662657308e-08	0.0005911357197929	-0.0002316634386843	5.366794882303446e-08	3.4944143921507e-07	-0.0010569273932652	-2.1164221935700015e-05	4.4792429014356575e-10	1.1170955146343706e-06
1170.9716024638956	-1.0826443170712992	1.1721187172867795	1371174.4937768634	1967.529082682596	-5.3841079028679815	28.98861790972545	3871170.6912018177	1114.086444846315	-2.7125455001598766	7.3579030904375955	1241188.6065903015	1374.3785619695543	1238.1428876426005	1.073183	18.648394	0.0342316013460329	0.0180233950444925	-0.1593184078	0.0304292999	-0.1176637243	-0.0806672477	0.1836352028	0.0553802362	-0.0274982434	-0.0003646484	-0.040874001	0.0229940469	-0.0483103681	-0.01287376	0.0901593404	-0.031496944	0.0588101443	0.208747093	-0.0621152466	-0.1085023994	-0.0228995915	-0.0119901965	-0.0183884196	-0.0289431931	-0.1613504004	0.0839099603	0.0218820613	0.0462217275	-0.1790001294	0.1871762153	0.1174316688	0.0159428537	-0.0305409407	-0.0994571013	-0.0707179356	0.1036256397	0.0355062056	0.144859792	0.1455291638	-0.0196016135	-0.0498218389	0.1687310199	0.0810577444	0.0492362539	-0.1055117736	0.039063611	0.037927406	-0.0740172695	-0.0365030196	0.0104722613	-0.1177701507	0.0218499913	-0.2803379139	0.0561999966	-0.0037970342	0.0317577498	0.081446535	-0.1872376663	0.0241311777	-0.1253872508	0.0390435943	-0.0260176761	-0.0896450649	0.1569359378	0.0780038731	0.1274032704	-0.109938697	-0.0732281123	0.0821659791	0.0980058145	0.0694967099	0.1015539719	-0.0369570282	-0.0061972257	-0.0870550798	0.025529783	-0.1332075313	0.0008829944	-0.0842827325	-0.0526132138	-0.058401378	-0.3027585112	-0.1241329913	-0.0772562507	-0.1828304565	0.038132535	0.0843545437	0.1649796473	0.1489877092	0.136024874	-0.0296039029644674	0.0108630533502207	0.0008763910707296	0.0001180059280897	0.0275568118688482	0.0069858440967322	4.8802017743849485e-05	0.000759377880375	0.1638609065834231	-0.0024313229079098	0.0268503967063413	5.911331082527045e-06	-0.0002792075000753	-2.3019802036199977e-05	5.299112857858366e-10	7.795682809829865e-08	0.0006676231125213	7.648739272840001e-05	5.850321246388499e-09	4.457206203726284e-07	-0.0008774069682064	0.0001795204250587	3.2227583013292215e-08	7.698429878571466e-07
1171.3351578724737	0.3635554085781223	0.1321725351064054	1372026.052068133	1970.806133099456	3.2770504168599928	10.739059434642252	3884076.814262431	1114.214505766138	0.1280609198229285	0.0163995991858945	1241473.964859679	1374.30152081921	1254.7159703063965	1.099581	19.107101	0.0926842924080317	0.0496511003834941	-0.1605475222	0.0632817603	-0.1422147067	-0.0750844672	0.066816158	0.0594899618	-0.0269657324	0.1318007226	-0.0335706346	0.1051482431	0.1894864441	-0.1054354058	0.2675799567	0.1740314547	0.0092385502	0.166235224	-0.017741861	-0.0057984919	0.1614383882	-0.040960915	0.1173156449	-0.0083506967	-0.0877239936	-0.066938556	0.0925894481	0.0845941127	0.0290126218	-0.0044061272	0.1272330091	0.0359760648	-0.1262216823	0.0432018029	-0.0977409145	-0.1959041194	-0.1999667909	-0.0356977921	-0.2252748554	-0.0995431921	-0.1736341737	0.0797299598	0.1246114854	0.0552053782	-0.0148071459	-0.1469556903	-0.0465873652	-0.0311949559	-0.0432850145	-0.0590700714	-0.2270794558	0.2304946005	-0.0034919659	0.1873094791	-0.0383157815	0.3367775531	-0.0898340905	-0.0577230325	-0.054719998	-0.1538448528	-0.0849782983	0.0608834899	0.181087955	-0.0611701233	0.0859475513	0.1284094334	-0.0102750113	-0.0734702204	0.1276454996	-0.0181298414	-0.0026170813	0.094143653	-0.008649373	-0.0712934389	-0.0914298408	-0.1121282171	-0.1542179361	-0.0120720822	-0.0469206397	0.0738605152	-0.0508729048	-0.1935358376	-0.1473324145	-0.0454345679	-0.1374057838	-0.1102707312	0.050595985	-0.0054046177	0.1475373187	0.1304173552	-0.021000909886979	0.0086029930774884	0.000441038216081	7.401148989131334e-05	0.0543047215377896	0.0267479096689414	0.0007154506716578	0.0029490027812968	0.1267739930508611	-0.0370869135325619	0.0160716453140597	0.0013754391553717	-0.0001513002962917	0.0001279072037836	1.6360252779739376e-08	2.2891779657956204e-08	0.0005810521346092	-8.657097791210005e-05	7.494534216657314e-09	3.376215831339078e-07	-0.0006869556273213	0.0001904513408851	3.627171324493256e-08	4.719080339084008e-07
1172.4369162784135	1.1017584059397905	1.213871585058988	1374608.3226524356	1966.5538447365832	-4.252288362872832	18.08195632102371	3867334.024248237	1114.4772423750517	0.2627366089136558	0.0690305256634473	1242059.5237718998	1374.8446067032337	1256.955786639127	1.150715	19.995646	0.0351307823447846	0.0160933055039712	-0.103970892	0.1325290472	-0.0187563907	-0.0689880756	0.078079998	0.1322621012	-0.1444552128	-0.0405114332	-0.1012885388	-0.0529153701	-0.0963170537	0.0173490726	0.1411659327	0.2367907938	-0.077206452	0.1892750462	0.1098340705	0.0197179864	-0.0206833077	-0.0668925044	0.0671852441	-0.0649652828	-0.0757045592	-0.0666577674	0.2272745721	0.1525328481	-0.102631932	0.1358411619	-0.1104160014	-0.0428214219	-0.0707989297	0.3298614202	-0.0663773356	0.0377061222	0.0720223857	0.0235152738	-0.1092343416	-0.0064854974	0.2527358004	0.032884722	0.1601980982	0.0613911439	0.0287288149	0.1189314002	-0.0952863905	-0.0970609635	0.1296238997	-0.030299447	-0.0611880373	0.1328309585	-0.2228484117	0.0901630517	-0.0734475992	0.022146263	0.1004316191	0.3115364041	-0.0343059432	0.1122442392	-0.0926869131	0.0662269096	-0.0577984507	-0.0889445882	0.0633082772	0.1446987181	0.0720947798	-0.0365507864	0.0958933041	-0.1615544394	-0.1139292306	-0.0713562784	-0.1320561747	0.063958416	0.0445281284	-0.2792261289	0.0537787863	-0.0541069859	-0.0614343107	-0.014455794	-0.041645857	-0.0607904188	0.1194100557	0.2267779362	-0.1406989178	-0.0475588554	0.0529852183	-0.3148245665	0.1458854101	0.124097542	-0.0131416135413928	0.0078592963455861	0.0001727020064713	6.176853904774457e-05	0.0597097726806339	0.0054050511428443	2.9214577856762476e-05	0.0035652569535729	0.1366187581423332	0.0098447650914721	0.0186646850763533	9.691939970626792e-05	-9.186165474725956e-05	5.943864154444042e-05	3.532952108648479e-09	8.438563612904716e-09	0.0004070314852537	-0.0001740206493554	3.0283186402109873e-08	1.65674629987833e-07	-0.0006799815229236	6.974104397699989e-06	4.863813215001833e-11	4.6237487151749845e-07
1171.9409439483918	-0.4959723300216865	0.2459885521471407	1373445.5761026477	1968.8935874825088	2.339742745925605	5.474396117111491	3876541.9588297433	1114.18835678269	-0.2888855923615665	0.0834548854740931	1241415.6943901111	1375.5903188935226	1249.411006344882	1.113728	19.352932	0.0328473031578386	0.0216114243795556	-0.0247555881	0.1863419145	0.1419720566	0.0169135121	0.0022524238	0.1481170218	-0.1062521516	-0.0776219571	-0.2563211066	-0.0078357383	0.0485808534	0.0516718068	-0.0371284744	-0.0305764466	-0.1679885625	0.1097125179	0.1074808665	-0.0105054081	-0.1199658583	-0.0222757063	0.0291477322	-0.0563956387	0.2293346221	0.1158565902	-0.0267119502	0.0667297637	0.0519914576	-0.1129328142	0.0544136035	-0.0054117624	-0.0080107095	-0.0418569691	-0.0947077908	0.0260242619	-0.0591621491	0.015015932	-0.0648708455	0.1421123608	-0.1182820441	-0.0128714474	0.1444431184	0.0084688003	-0.110839777	0.206841945	-0.1850353504	-0.0706458243	-0.0860766466	0.0870385811	0.0634650447	-0.0033933337	-0.1085986905	0.0263497657	0.0910681135	-0.1075684335	0.0525953761	-0.0481110643	0.0483270048	-0.1100888494	0.0691110071	0.1650473092	0.1327292626	0.1436951403	0.0081805651	0.1329492618	0.0775024734	0.0157349113	0.0069834734	-0.0089991551	0.0819108477	-0.0187330394	-0.2468121849	0.1571660652	0.1230010727	-0.0572992279	0.1182453024	-0.0337996025	0.0376214019	-0.0681409713	0.0630713788	-0.185360044	0.018260427	0.1668798975	-0.1382681839	-0.1276868484	-0.0610589173	-0.0866794716	0.1440342395	0.1170999511	-0.0123976303146093	0.0007439832267835	0.0001537012374177	5.535110417351889e-07	0.0443607478946148	-0.0153490247860191	0.0002355925618818	0.0019678759537695	0.1367149146031323	9.615646079907948e-05	0.0186909678749417	9.246064953404906e-09	-0.0003983528606448	-0.0003064912058975	9.393685929252853e-08	1.5868500158389546e-07	0.0004336356535898	2.66041683361e-05	7.077817728555458e-10	1.88039880064253e-07	-0.0006799141234725	6.739945109998906e-08	4.542686008579817e-15	4.62283215297378e-07
