global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1119.5171711069477	n/a	1253318.6964033027	n/a	1284.013966046847	n/a	n/a	1648691.8650033537	1244.4556545119688	n/a	n/a	1548669.8760468126	1269.063686208522	959.1122680942664	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-3.116769988764645e-07	n/a	9.714255162863965e-14	n/a	2.5729002473440232e-05	n/a	6.619815682782934e-10	n/a	0.0178137084336924	n/a	0.0003173282081606	n/a	0.0001539997758739	n/a	2.371593096921143e-08	n/a	-1.0229816993501116e-11	n/a	1.046491557205242e-22	n/a	-4.733010966657958e-12	n/a	2.2401392810504497e-23	n/a	0.0	0.0	0.0	0.0	0.0
1122.7015783956767	3.184407288729062	1260458.8341321438	10.140449780510776	1289.0341663360596	5.020200289212653	25.202410943810804	1661609.0819817	1248.1435412671192	3.68788675515043	13.600508718813968	1557862.2996068248	1272.1338241090166	979.1350423834295	1.398837	24.506918	0.127825636294491	0.0678219542458841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-3.8910315922180416e-05	-3.859863892330395e-05	1.5140126851638871e-09	1.4898549267315948e-09	-0.0302502404093303	-0.0302759694118037	0.0009150770448222	0.0009166343238244	-0.0340460239696653	-0.0518597324033577	0.001159131748143	0.0026894318449478	-0.0006789998454801	-0.000832999621354	4.610407901619997e-07	6.938883691759073e-07	-7.999996411056642e-05	-7.999995388074943e-05	6.399994257691916e-09	6.399992620922036e-09	-2.7146306387677843e-08	-2.7141573376711185e-08	7.369219504936789e-16	7.366650053633975e-16	0.0	0.0	0.0	0.0	0.0
1122.7937846800469	0.0922062843701496	1260665.8829161434	0.0085019988773489	1289.8200474518997	0.785881115840084	0.6176091282340556	1663635.7548088208	1248.2981292310967	0.1545879639775194	0.0238974386067148	1558248.2194418558	1272.7767329845024	963.1957403783048	1.33106	23.319502	0.1498330544429933	0.0924606543683466	-0.0698845681	-0.0338490658	0.0183157952	-0.1087221793	0.0658396018	-0.232140146	0.1084711638	-0.1438346537	0.0072485311	0.0545260356	-0.0132996145	0.2435481548	-0.0833392747	0.0001568034	-0.0956689847	0.0891528881	-0.0523103108	0.0148515798	-0.1971030015	0.0980228831	-0.1063477095	0.1590884651	-0.0533367199	-0.0504986865	0.0310959173	-0.112123255	0.2305631233	-0.0293020683	0.0340191156	-0.1191423932	0.0110258974	-0.1665579979	0.0300381905	-0.1116905695	0.1124108614	-0.2121819866	-0.031500304	0.0045451658	0.0754693921	0.1611977725	-0.1963272037	-0.0282118768	0.0153929826	-0.0269166251	0.1080543102	-0.0618907026	-0.0105562239	0.0031939113	-0.0972307624	-0.0236291116	-0.0942707897	-0.1401545737	-0.0621152306	0.2347041636	-0.2031322599	0.1833372629	-0.1041967638	-0.1463945882	0.0933104349	-0.0755908844	0.043645237	-0.072271779	0.1840856788	-0.1254327443	-0.1009073134	0.0345019272	-0.1812340122	0.0718625123	-0.2348323005	0.0625753886	-0.0066616584	0.0089448425	-0.0619334964	0.0223554206	-0.068905727	0.0212023447	-0.1960190119	0.0065753996	0.076401125	-0.1256963984	0.1062838995	0.1552023069	0.1551189223	0.0	0.0	3.480039447367744e-05	7.371071039585786e-05	1.2110674555235594e-09	5.433268827062028e-09	-0.0972353497750049	-0.0669851093656746	0.0094547132458675	0.0044870048767313	0.0314276736107643	0.0654736975804296	0.0009876986685847	0.0042868050748535	-0.0004269995495928	0.0002520002958873	1.8232861535245409e-07	6.350414912728676e-08	-0.0001740003396966	-9.400037558603358e-05	3.0276118214532194e-08	8.836070610315379e-09	-3.721056292038455e-08	-1.0064256532706709e-08	1.3846259928518977e-15	1.0128925955612965e-16	0.0	0.0	0.0	0.0	0.0
1123.413041885887	0.6192572058400856	1262056.8626793015	0.3834794869848701	1290.5373030442458	0.7172555923461914	0.5144555847518859	1665486.5305487155	1250.4869439458273	2.188814714730597	4.7909098554211855	1563717.5969789743	1273.8208908486874	958.6800726772694	1.264372	22.151163	0.1368393826341722	0.0755661753652408	0.1743528083	-0.0566880847	-0.0149581561	0.1416544591	-0.0421817387	0.1346008781	0.0321156341	-0.0565155207	0.1142389158	-0.0483125087	-0.1507098996	-0.0474047957	-0.3285956703	-0.2151488614	-0.0135376204	-0.0735646984	-0.1772324487	0.0127374854	0.0844557809	-0.0807418157	-0.1135911622	0.1992557749	0.18980594	0.1519056903	0.0595475159	0.1660997488	-0.076934557	-0.1235615683	-0.271087582	0.0231988071	-0.1475913869	0.0062483064	-0.0268295673	-0.0838443128	0.1853453937	0.1110818419	-0.063742875	0.0453133829	-0.0766777861	0.2354583067	-0.0369044961	-0.085811412	0.0360887883	-0.0090498257	0.2173010569	0.2147270176	0.0025825292	0.0008035244	-0.2984861593	0.1326191604	0.0472874169	0.0898262923	-0.0093865396	-0.1196385169	-0.0838418112	-0.0634914643	-0.0118171912	0.1260291647	-0.1346189671	-0.0311731901	-0.0639545765	-0.0877943817	0.117169769	-0.0494541776	-0.1997711343	-0.0636949382	-0.0069720518	0.0832793637	-0.1468985646	-0.0765410339	0.030787695	0.0742976776	0.0673459692	-0.027744279	0.0564926447	-0.0412164495	-0.0637806089	-0.0537626582	-0.0424935008	0.1048705588	-0.013131229	0.1549799811	0.1542304152	0.0	0.0	7.905978483790932e-05	4.425939036423188e-05	6.250449578616517e-09	1.958893635413461e-09	-0.0390994211445132	0.0581359286304917	0.001528764733836	0.0033797861977296	-0.0155249673261934	-0.0469526409369577	0.0002410246104793	0.0022045504909548	-0.0008300000538477	-0.0004030005042548	6.889000893871849e-07	1.6240940642970365e-07	-0.0004049998585782	-0.0002309995188815	1.6402488544836198e-07	5.336077772353066e-08	-1.682609535915694e-07	-1.3105039067118484e-07	2.8311748503544263e-14	1.7174204895070173e-14	0.0	0.0	0.0	0.0	0.0
1122.4019931077528	-1.0110487781341817	1259786.234132256	1.0222196317666217	1288.893084526062	-1.644218518183834	2.703454535538643	1661245.3833391063	1249.172457614577	-1.3144863312502366	1.7278743150437068	1560431.8288628424	1271.346170620208	972.4036174409844	1.348541	23.625771	0.1377373750807858	0.0648295802629852	-0.1149023795	-0.0472450043	0.1262724174	-0.0808594517	0.1265250084	-0.2528706344	-0.0064708738	-0.0645183618	0.1080226331	-0.1743772017	0.076217594	0.0084504794	0.0188843357	0.0567241502	0.0006000455	-0.18965076	0.1648538112	0.0589691477	-0.0844129111	0.0945127298	-0.1103800456	-0.0019473038	0.2338072456	-0.0780409212	0.0383126064	-0.0358068308	0.0125782187	-0.0331101624	0.1362010501	-0.0426108288	0.1288650005	0.0154674182	0.0299729492	0.1008279827	0.0941780465	-0.2166738897	0.0645377885	0.0339838827	-0.2054241064	0.130320936	-0.1078184539	-0.0858804332	-0.040144228	0.0193137768	0.0670574268	-0.0610131661	-0.0325086038	-0.0076924684	0.0301243782	0.0106644137	-0.114742754	-0.038775176	0.0223975738	-0.0070206424	0.3176662502	0.0841560881	-0.0021287995	-0.0858612872	0.1045096547	-0.0448350032	-0.0812453666	-0.0778208701	0.1928684771	-0.0605641095	-0.1140632734	-0.0987865671	-0.1670044012	0.0716571698	-0.0644408988	0.0690592991	-0.126683018	0.0280849287	-0.0971487596	0.0918821578	-0.0119262778	0.1579938657	-0.0161159887	-0.0109960989	0.0948871532	-0.1837546876	-0.1933768487	0.154535648	0.1524584902	0.0	0.0	4.144021957586119e-05	-3.761956526204813e-05	1.717291798495589e-09	1.415231690505498e-09	-0.0760970354184706	-0.0369976142739574	0.0057907587994799	0.0013688234619645	0.0308697094388534	0.0463946767650468	0.0009529389608392	0.0021524660321331	-0.0002079904908091	0.0006220095630386	4.326004426701032e-08	3.868958965114701e-07	-0.0001080173537391	0.0002969825048391	1.1667748708797862e-08	8.819860818050604e-08	0.0001669889606991	0.0001671572216526	2.7885312995365564e-08	2.7941536750647057e-08	0.0	0.0	0.0	0.0	0.0
1123.9812852225753	1.579292114822465	1263333.9295305922	2.494163583940414	1291.8643603691687	2.971275843106696	8.828480135829407	1668913.5255920414	1251.288387551365	2.1159299367880067	4.477159497395698	1565722.6288208952	1273.887222655276	971.232365136736	1.341002	23.493689	0.0886128181626357	0.0456892851612661	0.1921528689	0.0405958083	0.0894474927	0.0363744425	0.0243360953	0.1317469963	0.1266723488	0.041764056	-0.0996759716	-0.0717382196	0.0159232507	-0.0202509518	0.0425345103	-0.0240872464	-0.1055029886	-0.0167301181	0.1742276558	0.206292609	-0.028953467	-0.1478307199	-0.0632511159	0.0776002635	-0.0194698386	-0.0291252709	0.0575974057	0.2230147579	0.035283895	-0.0581802399	-0.0051127868	-0.1600000922	0.0516718633	-0.0751967427	0.0100182126	-0.0151344102	-0.2730701473	0.0449930035	-0.1367535254	0.1171755418	-0.0250394646	0.1106715186	0.0384210327	0.0920714268	0.0042886005	0.1136356809	-0.0291484231	0.1302159354	-0.0797231939	0.0413391616	0.0032432915	0.2039513893	0.2046946975	-0.082428521	-0.0077948776	0.1626061446	-0.0855578718	0.1687696807	0.0108857096	0.1265375872	-0.1212733514	0.0507424103	0.0136934683	-7.42945e-05	0.0870841457	-0.1394877096	-0.0936716045	-0.2028682502	0.0363939884	0.2079734426	-0.0120568519	0.1212353139	0.0105906944	-0.0818172324	0.0584065767	-0.0575987329	-0.0004784643	0.048958122	-0.0942523383	0.0754163353	0.063790566	-0.0558591375	0.0188596706	0.153869944	0.1498132968	0.0	0.0	3.3945783812328045e-05	-7.494435763533147e-06	1.1523162386333128e-09	5.6166567413724666e-11	-0.06376312837466	0.0123339070438105	0.0040657365401233	0.0001521252629653	-0.0104996443725795	-0.0413693538114329	0.0001102425319506	0.0017114234347755	-0.000662999549435	-0.0004550090586259	4.395684025510131e-07	2.0703324343162777e-07	-0.0001839996637664	-7.598231002730001e-05	3.3855876266148256e-08	5.773311437084735e-09	-6.092808027405915e-08	-0.0001670498887793	3.712230965882196e-15	2.7905665341201244e-08	0.0	0.0	0.0	0.0	0.0
1125.911641024063	1.930355801487849	1267677.0233934987	3.726273520337796	1293.1678857069749	1.3035253378061498	1.6991783063026369	1672283.1806238475	1250.8256490546537	-0.4627384967113812	0.2141269163387089	1564564.8043329958	1275.066155738019	976.1192943701584	1.363923	23.89525	0.1160806936123032	0.0642039075175901	-0.0809102017	0.0014961149	0.0562553383	0.0056233112	-0.0528238313	-0.0864681693	0.1049427938	0.0144107946	-0.193036623	0.0487440103	-0.1207911422	-0.1172467829	0.2540618496	0.1403943239	-0.0293939634	-0.0058236244	-0.1523452999	0.123078791	-0.2297664663	0.0141436164	0.0667269235	-0.1524216575	0.0615053299	0.012751303	0.0386594419	0.0770972153	-0.227745823	-0.0742458741	0.0151055977	0.0364255429	-0.0651943756	0.0954203234	0.1871664047	0.0303154271	-0.0565089965	-0.1928612279	-0.1774994469	-0.1225128083	0.0358971718	-0.1971160605	0.1019791851	0.0358651004	-0.087171145	0.0057161844	0.0779557926	0.1389149858	0.0912698743	-0.1602399219	0.0324415581	0.2832704044	-0.1056050237	0.0203040775	-0.1257674491	0.0678404491	0.1079156265	-0.1886772749	0.2322886163	-0.3127855412	-0.0227975619	-0.0817537229	0.043026477	-0.0427331792	-0.0810554497	-0.0139435148	-0.0186823666	-0.1087969471	0.0753508634	0.2852215883	-0.0984523175	0.029184461	-0.1738135985	-0.03751421	0.0999152166	-0.1446591817	0.0173013555	-0.1666675442	0.1844570935	-0.2086119179	-0.2166042256	0.0418696258	0.1991205913	0.1529838229	0.1463099864	0.0	0.0	5.8516896174865e-05	2.457111236253696e-05	3.4242271379399302e-09	6.037395627324164e-10	-0.1103547100231594	-0.0465915816484994	0.0121781620242955	0.0021707754805087	0.0336641493523615	0.0441637937249409	0.0011332749516181	0.0019504406761791	-0.0002899998211669	0.0003729997282681	8.409989627683396e-08	1.391287972880765e-07	-0.0003169998951684	-0.000133000231402	1.004889335367766e-07	1.7689061552985546e-08	-4.594522036861348e-08	1.498285990544567e-08	2.110963274720455e-15	2.2448609094621143e-16	0.0	0.0	0.0	0.0	0.0
1126.5378471582396	0.6262061341765275	1269087.5210799212	0.3921341224803111	1294.5794404103206	1.4115547033457003	1.9924866805373689	1675935.9275330987	1252.7448374277135	1.9191883730597965	3.683284011287909	1569369.6277017882	1276.1071272342765	958.8995294463768	1.366836	23.946274	0.2010190092408308	0.1220937908764613	0.1427524988	-0.1139869384	-0.155210043	0.1537315354	-0.221243792	0.0755234914	-0.074233419	-0.0024107271	-0.1207160124	0.068735669	-0.0760042403	0.1431734971	-0.0989230416	-0.0428430492	-0.0633478578	-0.0095540926	0.0736483347	0.0109729933	0.0794420359	-0.1678985731	0.1278405804	-0.0542319998	-0.0116675885	0.0865396815	-0.0595640819	-0.0132915582	-0.0841130591	-0.0616082455	-0.0452206824	-0.0757689454	0.0569858806	-0.0203614683	0.2116594527	0.1366922215	0.0240035221	0.1959127143	-0.1138712278	-0.1040686866	0.0095202475	-0.0037030574	0.0326532269	0.0354886021	-0.0279718633	-0.0627993923	0.0878891755	0.1071327371	-0.1525736779	0.0502459688	0.0129822724	0.1339432809	-0.0711258915	0.1363764983	0.1542511638	-9.44763e-05	-0.0678958465	-0.0443839335	0.1739607202	0.1388275254	-0.1142006826	-0.094708903	0.0272887068	0.0109508917	-0.1236215352	0.0410128547	-0.13886978	-0.0357847658	-0.0882653632	0.0219218401	-0.0407674491	-0.1942178348	0.0446961743	0.1849928319	0.0915438134	0.0822115442	0.0548928173	-0.0219252261	-0.06816413	-0.071118518	-0.1132986878	0.064474632	-0.0184845301	0.1518785538	0.1419686256	0.0	0.0	-0.0095887887290331	-0.0096473056252079	9.194486929003222e-05	9.307050582616924e-05	-0.0320319662441761	0.0783227437789833	0.001026046861468	0.0061344521930682	-0.0573312429528556	-0.0909953923052171	0.0032868714185193	0.0082801614207803	-0.0003230001484756	-3.300032730870004e-05	1.0432909591525967e-07	1.089021602481334e-09	-0.0007249999947389	-0.0004080000995705	5.25624992371405e-07	1.6646408124953792e-07	-1.1686896961871109e-07	-7.092374925009763e-08	1.3658356059739216e-14	5.030178207690722e-15	0.0	0.0	0.0	0.0	0.0
1124.369175436204	-2.168671722035697	1264206.042671089	4.703137037957275	1291.6579280266394	-2.921512383681147	8.535234608002298	1668380.2030340713	1251.1357491734516	-1.6090882542619056	2.589165010003627	1565340.662859814	1273.901946802342	974.1009740936622	1.33348	23.361904	0.0776774439650729	0.0465247059532179	-0.1069819675	-0.0502951324	0.1076777769	-0.0802192815	0.023098446	-0.0878717051	0.0065317713	0.0863241599	0.0011573392	-0.0640949048	0.0254808912	0.159852468	-0.0904720134	-0.0235105617	-0.0828756247	-0.1662059573	0.0616414833	0.1477126692	0.0437127798	0.0900711251	-0.1077768895	0.1886667402	-0.0663448791	0.0218148862	-0.0761825399	-0.0246477876	-0.1671647029	-0.124668749	0.0456284546	0.1012837004	-0.0618710649	0.0274993888	0.0048094919	0.1655985429	-0.2224285321	-0.0471716018	0.1325456315	-0.0342432668	-0.0355972032	0.0799245149	-0.0982303132	0.0186185858	-0.1125691887	0.1191327493	-0.0842564899	0.0095566352	-0.0850498089	-0.0008741327	0.181689318	0.1724239761	0.2494447887	-0.0067023888	-0.0219068044	-0.0328438825	0.1519217372	0.0742365816	-0.1105889063	0.0625049607	0.1437577804	-0.0517262902	-0.0283840961	0.0755106485	-0.0374589135	-0.1322058637	0.0638710576	-0.0920057238	-0.0962490518	0.0338938645	0.08535409	0.1387209986	-0.0547054315	0.0521167607	-0.0631813703	0.0345131339	0.0332805767	0.0813073661	0.1415407931	-0.0363089929	-0.1682630317	-0.0587889375	-0.0356155313	0.1505557202	0.1368140814	0.0	0.0	-0.0058581034740541	0.003730685254979	3.431737631272471e-05	1.3918012471717731e-05	-0.0498574689443387	-0.0178255027001626	0.0024857672095356	0.0003177485465135	-0.0251917836343977	0.0321394593184578	0.0006346259626823	0.0010329448452828	-0.000750000592652	-0.0004270004441763	5.625008889783512e-07	1.8232937932684285e-07	-0.0006729999190593	5.200007567960003e-05	4.5292889105382446e-07	2.7040078706841304e-09	-7.522829430879271e-07	-6.354139734692161e-07	5.659296264610335e-13	4.037509176799376e-13	0.0	0.0	0.0	0.0	0.0
1124.6727092310057	0.3035337948017513	1264888.7028890103	0.0921327645867517	1289.4848403930664	-2.1730876335730045	4.72230986318792	1662771.153603532	1249.896982951337	-1.2387662221146911	1.5345417530523042	1562242.4679908543	1274.0190320278737	981.038905754518	1.228955	21.530682	0.096704970547457	0.0535027580737755	0.0390357905	0.122055253	-0.1477648696	0.0105700608	0.0457915486	0.1463168427	0.1581028898	-0.1520104589	0.0284985317	0.0099945821	0.2037669945	-0.0201296902	0.0652898793	0.0527121299	-0.025857778	0.121054426	0.0907509638	-0.0576835115	-0.0182864815	-0.09096929	-0.0969754869	-0.1526291907	-0.0460609902	-0.068545541	-0.0904377986	-0.0546587773	0.0387660939	-0.0773455698	-0.1312305926	-0.0408761021	0.0435280747	0.2864870311	-0.0709003606	-0.1369211046	-0.0881103496	-0.02898289	-0.1108772531	0.1196889541	-0.0219630377	-0.0730886743	0.0563184737	-0.1055904615	-0.088125673	0.0116084918	-0.1599358481	-0.1763807433	-0.1836739124	-0.0437609644	-0.1490876644	-0.1746887332	0.1511413283	-0.0245460021	0.0849366681	-0.0891663744	-0.153288925	-0.0121848899	0.0033102052	-0.031949094	-0.1708370313	0.0504326021	-0.1151397969	-0.0254716754	-0.0454964846	-0.099782376	0.0974321282	0.0252656241	-0.0579433315	-0.1661505813	0.202724088	-0.0148380974	-0.0628404313	0.2508634632	-0.0141985105	0.0095903032	0.0139947936	-0.0608578848	-0.0066337746	0.1212693292	-0.1452096562	-0.0661188783	0.0940613128	0.149017217	0.1308758785	0.0	0.0	-0.0057103963572018	0.0001477071168522	3.260862655634358e-05	2.1817392368818986e-08	-0.0207209695754784	0.0291364993688603	0.0004293585801479	0.0008489355954715	0.01869743026392	0.0438892138983177	0.0003495938984741	0.0019262630966122	-0.0003350002169501	0.0004150003757019	1.1222514535661406e-07	1.7222531183271813e-07	-0.0007280000250107	-5.500010595140003e-05	5.299840364155799e-07	3.025011654665229e-09	-1.2176132785254824e-07	6.305216152353789e-07	1.4825820960415742e-14	3.975575072790312e-13	0.0	0.0	0.0	0.0	0.0
