global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
979.60773820844	n/a	959631.3207578554	n/a	1422.6932546158282	n/a	n/a	2024056.0967293775	940.2366561674736	n/a	n/a	884044.9696009919	1033.965976874424	996.6638274644744	n/a	n/a	n/a	n/a	-0.0959165245	-0.1025109469	0.1151325132	-0.0972730962	0.0568246162	-0.0756060778	0.0987940818	-0.0427421863	0.0138676869	-0.080211398	0.0062748036	-0.0308172158	0.0916464188	-0.0708351935	0.0714852891	-0.1999558553	0.0149758108	-0.0416203193	0.0983039423	-0.2722930253	0.1216373652	-0.0540833246	0.1701493649	-0.0102739322	0.0109433645	-0.138154807	0.0123584719	-0.0472858402	0.0798483513	-0.0942181995	0.2356144082	0.0023479378	0.1777437908	-0.1130169099	0.147952189	-0.0682503192	-0.2071573617	0.0184710143	0.0477649961	0.065033956	-0.117549433	0.1115481907	-0.1689071159	0.0724899194	-0.0572994969	-0.0540378169	0.0827260858	-0.0412980341	0.2208680845	-0.1468228621	0.0277660248	-0.1189762379	0.0663899225	-0.1592839714	0.1809987684	-0.035397149	0.0004806807	0.0277570305	-0.3156931832	0.02097198	0.0473833093	-0.0234826179	-0.1853015464	0.0178589252	-0.148466503	0.1769249228	-0.1772499484	0.0939223085	-0.0769154773	0.0109319006	-0.0607159861	0.0686836767	0.1692700792	-0.1453034404	0.0785043141	-0.1067843663	0.1686409695	-0.0427633	0.2141917207	-0.1473221471	0.0894163101	-0.108241272	0.1081651286	-0.020804184	0.2240438271	-0.1771736095	0.153366806	0.1532882396	-0.0233833573264377	n/a	0.0005467813998558	n/a	0.0235964496031044	n/a	0.0005567924338718	n/a	-0.0629547824751597	n/a	0.0039633046364946	n/a	0.0009000325363064	n/a	8.100585664101314e-07	n/a	0.000243879579169	n/a	5.9477249135648535e-08	n/a	-0.0002686099175109	n/a	7.21512877852125e-08	n/a	0.0	0.0
980.0070216737628	0.3992834653228101	960413.762529879	0.1594272856801917	1424.1961891218932	1.502934506065003	2.2588121295208548	2028334.7851093237	941.928583537357	1.6919273698833877	2.8626182249605177	887229.4564846917	1035.6216535638532	986.7971567044636	1.403212	25.182243	0.0699315186787606	0.0308755596508503	0.1015299078	0.0226577542	-0.0943322328	0.2010382499	0.0811279033	0.0497157851	-0.0104254937	-0.0785080435	0.0094622567	-0.1145159758	-0.0153015802	-0.0584485982	-0.0751247879	0.1880692708	0.0388878112	-0.1216467543	-0.011438539	0.0845200816	-0.0958271513	-0.043177921	0.1077569855	-0.3326358457	-0.1385362434	-0.0820148616	0.0084570744	0.010549347	-0.0137801605	0.0702698205	0.1610280696	0.0093923881	0.0583720538	-0.0228715795	-0.0828983041	0.1555097169	0.0984294141	0.0223378137	-0.035377339	-0.0578094744	0.1239367005	-0.0694493841	-0.0674460763	0.0321573289	0.0643311061	0.1074526477	0.1432455526	0.0007693247	0.1168175271	0.0455358218	0.1287100975	0.042516901	-0.0354067983	0.0718577538	-0.0262021679	-0.0941501114	0.2102116437	0.0776735888	-0.0612476731	-0.1351966859	0.1383620606	0.0884490184	-0.020441959	0.0662991966	-0.1506792819	0.1407761885	-0.0131583894	0.134699928	-0.027788845	0.0882639075	0.1663367134	-0.0259100987	0.0473867173	-0.1643400273	-0.0537537895	-0.1178941215	0.0863062476	0.0024408559	-0.0899318471	0.0299491318	0.127705009	0.0542489602	0.0191928948	-0.127660555	0.0568687104	-0.0744335142	0.0104597499	0.0946680988	0.1531573254	0.1524510324	-0.0162946900418745	0.0070886672845631	0.0002655169235607	5.024920387123661e-05	0.0435117592827225	0.0199153096796181	0.0018932731958775	0.000396619559635	-0.0479937349874504	0.0149610474877093	0.0023033985980456	0.0002238329419294	0.0012035568403891	0.0003035243040827	1.4485490680473935e-06	9.212700316888733e-08	0.0004688574852571	0.0002249779060881	2.1982734148161178e-07	5.061505822778595e-08	-0.0002377822431443	3.0827674366600005e-05	5.6540395154735e-08	9.50345506853127e-10	0.0	0.0
980.3411897133104	0.3341680395476487	961068.8482485088	0.1116682786551189	1426.9434494107788	2.7472602888856272	7.54743909488794	2036167.607816332	942.1235881106954	0.1950045733384513	0.0380267836229114	887596.8552745713	1035.1646060428104	1001.2739697498788	1.296263	23.26292	0.0941571576080553	0.0582493118085391	0.0592896776	0.153179432	0.1189487877	-0.0999078778	0.0012042832	0.0961339615	0.0476001582	-0.0952423384	-0.0291340205	0.2265220667	-0.008991212	-0.0191193491	-0.0362185103	-0.0087948658	-0.0322982702	0.0601955476	-0.0104799606	0.1874199894	0.1077853198	-0.1181118951	-0.0807255386	-0.1378907167	0.1294754666	0.0533449257	-0.098158294	0.0055208925	0.1981022847	-0.0268195934	-0.0321633882	-0.10199534	-0.0431709116	-0.0081586655	-0.0240405488	0.0030799297	-0.0520492734	-0.0481862775	-0.040308434	-0.1138005681	0.0050676101	-0.058363372	-0.015804117	-0.0298997168	0.1148122778	0.1097872857	-0.1260393514	-0.1206669849	0.1240488584	-0.1430866678	-0.0043290144	0.1784741808	-0.1049842993	-0.0328819632	0.0768871259	-0.1261947134	0.0894253206	0.0977813062	0.0366405086	0.0987131235	0.0874158159	0.0105066104	0.007267915	-0.0976658535	-0.1919416662	0.1291240076	-0.1952056554	-0.0675251256	0.1001748521	0.090230934	0.0235249611	0.1976109997	0.063610759	-0.0429390372	0.05780592	0.0281404408	-0.137051905	-0.044674551	-0.0918295923	-0.1199948819	-0.1530259007	-0.0602230894	0.1777194013	0.0419379262	-0.1402045189	0.0683553689	-0.0792976944	-0.0599964427	0.1527386503	0.1507811905	-0.0276758612097154	-0.0113811711678409	0.0007659532936994	0.0001295310571516	-0.0103843793979905	-0.053896138680713	0.0001078353354814	0.0029047937646906	-0.034384131169169	0.0136096038182814	0.0011822684762586	0.0001852213160905	0.001203536827163	-2.0013226100000853e-08	1.448500894337581e-06	4.005292189297552e-16	0.0002208226584912	-0.0002480348267659	4.876264650312116e-08	6.152127528879002e-08	-0.0002951322819767	-5.735003883240001e-05	8.710306386477437e-08	3.2890269540777887e-09	0.0	0.0
981.9696453864811	1.6284556731707198	964264.3844604515	2.651867879481902	1420.6474932397318	-6.29595617104701	39.63906410774492	2018239.3000483336	943.3090748101891	1.1854866994937083	1.405378714676486	889832.010619255	1034.841097220156	989.5253236648884	1.244711	22.337772	0.1516384185913748	0.0785970780871383	-0.0404008376	-0.0862600161	0.2383750211	-0.0063201413	-0.1124749464	-0.1449375989	0.2240155874	-0.0160392207	-0.0509135193	-0.205489232	-0.0372463475	0.1951776766	-0.0032381234	-0.0809672259	-0.1081150184	-0.0436981427	0.0798768602	0.0052003696	0.0640710962	-0.1099285306	-0.0666062137	-0.1593902576	0.0427336493	-0.0658870655	-0.1416200447	0.0105859321	-0.2151244264	0.0387096093	-0.0139113939	0.0876351449	0.0020091618	0.1591150134	-0.1533464677	-0.0816809345	-0.0132957621	0.1746416531	-0.1056346863	-0.1079948262	-0.0170797824	0.1164334881	-0.1398203039	0.1174106934	-0.0630927474	0.1461185344	-0.047774811	0.0586328359	0.1225047331	-0.0834346155	-0.0397528112	0.0938531237	-0.1351357358	0.1399158378	-0.1416831109	0.0324428542	0.0058350011	0.1779641478	0.0240081123	0.0006564886	-0.0201012855	0.0037803798	0.0249928556	-0.1599088084	-0.1130047835	0.0073978657	-0.1434887384	0.1292410233	-0.1534518946	0.0290850165	0.1027420899	0.0006209276	-0.1189734382	-0.1063577455	0.0202776082	0.1464757549	-0.1110546044	-0.0776775682	0.1281447225	0.0034485841	-0.01330982	0.2075846731	0.1138971194	-0.0100141996	0.0658601689	0.0572102535	-0.1981166665	0.0040522358	0.1521113526	0.148287834	-0.029281545064947	-0.0016056838552315	0.0008574088813905	2.578220642951405e-06	0.0489825928801792	0.0593669722781697	0.0023992944052653	0.0035244373974769	-0.0751349361176423	-0.0407508049484733	0.0056452586254021	0.0016606281039485	0.0004000141780617	-0.0008035226491013	1.6001134265037745e-07	6.45648647618771e-07	8.192971904219526e-05	-0.000138892939449	6.7124788623330524e-09	1.92912486287849e-08	-0.0003510158436164	-5.588356163969998e-05	1.2321212246973297e-07	3.1229724615381467e-09	0.0	0.0
980.4519055781128	-1.5177398083683329	961285.9391517526	2.303534125905944	1429.2083191453364	8.560825905604588	73.28774018607062	2042636.419514238	941.8355996575154	-1.4734751526737	2.1711290255467834	887054.2967822317	1035.7077422645812	1006.4302558368596	1.268641	22.76721	0.0936807145696717	0.0516179283481426	-0.166369326	-0.0239990789	-0.080935347	0.0410454352	0.148736535	0.0075762974	-0.0483213161	0.1555278774	0.2393751564	0.0845464434	-0.1829610639	0.0310110786	0.0014076641	-0.0257585915	0.0091488472	0.0825369733	0.0413217226	-0.0264815977	0.018572984	-0.0363328631	0.018604509	-0.0118163537	0.0413951569	-0.0540736599	-0.0227413876	0.0379413647	-0.1630823911	-0.037442862	-0.2423085786	-0.0790950331	-0.0268020598	-0.0568556847	-0.0280249074	0.0425290045	0.0472946405	0.1988841661	-0.1258369776	-0.0511561073	0.0606574613	0.1040532299	0.0897163477	-0.0939098385	0.0071892125	0.0022515749	-0.1511574663	0.0585551248	0.0168374289	-0.0576206002	0.0486423125	0.0510394818	-0.0645977882	0.1866518457	0.0866109339	0.0600903151	0.1405941737	0.0259789648	0.1185466096	0.1603911724	0.0961276321	-0.1203222052	0.0897733239	0.2634617062	-0.0962617889	-0.0195769778	-0.2186463129	-0.0297149013	-0.1148479505	0.0445473843	-0.0287231159	0.1828662959	0.0196714967	-0.1377726173	-0.1088980623	-0.0110974577	0.0582054944	0.0773493883	-0.1677556403	-0.1079744843	-0.1955503119	-0.0119096935	-0.2019545682	-0.0178227363	-0.0323427956	0.1010448603	-0.0561058035	0.0042436856	0.151276289	0.1449845808	-0.0328919119087629	-0.0036103668438159	0.0010818778690138	1.3034748746925203e-05	0.0109852011185864	-0.0379973917615928	0.0001206746436157	0.0014438017806839	-0.0472606941704754	0.0278742419471669	0.0022335732134752	0.0007769733641291	0.0001369999979901	-0.0002630141800716	1.8768999449287402e-08	6.917645891873602e-08	-1.4545998627824021e-08	-8.194426504082308e-05	2.1158607608065823e-16	6.71486257308066e-09	-0.0002120000083869	0.0001390158352294	4.4944003556045683e-08	1.9325402444555483e-08	0.0	0.0
980.5730947931258	0.1211892150130324	961523.5942321684	0.014686825835475	1420.8832434938663	-8.325075651470115	69.30688460270056	2018909.1916416497	941.665293346996	-0.170306310519436	0.0290042394027425	886733.5246942841	1034.851971862943	990.4521743877714	1.340505	24.056894	0.0573592684841336	0.0315823500968599	0.053430099	-0.1296255379	0.0868147775	-0.0603285585	-0.1860337296	-0.0281461949	-0.0264369751	-0.012429312	0.1683398314	-0.082906417	-0.0640399994	-0.0442096109	0.0921929786	0.0052178207	-0.10689379	-0.1102988468	-0.1082681385	0.0019064143	0.055831568	-0.142165621	0.1169824647	-0.0024334035	0.0775216421	0.034268619	0.025730082	0.0186660305	0.1710096608	-0.018253197	-0.0022734059	-0.0736847088	0.0892218986	-0.0152265824	-0.005688895	-0.0478011558	-0.1272918629	-0.0843569928	0.1098490343	-0.0186134096	-0.0932001746	-0.0126082323	0.0418857582	0.1808015715	-0.0992883694	0.0495080217	0.011243201	-0.0248512085	0.0717470439	-0.0628606995	0.2073962895	0.0246357632	-0.0065519943	-0.0848263395	0.0132678722	0.0484645355	0.0043877047	0.0582892884	0.0110391529	0.0400647024	0.0446578261	-0.3051514972	0.0441335518	-0.0520797134	-0.0637692843	0.0312502271	-0.034587757	0.1122104461	-0.1645234157	0.0318773125	0.0698160549	0.0077624993	-0.0116766972	0.1337434613	-0.0511778847	0.132647429	-0.0848781637	0.0278761254	0.0471883975	0.0726258966	0.0374061508	0.0248705256	0.0526606213	-0.152276979	-0.1586574139	0.1145700157	-0.0040068069	0.0885388244	0.1502346003	0.1408894722	-0.0222835570485955	0.0106083548601674	0.000496556914738	0.0001125371928392	0.0387607369185047	0.0277755357999183	0.0015023947264655	0.0007714803889725	-0.0452869554457038	0.0019737387247715	0.0020509083335411	3.89564455366302e-06	0.0002080280469504	7.10280489603e-05	4.3275668317997824e-08	5.0449837391067754e-09	0.000194970436629	0.0001949849826276	3.8013471159302915e-08	3.8019143450296334e-08	-0.0002860197587845	-7.40197503976e-05	8.180730241514359e-08	5.478923448923005e-09	0.0	0.0
981.9420984672636	1.3690036741377298	964210.2847422932	1.874171059802604	1427.2623802318908	6.379136738024499	40.69338552241385	2037077.9020252023	941.596865028059	-0.0684283189369807	0.0046824348325411	886604.6562306688	1035.982767578425	995.6429405507544	1.149233	20.624306	0.1731661120684801	0.1068409506879214	0.1287948839	-0.0617617273	-0.1330589261	-0.0261310675	-0.0156753475	0.0794968701	-0.0495845293	0.0053166134	0.0149085165	-0.008799607	-0.028739366	0.0060449983	-0.0160818647	0.0744205439	-0.0824262964	0.0667381384	-0.097099924	-0.0338995405	0.1006962569	0.014826027	0.0795668252	-0.0035050617	-0.1502067685	0.0818389929	0.160751409	-0.1203363406	0.018128684	-0.0276900806	0.1908741598	0.0766625531	0.1987217889	0.0339447171	0.1392593466	-0.1103964369	-0.0489430242	0.0296815676	-0.084357688	-0.1030742411	-0.1608483073	-0.0803262586	0.1113541136	0.0288792571	0.0205823579	-0.0932720325	0.0814027277	0.0280085219	0.0515137071	0.1182016072	0.1092499289	0.0883443702	-0.0746596414	0.0995648808	-0.1056954787	0.0390172833	0.1684041386	-0.1367212629	-0.1103084499	-0.043047663	-0.0231210169	-0.0337659221	-0.1192525467	0.040863661	0.0146244212	0.1703721625	0.0857653385	-0.1356999071	-0.044994209	0.1032419097	0.1058686402	-0.1333004636	0.0368507869	-0.0577505395	0.1530487152	-0.0209600129	0.1015085591	0.0137403832	0.0494717912	-0.1503915074	0.1414067782	0.0098778048	-0.0116046694	0.0813952973	-0.1289225978	-0.0276581147	-0.1168938204	0.0123348365	0.1489877092	0.136024874	-0.0163228077904165	0.005960749258179	0.0002664340541628	3.5530531718881504e-05	0.0087078039544934	-0.0300529329640113	7.582584970989088e-05	0.0009031787797393	0.0592114873572811	0.1044984428029849	0.0035060002350614	0.0109199245482487	0.0007520135892102	0.0005439855422598	5.655244383568074e-07	2.959202701876886e-07	9.089058983580144e-05	-0.0001040798467931	8.261099320699891e-09	1.0832614508495686e-08	-0.0002910341105976	-5.014351813099991e-06	8.470085353133607e-08	2.5143724105539164e-11	0.0	0.0
981.62406109176	-0.3180373755035361	963585.7973142796	0.1011477722171772	1428.1450669138055	0.8826866819147199	0.7791357784296179	2039598.332150238	942.8842807823504	1.2874157542913736	1.6574393243976264	889030.7669464502	1036.2106202146638	977.3384297516636	1.165831	20.922173	0.0638018092029778	0.0434649515587828	0.1497429641	0.012053532	-0.0695233496	0.0919167785	0.0573399498	0.1595970281	0.1747394419	-0.0500725568	-0.0232163848	0.0475972056	0.2175436116	-0.0781148717	-0.0969881774	0.0864630284	0.1516803729	-0.0203228778	-0.217125284	-0.003765511	-0.0982736612	-0.0748696387	-0.0155024463	0.077029288	0.118974117	0.08869408	-0.0549725413	0.0177904385	-0.1020611371	-0.0316865645	0.1790621774	-0.0370104091	-0.0002772783	0.0313835746	-0.0199187008	0.0892852055	-0.1476684101	-0.0231007071	-0.0744439988	-0.0142710747	0.2134512061	-0.2143301466	-0.1259522477	0.013116592	-0.0567023077	-0.0333736822	-0.0253677578	0.0448949406	-0.0351102555	0.0615986515	0.0614862258	0.1220766734	-0.1141457458	-0.1819807928	0.1025575308	-0.0347816167	0.1046953056	0.045517851	-0.0636438693	-0.0361145591	-0.0035063724	0.126461085	-0.0222738429	-0.101942324	-0.0206118082	0.1732475286	0.0464579113	0.1302059747	0.0120001277	0.1138750231	-0.1614104028	-0.0750925043	-0.0087680873	-0.0836868839	0.1131896826	-0.1605659891	0.1694101408	-0.0163505755	0.0182333405	-0.0987863467	-0.0415930391	-0.232986723	-0.0355274407	0.083050935	0.1455867607	0.0248188516	0.1168408338	0.0333643684	0.1475373187	0.1304173552	-0.0162876750688809	3.513272153560232e-05	0.0002652883591494	1.234308122498175e-09	0.0007543379775398	-0.0079534659769536	5.690257843588358e-07	6.325762104655848e-05	0.0160013666507126	-0.0432101207065685	0.0002560437346905	0.0018671145314762	0.0005910091260629	-0.0001610044631473	3.492917870896328e-07	2.5922437153350282e-08	9.09409466423039e-05	5.035680650246312e-08	8.270255776198365e-09	2.5358079611265108e-15	-0.000200027134593	9.10069760046e-05	4.0010854573486145e-08	8.28226968150184e-09	0.0	0.0
981.7280792642216	0.1040181724615649	963790.0216158178	0.0108197802022438	1424.6082816319158	-3.5367852818897063	12.50885013019165	2029508.75609424	942.385957959672	-0.4983228226783467	0.2483256356021149	888091.2937595688	1036.8384609363002	1002.244974494211	1.300591	23.34059	0.0891569650539969	0.0536867806722335	0.0622314253	0.182573075	0.1426798972	-0.003698988	0.0645490274	-0.0006052618	-0.0153788878	0.0450012002	-0.199672207	0.132651318	-0.0028685433	0.1455666096	0.1176614195	0.0230948062	-0.1505406723	-0.0281973659	-0.0068418047	0.0161950928	-0.1221526635	0.0404131498	0.147238287	-0.0002941899	-0.1600928837	-0.0724198316	0.1061283975	-0.2241164389	0.1650027328	0.0230645242	-0.1603465724	0.0790276238	0.0410392782	0.1011133394	0.0480869874	-0.0242210881	-0.0903689666	0.010034687	0.0937562893	0.2010638619	0.0790280737	-0.0779618047	-0.0668510229	-0.1469263552	0.1086252363	-0.067836691	0.1303759916	-0.0094741531	0.070182302	-0.0147714132	0.0368668656	-0.1307864658	0.080996849	-0.1134933888	-0.190633549	0.1249499076	-0.0663623665	-0.0687062505	0.1523312183	0.0356257848	0.0543191831	0.0639190454	-0.1001698545	0.139548434	0.0414030945	0.0672341943	-0.0280256993	-0.0233869984	0.1679031396	0.1001118902	0.0826901735	-0.021573808	0.0398601831	0.0700532955	-0.0249648234	-0.0988854945	-0.1234089247	-0.0483035619	0.1106589859	0.1106541204	0.0645694741	0.019158758	-0.0523710375	0.0315497517	-0.000348833	-0.0638619345	-0.2009849341	0.0814375843	0.1458854101	0.124097542	-0.0130880174459377	0.0031996576229431	0.0001712962006651	1.023780890405852e-05	0.0312907749991069	0.0305364370215671	0.0009791126000447	0.0009324739859721	0.0535215974742158	0.0375202308235032	0.0028645613961919	0.0014077677210489	0.0002610103687918	-0.0003299987572711	6.812641261683145e-08	1.0889917980047038e-07	9.097027005067204e-05	2.9323408368142626e-08	8.275590033092198e-09	8.598622783248567e-16	-0.0002280118456332	-2.7984711040199997e-05	5.198940174905822e-08	7.831440520034913e-10	0.0	0.0
981.4473968151073	-0.2806824491143516	963238.9927151506	0.0787826372408305	1422.3146348027458	-2.2936468291700294	5.26081577696173	2022978.920374068	941.3431269256162	-1.0428310340558935	1.0874965655900846	886126.8826100967	1034.541632837394	991.7163369125278	1.070277	19.20734	0.0881244076785401	0.0499306559526034	0.0094520154	0.2194242693	-0.0373014596	-0.11637494	-0.1127196667	-0.01782754	-0.0237486938	0.0061711826	-0.0468139324	0.2054333066	-0.0936644168	-0.0015520686	-0.0590374543	-0.0661854946	-0.0752158297	0.2759284593	0.0689310067	0.0120474707	-0.0972849869	0.0255905585	-0.017197979	-0.0742078488	-0.0098622641	0.10268257	-0.088555207	0.1256353801	-0.0019975328	0.2109840917	-0.0165332278	-0.2315104258	-0.0170038686	0.0110963998	-0.0254937748	0.1015454857	0.1238760233	-0.1046781497	0.0192539865	0.0057628866	-0.0652962851	-0.0118318964	0.0189092851	-0.1760438869	0.15894475	-0.0572230642	-0.1082891525	-0.0810771398	-0.053592056	-0.113109134	-0.0439598296	0.0819676059	-0.0901238224	-0.0433250453	-0.0941318917	-0.0841891848	-0.085269158	0.03746329	0.0474735394	-0.1483636052	-0.0982703784	-0.1611853705	-0.0517378704	0.011519869	0.0650105733	0.0478099344	-0.0978134432	-0.1286882254	0.2025005213	0.0858423218	-0.0311769024	0.0361184343	0.0355082174	0.0944789487	0.0960946054	0.1383178626	-0.0932411976	0.0466122571	-0.1263864626	-0.0635053485	-0.0206361486	-0.0943613997	0.0693998097	0.0529695309	0.1504897299	0.020730356	-0.1004404542	-0.0332563443	0.1440342395	0.1170999511	-0.0163387902763503	-0.0032507728304125	0.0002669560676945	1.0567523994948738e-05	-0.0113376987908395	-0.0426284737899464	0.0001285434138718	0.0018171867776601	0.068567180410362	0.0150455829361461	0.0047014582294271	0.0002263695658884	-3.400112078063743e-05	-0.0002950114895724	1.1560762143394944e-09	8.703177897974834e-08	-2.3998372130629164e-05	-0.0001149686421813	5.759218649201585e-10	1.3217788685012071e-08	-9.400041494623896e-05	0.0001340114306869	8.836078010065104e-09	1.7959063554766164e-08	0.0	0.0
