global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1219.0263490306854	n/a	1486025.2396310824	n/a	1759.1122336136668	n/a	3094475.850449264	n/a	1182.807565651979	n/a	1399033.7373635608	n/a	1295.571883770957	1218.363918478046	n/a	n/a	n/a	n/a	-0.1886091409	-0.0476546385	-0.0528211159	0.0277427869	-0.0270996494	-0.0505949838	0.0794590667	0.1232409944	-0.0146196353	0.0528009718	-0.0138324934	0.0043900728	-0.0836440131	0.1882727336	0.0892959934	-0.0302194449	0.0148133618	-0.029324184	0.0197176854	-0.1389532886	0.0789017911	-0.1549917848	0.1068444003	-0.1773757797	0.0196400579	-0.0280521888	0.1581249608	-0.1618313246	0.043136262	-0.007903646	-0.0668183556	0.0420435097	-0.0844631699	0.0273843428	0.0839127666	-0.104354598	-0.041926487	-0.0791803676	0.1565420256	-0.0306264537	-0.0196684162	-0.2343879658	-0.0892136402	-0.1151815413	0.0198538717	-0.0164763807	0.1030928743	-0.0949574355	0.1311725857	0.1305513744	-0.0033646415	0.0833774757	-0.0378500557	0.0383479711	-0.0622417028	0.0541589023	-0.1157710503	0.0364126401	-0.0526779007	0.1554203968	0.0574183658	-0.1180763357	0.1068515559	0.1195423997	0.1812858025	-0.0340990886	-0.0487174879	-0.0513588433	0.1234063228	-0.1789605511	0.057731993	-0.0458684582	0.1208744653	-0.014061757	0.0370271954	-0.2313087875	0.0371513098	-0.1127999769	0.0149679038	-0.1392668119	0.0417504968	-0.0502259041	0.0036195394	-0.0192820315	0.0864227363	-0.1616239592	0.1128472923	-0.0116766781	0.0593449232	0.1354126238	-0.10814524	0.153366806	0.1532882396	0.000120565475953	n/a	1.4536033991773422e-08	n/a	0.0124620007961908	n/a	n/a	0.0001553014638442	-0.0443382980490412	n/a	n/a	0.0019658846738856	0.001042042173875	n/a	n/a	1.085851892134136e-06	-0.0005559290681909	n/a	3.090571288596024e-07	n/a	0.0001367896980278	n/a	n/a	1.8711421486536717e-08	0.0	0.0
1218.4520643333344	-0.5742846973510041	1484625.4330781642	0.3298029136115343	1753.244815545333	-5.867418068333791	3073867.383236589	34.42659478860983	1183.4086264524942	0.6010608005151425	1400455.977162179	0.361274085915904	1295.0380088037518	1210.8308162915034	0.895541	15.212559	0.0767833410557752	0.0460330920725481	-0.1978512149	-0.0185569926	-0.0073878085	0.0165875016	-0.0219353073	-0.077406295	0.1364325754	0.125213619	0.0112603936	-0.0122769146	0.0299348448	-0.0805596937	0.070500245	0.2475818382	-0.0466525856	-0.0017821787	0.0356567932	-0.0631566976	0.1042815339	-0.1618401561	0.0713942057	-0.1154682824	0.0527546234	0.0703792673	0.0876955619	-0.0720177444	-0.1015617586	0.0651151762	0.0339364685	0.1533403843	0.1032385635	0.0148347524	-0.0708442547	0.0527139359	-0.0852400364	0.1155642907	-0.2183140722	-0.0336447142	0.042736538	0.0963883158	-0.0897880237	0.1167239023	-0.090231475	-0.1508238464	-0.0286934574	-0.0053708426	0.0696763332	-0.1870773264	0.1172567262	0.0279949897	-0.0102773493	0.0341002511	0.0293459274	-0.0961500902	0.1090183741	-0.1792747805	0.0497559906	-0.0524147139	0.1989138841	0.0664717696	0.0616946993	-0.2410925804	0.1083951226	0.2246191857	0.0526645386	-0.0502106735	-0.0488004061	-0.0766387574	0.1095477584	-0.1720707006	0.0078126218	-0.0024414341	0.06374598	0.0215857965	0.0021763883	-0.3241032755	-0.0259294509	-0.0469466643	0.0017384864	-0.0294680829	0.0838306943	-0.0389143929	-0.0292557125	-0.0099851926	-0.0181742007	-0.0449379387	-0.0416207608	-0.0926304432	-0.3315053486	0.0458955994	0.01673969	0.1531573254	0.1524510324	9.597666112881598e-05	-2.4588814824184023e-05	9.211519481435576e-09	6.046098144580121e-10	0.0201236361172902	0.0076616353210993	5.870065579351789e-05	0.0004049607305811	-0.0019905428165145	0.0423477552325267	0.0017933323732339	3.962260704377479e-06	0.001398027284798	0.000355985110923	1.2672539919886066e-07	1.9544802890396683e-06	-0.0003799027850155	0.0001760262831754	1.443261260625332e-07	3.098525236854612e-08	0.0001397655376759	2.975839648099995e-06	8.855621611203901e-12	1.9534405521833426e-08	0.0	0.0
1218.2350866479392	-0.2169776853952498	1484096.7263401118	0.04707931595948	1754.6788347746196	1.434019229286605	3078897.813206017	2.0564111499637483	1182.4361784819962	-0.972447970498024	1398155.3161831072	0.9456550553257258	1294.2851801487936	1214.2699108158522	0.973536	16.537464	0.0548962466749812	0.0270009196405426	-0.1760604584	0.0214960747	-0.0974980316	-0.0056873257	-0.0150890221	-0.0645684493	0.1411705132	0.1595707555	0.0961340764	0.0321658111	-0.0698561463	-0.1402808734	-0.0178369795	-0.0603565502	0.0329302538	0.0157584061	0.1272195732	-0.0401488458	0.0375414903	0.0388076297	0.0067133599	-0.0993120269	0.0898854025	-0.1485135431	0.102019868	-0.158014881	-0.037312477	0.0611767883	0.1650142478	0.05860371	-0.1343530914	0.0111648849	0.1845156615	-0.0716037864	0.1299386176	0.051442294	0.2158034988	-0.2191956027	-0.0322939188	0.0629829486	-0.0919242275	-0.0074574868	-0.1153751455	-0.1107641895	-0.0479276721	-0.1025756718	0.1024489482	-0.1041984025	0.1127757901	-0.025129137	-0.0631428813	0.0078470842	-0.0588309558	0.016689041	0.0797350651	0.1631963481	-0.198913663	0.0495546911	0.019942401	0.0146220212	-0.0680786653	0.0678525199	-0.0778067483	-0.035612507	0.0840699885	-0.0444348682	0.1021314595	-0.0443272288	0.1476452779	-0.1334818894	0.0020548519	-0.0674153032	0.0882949826	0.0454212068	-0.1086497187	-0.1811316997	-0.0048160249	0.0362734528	0.0354539031	-0.0379603701	-0.0835088311	-0.1777240226	0.0591499481	0.1793021138	-0.043815665	-0.0042722785	-0.0681718056	-0.1174049765	0.0564491644	0.1252776108	-0.1894951869	0.1527386503	0.1507811905	0.0028476602878697	0.0027516836267408	8.109169115110143e-06	7.571762781673864e-06	0.0310094844236346	0.0108858483063444	0.0001185016933487	0.0009615881242196	-0.0176368322701847	-0.0156462894536702	0.000244806373668	0.0003110578525266	0.001554002189653	0.0001559749048549	2.4328170944526263e-08	2.4149228054463186e-06	-2.988651251878416e-05	0.0003500162724967	8.932036305354421e-10	1.225113910124952e-07	0.0001460228660887	6.257328412799984e-06	3.915415886563397e-11	2.1322677420758413e-08	0.0	0.0
1217.2603975723964	-0.9746890755427556	1481722.8754981086	0.950018793982392	1749.4574152093185	-5.221419565301176	3060601.247630869	27.26322227690992	1184.1882539147996	1.7520754328033945	1402301.820709782	3.069768322233202	1293.694971540081	1203.8143369330735	1.118269	18.99604	0.0765810655525959	0.0381656993316384	-0.066435051	0.170035921	0.0968041644	0.0299051064	0.078723478	0.0292355343	0.1907775931	-0.0278883561	0.0085844328	-0.1621122021	-0.038052714	-0.1835998892	-0.0188415613	-0.0777162926	-0.0978371596	-0.016025821	0.0995991352	-0.1238068503	-0.0383681656	0.0390991747	-0.0272356595	-0.0404868706	-0.027170656	-0.0909195979	0.0569593771	0.1419661866	-0.074812429	0.0046725806	-0.0254337724	-0.0803465224	0.087874978	-0.0852571961	0.1107429777	0.2908818063	-0.2140726766	-0.0167885426	0.1967718822	-0.0036258471	0.0961530075	0.1707943956	-0.0681363734	0.0233485972	-0.1577160672	0.041214242	-0.0988652596	-0.0749411697	-0.0214856572	0.0673784699	-0.0708410344	-0.0981206673	0.015225239	0.1178994944	0.0773404464	-0.0312761212	0.1149751677	0.1332416619	0.0611888516	0.0723494456	0.092335087	0.0018044924	0.1402323446	0.1564623162	0.1958100006	-0.1460062014	-0.0088969505	0.0259171771	0.0592201317	-0.0036142965	0.1746526577	0.0317728773	-0.0127373675	-0.1513796459	-0.0238872755	0.0068070513	-0.0306664545	-0.1600980226	0.0609705955	0.1384036911	0.0858958503	0.1251097808	0.1311396372	-0.081656881	-0.0601506911	0.0263087552	-0.1450365674	0.0891896542	-0.0644922326	0.1380331416	0.070364684	-0.0468127899	-0.040777183	0.1521113526	0.148287834	5.796855680273438e-05	-0.0027896917310669	3.3603535777918423e-09	7.782379954383404e-06	0.0056702201434859	-0.0253392642801487	0.0006420783142592	3.2151396475593266e-05	-0.0277375922718192	-0.0101007600016345	0.0001020253526106	0.0007693740250376	0.0009780152247149	-0.0005759869649381	3.317609837786041e-07	9.565137797741362e-07	-0.0001318850191569	-0.0001019985066381	1.7393658278015884e-08	1.0403695356405764e-08	0.0002350643853074	8.904151921870001e-05	7.928392144774123e-09	5.5255265239945815e-08	0.0	0.0
1218.7364867314263	1.4760891590299252	1485318.62409046	2.178839205405672	1755.7835021169562	6.326086907637773	3082775.706306084	40.01937556298604	1185.5618837111656	1.3736297963660036	1405556.9801087673	1.8868588174645085	1294.154976972893	1205.7223960167723	0.989882	16.815132	0.0225675776342255	0.0111413034635658	-0.019706051	0.1635299017	0.0249186344	0.0597258083	0.0037723562	0.0292299995	0.1924252347	0.0675462308	0.0389572508	-0.0049832904	0.0892112819	0.0448206419	0.1306866007	-0.1009633455	0.1857234791	-0.0503773706	0.093271023	0.0175383666	0.0016839333	0.0418329357	0.0309604605	0.1340072484	-0.077877099	-0.0087817645	-0.1109134131	0.0703226132	0.0853162188	0.1198813043	-0.0238380638	0.0838160233	0.0897848525	0.0064305954	0.1039623945	-0.0524759074	0.0877307164	0.3064511437	0.0420068298	-0.1278381766	0.0654446136	0.090256226	0.1967421275	-0.0086590734	-0.1866046752	0.0344677417	-0.0480103647	-0.013598089	0.0301265975	0.0687501709	0.0141644743	-0.1437577027	0.0326876108	0.0036279182	0.1416771577	0.0094485953	0.1093748181	0.0498787387	0.1132429971	-0.0347140979	0.1417677886	-0.1450853401	-0.098636315	-0.0057805466	0.08310124	0.0286883114	-0.0513873647	0.0794474831	-0.032580625	0.012843078	0.1274064049	0.0773704017	-0.0267531855	-0.1712282273	-0.0327275369	0.0025975218	-0.0908006866	-0.1382908793	0.0381142134	0.0238667049	0.053024281	0.1132419731	0.0457929507	0.0682393765	0.0085113894	-0.0768315251	-0.1854638192	0.0619592376	0.0997440185	0.2005311605	-0.0239498348	0.0171401194	0.0014811724	0.151276289	0.1449845808	9.995459690514964e-05	4.198604010241526e-05	9.990921442470951e-09	1.7628275634816223e-09	0.0094882924640131	0.0038180723205271	1.457767624477595e-05	9.002769388264778e-05	-0.0359450751228251	-0.0082074828510058	6.736277474955587e-05	0.0012920484255855	0.000906018615155	-7.19966095598999e-05	5.183511788120671e-09	8.208697310073841e-07	-0.0002109201299937	-7.903511083679998e-05	4.44873012365593e-08	6.246548744985257e-09	0.0001760953772523	-5.896900805509999e-05	3.477343911002447e-09	3.1009581889629863e-08	0.0	0.0
1219.1212041214987	0.3847173900724101	1486256.510338653	0.1480074702241269	1758.5259936684056	2.742491551449348	3092413.670407453	7.52125990977105	1185.7406200601897	0.1787363490241205	1405980.8180607231	0.0319466824624722	1294.6306961828204	1214.0513782119056	1.059553	17.998632	0.0376612947331387	0.0181194387308498	0.1040968367	0.0995104501	0.0771731778	0.0935262699	-0.0132599886	0.170651488	0.1319334768	-0.0493801051	-0.1136674536	0.0353985279	0.0523677128	-0.0596187013	-0.0391938622	0.0334839539	0.0561039833	-0.0662873379	-0.0013427829	0.0232994361	-0.1843714547	-0.027810778	0.009509969	0.0339414992	0.0382099197	-0.1116241536	-0.1281533105	-0.0094072461	0.1162281786	-0.0064094005	0.0610280335	0.1742982262	-0.1092095737	0.1390920701	0.0605201628	-0.0521402043	0.1255196658	0.0056145037	-0.0152084006	0.0207215444	-0.2270031782	0.1338152493	-0.1376629537	0.1061869234	-0.0851410956	0.1741907203	0.022743539	0.0006418298	0.0497698188	0.1124703399	0.1027361686	0.0944425002	0.1390078695	0.0663452243	0.1091397817	0.2120146143	-0.0090400861	-0.0075949642	-0.0143599258	0.0241805507	0.069011798	0.1001347467	-0.1320034296	0.0866645039	-0.1489210074	0.1262221841	0.0911108584	-0.0016287261	0.0100735985	0.0346229355	0.0515429711	0.1234193321	-0.0292467452	-0.1172394914	-0.0493323803	-0.0084798306	-0.0488004858	-0.1737772194	-0.1914827271	-0.0885781612	0.1216974045	-0.0512050075	-0.0733412013	0.060781561	0.1451195993	0.0467497977	0.0855521051	0.087048737	-0.0697288886	0.1390541053	0.1501123455	-0.022635869	0.0079210209	0.1502346003	0.1408894722	0.0047633185798474	0.0046633639829422	2.268920389311945e-05	2.174696363740301e-05	-0.0001370178263755	-0.0096253102903886	9.264659818626068e-05	1.8773884744666666e-08	-0.0252759925326557	0.0106690825901693	0.0001138293233158	0.0006388757985108	0.0008320041526659	-7.401446248910004e-05	5.478140657550396e-09	6.922309100533022e-07	-5.4936713627329326e-05	0.0001559834163663	3.0180425041711914e-09	2.4330826181324554e-08	0.000152022498715	-2.407287853730002e-05	5.795034810716e-10	2.311084011555217e-08	0.0	0.0
1219.026168808683	-0.095035312815753	1486024.8002403758	0.009031710681988	1759.7771802400289	1.2511865716232933	3096815.724093547	1.5654678370104504	1184.888382136126	-0.8522379240637292	1403960.478121166	0.7263094792124547	1294.6480246871265	1213.246819044506	0.92554	15.722157	0.0446912576298538	0.0201177089473079	0.1409932525	0.0724184945	0.0384721169	0.080323495	-0.0478769656	0.1271469289	0.0555277751	-0.0575756646	-0.0553186137	0.0211794679	0.0810075425	-0.1119762568	0.0302022771	0.0712658235	0.0986575736	-0.0345727375	0.0362631453	0.0494281919	-0.1124281418	0.0788844111	-0.0103612612	0.0674094471	0.1564017436	-0.045448681	0.1287588399	-0.0131539303	-0.0934662313	-0.1061298701	0.0851929784	0.0523452664	0.1356605661	0.0838452597	0.0602974246	-0.0415529876	-0.0699608788	-0.1515413316	-0.0335223691	-0.0269224922	0.079224913	0.0116640765	0.2044687198	-0.0559493307	-0.0573969139	0.1779772783	0.0441183772	0.0494162269	-0.0078436076	0.0040610257	0.1149018055	0.0680079772	-0.0157135752	0.1071785999	0.0462985222	0.0477054494	0.0813283843	-0.0531501899	-0.1718099499	0.0963982539	0.0537146232	-0.0920072126	-0.0370286144	0.1419842805	0.0263906838	0.0600562971	0.1379617193	-0.0646471737	0.1154373373	0.0383078917	-0.0257741162	0.123339296	-0.0500515868	-0.035260208	-0.0168276365	0.0389378336	-0.0581061457	-0.1281904665	-0.1784031171	-0.1204035899	0.0217685627	-0.0218383796	0.0269889986	0.048727655	-0.0888346791	-0.053919415	0.1585680701	0.050458945	-0.0809677038	0.0736680658	0.2429999362	-0.0811891625	0.1285162418	0.1489877092	0.136024874	3.991085630161706e-05	-0.0047234077235457	1.592876450728326e-09	2.231058052285196e-05	0.0067123500311367	0.0068493678575122	4.691384004752126e-05	4.5055642940500855e-05	-0.0177090368449484	0.0075669556877073	5.725881837972587e-05	0.0003136099859757	0.0006180308614597	-0.0002139732912062	4.5784569349613273e-08	3.819621457166189e-07	-0.0002779303194138	-0.0002229936057864	7.72452624494569e-08	4.972614822165189e-08	0.0002260861289441	7.40636302291e-05	5.485421322712855e-09	5.1114937700928216e-08	0.0	0.0
1219.3726980345373	0.3465292258542831	1486869.776712027	0.1200825043711687	1763.4673273186934	3.690147078664495	3109817.014520536	13.617185462176106	1186.155914425386	1.2675322892600889	1406965.853326324	1.6066381043169216	1296.515167122457	1221.143459903738	0.951995	16.171547	0.0549361381162308	0.0269790701906816	0.1527760164	-0.0012195029	0.0464682658	0.0319589441	-0.0526169696	0.1202992221	-0.1389878878	-0.1166138119	-0.0708240545	0.0603826251	0.0432343692	-0.011536551	0.0496228616	0.0398026018	-0.0059368415	0.1512082502	-0.029504025	-0.0102179787	-0.0686259793	-0.1665805894	-0.0743990996	0.1715100538	-0.1769814868	0.1232570149	0.0466897109	-0.0325204601	0.1483904788	-0.0937196924	0.1080427602	-0.0106656516	0.3557338674	0.0908789273	0.0423060541	-0.1647807257	0.0040070108	0.0099439413	-0.0113957348	0.0555497637	-0.1887440947	0.0016176787	0.0715068042	-0.1894584395	0.062633848	0.165598327	0.0396268527	0.0576188835	0.00575544	-0.1367585606	-0.0090117442	0.1154459423	-0.041421515	0.0399555622	-0.0056312714	0.059002067	0.0684959411	-0.0759867851	0.0364560172	-0.0753677047	-0.0654214221	-0.2939552439	-0.1593134209	0.0402094588	-0.0290543172	0.1347339211	0.0685639191	0.1151583853	0.1821417991	0.0844910382	-0.0587334342	0.1025934782	-0.0232708789	0.0254120323	-0.0705805475	0.1303939972	0.0626804042	-0.0760744988	-0.1573389997	-0.0871382481	0.1111924511	-0.0633186919	-0.0891257554	0.010649561	-0.2255032443	-0.0817576202	0.008574369	0.056029011	0.0042953263	0.0080110347	0.0801810947	0.0732878974	0.0423529069	0.1475373187	0.1304173552	0.0083521021689421	0.0083121913126404	6.975761064044734e-05	6.909252441793591e-05	0.0138542677629516	0.0071419177318149	5.1006988888012085e-05	0.0001919407352475	-0.0277078620351289	-0.0099988251901805	9.997650518378808e-05	0.0007677256185577	0.0010205444028048	0.000402513541345	1.6201715096617345e-07	1.0415108780962058e-06	-0.0002323127527512	4.56175666626e-05	5.3969215090840185e-08	2.0809623882167553e-09	0.0003676190985683	0.0001415329696242	2.003158149064473e-08	1.351438016321695e-07	0.0	0.0
1219.354724180496	-0.0179738540412017	1486825.9433812937	0.0003230594290944	1759.7991473549291	-3.66817996376426	3096893.0390311354	13.455544246561566	1184.514106483311	-1.641807942075047	1403073.6684579568	2.695533318660702	1296.2016548612226	1219.6144163760548	0.933995	15.865768	0.0487417878940538	0.0281672384616593	0.1391875495	-0.0492030212	0.0289980417	-0.0078163753	-0.0661233939	0.0322265344	-0.128498765	-0.0707713235	-0.067427169	0.034905334	0.03789725	0.0089974914	-0.0253387757	0.0292910003	-0.0479067867	0.2098906761	-0.1070372906	-0.0754441329	0.0752645968	0.1472443518	-0.0268876805	0.2042111935	-0.1562679319	0.0970410776	0.0497277095	0.0177486099	-0.0766134493	0.0460988779	-0.0553957831	0.1449284201	0.0007512888	-0.0293701032	-0.047577085	0.0621099256	-0.1758400419	-0.1600694273	0.0356332604	-0.1172129856	0.1283008898	-0.0649971549	0.1243715588	0.0025296936	0.1248253212	0.0936671687	-0.0295157211	0.1086752617	0.0008764557	-0.0689875845	-0.0828064883	-0.073135065	-0.0847252871	-0.04034202	0.0131918247	-0.0480178619	-0.0907051182	-0.0505618845	0.161144023	0.0163535191	0.094110144	-0.2210830528	0.0319192878	0.1620264274	0.1154823419	0.1281460514	-0.1221660328	-0.016381016	-0.0649756802	0.0929748472	-0.1022031673	0.0911095251	-0.0336975424	0.0693012123	0.0054473851	0.1721224925	0.0030243688	-0.0382331382	-0.0748308793	-0.0974189634	0.0602004529	0.0403143654	-0.2142283253	0.0549258566	-0.0575896372	0.1265332867	-0.0326911981	-0.0977577396	0.0284571444	-0.146410216	-0.1245015422	-0.1663910254	-0.0251302406	0.1458854101	0.124097542	0.0177931229373058	0.0094410207683637	0.000316595223862	8.913287314867471e-05	0.0149263688163756	0.001072101053424	1.149400668752851e-06	0.0002227964860424	-0.0012076472586528	0.0265002147764761	0.0007022613831993	1.4584119013316229e-06	0.0011510627450683	0.0001305183422635	1.7035037667212166e-08	1.3249454430841703e-06	-0.00033628876223	-0.0001039760094788	1.1309013160218549e-07	1.0811010547135508e-08	0.0003676937727418	7.467417349998461e-08	5.576232187905805e-15	1.351987105130985e-07	0.0	0.0
1219.5562258407597	0.2015016602636024	1487317.387986958	0.0406029190889882	1761.168205020302	1.369057665372793	3101713.446374432	1.8743188911160027	1184.331965465026	-0.1821410182849376	1402642.2044222518	0.0331753505418739	1297.5060761864506	1225.5848210652669	0.895881	15.218333	0.032313566403327	0.0158315384793403	0.1350689075	-0.0604856244	-0.0322864587	-0.0299254606	-0.0575827946	0.0431703333	-0.1276335562	0.0100057864	0.0257858005	0.0834861612	0.0713395848	0.1205946757	0.0101556366	0.0234233536	-0.1433303924	0.1317059283	-0.1285131289	-0.0365218535	-0.0783977428	0.1702155831	0.0204148635	-0.0720055847	0.1186916099	0.0900599917	0.254458987	0.0532629076	-0.1609376273	0.0496751382	-0.0979353178	0.0120402447	0.0428552119	-0.0797596598	-0.0780638004	-0.1087566498	-0.1531171359	0.0684072667	-0.0731083283	-0.1148146001	-0.1157676076	-0.0423784735	-0.0403320239	-0.0148023298	0.1868301986	0.0730119895	-0.0109735109	0.0161690308	-0.0106206652	-0.0155250567	0.0270535748	-0.1487232723	-0.1625949854	-0.0405559775	-0.1454577974	-0.1159358297	0.0331681673	-0.1384149634	0.1500757062	0.0236468436	0.0870239846	0.0770183129	0.0382555729	-0.0783578367	0.0157760031	-0.0582602758	0.0732089002	-0.1239150983	-0.0387851284	0.118533137	-0.1314025118	0.077245296	-0.0473590964	0.1256097888	0.045630242	0.1655073062	-0.0590602058	0.0349095298	-0.0217153192	-0.0034911285	0.0271598482	0.1246523565	-0.2221471312	0.0569478371	-0.1104103319	0.0066514703	0.0113673365	-0.0046018554	-0.0274496552	-0.1721466149	-0.0812073377	-0.0307573261	-0.0912815004	0.1440342395	0.1170999511	0.0088979049526471	-0.0088952179846587	7.917271254634179e-05	7.91249029945956e-05	0.0106072920671635	-0.0043190767492121	1.865442396558456e-05	0.0001125146449981	-0.0029233359214515	-0.0017156886627987	2.943587587655992e-06	8.545892909648691e-06	0.0010500184019549	-0.0001010443431134	1.0209959275218528e-08	1.1025386444439215e-06	-9.030736244874936e-05	0.0002459813997812	8.155419712449785e-09	6.050684903834344e-08	0.0003670478555033	-6.459172385000155e-07	4.172090789914859e-13	1.347241282295714e-07	0.0	0.0
