global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1202.79160853375	n/a	1446707.6535592056	n/a	1750.7667269320102	n/a	3065184.132132224	n/a	1169.9830871466652	n/a	1368860.424209241	n/a	1271.8850804717451	1130.5049151316557	n/a	n/a	n/a	n/a	-0.1489184199	-0.0309360843	0.0200915444	-0.0470104888	0.0522060489	-0.0916034383	0.1351311672	-0.0735797732	0.1803476082	-0.0512766843	0.1350695936	-0.1213478647	0.0268920712	-0.1598838229	0.1399948839	-0.0027027462	-0.0083524109	0.1819383453	-0.2122941952	0.0409240403	-0.1336430438	0.0608936803	-0.1894034383	0.174030297	-0.0329818736	0.0405259907	-0.0649469551	0.0388793003	-0.0379309638	0.0411795326	-0.0521990991	0.0374644565	0.1554036979	-0.0743724647	-0.0702005876	0.2323018787	0.0745893224	-0.2301106076	-0.0192445807	0.0964311402	0.0943854869	-0.1149081394	-0.0206751708	-0.0865846273	-0.1781719726	0.0401213146	-0.0793274437	0.0367428259	-0.1165470383	-0.0264153926	0.0248514174	-0.2680713535	0.1545459219	-0.0555854658	0.0106110572	-0.1488813272	0.1525851014	-0.0264613342	0.0895827225	-0.1697378372	0.1684338514	-0.0651052965	-0.027100668	0.2144555842	0.003660388	0.2375100698	-0.0032827496	-0.0096317018	-0.0420635664	0.2000625937	-0.126609107	0.1006140585	-0.0231348261	0.1857826158	-0.1237436419	0.0010822357	-0.0022358102	0.0874057998	-0.0017453433	0.0565533061	-0.1573155354	0.3076360991	-0.1928917402	0.0428279824	-0.0350993881	0.2044065685	-0.0002901864	0.1458158424	0.008997605	-0.1733028158	0.0734771701	-0.1745818085	-0.2331143351	0.153366806	0.1532882396	-0.0317845798813607	n/a	0.0010102595182345	n/a	0.0643389249883057	n/a	n/a	0.0041394972686508	-0.0481533504647302	n/a	n/a	0.0023187451609791	0.0011310036963397	n/a	n/a	1.2791693611340645e-06	0.0007089999492051	n/a	5.026809279728344e-07	n/a	-9.007871024886228e-07	n/a	n/a	8.114174040098487e-13	0.0
1199.3192898793882	-3.472318654361743	1438366.7590768	12.056996837428546	1747.9720455685178	-2.794681363492373	3055406.2720889887	7.810243923451588	1166.1376190473993	-3.845468099265872	1359876.9465575374	14.78762490247148	1269.8916331538449	1150.9387789986351	1.337392	24.011492	0.0897327477503709	0.0536765427420832	-0.0377687955	0.1002418127	0.103528091	-0.4116325058	-0.2095258078	0.0611743593	0.0919409916	-0.2803410926	-0.3434859514	0.2171000487	-0.0285730058	-0.2828589978	-0.0214710416	-0.0101992046	0.0066475374	0.1672146371	-0.0076041672	0.1143549406	-0.1161257451	0.2696467044	-0.1375162928	0.3319773388	-0.0068471329	-0.0442674765	-0.0573471434	0.1074075894	0.0686619326	0.2397389785	-0.0086504878	-0.0533067857	0.1624432753	0.1241213183	0.0652686128	-0.1117195598	0.0832073518	-0.0341113445	-0.1555159271	0.0842896287	-0.1312471988	-0.0629962369	-0.0162307566	-0.0139373142	0.0909150596	0.0432894058	-0.1397115858	0.008685396	-0.2553764623	-0.2018544696	0.052733189	-0.2878277165	-0.186129901	-0.0927742515	0.290528276	0.1800466485	-0.0096856355	0.0422035745	-0.1840430991	0.0248831202	0.0239010179	-0.1666133657	0.0147790944	0.0303714461	-0.0862117259	0.0271076794	0.1148769358	-0.0584097948	-0.0377342145	-0.0131631282	0.1173842835	0.2364370534	-0.0386439211	0.0288381247	0.0742520032	-0.081017494	-0.0520343369	-0.1474247222	0.0150759684	-0.0654185818	0.1080618839	0.193559508	-0.3761810001	0.146002744	0.0341419445	-0.0415740049	0.0464137614	-0.0031536806	0.0015936915	-0.1350239373	0.1311011968	-0.0208040941	0.0741645313	0.0497188974	-0.1400900547	0.1531573254	0.1524510324	-0.0362336491448758	-0.004449069263515	0.0013128773303539	1.9794217311554785e-05	0.0528856029391135	-0.0114533220491922	0.0001311785859625	0.0027968869982335	0.0035235371120734	0.0516768875768036	0.0026705007096255	1.2415313780158554e-05	0.001348998804336	0.0002179951079962	4.752186711031849e-08	1.8197977740999576e-06	0.0004839999842676	-0.0002249999649375	2.342559847710371e-07	5.062498422187624e-08	-8.264828190873317e-07	7.430428340129113e-08	5.521126531779387e-15	6.830738502465432e-13	0.0
1199.0368291982	-0.2824606811882404	1437689.3177736732	0.0797840364173247	1732.809778079471	-15.162267489046826	3002629.7270078254	229.89435540940636	1167.415970050545	1.2783510031456444	1362860.0471290548	1.6341812872434751	1269.4826029106423	1128.9794649436258	1.484952	26.660767	0.0617718400817906	0.0293572549502632	0.1281114722	-0.0918814064	0.2230507996	0.0761559687	-0.0566948026	0.114927521	-0.2202261059	-0.088563909	-0.1162044588	-0.0884927296	0.2123819172	-0.027742666	-0.1269080349	0.1220546771	0.0880183841	-0.15944416	0.0205773591	-0.089016016	-0.0311128723	0.0501018132	-0.3145590564	0.1029408861	0.0846945158	-0.0264703789	0.0257668538	-0.1635616526	0.0285769679	-0.0583248578	-0.165725607	-0.0186016662	-0.1538254016	-0.0749869272	-0.0157389047	0.095523587	0.0589829927	0.0680816719	0.021296297	0.119144284	0.1801874531	0.1726736124	0.1492805746	-0.0092452728	-0.0734854143	0.1197164113	0.0833408561	-0.2789035479	-0.1403881974	0.0384614535	0.1285453865	-0.0522858625	0.0179521733	0.0458274072	-0.0141631084	0.100778844	0.1967424127	-0.0918169571	0.0162160194	-0.1298063255	-0.1365881102	0.0573891115	-0.0361222118	-0.0687455433	0.0480000286	0.0032191653	0.0567884595	0.1679466775	0.075831427	0.1120041035	-0.0981119016	0.0874607008	0.1650550648	0.1336949025	0.0218092577	-0.0555088509	-0.0748894316	0.010632935	-0.2211043104	-0.0310272298	0.1814930675	0.0513742354	-0.1491320667	0.1077259159	0.1341916806	0.0711686899	-0.1174648174	-0.06500777	-0.1141282996	0.0006494713	-0.1177718122	0.0977884886	-0.0545128033	0.1395721413	0.130748299	0.1527386503	0.1507811905	-0.0316340860317012	0.0045995631131745	0.001000715399061	2.115598083207638e-05	0.0322352835458303	-0.0206503193932831	0.0004264356910446	0.00103911350528	0.0202725696352956	0.0167490325232222	0.0002805300904639	0.0004109770796179	0.0011295256104955	-0.0002194731938405	4.8168482814549717e-08	1.275828104765232e-06	0.0004299310912696	-5.4068892998000034e-05	1.8484074324026918e-07	2.923445190029177e-09	-0.0001227428970228	-0.0001219164142037	1.4863612052291232e-08	1.5065818769549684e-08	0.0
1201.657104178593	2.6202749803931056	1443979.796022882	6.86584097287409	1738.1180229393212	5.30824485985022	3021054.261666495	28.17746349212628	1169.1729616334624	1.756991582917408	1366965.4142147617	3.0870194224426184	1268.1822633107504	1106.06572005532	1.343295	24.11746	0.0746708170250217	0.0374729392321843	-0.1739786447	-0.0700525556	0.1137043022	0.0750262692	0.0765370584	-0.2166597283	-0.0748733972	-0.0467352178	0.0288826466	-0.1208473346	0.0155838714	-0.0941398325	-0.1340634348	0.1418563579	-0.0365423212	0.0355742514	0.0285564863	0.1457589687	0.0251471392	-0.0998523437	-0.1596532384	-0.0077844607	0.2169422503	0.1870622769	0.1653056271	0.0329329195	-0.1436775202	0.0830363123	-0.0065406146	0.0602310389	-0.1414102407	0.0159172416	0.1492581643	-0.0616947493	0.0315096055	-0.0100117006	-0.0098688765	0.1357194194	0.0596005718	0.0111461895	-0.0794365276	0.1664824628	0.1075320131	-0.2268912585	-0.065851893	-0.2163779543	-0.1041359602	0.132601698	0.1335974172	0.0949019594	-0.1326012712	0.0827047138	-0.0276153936	-0.0302446397	-0.0532539048	-0.0700789913	-0.1060960479	-0.1207198249	0.1438248802	-0.0077135149	0.1770767102	0.0493028077	0.0157796925	0.049963538	0.1611604703	-0.1719667754	0.0571437312	-0.1197465404	0.0493554394	0.1994421468	-0.1253484017	0.100490746	-0.0646828548	-0.0571486347	-0.0391486749	0.0596946838	-0.225486316	0.0246229117	0.0702996482	-0.0102233937	-0.0745725578	0.0820387407	0.1456012346	-0.0123366089	0.0022687534	0.1430698692	-0.0957934029	-0.0743709836	-0.235167906	0.0212815239	0.0150217023	0.0745309168	0.095471595	0.1521113526	0.148287834	-0.031727936169176	-9.385013747479493e-05	0.0010066619335553	8.807848304037907e-09	0.0207695584644227	-0.0114657250814076	0.0001314628516424	0.000431374558807	-0.0118376738626437	-0.0321102434979393	0.0010310677374969	0.0001401305224783	0.0007770464611009	-0.0003524791493946	1.2424155075794077e-07	6.038012027094324e-07	0.0006859482372645	0.0002560171459948	4.7052498420627474e-07	6.554477904337392e-08	-0.0001342665677973	-1.1523670774500007e-05	1.3279498811906564e-10	1.802751122806696e-08	0.0
1203.7886577635322	2.131553584939184	1449107.1325601265	4.543520685467085	1743.743390057538	5.625367118216673	3040641.010369355	31.644755214713356	1170.927198327106	1.7542366936436338	1371070.503782166	3.0773463773257483	1273.6714698155722	1137.4234815632212	1.333681	23.944859	0.0467522051659996	0.0267315862419987	0.1394115152	0.0016998282	-0.0197819702	0.1983674722	0.0554570457	0.0441788875	0.0086855304	0.1562321474	0.0346833573	-0.013298955	0.1986604423	-0.1192928712	0.0688348393	0.1715496388	0.0100308904	0.0758360707	-0.1411623902	-0.1188349471	-0.0564593033	-0.1617782349	-0.0774274511	0.170400079	0.0830317389	0.1422068653	-0.2820850232	0.0157805103	-0.1345681548	-0.1527231018	-0.1968395985	0.0616391168	-0.0621722311	0.0223284108	0.0675355559	-0.0453479997	0.1268847369	-0.0457583732	-0.1041620904	0.0043878613	-0.1039636685	-0.1641871609	-0.1348384889	-0.0329863783	-0.1254133031	0.0716313749	0.0926893314	0.0396883373	-0.0969004565	0.2355048238	-0.0253420658	0.042991767	-0.0690110253	-0.0187241997	0.1219112024	0.0809293991	-0.1022253379	-0.2316630214	-0.1160776835	-0.0412393099	-0.2112476937	-0.0240393701	-0.0201896696	0.1394294584	-0.0696751387	0.0435053767	0.0130283228	-0.0056520177	-0.1943927361	-0.0446904365	0.0866017224	0.0728919931	0.1494765546	0.0361965103	0.1170096677	0.1363112912	-0.0045605211	0.1234302324	-0.2207705744	0.0814577829	-0.0321571284	0.0560712349	0.009979326	-0.0406600486	-0.0027421465	-0.0705625604	-0.0838735918	0.1642554356	-0.0202234495	-0.120682155	-0.0139206811	0.1917011664	0.0383821557	-0.1720533722	0.2586261045	0.151276289	0.1449845808	-0.0317559598508836	-2.802368170760211e-05	0.0010084409860509	7.85326736448993e-10	0.0420297629643187	0.021260204499896	0.0004519962953773	0.0017665009748368	-0.0040810051351627	0.0077566687274809	6.016590974788171e-05	1.6654602913224327e-05	0.0011305471601331	0.0003535006990321	1.24962744216254e-07	1.278136881285017e-06	0.0006859244374721	-2.37997923999882e-08	4.704923339214168e-07	5.664301182825362e-16	-0.000134888234111	-6.216663137000088e-07	3.864690055893578e-13	1.8194835701583946e-08	0.0
1202.2222405896816	-1.5664171738505956	1445338.3157684742	2.453662762534087	1747.8447284595386	4.101338402000692	3054961.194803798	16.820976687725594	1171.114188239345	0.1869899122389142	1371508.4418954998	0.0349652272791168	1273.0181311501397	1130.3836073303223	1.268138	22.768103	0.0437838617485631	0.0312781299083978	-0.1226111716	-0.0771452405	0.0773826023	-0.0413054412	0.0356278986	-0.0366832991	0.1097602968	-0.0844182215	0.0872587619	-0.049472203	0.0989883928	0.0116100016	0.0988106934	-0.229188025	0.0033664431	-0.0305628588	-0.0437926583	0.164643406	-0.1142980145	-0.0601743844	0.0225764503	0.0605389705	-0.1279293999	0.1223604381	-0.0216086703	0.2099269763	0.0437609165	-0.2736478872	0.030424955	-0.1334346984	-0.16326932	0.0018340812	-0.0437449568	-0.0200196554	-0.1460479189	-0.0648631454	0.0071963444	-0.2221586233	0.1561394872	-0.1698399461	0.2536194878	0.0395651305	0.1180082604	-0.0434517187	-0.1605883916	0.0579228134	-0.0865414093	0.0827762256	-0.1633428498	0.1144028681	0.0278121507	-0.2690080873	-0.0012373003	0.1283276665	-0.1099756148	-0.0671856621	0.1307929488	-0.1622833995	-0.0728395275	0.0741055793	0.0908475314	-0.2037049641	0.0119299504	-0.150707384	-0.2303634143	0.0640083796	0.0096791181	0.1195580338	-0.1795730067	0.1100775461	-0.0699874932	0.0525986271	-0.0966632565	0.0848544126	-0.0033428265	0.0920518662	0.0054800224	0.0624454708	-0.014894821	0.1548153374	-0.0332471565	-0.1388527371	-0.1059741945	0.0877744232	-0.0014155327	-0.0156892445	0.1545377199	-0.015140207	0.0720774323	-0.2851891842	-0.0590774986	0.0162072006	0.1929755865	0.1502346003	0.1408894722	-0.0271507388140008	0.0046052210368827	0.000737162618146	2.120806079854788e-05	0.0420231198748126	-6.643089506097599e-06	4.413063818602405e-11	0.0017659426040128	-0.0344710172220885	-0.0303900120869258	0.0009235528346434	0.0011882510283255	0.0010889978013983	-4.15493587348e-05	1.7263492112731004e-09	1.185916211450331e-06	0.0006860001360606	7.569858850007844e-08	4.705961866751618e-07	5.730276300904208e-15	-8.735807293313528e-07	0.0001340146533816	1.7959927321008794e-08	7.631432906590984e-13	0.0
1200.9120014294438	-1.3102391602378702	1442189.6351772724	1.7167266570208397	1737.6906437229466	-10.15408473659204	3019568.773282269	103.10543683789145	1167.9374929619196	-3.176695277425324	1364077.987466174	10.091392885616356	1271.2374158929897	1151.260042927482	1.390628	24.967281	0.0405209647698995	0.0281134652546954	0.1440692579	0.1952281659	0.1285270275	-0.1883283538	-0.067748969	0.1009116137	-0.116378229	0.0136089754	-0.2526626129	0.1204745395	0.1061544145	-0.0341726383	-0.0172405605	-0.211182174	-0.0839287421	0.0412343786	-0.2002804068	-0.1603490234	-0.0039107782	0.1136708093	0.0007874204	0.1191583393	-0.1372299538	-0.0002590917	0.1197426325	-0.0774431082	0.0171516622	0.0362733195	0.1331137538	-0.0818102609	-0.0149943395	-0.0317422681	-0.0329663407	0.0680470772	-0.1587695267	-0.2145736727	-0.1903522765	0.1311706655	0.0838701248	0.0225972353	-0.1219016958	-0.0076374841	0.1290757451	0.074314919	0.1542101614	-0.0529655148	-0.2274177228	-0.0327390662	-0.0856490454	-0.1178698693	0.0137238782	-0.0536192634	0.0862809254	-0.0303856141	-0.0018233476	-0.0460199315	-0.1193405162	0.0793042488	0.2056362302	0.18748082	-0.1023315563	-0.0964844392	0.2060077635	-0.2111314189	0.0790848778	-0.015406192	-0.0046375754	0.1049630831	-0.0998696711	0.1259859394	0.1371500002	-0.0550084689	0.1089388845	-0.0686924415	0.0022789321	-0.0222549608	0.0987401207	0.1236391945	0.0441468085	0.1486968741	-0.0316023925	-0.0467247964	-0.0248775773	-0.0586778857	-0.0207491578	-0.0170806887	0.2356580212	-0.1486580849	-0.0232886679	0.0839705628	-0.2247467086	-0.0271026679	-0.0237474362	0.1489877092	0.136024874	-0.0278452140117764	-0.0006944751977755	0.0007753559433616	4.822958003254558e-07	0.0419228310181694	-0.0001002888566432	1.0057854766801271e-08	0.0017575237605779	-0.0083497035662105	0.0261213136558779	0.0006823230271087	6.971754964358834e-05	0.0013610013708943	0.000272003569496	7.398594181856537e-08	1.852324731576164e-06	0.0006859990875243	-1.0485362999948858e-09	4.705947480841723e-07	1.0994283724069652e-18	-9.667038890858294e-07	-9.312315975447665e-08	8.671922882657781e-15	9.345164091736675e-13	0.0
1202.1225440699316	1.2105426404878017	1445098.6109611646	1.465413484439179	1738.422355198216	0.7317114752695488	3022112.285052913	0.5354016830411396	1170.5813889386295	2.643895976709928	1370260.788129491	6.990185935662943	1271.0782187497175	1111.009908100475	1.487362	26.704035	0.0777081688700683	0.0369349201708858	-0.1499855185	-0.0450104078	0.0642095751	0.082529199	0.1075636959	-0.1384899161	-0.1073165315	0.073758234	-0.0743160391	-0.1408124881	-0.0914756869	-0.126085886	-0.0544255704	-0.0111155259	-0.0289212312	-0.0255903495	-0.1614648871	0.2393993146	0.0770573256	-0.1253472836	0.0114567247	-0.0142076037	0.0377188468	-0.1486523003	0.0117584332	0.0043830955	-0.1291516758	0.0662390798	-0.0525204612	-0.0275488205	0.0980418377	-0.0782682952	-0.0781529602	0.1706501001	-0.1475786039	-0.0138926381	0.2368426471	0.0651884451	0.0903704044	0.0333653427	-0.0538471807	-0.1074426962	-0.1396658169	-0.1969724149	0.0203139445	-0.0674886192	-0.037041389	0.1664551445	0.1198995685	-0.1438757453	0.0480150478	0.0367690139	-0.0882561316	-0.1297926271	-0.114079278	0.103245466	0.1967756911	0.1419938333	-0.1631457131	0.0544452587	-0.1179438891	-0.1475831409	-0.0910698406	0.0737843198	0.0849820406	-0.0048124094	-0.0079483507	0.08839857	-0.1730166787	0.1683481615	-0.0786625315	0.021025041	-0.0727996619	0.0085457124	0.102622575	0.0908108828	-0.0451199688	-0.0281436401	0.0544052821	-0.1863589277	0.102715462	-0.1080801121	-0.0744146664	0.0476220032	0.1753787959	-0.0952585094	0.0317448977	0.0907674006	-0.1713742461	-0.0887314638	-0.1516383435	-0.0458690059	-0.1133615232	0.1475373187	0.1304173552	-0.0284380607116503	-0.0005928466998738	0.0008087232970395	3.514672095513734e-07	0.0366858730809411	-0.0052369579372282	2.742572843629844e-05	0.0013458532837109	-0.0326133645404809	-0.0242636609742704	0.0005887252438743	0.0010636315466502	0.0009980462383197	-0.0003629551325746	1.317364282622455e-07	9.960962938241034e-07	0.0003548707278764	-0.0003311283596479	1.2593323350352598e-07	1.0964599056310904e-07	-0.0002591772768405	-0.0002582105729514	6.667269998389757e-08	6.717286083045717e-08	0.0
1206.3723313560313	4.249787286099718	1455334.2018613862	18.060691977094805	1746.226299430229	7.803944232012782	3049306.2888217918	60.90154557636557	1173.4391006440885	2.857711705458996	1376959.3229204074	8.166516191517365	1275.2403676492197	1140.0293659834429	1.302548	23.385887	0.0831632983907415	0.034856122782568	0.0700200267	0.0695267476	-0.2593413599	0.1902195485	0.1415591277	-0.0441928877	0.0581857437	0.2514635258	0.1224428463	-0.0334145437	0.0216822161	-0.0897527336	-0.0272326931	0.1993772122	-0.022541954	0.0046270413	-0.1828435827	-0.0466145863	0.0572954273	-0.0774345104	0.1228152877	-0.0904768351	0.037820736	0.0822037607	-0.1179152779	-0.0927183864	0.1223855871	-0.1201837126	0.1157520403	-0.2072916563	0.0530316877	-0.1418904392	0.0619976646	-0.0294548348	0.0155744662	0.2505992734	-0.0035178022	0.1248529428	-0.0609990451	-0.0652477666	0.0073036564	-0.0654659494	0.1505156369	-0.0541491262	0.1287832632	0.1964279976	0.0118212362	0.1334450069	0.027464671	0.0655619107	-0.1264685358	0.0655637335	-0.0288062529	-0.0391788201	-0.0934063429	-0.0983825338	0.0049685858	0.1117826279	-0.0279958233	0.1481069223	-0.0578761259	0.0196186139	0.1694282698	0.0683295827	-0.2933180659	-0.1186534506	0.0469297971	-0.1216848081	-0.0718672625	0.0660947196	0.0494727256	-0.0455374202	0.0884294603	0.1244945103	0.0773476572	0.1175277467	-0.1121034689	0.0410874872	-0.3475615081	-0.2111083462	0.0445128427	-0.0100211277	0.0313215061	0.0610706318	0.0130398834	-0.2059229944	-0.0118421989	-0.0069191183	-0.1348932615	-0.0072164229	0.1230991397	-0.0513413091	-0.1242172244	0.1458854101	0.124097542	-0.0146227460438979	0.0138153146677523	0.0002138247018643	0.000190862919369	0.0207397913512465	-0.0159460817296946	0.00025427752253	0.0004301389452932	-0.0527416559254305	-0.0201282913849496	0.0004051481140774	0.0027816822697564	0.0005765864585417	-0.000421459779778	1.7762834597052025e-07	3.324519441736595e-07	0.0005349065817779	0.0001800358539014	2.861250512293172e-07	3.2412908690042244e-08	-0.0003231538553279	-6.39765784874e-05	4.093002594954453e-09	1.0442841421328532e-07	0.0
1203.4879262240415	-2.884405131989752	1448383.188567044	8.319792965448817	1749.7306296683646	3.504330238135708	3061557.2763996515	12.280330417912268	1171.0436369061244	-2.3954637379640644	1371343.199538323	5.738246519900768	1275.9056322804204	1142.589751143022	1.04739	18.8048	0.0924452297557151	0.0412069009846566	0.1020847434	0.0441866185	-0.2587146524	0.0576494943	0.1017689189	-0.0097345487	0.2787145079	0.2450198128	-0.0868911807	-0.1076444106	0.0148006287	0.1623979084	0.1137807648	0.0919848186	-0.093881103	-0.0252779093	-0.0239595111	-0.2106247444	0.0602906838	-0.0114926606	0.1099773291	-0.1058719599	0.0908255748	-0.1556438449	-0.1616111507	-0.0129835137	0.0680163097	0.1045520786	0.159526234	0.0225566659	-0.1289281451	0.0254740461	-0.0602078828	-0.01298533	0.0282737038	0.0058777146	-0.1390594345	-0.2630784798	0.0040848099	0.0397343001	0.023517068	-0.1993749882	0.1028314036	0.0558290691	0.0143780224	0.3627957482	-0.0542195113	-0.0013496387	0.0034968491	0.1112150039	0.0280082678	0.2400557514	-0.1705614386	0.0972251312	0.0658910992	-0.1136481307	-0.0244377699	0.1299215214	0.0637578749	-0.0364966461	-0.0176240186	-0.0690209687	0.245073102	0.10067403	-0.007322843	0.1413008619	-0.1200553303	0.1045920597	0.0230123874	-0.0046938409	0.1173311436	-0.0580202824	0.1010267482	0.1119037006	-0.0290970293	0.0891630485	0.1410628607	-0.1420041344	-0.2568363676	-0.0412064479	-0.0720590283	-0.2619619741	0.0129745684	0.0755969179	0.0378378162	-0.0545605356	-0.0755369726	0.0122142843	-0.1609676397	-0.0309789799	0.0660837375	-0.0520548704	-0.1296850765	0.1440342395	0.1170999511	-0.0200766121153463	-0.0054538660714483	0.00040307035403	2.9744655125296e-05	0.0421604490572633	0.0214206577060168	0.0004588445765583	0.00177750346471	-0.0317723467703956	0.0209693091550349	0.0004397119264394	0.0010094820192982	0.0011600376802306	0.0005834512216889	3.4041532809027e-07	1.3456874195547916e-06	0.0002603325230126	-0.0002745740587652	6.777302253810593e-08	7.53909137468504e-08	-0.0002891511993178	3.400265601010002e-05	1.156180615741191e-09	8.360841606692209e-08	0.0
