global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1125.6937886303913	n/a	1267186.505761044	n/a	1667.0014241012102	n/a	2778893.747955463	n/a	1095.0441089095357	n/a	1199121.600457479	n/a	1191.5628305175328	1131.6918961596446	n/a	n/a	n/a	n/a	-0.1750601217	-0.063248733	-0.1371818738	0.2306492794	-0.007110925	-0.2126056442	-0.2705177174	0.080952459	-0.0089739747	0.010392422	-0.071519787	0.0319920114	-0.1036559898	0.1124396021	-0.0687760379	0.2222791708	-0.0808919633	-0.1266553927	0.0382973881	-0.0513661543	0.1561168768	-0.0930724148	0.0115862926	-0.0566147566	0.0499431907	-0.0098647089	0.1697225645	-0.2333676331	0.048337674	-0.0763355906	0.0021572798	0.0115333467	0.1103036255	-0.1021374272	0.1961337399	-0.2461485241	-0.1217670313	0.0389883918	0.1912469362	-0.2130208189	0.1259857848	0.0194925926	0.0236495866	-0.1004547967	-0.1342825244	0.2321911447	-0.0537401621	0.1796424851	-0.1598297186	0.0194639953	-0.1096557009	-0.0047796439	0.0588345555	-0.0353237997	0.0007191743	-0.1534485057	0.2104138411	-0.2836360643	0.0997341235	-0.010693141	0.0062045237	0.0737110821	-0.0671932312	0.1197825243	0.0971478843	-0.083452797	0.2339916583	0.0037125561	0.0316710758	-0.0767342397	-0.0657101472	-0.0831670529	0.0898880307	-0.1008856956	0.1786727009	-0.0217415562	0.0387328837	-0.2148561688	-0.0224104098	0.1532396928	-0.104116272	0.054716106	-0.0096739417	0.0883371035	-0.1951357498	0.2013547932	-0.1419260265	0.0930367414	-0.0900276834	0.0781338849	-0.2220050784	0.0035138955	0.0398644112	-0.0194151182	0.153366806	0.1532882396	-0.0199788232847311	n/a	0.0003991533798425	n/a	-2.2739076726452367e-05	n/a	n/a	5.170656103714877e-10	-0.0335534930711673	n/a	n/a	0.0011258368972768	0.0002800245444527	n/a	n/a	7.841374549594219e-08	0.0001849623290881	n/a	3.42110631816946e-08	n/a	-0.0002680262090068	n/a	n/a	7.183804871455686e-08	0.0
1122.691296343893	-3.002492286498182	1260435.7468863311	9.01495993048108	1658.7482774085606	-8.25314669264958	2751445.847805867	68.1144303303927	1092.8164433274314	-2.227665582104237	1194247.7788068173	4.962493945691809	1189.9142146919255	1133.0020637459904	1.028489	17.94385	0.0406141442698081	0.0171366959410693	-0.1470939512	-0.106826155	-0.1121167172	0.1762917845	-0.0205330384	-0.0686636593	-0.1532552878	0.0186392169	-0.0949023272	0.0111808575	0.0825202594	0.1012901749	-0.1669276666	0.0354528682	-0.1836529986	0.0386347137	0.0266461069	-0.1135586873	0.0540336104	0.023807323	0.1430351208	-0.1693975285	-0.0719462045	-0.0254950188	-0.1452026654	-0.1503992977	0.1277376336	-0.1127208013	-0.2206527141	-0.0763631286	-0.0643092465	-0.0246451407	-0.0044834759	-0.1093332719	0.0418699736	0.0294600926	0.0023040298	-0.0392349218	0.0802719167	0.1463434443	0.002206617	-0.2068184605	0.0481035876	0.1076946699	-0.0794223752	0.2671616995	0.0202463295	0.1044369808	-0.0105973806	-0.0106845178	0.0756083582	-0.0765368812	-0.0791734482	0.0370941529	0.0884214847	-0.183399807	-0.0097074069	-0.0897956874	-0.1307981	0.0117167521	-0.1670897947	0.0296118087	0.0401638475	-0.0308528064	0.117407814	-0.0071261768	0.0908917639	0.1004124044	0.1016528772	-0.0117410735	-0.0849985705	-0.1126248269	0.1346873495	-0.0415508805	0.1188454422	0.0655580041	0.142561866	-0.1576584264	-0.0206002833	0.112632536	-0.1368799061	-0.0283539577	0.0848828365	-0.0121951608	-0.1824723339	-0.035918723	-0.0734669516	0.0747451889	-0.0103081473	0.0866797913	-0.186841453	-0.1823941938	-0.0500388753	0.1400819112	0.1531573254	0.1524510324	-0.0160956670223555	0.0038831562623755	0.0002590704968945	1.5078902558026831e-05	0.0058955767649564	0.0059183158416828	3.502646240191421e-05	3.475782539149377e-05	-0.0219898562427118	0.0115636368284554	0.0001337176967004	0.0004835537775751	0.0003449998669499	6.49753224972e-05	4.221792533615144e-09	1.1902490819544873e-07	-6.951242448316465e-08	-0.0001850318415125	4.831977157527668e-15	3.423678237353769e-08	-0.0004029997517429	-0.000134973542736	1.8217857238733803e-08	1.6240879990483902e-07	0.0
1122.777205526349	0.0859091824559072	1260628.6532495574	0.0073803876302423	1660.7078369769854	1.9595595684247653	2757950.519796777	3.8398737022050535	1092.9529219297606	0.1364786023291344	1194546.0895548014	0.018626408893714	1188.0752417818055	1121.4153559543531	1.072555	18.712666	0.0363998803791912	0.0196032414970602	-0.1837551414	-0.0749898135	-0.0448060097	-0.0078352318	-0.1353030321	-0.1455957541	-0.0109748787	-0.0677997459	-0.1300021817	-0.1296705398	0.1586513109	0.0934925496	-0.1339928651	-0.1192670532	-0.0204545183	-0.1376569068	-0.0660390053	-0.1888187978	-0.0173335191	0.0056095532	0.0771802497	-0.0392545631	0.1162083169	0.0251730824	-0.0303719965	-0.0804301171	-0.0063999701	0.016178051	-0.0166815554	0.0571999415	-0.1292496057	-0.0075619277	-0.2204523467	-0.1061063137	0.0504207851	-0.1217058645	-0.0301002451	0.0329555669	-0.0662680285	0.1440497269	-0.0510524547	-0.0480041836	0.0417166721	0.1447225706	-0.2208535434	0.0794737358	0.0403609299	0.0392422105	0.0339706718	-0.0009696069	0.1123550311	-0.0405991214	0.0696456653	0.1282725154	-0.0643249492	-0.0809930434	-0.1194717179	-0.0510402094	-0.166575561	-0.0635368818	-0.0359472841	-0.1249933247	-0.0248997442	0.0451220039	0.0165689832	-0.1648236753	-0.1098330052	0.0459387852	0.1675872742	0.0156902035	-0.0937550325	-0.2085598371	0.088432563	0.012778184	0.0893868606	0.0504400368	0.1746933742	-0.019766307	0.0072173771	-0.0555275985	-0.0485553963	0.0757555687	-0.0676066304	-0.0681057515	-0.0501095018	-0.0093815694	-0.045235509	0.1300089236	-0.0852177645	0.1288355608	0.2240294515	-0.020422339	0.0654661815	0.0887099725	0.1527386503	0.1507811905	-0.0199966426429796	-0.003900975620624	0.000399865716991	1.5217610792703568e-05	-0.002922627029875	-0.0088182037948314	7.776071816717891e-05	8.541748755755965e-06	-0.0211613626108402	0.0008284936318715	6.864016980517939e-07	0.0004478032675474	0.0006100384754292	0.0002650386084793	7.02454639846437e-08	3.721469415039827e-07	0.000191877042394	0.0001919465548184	3.681679939786888e-08	3.684347990668496e-08	-0.0004030587350824	-5.898333949998789e-08	3.479034338570831e-15	1.624563439262243e-07	0.0
1122.5169041670308	-0.2603013593181913	1260044.2001407351	0.0677567976628981	1658.5536764085907	-2.1541605683946727	2750800.297528452	4.64040775442646	1093.8309728889822	0.8780509592215822	1196466.1972512573	0.7709734869899405	1187.8346969703484	1108.8607260862696	0.948715	16.552063	0.0365016121854575	0.0233310471073252	-0.2055478098	-0.0089779897	-0.0206924687	-0.0168342115	-0.2171676486	-0.2062466969	0.0823305755	0.0176342142	-0.0556542123	-0.1043655472	0.1133254214	-0.0378424016	0.0208783191	0.2239116434	0.1300482478	-0.2305453938	0.0634617336	-0.2529435746	-0.0661315506	-0.087361917	0.0349305312	-0.0904842352	0.0919743354	0.1355104938	0.0489785253	-0.1452090328	0.0857737565	0.036030353	0.082875717	-0.0023948178	-0.0133690927	0.0447145794	-0.0462178253	0.049425047	0.0646008861	0.0567179756	0.0674752756	-0.0105067936	0.1324718352	0.0343332217	-0.008517958	-0.0290216713	-0.0317589779	0.0139078323	-0.2498130552	0.0295503089	-0.0002047662	0.0779159974	0.0008376888	0.0161340808	0.0923912832	0.0691768215	0.1211377585	0.086812352	-0.0188962892	-0.0465877114	0.0189004789	0.059661055	0.0379739111	0.1565421988	-0.0624288681	-0.0113049948	-0.0325745094	0.1167123927	0.0368810889	-0.0464518402	-0.1019969287	-0.0354671421	0.0570690216	0.1203233423	-0.1059608646	-0.2189311643	0.0180727962	0.0713495545	0.0657848589	0.0518962577	0.1265572433	0.0038895336	0.0284038537	0.0169456953	0.0035272148	0.1824559324	0.0744194724	0.001071142	0.0700198438	-0.0648079469	0.0417801507	0.1625917145	0.0254838012	0.0239009165	-0.0375977048	0.0857920891	0.1725171849	-0.0280532768	0.1521113526	0.148287834	-0.0199950256119763	1.6170310032995183e-06	0.0003998010492235	2.6147892656318467e-12	9.343909940184858e-05	0.0030160661292768	9.096654896171032e-06	8.730865297028541e-09	0.0001182245191841	0.0212795871300243	0.0004528208284242	1.3977036936311628e-08	0.0005579997423338	-5.203873309540005e-05	2.7080297421742847e-09	3.113637124445872e-07	-1.1241341946188757e-07	-0.0001919894558134	1.2636776875114283e-14	3.685995114354924e-08	-0.0004030000860882	5.8648994200006736e-08	3.439704520672423e-15	1.624090693870966e-07	0.0
1122.9231434990902	0.4062393320593855	1260956.3862058783	0.1650303949120557	1652.282860352821	-6.270816055769728	2730038.6506157	39.323134005299416	1094.3514107677424	0.5204378787602764	1197605.010249348	0.2708555856484961	1188.859798866251	1109.7629664977246	1.020782	17.809399	0.0537478728445315	0.0270886364220091	-0.1360483683	0.1171757217	0.0040378315	-0.1115500037	-0.0300071275	-0.0589183002	0.1704518753	0.1176388356	0.0565205022	0.0314163946	0.2041732248	-0.0666201904	-0.0987885419	-0.0028694845	-0.1860758541	-0.0465884791	-0.0225456074	-0.216209911	-0.0574084013	-0.0528741195	-0.0962292238	0.0071428624	-0.1579637993	-0.0267053436	-0.054780004	0.0235366296	-0.2115282578	-0.1326678067	0.0877038515	0.0451534546	0.0715029337	0.0255129943	0.0671316306	0.0438371351	-0.0931774438	-0.2045073796	0.0605232981	-0.0483794349	0.1979742925	0.0083907012	0.1583354289	-0.0052515409	-0.107839714	0.1277088531	-0.1516038587	-0.0856234975	-0.0460578259	0.1146845263	0.1751232844	1.0002e-05	-0.0166312532	-0.0943663853	-0.2057766959	-0.0144173587	-0.0633435836	-0.0529096511	0.0808917655	0.1463342163	-0.0229986484	-0.0925015805	0.0416110075	0.1104965087	-0.0380419351	0.0721851356	0.0085668348	0.0396013789	0.2036643232	-0.0311247987	-0.0503295183	-0.0958582966	-0.0642082085	-0.2183286759	-0.0860245334	0.1690568248	-0.0054841245	0.0638553459	0.0306293258	-0.0191828285	0.0507313763	-0.0097366916	0.1663804849	-0.0139744652	0.0924310124	-0.0266123336	0.069650226	-0.0818851638	-0.0134084723	0.0651275487	-0.136479573	-0.1452365198	0.0562171226	-0.1476080233	-0.0005180289	0.0132830332	0.151276289	0.1449845808	-0.0200809175594969	-8.589194752060131e-05	0.0004032432500313	7.377426648881729e-09	-0.0108924138555579	-0.0109858529549597	0.0001206889651479	0.0001186446796007	0.0170922131736972	0.0169739886545131	0.0002881162908435	0.0002921437511751	0.0006580064849058	0.000100006742572	1.0001348559862282e-08	4.329725341780869e-07	0.0001219634134996	0.000122075826919	1.487507423247441e-08	1.4902507517972757e-08	-0.0001110398698285	0.0002919602162597	8.52407678784108e-08	1.2329852691530226e-08	0.0
1125.0796311216454	2.1564876225552325	1265804.1763648177	4.650438866233919	1655.7860559679798	3.503195615158802	2741627.463137998	12.272379518067856	1096.1719010112442	1.8204902435018084	1201592.8365666051	3.3141847266852738	1189.7044356861416	1103.4468437906155	1.061308	18.516453	0.0344816772621625	0.0157137455869373	-0.0303353563	0.1965486744	-0.1766461902	-0.1454619582	0.0874164391	-0.0137530292	0.0664902106	-0.0329042655	0.1976053232	0.0919251548	0.1390687133	-0.1212253818	-0.0377244369	-0.1794247747	0.0516332407	-0.0369068047	-0.2056707835	-0.1113497724	-0.0894932552	-0.0099688832	-0.1642726338	0.0032970216	-0.15250951	0.0464326081	-0.1622869333	-0.0656806693	-0.040723769	0.008761655	0.0839689212	-0.0124882045	-0.0864335357	-0.1665956703	0.1930519217	0.0420845813	0.0065947913	0.2354271039	-0.0595474128	0.0053565113	-0.1116586767	-0.0449618354	0.0839958062	0.1044661655	-0.1355961695	-0.0387786769	-0.0748146983	-0.1123012189	-0.1169368708	0.0553533996	0.1746638501	-0.1744213811	-0.0650018514	-0.0739486825	-0.0043576198	-0.047487123	0.0358438172	0.0024965387	0.0296987198	0.1752848686	-0.0614041291	0.0771531002	-0.2042293326	0.0623821545	-0.0411735022	-0.0455480327	-0.2138308476	-0.0072538104	0.026951904	0.0471242616	-0.0366334838	-0.0599314455	-0.0006884245	-0.1400548759	-0.3038060289	0.0898230997	0.024980466	0.1714114187	-0.0975150548	-0.1155885713	0.020531756	0.0224994276	0.0893179241	-0.0494353847	-0.0412812181	-0.1171853172	0.0927871991	0.0785760023	0.0702434217	-0.0615915934	0.053443284	0.1344497377	0.0147384088	-0.1349050293	-0.1538524855	0.0450005989	0.1502346003	0.1408894722	-0.0153314927283076	0.0047494248311893	0.0002350546692781	2.2557036227117512e-05	9.791645832990524e-05	0.0109903303138878	0.0001207873604083	9.58763281187207e-09	0.0109993745432461	-0.0060928386304511	3.712268257671724e-05	0.0001209862403426	0.0005909999313383	-6.700655356749999e-05	4.489878220994245e-09	3.4928091884187537e-07	-5.172700978661737e-08	-0.0001220151405093	2.6756835414648093e-15	1.488769451352536e-08	-0.0001749998454843	-6.395997565580001e-05	4.090878485890531e-09	3.062494591952888e-08	0.0
1125.3678325325695	0.2882014109241027	1266452.7584990535	0.0830600532586434	1655.6311474829604	-0.1549084850194049	2741114.496515744	0.0239966387310071	1095.0302957980432	-1.1416052132010464	1199091.34871555	1.3032624628078064	1188.6425123665483	1105.2127838936758	0.8995339999999998	15.694009	0.017271373023679	0.0099270329080376	-0.034844862	0.1962701781	-0.2176948734	-0.0835611912	0.1525282185	-0.0222834616	0.0790866297	-0.043919184	0.2645245424	0.1771349679	0.1512343563	-0.1231997579	-0.0394968324	-0.2270155058	-0.0713515845	-0.0501303574	0.0241054764	-0.1652503286	-0.0565899734	0.0437094173	-0.1271010384	0.0317147636	-0.2959242364	0.0533668308	0.193173517	0.0703301542	0.0350003302	0.124658418	-0.0049876529	0.1024382522	0.0347157653	0.0915870851	0.125610732	0.076740581	-0.1300326912	0.0971446784	-0.2071653911	0.1031090551	-0.158573197	0.0293174847	-0.0617019022	-0.0246238722	0.0507717267	-0.0486106359	-0.0766769164	-0.132062195	-0.1370301129	0.0524890119	0.0470943446	-0.2869976264	-0.07203719	-0.0563794396	-0.0151422479	-0.0887616084	0.164197747	0.1187707221	0.0109035296	0.2722531169	-0.053539266	-0.0655587896	0.0858894677	-0.0785193769	-0.1246606217	0.0405096265	-0.0673040118	0.2167781225	0.0085020776	-0.0299875624	-0.2292531193	-0.0235673738	-0.0028883367	-0.1180225184	-0.2774837557	0.0804339989	0.0650976371	0.1398321449	-0.0639901143	-0.1107440576	-0.0254891301	-0.0030224745	0.0989641252	-0.0676382531	-0.0464716654	-0.0013095534	0.0268735602	0.0658238786	0.029244855	-0.1650857734	0.1149939474	0.1289878826	0.0701249726	0.0416757895	0.0115725196	-0.2057226495	0.1489877092	0.136024874	-0.0116728499706653	0.0036586427576422	0.0001362554264376	1.3385666828048452e-05	5.797473816926413e-05	-3.994172016064111e-05	1.5953410093909644e-09	3.3610702657947312e-09	0.0107757347347643	-0.0002236398084818	5.00147639377762e-08	0.000116116459074	0.0004229923993207	-0.0001680075320176	2.8226530814644896e-08	1.7892256988308253e-07	-7.304248493267274e-05	-7.299075792288612e-05	5.335204605139723e-09	5.3276507421573634e-09	-0.0002009845302917	-2.59846848074e-05	6.752038445399242e-10	4.039478141657528e-08	0.0
1124.4041954560837	-0.9636370764858384	1264284.7947592428	0.9285964151781736	1652.7782621088716	-2.852885374088828	2731675.9836996216	8.138954957689952	1094.6421912647854	-0.3881045332577741	1198241.526896971	0.1506251287352347	1190.243160725082	1104.0522728593955	0.991217	17.293571	0.0358808266496691	0.0175205855382116	0.0312548672	0.1902413362	-0.1416841737	-0.0200643155	0.0748689144	0.0806859315	0.0260388091	0.1155990541	-0.04149375	0.1783873016	0.0749702355	-0.0141656926	-0.0237778008	-0.03151647	0.129545036	0.0515942373	0.212259235	-0.1665628613	-0.1227949808	0.0634504955	0.107187587	0.1900242172	-0.0444472098	-0.1449582982	-0.0107101482	0.1494099611	0.0419161222	0.0332982535	-0.0877433773	0.0049526158	-0.0283871411	0.0033314669	0.0580828461	0.0342509391	-0.0593264463	-0.0690724426	-0.0732055762	0.2387168406	-0.1888397252	0.1005903159	-0.0401661224	0.1389202862	0.0407073867	-0.1321312518	0.0162134729	-0.1455245574	-0.0751466375	0.1356263211	-0.1386836381	-0.2027179148	0.1097930948	-0.0575326968	-0.1078273214	0.0248942721	-0.0905811429	-0.0208343488	0.0237947803	0.0956313465	0.1426795618	-0.0478931661	0.0056330522	-0.0713930904	-0.0287078651	-0.115845202	0.0453175049	0.005870597	-0.106025163	-0.1586190645	0.1024997783	-0.1769334901	0.0179651125	-0.0143718633	-0.2059887213	0.0791570358	0.150734766	0.0292423912	-0.0758999612	-0.0629005308	-0.1586114571	-0.0937010762	-0.041023082	-0.1519858682	-0.0678978204	-0.0026834564	0.0622837791	0.0311735164	0.0602140575	-0.0971103817	0.1646039353	-0.0822365894	-0.0096689827	0.1035723785	0.1741035023	-0.0608910811	0.1475373187	0.1304173552	-0.009624710415494	0.0020481395551713	9.263505058211868e-05	4.194875637457293e-06	-0.0001153891881244	-0.0001733639262936	3.0055050939955005e-08	1.3314664736008174e-08	0.0222877336173468	0.0115119988825824	0.0001325261182725	0.0004967430697978	0.0005910000856211	0.0001680076863004	2.822658265601361e-08	3.492811012041475e-07	-1.1911139163878205e-07	7.292337354103395e-05	1.4187523618127318e-14	5.317818408605171e-09	-0.0004029999561627	-0.0002020154258709	4.0810232289841487e-08	1.6240896466713814e-07	0.0
1125.5010522817431	1.0968568256594151	1266752.618687311	1.2030948959956491	1655.6736299180493	2.895367809177742	2741255.168806009	8.383154750422717	1096.3689422322211	1.7267509674356916	1202024.8574913994	2.981668903540097	1189.8306005440784	1106.32513870574	1.082792	18.891266	0.0904369036292309	0.0437631337371144	0.1021988819	0.0237286547	-0.0163692838	-0.1050334895	-0.1150263669	0.1065166341	0.097962652	0.0591891117	-0.0301000389	-0.0713282421	-0.0335375366	-0.0800595183	0.0620231714	-0.0187358485	0.0748649866	0.0716914708	0.1753930817	0.0295849218	0.2225225654	0.114744265	0.0539688546	0.0759623846	-0.0053982006	0.1899569774	-0.0062506539	0.1343087961	-0.1090952329	0.1229582912	0.1342338565	-0.0857268051	0.0154834812	0.0143427545	0.0431464496	-0.107438495	0.0402641658	0.0684513565	-0.0155182554	0.0870857628	0.0010932164	0.1050099304	-0.0998102744	0.1199970392	0.1623705082	0.0364533271	0.0569368315	-0.1350113559	0.1606962398	0.0401699204	-0.0771505065	-0.0474165793	-0.0097944005	0.0789484738	0.0912226561	-0.0197742865	0.0934945776	-0.0551119135	0.0269189191	0.0135227335	0.0772845853	-0.0360128707	0.1787443685	0.0097108834	0.0882199717	-0.0684704109	-0.1240489679	0.0085181203	-0.2360632881	-0.2205007149	-0.0406118805	0.0436613733	0.0311317038	0.0502316692	0.002294377	0.1117336839	0.0698154211	-0.032065616	-0.1274866101	0.0067533757	0.0583696211	-0.124993462	-0.0379343878	0.217501304	-0.0694988189	0.0930315327	0.0869788423	-0.070672872	0.051992019	-0.0712416847	0.0589857612	-0.0497991535	0.0002412771	0.0175705484	0.015256862	-0.1000155654	0.1458854101	0.124097542	-0.0015686351070058	0.0080560753084882	2.460616098931097e-06	6.490034937603324e-05	-0.0124006053911784	-0.012285216203054	0.0001509265371557	0.0001537750140677	-0.0099539043358589	-0.0322416379532057	0.0010395232179055	9.90802115274306e-05	0.0002669125498602	-0.0003240875357609	1.0503273083557263e-07	7.124230927287376e-08	-0.0004330533697496	-0.0004329342583579	1.8753522105148377e-07	1.8743207205995795e-07	-0.0004029422669919	5.76891707999936e-08	3.328040427590834e-15	1.623624705285716e-07	0.0
1126.99425789549	1.4932056137467953	1270116.057329406	2.2296630049249435	1658.5601631243203	2.8865332062709967	2750821.814702972	8.332073950905121	1096.0738950925452	-0.295047139675944	1201377.9835033438	0.087052814630956	1191.92356452553	1119.13726193639	1.063226	18.549911	0.0746048636519828	0.0406581428022128	0.0559074075	-0.0754664674	0.0924424181	0.0448997116	-0.0306749508	0.0171680903	-0.0809871118	0.104105237	0.062238184	-0.0874068592	-0.0007234499	-0.1450145607	0.1080640332	-0.0351206831	0.1211724075	-0.0431064777	0.1300402437	0.1112645123	0.1230803362	0.0463900638	0.0523713108	-0.1620209766	-0.1133691873	0.0024376123	-0.0494111338	0.0280607593	-0.0234993282	0.1522654971	0.0039210042	-0.119107757	0.0659456942	0.1229503014	0.0156256547	-0.0056265214	-0.0786479196	-0.0278792686	-0.0039863427	-0.0451164434	-0.0880740165	-0.0436782102	0.0138395438	-0.0420770268	0.0335846856	-0.0587913692	0.0724254883	0.0902029157	0.0743811367	0.0099713694	0.0877757306	0.0767982461	-0.0170478243	-0.0651569666	-0.0343588564	-0.0526868438	0.2889683073	0.0992233706	-0.0516255018	-0.1122032473	0.0551247815	0.0534134702	0.1822615621	0.0871518949	0.0477930902	-0.0237230635	-0.0194252743	0.0269787946	-0.0864878434	-0.0464113612	-0.0867712543	0.0593067769	0.038209632	0.0276820596	0.1387444717	0.1141065431	0.0134354166	0.0003221017	-0.1820028285	0.0284316337	0.1681542535	0.0464657917	-0.0048184072	0.0407371456	0.0246968222	0.2395252979	-0.0763623214	-0.01588037	0.0499618314	-0.1161157144	0.0730900602	-0.1466172834	0.0786712306	0.0104239463	0.1293355902	0.0003531237	0.1440342395	0.1170999511	-0.0036543912032982	-0.0020857560962924	1.3354575066743268e-05	4.3503784932209135e-06	-0.0280711022619897	-0.0156704968708113	0.0002455644721781	0.000787986782203	-0.0415487998055681	-0.0315948954697092	0.0009982374197418	0.0017263027652831	0.0005179594516957	0.0002510469018354	6.302454692120314e-08	2.6828199360091015e-07	-0.0003510593853737	8.19939843759e-05	1.2324269205896e-07	6.7230134738353345e-09	-0.0002309088488999	0.000172033418092	2.959549694041687e-08	5.331889650027685e-08	0.0
