global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
2772.8595626354054	n/a	7688750.154098611	n/a	4352.97316714272	n/a	18948375.39386452	n/a	2710.54900393696	n/a	7347075.902743647	n/a	3449.214424789749	2160.477997779846	n/a	n/a	n/a	n/a	-0.1564054266	-0.0854542865	0.1389912512	0.1066388905	-0.0024464136	0.0460623655	-0.0801583563	0.016889633	-0.0812075866	0.0338234827	-0.1743573858	0.0147979217	-0.0155195856	0.0552662734	-0.128729521	0.1053784416	-0.1843750647	0.0545688671	-0.1064912211	0.0374888665	-0.038062711	0.1834415158	-0.0723925972	0.1226183416	-0.0207223848	0.0678243766	-0.0157223132	0.1019894042	-0.0465169654	0.009992766	-0.0972115278	0.0347745487	-0.1172006091	-0.1684598715	-0.0781904838	0.0867011049	-0.1057728669	0.0554877318	-0.0534350941	0.3422852582	-0.2849869786	0.1387387178	-0.0714136172	0.0524569476	-0.1276468557	0.2289560268	-0.107824129	0.019095214	-0.0723344873	0.01036035	-0.0747735871	0.0166798349	-0.206179706	0.1346462223	-0.0462413067	-0.0472925846	0.153366806	0.1532882396	0.1144586891384449	n/a	0.0131007915192911	n/a	-0.6002645136502309	n/a	0.3603174863477483	n/a	0.8309963425646032	n/a	n/a	0.6905549213557474	-0.0296357316980244	n/a	0.0008782765932772	n/a	0.0025928436292887	n/a	n/a	6.722838085942999e-06	0.0029180628139342	n/a	n/a	8.515090586065581e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2779.0427540672235	6.183191431818159	7723078.628933539	38.2318562825095	4358.283556686164	5.3103895434442165	18994635.560481	28.20023710312168	2713.593167286999	3.044163350038616	7363587.877546686	9.26693050171833	3456.8795412256886	2168.6995054527565	0.674266	28.648371	0.3195250519618859	0.1810776147960517	-0.1650858056	-0.0578317037	0.1504451663	0.1150179132	0.0160917303	0.071087672	0.0211412738	0.0871610726	-0.0724588036	0.0229586858	-0.1255560381	0.0351901642	-0.0528438957	-0.0570023816	-0.0229247257	0.0896124383	-0.2679290405	0.0132494454	-0.1851120277	-0.0834743951	-0.1648870406	0.2439446956	-0.078518832	0.1447989664	-0.0365513316	0.0175464793	-0.0856176981	-0.0085913894	-0.0188926391	0.0998305522	-0.017439638	0.089841831	-0.1257840681	-0.1761675138	-0.0818449617	0.0672889992	-0.0522452349	0.0626808126	-0.0853150434	0.320492615	-0.2173019446	0.1033037314	-0.0787839237	0.0473313653	-0.0952968336	0.1413318792	0.0135910404	0.0330588219	-0.0663590419	0.0063166788	-0.0588526454	0.0403648807	-0.1138675799	-0.0100467591	0.0355764596	0.0122464157	0.1531573254	0.1524510324	0.1317880544222021	0.0173293652837571	0.0173680912883893	0.0003003069011378	-0.5272725586650324	0.0729919549851985	0.27801635112117	0.0053278254925612	0.737984884157278	-0.0930114584073251	0.0086511313950575	0.5446216892446311	-0.0274306670197758	0.0022050646782485	0.0007524414931498	4.862310235259599e-06	0.0024110658606115	-0.0001817777686772	3.30431571852617e-08	5.8132385842062736e-06	0.0025810597951479	-0.0003370030187863	1.1357103467107929e-07	6.661869666128919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2781.9219120412204	2.8791579739968256	7739089.52469508	8.289550639229505	4365.023192726886	6.739636040721962	19053427.473043617	45.4226939613984	2713.6252702437105	0.0321029567116966	7363762.107305251	0.001030599829633	3460.82418467301	2171.8544394528426	0.8270969999999999	35.141899	0.6767877204213502	0.4710399675373821	-0.1672199205	-0.0451205532	0.0916166888	-0.0024333566	-0.0015177212	0.0861568083	-0.0325450649	0.0189013344	-0.1173796632	0.0571534767	-0.1296472443	0.0655202304	-0.0573020244	-0.006447168	-0.0485277096	-0.121715066	-0.2053168849	-0.0434553512	-0.1422640884	0.0320981393	-0.013209288	-0.0316536509	-0.0531227398	0.1458341864	-0.0609475116	0.014961992	-0.157042631	0.0028383709	0.0038931348	0.0145037761	0.0168842845	0.0427596169	-0.1144202176	-0.1353188918	-0.1052349643	0.0352365282	0.0569219488	0.0067399686	-0.1154190905	0.1560025725	-0.0270241384	0.0313883495	-0.026449813	-0.0206689347	-0.0396291988	-0.0451462055	0.1363862779	-0.0079280384	-0.002985631	-0.0519349062	-0.056774663	-0.0085579555	0.1154783006	-0.1945130575	0.1121558436	0.0552581609	0.1527386503	0.1507811905	0.1330651063860699	0.0012770519638677	0.017706322537536	1.6308617184185854e-06	-0.4311275948051616	0.0961449638598708	0.1858710030024836	0.0092438540756158	0.5871438717778616	-0.1508410123794163	0.0227530110156472	0.344737926166298	-0.0195760684988721	0.0078545985209037	0.0003832224578725	6.169471792458264e-05	0.0020009245570979	-0.0004101413035135	1.6821588884783484e-07	4.003699083197428e-06	0.0022753057752013	-0.0003057540199466	9.348552071350589e-08	5.1770163706643885e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2780.391928111096	-1.5299839301242173	7730579.273905339	2.340850826438346	4366.997829615143	1.9746368882570096	19070670.04386337	3.8991908404653257	2719.199842920844	5.574572677133347	7394047.785740741	31.075860532641645	3456.8082221707696	2151.8247946633232	0.850214	36.124104	0.305171244260607	0.1432544235452413	-0.1563450453	-0.0441216636	0.1326811033	-0.0064858483	0.0118534881	0.0805786005	-0.0311972119	0.0463966517	-0.0704187077	0.0310065793	-0.1041514475	0.0436849004	-0.0863266958	-0.0211516135	-0.0069112027	-0.2002092967	-0.2680948217	0.123911205	-0.2689394898	0.1203247265	0.0620890277	-0.0361668298	-0.0836489666	0.0974390889	0.0228746747	0.0214685817	-0.1364677145	-0.0495983598	-0.0704289112	0.0384371005	0.0121356494	0.180480139	-0.1105319561	-0.1356249447	-0.1146573914	0.0130977164	0.0174647775	0.0860694025	-0.0568239165	0.0322134924	-0.027551847	0.0118487798	-0.0024814158	0.0233760557	-0.068071153	-0.0786426742	0.1351885642	0.1008658738	-0.0789102749	-0.0537436607	-0.071208876	0.0681516095	0.0662550954	-0.1979865861	0.048237596	-0.0827771146	0.1521113526	0.148287834	0.1078351849332364	-0.0252299214528334	0.0116284271095852	0.0006365489365161	-0.4952791676318782	-0.0641515728267165	0.2453014538901261	0.0041154242961415	0.6967430983841538	0.1095992266062921	0.0120119904726973	0.4854509451459506	-0.0188073144822215	0.0007687540166505	0.0003537150780331	5.909827381164272e-07	0.002902631874958	0.00090170731786	8.130760870824548e-07	8.425271801522193e-06	0.0018219566422167	-0.0004533491329845	2.0552543637788845e-07	3.319526006117552e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2783.0390169277325	2.6470888166363693	7745306.169742079	7.007079203161334	4382.643490806145	15.645661191001636	19207563.96750547	244.78671410361477	2724.441241954108	5.241399033264315	7422580.080860443	27.472263825904097	3456.7161787044024	2178.3441543755707	0.935826	39.761574	0.3743050757243502	0.218271562332097	-0.1391362153	-0.0832295606	0.0969029637	0.0491751493	-0.010743784	0.0696962995	-0.0783516033	0.0182453052	-0.1947500331	-0.0021563847	-0.0858971863	0.1154718421	-0.0065961793	0.1524443331	0.0064186686	0.0421291345	-0.0250905786	0.1402434585	-0.0769207244	-0.0292834996	0.0178741174	-0.0832606444	-0.0049098946	0.1471316552	-0.0148577655	0.0405975099	-0.101983311	0.1168996392	-0.0692887705	0.0108749476	-0.0828758416	0.0601676598	-0.104559775	-0.1047991333	-0.0891221561	0.0445877596	0.0393082792	0.0008640237	0.0206049122	0.0232562275	-0.0145083087	-0.0846723873	-0.0460965875	-0.0033057028	0.0726253832	-0.0910935646	-0.1058031681	-0.0249544497	0.1205332074	0.0056170788	0.0151763748	-0.1857881451	0.1240410434	-0.0175927448	-0.0353977253	0.1069785431	0.151276289	0.1449845808	0.0643559903867867	-0.0434791945464497	0.0041416934986641	0.001890440358408	-0.4788412227108694	0.0164379449210088	0.2292889165672404	0.0002702060332261	0.5558591106726922	-0.1408839877114616	0.0198482979934832	0.3089793509178363	-0.0160736454018523	0.0027336690803692	0.0002583620765044	7.472946640966598e-06	0.002424090831782	-0.0004785410431759	2.290015300039743e-07	5.8762163607295484e-06	0.0015640877948533	-0.0002578688473634	6.64963424405285e-08	2.4463706300090586e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2794.541921311837	11.502904384104568	7809464.549969254	132.3168092698521	4397.555729366954	14.912238560809785	19338496.392888125	222.37485889450224	2735.054597674676	10.613355720568052	7480523.652261385	112.64331965131458	3473.017673353848	2154.4658624331155	0.888281	37.741505	0.2439962479114142	0.1585705441910743	-0.1220034188	-0.0306801738	0.0860371391	-0.0339963257	-0.0246341583	0.1098907084	0.0795593267	0.056803084	-0.1134723187	0.0157902147	-0.0372564271	0.1128902524	-0.065031425	-0.0654369767	0.1401130185	-0.122566765	-0.0575898111	-0.1708667095	0.0578364795	0.0078922253	0.1122070023	-0.1241979723	-0.0482181524	0.0761920899	0.0231681191	-0.0508965463	-0.1886798313	-0.084759294	0.0227436589	0.0645155433	0.0157992584	0.058494536	-0.1081676869	-0.0805971423	-0.0461291949	-9.0682e-05	0.0753831793	0.0480864412	-0.0132556826	-0.1016884758	0.0136229924	-0.1258836083	0.0548178818	-0.0244146983	0.0310380604	-0.1269008925	0.0568966531	0.0488261598	0.0334003409	0.0681652674	-0.0017529492	0.0089568735	0.0780043969	-0.0382965317	-0.0164435061	-0.0545240405	0.1502346003	0.1408894722	0.0581057913749276	-0.0062501990118591	0.0033762829913066	3.906498768784449e-05	-0.3379848279549975	0.1408563947558718	0.1142337439277692	0.019840523943622	0.4922244097730939	-0.0636347008995983	0.0040493751585813	0.2422848695764706	-0.0157063756961416	0.0003672697057106	0.0002466902375083	1.3488703673282284e-07	0.0025399524341169	0.0001158616023348	1.3423910895610488e-08	6.4513583675763645e-06	0.0017460555516894	0.000181967756836	3.311226452796201e-08	3.0487099895853746e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2782.478441069462	-12.063480242375135	7742186.275016343	145.5275555581753	4370.808341703267	-26.74738766368773	19103965.55990286	715.4227468315946	2713.735968823703	-21.31862885097325	7364362.908487522	454.48393608554926	3454.300801089343	2157.1506217673973	0.705764	29.986664	0.2243142404517045	0.1370530254217191	-0.1568114676	-0.0398992523	0.0608798899	-0.0145314282	-0.0126451759	0.0906717887	0.0084190873	0.0518140319	-0.0476321155	0.0421319225	-0.0776079932	0.1080637928	-0.0031235434	-0.0610621173	0.0851876807	-0.2227561283	-0.063770316	0.008188165	0.0745484753	0.066968556	0.1412719445	0.0596677597	-0.0649215014	0.0943462139	0.0072876222	0.0195278498	-0.1239829028	-0.0306587767	-0.0861012266	-0.0114134944	-0.0359084288	0.0795316233	-0.1200183834	-0.0930782858	-0.0848302115	0.0246272018	0.0872364934	0.0423485585	-0.0266276888	-0.0513724379	0.0605667896	-0.0951981158	0.0641403217	-0.0099222574	-0.003024525	-0.1643791559	0.056016689	0.0391768996	0.023618812	0.012575378	-0.0144072431	-0.059450932	0.0687132304	0.0013015877	0.0002902363	-0.0458039551	0.1489877092	0.136024874	0.0664463228914371	0.0083405315165095	0.0044151138257931	6.956446597788838e-05	-0.424940787543278	-0.0869559595882805	0.1805746729179013	0.0075613389079186	0.4952571603201434	0.0030327505470494	9.19757588062898e-06	0.2452796548483722	-0.0166640546803813	-0.0009576789842397	0.0002776907183907	9.17149036854384e-07	0.0025401242841884	1.718500715003693e-07	2.9532447074682045e-14	6.452231379123632e-06	0.0033079046933755	0.0015618491416861	2.439372741385608e-06	1.0942233460455662e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2780.693833507061	-1.7846075624011064	7732258.195704194	3.184824151779219	4389.813091535025	19.00474983175809	19270458.978612293	361.1805161677092	2735.7117282699487	21.97575944624577	7484118.66019375	482.9340032392604	3476.845809557242	2109.8191110116463	0.918552	39.027637	0.6562425387890696	0.3783419693063115	-0.044146574	-0.0306619024	0.0221195925	-0.1183875525	-0.0351316408	0.0830617617	-0.0690743986	-0.0614963465	-0.081740143	0.028520768	-0.0174701323	0.1073934153	-0.052854672	0.0341970356	0.0573611983	0.0570900671	0.202226192	0.1581634182	0.1113191542	-0.0727496333	-0.0402791639	0.0567368097	0.0089908345	0.0718098216	0.0035636352	-0.0302208274	-0.0591152773	-0.0073271995	0.0194556047	-0.0956575603	0.002831621	0.0050402733	-0.0500328249	-0.0273488718	-0.026259913	-0.0359537468	0.0632012397	-0.0329308386	-0.0357988029	-0.2261444875	0.1209598208	-0.0902726364	0.0579657116	-0.0690023875	0.0874818128	-0.0099431827	0.0117611424	-0.0565513302	0.0172282409	-0.0195611393	0.0102497472	0.0247587819	-0.0527727066	0.072582712	-0.0077697351	0.0049366769	0.1475373187	0.1304173552	0.0442189532803354	-0.0222273696111017	0.0019553158292084	0.0004940559598285	-0.3345308976634129	0.0904098898798651	0.1119109214914888	0.0081739481880893	0.3983243877262907	-0.0969327725938526	0.0093959624027315	0.1586623178575243	-0.0105683138265677	0.0060957408538136	0.0001116892571368	3.715805655685216e-05	0.0012909497406257	-0.0012491745435627	1.5604370402850802e-06	1.6665512328215624e-06	0.0017193699566668	-0.0015885347367087	2.52344260973018e-06	2.956233047888393e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2791.2392471746207	10.545413667559842	7791016.534967943	111.20574941995793	4383.862073196648	-5.951018338376343	19218246.67681201	35.414619263691534	2740.887716041421	5.175987771472137	7512465.471946756	26.7908494104291	3468.635130668917	2146.219251844618	0.8276639999999998	35.165997	0.612227642079739	0.3684374370461096	-0.1007955378	-0.0264000116	0.1039826639	-0.065249855	-0.0468471531	0.0411112883	0.0072234923	0.027205698	-0.1186751034	0.0489408038	-0.0231479349	0.1290132814	-0.0856748191	-0.05481351	0.1414604752	-0.1609089286	0.0348154953	-0.0088049317	0.0412251925	0.2045903063	0.1303752546	-0.1101316687	-0.0113384355	0.0730498277	-0.0161556378	-0.0011032556	-0.1735862689	-0.0347124208	-0.0094844169	-0.0672311884	0.0015545713	0.1310562072	-0.0991693393	-0.0921144321	-0.0870179072	0.0094120717	0.0722833189	0.0142610029	-0.0230697848	-0.1337823634	0.0565765907	-0.1185646334	0.1117867636	-0.0256765833	0.0313828684	-0.1757178943	0.0368059412	0.0718789725	0.0070737887	0.0126501716	0.0736312094	-0.0268719101	0.0609602126	0.0322995974	0.0322141265	-0.0230846369	0.1458854101	0.124097542	-0.0008907413767929	-0.0451096946571283	7.93420200330911e-07	0.0020348845520593	-0.4065505316321065	-0.0720196339686936	0.1652833347703484	0.0051868276769846	0.5759478541314778	0.177623466405187	0.0315500958177946	0.3317159306786539	-0.0159737973499924	-0.0054054835234247	0.0002551622017786	2.921925212201591e-05	0.0020697202824366	0.0007787705418108	6.064835567924424e-07	4.283742047529439e-06	0.0015541270809278	-0.0001652428757389	2.730520798249456e-08	2.4153109836731647e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2791.054950562442	-0.1842966121785139	7789987.737059116	0.0339652412604775	4374.600043736591	-9.26202946005742	19137125.542660184	85.78518971897154	2736.614833615861	-4.272882425560056	7489060.747566366	18.257524222659985	3479.264756970378	2166.6543315958093	0.702762	29.859121	0.237089961211824	0.1625555332068901	-0.0904215271	-0.0618489277	0.092643389	-0.0479996816	0.0025876446	0.0489563501	0.0323127544	0.006750636	-0.1061532849	0.0198118151	-0.0683364698	0.1461444091	-0.0752375909	0.0039750416	0.0784689702	-0.0548297245	-0.0160361327	-0.0052176099	0.1090921388	-0.0089789208	0.0591998834	-0.0922911321	0.0015976121	0.0877963998	-0.0281711493	-0.0464777598	-0.1777771827	-0.078982472	0.0413768854	0.0086002464	0.0218503656	-0.02899493	-0.0883864812	-0.0788526226	-0.0762090193	0.0522235381	0.0788382792	0.0252491172	-0.0113689415	-0.1706525288	0.005656293	-0.1338584022	0.0667441309	-0.0801850286	0.0996170454	-0.1510346091	0.0252573926	-0.089606331	0.0836716844	0.0002558923	0.0981276975	-0.0132358272	-0.0371659151	0.1228372941	-0.0012085969	0.0526000232	0.1440342395	0.1170999511	0.0063142300459446	0.0072049714227375	3.9869501073109546e-05	5.191161320246405e-05	-0.4057500347152825	0.000800496916824	0.1646330906714529	6.40795313844802e-07	0.4280419535444153	-0.1479059005870624	0.0218761554284699	0.1832199139941194	-0.015168606608435	0.0008051907415574	0.0002300866264414	6.483321302897579e-07	0.0022182686822345	0.0001485483997979	2.2066627082516787e-08	4.920715946582385e-06	0.0022239597852765	0.0006698327043486	4.4867585181509277e-07	4.945997126527096e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
