global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
1362.6719962244151	n/a	1856874.9692942323	n/a	2044.4980701918007	n/a	4179972.359017997	n/a	1305.130301896916	n/a	1703365.1049295354	n/a	1607.3692452406092	1241.4010840148217	n/a	n/a	n/a	n/a	-0.1269721172	-0.1394380246	0.1621644601	-0.0418171902	-0.0690652136	0.2093742725	-0.1409031372	0.0839188508	-0.1368683907	0.2081751889	-0.1069523516	0.1217448568	-0.1323500423	0.0840676944	-0.1791023796	0.2465833868	0.1114848264	-0.0472464933	0.2345984934	-0.1856663826	0.124464681	-0.0791940706	-0.1657919584	-0.2000206241	0.0540742198	-0.1443377231	0.0520873334	-0.0712566879	0.0382187189	-0.0427546436	0.0300392138	-0.1242361547	0.0932701492	0.2104181568	-0.1735033071	0.0450073955	0.0792438934	0.1305230278	0.0861537027	-0.0244259434	-0.0004735609	-0.1722065495	-0.0095902144	0.1551199386	0.0395175081	0.1782229334	-0.048180955177699	n/a	0.0023214044418354	n/a	-0.7037431135784971	n/a	0.4952543699091574	n/a	0.3719305346920478	n/a	n/a	0.1383323226363125	-0.0140904433427076	n/a	0.000198540593594	n/a	0.0003353050934411	n/a	n/a	1.1242950568754481e-07	-0.0033058057715114	n/a	n/a	1.0928351798958082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1367.404853298145	4.732857073729974	1869796.0328233216	22.39993608035585	2077.774990296096	33.276920104295186	4317148.910299941	1107.353411627645	1310.2679372388263	5.137635341910254	1716802.067356089	26.395296906445296	1613.905390778151	1233.226024972867	0.67806	39.480099	0.4453281331687177	0.2707513636177133	-0.1172467338	-0.0708027859	0.1528627349	-0.0786846691	0.1044407045	0.1003416801	0.0401187271	-0.0030723321	-0.1651369826	0.2245701852	-0.0467607817	-0.0395104752	0.0580258394	-0.0320777346	-0.0770219852	0.1042696992	-0.0095759428	-0.1569569289	0.1152148977	0.0255331814	-0.0249557957	-0.1457609258	-0.1867194806	-0.10048711	0.0664966008	-0.1525729334	0.0274237967	-0.0207169968	0.0399525268	0.0267754517	0.0931990025	-0.0651725632	0.0142100148	0.2510505837	-0.0598911497	0.0229642598	0.0774725719	0.2023923615	0.0318551698	-0.0738649605	0.2140332173	0.0165820416	0.1338823532	0.0378415171	-0.172298978	0.286882517	-0.0395262503051441	0.0086547048725548	0.0015623244631849	7.490391643102545e-05	-0.4458223635993334	0.2579207499791636	0.1987575798852962	0.0665231132698142	0.2920586863350536	-0.0798718483569941	0.0063795121599626	0.0852982762637572	-0.0145641329969812	-0.0004736896542735	0.0002121139699537	2.2438188856584265e-07	0.0008121371770724	0.0004768320836313	2.273688359801671e-07	6.595667943831268e-07	-0.0022787109102162	0.0010270948612952	1.0549238540990065e-06	5.192523412338343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1373.2128837564471	5.808030458302028	1885713.6241146976	33.73321780456406	2054.699956658181	-23.075033637915112	4221791.91189113	532.4571773909139	1308.763053716615	-1.5048835222112302	1712860.7307736396	2.264674415422878	1608.8553524791537	1281.757740073857	0.783687	45.63026	0.8854421621950472	0.4244650775131505	-0.1785896351	-0.1286947741	0.0456895242	-0.0678758727	-0.1577309469	0.2252256866	0.0796234297	-0.0136184623	-0.1284047534	0.21285775	-0.0791928863	0.081317613	0.0377474399	0.0856374982	0.0772087843	0.0220881202	0.1424021584	-0.0201567773	0.2316755366	-0.2108200245	0.0470700419	-0.0805510335	-0.1264869215	-0.2114763239	-0.0083836608	-0.0613564087	-0.0391569391	-0.1159665797	0.0775091379	-0.0882219279	-0.0789039206	-0.2453486505	0.1457413266	0.0850584478	-0.2318683847	-0.0046203307	0.1769629467	0.2281150788	0.0070607257	-0.1503120049	-0.0110231989	-0.1487373434	-0.0899726448	0.1172931238	0.1864685827	0.1789589706	-0.0307012666769423	0.0088249836282018	0.0009425677755687	7.788033603802989e-05	-0.6206149767379685	-0.1747926131386351	0.3851629493514691	0.0305524576078325	0.466128175165764	0.1740694888307103	0.0303001869417848	0.2172754756833651	-0.0072750398578219	0.0072890931391592	5.292620493289729e-05	5.313087879133917e-05	-0.0010616626580832	-0.0018737998351556	3.5111258222291538e-06	1.1271275995682857e-06	-0.0036709194678513	-0.0013922085576351	1.9382446679524062e-06	1.3475649739449672e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1363.0512981478305	-10.161585608616631	1857908.8413824856	103.25782208124468	2046.5052068474588	-8.194749810721987	4188183.56165376	67.15392446032804	1310.7929765568224	2.0299228402072917	1718178.2273906944	4.120586737195237	1618.5381210158232	1178.369576695347	1.696113	98.756355	1.3666950110964744	0.915445435535844	0.3390075817	-0.2791622438	0.0192653565	-0.3886706887	-0.1342570679	-0.3210659442	0.0728919752	-0.2741322246	-0.032610235	0.0896731983	-0.4386198645	-0.2176215099	0.2036762448	-0.2680233728	0.0038499235	-0.4012246316	-0.477654423	0.0941352064	0.1794552907	0.0279061442	0.1108641169	-0.1915210127	-0.0310551166	-0.0500139621	0.2737172327	0.1534139588	-0.4900076986	-0.2488922241	0.0267591724	0.6227476433	-0.2714889317	0.2256910025	0.0282204746	0.0938027097	0.0181278437	-0.0413689028	0.0449474083	-0.1253780104	-0.0621589939	0.0051749236	-0.0520207138	-0.0338625489	-0.0031637906	0.0771351629	-0.0585476124	0.0495426018	-0.0082740042066689	0.0224272624702734	6.845914561197466e-05	0.0005029821019105	0.2064624253382305	0.8270774020761991	0.0426267330765444	0.6840570290251147	0.4143157031497821	-0.0518124720159818	0.0026845322564069	0.1716575018764983	-0.0016510751465586	0.0056239647112633	2.7260491395835027e-06	3.1628979073534895e-05	-0.0018420963731089	-0.0007804337150257	6.090767835488155e-07	3.393319047820964e-06	-0.0065740785322427	-0.0029031590643914	8.428332553157949e-06	4.3218508548094334e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1362.548592925304	-0.5027052225264015	1856538.668082726	0.2527125407553188	2079.5995738854567	33.09436703799793	4324734.387704574	1095.2371296457236	1295.5681819472202	-15.224794609602212	1678496.9140740251	231.79437090457265	1611.817722447244	1274.6748519153994	1.941484	113.043091	2.131528265861478	1.187916438952858	-0.1613742517	-0.0353150441	0.1574764948	0.2654525884	0.1988544812	0.0157214783	-0.0691325435	-0.4592016276	-0.2905631108	-0.0344869071	-0.1004576801	0.0169931847	-0.0499155707	0.1847249405	-0.0904149496	0.1152752346	0.1133916096	-0.327919247	0.0879101685	-0.0714462806	-0.1472469809	0.1782581017	-0.2076303294	-0.1176512312	0.0634247722	-0.2198816081	0.1024661315	0.075776388	-0.1438101753	0.0576873926	0.1864688342	0.1389158086	-0.1680367126	0.3078843067	-0.0136456059	0.3431180477	0.2449120138	-0.368817058	0.1399922844	0.0506491134	-0.3401858104	-0.0983667266	-0.0456106961	-0.1766926547	0.1740768499	-0.2557124879	0.0155983165224853	0.0238723207291542	0.0002433074783356	0.0005698876969956	-0.4374751324664885	-0.6439375578047191	0.1913844915265716	0.4146555783515059	0.1481999561037525	-0.2661157470460296	0.0708175908258664	0.0219632269891541	-0.0191200555957215	-0.0174689804491629	0.0003655765259834	0.0003051652779332	-0.000518022197351	0.0013240741757579	1.7531724229089622e-06	2.683469969483585e-07	-0.001415080351532	0.0051589981807107	2.6615262228576308e-05	2.002452401291929e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1374.7011324816297	12.152539556325564	1889803.203646275	147.68421766805756	2052.60395830133	-26.99561558412688	4213183.009634287	728.7632607659541	1309.16708409509	13.59890214786992	1713918.4540780408	184.9301396273412	1613.164672344813	1308.2121306063127	1.103122	64.229362	0.4380046208227924	0.3282659711727769	-0.1978466791	-0.0843011522	-0.066158426	0.0133242012	0.0125940929	0.2294504885	-0.0463096475	-0.0798459512	-0.051781183	0.1371916953	-0.0757875126	0.1147459397	-0.2316200549	-0.0905876256	0.0615656929	0.006168911	0.1299276155	-0.0820678105	0.0466740134	-0.0116196045	-0.0464886675	-0.1441832046	-0.1773114059	-0.1249031148	-0.0097337724	-0.0892254581	0.1303151817	0.1055311726	-0.1237961024	0.0232751117	-0.0599846606	0.3009985082	-0.0522619687	-0.2064666144	0.3545430388	-0.0805535364	0.0109704584	0.0094046661	-0.151432817	-0.1116514506	0.0983226611	0.0517879079	-0.1850354129	0.0760911336	0.1913140235	0.2076428896	-0.0027769829953996	-0.0183752995178849	7.711634556738534e-06	0.0003376516323719	-0.4449177805854702	-0.0074426481189817	0.1979518314811006	5.539301102298198e-05	0.0628975233028867	-0.0853024328008658	0.0072765050417462	0.0039560984376371	-0.0132252399292473	0.0058948156664742	0.0001749069711861	3.474885174170967e-05	-0.0003539944544486	0.0001640277429024	2.6905100441655847e-08	1.2531207378036198e-07	-0.0018939217498566	-0.0004788413983245	2.2928908474945814e-07	3.5869395945798857e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1378.008528387236	3.307395905606427	1898907.504307956	10.938867676422156	2061.06960493795	8.465646636620022	4248007.916399077	71.66717297611589	1318.598126788472	9.431042693381867	1738701.0199700673	88.94456628439154	1616.0848146558249	1306.2581850304127	0.654919	38.132736	0.1849202451496428	0.1028728732610125	-0.1769832457	-0.0979007658	0.0007944127	-4.65889e-05	0.087280232	0.1114537208	-0.0372635264	-0.0846930706	0.001970434	0.1990074714	0.0657933373	0.0057643931	-0.0607231213	-0.1721096141	-0.0367990566	-0.1858091258	0.0379343836	-0.1424939397	0.0717406559	0.0353514947	-0.0505218086	-0.1484063924	-0.1870398076	-0.1005929502	-0.0211331551	-0.0932263736	0.1292868527	0.0127707826	-0.058011871	0.0105013789	0.0012271376	0.1608027495	-0.0625776907	-0.1894434392	0.2901186318	-0.1185825087	-0.2048503957	0.0363926156	-0.063433831	-0.0046171833	-0.0353905461	0.0167860644	-0.0339808584	0.2423796767	0.2181320349	-0.0592613887	-0.0117264644417929	-0.0089494814463933	0.0001375099683046	8.00932181593379e-05	-0.3734608550404203	0.0714569255450499	0.1394730102475218	0.0051060922083508	0.0965672974340563	0.0336697741311696	0.0011336536900439	0.0093252429337174	-0.0119781159204646	0.0012471240087827	0.000143475261004	1.5553182932822338e-06	-0.0003680995574282	-1.4105102979599989e-05	1.9895393006512044e-10	1.354972841788367e-07	-0.0017382695810783	0.0001556521687782	2.422759764538838e-08	3.0215811365021285e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1373.997451584567	-4.011076802669095	1887868.9969608844	16.088737116910128	2078.743950833096	17.67434589514596	4321176.413125188	312.3825028212629	1315.2870689214662	-3.3110578670057293	1729980.073672022	10.96310419866053	1615.2086401232054	1257.6785302837045	0.736118	42.860546	0.3223713059949054	0.1770368573909196	-0.1250635857	-0.1566002091	0.0887766424	-0.1059808163	0.1418703065	0.0301510113	-0.0956254815	-0.0746093619	-0.049969191	0.126872086	0.0027979859	-0.0086955587	-0.0324829679	-0.0044655207	-0.2066396854	0.0041721935	-0.0584464518	-0.1269243392	0.1551604835	0.0505167974	-0.0508508591	-0.0855062339	-0.1993890145	-0.1002904076	0.0736100956	-0.123926686	0.0415959158	-0.0240549941	0.0368410788	0.0348988106	0.2178202708	-0.0143541339	-0.104680306	0.1487014277	0.2074262857	-0.138447462	-0.1489958637	0.0204330026	-0.010709005	0.0317050775	0.1014366027	0.2202820088	0.1662687672	0.0462151037	-0.1540056626	-0.0534040713	0.016173108919574	0.0278995733613669	0.0002615694521244	0.0007783861937462	-0.3574371549616018	0.0160237000788185	0.1277613197470441	0.0002567589642159	0.1714442711505412	0.0748769737164849	0.0056065611929391	0.0293931381103402	-0.0144986574978719	-0.0025205415774073	0.0002102110692405	6.353129843438881e-06	-0.0005592834102892	-0.000191183852861	3.6551265594776506e-08	3.1279793302471765e-07	-0.0003785738345819	0.0013596957464964	1.8487725230404024e-06	1.433181482300438e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1371.3764981614297	-2.62095342313728	1880673.4997095056	6.869396846255026	2074.252941688794	-4.491009144301643	4302525.266104616	20.16916313420097	1313.2703786450763	-2.016690276389909	1724679.087426582	4.067039670885607	1618.956607157014	1269.3428618570492	0.610697	35.557888	0.3667454082911679	0.2012526852264938	-0.1486143538	-0.1283459137	0.103213039	-0.0529286889	0.1111209851	0.1312397132	-0.0048468944	0.0449242684	-0.1002106098	0.1205755003	0.0793022229	-0.0047128095	0.0404971493	0.0050650405	-0.0560224614	-0.0241665022	0.0303256995	-0.1400864275	0.0898300325	-0.0538209055	-0.0185318602	-0.0105143781	-0.1962111065	-0.0459667032	0.0580169081	-0.1086708402	0.0356444444	-0.047494645	0.0550051667	0.0195802891	0.1750359075	-0.0789340998	-0.0493911571	0.1059718253	0.081384879	-0.2612225421	-0.0929649513	-0.0305000271	-0.093862962	0.0591742962	0.1702760648	0.1305373402	0.1170980182	-0.0357851697	-0.2587498355	-0.1948346244	0.0221623488658337	0.0059892399462597	0.0004911697072509	3.587099513387293e-05	-0.2626384479240755	0.0947987070375263	0.0689789543279673	0.0089867948559867	0.0727285630998793	-0.0987157080506619	0.0097447910159435	0.0052894438905731	-0.0122532963015685	0.0022453611963034	0.000150143270254	5.0416469018650366e-06	-0.001325689205152	-0.0007664057948627	5.873778423992801e-07	1.7574518686565412e-06	-0.0007116419085501	-0.0003330680739682	1.1093434189688637e-07	5.064342060048289e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1371.375977854423	-0.0005203070068091	1880672.0726361745	2.707193813347093e-07	2046.7093242688125	-27.54361741998173	4189019.058048899	758.6508605783209	1306.755220280137	-6.515158364939225	1707609.2057293896	42.44728852023756	1614.563039631861	1283.896025212901	1.030548	60.003761	0.5746445374027819	0.3037302286804694	-0.1629449236	-0.0168023613	0.0315169074	0.0189036299	-0.1053671462	0.3046239904	-0.1645629907	0.1168757262	-0.1306584563	0.166749443	0.030493401	0.1716380754	-0.1110344365	-0.1379348185	0.254015588	0.017984273	0.276870238	-0.0167411637	0.1097758038	-0.1455132242	0.23943267	-0.1022061644	-0.1678412784	-0.1200183836	-0.0870351015	-0.0671974244	0.0573166452	-0.0178386743	-0.1697551358	-0.0161012202	-0.2693827767	0.0841407016	0.1268738139	-0.3500628407	-0.1201965647	0.0226659094	0.0954876114	0.2385145332	0.0557973246	0.0956491007	-0.1054064376	0.0336847621	0.0453194325	-0.0934963302	-0.3022478918	-0.1659202559	0.0028977000773693	-0.0192646487884644	8.396665738386047e-06	0.0003711266929428	-0.525266672500365	-0.2626282245762895	0.2759050772396056	0.0689735843440939	0.2134660109067923	0.140737447806913	0.0198070292152035	0.0455677378124587	-0.0101583371891635	0.0020949591124049	0.0001031918144487	4.388853682648741e-06	-0.0009927993690863	0.0003328898360656	1.108156429558485e-07	9.856505872581557e-07	-0.0013240772847017	-0.0006124353761516	3.750770899619519e-07	1.7531806558630269e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
