global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
4212.472947506917	n/a	17744928.333477613	n/a	5584.917461338328	n/a	31191303.04996176	n/a	4349.793591575901	n/a	n/a	18920704.289314773	4733.19781471451	3567.6884953892645	n/a	n/a	n/a	n/a	-0.1720230013	-0.0087198074	0.0554573051	0.2249445049	0.0168134529	-0.0145310762	0.0593025656	0.1050476083	0.2132061161	-0.0436676047	0.0912566622	-0.0583271581	-0.0786399405	0.1413980772	-0.179133254	0.0632663455	-0.0381969365	0.0241985267	-0.2059082712	0.0270869701	-0.1517023429	0.0358786169	-0.0039444245	0.0051674607	-0.0022021606	0.0503445969	-0.0440101564	0.0302204534	-0.0171694068	-0.001406521	0.0284539321	-0.0066220576	0.0075014583	-0.0044811647	0.0095710276	-0.0257713334	0.0204572863	-0.0122888781	0.011473049	-0.0247605281	0.0038808894	-0.0164207638	0.153366806	0.1532882396	-0.0495931334001653	n/a	n/a	0.0024594788804465	0.1601793199158692	n/a	n/a	0.0256574145287103	-1.8899449224503253	n/a	3.571891809895766	n/a	0.0179088347470641	n/a	0.0003207263619976	n/a	0.000941075465326	n/a	8.856230314385475e-07	n/a	-0.0027921523327967	n/a	n/a	7.796114649542054e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4214.726588079183	2.2536405722657946	17763920.21226159	5.078895828962498	5544.431478471898	-40.48598286643028	30740720.41947008	1639.114808660886	4360.626216248004	10.83262467210352	117.3457572866659	19015060.997829385	4729.8905818896665	3558.61814341379	0.431228	17.333202	0.0834365544562652	0.0406780043167038	-0.1706946276	-0.0130267834	0.0663522553	0.202354053	0.0234280844	-0.0169524127	0.0888396317	0.0904667202	0.1782335887	-0.065570909	0.0459480602	-0.0253869977	-0.0912148001	0.120304046	-0.1718447142	0.0586224522	-0.023123103	-0.0129196393	-0.2072967893	0.0280443866	-0.1543101095	0.0408996998	-0.0052236482	0.0027366528	-0.0096165227	0.0432829459	-0.035928291	0.0304328369	-0.0193292547	-0.0049042277	0.034220174	-0.0157202682	0.012407105	0.003542302	0.0022567695	-0.026052159	0.019844181	-0.0087864846	0.0292051123	-0.039982663	0.0113970541	-0.0155296661	0.1531573254	0.1524510324	-0.0540895799578606	-0.0044964465576953	2.021803164620992e-05	0.0029256826600177	0.1656163732564692	0.0054370533405999	2.956154902852951e-05	0.0274287830906261	-1.9256773910561904	-0.0357324686058651	3.708233414424976	0.0012768093126691	0.0177946661186791	-0.000114168628385	0.0003166501422752	1.3034475707312588e-08	0.0013191053243561	0.0003780298590301	1.7400388567446118e-06	1.429065743183173e-07	-0.0025289391011697	0.000263213231627	6.928120530352883e-08	6.3955329774250095e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4219.069664436961	4.343076357778045	17800548.83337221	18.86231224949061	5561.727476205399	17.29599773350128	30932812.51957808	299.15153759728145	4353.272003842097	-7.354212405907674	54.08444011120634	18950977.139435384	4733.926331700889	3564.2904702561414	0.429472	17.262623	0.0732647118576011	0.0447087672809382	-0.1626932111	-0.0132401092	0.0526838393	0.2146547976	0.0245993871	-0.0117940833	0.0591381913	0.1265778767	0.1899176915	-0.031485112	0.0839621475	0.0125790529	-0.0822542488	0.1425148003	-0.1764363402	0.0741311703	-0.047037806	0.0243401759	-0.2048147549	0.0254433712	-0.1546517438	0.0342382654	-0.0073021614	0.0065516343	-0.0018987298	0.0370661586	-0.0394208904	0.0434290872	-0.0192325284	-0.0138210098	0.0324712232	-0.0206469665	0.0070939155	0.0038655358	0.0134817504	-0.0255346529	0.0206316222	-0.0173929212	0.0537179608	-0.0372999392	0.0387970992	-0.0111705631	0.1527386503	0.1507811905	-0.0590526310271997	-0.0049630510693391	2.4631875916867983e-05	0.0034872132312345	0.1786268235899513	0.0130104503334821	0.00016927181788	0.0319075421058355	-1.9628541120493352	-0.0371767209931448	3.852796265188984	0.0013821085838021	0.0180138276102692	0.0002191614915901	0.0003244979851724	4.8031759395997884e-08	0.0014593184294082	0.000140213105052	2.1296102784104155e-06	1.9659714828351225e-08	-0.0025318542937602	-2.915192590500007e-06	8.498347839706142e-12	6.4102861648319605e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4218.070033514401	-0.9996309225598452	17792114.80763218	0.9992619813378472	5561.739515617713	0.0120394123132427	30932946.439583547	0.0001449474488482	4362.204925759866	8.932921917768908	79.79709398895615	19028831.814323638	4735.545105661158	3572.161595738349	0.437985	17.604778	0.1126949199012361	0.0647467209153423	-0.1621516404	-0.0071553538	0.0682558723	0.194451145	0.0048995727	-0.0119952627	0.0766034888	0.1240361313	0.2175777861	-0.0280215475	0.076868248	0.0076501728	-0.0867373578	0.1377652803	-0.1843463961	0.0622843626	-0.0286784235	0.0276151254	-0.2036204257	0.0235070157	-0.1623840947	0.0391876071	-0.013518024	0.0081481975	-0.0099191758	0.044899545	-0.0416035697	0.0381143046	-0.0210646322	-0.0099749786	0.0413251286	-0.0119914626	0.0165396986	-0.0043596314	0.0045198447	-0.034493381	0.0219045347	-0.0258396593	0.0517058122	-0.0498123403	0.0231358403	-0.0224167927	0.1521113526	0.148287834	-0.0354284585448709	0.0236241724823288	0.0005581015254748	0.0012551756748656	0.1730348652035189	-0.0055919583864323	3.126999859559158e-05	0.0299410645759999	-1.9470617460741904	0.0157923659751448	3.791049443025475	0.0002493988230929	0.0180034497003264	-1.0377909942800578e-05	0.0003241242011121	1.0770101478087909e-10	0.0003851678649187	-0.0010741505644895	1.4835428416602992e-07	1.1537994351931117e-06	-0.0022626543070459	0.0002691999867143	7.246863284697932e-08	5.119604513193361e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4221.834378581949	3.764345067547765	17823885.52017643	14.17029378757119	5581.826051626633	20.08653600892012	31156782.070617765	403.4689288376446	4362.873445162808	0.6685194029423656	0.4469181921104169	19034664.698506787	4740.5546162545015	3580.3318438933265	0.409608	16.46419	0.0685456881377585	0.0415703348303226	-0.1572450018	-0.0056008115	0.0597159803	0.197651696	0.0027201599	0.0143186418	0.0683113591	0.1050761668	0.2197320806	-0.0469605907	0.0960306388	0.0148672648	-0.0799867079	0.1343862269	-0.1965283587	0.0767738364	-0.044018898	0.0239926992	-0.2000338955	0.0188826879	-0.1649726807	0.0435292786	-0.0060437092	0.0043634755	-0.0117508977	0.0474119057	-0.0492638699	0.0462806712	-0.0242364486	-0.01577489	0.0445974053	-0.02702081	0.0132561016	-0.00676729	0.0155721718	-0.0316054044	0.0415515927	-0.0229482252	0.0724348517	-0.0478092561	0.0352318556	-0.0035071797	0.151276289	0.1449845808	-0.0371573835590766	-0.0017289250142056	2.989181704746174e-06	0.0013806711529563	0.18070534886904	0.007670483665521	5.883631966302583e-05	0.0326544231098814	-1.978729774847082	-0.0316680287728916	3.915371521866384	0.0010028640463606	0.0182520526438131	0.0002486029434867	0.0003331374257125	6.18034235102526e-08	0.0004351008247627	4.9932959844e-05	1.893127277091818e-07	2.493300478782516e-09	-0.002513683417418	-0.0002510291103721	6.301561425420805e-08	6.318604323002235e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4227.509970559284	5.675591977334989	17871840.551178157	32.21234429318929	5583.929867872551	2.1038162459180967	31180272.76931916	4.426042796588914	4371.033042740648	8.159597577840032	66.57903263229291	19105929.86073057	4741.741423766409	3580.085494311888	0.415613	16.705532	0.0625498449265542	0.027183933855628	-0.156248405	-0.0033399841	0.0574551851	0.2207874029	-0.0061028597	0.0160206257	0.0878350474	0.0912974525	0.2171469053	-0.0487080317	0.056544273	0.0086932279	-0.0901954695	0.1262403583	-0.2103509578	0.0654145723	-0.0440573788	0.0320399893	-0.1990352738	0.0212039478	-0.1701988216	0.0437690205	-0.0065321858	0.0055056803	-0.0107175022	0.0533578055	-0.0532559391	0.0476577138	-0.0262537031	-0.0170906898	0.0408946273	-0.0277572116	0.0103947416	-0.004941598	0.0107823965	-0.0237014775	0.0301306947	-0.0196949033	0.080306677	-0.0488226264	0.0280109931	-0.0094281796	0.1502346003	0.1408894722	-0.0375427180003526	-0.000385334441276	1.4848263163348933e-07	0.0014094556748539	0.1734147876017999	-0.00729056126724	5.315228359138146e-05	0.0300726885589773	-2.000810810179395	-0.022081035332313	4.003243898130728	0.0004875721213468	0.0180353591129311	-0.000216693530882	0.0003252741783323	4.695608632610916e-08	0.0007207753276441	0.0002856745028814	5.195170729404597e-07	8.160992159653504e-08	-0.0023601931734669	0.000153490243951	2.3559254988168136e-08	5.570511816079757e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4228.685108136674	1.17513757739016	17881777.743776873	1.3809483257944144	5605.900592860891	21.970724988340407	31426121.457038093	482.7127565132856	4366.484767050639	-4.548275690009177	20.686811752328456	19066189.22088527	4751.328320130983	3587.0674479470326	0.435342	17.498556	0.0654525582000521	0.0309051705996296	-0.1479912941	-0.0003130214	0.0576180093	0.2012189811	-0.0260542597	0.020320301	0.0577614696	0.069692883	0.2199874754	-0.0460405876	0.0977670681	-0.0064928597	-0.0653344642	0.1130782809	-0.2169612922	0.0650338703	-0.0418212	0.0566743927	-0.1963720334	0.0201052895	-0.1758797552	0.047127111	-0.0015251432	0.0061404103	-0.0095981898	0.0512913247	-0.0492036042	0.0525058902	-0.0239726869	-0.0224368981	0.0289132329	-0.021864819	0.0161257831	-0.0041456647	0.028995949	-0.0423405186	0.0468749205	-0.0210097744	0.1137557123	-0.0401148065	0.041836129	-0.0003084217	0.1489877092	0.136024874	-0.032725916513101	0.0048168014872516	2.320157656758925e-05	0.0010709856116224	0.1852895144319717	0.0118747268301717	0.0001410091372912	0.0343322041584358	-2.027914620534979	-0.0271038103555838	4.112437708179527	0.0007346165357914	0.0177371627318986	-0.0002981963810324	0.0003146069417778	8.89210816608786e-08	0.0005871283380292	-0.0001336469896148	3.447196853169306e-07	1.7861517833125182e-08	-0.0023588921535734	1.3010198935000349e-06	1.692652763282842e-12	5.564372192190153e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4212.568571418479	-16.116536718194766	17745733.968902726	259.74275578892014	5600.67432005014	-5.226272810751652	31367552.83926909	27.313927492401977	4360.113464800981	-6.371302249657674	40.59349235649294	19010589.42593881	4749.0748291015625	3468.80852952644	1.207427	48.532455	1.2786658660382206	0.8980020248028623	-0.1656775743	-0.0123839359	0.0247934984	0.2391830517	-0.0295641081	-0.0320138766	0.0728576974	0.0763308589	0.1867491032	0.0733052428	-0.0035523745	-0.1507291564	-0.0861955258	0.0927666359	-0.1241851599	-0.0087301892	-0.0261206079	0.0517522816	-0.1760412192	0.0630548965	-0.0436492048	0.0100386918	0.0329533936	-0.0108112328	0.0028233329	0.0197019665	0.0192964001	-0.1111769502	0.0180323637	0.1587069088	-0.1813308315	0.1602664501	0.0232800972	-0.0097746165	-0.1083116189	0.25089755	-0.3483921316	0.1003941367	-0.6351742139	0.3270533047	-0.2055123445	0.0093148849	0.1475373187	0.1304173552	-0.0389856739350591	-0.006259757421958	3.918456298175949e-05	0.0015198827721707	0.0082661247993343	-0.1770233896326374	0.0313372804770285	6.832881919816952e-05	-1.226098358924169	0.80181626161081	1.5033171857565402	0.6429093173835349	0.0142644013687258	-0.0034727613631728	0.0002034731464081	1.2060071485545818e-05	-0.0001872472905872	-0.0007743756286164	3.506154783224732e-08	5.996576141950447e-07	-0.0007346999979063	0.0016241921556671	2.638000158530541e-06	5.397840869235172e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4120.820986125825	-91.74758529265456	16981165.599695016	8417.619407032922	5533.110439015858	-67.56388103428162	30615311.13034626	4564.87802041456	4305.656399692062	-54.45706510891887	2965.5719402770287	18538677.03220921	4717.420575790689	3243.9774730644417	1.901996	76.45062299999998	2.132307152619429	1.4803977288918857	-0.1055362956	-0.0650833798	0.0682186739	0.0168477757	-0.0452958671	0.0283775492	0.0428583041	0.0748922762	-0.1268382671	-0.1066868822	-0.179008278	-0.1605252081	-0.0369971302	0.0669177136	0.116024238	-0.1674515163	0.1369061774	-0.112918776	-0.0542629103	0.0222207209	0.1577749402	-0.0207022271	0.0048214442	-0.0155295667	0.088270302	-0.2756490298	0.2336258376	-0.2734008523	0.0910197612	0.0860483031	-0.3815865411	0.215492236	0.0423438232	0.0215916467	-0.0636684672	0.3312386559	-0.2007555031	-0.0098425498	0.5294589252	-0.133671759	-0.0513185882	0.0423087335	0.1458854101	0.124097542	-0.0076097665881746	0.0313759073468845	0.0009844475618402	5.790854752649849e-05	0.6304590678320068	0.6221929430326725	0.3871240583596584	0.3974786362116029	0.1251790778898183	1.3512774368139873	0.0156698015413452	1.8259507112425792	0.014550581405432	0.0002861800367062	0.0002117194192361	8.189901340916259e-08	-0.0023611188292815	-0.0021738715386943	5.574882125987641e-06	4.725717466745124e-06	-0.0008238657310235	-8.916573311719997e-05	7.950527962327731e-09	6.78754742754886e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4193.043128271785	72.22214214595988	17581610.675547235	5216.037816151234	5480.898527686276	-52.21191132958211	30040248.670793585	2726.0836846881443	4321.717275354984	16.060875662921717	257.9517270598311	18677240.208101705	4694.706720855599	3616.81162921469	1.680906	67.563927	1.2104099043942436	0.8244922313208759	0.0199650727	-0.0357592654	-0.0413220277	-0.1107167712	0.0628553245	-0.0364508402	0.0274299695	-0.0048772096	-0.1698533039	-0.0271208099	-0.1086964202	0.0175110085	-0.0343103173	-0.025118602	0.19091753	-0.0855928172	0.0121909857	-0.0294354659	0.0560516065	0.0215383894	0.1732691252	-0.0479806215	0.0307298473	-0.0337927703	0.0325031438	-0.1423299227	0.092304215	-0.0540115797	0.0330654051	-0.0549575812	0.0424470752	-0.0428467988	-0.0276945354	0.006138738	-0.0030498103	-0.0420979879	0.0232128981	0.0751359856	-0.0629982942	-0.0252390171	0.0358058655	-0.008961137	0.1440342395	0.1170999511	-0.009930097944192	-0.0023203313560173	5.383937601717545e-06	9.860684518124615e-05	0.0535636036497209	-0.5768954641822859	0.332808376594095	0.0028690596359443	0.1338774412426886	0.0086983633528703	0.0179231692736895	7.56615250185571e-05	0.0030312383761605	-0.0115193430292715	9.188406093108143e-06	0.000132695263826	-0.0019814155949733	0.0003797032343081	3.926007760003397e-06	1.4417454614410778e-07	-0.0002729970845418	0.0005508686464816	3.034562656765801e-07	7.45274081683227e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
