global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
3884.889899627105	n/a	15092369.532224698	n/a	5327.807451801916	n/a	28385532.243476026	n/a	4004.038853102464	n/a	n/a	16032327.137154097	4342.941567221841	3180.163912075669	n/a	n/a	n/a	n/a	-0.1074740164	-0.0086843941	0.107865085	0.0835301637	-0.0448722291	0.1058843214	-0.0181762331	0.0426425585	0.1417540506	-0.078094178	0.0245442009	-0.0324804166	0.0164686063	-0.0981125845	0.023599922	-0.0563466502	0.0525696912	-0.2766823148	0.0519778012	-0.1064598341	0.039170699	-0.0112380082	0.0987820352	-0.1681575085	0.0379642605	-0.0058349813	0.0489203992	-0.1166040193	0.0151913715	-0.1259019401	-0.0632772363	0.0222268354	-0.0745119319	0.1202504816	-0.0897856493	0.0416997088	-0.1434929517	-0.1005768618	0.0137870107	-0.0417968591	0.0107120313	-0.0695066909	0.0679888523	-0.0005065142	0.0456764472	-0.0706898677	0.2017313437	-0.1305893011	0.1262188237	-0.0030364155	0.174923524	-0.2557094563	0.0282157464	-0.0493223886	0.0492756671	-0.0302506223	0.0462541058	-0.036006044	0.088823964	-0.2647854041	0.0540095366	0.153366806	0.1532882396	-0.0180677245270857	n/a	n/a	0.0003264426695866	-0.3884198881903984	n/a	n/a	0.1508700095418416	0.6053814191769078	n/a	0.3664866626846469	n/a	-0.0142934234591857	n/a	0.0002043019541836	n/a	-0.0030348504612247	n/a	9.210317321995774e-06	n/a	-0.0012327541848102	n/a	n/a	1.519682880167061e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3876.586123088956	-8.303776538149123	15027919.969725862	68.95270479551583	5351.380212599232	23.57276079731673	28637270.179798607	555.6750516075126	4006.476634803185	2.437781700720734	5.942779620368874	16051855.025223851	4344.200390267285	3163.6495489623417	0.925714	19.405445	0.0984648499658849	0.0529657917986127	-0.1017219074	-0.0111163824	0.0984854148	0.0786567187	-0.0027878824	0.1901589766	-0.2534460321	-0.1088917689	0.1031458706	0.0019273907	-0.1048376704	-0.0345414179	0.0135076953	0.07910659	0.1509207871	0.1098038319	-0.185338452	-0.0656564572	-0.0843885999	0.0455081091	0.2335769654	-0.1645204506	0.0037320841	-0.1446639022	0.0347289141	0.0184871785	0.0419641943	-0.1601220876	0.1533281787	-0.1293378189	0.0816399167	0.1347796629	0.0320128492	0.2955884433	0.1794997973	0.0749325287	0.1132748345	-0.0982544148	0.0055841313	-0.0222225991	0.0154325752	-0.1129624314	0.0382493873	0.043928033	0.104665991	-0.1258254206	0.1283737455	-0.1012261091	0.1223701092	0.0480719782	0.0897553136	0.0663314287	0.2414912505	0.1270879538	-0.0065415006	-0.0838362558	0.0329267955	0.0609135806	0.000409852	-0.1335181812	0.0067550305	0.1531573254	0.1524510324	-0.0187373568352029	-0.0006696323081172	4.4840742807437115e-07	0.0003510885411697	-0.3538193335598265	0.0346005546305719	0.0011971983807431	0.1251881208007197	0.583612908040287	-0.0217685111366208	0.3406040264312405	0.0004738680771051	-0.0138494997581078	0.0004439237010778	0.0001918086435498	1.9706825237870021e-07	-0.0027588479268412	0.0002760025343834	7.611241883435988e-06	7.617739898611493e-08	-0.0011241573824601	0.0001085968023501	1.17932654806667e-08	1.2637298205395435e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3881.03780407172	4.451680982764174	15062454.436633838	19.8174635723042	5308.260547268776	-43.11966533045688	28177630.0376902	1859.3055382106047	4004.029892202524	-2.446742600660855	5.986549353888643	16032255.377651356	4342.757392631782	3162.9790902208924	0.982602	20.597971	0.0834844811538258	0.0371689667587411	-0.1060307015	0.0161033324	0.0516830751	0.0828005017	-0.04811214	-0.0395788616	0.0008049026	0.1289405504	0.0828246101	-0.1375639949	-0.011790566	-0.0999327014	0.0072334929	-0.05548243	0.0046982075	-0.0229473276	-0.0311554847	0.0008652601	-0.1532601093	0.0283019469	-0.0447983501	-0.063677894	0.0634332119	-0.1349512323	0.01665316	0.1016189884	0.0803367407	0.0017911565	0.0291728179	-0.0362764804	0.0036819729	0.0314874722	0.142422571	-0.0038130216	-0.1339203208	-0.0287841627	0.0703666095	-0.1019537025	0.0013144926	-0.010504935	0.0083808876	-0.1037867229	0.0542615562	-0.0543915551	-0.048200484	-0.2088203306	0.0584003006	-0.0383147442	0.0612091128	0.0280214303	0.1020176545	-0.2793171694	-0.0160463432	0.0456394508	0.0451401344	-0.0567350473	-0.0005605775	-0.0424614365	0.0494871334	-0.0072100379	0.0545584143	0.1527386503	0.1507811905	-0.0018373127189192	0.0169000441162837	0.0002856114911323	3.375718027102263e-06	-0.3742920329900983	-0.0204726994302718	0.0004191314219622	0.1400945259598608	0.5587362478668467	-0.0248766601734402	0.3121861946803224	0.0006188482213848	-0.0140852563484924	-0.0002357565903846	0.0001983944464027	5.5581169909772424e-08	-0.0028691791326802	-0.0001103312058389	8.232188895407505e-06	1.2172974981887765e-08	-0.0012027711349131	-7.861375245300003e-05	6.180122074741568e-09	1.4466584029801466e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3873.583034611594	-7.454769460126045	15004645.526030766	55.57358770362796	5313.507540795111	5.246993526335245	28233362.386086505	27.53094106540397	4005.6779888446513	1.648096642127257	2.71622254179114	16045456.15031453	4349.422226902329	3145.8087172626856	0.945664	19.82365	0.0533418212282885	0.026693882778872	-0.1005029279	-0.0170939694	0.091076188	-0.004675643	-0.085655917	0.0763427012	0.0397453256	0.0434649181	0.0939378219	0.0509427303	0.0397847692	0.1489217781	-0.0839711852	0.0729195093	-0.061067708	0.0839901426	-0.1473813631	0.0364418716	-0.0533235934	0.0489450171	0.1786952429	-0.0087819461	0.0082417626	-0.1043729417	-0.0481105621	-0.0567039886	-0.0356266166	-0.0100407672	-0.0635550129	-0.0486884633	0.0219716714	0.1618959505	-0.0835422015	-0.0031849912	0.0856364335	0.0653821127	0.0505710604	-0.1079801697	-0.0034407596	-0.0210685127	-0.0238173143	-0.0763512343	-0.0225829709	-0.0477390868	-0.0848285958	-0.0874591856	0.1311625322	-0.0042811782	0.1806663014	0.0430140436	0.0798696439	0.1061004493	0.197646367	0.0856983662	-0.0434353837	-0.0470527291	-0.1388681919	0.0267115856	-0.013614896	-0.0021399365	0.0230423091	0.1521113526	0.148287834	-0.0202431015562467	-0.0184057888373275	0.0003387730627242	0.0004097831606165	-0.3636416531435316	0.0106503798465666	0.0001134305908761	0.1322352519009605	0.5647530348939611	0.0060167870271143	0.3189459904219396	3.620172612965201e-05	-0.014158560655043	-7.330430655059887e-05	0.0002004648398225	5.373521358864173e-09	-0.0029793574367857	-0.0001101783041054	8.876570736130255e-06	1.2139258695563981e-08	-0.0013846658346026	-0.0001818946996894	3.308568177513334e-08	1.9172994735157147e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3875.021256359605	1.438221748011074	15015789.737238772	2.068481796452029	5310.960934546686	-2.546606248424723	28206306.04828101	6.4852033845158426	4002.3978036733774	-3.2801851712738426	10.759614757844808	16019188.178849475	4347.787079416352	3132.6823389613214	0.904186	18.954168	0.0935724294352382	0.0539052071521105	-0.1099964656	0.0099079025	0.0597623779	0.0639132919	-0.0032706406	0.0561517323	0.1952981253	0.0149202117	0.1000484155	-0.1046030779	0.0231131093	0.1049746343	0.0271310728	-0.1382874815	0.0815756239	0.069227689	-0.0187556443	-0.0276345167	-0.128201934	-0.1596569584	-0.1548009371	0.0533658538	0.0356620946	-0.0874648685	-0.0090979408	0.0283160784	0.0200048132	0.0783973185	-0.0645393707	0.0117059949	0.0798838755	0.0995175376	0.104310081	-0.1076479497	-0.0589208851	0.0566547295	-0.024708994	-0.111107407	0.0031665294	-0.0264736578	-0.0006327584	-0.0576600183	0.035743094	-0.0245741232	0.0041686094	-0.0190006913	0.1310331983	-0.0962895734	0.0748353203	-0.0759204906	0.1403749951	-0.1869490466	-0.0804639941	-0.0474360062	0.0977296424	0.0308585132	-0.0544957205	-0.0160373844	0.0571282981	0.0711417097	-0.0252199833	0.151276289	0.1449845808	-0.0255883039244366	-0.0053452023681898	2.8571188356902905e-05	0.0006547612977293	-0.3824024570349138	-0.0187608038913822	0.0003519677626509	0.1462316391463391	0.5751768374118171	0.010423802517856	0.3308283942950599	0.0001086556589312	-0.0149785244791722	-0.0008199638241292	0.0002243561955731	6.723406728805826e-07	-0.0031497385194185	-0.0001703810826328	9.920852740708644e-06	2.9029713319125083e-08	-0.0011941583282084	0.0001905075063941	3.6293109992536126e-08	1.4260141128294809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3864.9580130346176	-10.063243324987525	14937900.4425205	101.26886621790598	5331.5713766774825	20.6104421307964	28425653.344606627	424.7903248269072	3996.402223557692	-5.995580115685243	35.94698092360027	15971230.732456869	4344.113271412832	3121.774292542567	0.942606	19.759554	0.1225911142833595	0.0585466202077648	-0.108658469	0.0164131217	0.0565417723	0.0436367404	-0.0762580162	0.1740925201	-0.0573601367	-0.0143379319	0.1060602038	-0.0026792634	0.0705472937	0.0034725859	-0.1379312554	0.0443128504	0.1441845335	-0.0154171046	-0.18502633	-0.0464318963	0.0622499938	0.0305602682	-0.0640957438	0.0051412445	0.0730193748	-0.1193609353	-0.0115715512	-0.0404280142	0.09013406	-0.0729648068	0.0102578641	-0.0977486664	0.0542936293	0.1161589613	-0.0016420365	0.1693001803	0.1950418235	0.0202776529	-0.0442757011	-0.1060669187	0.0090664746	-0.0040277601	-0.0039408771	-0.0665199746	0.0129368277	-0.0122642287	0.1273387546	-0.0522512851	0.019882937	-0.0733334544	0.0884195742	-0.0357398275	0.0179537926	0.1747537364	0.2440046701	0.1111972566	-0.0459935594	-0.1144578566	0.0960231801	-0.0445661739	-0.0335033099	0.1460941142	-0.1201141505	0.1502346003	0.1408894722	-0.0216832334980523	0.0039050704263842	1.5249575035021254e-05	0.000470162614931	-0.3590245012100581	0.0233779558248557	0.0005465288185489	0.128898592469131	0.6224126603279316	0.0472358229161145	0.3873975197364932	0.0022312229665625	-0.0144777855397998	0.0005007389393723	0.0002096062741364	2.50739485403796e-07	-0.0027649573323487	0.0003847811870698	7.644989049708839e-06	1.4805656192284444e-07	-0.0012700835040863	-7.592517587790004e-05	5.764632332090054e-09	1.6131121073521343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3873.312705649233	8.354692614615487	15002551.315743782	69.80088868471057	5311.477028139176	-20.094348538306804	28211788.22045017	403.7828431789528	4006.7222130408654	10.31998948317323	106.5021829328061	16053822.89247509	4347.243333082933	3135.0516083370985	0.949013	19.893856	0.1267180760361836	0.0658250365792734	-0.1135633587	0.0375631111	0.0943140767	0.0580782909	0.0090264198	-0.1896067003	-0.0370439808	0.1941833547	0.07446115	0.020853617	-0.0393148124	-0.070830005	-0.012673098	0.0161374256	0.0777252266	0.086641173	-0.0228550241	0.1018281895	-0.0945674517	-0.0707240762	-0.0151576244	0.0686821365	-0.0415313065	-0.0953851004	0.0213200142	0.0393586426	0.0211185225	0.0886885744	0.0247024831	0.0382417238	0.0839660351	-0.0637810542	-0.0154529115	-0.1256732351	0.0377959867	0.0060863996	-0.0570824522	-0.1175773448	0.0053520274	-0.0106077934	0.015009122	-0.0445811518	0.0549069015	-0.0403614218	0.0728950352	-0.0917564803	-0.0925922602	-0.0053154411	-0.0294215283	-0.0504350082	0.0325882759	-0.1332301061	0.0100376768	0.0257338411	0.0637623951	-0.1159215336	-0.0947234729	0.0702979778	-0.0899525725	0.1299568829	-0.0959504753	0.1489877092	0.136024874	-0.027452858930431	-0.0057696254323786	3.328857762995109e-05	0.0007536594634541	-0.3767503495483595	-0.0177258483383014	0.0003142056993124	0.141940825884811	0.6109174751896731	-0.0114951851382585	0.3732201614921248	0.0001321392813628	-0.0155306385539151	-0.0010528530141153	0.0002412007338923	1.1084994693316728e-06	-0.003337726436037	-0.0005727691036883	1.1140417761820254e-05	3.280644461398986e-07	-0.0014790097288276	-0.0002089262247412	4.365016738465216e-08	2.1874697779666905e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3869.531463478513	-3.7812421707199055	14973273.746850165	14.297792353630587	5292.547098467427	-18.92992967174905	28011054.78949597	358.3422373773651	4010.4743408203126	3.752127779447165	14.078462873299108	16083904.438378122	4352.601113567423	3121.931331235971	0.991017	20.774376	0.1154885541569708	0.0560357042191542	-0.1193716313	0.0111118147	0.058341128	0.0190192276	-0.0927305558	0.0525384122	0.1272599471	0.1484700984	0.0804822781	-0.0173279731	0.1570662471	-0.1542923472	0.1036046654	0.178905982	-0.0279255517	-0.0929168424	-0.1244748967	0.0458939408	0.1410344713	0.2009941083	0.0463691063	0.0737492267	0.0063424766	-0.0818789376	-0.0326712469	-0.1017171868	0.1273223987	-0.0070343435	0.0287059767	0.1020505576	-0.0313837689	-0.0523923774	-0.0962931466	0.1127266837	0.0661891253	0.116433487	-0.0255495542	-0.1157162096	0.0053224804	-0.016259412	-0.0218692056	0.0308313247	-0.0805033908	-0.1163739788	0.0042185784	-0.1196607464	-0.0574023753	0.0785284736	0.0188347234	-0.0146149601	-0.0514766931	0.2305626777	0.0174382112	0.1226732449	-0.0826610305	-0.0954378639	0.0383486986	-0.0440137342	0.1188291613	0.1688315153	-0.0629440001	0.1475373187	0.1304173552	-0.0230138756844837	0.0044389832459473	1.970457225780084e-05	0.0005296384740208	-0.4138731627778469	-0.0371228132294874	0.0013781032620714	0.1712909948677381	0.599062319778632	-0.011855155411041	0.3588756629785559	0.0001405447098199	-0.0150155056754113	0.0005151328785038	0.0002254654106883	2.653618825156115e-07	-0.003632350468246	-0.000294624032209	1.3193969924166937e-05	8.68033203550899e-08	-0.0010473345941305	0.000431675134697	1.8634342191575933e-07	1.0969097520624992e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3872.482504197662	2.95104071914875	14996120.745316995	8.708641326073973	5330.13573234312	37.58863387569363	28410346.92520093	1412.9053966409429	4003.042179987981	-7.432160832331647	55.23701463764464	16024346.694762928	4363.215734907995	3127.409381316076	0.935954	19.620102	0.1433003570668707	0.0682231451375619	-0.1130905372	0.0051561143	0.0586884364	-0.0380979797	-0.0570611774	0.0086101351	0.1027103759	-0.0166426777	0.0660648174	-0.0153842959	0.087148802	0.1591960837	-0.0101580197	0.0222827161	0.0754012124	0.0149398299	-0.0317154136	0.0661852664	0.0669713621	-0.0504390025	0.0093650358	0.1384894207	-0.0493835114	-0.0095900099	-0.0738711411	-0.0612667971	-0.0126994602	0.1765096912	-0.109739708	0.1913510956	0.072993879	0.0979193689	0.0016084967	-0.0677245416	-0.0150962421	0.0220579095	-0.0913384357	-0.1203089554	-0.0034490672	0.0002035167	-0.0333108861	0.0539718573	-0.0838681106	-0.2141725166	-0.0168220262	0.0938790312	-0.0356284257	0.0476452073	-0.052014591	0.0047361777	-0.0692146124	0.0046129612	-0.3013337402	0.0102810808	0.0442620825	0.0405545388	-0.2394106995	0.0524557001	0.0411571161	0.2999074519	-0.07660796	0.1458854101	0.124097542	-0.0191047354363149	0.0039091402481688	1.5281377479853227e-05	0.0003649909160915	-0.4463040774625995	-0.0324309146847525	0.0010517642272896	0.199187329559742	0.5542445751826577	-0.0448177445959743	0.3071870491194047	0.0020086302306699	-0.0158434593111543	-0.000827953635743	0.0002510152029442	6.85507222940054e-07	-0.003232796198916	0.00039955426933	1.045097126372574e-05	1.596436141398302e-07	-0.001062677839817	-1.5343245686499918e-05	2.3541518819629827e-10	1.1292841912381254e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3864.538611783217	-7.94389241444469	14934658.681963356	63.10542669227189	5339.097727129536	8.961994786415744	28505964.539839774	80.31735055174298	4000.3839815579927	-2.6581984299882606	7.066018893192053	16003071.999905778	4350.514801360749	3125.720210288888	0.983536	20.617552	0.0888212000430441	0.0456971793483641	-0.1194615674	0.0194956271	0.0913406483	0.014510984	-0.0319898513	0.1734539763	0.1886696135	-0.0408056668	0.1047578079	0.0048680973	-0.1191706548	0.093695027	-0.0762394174	0.0654443441	0.079750397	0.155962016	0.0913636302	0.115635467	-0.0488931165	-0.0446861193	0.0966535682	0.0836536991	-0.220340423	-0.0681277002	0.011940864	-0.0431198567	-0.1165232869	0.0913872511	-0.0248072752	-0.017173445	0.1351200637	0.0383917314	-0.0144722951	-0.1172733179	0.1581286996	-0.0359380361	0.0561616713	-0.1240830008	0.0072379542	0.0188317873	-0.0247435709	0.0203417953	0.0305413289	-0.0444474704	0.136087169	0.238644781	-0.0543421765	0.0555141308	-0.0475500897	0.0522769583	-0.1199297601	0.2500793162	0.0080340945	-0.0520191862	0.0698747086	0.0237341283	0.1481603273	-0.0036855531	-0.0740743153	0.1722619668	-0.1284820496	0.1440342395	0.1170999511	-0.0213286524835467	-0.0022239170472318	4.945807032968211e-06	0.0004549114167639	-0.413880976121959	0.0324231013406404	0.0010512575005454	0.1712974623956656	0.5824446128153795	0.0282000376327218	0.3392417269976573	0.0007952421224869	-0.0158511143923142	-7.65508115990049e-06	0.0002512578274782	5.860026756466342e-11	-0.0034689909931595	-0.0002361947942434	1.2033898510621731e-05	5.578798082772924e-08	-0.0007870448347714	0.0002756330050455	7.597355347046773e-08	6.194395719403403e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
