global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
2513.474618143316	n/a	6317554.656050689	n/a	3425.3221333007814	n/a	11732831.716880215	n/a	2646.4825721153848	n/a	n/a	7003870.004510462	2886.536480647261	2203.7868686119714	n/a	n/a	n/a	n/a	-0.0539588915	0.0429647402	0.038301429	0.0177375523	0.0253526334	-0.0191502266	0.0184864141	-0.0214553148	-0.0378922235	-0.0164220186	-0.0427388272	-0.0516669269	0.0013092307	-0.0171370944	0.0614492449	-0.058738213	0.0520356032	-0.0469161624	0.0720840872	-0.0969674769	0.432933441	-0.0682331062	0.0934374454	-0.0420588789	0.0880895538	-0.1156426555	0.1579530695	-0.0820929209	0.0258976259	-0.0031781686	0.0288651595	-0.1713805242	0.0486367071	-0.1098454559	0.153366806	0.1532882396	0.0354195976473192	n/a	n/a	0.0012545478974979	0.632771009294899	n/a	n/a	0.4003991502040852	-0.1634113572909257	n/a	0.0267032716916625	n/a	0.0299225780348735	n/a	0.000895360676253	n/a	0.0032474446287271	n/a	1.054589661664849e-05	n/a	0.0003149867962469	n/a	n/a	9.921668180988613e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2512.7771742230407	-0.6974439202754183	6314049.1272963295	0.4864280219291441	3415.234192871094	-10.087940429687478	11663824.592155872	101.76654211292318	2638.755210524339	-7.727361591045792	59.71211715876976	6963029.061069349	2875.871922865563	2211.7801229953766	0.408269	20.60285	0.1581690917229734	0.0871608871737595	-0.0526864721	0.0327359799	0.0289248505	0.0314131668	0.0395243574	-0.01183891	-0.0266842693	-0.0282098675	-0.0391287242	-0.0167619773	-0.0447922468	-0.0539587358	0.004983663	-0.0152711986	0.0588079423	-0.0560746199	0.0537950353	-0.0366882751	0.0811328222	-0.0942488129	0.3994027079	-0.0638086444	0.0903208091	-0.051869733	0.0925571328	-0.1335829365	0.167711979	-0.0917034596	0.0154173113	0.0006562715	0.0094688229	-0.2051881568	0.0348152131	0.0043223608	0.1531573254	0.1524510324	0.0474956633858596	0.0120760657385404	0.0001458313637215	0.0022558380404628	0.5971642542048698	-0.0356067550900291	0.0012678410080413	0.3566051465000584	-0.182143821284157	-0.0187324639932312	0.0331763716319949	0.0003509052072577	0.0284389381701445	-0.001483639864729	0.0008087732042453	2.201187248213092e-06	0.0032289044846598	-1.854014406729981e-05	1.042582417105617e-05	3.4373694203623216e-10	-1.7909332980249257e-05	-0.0003328961292271	1.1081983285441888e-07	3.2074420779744365e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2507.779554294728	-4.997619928312815	6288958.292938664	24.97620494786939	3390.58137890625	-24.65281396484397	11496042.086985808	607.761236385206	2638.16841383714	-0.5867966871987846	0.3443303521074683	6959932.579767972	2872.9568794277834	2198.157355149587	0.42736	21.566238	0.2521530575179301	0.1510489699210562	-0.0562362821	0.0418126295	0.0318244002	0.0297353603	0.0335176207	0.0317970882	0.0042887409	-0.0271773828	-0.0302160603	0.001675282	-0.0405316806	-0.0513034295	0.0042131416	-0.0126500597	0.0498121848	-0.0491468161	0.0511325464	-0.0278097186	0.0548664621	-0.0748976742	0.3385846138	-0.0641931305	0.0868375766	-0.058067953	0.0751553741	-0.0791600675	0.1280590493	-0.0306019889	0.0278965312	-0.0060755898	0.0211703355	-0.0036487269	0.1227299018	0.1227810055	0.1527386503	0.1507811905	0.0621503681924195	0.0146547048065599	0.0002147603729674	0.0038626682664533	0.5430762104436582	-0.0540880437612116	0.0029255164779147	0.2949317703498444	-0.15001921322213	0.0321246080620269	0.0225057643357869	0.0010319904431388	0.0262670699509629	-0.0021718682191816	0.0006899589638087	4.717011561491056e-06	0.0023880149285018	-0.0008408895561579	5.702615298747458e-06	7.070952456555981e-07	-3.0865575403282025e-05	-1.2956242423032768e-05	1.67864217724394e-10	9.526837449756882e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2502.2444259996887	-5.535128295039158	6261227.167446512	30.63764524254309	3378.154451171875	-12.426927734375113	11411927.49597235	154.42853291538137	2631.0179349459136	-7.150478891226612	51.12934837387736	6922255.374007059	2852.8803137775817	2201.997120330731	0.56459	28.491404	0.5324049239564118	0.3633522171542615	-0.0475414039	0.034026417	0.0104220686	0.0449626638	0.0102825061	-0.0128439485	-0.0380014478	-0.0470719752	0.0074511505	-0.0203012799	-0.0379142533	-0.0441679377	0.0091685631	-0.0234726532	0.0503511967	-0.0664838652	0.0888725502	-0.0526678075	0.0236633564	-0.0218039027	0.1372280535	-0.0382244853	0.0332826698	-0.0043538717	-0.0396914136	0.0706272248	-0.1557569975	0.0816937065	-0.0759834412	0.0347122969	0.0795260618	0.2835192908	-0.1318796973	-0.0746178721	0.1521113526	0.148287834	0.0526189201420379	-0.0095314480503816	9.08485019371232e-05	0.0027687507569141	0.4382361805349859	-0.1048400299086722	0.0109914318712512	0.1920509499298927	0.116472505237148	0.266491718459278	0.0135658444762174	0.071017836007379	0.0234371328230178	-0.0028299371279451	0.0005492991949637	8.008544148122161e-06	0.002247154560184	-0.0001408603683178	5.049703617355745e-06	1.9841643362626367e-08	2.9171479095415828e-05	6.003705449869785e-05	3.604447912879616e-09	8.509751926142826e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2504.0560437372155	1.8116177375268308	6270296.670176876	3.281958826921833	3374.2006162109374	-3.953834960937456	11385229.79843827	15.632810898331297	2637.1772235576923	6.15928861177872	37.93683620318704	6954703.708451458	2863.356242518272	2219.362600887815	0.431644	21.782408	0.1014146621909292	0.0629705991209968	-0.0403988083	0.041406445	0.0229682089	0.0376739058	-0.0085835571	-0.0184090329	-0.0150414475	-0.0396001435	-0.0058768014	-0.0123350385	-0.0376872179	-0.0395102506	0.0066591646	-0.0226012675	0.0503964798	-0.0630484663	0.0892126636	-0.0655199327	0.0209818246	-0.0026944741	0.0639804906	-0.0379061142	-0.003867702	0.0114586291	-0.0406850624	0.1011034969	-0.1873944711	0.1126849123	-0.1357915654	0.0513253537	0.0622559979	0.19700648	-0.2030899221	-0.0898436561	0.151276289	0.1449845808	0.0578577194532101	0.0052387993111722	2.7445018222738333e-05	0.0033475157003263	0.409960191744446	-0.0282759887905399	0.0007995315420827	0.1680673588151429	0.1191246211901244	0.0026521159529764	0.0141906753736906	7.033719028031932e-06	0.0224619728247862	-0.0009751599982315	0.0005045402231814	9.5093702215105e-07	0.0020515802318343	-0.0001955743283496	4.20898144765328e-06	3.8249317909436226e-08	-0.0001050493570481	-0.0001342208361435	1.8015232855064528e-08	1.10353674162192e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2508.71949363368	4.663449896464499	6293673.497737628	21.747764936834745	3341.800676269532	-32.39993994140559	11167631.7599155	1049.7561082066893	2634.236908428485	-2.9403151292071925	8.645453059044709	6939204.089726863	2855.441729145665	2219.0654013728104	0.450139	22.715776	0.2288264203990938	0.1383387809265328	-0.0461772754	0.0533029693	0.0079414817	0.03724561	0.034019424	-0.0406200247	0.0055116383	-0.0437729634	-0.0131535737	0.0343436169	-0.0398461691	-0.0437846884	0.0009768562	-0.0258362913	0.0453074741	-0.0590009167	0.0843945402	-0.0667034218	0.0046692158	-0.000824361	0.0255255083	-0.0323531638	-0.0209897728	-0.0182014308	-0.0054827929	0.1023955647	-0.1655703232	0.1140788765	-0.1193197342	-0.0169194408	0.0345807143	0.2123112921	-0.1877457942	0.1653978019	0.1502346003	0.1408894722	0.0517438731489221	-0.006113846304288	3.737911663245608e-05	0.0026774284084517	0.2987662080304147	-0.1111939837140312	0.0123641020141962	0.089261247060873	0.0989084387287349	-0.0202161824613895	0.0097828792517559	0.0004086940333121	0.0210769190064128	-0.0013850538183734	0.0004442365148028	1.918374079790738e-06	0.0022492133455822	0.0001976331137479	5.058960673945073e-06	3.9058847649690384e-08	0.0001383118692183	0.0002433612262664	5.922468644988595e-08	1.913017316666012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2510.753183554195	2.0336899205149166	6303881.548727525	4.135894692803968	3403.1461630859376	61.34548681640581	11581403.807326538	3763.268752741819	2643.6300518329326	9.393143404447528	88.2311430165161	6988779.850954194	2863.2266782261563	2241.207096993923	0.532989	26.896704	0.2310649747175126	0.1020200496441497	-0.0353829468	0.0189945816	0.0288492019	0.0254198723	0.0304094968	0.0355733848	-0.0295320637	-0.0332528703	-0.0071074194	-0.0459816883	-0.0313842609	-0.0331905434	-0.0011690015	-0.0106816794	0.0332682333	-0.0549827793	0.0798290604	-0.0392846787	0.0039128419	0.0189974056	-0.0614087524	0.0196459179	-0.0216044511	0.0104359906	-0.0517993184	0.0710859562	-0.0999611006	0.0394537507	0.0239147903	0.0205038684	-0.0173569663	0.0784370885	-0.0443440384	-0.0092902035	0.1489877092	0.136024874	0.0403430914711293	-0.0114007816777928	0.0001299778228646	0.0016275650294479	0.3397598167098437	0.0409936086794289	0.0016804759525621	0.1154367330507065	0.0325283025433691	-0.0663801361853657	0.0010580904663529	0.0044063224799877	0.0194660225109848	-0.001610896495428	0.0003789260323981	2.5949875189822164e-06	0.0020349445749883	-0.0002142687705938	4.140999423274312e-06	4.5911106051821344e-08	-0.0002823318282583	-0.0004206436974765	1.7694112022678538e-07	7.971126124767419e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2513.77212075568	3.018937201485187	6319050.27508851	9.113981826511212	3415.3926708984377	12.246507812500113	11664907.096426765	149.9769536016263	2635.6651958759016	-7.964855957030977	63.43893041625184	6946731.024751555	2871.958717701683	2229.655575017134	0.456314	23.027346	0.1289712739479794	0.0918972035361092	-0.037826393	0.0191081724	0.0432986563	0.0430004041	0.0406522102	0.0007987417	0.0050473651	-0.0363604042	-0.020726094	-0.0263731093	-0.0273073915	-0.0266804538	0.0008415741	-0.016386694	0.0260368441	-0.0469601516	0.0773885468	-0.0454079288	-0.0181544882	0.0284704439	-0.0981150949	0.0151980517	-0.029564838	0.0115929779	-0.0473092609	0.0698892016	-0.0989448747	0.0554834293	-0.0049985077	0.0202688142	-0.0105161115	0.0970974428	0.0550866902	0.1052125357	0.1475373187	0.1304173552	0.0532374340443624	0.0128943425732331	0.0001662640703958	0.0028342243836278	0.3366378578184168	-0.0031219588914268	9.74662731975921e-06	0.1133250473165726	0.0393207058258724	0.0067924032825033	0.0015461179066447	4.6136742352161615e-05	0.0178669308310226	-0.0015990916799621	0.0003192272173205	2.557094200924325e-06	0.0018183717924262	-0.000216572782562	3.3064759754912717e-06	4.6903770146690615e-08	2.5255093233726364e-05	0.000307586921492	9.460971427294197e-08	6.378197342442111e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2509.7502372578915	-4.021883497788622	6298846.253416043	16.175546869784437	3403.873813476562	-11.51885742187551	11586356.938071474	132.68407630549652	2633.088227726863	-2.5769681490387484	6.640764841160193	6933153.614993792	2865.174667303708	2221.5147796471915	0.415476	20.966539	0.1181806845147288	0.074332311525951	-0.0379500131	0.0287292463	0.0254216207	0.0438113262	-0.0192933581	-0.0227444786	-0.0537624642	-0.0416037199	-0.0079457117	-0.0036753348	-0.0254205794	-0.0236303819	0.0002734631	-0.0171683946	0.0283868409	-0.0464604665	0.0789629699	-0.0512281175	-0.0211104198	0.0281665809	-0.1207003613	0.008007784	-0.0441691103	0.0175609863	-0.0424133697	0.07619392	-0.0793715742	0.0549753616	-0.0966992095	0.0173724185	0.0740541981	0.1173280259	0.0105740391	-0.1970943827	0.1458854101	0.124097542	0.0587161803585587	0.0054787463141963	3.0016661175319547e-05	0.0034475898358987	0.325753354171681	-0.0108845036467358	0.0001184724196358	0.1061152477541006	0.082348713313813	0.0430280074879405	0.0067813105844405	0.0018514094283822	0.0170108112326614	-0.0008561195983611	0.0002893676987932	7.329407666981421e-07	0.0015052613173311	-0.0003131104750951	2.2658116334533584e-06	9.80381696142793e-08	1.869662537290484e-05	-6.558467860821524e-06	4.301350068142885e-11	3.495638003347491e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2508.806027089009	-0.944210168882364	6294107.681558138	0.8915328430208626	3380.284424804688	-23.58938867187408	11426322.79257716	556.459257912741	2635.2198645958533	2.1316368689904266	4.543875741239309	6944383.734760587	2862.5543753237707	2228.026490211487	0.402145	20.293787	0.0895693201680999	0.0497353802582441	-0.0339244136	0.0323719878	0.0249902747	0.0381803561	0.0266485038	-0.0327546994	-0.0008472671	-0.0363654931	-0.0143378413	0.0242756884	-0.0238564173	-0.0259618888	-0.0011898057	-0.0102313682	0.0269824443	-0.0441123516	0.0720883874	-0.0367829466	-0.0232283475	0.0379435478	-0.1389381377	0.0169739626	-0.0524854982	0.0062612399	-0.0217735111	0.073714135	-0.0490857356	0.0424526483	-0.0597264108	-0.0116399178	-0.0309127529	-0.0672860313	-0.0420814416	0.0051928481	0.1440342395	0.1170999511	0.0582804258496736	-0.0004357545088851	1.8988199201369838e-07	0.0033966080372193	0.3107386686958051	-0.0150146854758759	0.0002254407799394	0.0965585202228413	0.0351069491960629	-0.04724176411775	0.0012324978818549	0.0022317842769571	0.0168007972518585	-0.0002100139808029	0.000282266788298	4.410587213268197e-08	0.0018272431634038	0.0003219818460727	3.3388175782059257e-06	1.036723092003839e-07	1.315013093673191e-05	-5.54649443617293e-06	3.076360053049727e-11	1.7292594365319367e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
