global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1195.3513617780352	n/a	1428864.8781046032	n/a	1532.31095694296	n/a	n/a	2347976.86876745	1141.203810102484	n/a	1302346.1361924266	n/a	1242.8055088424685	1071.484542468843	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.5255808733627418e-05	n/a	2.3273970011702258e-10	n/a	-0.0004194050320336	n/a	1.7590058089510502e-07	n/a	-0.0327422232265419	n/a	0.0010720531818166	n/a	-3.3999989021549334e-05	n/a	1.1559992534654754e-09	n/a	-0.0001680001006498	n/a	2.822403381834293e-08	n/a	-2.861788079511288e-09	n/a	8.189831012032906e-18	n/a
1196.671707334133	1.320345556097891	1432023.1751339892	1.743312387507449	1536.6564388635024	4.345481920542397	18.883213121760843	2361313.011100661	1142.9752605309648	1.771450428480648	1306392.4461858268	3.138036620564272	1245.5201433181762	1077.9075017002651	1.071786	20.034845	0.0726447908531769	0.0424719983484296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0120705819511073	-0.0120858377598409	0.0001456989486383	0.0001460674743571	0.0009622753247384	0.001381680356772	9.259738006003932e-07	1.9090406082896008e-06	-0.0098663204133657	0.0228759028131761	9.734427849919674e-05	0.0005233069295178	-0.0004919998727383	-0.0004579998837167	2.420638747745035e-07	2.0976389348455722e-07	9.99999593469525e-05	0.0002680000599967	9.999991869392153e-09	7.182403215826292e-08	2.4592966174261623e-08	2.745475425377291e-08	6.048139852483763e-16	7.537635311350618e-16
1200.0320841552273	3.360376821094178	1440077.0030019383	11.292132379747011	1527.5844089340114	-9.07202992949101	82.30172704158065	2333514.126418273	1144.9041171984727	1.928856667507944	1310805.437578014	3.72048804378985	1244.91854888916	1090.3436737006052	1.251587	23.395866	0.0506042540266668	0.019735184699275	-0.0983327894	-0.1747014614	-0.1159743759	0.0415420126	-0.1644902067	0.1617537758	-0.0433071038	0.2127009614	-0.1683972452	0.0574212879	-0.0452474236	0.0016191975	-0.0893693495	0.1584705391	0.2019556104	-0.0011957711	0.0673757793	-0.05912539	0.0039413912	-0.1092178056	0.1003381518	-0.1518626026	0.1034433739	-0.1162374556	0.1050385612	-0.0485263414	0.0574120295	-0.143778311	0.1177200435	-0.0595213439	-0.1520819718	0.1522920717	0.0557958544	-0.1114325462	-0.0534831316	0.1730954739	0.1967751915	-0.0576105531	0.1349084361	-0.180056459	0.1946922077	-0.1520482607	0.0733483029	-0.0705649217	-0.0827488886	0.0678621143	-0.2664167906	0.0717840508	-0.1553981143	0.1195977779	-0.0427349948	0.0162692258	-0.1022596062	0.0750494604	-0.00598168	0.110085512	0.1565521852	-0.1945951874	-0.1075242902	0.0572991568	0.0623103735	-0.2542532976	0.0422535846	-0.1095846255	0.0850176541	-0.0994433265	0.1251046275	-0.3070031555	0.0639797449	-0.048274111	0.160391586	0.2884672852	-0.0725203831	0.0834423891	-0.0931471231	0.0833404273	-0.034055721	0.0440663278	-0.1262119305	0.0274639839	-0.0522885144	0.090465621	-0.2948620483	0.1053960138	0.1731738589	0.1552023069	0.1551189223	0.0	0.0	9.377051455317089e-06	0.0120799590025626	8.792909399566433e-11	0.0001459254095035	-0.0033852239570535	-0.0043474992817919	1.1459741239408957e-05	1.8900750005181087e-05	-0.0165443318521596	-0.0066780114387938	0.0002737149164343	4.459583677666215e-05	-0.0006770051902575	-0.0001850053175191	4.583360276355938e-07	3.422696751038e-08	-5.292819014424133e-05	-0.0001529281494911	2.8013933119449647e-09	2.3387018906800924e-08	-0.0002120176260938	-0.0002120422190599	4.4951473774450375e-08	4.49619026638781e-08
1201.1145755949883	1.0824914397610428	1442676.2237067288	1.1717877171559352	1546.5563003252137	18.971891391202234	359.93266295957346	2391836.3900756123	1144.0714051321652	-0.832712066307522	1308899.3800410868	0.693409385374143	1246.908231201172	1102.3838065029329	1.271417	23.766548	0.0387913278101338	0.015976368456006	0.1254529074	0.0328984876	0.0976184236	-0.0689132073	0.1949598375	0.0918636489	-0.044666152	0.0391052276	-0.021794689	0.2449245335	-0.292164014	0.0108152451	-0.0178780261	-0.0128332915	0.1305683692	-0.0928586653	-0.1413701199	-0.0242181749	-0.0030291461	-0.2597695978	-0.1030070957	-0.1554207866	-0.1764514215	0.0387781342	0.2379306086	0.0484427701	0.2200820726	0.2242026433	0.1397364989	0.1160624505	-0.0254568978	-0.012133973	-0.0500775079	0.0802516594	0.1421323973	-0.024770294	-0.0067594195	-0.1950948411	0.0915694659	0.122902904	0.1907403431	-0.0102610373	0.0710582708	0.26813401	-0.2618111744	-0.0398848796	-0.0535621759	0.1830270997	-0.0278455232	-0.1054418441	-0.0444923135	0.0010581011	0.0770237451	-0.0847002584	0.0065555679	-0.1379308154	0.163095543	-0.2605826969	0.1996028105	0.0092296314	0.0038405668	-0.2392932442	-0.0619387106	0.1371157262	0.0613919081	0.0067471096	0.2359593943	-0.0688295122	0.0427211941	-0.0633009259	0.1129310035	0.1736757287	0.0102581775	0.1288817705	-0.0530378499	-0.0411684821	0.0361133783	0.0033708927	0.0414307727	0.1242516192	0.1479030077	-0.1438617978	0.1078280134	-0.3323533729	-0.1511379957	0.1549799811	0.1542304152	0.0	0.0	-0.0085761062032219	-0.0085854832546772	7.354959760894114e-05	7.371052271634289e-05	-0.0091789413732072	-0.0057937174161537	8.425296473277489e-05	3.356716149824271e-05	-0.022310199577312	-0.0057658677251524	0.0004977450051794	3.324523062395412e-05	-0.0008219998220842	-0.0001449946318266	6.756837075064565e-07	2.102344325856028e-08	-3.700003855322542e-05	1.5928151591015904e-05	1.3690028529401674e-09	2.537060131063825e-10	-1.5221228505206668e-08	0.0002120024048652	2.3168579720771603e-16	4.494501966866836e-08
1202.3436428395266	1.229067244538328	1445630.2354766233	1.510606291597038	1548.4842729868378	1.9279726616241533	3.717078583970122	2397803.5436875755	1144.5924919214142	0.5210867892490114	1310091.9725628726	0.2715314419298436	1248.3947777938845	1100.5886716479347	1.212966	22.673923	0.0391199873567769	0.0176785683135785	-0.1490154975	0.0745386228	0.1207414813	0.0466107207	-0.1163424366	-0.0753900498	0.1031095854	-0.0105029699	0.0605476822	0.2579206604	-0.0690842757	0.0909446326	0.1733149884	-0.0668106693	0.090880353	-0.2000198109	0.0531446859	0.0189358598	-0.0587053373	0.0336045891	0.0393377174	0.0903139794	0.0527187872	-0.0772400061	0.019506429	0.0997022419	-0.1077364874	-0.0109601558	-0.1294384923	0.11176257	-0.0065796122	0.1582636764	-0.0609001663	-0.0762493816	0.0794530158	0.1817402949	0.1212903213	-0.0187390455	-0.1542326404	-0.0753489433	0.2000590735	-0.0264146217	0.046073062	-0.0548191163	-0.0661925535	0.0751980469	0.0843615222	0.041331633	0.1051370069	0.0020446133	-0.0193229844	-0.0012524128	0.0400921917	-0.0634268379	-0.0603167407	0.1969811577	0.0666303324	-0.0494487685	-0.0765845486	0.2407831227	0.1976388288	-0.2407957567	0.1818128089	0.0025775287	-7.3795e-06	0.0368803793	0.1392110094	-0.0160903577	0.1335297364	-0.0960526545	-0.0690676714	0.2711141024	-0.0993460323	0.0200435265	-0.0624546364	-0.1174064259	-0.0191339094	-0.2511196507	0.0808594623	0.1706363988	-0.029347857	0.2125251004	-0.0186221022	0.0849801113	0.0384281578	0.154535648	0.1524584902	0.0	0.0	-6.562914141738929e-05	0.0085104770618045	4.3071842031836835e-09	7.242821981950073e-05	-0.0063683890185188	0.0028105523546884	4.055637869119084e-05	7.899204538444516e-06	-0.0284640823753505	-0.0061538827980384	0.0008102039854707	3.787027349199415e-05	-0.0009000134450578	-7.801362297360005e-05	8.100242012848096e-07	6.086125369467017e-09	-8.886352282844179e-05	-5.1863484275216365e-05	7.896725689480995e-09	2.689821001165615e-09	-0.0003030396168246	-0.000303024395596	9.183300936520039e-08	9.182378432637855e-08
1201.7697812205308	-0.5738616189958066	1444250.6070548426	0.3293171577564882	1549.981723713425	1.4974507265872037	2.242358678556544	2402443.3438456403	1144.7382474749277	0.1457555535134815	1310425.6552319687	0.0212446813800213	1247.365686340332	1101.2504529971168	1.279562	23.918802	0.092663266237524	0.0687355592515451	0.1589148597	-0.0651071594	0.0927285408	0.0668088983	0.1629223312	0.0607833739	-0.0721447487	0.0725870786	-0.0004485213	0.1023519779	0.0885441327	-0.0462928029	0.0004004931	-0.1185062692	0.1786939566	0.023635159	-0.0548277887	-0.2336860588	-0.0103011019	-0.1608717065	0.037183224	0.1614823238	-0.0712602005	-0.0218874198	0.0266578538	-0.0757736218	-0.049204554	-0.2055752859	-0.0108525767	-0.0545699069	0.0414880865	0.2936508615	0.0021510853	0.1016243702	-0.0383546177	0.0260977672	0.1441922735	0.0096461374	0.1632564459	0.0424081454	0.1465429187	-0.0023900335	-0.0239091855	0.1292839324	-0.0028405297	0.0294738284	0.1412828515	0.005604091	0.1060315743	0.1198622109	-0.0109747856	-0.2461554471	-0.0486769159	0.0698945889	-0.1173805595	0.1008470509	-0.0098082185	-0.0893342955	-0.0761988991	-0.0018445154	-0.0239073007	-0.1466153944	-0.1107985916	0.0527109262	0.0994349196	0.0340477626	0.0752487578	0.1191212656	0.1203276514	-0.0500177531	-0.0016289054	0.1239155999	0.0130961486	0.2306927689	-0.0126083486	0.0279793033	0.0342642754	0.0900657559	0.0069953907	0.0324249788	0.0858922237	-0.2238660958	-0.0224844596	-0.0170269525	-0.0217428879	0.153869944	0.1498132968	0.0	0.0	-0.008024432864147	-0.0079588037227296	6.439152279120243e-05	6.334255669693472e-05	-0.005392576623123	0.0009758123953957	2.9079882636252657e-05	9.522098310080888e-07	0.0390924784073902	0.0675565607827407	0.0015282218680322	0.0045638889047921	-0.000928037437399	-2.8023992341199948e-05	8.612534852141028e-07	7.853441467396334e-10	-0.0003188896029169	-0.0002300260800884	1.0169057884849817e-07	5.2911997520861795e-08	-0.0002376479025211	6.539171430349999e-05	5.647652557267824e-08	4.276076299550565e-09
1202.5202864361331	0.7505052156022884	1446055.0392904396	0.5632580786462374	1547.0707717991477	-2.910951914277348	8.473641047234956	2393427.9729552106	1145.7286699273614	0.9904224524336768	1312694.1850935204	0.980936634284739	1248.1092052459717	1095.317002665202	1.276696	23.865236	0.1274053315382062	0.0643485668698	-0.1259362155	0.1033236739	0.0930429795	0.071515629	-0.0764932716	-0.1085379061	0.0578729735	0.0275868201	-0.0128545723	0.1393721094	0.1259647187	0.0442842422	0.2680902497	-0.1131998467	0.0632819126	-0.1220303417	0.0383096888	-0.0416634305	-0.0998353899	0.1358461667	0.0896456692	0.0761587221	0.0109153119	0.0221783507	-0.2960874626	0.1917180447	0.0363054787	0.0380108579	-0.0347967525	-0.1133651293	0.0013240349	-0.094239109	-0.1461319607	-0.1718569471	-0.0332217897	0.0660532984	0.0901742572	0.0827682549	-0.1772050066	-0.0202596144	0.1022228391	-0.008790543	-0.0468734955	-0.1457313872	0.0296663017	-0.0051189909	0.2526359696	-0.0550377967	-0.0755512624	0.0069005554	-0.0717227664	0.0314472379	-0.0304565663	0.0842898857	-0.0741109147	0.0788543136	0.0869069609	0.135557299	-0.2027009105	0.141693102	-0.1329280966	-0.0314905896	0.152137157	-0.0031211666	-0.0218511063	0.0715925182	-0.1154675929	0.102446314	-0.0495867595	-0.1698674291	-0.2373261096	0.1030747114	-0.074003378	0.0129502179	0.0884121618	-0.2028155346	0.0544871353	-0.2092885867	-0.0702282051	-0.0035947065	0.0064206999	0.0530462814	0.2085009385	0.1530094449	0.0418157828	0.1529838229	0.1463099864	0.0	0.0	-0.016661940966145	-0.008637508101998	0.0002776202767593	7.460654621208111e-05	-0.0439774118842422	-0.0385848352611192	0.0019340127560362	0.0014887895121277	0.0914980038799342	0.052405525472544	0.0083718847140124	0.0027463391000534	-0.0005920139856724	0.0003360234517266	3.5048055923172065e-07	1.1291176011025869e-07	-0.0001879557809376	0.0001309338219793	3.532737558786308e-08	1.7143665738107022e-08	-0.0001490559221761	8.859198034499998e-05	2.2217667935767583e-08	7.848538981448863e-09
1203.439598883495	0.91931244736179	1448266.8681608671	0.8451353758743239	1546.2149788718552	-0.8557929272924412	0.7323815344037655	2390780.760887692	1146.518637839328	0.7899679119666416	1314504.986912948	0.6240493019369356	1249.3747327804565	1086.237879965646	1.27422	23.818945	0.0785075869704322	0.0403079248833225	0.1507903185	-0.0631213423	0.0922417064	-0.0019239795	0.0903357309	0.1039544489	-0.0739182864	0.1298001489	-0.0177013635	-0.0063696288	0.1286407967	-0.0150312648	-0.050556106	-0.0873866767	0.0331507365	0.1434319148	-0.0943941394	0.0323249741	-0.1599027395	-0.2008925006	-0.0639913834	0.009757546	0.1122172615	-0.0867791919	-0.0636073989	0.0153939119	0.2127686528	0.0024528568	-0.0387395471	0.0535877223	0.2824108347	-0.1283395507	-0.0447252607	-0.0761322916	-0.0502305401	0.0594768035	-0.1937155509	-0.0032508523	0.157568361	0.093068843	0.0238078515	0.0231522857	-0.0474599404	0.0168635719	0.1197043699	-0.0695586237	-0.0408227676	0.0178895605	-0.02387224	0.0734972863	0.2130496757	-0.3287986935	-0.2239761432	0.0710381452	0.1810278608	-0.0180517203	0.0460067398	0.0201401507	0.0921640271	0.2043511184	-0.0624547739	-0.0811178663	-0.1393516749	-0.0208709045	0.0789826545	0.0164241234	-0.0182010324	0.2028383271	-0.0068598152	-0.0053226035	0.0774200797	-0.015643466	-0.0145276835	0.0884651723	-0.0203155022	0.0646254976	0.0763179604	0.2410091604	0.0652004805	-0.2003332667	0.0042864162	-0.2942560715	0.3010282394	0.1556556474	-0.0500163706	0.1518785538	0.1419686256	0.0	0.0	-0.0145135522758721	0.0021483886902729	0.0002106431996644	4.615573964492509e-06	-0.0201298156329414	0.0238475962513008	0.0004052094774162	0.000568707846965	0.0700324692381357	-0.0214655346417984	0.0049045467475904	0.0004607691774582	-0.0003600650568204	0.0002319489288519	1.2964684514307788e-07	5.380030559559015e-08	-0.0003189267920327	-0.000130971011095	1.0171429867626908e-07	1.7153405747272803e-08	-0.0004070573299702	-0.0002580014077941	1.656956698824683e-07	6.656472642373747e-08
1203.0962352759043	-0.3433636075906179	1447440.551335054	0.1178985670176438	1549.902500752383	3.687521880527811	13.597817619371364	2402197.7618384906	1146.7262893848206	0.2076515454925811	1314981.1827662792	0.0431191643454574	1249.2311516571044	1096.2923889814103	1.181934	22.093849	0.069290608082903	0.0454932140430795	0.0896937792	0.1032683021	-0.0182815953	-0.0752874081	0.0772436496	-0.1705340106	0.0981472423	0.066315422	0.1154413619	-0.0324733759	-0.1536153608	-0.1109803656	-0.1466947734	0.1039551676	0.0650399854	0.0568876489	-0.1423445657	0.1071399919	-0.0426614855	0.1318224841	0.1355559821	-0.1343999128	-0.0415266717	0.0396754023	-0.0318088663	-0.0433968915	-0.0968824012	-0.0188400046	-0.0418673079	0.0834368013	0.1287870907	-0.0133249611	-0.0723729127	0.0009165326	-0.0247810333	-0.153921766	0.0242474116	-0.1015583643	-0.0466228682	0.1174974994	0.0616993723	0.0648024364	0.051210557	-0.1213312933	-0.0082871741	-0.0062398104	0.0771761242	-0.1488842273	-0.052680107	-0.0270939379	-0.0096425187	-0.0303828975	-0.0807270142	0.0194800768	-0.0608817829	-0.141905601	-0.1125234049	-0.057458269	0.0251492251	-0.0274424025	0.0196882585	-0.0003444596	-0.045326491	0.1095376653	0.0086492776	0.1347345743	-0.0699238098	-0.1417451187	-0.1958394764	-0.0667764359	-0.0666134915	-0.0972390867	-0.0236062729	0.1540700275	0.0534064644	-0.1231646079	0.0548527908	-0.0042176885	-0.1129911852	-0.2086213622	-0.1034067093	0.0268615066	0.0463841191	0.056072768	-0.0723501216	0.1505557202	0.1368140814	0.0	0.0	-0.0144379367585258	7.561551734630058e-05	0.0002084540178431	5.7177064635486835e-09	-0.0440697380414292	-0.0239399224084877	0.0019421418110401	0.0005731198849244	0.0889479776240946	0.0189155083859589	0.0079117427234164	0.0003577964574992	-0.0008870645488533	-0.0005269994920328	7.868835138323086e-07	2.777284646029345e-07	-0.0003188190529248	1.0773910789999573e-07	1.0164558850786641e-07	1.160771537108692e-14	-0.0004071413342516	-8.400428140001737e-08	1.6576406605617308e-07	7.056719293533305e-15
1203.4015487998497	0.305313523945415	1448175.2876538772	0.0932163479039675	1544.467759906121	-5.434740846262002	29.536408066028624	2385380.6613894315	1144.3060823933463	-2.420206991474288	1309436.4102024075	5.857401881581024	1247.349757232666	1098.0701084972563	1.27769	23.883806	0.101017079754494	0.0620138241868023	-0.198499233	0.004062433	0.1119527933	-0.0669386744	-0.156994771	0.0041358178	-0.0535469929	-0.1304250052	-0.044122158	0.0961845147	-0.0924294431	0.129715855	-0.1472884036	-0.0886346248	0.1284893559	-0.0902504451	0.0540965357	-0.0349960364	-0.0664390222	-0.0886764082	0.0597437437	0.0154693521	-0.1748966585	-0.1264258726	0.1498891377	0.0593012462	-0.1583358492	-0.0164629444	-0.2241995001	0.0331264241	0.0220768645	-0.1245735921	0.003471408	-0.0117266494	-0.0238242463	0.0353692867	-0.031135737	0.2339995539	-0.0665600848	-0.1627975246	0.046489813	-0.0083259096	-0.156461203	0.0718387679	-0.1092931699	0.0050461546	0.0456345451	-0.0496662022	-0.0100000236	0.0474648598	-0.1944905479	-0.0545902239	-0.0764423086	-0.0969129183	-0.0910692011	-0.0588448112	-0.14159151	0.0638627131	0.0060738157	-0.0658761811	-0.0435882294	-0.0576802407	0.1498910625	-0.084280026	0.0272501831	0.0253302141	0.0418716597	0.0784817794	-0.0315175461	0.0214225616	0.0964604427	-0.1929455087	-0.1715249838	0.0657607961	-0.0024708783	0.1499893413	-0.0106181791	0.0547863383	0.0879934777	-0.1291907084	-0.1787248827	-0.0378529007	-0.0104865138	0.2135100028	0.0434932697	0.149017217	0.1308758785	0.0	0.0	-0.0173000229302857	-0.0028620861717599	0.0002992907933884	8.191537254579246e-06	-0.0030091943603594	0.0410605436810697	9.05525069841882e-06	0.001685968247385	0.0743393455481253	-0.0146086320759693	0.0055263382965235	0.000213412131131	-0.000177593669472	0.0007094708793813	3.1539511436529986e-08	5.033489286900751e-07	-0.000458963713344	-0.0001401446604192	2.1064769016651337e-07	1.964052584401288e-08	-0.0004070405175382	1.0081671339998243e-07	1.656819829177657e-07	1.0164009700774196e-14
