global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1355.9679158567492	n/a	n/a	1838648.988832896	2231.2245579003297	n/a	n/a	4978363.027777522	1333.9381895290585	n/a	1779391.0934840625	n/a	1565.54526040383	1325.5648938916763	n/a	n/a	n/a	n/a	-0.1359750739	0.0581727453	-0.0499649667	-0.0204597738	0.1611574942	-0.0104969937	0.0145256054	-0.0571978622	0.1279029129	-0.0311559763	0.0860582781	-0.1495533628	0.0393547593	-0.0611814131	-0.1249381958	0.0243336359	-0.0675450031	-0.168525414	0.1670637082	-0.1383068462	0.0271798941	-0.1546123836	0.1086406742	-0.0230329246	0.121242849	-0.1050670521	0.1095856757	-0.139657269	0.0908198668	-0.0469812499	0.074087551	-0.061355364	-0.1734684464	0.0284995516	0.0619715159	0.0777079623	-0.0840095525	-0.1205794193	0.0104848972	-0.0258131382	0.1341850949	-0.084228395	0.1389099464	-0.0394859113	0.0601755014	-0.0834717307	-0.0643331358	0.2463826313	-0.1573455134	0.0452087611	-0.1123418329	0.2146681017	-0.0471493354	0.0629749099	-0.0841578365	0.0339071571	-0.0590985628	-0.0122770001	0.1531430098	-0.110249945	-0.028648639	-0.2166764143	0.146923319	0.0391395631	-0.1376917445	0.0442296256	-0.0146543847	0.090149445	-0.123957817	0.1896718598	-0.1311071837	0.0843795181	-0.0740178526	0.0900061455	-0.1261938367	0.0449744237	-0.1508045885	0.0583740839	-0.1175366328	0.1427014398	-0.0363765646	0.1408247913	-0.1755598965	0.0662474093	-0.0889855612	0.1711427224	0.092148658	0.153366806	0.1532882396	7.32566482497532e-06	n/a	5.3665365127880675e-11	n/a	0.0345910923336276	n/a	n/a	0.0011965436688335	-0.0168545171078093	n/a	0.0002840747469374	n/a	0.0004039999766387	n/a	1.6321598112407016e-07	n/a	-0.0001909999968541	n/a	3.6480998798266203e-08	n/a	3.8581997741966726e-08	n/a	1.4885705497611256e-15	n/a
1355.40274528404	-0.5651705727091212	0.319417776256356	1837116.6019235123	2226.493355018964	-4.731202881365789	22.384280704643945	4957272.659943602	1333.833529254583	-0.1046602744754636	1779111.8837637366	0.0109537730532793	1562.6442716527624	1314.2984838953555	1.049588	19.82081	0.0680680970558212	0.0356828478039042	-0.1665618774	-0.0537728245	-0.0322591373	0.0578725344	0.1625770778	0.0596720313	-0.1172720797	-0.0222677811	0.168669632	-0.1132685144	0.029646763	-0.1751433121	-0.1776020302	-0.0537863473	-0.1553886053	0.148552787	-0.1581641765	-0.0773302015	0.027768683	-0.0631181178	0.1434534462	0.1108679518	0.0694942187	-0.1533901597	0.0153381683	-0.1672893842	-0.1569384697	-0.075520038	-0.2004997835	0.0226167496	-0.0043722137	-0.3287114072	-0.1630513696	-0.0293759636	-0.0640299745	0.024610275	-0.0841497843	-0.0336544933	-0.0590306136	-0.1278281457	0.0723880041	-0.1563057787	0.0513571886	-0.2394685468	-0.0603853261	-0.1114881274	0.0751522827	0.132540475	-0.1255085163	-0.1782005328	-0.145435154	-0.0227289991	-0.2760077081	-0.1179937152	0.012214524	0.086776241	0.0055106736	0.0811201461	0.1903080169	-0.0658435134	0.0628348596	-0.086341313	-0.0680111121	-0.0657851207	-0.1452697111	0.1739892182	-0.0499554642	0.137506239	-0.0279885912	-0.0465873413	-0.1353113669	0.113890511	-0.0340742328	-0.1659889721	0.0490803637	-0.1814145991	-0.028560422	-0.0572152266	0.0803927309	-0.2068384037	-0.0031157089	0.2109408174	-0.1814719359	-0.120982146	0.194048124	-0.1025214633	-0.0297364924	0.1531573254	0.1524510324	1.4497764325938078e-05	7.172099500962759e-06	2.1018517045044277e-10	5.143901125171025e-11	0.0139063973346509	-0.0206846949989767	0.0004278566072006	0.0001933878868291	-0.0240773849772608	-0.0072228678694515	0.0005797204673432	5.216982025955487e-05	-0.0001070291533597	-0.0005110291299984	1.1455239668894182e-08	2.6115077170692165e-07	-0.0002369868347023	-4.59868378482e-05	5.616275982221526e-08	2.11478925527664e-09	-0.0002460126919135	-0.0002460512739112	6.052224458252669e-08	6.054122939334501e-08
1357.4013281611944	1.9985828771543763	3.994333516854666	1842538.3656937748	2225.893625916287	-0.5997291026769744	0.3596749965977289	4954602.433894755	1333.12309322207	-0.7104360325129164	1777217.18168198	0.5047193562926936	1563.7611431098746	1327.8748785774662	1.118564	21.123373	0.0806907459313949	0.0551268577044921	-0.0642868525	-0.1539451136	0.047280209	0.1917665802	0.0351092833	-0.014040329	0.0223323499	0.1158906121	-0.1727911607	0.1655067732	-0.1270048868	-0.0690629109	-0.0688070296	0.1464801995	-0.0031319946	0.1623986846	0.0607657452	-0.1534380766	0.0407574941	-0.1688996345	-0.0849150253	-0.1650618892	-0.0586336017	0.2282800639	-0.1802902523	-0.0657378797	0.0334485304	0.0989859023	-0.0927695781	0.0437042297	-0.1013780587	0.1107131456	0.0684713663	0.0216185453	-0.0129056167	-0.0938622397	-0.0965556567	0.1117777919	-0.0123165921	-0.1556085164	-0.074108789	-0.0797171952	-0.0097311504	0.1375045665	0.0908408482	0.1208058933	-0.1186669738	0.245416747	0.06047867	-0.1276781269	0.0829533254	-0.0495255821	0.126056148	0.1459397398	0.2002921743	0.0820628712	0.0337468114	0.0827232258	-0.0508120126	0.1368016456	-0.115295506	0.0607353693	-0.1172886025	-0.1666393733	-0.0004237323	0.0442560255	-0.0863100192	-0.0547608408	0.1122303124	0.0218441173	-0.1147925795	0.0510855666	0.1961672158	-0.1675482232	0.0201180065	0.174627506	-0.2159351538	-0.1321048915	0.0198001498	-0.0043380131	0.1318131071	0.0761736846	-0.0298820429	-0.0234189808	0.1606285762	-0.0193846453	-0.0954959117	0.1527386503	0.1507811905	8.81225967930277e-05	7.362483246708962e-05	7.765592065546535e-09	5.420615955807013e-09	0.0033801073159196	-0.0105262900187313	0.0001108027815584	1.1425125467133204e-05	0.0291153611279284	0.0531927461051892	0.0008477042536096	0.0028294682382111	-3.506408119615379e-05	7.196507216354621e-05	1.229489790130466e-09	5.1789716115044135e-09	-0.000264991533478	-2.800469877570002e-05	7.0220512815022e-08	7.842631535176941e-10	-0.0004840046204744	-0.0002379919285609	2.3426047264056803e-07	5.6640158060136534e-08
1359.109833145336	1.7085049841416549	2.9189892808368763	1847179.5385523436	2223.3878587904805	-2.5057671258064147	6.2788688887721404	4943453.570616918	1335.1350576445811	2.011964422511028	1782585.622151599	4.048000837450133	1567.4102475917225	1329.668878346569	1.16674	22.033144	0.022693212230648	0.0145880364266484	0.1270798873	-0.1226726583	0.047203267	0.1105809021	-0.1002205297	-0.0279106464	0.1714743663	-0.0039101048	-0.1330793523	-0.040110102	0.1202923438	-0.0760954867	0.0372536676	0.0815018369	0.1545157085	0.0570588136	0.067911492	-0.0080299737	0.1414804325	0.0598315368	-0.1557433087	0.0703569938	-0.0531388926	0.0554776295	0.0010965274	0.1000663492	-0.0045858954	-0.0431533261	-0.2366246798	-0.0443232684	-0.1028474544	-0.0244106093	0.1002506633	0.0424849475	-0.015480874	-0.0077320707	-0.2009943714	-0.0235029626	-0.2311076205	-0.0059666358	-0.1819375779	-0.0176789579	0.0727635362	0.2026962473	0.1128455085	-0.0321307213	0.0152222589	-0.0041460295	-0.1518705575	0.0033305111	0.1240606197	-0.0440484957	0.0367440827	-0.1223405178	0.038647105	0.1338820868	-0.1322272197	0.0607360873	-0.0587863382	0.0923982464	0.0600591308	0.0731782693	-0.0048706398	-0.1239757352	0.1472415951	-0.0576513177	0.0223345723	-0.138356459	0.0170702056	0.2131245855	-0.102706599	-0.0600827124	0.0844948571	0.0151749171	0.0058534116	-0.0199993356	-0.0799596942	-0.0318476548	0.0682521403	-0.0224303488	0.137320121	0.0643252248	0.2165324707	0.0095964975	0.0154079242	-0.1896397946	0.0099005812	0.1521113526	0.148287834	6.667980983365851e-05	-2.1442786959369187e-05	4.446197039452862e-09	4.5979311258489327e-10	0.0021211659886688	-0.0012589413272508	1.5849332654600064e-06	4.499345151485288e-06	0.0323759373877976	0.0032605762598692	0.0010482013217385	1.0631357546422622e-05	6.299999941650506e-05	9.806408061265886e-05	3.9689999264796386e-09	9.616563906406057e-09	-1.5245998685742282e-08	0.0002649762874793	2.324404759256554e-16	7.02124329263202e-08	-0.000483999951435	4.669039400007241e-09	2.3425595298908237e-07	2.1799928918819992e-17
1358.5053489634574	-0.6044841818786608	0.3654011261415139	1845536.7831623247	2228.666455913876	5.27859712339523	27.863587591116392	4966954.171715716	1335.054419059453	-0.0806385851280993	1782370.3018501736	0.0065025814114617	1565.241672169678	1313.8788993547548	1.08997	20.583399	0.0583333961809724	0.0315274024210179	0.1519381689	-0.0021173147	0.0015333288	-0.0566271744	-0.1464797001	-0.0610572876	-0.1103628928	-0.102452831	0.1003362808	0.1718216771	-0.005647396	0.0112775535	0.049017131	0.1237315	0.1066565863	-0.1108164557	0.0328857002	-0.1328058629	0.0087431936	-0.0950829799	0.098334029	0.028507946	-0.0767863056	0.0813779611	-0.017162494	0.166915999	0.2797455574	-0.0506384132	0.105200433	0.1000950805	-0.018102893	0.0295331752	-0.0539506346	0.1539929222	0.0858938466	-0.0641940583	-0.0659867697	-0.0462163998	-0.1004759337	0.1518983323	-0.0722348806	-0.0289636136	0.0612645355	-0.1770238966	0.1185536568	-0.0214526274	-0.071239179	-0.0601993439	0.0369982783	0.0214575328	0.0943576231	-0.0457607587	0.3168292851	0.1060360402	0.0767727911	0.1224193179	0.0018724392	0.1244366351	-0.082027728	-0.1378610941	0.0882059729	0.1159470308	0.0754754675	0.067760335	0.1429628134	0.0004258234	-0.0698268143	0.0532700647	-0.0559893755	0.0827289058	-0.0337533829	0.2646335317	-0.0376949837	-0.0858012527	0.2077330757	-0.0137636247	-0.0042694502	-0.0230649929	-0.0772802276	0.0369662655	0.0571417526	-0.0870850122	0.0138748191	0.0419208869	0.1053456255	-0.0069200612	-0.2462076556	0.151276289	0.1449845808	1.39510137984189e-05	-5.272879603523961e-05	1.9463078600367452e-10	2.7803259313259e-09	-0.0218346973142189	-0.0239558633028877	0.0005738833865866	0.0004767540068035	0.0191032136007436	-0.0132727237870539	0.0003649327698756	0.0001761651967274	6.296082917020895e-05	-3.917024629610942e-08	3.964066009800235e-09	1.534308194897874e-15	-0.0002500098516147	-0.000249994605616	6.250492590440432e-08	6.249730283710652e-08	-0.0003129921213974	0.0001710078300376	9.796406805684479e-08	2.9243677934168692e-08
1358.0406508540084	-0.4646981094490456	0.2159443329255172	1844274.4093719788	2228.274863721919	-0.3915921919569882	0.1533444448016787	4965208.868294936	1336.503024334044	1.4486052745910456	1786240.3340540463	2.0984572415729987	1567.310148563896	1314.9044285036482	1.121989	21.188055	0.0900093569387639	0.0535591296496256	0.0595093334	0.1314241332	0.0104275138	-0.0788386992	-0.0836350965	0.0029111351	-0.0889465681	0.16919943	-0.0722380352	-0.1597737587	-0.1658639276	0.0482085097	0.003264545	0.1566514579	0.0227090649	-0.1231744653	-0.0307136468	-0.0403075581	-0.0570124214	0.0453033293	-0.0531392665	-0.1614139342	-0.1517860639	0.1297843887	0.0284713803	-0.0711974489	0.050159838	-0.0646430032	-0.1469437905	0.2495125838	-0.0874918471	-0.0343801401	-0.2290203308	-0.0338997898	-0.0949078341	-0.0452971471	-0.0129479764	0.2127127641	0.0420740778	0.1391594022	0.0357093588	-0.0949570897	-0.0968156895	0.0417499431	0.0049115978	0.257394897	0.0990614035	0.0451664972	0.0458932687	0.0188130707	-0.0873793351	-0.0901368715	0.096780997	-0.0317217252	-0.0713037478	-0.006802555	-0.1282516714	0.1632561406	0.0143860297	0.131616854	-0.0828527928	-0.0300924997	-0.0457681103	0.1504682042	-0.0195872621	0.012176341	0.0481356307	-0.0307294326	0.2212010399	0.0535670236	-0.1254855738	0.0955574343	0.0237250596	0.1255982467	-0.0136366393	-0.0539788844	0.0142921948	-0.0210772179	0.073555183	-0.0903282904	0.0248334238	0.1523970441	0.0133381088	0.0458495525	0.0949362165	0.0420882491	0.1891538884	0.1502346003	0.1408894722	-0.0067621079692798	-0.0067760589830782	4.5726104188197385e-05	4.591497534215503e-05	0.0212977824818523	0.0431324797960711	0.0018604108133584	0.0004535955386442	-0.0106464787363691	-0.0297496923371127	0.0001133475094839	0.0008850441941528	6.294239231667159e-05	-1.8436853537365607e-08	3.9617447505457985e-09	3.399175683582707e-16	-0.0004190086270157	-0.0001689987754009	1.75568229513582e-07	2.8560586087037642e-08	-0.0002749868172019	3.800530419549998e-05	7.561774963483118e-08	1.4444031469924882e-09
1360.1203761074123	2.0797252534039217	4.325257129646007	1849927.4375025688	2233.7669546673405	5.492090945421751	30.16306295278358	4989714.807763805	1335.7573191424992	-0.7457051915448574	1784247.6156427565	0.5560762326969524	1568.667993332872	1323.086129040988	1.175817	22.204567	0.0613121474392257	0.0258132795935024	-0.0988736812	0.1007520425	0.0555908496	-0.0714720473	0.0627986513	-0.0732898587	0.0633481177	-0.005946484	-0.1382595747	-0.0406696528	0.1163776191	0.019121526	-0.0304256503	0.0093997126	-0.1732240957	0.0444504275	0.0410734901	-0.0496106511	-0.008413584	0.0909055692	-0.0566628313	0.0629622001	-0.1078169071	-0.0063679716	0.1385874491	0.1603917557	0.1055638313	0.0396576678	-0.1391562314	-0.0903998058	0.0341118258	-0.0615901549	0.0565273448	-0.0877273155	0.030396687	-0.1370525678	-0.0584973086	0.053671159	0.1720511324	-0.0595393576	0.110776663	-0.0289651987	-0.0234840681	0.1495443733	0.1473855825	-0.1042933955	0.047755805	-0.0858985741	-0.0017119076	0.0134009641	0.0260386665	0.0516610424	0.0937649473	-0.1595587574	0.1238801376	-0.0784801501	-0.0451780149	0.1734841298	-0.0104058838	0.0392686333	-0.0211901179	0.0353684174	0.0555095198	0.0037059468	-0.1529306254	-0.092642131	0.0003348446	-0.2042173509	0.0497357611	0.2335327293	-0.0464728879	0.054035646	-0.0954375834	-0.0761382337	0.1101485419	0.0972246691	0.0245773267	-0.0782620332	0.1457074329	-0.0913265316	0.0286323582	-0.0764147963	-0.0435802275	-0.1534290736	-0.0905939225	0.099652032	0.043580865	0.1489877092	0.136024874	1.0884481483230957e-05	0.006772992450763	1.1847193715879756e-10	4.5873426738093016e-05	0.0067142810280103	-0.014583501453842	0.0002126785146542	4.508156972309904e-05	-0.0246550018351712	-0.014008523098802	0.0006078691154922	0.0001962387194096	-0.0001400151229087	-0.0002029575152253	1.960423464313837e-08	4.1191752986456936e-08	-0.000262991938382	0.0001560166886337	6.91647596539217e-08	2.4341207132224896e-08	-0.0001150184123446	0.0001599684048573	1.3229235178272433e-08	2.5589890552589052e-08
1361.1052859770784	0.9849098696661258	0.9700474513657448	1852607.5995147445	2232.6953640379847	-1.0715906293557964	1.148306476923152	4984928.588596709	1337.7036106680323	1.94629152553307	1789450.9499942905	3.788050702361845	1568.8950472661104	1331.7712718747696	1.193374	22.536121	0.0686567481498176	0.0544167071689818	-0.0883149078	-0.1305944311	0.1156224896	0.12415864	0.0851684482	-0.0943593678	-0.1979932978	-0.1082817339	-0.1122242592	0.007710594	0.0405873903	-0.0098711256	0.0667967593	0.1262867405	-0.0590630551	0.1419991916	0.1525370787	0.0259656023	-0.0519753213	-0.0714135145	-0.0240174582	-0.0707095026	0.1006626609	0.1439413805	0.1530196311	0.1545071286	-0.0071675977	-0.1600953259	0.1593958447	0.0044641021	-0.1157040822	-0.0439974233	0.0985995862	0.1389470737	0.1112256788	0.0945455189	0.1977589985	0.1411954122	-0.0487231693	-0.1635593624	-0.0327102526	-0.0129026487	-0.0616733149	-0.0614093267	0.0986131809	0.1228071944	-0.0898019512	-0.0680651118	-0.0409534091	0.1432186836	0.1852674715	0.1350602028	0.1551101656	0.0134561696	-0.0104535718	-0.0891465053	-0.1085266653	-0.0766963421	0.1166611188	-0.0338181945	-0.0725834801	0.1007613054	-0.0703059664	-0.1698972934	-0.0076093856	-0.0539637605	-0.0472697883	-0.0496839771	0.0540100576	-0.0029573295	0.0286336704	0.2825732209	0.0897602524	0.1556795681	0.0690598647	0.0762613452	-0.0121727715	-0.0564657668	0.0556137909	0.0365825995	-0.0007625402	-0.0597899898	0.0596541978	-0.1501204282	-0.1410037593	0.0054161697	0.1300063616	0.1475373187	0.1304173552	7.235115823789329e-05	6.146667675466233e-05	5.234690098364674e-09	3.778152351262147e-09	0.0013927043793557	-0.0053215766486545	2.831917802750592e-05	1.939625488276546e-06	0.0299195678927546	0.0545745697279258	0.0008951805428891	0.0029783836609882	-4.301306590904869e-05	9.70020569996513e-05	1.8501238388961663e-09	9.4093990621636e-09	-0.0002009972048606	6.199473352140001e-05	4.0399876361774e-08	3.843346984389398e-09	-0.0001300043237532	-1.4985911408600003e-05	1.690112419452684e-08	2.2457754074640776e-10
1360.6264952057584	-0.4787907713200638	0.2292406027012617	1851304.4594559057	2234.4778668415497	1.7825028035649666	3.177316244716966	4992891.337404762	1338.8911104878102	1.1874998197779405	1792629.4057432816	1.410155821972641	1569.4679927051118	1323.793244163945	1.284961	24.265675	0.1086343258242518	0.0597935116612103	0.1377743239	-0.1033394396	-0.0111768123	0.0560707061	-0.0757919979	-0.0476940822	0.1217351791	-0.1894702656	0.047166259	-0.0592133045	-0.136253218	0.0485630963	-0.0363769465	-0.2212244397	0.1421329736	-0.0037919035	0.0928950885	-0.077216057	0.038359057	0.1926730125	0.0741089608	0.1210028278	0.039731069	0.0330903924	-0.0180732521	0.0714372094	0.0305116525	0.0687561698	0.2171436497	0.0571029899	0.0129601783	0.0025263402	0.1299098501	-0.0588722203	0.0124786518	0.1230059749	-0.1865190587	-0.2065208345	0.1046090522	0.0528411543	-0.1375714069	0.0272836405	0.2004414105	-0.0406677211	-0.0015488288	0.0127865803	0.1520707681	-0.0830440578	0.0190310138	-0.0467146767	0.0608225566	-0.0084806711	0.0140632236	-0.0215970697	-0.0462728833	-0.0277248709	0.1819422075	0.0752196342	-0.0888501086	-0.1871007397	0.0958319259	0.0469218166	-0.0210911444	-0.0246683102	0.1729372396	-0.0179092086	-0.1066278485	0.145377346	0.0181768551	0.181443512	0.0554238714	0.058936086	-0.0159316134	-0.1010323395	0.0212244597	-0.1388940928	0.1167995761	-0.0797164116	0.2003916171	0.0073291728	-0.1032863618	-0.1046125323	0.0627929025	0.0376843709	-0.2422043016	0.0161759009	-0.115327716	0.1458854101	0.124097542	4.533976039056142e-08	-7.230581847750273e-05	2.0556938722735225e-15	5.2281313857015746e-09	-0.0203982768604618	-0.0217909812398175	0.000474846863394	0.000416089698876	-0.0238493164624671	-0.0537688843552217	0.0005687898957269	0.0028910929248052	-0.0004870045915721	-0.000443991525663	2.3717347221230798e-07	1.9712847486060397e-07	-4.795300423054982e-05	0.00015304420063	2.299490614735129e-09	2.3422527346491048e-08	-0.0001930116856748	-6.300736192159999e-05	3.725351080702779e-08	3.969927656319489e-09
1361.0668824555546	0.4403872497962311	0.193940929783088	1852503.0585172824	2227.238330097119	-7.239536744430552	52.41089227396012	4960590.579053804	1337.075671759177	-1.8154387286331255	1787771.3520102547	3.29581777742106	1567.7955052500258	1321.582218155771	1.107209	20.908943	0.0992855091362522	0.0527522379047207	0.1159256375	0.0668329353	0.0433431099	-0.0804210519	-0.1612553706	-0.0089614903	-0.1117433562	0.0750084363	-0.0159700161	-0.1150442913	0.0183552048	-0.0393021657	-0.0222253951	-0.0428430478	0.1608355764	-0.0931655113	-0.1400471771	0.0951568523	-0.0642669569	0.0100463256	0.0504021806	0.0280289266	0.0184541963	0.0093934952	-0.3009119855	-0.1424538762	-0.0615797219	-0.0147123121	-0.0048585048	-0.1076979911	0.3011793202	0.0334726892	-0.1108390041	-0.0587575369	0.0629990609	0.015503991	0.0201509548	-0.0426011692	-0.0606246023	0.1464889706	-0.0523975512	-0.0267229207	-0.1840928917	-0.0042926929	-0.0638662532	-0.0270974358	0.1060641488	0.0856666595	-0.0581315817	-0.0565324438	-0.0334713792	-0.1263353348	-0.0099632447	-0.0365774783	0.0200251034	0.0213767477	0.2018964126	-0.1383417056	-0.0142917254	0.0386820015	-0.019195465	-0.1871811127	0.1841727158	0.1098701539	0.0654571239	0.0327133645	0.0899297996	-0.06216135	0.2021063815	-0.0035291374	-0.0361578844	0.064484379	-0.140539732	0.0824680039	0.0219241215	0.0114951332	0.1601652513	-0.0676470686	-0.1044268301	0.0329978923	0.1057570682	0.025542465	0.1067659267	0.1641767396	-0.2548256517	0.0783966712	0.0754176642	0.1440342395	0.1170999511	-0.0049937981563203	-0.0049938434960806	2.493802002606803e-05	2.4938472863347417e-05	0.0144661984452625	0.0348644753057243	0.0012155316383434	0.0002092708974577	-0.0453735939930766	-0.0215242775306094	0.0020587630318485	0.0004632945232147	6.298329559720572e-05	0.0005499878871693	3.9668955242849944e-09	3.02486676032957e-07	-0.0002170048483056	-0.000169051844075	4.7091104188136474e-08	2.857852598517508e-08	-0.0001539931608424	3.901852483239999e-05	2.3713893586233282e-08	1.5224452800966144e-09
