global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1354.048729060556	n/a	n/a	1833447.9606705075	2232.7194049669347	n/a	n/a	4985035.941315903	1338.6598582908005	n/a	1792010.216199146	n/a	1571.5538050564253	1310.1662604228388	n/a	n/a	n/a	n/a	-0.1425553545	0.0077059699	-0.1418577893	-0.1222367593	-0.022498154	0.0898580521	-0.1256960454	0.0471971191	-0.1737196344	0.0899572146	-0.1025318458	0.042212655	-0.0658518789	0.070817214	0.0761381506	-0.0593476426	0.0694403534	0.2890028273	-0.1190520322	0.0111280838	-0.1401655384	0.0176239455	-0.069019084	0.1419112235	-0.0918198298	0.0729106622	-0.0028901797	-0.038955202	0.0768918009	-0.0963877609	0.1822887609	-0.0645428128	-0.0447778171	0.0322446166	0.0802264742	-0.1198882659	-0.031729072	0.1801467362	-0.006417895	-0.1009576906	-0.1250702569	0.1447488071	-0.1197018701	0.0047823972	-0.1324382397	0.1698879163	0.0213662819	-0.1137114427	0.0456227547	-0.0991256672	0.0347801772	-0.0688934467	0.1159587518	-8.79153e-05	-0.3167249518	0.0928921477	-0.093542873	0.0489483486	-0.0636623383	-0.0501749351	0.087876403	0.1332193644	-0.1296626116	-0.1479614232	-0.0798345854	-0.2198884538	0.0543477976	-0.0100847348	0.1201757112	-0.0339781873	0.1283749593	-0.0900881038	0.009820921	-0.1339738417	0.05023089	-0.3033008687	0.022803638	-0.1017252442	0.0611193136	-0.0233084136	0.0328112891	-0.075011048	0.2100790758	-0.014676453	-0.0341683323	0.025221029	0.0376836077	0.153366806	0.1532882396	6.593413877453713e-05	n/a	4.347310655939921e-09	n/a	0.0261824484846329	n/a	n/a	0.0006855206086504	0.0292013811984546	n/a	0.0008527206638974	n/a	-0.0002580193522575	n/a	6.657398613937988e-08	n/a	-0.0006129913125407	n/a	3.757583492503702e-07	n/a	-6.307903741811728e-05	n/a	3.97896496159624e-09	n/a
1355.7628103431484	1.7140812825923604	2.9380746433334712	1838092.797909552	2238.638873556386	5.919468589451299	35.040108381500545	5011504.006197805	1338.586846850439	-0.0730114403613697	1791814.7465610008	0.0053306704236418	1569.2298078388749	1304.5061786022973	1.232005	23.84025	0.0309038281550866	0.0176609577549862	0.0502740759	0.1318758411	0.1727886214	-0.0317437686	-0.0572516956	0.1304232518	0.1256203949	-0.0009162097	0.055472562	-0.2141172309	-0.0049052279	0.0865804817	-0.0336577871	0.0601203732	-0.0947372024	-0.0332670311	-0.136933019	-0.0799708007	-0.0506150839	0.1637174875	0.0034617008	-0.1501803194	0.1124258765	-0.1830266047	-0.0505456081	0.368730482	0.057958495	0.1805361038	0.0806576017	-0.0149632835	0.0425222372	-0.0025650181	0.0577189384	0.1015100807	-0.097473393	-0.1579661735	0.1034735696	-0.129737333	-0.0471829719	0.152163879	-0.0058108172	-0.041050108	-0.0472325761	0.1789606334	0.125049634	-0.1501222237	-0.1151354727	-0.1571881769	-0.0843880779	-0.222005198	0.1086824269	0.0266900049	-0.1860449664	0.1178866826	0.0128206907	0.1173395759	0.1676249115	-0.0203859656	-0.1496191412	0.0243366126	0.0829754363	0.1199768794	-0.0135568759	0.1146697969	-0.1052207489	-0.0110998477	-0.1234073236	0.0101505879	0.0064841719	0.0222910923	0.2050998225	0.1722031423	0.138751197	-0.0594351328	0.015238967	-0.061259823	-0.1776723187	-0.0046539117	0.247307513	0.042113888	0.1036344363	-0.0120438572	0.0447506736	0.0214419695	0.0868917895	0.1507287757	-0.1135424394	0.1531573254	0.1524510324	9.669967752756747e-06	-5.626417102178039e-05	9.350827633935538e-11	3.1656569407681518e-09	0.0197014240653601	-0.0064810244192727	4.200367752321032e-05	0.0003881461102031	0.0291817054090017	-1.967578945289913e-05	0.0008515719305777	3.8713669059481675e-10	-0.0001130196874886	0.0001449996647689	1.2773449760020808e-08	2.102490278309337e-08	-0.0003279932028363	0.0002849981097044	1.0757954110681425e-07	8.122392253508124e-08	-0.0001200185384516	-5.693950103348272e-05	1.4404449572058188e-08	3.2421067779419802e-09
1356.7770906669305	1.0142803237820317	1.028764575211383	1840844.07375862	2233.41349985477	-5.225373701615808	27.304530321538092	4988135.861333533	1339.4864316645987	0.8995848141596525	1794223.9006135596	0.8092528378666566	1569.2488323073312	1314.761588749814	1.233351	23.866299	0.071431518684563	0.0438468784548235	0.1022505351	-0.1233579249	-0.0127463933	0.191517633	0.2121173333	0.1336569595	-0.0930467905	0.0713483381	-0.0280294562	0.0714833794	0.0297118872	0.2937935575	-0.0486504666	-0.1259096687	0.0196250094	0.1078915696	0.0576091138	0.144568203	0.145797082	-0.0751465243	0.084227182	0.0456148796	0.1695695087	-0.1822051003	0.0870092073	0.0605727073	0.0484163384	-0.0161817559	0.128963098	0.149761651	-0.1118461765	-0.0737753791	0.0717311622	-0.0141137622	0.0088886681	-0.000232044	0.1749866564	-0.2124312845	-0.1555278027	-0.0526100039	0.155183989	-0.1603244493	-0.1097871458	0.0142207922	-0.0422117028	0.1163727464	0.0727147257	-0.035332883	0.0199253597	-0.1925357647	0.0257711942	0.2711086387	-0.1051373872	-0.3154174083	-0.0186701552	0.1082615025	0.1002271248	-0.0157998398	-0.1548563332	0.1718892024	0.1051782534	-0.0585185234	0.2484426785	0.0490838551	0.1588853621	-0.0077270496	-0.0570642682	0.1138728224	0.2318791046	0.0578934564	0.2219709065	-0.0593003752	0.0956550027	0.0408996056	-0.1618571836	-0.1559337429	0.003461784	0.1234394964	0.0799992676	-0.143294019	0.0130499047	0.0960349834	-0.1091407912	-0.1446639776	0.1393807749	0.0202575006	-0.1043964125	0.1527386503	0.1507811905	0.005850292774852	0.0058406228070992	3.4225925551485515e-05	3.411287477480785e-05	0.0598626115231724	0.0401611874578122	0.0016129209780215	0.0035835322583742	0.0444597010395924	0.0152779956305907	0.0019766650165299	0.0002334171504883	-6.000000225719212e-05	5.301968523140787e-05	3.6000002708630597e-09	2.81108702203757e-09	-0.0003579999749343	-3.000677209800002e-05	1.2816398205295946e-07	9.004063717413124e-10	-1.0739999791395267e-08	0.0001200077984518	1.153475955191704e-16	1.4401871689249915e-08
1356.4814196000625	-0.2956710668679534	0.0874213797828337	1840041.8417202008	2233.187606690901	-0.2258931638693866	0.0510277214829215	4987126.886677833	1339.979864483606	0.4934328190072392	1795546.037221503	0.2434759468734309	1570.6721507057623	1324.3828130429158	1.258412	24.351244	0.0490874233582019	0.0282797213778001	-0.1273567664	-0.0955035143	-0.1916466388	-0.0214672938	-0.1036559221	0.1649873585	-0.053321357	0.0158089595	0.0532582579	0.2251823523	-0.0269785687	0.0755152129	-0.1708133089	0.1229662564	0.1476114709	0.0839337821	-0.0111042166	-0.1266451556	-0.1839799583	-0.066691369	-0.1627367153	0.1168013101	0.0579492631	-0.149535564	-0.0035034148	-0.1529746108	0.152953048	0.0748496785	-0.0656465503	-0.0357482085	-0.2050231686	-0.146324802	0.0384325798	0.0612054491	0.1157555473	-0.0367715503	-0.0947665749	-0.0124427837	-0.0286759562	-0.173251013	-0.0793406266	0.0970059734	0.0356173754	0.1629337729	0.0087331488	0.0630279846	-0.0674596148	-0.2851140628	0.2313252288	0.0822964082	-0.0713319766	-0.0185443856	-0.0658077691	-0.0886382303	0.0244092192	-0.0842714195	-0.1306045245	-0.0328548031	-0.1018534139	-0.0922243497	-0.1114849713	-0.0352540658	0.058851963	-0.1622769653	0.0559827015	-0.0896769514	0.1187378063	0.0803168933	0.0417146618	-0.1108408699	0.0870413665	0.020899547	0.0542507866	-0.0374608774	-0.0805621562	-0.00808407	-0.2424211733	-0.1713818366	-0.056630752	0.0923332409	0.0011146759	0.0038465411	-0.0657401625	-0.0044314637	-0.0235041858	-0.1276823451	0.0049606544	0.1521113526	0.148287834	9.11201523052796e-05	-0.0057591726225467	8.302882156137352e-09	3.316806929629167e-05	0.0642017545020081	0.0043391429788357	1.882816179077919e-05	0.0041218652811361	0.0290747519557115	-0.0153849490838809	0.0008453412012861	0.0002366966583136	0.0003270000074413	0.0003870000096984	1.0692900486661025e-07	1.4976900750663298e-07	-0.0004429999681965	-8.499999326219996e-05	1.962489718221e-07	7.224998854574039e-09	7.243049828794612e-08	8.31704980793414e-08	5.2461770822401655e-15	6.91733175076573e-15
1355.569384044646	-0.9120355554164234	0.831808854343744	1837568.3549591813	2230.1586973770804	-3.02890931382035	9.174291631347662	4973607.815486636	1339.3079082359054	-0.6719562477005638	1793745.6730632363	0.4515251988238215	1567.810666244059	1304.0206282754962	1.162259	22.490622	0.0743748663438695	0.0387938301516992	-0.064919332	0.1312116473	0.0616192859	-0.1769345843	0.1721102987	0.0206493557	-0.0724838731	0.0734559691	0.0895983976	-0.1765452221	-0.051564845	-0.0435284018	-0.0835326065	-0.0672970551	-0.096929248	-0.131285503	-0.0334258063	0.1234382938	-0.0364078552	-0.18847126	0.0633175031	-0.1270995611	0.0695549288	0.1057016305	0.0083063911	-0.1156512704	0.0289179884	0.2520993743	-0.0317571527	0.0452628846	0.0507411048	-0.1036794873	0.1266177116	-0.0952264081	-0.0748347263	0.068164787	0.0083067267	-0.2649926694	0.043433203	0.1096810441	-0.1300564604	0.0010002694	-0.247779828	-0.110440038	-0.0113121422	-0.0158802144	-0.0880609674	-0.0470887219	-0.0926536144	-0.0461394941	-0.1475049782	-0.0958919067	0.0540937214	-0.1094519593	0.1688169429	0.100695978	-0.0675315409	0.0509703287	-0.0255369996	0.1005574673	-0.0375027237	-0.1098396391	0.1463951365	-0.0375115791	-0.1563050704	-0.0823374735	-0.0427944401	0.039843874	0.1935816417	-0.0320083985	-0.0304799652	-0.0382581713	-0.0142908298	-0.1352293636	0.1966108056	0.1187707288	-0.0575971026	-0.1699946456	0.0717199474	-0.0828594205	0.0841742214	-0.0481519539	0.0703782737	-0.0417863207	-0.1075041094	-0.0267413612	0.1314485424	0.151276289	0.1449845808	9.874633221329532e-05	7.626179908015715e-06	9.750838125578485e-09	5.815861998942258e-11	0.0459069130190243	-0.0182948414829838	0.0003347012248875	0.0021074446629362	0.0391383516913848	0.0100635997356733	0.0015318105731185	0.0001012760396398	-0.000190083869472	-0.0005170838769133	3.613187743344833e-08	2.673757357636888e-07	-0.0005289698474815	-8.596987928500004e-05	2.798090995446014e-07	7.390820144277479e-09	-0.0003170497922095	-0.0003171222227077	1.0052057074008713e-07	1.0056650413512787e-07
1356.498169090121	0.9287850454750242	0.8626416606980427	1840087.2827448507	2241.3918214579344	11.23312408085394	126.18307661586068	5023837.297298517	1339.996089346662	0.6881811107566591	1795589.5194643475	0.4735932412022691	1572.3327345773964	1320.0845802392853	1.119536	21.663898	0.0576061152499544	0.0334911058315617	0.1066209609	0.0884357423	0.1962875433	0.0388534449	-0.1105901018	0.0645846489	0.0935366055	-0.1843128516	0.0157742733	0.0052438333	-0.2075017917	0.0395834397	0.0736770474	-0.0835138983	-0.1487158975	0.0052937982	-0.0174519104	-0.0396890847	0.1125980756	0.0016258241	0.042674531	-0.0595087416	0.0316278667	-0.2248059226	-0.1224253127	-0.0203596701	0.0126950854	0.0384566101	-0.138493795	-0.261879549	-0.1097369054	-0.0103819929	-0.0992555927	-0.1411684915	-0.1411814841	-0.1047405328	-0.2634495989	0.179786768	-0.1390668403	0.1548798348	0.0537546343	-0.0421901115	0.1203835772	0.1740711892	0.0126660308	-0.0553661338	0.0686369977	-0.1227727432	-0.0517767031	-0.2030880417	-0.1712723894	-0.0699202323	-0.0874474784	0.09202905	0.1592187304	0.0749154021	-0.1377331827	0.0145530672	0.0069127964	-0.1834351647	-0.0434833931	0.0948065012	-0.0967983638	0.1593416819	-0.0422219243	0.0570312539	-0.0872266055	0.0518288174	-0.1226127862	-0.0719384259	0.1638146907	0.0963583726	0.1378474126	-0.035055782	0.2132731853	0.0339859726	-0.0315438827	0.0851698284	-0.0070641581	-0.0808792136	0.050820561	-0.0665234599	0.0432251758	0.0819024645	-0.0408335015	0.076498447	0.0028064493	0.1502346003	0.1408894722	0.0049907141825258	0.0048919678503125	2.490722805166417e-05	2.3931349448491152e-05	0.0441485290119487	-0.0017583840070755	3.0919143163392395e-06	0.0019490926139188	0.039187114951332	4.876325994720293e-05	0.0015356299782089	2.3778555206784856e-09	3.002875273818242e-05	0.0002201126222101	9.017259910108979e-10	4.844956645624249e-08	-0.0002649962391563	0.0002639736083252	7.022300676698296e-08	6.968206589222611e-08	0.0002170039799075	0.0005340537721169	4.7090727295694666e-08	2.852134315123965e-07
1355.734421974718	-0.7637471154030209	0.5833096562864353	1838015.822927123	2235.269839501664	-6.121981956270247	37.47866307289848	4996431.255385796	1338.5585728953024	-1.43751645135967	1791739.0530715086	2.0664535479296986	1569.1346417494594	1317.220912733328	1.208074	23.377172	0.0524504495179153	0.0289721052406113	0.1190699264	-0.1432482597	-0.0237804263	0.1606473021	0.1205630667	-0.0505792917	0.0112792229	0.084877882	0.0082971507	0.0810186825	-0.0629466886	0.0531081532	0.1492074743	-0.0457636775	0.0141019664	0.2079837228	0.2237685001	0.2846003186	0.1165103001	-0.023984664	0.0648372922	-0.1717267022	0.1141715839	-0.1767340024	-0.0261395776	0.1013083341	-0.0538658391	-0.0506319965	0.0048002405	0.0975043807	0.1311482796	0.0778390029	-0.2192306858	0.004768067	0.0735831647	0.0704173932	-0.0700459177	-0.0063350353	0.1923999067	-0.075264659	0.1741551194	-0.0921346799	-0.0921279358	-0.052324322	0.0283868768	0.1238960414	0.0902723997	-0.0223962295	-0.1098821849	-0.201632764	0.2221072422	0.2327180738	0.1504456049	-0.023450081	0.0463563734	-0.0635249947	-0.1519700901	0.0342169334	0.1584247116	-0.0858294826	0.0496432303	0.0014795079	-0.1365614742	0.0512376934	0.1616859191	-0.0305422083	-0.0706205525	0.0839830013	0.1845408682	0.027160484	0.1015565439	-0.065856825	-0.0293738072	0.1336870213	-0.074713735	-0.095164284	0.144832369	0.0904017641	0.0165056131	-0.1828084795	-0.0354050576	-0.0085203124	-0.1296432319	-0.0197350367	-0.07627783	-0.0056470665	0.020787328	0.1489877092	0.136024874	0.0064734874235909	0.0014827732410651	4.190603942338955e-05	2.1986164844187008e-06	0.0466058354151357	0.002457306403187	6.03835475914385e-06	0.0021721038947427	0.0492269400330869	0.0100398250817548	0.0024232916250211	0.0001007980876722	4.39417672784486e-05	1.391301454026618e-05	1.930878911553336e-09	1.9357197359765816e-10	-0.0006130035904385	-0.0003480073512822	3.757734018904923e-07	1.211091165464526e-07	-0.0001904865501082	-0.0004074905300157	3.6285125772123796e-08	1.660485320524761e-07
1355.928034674326	0.193612699607911	0.0374858774494632	1838540.83521578	2233.6678015667458	-1.602037934918371	2.56652554491752	4989271.847756019	1339.687509479408	1.1289365841055314	1794762.6230551386	1.2744978109318656	1572.3260891507532	1320.019653120291	1.246332	24.117489	0.0530545348481801	0.0282383775612181	-0.1284989856	-0.073589139	-0.1568768133	-0.021782107	-0.0717636338	0.0351000562	0.0003516774	-0.0967958983	-0.0552096945	0.0147022737	-0.0886547143	-0.0102096299	-0.0245645211	0.0116650358	0.1171819731	-0.1129963857	0.0693394926	0.0836518914	-0.0559554298	-0.0050444315	-0.2407889005	0.073748865	0.0142476873	-0.1849929155	-0.0879188921	0.0016440433	-0.0745855118	0.0346038632	-0.0847777221	0.0657339263	-0.0300913563	-0.0054884083	-0.0114821751	-0.0794029596	-0.042433538	0.0198818551	-0.0216683753	0.0180319535	-0.1699614258	-0.1490431821	-0.0932838796	0.0495995706	0.0705361465	0.0873347117	0.0128874158	0.0842506079	0.0544448613	-0.1800484849	-0.0831714903	-0.0214275106	-0.0185667168	-0.0337026059	0.0764342278	0.121447884	-0.0654979999	-0.1410163167	-0.0155042178	-0.0347580473	-0.107752847	0.0305341198	-0.1398867963	0.0147744042	0.0196767722	-0.1605667854	0.0394268059	-0.0568798777	0.0631386938	0.1165178523	-0.069628655	-0.1205670139	0.0737947547	-0.0011072682	-0.0315757229	0.0279872013	-0.0878923107	0.0494718741	-0.1172956212	-0.1687523443	0.0349627301	0.0026034025	-0.0318647701	0.0360739844	-0.0272511906	0.0992579138	-0.0648262569	0.023647999	0.1207584988	0.1475373187	0.1304173552	0.0064307544969892	-4.273292660170007e-05	4.135460340054682e-05	1.8261030159462851e-09	0.0534835800793302	0.0068777446641944	4.7303371665855865e-05	0.0028604933381021	0.0291598439185705	-0.0200670961145164	0.0008502964973553	0.0004026883464692	0.0002628885382981	0.0002189467710196	6.91103835685116e-08	4.793768853993167e-08	-0.0005360541356487	7.69494547898001e-05	2.873540363460748e-07	5.921218592447489e-09	-0.0004159295471561	-0.0002254429970478	1.729973881974784e-07	5.0824544917939445e-08
1356.679960884748	0.7519262104219706	0.5653930259195457	1840580.5162662407	2230.6170642234592	-3.050737343286528	9.306998337722945	4975652.487204884	1343.194337772224	3.5068282928159533	1804171.029023363	12.297844675294453	1569.9474754794685	1304.9936411282542	1.154251	22.335649	0.0713432107505039	0.0367965763317367	-0.0519863315	0.148532697	0.0484478634	-0.1510917989	0.1371449077	0.0299613278	-0.0281120518	0.0882347921	0.1233383325	-0.1171494639	0.1075174554	-0.1446950588	-0.0102362176	0.0156218596	-0.0464332645	-0.1158786618	-0.0804216935	-0.0687657718	-0.1111594401	-0.1400756841	0.0528027959	-0.0838733962	0.1337878993	0.047968331	0.1701867497	-0.0603804521	-0.050883699	-0.1392596549	-0.1010280894	0.0502084704	0.2064183497	0.1437503653	0.0892032912	-0.0991597785	-0.1050283582	0.1537720418	-0.0114775378	0.0186154307	-0.0097615161	0.1033040185	-0.1082130761	-0.0473829674	-0.1615548444	-0.0880208301	0.0237599902	0.0409786948	-0.1134381444	-0.0433389557	0.0801135944	0.0489443997	-0.0910085505	-0.0019182623	-0.0153608231	0.0495609029	0.2271836883	-0.2199925169	0.1806868685	0.040684885	0.2017750918	0.0068817913	0.0452637643	-0.0988588449	0.1600031579	-0.0039984324	-0.1561934777	-0.0242616356	-0.0033560118	-0.0018593757	0.1714747102	0.0043128772	-0.0969721893	-0.0141939342	0.0521545847	-0.042333179	-0.0079036882	0.1057328327	-0.2026180006	0.0237454708	-0.1071709381	0.2852866686	-0.0748974152	-0.0546649276	0.0539680137	-0.032536742	0.0996262551	0.0928597221	-0.0323956827	0.1458854101	0.124097542	-0.0026362565484419	-0.0090670110454311	6.9498485892028e-06	8.221068929796956e-05	0.0266884697838065	-0.0267951102955236	0.0007179779357492	0.0007122744194011	0.0292025941559046	4.275023733410141e-05	0.0008527915054344	1.827582792121998e-09	-0.00013305519542	-0.0003959437337181	1.7703685028254392e-08	1.567714402706297e-07	-0.0006129879351857	-7.693379953700003e-05	3.757542086832279e-07	5.918809511199306e-09	-0.0001800402969669	0.0002358892501891	3.241450853192954e-08	5.564373835482298e-08
1357.0214400403515	0.3414791556035652	0.1166080137117239	1841507.188729189	2243.0979937527018	12.48092952924253	155.77360191391818	5031488.609577396	1342.618261088828	-0.5760766833959678	1802623.795009188	0.3318643451524982	1573.8233028668817	1322.0669945634706	1.169109	22.623173	0.0792473490392775	0.0380470191669964	0.1213169777	0.0647964617	0.1383824801	0.072674722	-0.1240538354	0.088474049	0.0253205471	-0.1337497589	-0.0433946645	0.0176407957	0.0002035683	0.0854037841	0.0910187692	-0.2190062456	-0.130260215	0.0644433254	-0.0609616188	-0.1121899953	0.063812378	0.0939153867	0.0725935037	0.0665382569	-0.0419721235	0.0215288142	0.0231911564	0.0338650668	0.1132805173	-0.0679372707	0.0333477001	-0.1454279653	-0.1624805449	0.1065756968	-0.0587106369	-0.0192893919	-0.2813113068	0.0781239492	-0.0613849016	0.0075486186	-0.0128390921	0.1292725003	0.0978400813	0.0396079675	0.122915039	0.1168554681	-0.064547379	0.0095959047	0.0629475587	0.0534748215	0.0487217911	0.0269627742	-0.000234918	-0.0069126633	-0.0977357947	0.1077165227	0.1176159044	0.128712139	0.1063451769	0.2394252556	0.1137623021	-0.1030058699	0.0455734749	-0.0197754123	0.0336604801	0.1676633007	-0.0050633033	0.0510563237	0.0312315065	0.0628307855	-0.1579735319	-0.0173039283	0.1146706641	-0.0629994861	0.1293466326	0.0887048079	0.2420852885	-0.0252241326	0.0461743475	0.2616756977	-0.1164921455	-0.0415276365	-0.1264867617	0.0739316807	-0.0244941719	-0.1016433798	-0.0153525578	-0.0445180455	0.0879481417	0.1440342395	0.1170999511	0.0062474717363301	0.008883728284772	3.903090309624344e-05	7.892062823765806e-05	0.0437726857761475	0.0170842159923409	0.0002918704360729	0.0019160480200573	0.0498087129527249	0.0206061187968202	0.0024809078860069	0.0004246121318686	-0.0001900033500378	-5.694815461779998e-05	3.610127302558675e-08	3.243092314372853e-09	-0.0001519962264033	0.0004609917087823	2.3102852840843232e-08	2.1251335556611705e-07	-4.451444106021392e-05	0.0001355258559066	1.981535462903259e-09	1.836725761923984e-08
