global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1612.2970874978505	n/a	n/a	2599501.898354051	2155.147122790466	n/a	n/a	4644659.120872024	1554.235790887355	n/a	n/a	2415648.893675242	1681.6085596830635	1291.279592168613	n/a	n/a	n/a	n/a	0.006455718	0.2301922816	-0.0578949015	-0.1187391207	-0.0031571027	0.2783734285	-0.1600242692	0.0034338973	-0.0485389475	0.0804056526	-0.2292620988	0.0202091379	-0.1029958735	-0.3671416693	0.0624646686	-0.196542068	0.2293837241	-0.0171958064	0.0613644508	0.2110242423	-0.0404139588	0.0324857721	-0.1713060562	0.0446542064	-0.0508864583	0.1863212891	-0.0320560111	0.0220117887	-0.0919263038	0.1000552584	-0.0547288448	0.0475291498	0.0212164532	0.1694058688	-0.1073924334	0.0221886455	-0.3312407193	0.1276314183	-0.1042474798	0.1117697315	-0.1023190635	0.2225071808	-0.0297741112	0.1779913409	-0.0790700421	0.1262650132	-0.0175370766	0.019396427	-0.1810158171	0.0357872456	-0.0207033751	0.024840403	-0.022916936	0.330579178	-0.0404240517	0.0947997306	-0.0020902646	-0.3872371696	0.1655968351	-0.0673619003	0.0385193197	-0.016447235	0.083323872	-0.0054161132	0.152830683	-0.3296624649	0.0554537908	-0.1622604342	0.0332445404	-0.0978070162	0.075156797	-0.1667749798	0.1936600463	-0.0546386073	0.1170259758	-0.0689859945	0.00546971	-0.047626144	0.0008963941	0.0439339212	-0.0077976183	0.153366806	0.1532882396	-0.016197087987706	n/a	n/a	0.0002623456592814	-0.0189270617979246	n/a	n/a	0.0003582336683024	0.1214851735116298	n/a	n/a	0.0147586473831507	0.0010090013680895	n/a	1.018083760806483e-06	n/a	-0.00030700042733	n/a	9.42492623808026e-08	n/a	1.548810755506655e-07	n/a	2.3988147563730952e-14	n/a	0.0	0.0	0.0	0.0
1614.6319268631742	2.33483936532366	5.451474861864991	2607036.2592458865	2162.427269250304	7.280146459838306	53.00053247669622	4676091.694797327	1553.8593762827004	-0.3764146046546557	0.1416879545973207	2414478.9612616627	1683.4648824650426	1308.6387111783963	1.219126	21.853254	0.0419322964411041	0.0247601428877937	-0.1349915299	0.0436816218	-0.0165147813	-0.136282619	-0.0782459259	0.0353524097	-0.2217876823	-0.0110761996	-0.2957332376	-0.0321780053	-0.1818748873	0.0521249774	-0.2340562769	-0.2704191999	-0.1558867616	-0.0891104006	0.2455147001	0.0076730995	0.0457930323	0.1907413333	-0.1220775089	0.1114756715	0.121623867	0.0659100202	0.0862389212	0.3079960934	0.0958451986	0.0968538998	-0.083030461	0.0588263889	0.0511095366	-0.1008421497	0.1628002986	-0.1868822651	0.0582298944	-0.1629297722	-0.2502404103	-0.0885734142	-0.1006703867	0.1158968003	-0.0262821197	0.2793909704	-0.1920860638	-0.1309564006	-0.1089371588	0.0061720868	-0.0440093601	-0.0283081514	-0.199274141	-0.0553773614	0.0854169116	0.1016464805	0.0865034459	0.1366051634	-0.1436561917	0.1913003393	-0.1201065817	-0.3879471068	0.0292956491	0.0890980509	-0.0890764279	-0.0416650321	0.0771473099	-0.040521456	0.1610593819	-0.3738037518	-0.0048176164	0.0929287441	0.0486508324	0.1355233427	-0.025515695	-0.1949582733	0.1584288312	-0.1058200468	0.101918758	-0.0623825979	-0.03237835	0.0208722487	-0.0559075017	0.0440297493	0.1091326716	0.1531573254	0.1524510324	-0.0162032767515114	-6.1887638054015925e-06	3.8300797439048794e-11	0.000262546177486	-0.0246887668233881	-0.0057617050254635	3.319724480045137e-05	0.0006095352072596	0.1096753571171262	-0.0118098163945035	0.0001394717632718	0.0120286839587691	0.0006189999236901	-0.0003900014443994	3.831609055283496e-07	1.5210112663361844e-07	-0.0002100000446865	9.700038264349996e-05	4.4100018768332e-08	9.40907423298541e-09	6.498297181806906e-08	-8.989810373259643e-08	4.2227866263079566e-15	8.081669054716668e-15	0.0	0.0	0.0	0.0
1618.590820042095	3.958893178920789	15.672835202105553	2619836.2427245416	2167.0773249487183	4.650055698414235	21.623017998354698	4696224.132306893	1550.4929802087895	-3.366396073910892	11.332622526442664	2404028.4816767336	1677.6822864701453	1323.412649605218	1.4078	25.235302	0.0902238837936039	0.0540941476623425	-0.0254703566	-0.0154113143	0.1489219143	-0.1834115275	-0.2071080921	-0.0040053613	-0.1004101642	0.0638494318	-0.0604304383	0.2434549684	-0.2447678777	0.0336876152	-0.2247277645	-0.1906264481	-0.0557928677	-0.3716537273	0.2602560528	-0.0612075977	-0.001971582	0.002426254	0.0941048206	-0.097418477	0.0707798239	-0.1582466641	0.2084049288	-0.0569915869	0.1019368472	-0.114083347	0.2472671493	-0.0028048305	-0.0193003132	0.0531434669	-0.1628151581	-0.0687408611	-0.0270039911	0.0272066915	-0.2588667717	-0.0158610416	-0.1362832137	-0.1691819116	0.0129791488	0.3961962762	0.0860512575	-0.0509654316	-0.0899121413	-0.0229396783	-0.2002373313	-0.088416765	0.0077286077	0.1338435694	0.0824654754	-0.0799173491	-0.1781961356	-0.1440731907	0.022305646	-0.029512194	-0.0660039801	-0.3853960214	-0.0108696166	0.1690995209	-0.0943453138	-0.4753239977	0.3060235356	0.04922155	-0.0870882656	0.533815788	-0.2702364161	-0.0343467763	-0.1188255429	-0.0764714098	-0.0115493499	0.0869460302	0.0281995598	0.0051294603	-0.049180274	0.0487306763	0.0141356178	-0.0300761048	0.1263217437	-0.0195759519	-0.0024713834	0.1527386503	0.1507811905	-0.0161589956929759	4.4281058535499546e-05	1.960812145024337e-09	0.0002611131418056	-0.0184913497085545	0.0061974171148336	3.840797889523244e-05	0.000341930014044	0.0598871848095754	-0.0497881723075507	0.0024788621017263	0.0035864749044162	0.0004010566101252	-0.0002179433135648	1.608464045251167e-07	4.749928792764831e-08	-0.0003439332854486	-0.0001339332407621	1.1829010483946819e-07	1.7938112981038652e-08	0.0003320686948985	0.0003320037119266	1.1026961813159309e-07	1.102264647330952e-07	0.0	0.0	0.0	0.0
1614.740740151676	-3.8500798904190106	14.82311516260886	2607387.6579055823	2150.047875562505	-17.0294493862134	290.00214639760395	4622705.867210841	1553.620672596733	3.127692387943398	9.782459673599076	2413737.194319925	1685.7844239431772	1315.5466819973442	2.236983	40.098698	0.8307458232537583	0.5129261681447228	0.0974804642	0.0677150309	-0.0391754425	0.026925826	0.1031345801	0.119866815	0.3423580592	0.1124041783	0.0682331221	-0.4276251739	-0.1921413391	-0.289684394	-0.033974423	0.0432374375	0.1929282578	-0.0106194906	0.0921117236	-0.3158993349	-0.3844037032	-0.1976184353	0.1356093826	0.044927057	0.1921253782	0.1641111494	-0.3137116651	0.0196620912	-0.0597790584	0.169562017	0.136960209	-0.0959321764	0.0314019271	0.0085305262	-0.1585567199	0.0971055242	-0.1884182221	0.0370515477	0.1966482438	0.2724759653	0.0687268224	0.3364581317	0.3725195034	0.2268113979	0.2803479203	-0.0683433148	0.1015493805	0.189987925	0.0423473348	0.2294659169	0.3023177051	-0.0385818283	0.1156976979	-0.1681339183	-0.0960417967	0.0372623293	0.0278917918	0.068256962	0.0532247853	0.1525879774	0.527869977	-0.0174186065	-0.4541943577	0.0566903931	-0.1988309956	0.1181515205	-0.3953572579	-0.0897885997	-0.1206756128	-0.1542869906	-0.1815138124	-0.0574658279	-0.155007277	-0.2140834878	-0.1374105773	-0.0220024213	-0.0690822919	0.0175646374	0.0140253379	0.0615004602	0.100130014	-0.077874139	0.028406469	0.1521113526	0.148287834	0.0356403998272156	0.0517993955201915	0.0026831773762572	0.0012702380998437	0.086097983933655	0.1045893336422095	0.0109389287117214	0.0074128628374399	-0.397757692176107	-0.4576448769856824	0.2094388334312403	0.1582111816852627	0.0039042890112336	0.0035032324011084	1.5243472683239444e-05	1.2272637256175728e-05	-0.0008832864452246	-0.000539353159776	7.801949443175102e-07	2.9090183096035533e-07	0.0006237274761276	0.0002916587812291	3.8903596447650587e-07	8.506484466804406e-08	1.0	0.0	0.0	0.0
1617.591324093646	2.8505839419701715	8.125828810218202	2616601.691783035	2172.2948182839245	22.2469427214196	494.9264604501245	4718864.777543189	1553.7707209545342	0.1500483578013245	0.0225145096788743	2414203.453295573	1685.9911234978797	1342.6600691727765	1.657203	29.705942	0.3387749964903922	0.2064742363576433	-0.0988809704	-0.0033925772	-0.0845049087	0.0483885363	0.1478660771	-0.0198341955	0.171172667	-0.1403760206	-0.0876690532	-0.2545414338	-0.1442560885	-0.0595624651	0.0200353074	0.1434636666	0.0357506082	0.2353019335	0.1419595588	-0.3981149779	-0.2485943074	0.2478926594	0.0716819628	0.1872814949	0.0886374844	0.0239770633	0.0781926917	-0.05423174	0.0725257347	-0.141775877	-0.2119681356	-0.0480816214	0.0235779226	0.13090458	0.016037825	0.067185465	0.1645775347	0.0172714769	0.1758126115	-0.0175591788	0.1093414962	0.3141964103	0.2330582145	0.0861138509	-0.18799279	-0.0129206156	-0.3502955364	-0.0036889408	0.1070432203	-0.1091713616	-0.0175650579	-0.0076705962	-0.1774109905	-0.1041355526	0.1858901596	-0.0028938414	0.1238202761	-0.1972456244	-0.1197672162	0.0756987207	0.2303550099	0.1336931656	-0.2969381735	0.0541811615	0.0648907843	-0.043309008	0.0115014591	0.0187861079	0.0310594414	0.2880100079	0.1166284267	0.2043668358	0.1955349349	0.4685991565	-0.0760264594	0.0815631834	0.1541854009	-0.1298207095	0.1241460777	-0.1761926812	-0.3635452211	0.0027278937	-0.040501579	0.151276289	0.1449845808	0.0355705509404771	-6.984888673849943e-05	4.878866978607721e-09	0.001265264094209	0.0167548162950907	-0.0693431676385643	0.00480847489815	0.0002807238690822	-0.2580383256584326	0.1397193665176744	0.0195215013801002	0.0665837775086073	0.0014572191917276	-0.002447069819506	2.12348777273924e-06	5.988150701537128e-06	-0.0008391196284207	4.416681680390001e-05	7.041217508008936e-07	1.9507077065892644e-09	0.0005221118434892	-0.0001016156326384	2.7260077711169093e-07	1.0325736796502262e-08	0.0	1.0	0.0	0.0
1616.5583591487994	-1.0329649448467535	1.0670165772822564	2613260.9285338586	2167.789585439404	-4.505232844520378	20.29712298334518	4699311.686739543	1555.3338954411122	1.5631744865779638	2.4435144754882807	2419063.5263080243	1683.2686868824	1324.6687847272617	1.347322	24.151218	0.1265364731243093	0.0714167325117003	0.0710684385	0.1568349052	0.0339758774	-0.0297334347	0.0816412785	0.0379005672	0.094978997	0.0707540319	0.1796571512	-0.0134442767	-0.0521574337	0.0655920124	-0.0674009574	0.127407621	0.1687853174	-0.0228492203	-0.0436545211	-0.1051416002	-0.146612464	-0.0091882462	-0.0589560977	-0.0912034811	0.0138495984	-0.0452146581	0.0551980174	0.1333404664	-0.1188864954	-0.033521518	0.1570004307	0.0668488337	0.1382687006	-0.1917943353	-0.0221266287	-0.0193701551	0.1538713466	-0.1494204347	0.1322676378	0.1467733254	0.0020560569	-0.0052403983	0.1001149904	0.0157854091	0.0551315276	0.0648505772	-0.0241316807	-0.2566675668	-0.0675634684	-0.1703481744	0.0681445651	0.0520507545	-0.1336563918	0.0439229542	-0.0847978144	-0.1233000534	-0.0447964744	0.1724405991	0.0179139199	0.1581311379	0.1583997058	-0.0606656567	-0.0360652002	-0.0797041388	-0.0455009182	-0.0901237428	0.1611118802	-0.0262930209	0.1095096961	0.1227798997	-0.0134692045	-0.0455322015	0.1613804195	0.2275045891	0.118396309	0.0171813959	-0.187033241	0.2593617822	-0.2876909427	0.104298286	0.105107334	0.3859942499	0.0674017917	0.1502346003	0.1408894722	0.014221897855478	-0.0213486530849991	0.0004557649885436	0.0002022623786116	0.0740802137005545	0.0573253974054637	0.0032862011876943	0.0054878780619198	-0.2741275819745041	-0.0160892563160715	0.0002588641688042	0.0751459311991884	0.0015220716727937	6.485248106609994e-05	2.316702177121012e-06	4.2058443004288515e-09	-0.000269102111474	0.0005700175169467	7.241594639976513e-08	3.249199696260814e-07	0.0005227051718319	5.933283426999385e-07	2.732206966598161e-07	3.520385222510557e-13	0.0	0.0	0.0	0.0
1619.8153501647946	3.256991015995254	10.607990478273798	2623801.768629496	2167.4197933637915	-0.3697920756126223	0.1367461791858913	4697708.560665141	1556.8117160563293	1.4778206152170696	2.1839537707605583	2423662.719250253	1683.327670486551	1315.431478980958	1.229069	22.031488	0.0730303425502214	0.034088013053029	-0.0450244309	0.0200162757	-0.0792370939	-0.0681759456	0.0221355565	-0.0077563365	-0.0588243655	0.0021937662	0.1060870535	-0.1081876091	0.2362798492	-0.1121263575	0.0878052016	0.061298493	-0.0211724533	0.1720766137	-0.0746888683	-0.1254833985	-0.0430652307	-0.2646604506	0.0504766616	-0.1631979028	-0.0979424051	-0.0184112887	0.0035278025	0.0583688426	-0.1294852764	-0.0504929443	-0.1981650742	0.0021827982	0.0561014483	-0.2103939368	0.3605231214	-0.1173784311	-0.0838736578	-0.0911715169	0.0349985384	-0.0416902256	0.0323436946	0.0331472735	0.0896224049	-0.15702358	0.0590258756	0.1140297217	-0.0401060174	-0.15703783	0.294452727	-0.1653515334	0.1872694834	0.0659554715	0.0422281957	0.1718341081	0.1691376937	-0.0051979424	-0.0998904371	0.187971954	0.0577306756	0.1469934476	0.0602114365	0.0673430322	0.0042413397	0.0813681358	-0.039630092	-0.0911924087	0.2839868555	-0.0461780841	-0.0280275215	0.0603656046	-0.0495209933	0.0099734601	0.1146009128	0.0936299957	0.1457652714	0.0804153082	-0.0921933306	0.0637048872	-0.2101668137	-0.0423133582	0.4013264992	-0.1210834838	-0.3701034758	0.1489877092	0.136024874	0.019308247482769	0.0050863496272909	2.5870952531043287e-05	0.0003728084208558	0.0589004011788318	-0.0151798125217226	0.0002304267081946	0.0034692572590273	-0.2580238214413626	0.0161037605331414	0.0002593311033087	0.0665762924312041	0.0011769829261024	-0.0003450887466912	1.385288808336568e-06	1.190862430929721e-07	6.327495812552542e-05	0.0003323770695995	4.003720325786995e-09	1.104745163955678e-07	0.0004669625907614	-5.57425810705e-05	2.1805406117059875e-07	3.1072353444012643e-09	0.0	0.0	0.0	0.0
1624.2179081807633	4.40255801596868	19.38251708397008	2638083.8132550945	2170.32714786242	2.9073544986285924	8.452710180695913	4710319.928748627	1555.521223986838	-1.2904920694911652	1.6653697814195905	2419646.2782735107	1683.5921152817764	1352.7889987164594	1.319496	23.652424	0.0780579641607555	0.0561198630020879	0.0086333482	-0.1499391435	0.0308296481	-0.0105411793	-0.1095724785	-0.1289066035	0.0106983256	0.0942004827	0.043942823	0.0575190966	-0.0010506883	0.1573292318	-0.0886507149	0.1525051032	-0.0335069721	0.0555235448	0.0834088802	-0.0425417226	0.1291967351	-0.0324755605	0.0916695436	-0.2829570247	0.0640042811	-0.2279558579	0.1389575278	-0.2757960083	0.1336807359	0.0207316397	-0.1966306574	0.164464348	0.0747887845	0.1790805239	0.048737223	-0.1772217211	-0.1135424454	-0.1141892073	0.0725387347	-0.0527064582	0.0623341079	-0.153766008	0.1091305353	-0.0187941042	-0.1242281878	-0.0298737993	-0.0162728014	-0.2256329391	-0.0148098716	-0.1146181151	0.0053316812	0.2140167669	0.0781045064	0.0395752594	-0.1092797481	0.1419446398	-0.1566370102	-0.4619473288	-0.0057439367	0.1418346392	-0.0919122729	0.1300125241	0.0030431729	-0.0707620887	0.0122146233	-0.1018541941	0.1654227813	0.0221705249	-0.0850208688	0.2010712494	0.1796627083	-0.0377614553	-0.0073054152	-0.1935216547	-0.145294501	-0.0048655824	0.0463879562	0.1417842843	-0.091305981	0.3722583206	-0.1986808165	-0.3251109582	0.0003825027	0.1475373187	0.1304173552	0.0191717540211442	-0.0001364934616247	1.863046506632043e-08	0.0003675561522472	0.0629341056271783	0.0040337044483464	1.6270771576610324e-05	0.0039607016510928	-0.2501469957734841	0.0078768256678785	6.204438260214967e-05	0.0625735194944994	0.0001139933960915	-0.0010629895300109	1.2994494352473608e-08	1.1299467409127942e-06	6.301193505731106e-05	-2.63023068214352e-07	3.970503959666787e-09	6.918113441289164e-14	0.0002099963321824	-0.000256966258579	4.409845953006088e-08	6.603165804808948e-08	0.0	0.0	0.0	0.0
1622.9935133193574	-1.2243948614059263	1.4991427766372376	2634107.944276711	2171.991846018101	1.6646981556809806	2.771219949527658	4717548.579169119	1557.655091080273	2.133867093434901	4.553388772444313	2426289.3827682934	1681.8915184373343	1351.9820078604334	1.278934	22.925329	0.0902192137739361	0.072145828762301	0.1125640218	-0.0389867656	-0.1356099441	0.0882191779	-0.1151674933	0.0656819781	0.0901786618	-0.0831137503	0.15325836	0.0065729021	0.06173611	-0.0236767576	-0.0436793301	0.1541732424	0.0956101284	0.1210728714	0.0703960027	-0.036650621	0.2367641663	-0.136675068	0.0473706504	-0.0253867398	-0.0635220292	-0.0217843918	-0.1360404235	0.2226675921	0.1790605316	-0.1196059678	-0.0172805075	0.2064214685	-0.1197299041	0.1020046034	-0.0337015935	-0.0582434318	0.1166708125	-0.0668499401	0.0482896319	0.029077303	0.2407495197	-0.0708927675	0.0396564846	-0.0608764942	0.0172426549	0.0426511714	-0.026208966	0.0913090198	0.1398157561	-0.0183154813	-0.1194920324	-0.1109193655	0.3375850542	-0.0099246728	-0.1623266176	-0.1437087112	0.0019147042	0.024924042	-0.2480229231	0.161827361	0.021313632	0.0687645446	0.091228753	0.0666684654	0.1190358271	0.0137809912	0.1672569652	0.1210884159	0.0806138672	-0.1266590497	-0.0505697636	-0.079057248	0.1441512768	-0.1188833932	-0.2608250891	-0.1046104155	0.075852822	-0.171338644	-0.2092987727	-0.0759162984	-0.0297628837	-0.2116970622	0.1229352851	0.1458854101	0.124097542	0.0192670023408823	9.524831973809976e-05	9.07224241293128e-09	0.0003712173792035	0.0716889141731229	0.0087548085459445	7.664667267614456e-05	0.0051393004153213	-0.2478654794622059	0.0022815163112781	5.205316678628398e-06	0.0614372959090292	0.0014754841823853	0.0013614907862938	2.1770535724692173e-06	1.8536571611629097e-06	6.331725405761546e-05	3.0531900030439374e-07	4.009074661396621e-09	9.32196919468744e-14	0.0004299530388278	0.0002199567066453	1.848596155972597e-07	4.8380952798290555e-08	0.0	0.0	0.0	0.0
1624.9959544530357	2.0024411336783032	4.009770493846848	2640611.8519887323	2168.0753617023106	-3.916484315790513	15.338849395833078	4700550.774020605	1556.7172954178525	-0.9377956624205126	0.879460704454728	2423368.737853073	1680.4052755084383	1345.183896793155	1.243573	22.29147	0.0932631227732914	0.0552757826718436	0.0612987012	-0.1687685271	0.0811018452	-0.022167875	-0.0741200944	-0.0890957176	0.0171582655	0.0885262798	-0.0358825548	0.0185952328	0.2639710075	-0.1370617742	-0.2140596304	0.1982094052	-0.0921255155	-0.0580931902	0.0461202185	-0.0064809212	0.1404399365	0.0550916633	-0.0891028223	0.1097996105	-0.1088993635	0.0209845462	-0.1449345375	-0.1007439626	-0.0866324968	-0.0211720108	-0.0643501442	0.0673625964	0.0517717537	-0.2398727898	-0.0694529649	-0.1766568107	-0.0182775077	0.2894259924	0.0698781967	-0.1106664019	0.0225716719	-0.263760712	-0.0398270445	0.0749018406	-0.065966798	0.0419762423	0.0050683386	0.0382014751	0.2106087809	-0.1399079536	-0.0291141071	-0.1430490268	-0.0608269883	-0.0121843765	0.0100599142	-0.08022614	0.0607714442	0.0075102093	-0.1751391307	0.1418123717	-0.1435525016	0.1041006055	0.0144158635	-0.0950579612	0.0186909624	-0.0485143269	0.113340226	0.0486102995	0.2096489005	0.0126638412	-0.1108937775	-0.0145037985	-0.0727289054	-0.2928025788	-0.2925579001	0.0412893647	-0.0736650252	-0.1168019666	-0.020319487	-0.2348950926	-0.1250073414	0.1181537731	-0.1154268284	0.1440342395	0.1170999511	0.0141270276646139	-0.0051399746762683	2.6419339672680437e-05	0.0001995729106367	0.0711326307639552	-0.0005562834091676	3.094512313152282e-07	0.0050598511594011	-0.2176104631530648	0.0302550163091411	0.0009153660118663	0.0473543136736913	0.0006139863519396	-0.0008614978304457	3.769792403680984e-07	7.42178511862648e-07	0.0001280644385783	6.474718452068455e-05	1.6400500428375176e-08	4.192197903355573e-09	0.0002099610862199	-0.0002199919526078	4.408365772664028e-08	4.8396459212236515e-08	0.0	0.0	0.0	0.0
