global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
2559.3912299827152	n/a	n/a	6550483.468112436	3349.947069840731	n/a	n/a	11222145.370734498	2457.2286300270584	n/a	n/a	6037972.540224655	2638.820350321414	2085.6281614941804	n/a	n/a	n/a	n/a	-0.1505819154	-0.0603053271	-0.1583170307	-0.2060115032	0.1327001523	-0.0332903401	0.0386422361	-0.2977493034	0.0111269685	-0.0244236538	0.0566175106	0.1043163725	0.1116943488	-0.0919751539	0.0691450662	-0.0658667721	0.0627180425	-0.1800204955	0.1349886298	-0.0546602295	0.2037040298	-0.1487429226	0.0326048925	-0.137062324	0.0752424713	-0.0813883198	0.204866784	-0.1176148462	0.0510447518	-0.0568005679	-0.0195970528	0.0906681168	0.0011541208	-0.2605240006	-0.1103776568	-0.134923906	0.0606269671	-0.1022531302	0.2251598629	-0.1711537207	0.0539788895	-0.2551905769	-0.0403052953	0.0371351802	-0.1278530076	0.2132166065	-0.0147868737	0.0208373988	-0.0369441712	0.0173950011	-0.0632696824	0.0218335589	-0.0279214276	0.1379586668	-0.12615609	0.1029906791	-0.0808550761	0.2325747615	-0.0528709144	0.152826546	-0.0994323654	0.0070944606	-0.03749364	0.02785638	-0.1317800893	0.041722491	-0.1321522158	-0.1951549169	0.157423428	-0.0209669304	0.243922703	-0.0822563484	0.0040226154	-0.0726335199	0.1120024584	-0.13357233	0.0039838759	-0.0729327861	-0.0721507685	0.0230688038	0.153366806	0.1532882396	-0.0101578761993152	n/a	n/a	0.0001031824488806	0.144158561275745	n/a	n/a	0.0207816907890927	-0.0141331517163365	n/a	n/a	0.0001997459774369	0.0024230619637593	n/a	5.871229280217075e-06	n/a	0.0006637844767438	n/a	4.4060983156604046e-07	n/a	-0.0001788043963112	n/a	3.197101214021267e-08	n/a	0.0	0.0
2556.319586355274	-3.0716436274410626	9.434994573999289	6534769.8275836	3353.679046483432	3.731976642701284	13.927649661667944	11247163.146822022	2459.057261339068	1.8286313120097475	3.3438924752624906	6046962.614544398	2642.578181845359	2061.4695173887176	1.032319	18.797384	0.051915643592109	0.0291161004881281	-0.1733850525	-0.0204326711	-0.0672624998	-0.1252872105	0.1229736232	-0.0885931049	-0.0111627308	-0.1657730614	-0.263605065	0.0353260519	0.0872530542	0.0676411394	0.1797262061	-0.1130266414	0.0113159148	-0.059994665	0.0829450906	-0.0230918729	0.0889658448	0.0177432505	0.2247138799	-0.0363705992	-0.1409746002	-0.089999499	-0.0570843597	-0.0131533347	0.0567092856	0.087359347	0.0620755925	0.0744262338	0.0757953919	-0.1624972519	0.0141158136	-0.1907158613	-0.0266281689	-0.194558529	-0.0401263129	-0.0453664515	0.1522135072	-0.099833893	-0.0053941991	-0.0771614535	0.0444322157	0.0411540326	-0.1446261451	0.1774168505	0.0225339327	-0.1956861586	0.1949304873	0.1226533984	0.0031523843	0.0364415179	-0.0326911191	0.0928225209	-0.0185918655	-0.0653923155	-0.0923544703	0.2451727028	-0.0398381583	0.1057227594	-0.0283294312	-0.0558248843	-0.0573612761	0.00341013	-0.0522045922	0.0805250347	-0.1070766051	-0.1773188514	0.2042395011	0.0625495904	0.1961755344	-0.0815822066	0.0017264969	-0.0348903652	-0.1120454414	-0.0984465468	0.1486694153	-0.0605259543	-0.0459015529	-0.0120613784	0.1531573254	0.1524510324	-0.003364393879238	0.0067934823200771	4.615140203320148e-05	1.1319146174654118e-05	0.1441748628619734	1.6301586228395504e-05	2.6574171356181394e-10	0.0207863910812688	-0.008132131708308	0.0060010200080285	3.601224113675839e-05	6.613156612126839e-05	0.0029260489982725	0.0005029870345131	8.5617627402915e-06	2.52995956888383e-07	0.0008648550733538	0.00020107059661	7.479742979058068e-07	4.0429384821101365e-08	-0.0001007652338789	7.80391624323e-05	1.0153632358669416e-08	6.0901108731349026e-09	0.0	0.0
2564.2694962542228	7.94990989894859	63.20106740140079	6575478.0494198855	3344.2452680799697	-9.433778403462384	88.99617496563329	11183976.413075268	2461.452591952728	2.395330613660008	5.737608748736829	6058748.862430804	2646.760729051919	2091.447394216038	1.40267	25.541058	0.1082674085188967	0.0580106007306017	-0.0284950114	-0.1678536327	0.1107306149	-0.00583002	-0.0281794177	-0.1612422332	-0.0836957737	-0.1934902393	-0.0237227741	-0.095397392	0.0124697602	-0.0311664257	-0.0335649911	-0.011823701	-0.1070537722	-0.1696425272	0.1345336345	0.0181330657	0.165753603	0.0983589155	0.0960128888	-0.0555626741	-0.0227970094	-0.0938960333	-0.1142516416	0.0121034394	-0.0119254693	-0.0470907709	0.1460702726	-0.0905472375	0.1352996592	0.027528924	0.0473384415	0.1721108787	-0.1294230415	0.0183590619	-0.1418854314	0.0261407275	0.1959771123	-0.1253291769	-0.0137067993	0.0608964226	0.0738762499	-0.0136915028	-0.0128755648	0.0268154736	0.0964313122	-0.0316507128	-0.0602569142	0.0119915777	-0.0552184152	0.024253184	0.0236088895	0.1736559221	-0.1878937563	-0.2746417915	-0.0924082074	0.1751916981	-0.2030629259	-0.0693458858	0.0125111819	-0.0468276725	0.0011742733	0.103219207	0.0089283392	0.0652895459	-0.1746168201	-0.0777099766	0.1023076645	0.0380929382	-0.0867724914	0.0959186034	0.1218250925	-0.0343529878	-0.1264344012	-0.0073809682	0.0555241126	-0.1419953328	0.0804952338	-0.0301956174	0.1527386503	0.1507811905	9.437766384223778e-05	0.0034587715430802	1.196310058722165e-05	8.907143432318437e-09	0.134442830908938	-0.0097320319530354	9.471244593490208e-05	0.0180748747828092	-0.0516279514203432	-0.0434958197120352	0.0018918863324218	0.0026654453678613	0.0021810285784298	-0.0007450204198427	4.756885659927514e-06	5.550554259825929e-07	0.000579892552889	-0.0002849625204648	3.362753728961217e-07	8.120363806965156e-08	-9.913246797148128e-05	1.6327659074187188e-06	9.827246206116762e-09	2.6659245084288725e-12	0.0	0.0
2561.710032922303	-2.559463331919688	6.550852547441427	6562358.292774787	3348.660067129826	4.414799049856356	19.490450650612583	11213524.245189931	2462.6400934034777	1.1875014507495507	1.4101596955322877	6064596.22963829	2649.6218469510054	2076.0342195412395	1.095983	19.956617	0.0905276268622625	0.0576211185933733	0.0859747853	-0.1474768827	0.077503557	0.0211780876	-0.1563538839	-0.0328321897	-0.0104901613	-0.071430075	-0.1469640766	-0.1566731522	0.0032859159	-0.0562003096	-0.0611087395	0.1238091202	-0.1231038784	-0.0915663943	0.01692085	-0.17528903	0.1791004108	-0.0358235909	-0.0985361834	-0.0135028817	-0.0004910337	0.1253475601	0.0043223506	0.1042804593	-0.099346947	-0.0791819651	0.0354404436	0.0087258262	0.0516285982	0.0044717434	-0.0210695768	0.064991336	0.0903842261	0.1177089631	-0.064559114	0.0833714574	0.1351520869	-0.0925651888	-0.029768769	0.0256249534	-0.0724924606	-0.1302467179	0.0371851527	0.0670674027	-0.1164851455	-0.0382241327	-0.1664961379	-0.0084598584	0.0387507552	-0.1405349604	0.0819413044	0.0257431404	0.0260997582	-0.1499715442	-0.0749595642	0.0217987474	-0.2063137866	-0.0515059957	-0.0005878971	-0.0116473791	0.0280058093	0.0741726665	0.0773836039	0.1407169922	-0.0511064601	-0.071328917	-0.0971734852	-0.1169395005	-0.0408928329	-0.0995105878	0.0076975895	0.1907848413	0.1223663756	-0.0652022044	0.1278372741	-0.0106804002	-0.059312706	-0.0997623581	0.1521113526	0.148287834	-7.22697826915919e-05	-0.0001666474465338	2.7771371436245625e-08	5.222921490289916e-09	0.1084817237832851	-0.0259611071256528	0.0006739790831896	0.0117682843949929	-0.0439278418025139	0.0077001096178293	5.929168812658737e-05	0.0019296552854266	0.0031389845941918	0.000957956015762	9.85322428257346e-06	9.176797281346052e-07	0.0005650986415262	-1.4793911362800038e-05	3.193364746547567e-07	2.1885981341038407e-10	6.211285834864869e-05	0.0001612453263201	3.858007172239297e-09	2.6000055260085198e-08	0.0	0.0
2564.348638179101	2.638605256797746	6.962237701200698	6575883.938131009	3346.6366561299938	-2.023410999832322	4.094192074242437	11199976.908152943	2460.94810540243	-1.6919880010477757	2.862823395689647	6056265.57748381	2648.864764098555	2061.08155640407	1.135393	20.674234	0.1014939723731115	0.050466829191297	0.0985460865	-0.1006505336	-0.0954432432	-0.0884317911	-0.1047056538	0.0556139261	0.0379742453	-0.0617021452	-0.0351482137	-0.0881033645	-0.006055645	0.069391918	-0.0500872639	0.1444881017	0.0387628806	-0.0922684745	-0.0717368661	-0.0578684313	0.0872746741	-0.0319879264	-0.003455563	0.1713448429	-0.0190333295	0.0442611594	0.0759370798	0.0307586912	0.0730865379	0.0359198933	-0.1781629671	-0.2726662054	0.2130098595	-0.0752135769	0.1221401366	0.0171460575	0.1081040438	0.10866487	0.1246234605	0.0072210857	0.1395755878	-0.0306637439	0.017740632	0.0113802434	-0.0870932649	-0.0794554087	-0.0085781361	-0.0776306058	-0.0947386919	-0.1408745032	-0.033897584	-0.1412703103	-0.1492247402	0.0397740387	0.1473356996	0.0538562325	-0.0113870487	0.179003478	-0.0537760534	-0.0785821513	-0.1280228673	0.0589495978	-0.0413526462	0.049089855	0.0172589166	0.0251873461	0.1116665821	0.2075684175	-0.0603668111	0.1244929359	-0.160199593	0.0993613912	-0.0303150438	-0.222847782	-0.0229698678	0.0700987912	0.0540991719	-0.0320942271	0.0524900476	0.0032046113	-0.1581765646	-0.1070415001	0.151276289	0.1449845808	0.0077436450007724	0.0078159147834639	6.108852390237097e-05	5.996403789798738e-05	0.0892721218593806	-0.0192096019239045	0.0003690088060748	0.0079695117412761	-0.0202956539414884	0.0236321878610254	0.0005584803030988	0.0004119135689126	0.0023849371452484	-0.0007540474489434	5.687925186785587e-06	5.685875552580497e-07	0.0007012255115648	0.0001361268700386	4.917172180693155e-07	1.8530524746505912e-08	0.000188663895461	0.0001265510371123	3.5594065450519135e-08	1.6015164994211722e-08	0.0	0.0
2563.660231345295	-0.6884068338058569	0.4739039688306046	6572353.781781412	3349.6608082499483	3.0241521199545787	9.145496044625771	11220227.530325698	2461.7483131913864	0.8002077889564134	0.6403325055065119	6060204.757500636	2649.246828096917	2058.894837286459	1.01875	18.550291	0.0873247343862384	0.0504823710915074	0.0438474318	-0.0199022843	-0.146014823	-0.0819819898	-0.0048560982	0.0953058098	0.0447135523	-0.0528828982	0.0109257141	-0.0637466198	-0.0205722255	-0.0435722927	0.0319284727	0.0940676371	0.0817458157	-0.1375929817	0.0022558376	-0.0237170156	0.0077320255	-0.0750583341	-0.186424739	0.0253128639	-0.0738942384	0.0056491344	0.0076769725	0.0343763882	-0.0340405784	-0.023990315	0.0630835057	0.1548228018	0.1613329484	-0.0705341826	-0.0422601687	0.0313240906	-0.0355616857	0.0092411946	0.1369521452	-0.0147908391	0.0929623356	-0.1048349716	-0.0143473259	0.1790464221	0.0097583361	-0.0528935391	0.0940991375	-0.0957740544	-0.1883579715	-0.0548579316	0.0224207781	0.0502147709	0.0181687232	0.0443679577	-0.0772015556	-0.0568109899	0.0225111809	-0.1017267227	-0.0708160017	-0.0097567104	-0.0899382518	0.1535418062	-0.0595214404	0.0311881432	-0.0393968518	0.1458384825	0.2016870865	0.078603467	-0.0076877	0.0755523709	-0.0577683841	0.1721968811	-0.0620020085	-0.0454607723	0.0843826061	-0.0493127167	0.0039067089	0.1390842933	-0.1617411205	0.0973309433	-0.0019052265	-0.0242513478	0.1502346003	0.1408894722	0.0031684485405065	-0.0045751964602659	2.093242265002962e-05	1.003906615383777e-05	0.0908820735691762	0.0016099517097955	2.591944507873762e-06	0.0082595512962331	-0.0584699795386853	-0.0381743255971969	0.0014572791348008	0.0034187385072542	0.0029239701056974	0.000539032960449	8.549601179012066e-06	2.905565324504136e-07	0.0004162259573243	-0.0002849995542405	1.7324404755053001e-07	8.122474591728373e-08	0.0001533911977709	-3.5272697690099986e-05	2.3528859553591363e-08	1.244163202337185e-09	0.0	0.0
2561.87812707946	-1.782104265835187	3.1758956143079717	6563219.538008161	3348.341695739451	-1.3191125104972343	1.740057815350316	11211392.111427344	2460.122412896925	-1.625900294461189	2.643551767528982	6052202.286437789	2649.177303052347	2053.253598229607	0.984704	17.930365	0.0507771261803817	0.0343379213636755	-0.0268273457	0.018321313	-0.1582611206	-0.1356014347	0.0623209665	0.092257682	-0.0783750816	-0.1160068947	0.0744273952	-0.0765238671	-0.0489524508	0.0255076329	0.1158777338	0.1193718817	0.1014564207	-0.0888907289	-0.0276806057	-0.0386831452	-0.0526896166	-0.1003187984	0.0338198912	-0.0144387404	-0.100983789	0.2121433383	-0.0996372208	-0.1666890729	-0.4192795756	-0.0395021	-0.1136958171	0.0089715954	-0.0501256532	0.1426735983	0.0715910262	-0.0535171947	-0.0032940154	-0.0545554664	0.1840993066	0.0391359441	0.0785851232	-0.0760665096	-0.0170059803	0.1307942342	0.046874388	-0.0118381863	0.0494992715	-0.072972775	-0.1397658912	0.1337572811	-0.0523842775	0.20628987	-0.2178432722	-0.0181976476	-0.1648530395	-0.3125770938	0.2017141083	-0.0284476328	-0.1029083067	-0.0288335654	0.0056962017	0.1398044683	-0.0484915932	0.0661999396	-0.0609064402	0.0608889182	0.0822662542	0.0161299563	0.186063685	0.1239543083	-0.3256573206	-0.0042158377	-0.1425043123	-0.2848560557	-0.0796288058	0.12312765	0.0154987231	-0.0235332278	0.0010801349	0.0684170196	0.1432277219	-0.0058320996	0.1489877092	0.136024874	0.014659402025174	0.0114909534846675	0.0001320420119867	0.0002148980677356	0.0907382162053238	-0.0001438573638524	2.0694941134562892e-08	0.008233423880124	-0.0575250210294484	0.0009449585092369	8.929465841792345e-07	0.0033091280444384	0.0035539761133007	0.0006300060076032	1.2630746213911949e-05	3.9690756961624897e-07	0.0003158332486907	-0.0001003927086336	9.975064097852157e-08	1.0078695946790908e-08	0.0001869396179865	3.35484202156e-05	3.4946420772938564e-08	1.1254964989624787e-09	0.0	0.0
2562.794342973502	0.916215894042125	0.8394515644954105	6567914.844376983	3364.77002623922	16.42833049976889	269.8900430096368	11321677.329477882	2463.315485852279	3.193072955353728	10.195714898211389	6067923.182839649	2651.645246799448	2063.76203743404	0.915382	16.668091	0.1038807707143437	0.0796326641302706	-0.0812338	0.0075675567	-0.1599580903	-0.1316544766	0.0902489784	0.0656177874	0.0349703764	-0.0973099766	0.1033045678	0.0666489333	0.082032783	-0.1224734939	0.1431264188	0.0199239921	0.1443688034	-0.0357396988	0.0324902236	0.021481308	0.0240526373	-0.2107374056	-0.0694308377	0.0784015294	-0.1028244166	-0.0873553149	-0.0249215603	-0.1422854167	0.0399926525	0.0132526689	-0.1692406368	0.2068089047	-0.0657412523	0.2417725174	-0.0688965372	0.2145387471	-0.0987785012	-0.0991660185	0.1559007303	-0.0050153253	0.0307305202	-0.0577280127	-0.0368480415	0.0076371825	0.0081056793	0.0225037988	0.0443537502	-0.0444250747	-0.0606968609	0.1361364925	0.1329580762	0.0400882776	-0.0256309811	0.2173199761	-0.0815927017	-0.22158213	-0.0513589264	0.0576310908	-0.0754720574	0.0415817518	0.0597041996	0.1284456734	-0.0614985645	0.0164115395	-0.085798373	0.0550065432	0.1167932772	-0.0273518211	0.1300081168	0.0452502599	-0.1674449051	-0.0189365741	0.1206607925	-0.1707274776	0.02788914	-0.0392270057	-0.1277496514	0.2629369244	0.1018264376	0.1028836498	0.3736387503	0.1798982845	0.1475373187	0.1304173552	0.0073604326195635	-0.0072989694056105	5.327495438403809e-05	5.4175968347134414e-05	0.0899900528635839	-0.0007481633417398	5.59748385923409e-07	0.0080982096143906	-0.0576047249074918	-7.970387804340229e-05	6.352708175157545e-09	0.0033183043316678	0.0020429301590558	-0.0015110459542449	4.173563634779756e-06	2.2832598758398806e-06	0.000719691462387	0.0004038582136962	5.179558010327386e-07	1.631014567699663e-07	0.0001867651041487	-1.7451383780000217e-07	3.4881204127674764e-08	3.0455079583685466e-14	0.0	0.0
2563.700249285403	0.9059063119011626	0.8206662459423664	6572558.968186038	3359.6200627866	-5.149963452619886	26.522123563320537	11287046.966278238	2464.2013432708377	0.8858574185587713	0.7847433660156101	6072288.2601778	2650.6971938888746	2066.255150118476	1.096372	19.963715	0.1254144313651791	0.057585406231401	-0.1617235927	-0.0090200769	-0.0414154135	-0.0701907864	0.0931152861	-0.1087544295	0.0361190212	-0.0010781653	-0.049996565	-0.1334570655	0.1031858355	-0.1863337169	0.1329271213	-0.069452587	-0.0385443206	0.0169200636	0.1483578041	0.0763407774	0.0666937231	0.0646471434	-0.1178539353	-0.1221289328	0.070533492	-0.1687288038	-0.1305403336	-0.1112742179	0.1176722737	0.0483977989	0.1403684968	0.0464248062	0.063662244	-0.0662597705	0.0746465979	-0.0033942756	-0.0853369279	-0.1755185368	-0.0257741501	0.0306551507	0.087322761	-0.0194619527	-0.1262021763	-0.064956795	0.0999715203	0.0085490031	0.0744172651	-0.0113010972	0.1321598169	-0.0721887178	0.0115866842	-0.0029249986	0.2547946047	0.1681277465	-0.0923945595	-0.0341619747	-0.1041697384	-0.0114726673	-0.0974978622	0.1990735023	0.0025555272	0.0341425652	-0.0205166713	-0.0323168512	-0.0781758574	0.1473659275	0.062140047	-0.1760970303	0.1364553049	-0.0518181396	0.1738569079	0.0838051935	0.0951823011	0.172216975	-0.0232447272	0.0059594983	0.0043077742	0.1046044399	0.000217579	0.0796723131	0.0439149089	-0.0079094704	0.1458854101	0.124097542	0.000955389831148	-0.0064050427884155	4.102457312143341e-05	9.12769729461004e-07	0.1303592499996568	0.0403691971360729	0.0016296720774111	0.016993534060473	-0.0843972536910087	-0.0267925287835169	0.0007178395986155	0.0071228964305844	0.0023710167490988	0.000328086590043	5.621720424507042e-06	1.0764081056604365e-07	0.0002719118166174	-0.0004477796457695	7.393603601617459e-08	2.005066111655484e-07	-7.432191318217703e-05	-0.0002610870173308	5.523746779059061e-09	6.816643061873369e-08	0.0	0.0
2566.790866311442	3.0906170260391264	9.551913601642934	6588415.351379843	3355.155390642691	-4.464672143908956	19.933297352596597	11257067.695358709	2461.687979991246	-2.5133632795918857	6.316994975200879	6059907.71083338	2650.771367683481	2090.8594731463986	1.238118	22.544752	0.089850426829915	0.051313222018336	-0.0811172947	-0.1344030716	0.1183184812	-0.028172046	0.0193164752	-0.1537216358	-0.0209636246	-0.0347799599	0.0886588381	-0.254310206	-0.0044497171	-0.1122591337	0.0359349054	0.0173447367	-0.1492569652	-0.1406487264	0.1535199389	0.0277026618	0.1776257169	0.0352634351	-0.0463918739	-0.0371460409	0.1120947581	-0.0332537475	-0.2836715081	0.1718685623	0.014477365	-0.0650649234	-0.1284994137	0.220678522	-0.1577840281	-0.0317549076	0.0075436614	0.0583595112	0.0826966679	-0.0382343573	-0.1334417254	0.089452469	0.1548101648	-0.1494083524	-0.0390843063	-0.056165674	0.0479927023	-0.0083179174	0.1468233211	-0.1821596345	0.1365811987	-0.0545869363	-0.0937949208	-0.0040434151	0.1350814162	-0.0145644044	0.0394775693	-0.0602085876	0.0408431544	0.0763871837	-0.0729640452	0.179465074	-0.113338645	-0.1174735418	-0.0091284888	-0.0099392276	0.0183455824	0.1579586252	-0.0647663483	-0.2138064655	0.1153520603	0.0284783613	0.18122403	0.0694227683	-0.1749318791	0.265631738	0.0852380435	-0.1602427589	-0.1274795594	0.0637943237	-0.2551664451	0.0114053028	0.0393069865	0.1727809604	0.1440342395	0.1170999511	0.0004789559565807	-0.0004764338745673	2.2698923683520975e-07	2.2939880834413339e-07	0.1343427123015459	0.003983462301889	1.586797191057153e-05	0.0180479643485359	-0.067249052302273	0.0171482013887356	0.0002940608108686	0.0045224350355538	0.0015220016935259	-0.0008490150555729	2.3164891550957074e-06	7.208265645894546e-07	-2.420009357351205e-07	-0.0002721538175531	5.856445289667393e-14	7.406770040874518e-08	-0.0003179996253506	-0.0002436777121684	1.0112376172312197e-07	5.937882740763678e-08	0.0	0.0
