global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1446.509600756066	n/a	n/a	2092390.0250794732	1929.473986283444	n/a	n/a	3722869.863744524	1393.148398385921	n/a	n/a	1940862.459925257	1507.5988813046529	1205.3528685000545	n/a	n/a	n/a	n/a	-0.0327240366	-0.1535506344	0.0518509489	-0.0253250337	-0.0684571387	0.0425570428	-0.0250673456	0.1769899546	-0.0394804828	0.0384688449	-0.0286425376	-0.0401703897	0.0724015195	-0.1622485918	0.0529220093	-0.0920034236	0.0715243554	-0.0677193566	0.0224732079	-0.0549352448	0.1100405062	-0.0292029249	0.1085573008	-0.095701806	0.0392909741	-0.2117317102	0.19085298	-0.0126315724	0.0209654409	-0.0559572375	0.0025207138	0.0442947619	-0.0005287375	0.0263389118	-0.1677991122	0.1321636861	-0.0313619823	0.0596639734	-0.0097379203	0.0264306986	-0.0335218513	0.0422207298	-0.1430919478	0.0717434822	-0.0208827125	0.073562675	-0.1262248885	0.047172842	-0.1590616254	0.0969996089	-0.0653327738	-0.0406641877	0.0108844649	-0.012376595	0.0122416401	-0.0950204024	0.0315627665	-0.002069387	0.1649761764	-0.0615042381	0.0177100669	-0.0886067846	0.141921454	0.1245060856	-0.1610267472	0.1545852588	-0.1196805406	0.034548094	-0.1007005082	0.0118582296	-0.0136512861	0.1639900294	-0.0454278483	0.0028205684	-0.1664856326	0.153366806	0.1532882396	0.0076626940923318	n/a	n/a	5.871688075265666e-05	0.0502269997977435	n/a	n/a	0.0025227515086825	-0.0981000049789386	n/a	n/a	0.0096236109768677	-0.0010309979324016	n/a	1.0629567366163742e-06	n/a	3.034905660115328e-11	n/a	9.210652365800054e-22	n/a	1.8790498497456287e-10	n/a	3.5308283378290696e-20	n/a	0.0	0.0	0.0	0.0	0.0	0.0
1447.4887012777992	0.979100521733244	0.9586378316583106	2095223.5403268896	1928.2963982906067	-1.1775879928372888	1.3867134808745545	3718326.999660526	1392.1656032078702	-0.9827951780507648	0.9658863619998342	1938125.066755133	1506.9963055243586	1216.7236723479923	0.88624	16.847816	0.0832182566000658	0.0383865979990567	-0.0067130565	-0.1470230242	0.0712991194	0.0204385404	-0.0654332507	0.0731814049	-0.0819222491	0.1424750734	0.0725859257	0.060672419	0.077885275	-0.0176497538	0.0722396925	-0.2261816186	-0.0060147469	-0.0070485582	0.0284403986	-0.0936560165	0.002186173	0.0502397866	0.0884068233	-0.0563446677	0.2275566817	-0.0119613315	0.1647392186	0.020822482	0.0337625156	-0.0690710252	0.0625654467	-0.0722140729	0.0249674552	-0.0502120714	0.0182682637	0.0150611999	-0.215836619	0.0575449592	-0.0122705076	-0.0165931805	-0.0043723428	0.0660260253	-0.0972971924	0.0585141399	-0.0630633743	0.1323817342	0.1227923995	0.0029194908	-0.1089325759	-0.0843106936	-0.2105715255	-0.0155550541	0.0464890191	-0.0382236762	0.0131179937	0.0056267106	0.0589309656	-0.0990746167	0.0899989492	0.0278739491	0.1301521603	-0.033909816	0.0989683298	-0.0058807889	0.1816070139	0.0944089232	-0.1205994222	0.0775097555	-0.0581916178	-0.0199881069	0.0038759159	-0.0235595592	-0.0238102056	0.1722602785	0.0295677234	-0.0631964109	-0.1657278848	0.1531573254	0.1524510324	0.0209151382400989	0.0132524441477671	0.0001756272758896	0.0004374430076024	0.0338252598917847	-0.0164017399059588	0.0002690170719427	0.0011441482067467	-0.1160237297038833	-0.0179237247249447	0.0003212599080155	0.0134615058543997	-0.0012700052748601	-0.0002390073424585	1.612913398172478e-06	5.7124509749074695e-08	0.0004729998171162	0.0004729997867671	2.2372882699195865e-07	2.2372879828176314e-07	8.000151072467447e-07	7.998272022617702e-07	6.400241718230205e-13	6.397235534778906e-13	0.0	0.0	0.0	0.0	0.0	0.0
1447.146219463666	-0.3424818141331798	0.1172937930119539	2094232.1805079808	1918.673713574569	-9.622684716037613	92.59606114426384	3681308.819162027	1392.402764118893	0.2371609110227837	0.0562452977171567	1938785.4575259332	1499.3892072551405	1212.0746785143351	1.074397	20.424768	0.1635046577601169	0.0817500007978416	0.0313996567	-0.1270683171	0.0941958604	0.196342706	-0.268124638	0.1736198358	-0.0916564266	-0.0003746842	-0.0530967583	0.1866228464	0.0705618057	-0.0424570889	0.0859500069	-0.1379942851	-0.0804153573	-0.1011915242	0.1308233485	0.0362217905	-0.1395886925	0.2623564462	-0.0990540107	0.2394250872	0.1884803958	0.0037960753	0.1358364276	0.0834726546	0.130126141	0.1555029816	-0.0037062002	0.2337932227	-0.0003990859	0.0606572408	-0.1246431263	-0.1760345507	-0.2110819117	0.051520802	0.2151518955	-0.1164391831	0.0270334962	-0.0735036565	-0.139208353	0.2404545809	0.2101068428	-0.086885982	0.2287494826	0.2220068731	0.0784005991	0.1091473874	-0.1513549979	0.025501094	0.1979665372	-0.0617819393	0.0388322818	-0.0100196198	-0.0287337099	-0.0278241986	0.1333459891	0.1262655767	0.1022653812	0.1250750048	-0.0804279689	0.0767813634	0.0559992603	0.1864692988	-0.1280324739	0.0092830909	-0.0002180753	-0.148108037	0.4225858423	0.0770037879	0.0516758165	0.2465876944	0.0405992431	-0.1113596608	0.0598251984	0.1527386503	0.1507811905	-0.0038699677259614	-0.0247851059660603	0.0006143014777488	1.4976650199982853e-05	0.0160146481928791	-0.0178106116989055	0.0003172178890891	0.0002564689567416	-0.0524127120515842	0.0636110176522991	0.0040463615667611	0.0027470923846022	-0.0009280001976957	0.0003420050771644	8.611843669232582e-07	1.1696747280622721e-07	-0.0003300001156427	-0.0008029999327589	1.0890007632419539e-07	6.44808892010798e-07	-1.5342382649177538e-07	-9.5343893373852e-07	2.35388705353784e-14	9.090458003684462e-13	0.0	0.0	0.0	0.0	0.0	0.0
1452.0217500028775	4.875530539211468	23.770798038783667	2108367.162481419	1932.4416353508616	13.767921776292496	189.55567003810916	3734330.674037512	1391.8995133520853	-0.503250766807696	0.253261334292534	1937384.255269772	1505.7361313107965	1234.016528060525	1.24438	23.656227	0.1123065922618862	0.0699143192043644	0.089316745	0.0226791703	0.0035423964	0.1130823203	0.0671842132	-0.0622032139	0.2476215975	-0.0101680343	0.0335468674	-0.0616628453	-0.1078212141	-0.0138388174	-0.0065256546	0.0594515026	-0.077304388	-0.0324913967	0.1461885657	-0.0433370842	0.0058093357	0.0243460877	-0.0804948628	-0.0635883184	0.0122938421	-0.0597583665	0.1586973726	-0.1216335155	-0.0797449771	-0.1020265407	0.0421711439	-0.0475027673	-0.0113793509	-0.029532755	-0.0243987353	-0.0669840427	0.0887214493	-0.1219937381	0.068163016	0.2128138157	0.1273414007	-0.0056353352	-0.1022551504	-0.0256402523	-0.1004351961	-0.0176165631	-0.0132520304	0.009925658	0.0127064218	-0.0811551064	-0.194363456	-0.1762211613	-0.0224257407	-0.0279114604	0.0410606998	0.0466033656	-0.0327138331	0.0210653012	-0.0715251575	0.0194245391	-0.0022201693	0.1741608125	-0.0906816478	-0.0296500589	0.0716734943	0.147438175	-0.1471909252	0.2232434566	0.0189027811	-0.0111209493	-0.0345679036	0.054756446	-0.0341218876	-0.026457292	-0.0476408989	0.1260241866	-0.1459523996	0.1521113526	0.148287834	0.0059300873894727	0.0098000551154341	9.604108026554608e-05	3.516593644678315e-05	0.0492462753728943	0.0332316271800152	0.0011043410450315	0.0024251956381029	-0.1124355469776361	-0.0600228349260518	0.00360274071256	0.0126417522241602	-0.000865000251195	6.299994650069997e-05	7.482254345674131e-07	3.968993259091058e-09	-0.0004519997674639	-0.0001219996518212	2.043037897874197e-07	1.488391504449403e-08	-1.9532631229216306e-07	-4.190248580038768e-08	3.815236827365561e-14	1.7558183162516908e-15	0.0	0.0	0.0	0.0	0.0	0.0
1453.7465646945295	1.724814691652	2.974985720538584	2113379.074361146	1936.596513081966	4.154877731104307	17.263008960426472	3750406.054481229	1393.5319867201254	1.6324733680401096	2.664969297360219	1941931.39801214	1508.3620236299912	1251.9247922953327	1.095645	20.828701	0.0329848276979593	0.0150829994019543	0.0714665329	0.1169028863	-0.0867597905	0.0945760466	0.0265335204	-0.0866849032	0.0266530778	-0.0130153649	-0.1938066533	0.0569994566	0.0860759306	-0.0621648081	-0.0061327568	0.1578801071	-0.0196427302	-0.1002465615	0.0063907593	-0.0371658387	0.1642635183	-0.0268635667	-0.076758115	-0.1373981422	0.0547014193	0.0100416939	0.1012984115	-0.0207102362	0.0526749672	-0.0089071843	-0.05580697	-0.001329799	-0.0379093353	-0.0344994497	-0.0864564383	-0.0612136136	0.1528492966	0.0556312306	-0.0533206985	0.0872210377	0.0478400576	0.1139260747	0.0304181461	0.048633954	0.0680139485	0.0896353468	0.104259333	-0.1371890204	-0.02507766	0.0027302606	-0.0869129592	0.0375811596	0.129811124	-0.0317149138	0.0367416266	0.0390960188	-0.0421258078	0.0564922771	-0.1329066321	-0.1100154615	0.0257937961	0.0379830858	0.0160972841	-0.0414327289	0.0755573827	-0.022392853	0.0232241078	0.1937887269	-0.1324686544	0.1645622879	0.0097562731	0.1050396913	-0.016688347	-0.0354258987	-0.0495112098	0.0940918269	0.0571174895	0.151276289	0.1449845808	0.0042004596363511	-0.0017296277531215	2.991612164368474e-06	1.764386115661482e-05	0.0427526486609934	-0.0064936267119008	4.2167187873512826e-05	0.0018277889675303	-0.1070042438749396	0.0054313031026964	2.9499053393360503e-05	0.0114499082072475	-0.0009810335211526	-0.0001160332699576	9.624267696250691e-07	1.34637197370533e-08	-0.0003639107390782	8.80890283857e-05	1.3243102601644177e-07	7.75967692193666e-09	-0.0001826784305738	-0.0001824831042615	3.3371408996906665e-08	3.3300083340916346e-08	0.0	0.0	0.0	0.0	0.0	0.0
1448.4529273027	-5.293637391829634	28.02259683617685	2098015.8826117604	1941.061904031124	4.465390949158064	19.93971632882275	3767721.315280933	1391.2952706780231	-2.2367160421022163	5.002898652997404	1935702.5302110335	1507.2636683482715	1234.8745897397137	1.044493	19.856281	0.1105952980416894	0.0587974320114331	-0.0126238249	0.1464984205	-0.1211269294	-0.0219259599	-0.0606895498	-0.1447648391	-0.1163424062	-0.0958009368	-0.0677210756	0.0407642368	0.032694189	-0.0523407399	0.0103687901	0.1118306	-3.68592e-05	0.065790136	-0.1580243649	0.0116084103	0.0605031102	-0.0581534767	-0.0072361838	-0.0076551065	-0.0142604326	0.1137691662	0.0700472895	0.3133390236	-0.1101087895	-0.0746589634	0.0084561657	-0.0533976407	0.0409890608	-0.0641042997	-0.0711509894	0.0671798463	0.1223194346	0.0371720284	-0.0752128321	-0.1145946279	-0.0795532283	0.0596071712	0.0478487619	0.0585908454	0.0869615159	0.083129245	0.1395003449	0.0211106266	-0.0076849742	-0.0005989794	0.1582660726	-0.0335869584	0.1563799321	-0.0584191266	0.0003624442	0.0024559181	-0.0371702515	0.1120465813	-0.1178179892	-0.0770539169	-0.0254922666	0.0102728738	0.0370720559	-0.0253261856	0.0905932065	-0.0853686874	0.1929964786	0.030843659	-0.1032891697	-0.0142916517	0.0725922807	0.0189614103	0.11738195	0.0243905047	0.044894734	-0.0052920341	0.0141725526	0.1502346003	0.1408894722	-0.0003892980714965	-0.0045897577078476	2.106587581674646e-05	1.5155298847089406e-07	0.0052743206931609	-0.0374783279678325	0.0014046250672644	2.781845877430528e-05	-0.0725237427033747	0.0344805011715649	0.0011889049610422	0.0052596932557052	-0.0014190018021898	-0.0004379682810372	2.013566114617901e-06	1.918162151946798e-07	-0.0004250000509087	-6.108931183049996e-05	1.806250432723976e-07	3.731904019924063e-09	-8.017995526121962e-07	0.0001818766310211	6.42882522569118e-13	3.307910891161729e-08	0.0	0.0	0.0	0.0	0.0	0.0
1446.0958487312198	-2.357078571480088	5.555819392130611	2091193.203717667	1933.088879452938	-7.973024578185914	63.56912092435667	3736832.615864616	1389.7415302975078	-1.5537403805153644	2.4141091700440294	1931381.5210336584	1506.088267103268	1212.2966876767152	0.8607869999999999	16.363943	0.0386047567301282	0.0334622815588313	-0.0608283306	0.1244360129	-0.1281646738	-0.0946028341	-0.024725765	-0.0442132204	0.0264132142	-0.1251539685	-0.0682299282	-0.0588267746	0.0211243022	-0.021444815	0.0388759107	0.160957492	-0.0219787675	-0.0724605215	-0.0860875206	0.0498797648	-0.0315268843	-0.0035474162	-0.0674267994	0.0814034036	-0.0033575636	0.1268992567	-0.0722633681	0.0985201769	0.025232521	0.0386224751	0.2455068815	-0.0753038714	0.1007592336	-0.1030128379	-0.0533130957	0.0402433726	0.1513188308	0.0699632035	0.0289679154	-0.0261405096	-0.076524328	0.019929732	0.054097295	0.0874947102	0.0984261848	-0.0608499256	0.0341656063	0.1231939499	-0.0090284828	0.0594264034	0.1059274531	-0.0515330173	0.0001262813	-0.0706646173	-0.0232695132	-0.0224608532	-0.0503103824	0.1442921929	-0.1126778627	-0.0649761487	0.0189398928	0.0171779344	-0.0137728278	0.0126839801	-0.0495743616	0.0030322466	0.2422462617	-0.0183444966	-0.0235918484	-0.0949480991	0.093002554	-0.1095040838	0.1024927653	0.0097968008	-0.0198770212	0.0308285642	0.077766395	0.1489877092	0.136024874	-9.790326541292416e-05	0.0002913948060835	8.491093301248478e-08	9.585049378513473e-09	0.005289408417596	1.5087724435100015e-05	2.2763942862951408e-10	2.7977841408135423e-05	-0.0393039233532732	0.0332198193501014	0.0011035563976533	0.0015447983909599	-0.0014380155680066	-1.9013765816799965e-05	2.0678887738293447e-06	3.615232905361108e-10	-0.000418944042472	6.056008436699958e-06	1.7551411072278096e-07	3.667523818538107e-11	-7.73011222892743e-05	-7.64993227366621e-05	5.975463507181341e-09	5.852146379167988e-09	0.0	0.0	0.0	0.0	0.0	0.0
1446.70674832728	0.6108995960601078	0.3731983164664029	2092960.415655692	1929.13880168422	-3.9500777687180735	15.60311437892076	3721576.516163628	1388.3145822874258	-1.4269480100820149	2.036180623477021	1927417.3793919096	1504.0795700485642	1203.495498030153	0.979905	18.628437	0.0380322031711855	0.0212458411936189	-0.0459708578	0.0644212121	-0.0894939298	-0.0639336481	-0.0054127053	0.0288643652	0.0590360313	-0.0245645142	-0.1789471822	-0.1654376565	-0.0587968772	-0.0345681796	0.0791315953	0.0962918323	0.0637186033	-0.1985066793	-0.0991681413	-0.001110491	-0.0807189101	-0.0843505445	0.0184289073	-0.0494586059	-0.2195778423	0.0091394925	-0.1340462251	0.0203019187	-0.0940242576	0.1485050045	-0.0006287362	-0.1498552844	0.0417662334	0.0610301192	-0.04423002	-0.0375209619	0.0818116409	0.190052589	0.0142191632	0.0405184047	-0.0790006721	0.000307145	-0.0229904637	-0.0073203528	0.0065372953	-0.1510877265	-0.102063644	-0.0895944793	0.0700959721	0.1235975206	0.1442547197	-0.1104546151	-0.1065592902	-0.0624735568	-0.0174101181	-0.0268607717	-0.0619937198	0.0563118714	-0.0892843177	-0.0960472988	0.1606042911	-0.0268479637	-0.0888735914	-0.0042544775	-0.115722956	0.0282019105	0.0761209168	0.0292078081	-0.0164031764	-0.0653682433	0.0758047328	-0.1198953239	0.0745040146	-0.0984943801	-0.1946457349	0.0772815762	0.1721943667	0.1475373187	0.1304173552	0.0029553265492552	0.0030532298146681	9.322212301178346e-06	8.733955012732647e-06	0.0051519530010182	-0.0001374554165777	1.8893991546576508e-08	2.654261972470044e-05	-0.0573704136968515	-0.0180664903435783	0.0003263980733346	0.0032913643677478	-0.0012970463038619	0.0001409692641446	1.6823291143618164e-06	1.9872333433498186e-08	-0.0003728536939429	4.609034852909999e-05	1.3901987708686578e-07	2.1243202275339103e-09	-0.0002257420615427	-0.0001484409392534	5.095947834954816e-08	2.2034712446439216e-08	0.0	0.0	0.0	0.0	0.0	0.0
1450.5166951272276	3.8099467999477374	14.515694618432011	2103998.682842815	1927.4882702257075	-1.6505314585124324	2.7242540955391776	3715211.0318576894	1392.3034040424186	3.988821754992841	15.910698993104171	1938508.7689081065	1508.070801179429	1212.9173609813831	1.192096	22.662275	0.0591541295339129	0.0298127717529479	0.0025554976	-0.1534982159	0.0459062655	-0.0421967573	-0.0129418713	0.0641390557	0.0615077911	0.248298686	-0.1161889445	-0.0363201921	0.0274512863	-0.055288955	0.0710397227	-0.12234809	0.0945537113	-0.1400646514	0.0108638156	0.0062025394	0.1027582423	-0.0223436955	-0.0452261501	-0.054783212	0.0720329814	-0.1283816055	-0.0143804756	0.0434415497	-0.0167417024	0.0094709697	0.1572137142	-0.0230428994	-0.0308914913	0.155707374	-0.0112073038	0.050700179	-0.1154011552	0.1614047696	-0.0365921697	0.1315405747	-0.0256197277	0.040257621	0.0902359972	0.0013413187	-0.0700637876	-0.0033885695	-0.1437160335	0.0419190637	-0.1346297758	0.1939575596	-0.0912615115	0.0885982463	-0.1778701592	-0.0423348902	0.0007338909	-0.0200389717	0.0202369215	-0.1052048538	0.018031812	-0.0419475792	0.1876685358	0.0117893833	-0.0390918458	-0.1002057055	0.0748540016	0.0437776618	0.0069678226	0.0201917417	0.0081580722	-0.0395390938	-0.2241342383	0.0061301621	-0.0459662632	-0.0584567473	-0.1121789461	-0.0165022239	0.1279867046	0.1458854101	0.124097542	0.0033637831814985	0.0004084566322433	1.6683682042353845e-07	1.1315037292132169e-05	0.0227824527063091	0.0176304997052909	0.0003108345198582	0.0005190401513152	-0.0713150441367602	-0.0139446304399086	0.0001944527181056	0.005085835520228	-0.0009940447443289	0.000303001559533	9.881249537279082e-07	9.180994507943017e-08	-0.0002528278548139	0.000120025839129	6.39219241697985e-08	1.4406202058620593e-08	-0.0003461255180101	-0.0001203834564674	1.198028742177601e-07	1.4492176591038396e-08	0.0	0.0	0.0	0.0	0.0	0.0
1448.4421637880018	-2.074531339225814	4.3036802774300495	2097984.7018388687	1936.0289528586648	8.540682632957214	72.94325983689697	3748208.106307018	1395.5251310106737	3.2217269682550977	10.379524657982184	1947490.391282358	1510.074167384906	1209.067354571796	1.001966	19.047825	0.0639459498334018	0.0315691690793641	-0.0148564906	-0.1040263451	0.0312987266	0.0158620392	-0.0734178805	-0.0110360426	-0.0746384702	0.1155284111	0.0083223571	0.0199071462	-0.0421783808	-0.0235644044	0.0717686547	-0.1018133105	0.0824251563	-0.0115422632	-0.0874167453	-0.095711042	-0.0656390477	0.1257004464	-0.053625069	-0.0387662632	0.0299523594	0.0753698553	0.0256754624	0.0473848713	-0.070398794	0.0037850447	-0.169898875	0.1630900371	-0.0494506105	0.1540680685	-0.0106880708	0.0336513947	-0.1358017276	0.1294507851	-0.0370914622	-0.064082916	-0.0109986311	0.0557605315	0.0193248904	-0.117081006	0.0974185883	0.0275993548	-0.1490895219	0.0052783998	0.1137483633	-0.0956750255	-0.0094967265	-0.0110385172	0.0446191599	-0.0459739282	-0.0068474043	-0.0064799194	0.0346536072	-0.0798119182	0.0711320743	-0.0499426815	0.2134135207	-0.0342322795	-0.0121603954	0.066057791	0.0844243036	-0.1382069023	0.1239920713	-0.1345330736	0.033024774	-0.0125102467	0.0021811386	0.0130814917	0.0164868174	-0.0122208843	-0.0104743548	-0.0476151451	-0.1443735709	0.1440342395	0.1170999511	0.003381891652296	1.810847079750013e-05	3.27916714623915e-10	1.1437191147869367e-05	0.0128025752898537	-0.0099798774164554	9.95979532474765e-05	0.0001639059340523	-0.0503130925206676	0.0210019516160925	0.0004410819716846	0.0025314072789932	-0.0007200005255827	0.0002740442187462	5.184007568393643e-07	7.510023382821516e-08	-0.000214000224407	3.882763040690001e-05	4.579609604624637e-08	1.507584883014826e-09	-7.71205620736363e-08	0.000346048397448	5.947581094553589e-15	1.1974949337634726e-07	0.0	0.0	0.0	0.0	0.0	0.0
