global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
1382.396901576864	n/a	n/a	1911021.1934893136	1636.8491043776608	n/a	n/a	2679274.99050195	1340.8062273590258	n/a	n/a	1797761.3393247435	1413.42009423115	1109.189296483567	n/a	n/a	n/a	n/a	-0.0741201187	0.0236162532	0.0520501658	-0.0783046633	0.06047333	-0.0598476465	-0.050689336	-0.0879560681	0.0119897526	-0.007424008	0.0276519095	-0.0765058659	0.136225729	-0.0631578046	-0.0948813282	-0.0750619019	0.0372959686	-0.0703925981	-0.029170926	0.0712554224	-0.0621690626	0.005540924	-0.1418451947	0.0962118648	-0.0178947981	0.2425423375	-0.156717832	0.0601050043	-0.0878668273	0.128310987	-0.0795145972	0.0292890327	0.0545592662	-0.0346236457	0.0857232772	-0.0753676741	0.074322452	0.0424525704	-0.0516425943	0.0001986497	-0.1767820898	0.0642242909	-0.028572759	0.1428306005	-0.070575766	0.0504276927	0.1142396215	-0.1021253972	0.0295831888	-0.0159768659	0.0615268422	-0.0605996305	0.0641852928	-0.0541345413	0.060164519	-0.0235108979	0.0728011084	-0.0832450893	0.0471926118	-0.093363648	0.0117491691	-0.0092035482	0.0845469241	-0.0704407048	0.2498436241	-0.2703911918	0.0343013944	-0.16392315	0.153366806	0.1532882396	0.0381119468132595	n/a	0.0014525204898967	n/a	-0.2315207427064649	n/a	n/a	0.0536018543033531	0.1884126315789203	n/a	0.0354993197384939	n/a	-0.0041481708181921	n/a	1.7207321136900512e-05	n/a	0.0008758999387386	n/a	n/a	7.672007026822832e-07	0.0014963219283361	n/a	n/a	2.2389793132194644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1383.5326804041	1.1357788272359812	1.289993544397541	1914162.6777461527	1634.3720284901308	-2.4770758875299634	6.135904952582356	2671171.9275109447	1343.7316246672049	2.925397308179072	8.55794941070136	1805614.6791307656	1412.2132864621087	1097.5936799040846	1.227782	32.320408	0.4669943178072577	0.2636036823296479	-0.1056288711	-0.013089076	0.0878228579	0.1241526899	0.0007904116	0.0198262145	-0.0255044767	-0.0604902077	0.0774060502	-0.0862993283	0.0067197549	-0.0081335423	-0.0902521111	0.0320608468	-0.083115455	0.0631746247	-0.0089002033	0.0357023164	0.0344100987	0.2339966525	0.0420515915	-0.0368048415	-0.0205208714	-0.1632395092	-0.0232781251	-0.1181688816	0.1430177362	-0.0260609043	0.1841625361	-0.1710478011	-0.0951192525	-0.024651614	0.0391707075	0.0491553591	-0.1289638186	-0.0470595935	-0.1238641537	0.0045385269	-0.0826279357	-0.0054844053	-0.1827027597	-0.0719845831	-0.0562784458	-0.0590312207	-0.0999928882	0.1586033629	-0.0394632143	0.0147354434	0.0601300624	0.0300436776	0.0044734617	-0.0203977193	0.1425037042	0.177935211	-0.0871649749	-0.0016523732	0.1439241732	0.1142236609	-0.0263949463	0.0105137257	-0.0500032678	0.0309431517	0.0369945712	0.0178101528	0.1307125038	0.0619388832	-0.1512293784	-0.0041169883	0.1531573254	0.1524510324	0.0556684927731225	0.0175565459598629	0.0030989810876311	0.0003082323060407	-0.3047861302531913	-0.0732653875467264	0.005367817012372	0.0928945851947152	0.2553531241838129	0.0669404926048926	0.0652052180304337	0.0044810295501856	-0.0085520873297645	-0.0044039165115724	7.31381976959185e-05	1.9394480640900023e-05	-2.0181450441913995e-05	-0.0008960813891805	8.029618560356797e-07	4.0729094193943056e-10	0.0023809618614987	0.0008846399331626	7.825878113459296e-07	5.668979385911355e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1386.8129088447324	3.280228440632527	10.7598986227345	1923250.044138388	1629.7912322483703	-4.580796241760481	20.98369420852695	2656219.4607136613	1347.5406272504583	3.8090025832534593	14.508500679231526	1815865.7420905584	1412.5444911943678	1117.4104867433607	1.098781	28.92457	0.4638824415162373	0.2274561549288833	-0.1126039417	-0.0250062539	0.1208581697	-0.1223362444	0.0367500782	-0.0309821761	0.0344928497	-0.1432551901	0.0651493039	0.0547994455	-0.0124909057	-0.0095051691	0.0362024047	-0.0972272884	-0.0126339495	0.1741989127	-0.0157961989	-0.0092552312	0.0315765607	0.0117794884	0.163865983	-0.1813523987	-0.0578084217	-0.0371596247	0.1172458286	0.126310344	0.1797065075	-0.1519620349	-0.0224243348	0.0270587808	-0.078033683	-0.0884120653	0.0565711443	-0.0621884335	-0.0049320441	0.0224624037	0.1143564392	0.0086693598	-0.044438134	0.0291230994	-0.073504982	-0.2336679794	-0.025202395	0.0038058439	-0.1222055704	0.1778705752	-0.1370525671	0.1081576788	0.0806259133	0.0767670877	-0.0540770766	0.0621802941	0.3227482492	0.1032482819	0.1220857012	0.0313989939	0.0268532921	0.0250827088	-0.1538716778	0.1211188916	-0.0472717465	-0.03669467	0.0448165668	0.1423582431	-0.0561683587	0.0746056984	0.0329822523	0.0071092023	0.1527386503	0.1507811905	0.0781498664231321	0.0224813736500096	0.0061074016219533	0.0005054121611913	-0.3722526026068493	-0.0674664723536579	0.0045517248918468	0.1385720001475728	0.375107806087307	0.119754681903494	0.1407058661876327	0.014341183837807	-0.0109303413372204	-0.0023782540074559	0.0001194723617481	5.6560921239800496e-06	0.001980200593044	0.0020003820434859	4.00152831990088e-06	3.9211943886918085e-06	0.0030859240827384	0.0007049622212397	4.969717333752119e-07	9.522927444424835e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1384.0054128081445	-2.8074960365879638	7.882033995457123	1915470.9826822423	1624.0914336643862	-5.699798583984148	32.48770389798769	2637672.984902041	1344.3530771266148	-3.1875501238434936	10.16047579201467	1807285.195979798	1412.375387185218	1094.74350729654	0.998159	26.275763	0.3316617820217357	0.1636046612293227	-0.1434077861	0.025777285	0.0952327965	0.0114715876	0.1360853961	-0.0531797485	-0.0330528571	-0.129701496	0.0039671648	-0.0249220976	-0.0904532834	0.0200181101	-0.1106361457	-0.0761289744	-0.0756106136	0.0445329978	0.0051507693	0.1060208668	-0.0022930284	-0.0300424197	0.0528323363	-0.0136396588	-0.0184541185	0.0877567923	-0.0024059998	0.0561825137	0.1455932519	0.1034894093	-0.0599241242	0.1298990596	-0.0916121851	-0.0208630298	0.0018221607	-0.0748864214	-0.0284594706	-0.0245897907	0.1205422954	0.0021206813	-0.0219683448	0.0572011142	-0.1830640151	-0.1397612595	0.0331540086	0.0275205541	-0.1176690503	0.1438180395	-0.0857848314	0.0569820738	0.0386859996	0.0286360418	0.044779744	-0.0104580329	0.3007004875	0.1214666847	0.03634072	0.0676187317	-0.0271700151	0.0766268475	-0.0676243284	0.0867037262	-0.1156941737	-0.0279364058	-0.0416570006	0.0696008133	-0.0194872053	-0.0792149963	-0.0497842785	0.022579632	0.1521113526	0.148287834	0.0465777828953548	-0.0315720835277772	0.0021694898594468	0.0009967964582849	-0.3017999844864931	0.0704526181203561	0.0049635714000127	0.0910832306360474	0.3600112750571398	-0.0150965310301671	0.1296081181682676	0.0002279052491448	-0.0086917088982051	0.0022386324390153	7.554580357113771e-05	5.011475197011593e-06	0.0012066665368304	-0.0007735340562136	5.983549361222648e-07	1.4560441311062709e-06	0.0018072795910986	-0.0012786444916398	1.6349317360008031e-06	3.2662595204015225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1383.658921709348	-0.3464910987963776	0.1200560815451211	1914512.011625876	1642.476865875587	18.38543221120085	338.0241175926618	2697730.254936491	1339.0906399348594	-5.262437191755453	27.693245197171017	1793163.7419611511	1412.6713816849226	1084.9779330101765	0.918321	24.174086	0.1715928298842678	0.0941600151372697	-0.1220983591	0.0276971673	0.0713743867	0.0700354003	0.1335667304	0.0118488688	-0.0482156664	-0.0785363194	0.0979397392	-0.0684907445	0.0731151084	-0.0045262098	-0.1531404901	0.0444582621	-0.1340324876	-0.0179586912	-0.0201306748	0.0073525539	-0.0830529107	-0.0352873348	-0.1329121575	0.0971913724	-0.0112803349	-0.067287944	0.0649773359	-0.0433389084	0.3107591003	0.0081348181	0.1276487254	0.0352925337	-0.1155245149	0.0286952356	0.0065516034	0.0402464891	-0.1011168134	0.0913991402	-0.0148275686	0.0215436414	-0.0517724338	-0.0353832066	-0.1979722003	0.0040624124	-0.151203255	0.0444496666	-0.1083072978	0.1167683336	-0.0590302148	0.0145854521	0.0221192058	-0.0407780889	0.0557602467	-0.0035843787	0.1630428183	0.1180209812	-0.0010573241	0.0886903912	0.0141141883	0.0961810667	-0.0216346902	-0.0175242154	-0.1676437797	0.0267189988	-0.1430030256	0.0462332437	-0.0300935716	-0.0801366329	-0.0995336776	0.1151358715	0.151276289	0.1449845808	0.0377509835389133	-0.0088267993564415	0.0014251367581553	7.791238687887615e-05	-0.275263175831725	0.026536808654768	0.0007042022135797	0.0757698159689671	0.29581391112945	-0.0641973639276898	0.0875058700177021	0.0041213015352642	-0.0085831605781921	0.000108548320013	7.367064551103093e-05	1.1782737777644754e-08	6.305454152433221e-05	-0.001143611995306	1.3078483958079251e-06	3.9758752068437345e-09	0.0016188027475103	-0.0001884768435882	3.5523520569008445e-08	2.6205223353468964e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1384.785849317502	1.126927608153892	1.2699658340194515	1917631.8484699952	1637.506752785672	-4.970113089915003	24.70202412654446	2681428.365418676	1346.6007131224903	7.510073187630951	56.40119928357331	1813333.4805819995	1415.41895726784	1092.4602875376856	1.148914	30.244274	0.4780542638108879	0.2160494381486277	-0.0885861884	7.09295e-05	-0.0865920102	0.0019645128	-0.2013173941	-0.018708564	-0.0012898396	-0.1057726396	0.0709094464	0.0905092143	0.1048139845	-0.038893014	-0.0761500381	0.0980547161	-0.0345251356	0.1083180855	-0.0520981162	0.0346582181	0.0153451999	-0.1094341872	-0.0858257153	0.0052986433	0.1862428878	0.0460152444	0.1314765319	-0.0631466116	-0.0239361362	-0.0641659388	-0.0789487136	-0.1291725025	-0.0853417091	-0.0608131129	-0.0005664059	-0.0059196549	-0.0521727076	0.0271612897	-0.1526594297	0.0953337171	0.1157168534	-0.0274026145	0.1299586787	-0.0233568315	0.0333539981	-0.0803478323	-0.0849429692	0.0669888343	0.0627199909	-0.0109289871	0.0001860929	0.0515202805	-0.0056580677	0.0321739079	-0.2634839825	-0.0470781247	0.1432878931	0.1004806704	-0.0308526829	0.0840188971	0.1780268082	0.1407308635	0.081466083	-0.0511273362	-0.0936640736	-0.0973692817	0.0839798445	-0.150053215	-0.1865260137	-0.1157530618	0.1502346003	0.1408894722	0.0844132298099964	0.0466622462710831	0.0071255933669552	0.0021773652270632	-0.1587201579245345	0.1165430179071904	0.0135822750229157	0.0251920885315891	0.207390633882369	-0.0884232772470809	0.0430108750221308	0.0078186759591141	-0.0063541305682074	0.0022290300099846	4.037497527782769e-05	4.96857478541239e-06	0.0010923360743437	0.0010292815328193	1.0594204738029872e-06	1.1931980993126052e-06	0.0028890056524169	0.0012702029049066	1.613415419633165e-06	8.346353659696798e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1382.2430538236904	-2.5427954938115818	6.465808923348486	1910595.8598438413	1626.367821125502	-11.1389316601701	124.07579852993985	2645072.2895925124	1342.08658774605	-4.514125376440234	20.37732791422168	1801196.409007836	1410.0220630816168	1098.2218715005783	1.109942	29.218376	0.2911279447626516	0.1518077212011167	-0.101125884	0.0385228721	0.0684901394	-0.1804790913	-0.0748127273	0.0722001313	-0.0412904334	-0.0955473669	0.0801142157	0.0591559173	-0.0238153717	-0.0274675784	-0.0611013178	-0.0552947498	-0.0653739423	0.1248410456	-0.0082991934	-0.0050014348	-0.022760099	-0.1354561837	0.2134449326	-0.1520126529	-0.0102754401	0.1457319008	0.0210843849	-0.0322282669	0.054581811	0.1377516112	-0.1035453707	-0.0433426607	-0.1158684531	-0.0467194439	0.0165687107	-0.1378855313	0.0355674647	0.1352279732	0.0743530618	0.0433958805	0.0229704508	-0.0972406765	-0.0102646048	-0.1490939998	-0.0978854865	0.0367967231	-0.1155641685	0.0520149367	0.0134293532	-0.0148029948	0.0308257238	0.1236377486	-0.0170905951	-0.0602133475	-0.1013703017	-0.0511962083	0.1539527243	0.1092450709	-0.2374859682	0.0087443105	0.0874270835	0.097103847	0.2132793783	-0.0650000581	0.008835723	-0.1244270751	-0.0128263774	-0.0720679477	-0.169828105	-0.0211405796	0.1489877092	0.136024874	0.0944625900198019	0.0100493602098055	0.0089231809132491	0.0001009896406264	-0.1952311537050945	-0.0365109957805599	0.001333052812888	0.0381152033770222	0.3371739990364801	0.1297833651541111	0.1136863056262522	0.0168437218707253	-0.0049624144832881	0.0013917160849193	2.4625557503947496e-05	1.9368736610231046e-06	0.0019933418962083	0.0009010058218645	8.118114910339031e-07	3.973411915179301e-06	0.0028919682179965	2.962565579600097e-06	8.776794813431262e-12	8.363480173901853e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1384.4716173953689	2.228563571678478	4.966495593012335	1916761.6593733488	1637.7635764218448	11.39575529634294	129.86323877412818	2682269.532254072	1343.14142800443	1.0548402583799543	1.1126879706990889	1804028.89562178	1413.3059335820044	1075.1896932939724	1.052117	27.696173	0.3233046184463791	0.1489871943836645	-0.1011647656	-0.0214849011	0.0873696429	0.1376393364	-0.051104326	0.1180880927	0.016678787	-0.0954849372	0.1255851817	-0.0204684762	0.0153423918	0.0227706501	-0.1766953835	0.1185438585	-0.08106492	0.07080339	-0.0167684185	0.0917257452	0.0963264427	-0.0031342394	-0.0445598395	-0.0059075935	-0.0527562857	-0.0105488858	-0.0182913324	-0.0849715953	0.0870465456	0.1018010962	-0.1272912639	-0.145459739	-0.0947601366	-0.0474866993	0.0040744796	0.0447747582	-0.1626637673	0.0659991868	-0.1174087206	0.025762713	-0.0450068794	-0.0146715086	0.0244932433	0.0873668399	-0.0600616461	0.0031667734	-0.105294989	0.0265282013	0.0157618161	-0.0432724201	0.0156907619	0.0682869388	-0.0536090822	-0.0597337696	-0.2384780765	-0.0385472577	-0.077643738	0.0107724376	-0.0828262504	0.0920531585	0.1976197158	-0.0810644689	0.139761666	-0.0716776842	-0.053361584	-0.153307611	0.0061313769	-0.0178284829	-0.0372669226	0.0017423268	0.1475373187	0.1304173552	0.0655265380355842	-0.0289360519842176	0.0042937271869288	0.0008372951044333	-0.1263825089348813	0.0688486447702132	0.004740135886695	0.0159725385646753	0.3067899121470319	-0.0303840868894482	0.0941200501951835	0.0009231927361055	-0.0038832063561125	0.0010792081271755	1.507929160415252e-05	1.1646901817618656e-06	0.0002048954689954	-0.0017884464272129	3.1985406230105867e-06	4.198215321484492e-08	0.001856906076335	-0.0010350621416615	1.0713536371008917e-06	3.4481001763298447e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1388.5306921557822	4.059074760413296	16.476087910624255	1928017.483058616	1621.008493573478	-16.755082848366783	280.73280125563474	2627668.5362373567	1344.0463304572932	0.904902452863098	0.8188484491976513	1806460.5384157156	1413.1047390023457	1098.5509305819205	1.13765	29.947756	0.2801439523340421	0.191985804114701	-0.0960143997	-0.0807931808	0.1443902558	-0.102406887	0.0680231169	0.0669823363	0.0958987966	-0.1417327929	-0.0366097546	0.0447379561	-0.1045733212	-0.0062717756	-0.1620173699	-0.0405572774	-0.0715682714	0.1090528216	-0.0125959988	-0.0345778641	-0.0986686599	-0.0493867663	0.0814444603	-0.0626235313	-0.1122855618	-0.0438638564	-0.1449650187	0.0384880336	-0.0851641113	0.0447074721	0.1024160183	-0.0851692895	-0.0867772825	-0.1570430682	-0.0001597358	-0.0935947695	0.037689495	0.061808713	0.1670772806	-0.020022533	0.0034156445	-2.19586e-05	-0.0160087075	0.031565751	0.0378381157	-0.0537404892	-0.1001458385	0.108914962	-0.0593030267	0.0176990462	-0.0148031336	-0.0429403226	0.0092473168	-0.0165070347	0.1180547807	0.0425453952	0.0242448386	0.0100996746	-0.1065466153	0.037209376	6.79787e-05	-0.0440705986	0.0393010282	-0.0404951712	0.0868094624	0.0908403679	-0.2599101602	0.0862686542	0.1257527856	-0.0026236397	0.1458854101	0.124097542	0.0487642869996278	-0.0167622510359563	0.002377955686582	0.0002809730597924	-0.170657226188581	-0.0442747172536997	0.001960250587895	0.0291238888503805	0.2791820533591078	-0.0276078587879241	0.0779426189178077	0.0007621938668539	-0.0075731370338627	-0.0036899306777502	5.735240453366273e-05	1.3615588406602048e-05	6.547047469496192e-05	-0.0001394249943004	1.9439329035677192e-08	4.2863830567836495e-09	0.0018562792432564	-6.268330785999098e-07	3.929197084270407e-13	3.445772628944553e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1390.0975274707328	1.5668353149505947	2.454972904176329	1932371.135880245	1643.676498080907	22.668004507429032	513.838428348823	2701672.4303435143	1345.8485782559358	1.802247798642611	3.2480971277121378	1811308.395593524	1417.1828612232537	1097.4736345321846	1.117562	29.418961	0.2052165189376711	0.1038781244891027	-0.0859914456	-0.1217006732	0.0844648913	0.0883582596	-0.1431110426	0.0161788961	0.1245093318	-0.1704871203	0.1172081535	-0.0404030018	0.0393222954	0.0424149393	0.0501626177	0.1054470164	-0.0988881258	0.0871077218	-0.1348210993	0.0683080457	0.0066581161	0.1014031791	-0.0290914198	0.0974417592	0.0206202384	-0.0935331259	-0.0080822729	-0.0301212379	-0.0184993106	0.1560805263	-0.1442708856	0.1051010932	-0.1001570077	-0.1415741798	0.1135911983	-0.0098719485	-0.0953945396	-0.025676989	-0.1341629241	-0.0226240363	-0.0258794538	-0.0598779669	0.1393602038	0.1148683541	0.0948828493	0.001284167	-0.0942633736	0.0711890892	-0.030367416	-0.1049577412	-0.0660809333	-0.1086807068	-0.000993717	0.0090993814	-0.138376566	-0.0620102932	-0.0593372012	-0.0458685416	0.0351292587	0.011478207	0.0901385288	0.0145049645	0.0342427148	0.0420695873	0.072086377	-0.0175524782	0.0151335467	0.0618661297	0.0805202103	0.0073493362	0.1440342395	0.1170999511	0.0332533065546414	-0.0155109804449864	0.0011057823968169	0.0002405905143647	-0.1298444366502025	0.0408127895383785	0.0016656837899039	0.0168595777290084	0.2009638185584847	-0.0782182348006231	0.0403864563696075	0.0061180922553254	-0.0074121481874896	0.0001609888463731	5.493994075330536e-05	2.5917408656541598e-08	-0.000644879866638	-0.0007103503413329	5.045976074318555e-07	4.1587004239504476e-07	0.0013141281478888	-0.0005421510953675	2.9392781020828845e-07	1.726932789073648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
