global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
1595.862470162187	n/a	n/a	2546777.023672157	1875.1993730146803	n/a	n/a	3516372.68855465	1542.3334940247616	n/a	n/a	2378792.6067906297	1603.3907102478877	1473.7350416703655	n/a	n/a	n/a	n/a	-0.0490591784	-0.123139204	0.1403101004	-0.0983791481	-0.0100098784	0.1415126047	-0.045954962	0.0048489491	-0.0836803809	0.0049579869	0.1437312609	-0.1138791844	0.0411969639	-0.0254318845	0.0029555164	-0.0401987078	0.0035981005	-0.137706975	-0.159981703	0.0002953464	-0.044111449	0.1404997994	-0.0121148594	0.0212128448	-0.1125026272	0.0392976153	-0.0679103697	-0.0411934117	-0.1973746093	0.0152008999	-0.0398101912	0.0721344462	-0.0989338069	0.0960347853	-0.0731117311	0.0040824855	-0.1300023304	-0.0433365999	0.0045200534	-0.0496806668	0.0605590361	-0.0182797531	0.0521803713	-0.0380644449	0.0653580875	-0.1605019782	0.1276636244	-0.0453355114	0.0003046465	0.0284003138	-0.0478796194	0.153366806	0.1532882396	-0.1170413756091903	n/a	0.0136986836044915	n/a	-0.5364773991142187	n/a	n/a	0.2878079997603566	1.470950419662472	n/a	2.163695137105203	n/a	-0.0261424442320165	n/a	0.000683427390424	n/a	0.0136642683719039	n/a	n/a	0.0001867122301394	0.0058608874692818	n/a	n/a	3.4350001927584416e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1593.7674837608786	-2.0949864013084607	4.388968021667375	2540094.7922934825	1854.744005391886	-20.455367622794256	418.4220645836595	3440075.3255371368	1547.0376500706216	4.704156045859918	22.129084103800416	2393325.490736031	1604.9894387986924	1508.7269372142446	1.004671	36.623051	0.3806988890095533	0.2532925021201028	-0.0512611905	-0.0762699467	0.1144639775	-0.0486532289	-0.051838494	0.0752081194	-0.0422544531	0.0736240418	-0.0523305821	-0.03467351	0.1681297634	-0.1675513183	0.0467552851	0.1021793981	0.1537900014	0.0895937628	-0.054126681	-0.0239341943	-0.1144195069	0.0295848004	-0.0753645032	0.1524264106	-0.0830822696	-0.0058767758	-0.0168606248	0.1190363712	-0.1095414506	-0.0276390884	-0.1591638168	0.0151419113	-0.0790373251	0.0827848977	-0.1087966386	0.1281264318	-0.0636319067	-0.0231989126	-0.1169005477	-0.0652733265	-0.0338919058	-0.0984296343	0.0838247237	-0.0601761303	0.0036375174	-0.0609872223	-0.0214359762	-0.1887683916	0.2333839611	-0.0949177262	-0.1287876629	-0.0681619476	-0.0886954466	0.1531573254	0.1524510324	-0.1070051999304553	0.0100361756787349	0.0114501128121567	0.0001007248222544	-0.6247122539346464	-0.0882348548204277	0.0077853896051819	0.390265400216106	1.4594665709925465	-0.0114838486699255	2.1300426718447416	0.0001318787802737	-0.0217078638764634	0.0044345803555531	0.000471231354079	1.966550292985747e-05	0.014444435808113	0.0007801674362091	6.086612285210803e-07	0.0002086417258146	0.0056567550642347	-0.000204132405047	4.1670038790313e-08	3.1998877856744925e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1591.5577197670173	-2.209763993861316	4.883056908565912	2533055.9753499874	1867.8289240742777	13.084918682391615	171.21509692480117	3488784.889608473	1537.418326684984	-9.619323385637472	92.53138239747196	2363655.1112268567	1599.1224756240845	1454.551470336914	1.092832	39.836769	0.4964043742598726	0.345134605110743	-0.041374395	-0.1452272594	0.1290025831	-0.0869438172	-0.0071807954	0.1353705524	-0.0229674264	0.0240309008	-0.0353290417	-0.0034391728	0.2022227304	-0.1956491134	0.1468313562	0.0120501128	-0.048277764	-0.0381777816	0.0556013452	-0.0208287101	-0.1574502119	-0.0077629459	-0.0098043571	0.202828266	0.0374348808	0.0778010231	-0.0489538022	0.0558555165	-0.0356785682	-0.0591563711	-0.2081720748	0.0211702835	-0.0267279512	0.060372099	-0.0938303747	0.077553948	-0.0719568226	0.0220495481	-0.0989830552	-0.0411312993	0.0177098628	0.028536878	0.0401983531	0.0008008691	0.0600712716	-0.0094731448	0.1260845201	-0.108939248	-0.0223707313	-0.0486280879	0.0183274036	0.04129045	-0.021822479	0.1527386503	0.1507811905	-0.1102056353972642	-0.0032004354668088	0.0121452820733147	1.0242787177208292e-05	-0.5798625830774427	0.0448496708572037	0.0020114929759995	0.336240615253244	1.4199336211309517	-0.0395329498615948	2.016211488418057	0.0015628541247593	-0.0282416701535039	-0.0065338062770405	0.0007975919330593	4.269062446589386e-05	0.016076792880197	0.001632357072084	2.664589610782653e-06	0.0002584632693127	0.0056464920518739	-1.026301236080069e-05	1.0532942271794773e-10	3.188287249187512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1598.0829177079925	6.525197940975204	42.57820816890704	2553869.0118700904	1883.8310845343624	16.002160460084724	256.069139390299	3548819.555057912	1539.2260562875176	1.8077296025335272	3.2678863158760243	2369216.8523544245	1603.4078789287144	1484.6861550625888	0.798945	29.123781	0.2857169678812566	0.1468603852618846	-0.0604047026	-0.1399918319	0.1484835345	-0.0878840715	-0.0299413817	0.1314703043	-0.0629233784	0.0241396208	-0.1034160332	0.00603802	0.2094050306	-0.0824586876	0.0030676076	0.0107994138	0.0042678311	-0.0749366503	-0.0227887999	-0.066324902	-0.1598433703	0.0045260793	-0.0540579122	0.1245146947	-0.0314340358	-0.0117766921	-0.0856705379	0.0329583421	-0.0745263538	-0.0659159004	-0.2145903188	0.0251213556	-0.0385464645	0.064213911	-0.1160343951	0.0834723956	-0.0492924828	0.104270248	-0.103301324	-0.0321815125	0.0841232139	0.0193024822	0.0458822374	-0.000118164	0.0590652064	0.0166472498	-0.0133663362	0.0386717015	-0.083937738	-0.0499014641	0.0114683101	0.0159165342	0.0964668582	0.1521113526	0.148287834	-0.088428878929605	0.0217767564676591	0.0078196666287467	0.0004742271222517	-0.6108717964478814	-0.0310092133704387	0.0009615713138533	0.3731643516954618	1.4599093722218155	0.0399757510908638	2.1313353751010955	0.0015980606752786	-0.0303727959785207	-0.0021311258250167	0.0009225067355528	4.541697282053533e-06	0.0164158725838459	0.0003390797036488	1.1497504542662493e-07	0.000269480872689	0.0070353914622541	0.0013888994103802	1.929041572154468e-06	4.949673302715788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1589.6324262032772	-8.450491504715274	71.41080667126501	2526931.2504369174	1867.6724856869205	-16.158598847441908	261.100316712551	3488200.51379196	1537.299842618953	-1.9262136685645144	3.7102990969647656	2363290.806116258	1600.5695179833306	1453.4660997841574	0.8626019999999999	31.444265	0.408049782002181	0.2261433966209594	-0.0444435309	-0.1440448712	0.134123203	-0.0283957407	-0.0265782107	0.1155334653	-0.1307862084	-0.0174484693	-0.1052549131	0.0441676172	0.2133595116	-0.1318904257	0.0301541653	-0.0642157995	-0.0052468411	-0.006427556	0.0165285628	-0.0946916751	-0.1618088952	-0.0197801668	-0.0616973059	0.16257708	-0.0902019137	0.0182294087	-0.0630196463	0.0859603671	-0.0661145966	-0.0668721473	-0.1956945665	0.0335423904	-0.0267279088	0.1032634432	-0.1182738547	0.1206490576	-0.0218413076	0.1970618762	-0.0822592245	0.0036457105	0.1664235134	0.0630513416	0.010589474	0.0010209451	0.1277548928	0.0237949431	-0.1691288394	0.0777358331	-0.0906097335	0.0226015715	-0.0510555907	-0.0439207955	0.1893356776	0.151276289	0.1449845808	-0.1094703202382163	-0.0210414413086112	0.0119837510130576	0.0004427422523437	-0.6420520264495337	-0.0311802300016523	0.0009722067429559	0.4122308046679527	1.5873488093684929	0.1274394371466773	2.519676242603572	0.0162408101402619	-0.0316959961411791	-0.0013232001626584	0.0010046361713816	1.750858670459218e-06	0.0195613688329929	0.0031454962491469	9.89414665339784e-06	0.0003826471506203	0.0071344685213535	9.907705909940022e-05	9.816263639786044e-09	5.0900641082184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1583.3866764863783	-6.245749716898899	39.00938952614269	2507113.3672745787	1870.5243935218225	2.851907834902022	8.133378298775538	3498861.506760182	1542.7731864627472	5.473343843794055	29.95749283239828	2380149.1048684185	1610.1304803424412	1414.1051169100674	1.15866	42.236382	0.7469921366051463	0.4890312646315015	-0.0317646788	-0.184674173	0.1269903669	-0.0208707696	0.0270690844	0.1322846002	-0.1373039155	-0.008893299	-0.0848133916	0.016004025	0.0474700918	-0.1263441448	0.0248075695	-0.1217317879	0.0219937884	-0.0339181078	0.0802673425	-0.0487146719	-0.1692340278	-0.041688667	0.0934299427	0.1592738394	-0.0674608068	0.0840215918	-0.0624228723	0.1629117803	0.041301016	-0.0769342585	-0.1567541189	0.013221735	0.1020873655	0.082326638	-0.05859732	0.0667354572	0.0652256	0.2772801294	-0.0037698813	0.0930671037	0.1375179272	0.2422231257	-0.0223067902	0.0615633836	0.047254757	0.2146416201	0.0023421915	0.1223149888	-0.1506516046	0.0220726305	0.1258402927	0.1444640914	0.0834151427	0.1502346003	0.1408894722	-0.1265741314328039	-0.0171038111945876	0.0160210107479687	0.0002925403573801	-0.6276101243964121	0.0144419020531216	0.0002085685349119	0.3938944682448798	1.8385830784822448	0.2512342691137519	3.380387736481248	0.0631186579771211	-0.0392390072777885	-0.0075430111366094	0.0015396996921463	5.689701700701343e-05	0.0201713481542966	0.0006099793213036	3.720747724181213e-07	0.0004068832863618	0.0082657211483141	0.0011312526269606	1.27973250600526e-06	6.832214610168698e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1580.298732265156	-3.0879442212221875	9.535399513379502	2497344.08319886	1851.844186782837	-18.68020673898559	348.95012381124263	3429326.8921213867	1538.6832696084923	-4.089916854254852	16.727419874717906	2367546.20417308	1597.3975115352207	1385.830420698686	1.622839	59.157009	2.412160333938458	1.4758037517356508	0.0222609508	0.0282736685	-0.0846734426	0.0353163287	0.1328020232	0.0059357216	0.084378763	-0.088164526	0.0494433946	0.1308938596	-0.1082846863	-0.1339749612	0.081474911	0.0821998628	0.111453113	-0.0762791654	0.0915737962	0.1395423887	0.0506849246	-0.0765101508	0.1600536047	-0.0676572326	-0.0394358774	0.0982458493	-0.082333603	-0.0032608434	0.0522713944	-0.0299222268	0.1567978778	-0.0380113824	0.0983944227	0.0726829263	0.0416671375	0.0384001903	0.1583794497	0.1336416672	-0.1539071713	-0.1930932997	-0.090944727	0.1157533046	-0.0315127266	-0.0184263276	-0.0012467928	0.117082891	0.1361247475	-0.0540662734	0.0295117554	0.1315739869	0.0260381665	-0.0037661814	-0.1095997979	0.1489877092	0.136024874	-0.170694497483268	-0.0441203660504641	0.0291366114710653	0.0019466067004269	-1.4010526640925605	-0.7734425396961484	0.5982133622116281	1.962948567560861	3.0141332234932605	1.1755501450110155	9.084999088965873	1.3819181434354202	-0.0445769864615715	-0.005337979183783	0.0019871077219951	2.849402176650065e-05	0.0225357811398818	0.0023644329855852	5.590543343323342e-06	0.0005078614315846	0.0089442546425625	0.0006785334942483	4.604077028169427e-07	7.999969111100084e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1589.1330779713694	8.834345706213298	78.04566405688934	2525343.9395027584	1843.7756945851088	-8.06849219772812	65.10056634479953	3399508.8119428004	1540.4255488336423	1.742279225150014	3.0355368983893336	2372910.871499428	1600.4104137420654	1362.4947580649637	0.962361	35.080757	0.4681675843540782	0.3629850043864276	0.0256313317	0.0480205931	-0.1421152515	0.0583424561	0.0709013047	-0.0391844537	0.0977032292	-0.1507212421	0.0594841529	0.0961865109	-0.1838337742	-0.0330732796	-0.0591043734	-0.046851145	0.0784245549	-0.0489740662	0.1288860486	0.0742450962	0.0603872269	-0.063711514	0.1312292306	-0.1494818468	-0.0076303934	0.0075415743	0.01713318	-0.0265202057	0.0959835901	-0.024233828	0.2144870504	-0.0340823352	0.0776137445	0.0277610901	0.0596274426	-0.0024302939	0.0452162628	0.0168391037	-0.1176038396	-0.2437973547	-0.0363963709	0.0528281053	-0.0044921009	-0.0222590894	-0.0621716522	0.0752728882	0.0131636221	-0.0239282259	0.0156937791	0.0880628944	0.0350170365	-0.0154859676	-0.0540506857	0.1475373187	0.1304173552	-0.1821388710427811	-0.011444373559513	0.0331745683447388	0.0001309736861696	-1.4893684327276446	-0.0883157686350841	0.0077996749896057	2.2182183284056003	3.3651509155003367	0.3510176920070762	11.324240684092754	0.1232134201019746	-0.0447420039650297	-0.0001650175034581	0.0020018469188067	2.7230776447575474e-08	0.022368144004863	-0.0001676371350187	2.8102209037311367e-08	0.0005003338662222	0.0089593950071336	1.5140364571099296e-05	2.2923063934579878e-10	8.027075889385047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1595.2225546238292	6.08947665245978	37.08172590085277	2544734.998780576	1863.7685188880328	19.992824302923964	399.7130236075871	3473633.0919980914	1548.2660574185643	7.840508584921963	61.473574870235005	2397127.784554425	1604.194980886247	1357.7084046832	0.7385509999999998	26.922245	0.218758534515597	0.141728300080332	0.0136077924	0.0692661319	-0.1572999523	-0.0004591363	0.1278765188	-0.0835100953	0.153420947	-0.1084147087	-0.0073097796	-0.0037679012	-0.2997449239	0.0787097571	0.0093450864	-0.0606195258	-0.0958002901	0.0011506479	0.0521286329	-0.0446869829	0.0561824125	-0.0286071867	0.136437643	-0.1813612822	0.0613028573	-0.0297677825	0.1293423937	-0.0239680308	0.1153373193	-0.0201775314	0.2188455688	-0.0450443689	0.1081730593	-0.0014232317	0.0639754918	-0.0260324895	0.0148582479	-0.0162259954	-0.1040863053	-0.2637189465	-0.0195054146	-0.0082440717	-0.0214087362	-0.0460501762	-0.0230580388	0.0102940128	-0.0271499538	-0.0220284889	-0.0731822473	0.0192609542	0.0538147049	0.025912893	-0.0143857627	0.1458854101	0.124097542	-0.1818691411764348	0.0002697298663462	0.0330763845122539	7.275420079919103e-08	-1.5055058363008698	-0.0161374035732251	0.0002604157940851	2.266547823135981	3.495623648548772	0.1304727330484354	12.21938469229343	0.0170231340691282	-0.0454096189267936	-0.0006676149617639	0.0020620334910766	4.457097371710157e-07	0.0226840042089957	0.0003158602041327	9.976766855475185e-08	0.0005145640469537	0.0094134932017888	0.0004540981946551	2.062051703891119e-07	8.861385426012394e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1605.6045928603608	10.38203823653157	107.78671794480356	2577966.108614285	1889.047693189684	25.27917430165121	639.036653373263	3568501.187145266	1551.65679276461	3.39073534604563	11.497086186923182	2407638.8025325555	1615.0439410209656	1384.3269020774148	1.109494	40.444153	1.0358997417323217	0.5808251383070702	0.0036561763	0.0614045013	-0.2627396248	-0.0471809769	-0.0100005683	-0.0644201132	0.0655518492	-0.0802124395	-0.0025120752	-0.0845189378	-0.206297277	0.1944599513	-0.0881717392	-0.1441168799	-0.1023802644	0.0166869662	-0.0330509663	-0.0233687086	0.0552567214	0.0586857185	0.011576819	-0.2204997229	0.0314517563	0.0495737136	0.1840113368	-0.0411505032	0.0899524081	-0.0288234023	0.2418383038	-0.0159942261	0.0649523169	-0.0604576636	0.050932369	-0.0767719064	-0.1392746377	-0.1796383205	0.0498282126	-0.1576191703	0.1172908387	0.00919044	0.0261507244	-0.0454697029	-0.0401241053	-0.1603373441	-0.168347244	-0.1057355895	-0.2354010208	-0.1639446863	-0.0462557875	0.071989281	0.1048852775	0.1440342395	0.1170999511	-0.2408890379078343	-0.0590198967313995	0.058027528584162	0.003483348210185	-1.687571322555172	-0.1820654862543023	0.0331478412850155	2.8478969687106126	4.031837661729142	0.5362140131803699	16.255714930537515	0.2875254679309978	-0.0435223034275816	0.0018873154992119	0.0018941908956424	3.5619597935658355e-06	0.0249296818926172	0.0022456776836215	5.043068258715631e-06	0.000621489039267	0.0104525069302803	0.0010390137284914	1.079549527993808e-06	0.0001092549011275	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
