global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1360.3379002386453	n/a	n/a	1850519.2028256864	1614.4341627809736	n/a	n/a	2606397.665954303	1324.9761224226518	n/a	n/a	1755561.7249901658	1379.2141986022125	1082.9936940258356	n/a	n/a	n/a	n/a	-0.004049655	0.1249768464	-0.0828756895	0.0997695745	-0.0518415375	0.0249983336	-0.0445314158	0.0655348662	0.0159463809	-0.0699411877	0.0802453298	-0.0760819663	-0.0665437837	0.1035677098	-0.0654378817	0.1190589133	-0.1329169049	0.0507352744	-0.0787229033	0.2156288616	-0.0753262882	0.009888711	-0.031604832	0.0644539005	-0.0444185755	0.0280283324	-0.132947731	0.1986142576	-0.0263680922	-0.0649580622	0.0544029985	-0.037789655	0.1193595718	-0.1333433547	0.0843314687	-0.1446865336	0.084251803	0.004915323	-0.0012605466	0.0545222865	-0.0612513033	0.1447206657	-0.0577107917	0.0679227619	-0.1534467641	0.0428902	-0.0100855242	0.0217578151	-0.0577975701	0.0825345278	0.0760312254	-0.1427555359	0.0451052095	-0.0063422814	0.0848501923	-0.0852563431	0.0090200636	-0.0428777345	0.0670286556	-0.1419174685	0.0046525758	-0.0767179658	0.1536226157	-0.0423336934	0.1944036834	0.0110852215	0.153366806	0.1532882396	0.0063523857637335	n/a	4.035280489128405e-05	n/a	0.1528530538270018	n/a	n/a	0.0233640560642403	-0.3981295387800116	n/a	0.1585071296491847	n/a	-0.0025130972402734	n/a	6.315657739069778e-06	n/a	-0.0019139167110244	n/a	n/a	3.663077176738457e-06	-0.0016629110309063	n/a	n/a	2.7652730967098537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1358.689546262441	-1.648353976204362	2.7170708308687304	1846037.2831228373	1606.9826578352186	-7.451504945755005	55.5249259566113	2582393.262583143	1322.7997464266691	-2.176375995982653	4.736612475889484	1749799.16914646	1381.6401279552565	1067.38085653456	1.01271	25.675373	0.2364721642422916	0.1639380320325852	-0.017940039	0.095391006	-0.0564810205	0.082600913	0.0509141207	0.0422595484	-0.0289078131	0.0335291927	-0.0008467817	-0.06802002	0.0171824194	0.0455516748	-0.0466240797	-0.046097642	0.0469930358	-0.0139239934	0.0237939365	0.049914857	0.0717553418	0.0004877208	-0.0507773694	0.1072668435	0.2816209312	-0.0810308567	-0.1883170513	0.0734501136	-0.1253937453	0.0582924234	-0.026138947	-0.0332019454	0.0098042091	-0.0785039849	0.0173033007	-0.0329214045	0.0291741087	0.0407809878	-0.0113424368	-0.0109675847	0.2597834746	-0.0729816925	-0.0517047727	0.0167624117	-0.0198236687	-0.0061143765	-0.124465368	-0.0577887276	0.0363009506	0.1668687786	-0.1171009513	0.0340100737	0.0717444796	-0.0207091635	-0.1134773347	-0.0870647185	0.14167387	-0.0460287046	0.1565692932	0.0213771375	0.0534104627	-0.0805209789	0.0361906663	-0.045933359	-0.0248197937	0.07353897	-0.080394546	0.1637199645	0.1531573254	0.1524510324	0.0141474884579508	0.0077951026942173	0.0002001514296678	6.076362601339381e-05	0.0790744867243802	-0.0737785671026216	0.005443276963716	0.0062527744507241	-0.2512372079215339	0.1468923308584777	0.063120134644208	0.0215773568650364	-0.0024060541171489	0.0001070431231244	5.789096414649172e-06	1.1458230208246865e-08	-0.0018610046795508	5.29120314736e-05	2.7996830746632367e-09	3.463338417309976e-06	-0.0016627429137649	1.6811714140013877e-07	2.8263373232554244e-14	2.7647139972753893e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1358.9787688971971	0.2892226347562427	0.083649732455343	1846823.2943133416	1601.5078202141656	-5.474837621052984	29.9738469768971	2564827.298207128	1328.2112752741034	5.411528847434283	29.284644466613425	1764145.1917652602	1381.457989357613	1070.5745278639758	1.037028	26.291922	0.1814077532782813	0.1027616360094297	0.0311065197	0.0510924531	0.0791575576	0.1051803707	0.1101191195	-0.0340470033	0.0190966313	0.016735027	-0.0208681455	-0.1096645859	0.0516197381	0.0706416255	-0.103688802	-0.1129174336	-0.0013906087	0.1233440276	-0.0795076291	-0.0711466222	-0.0947162665	-0.1028509924	0.0459663753	-0.0081159719	0.1890825893	-0.0755740615	-0.0097068293	-0.0798331506	0.0261471595	0.091958972	0.0394756835	-0.0022829156	-0.0272703575	-0.0927809047	0.0124226668	-0.0802308676	0.1822292395	0.098258197	0.1183486399	0.0430380001	0.1278114092	-0.0982032687	0.0548994659	0.0083325058	-0.0241283728	0.0150473817	-0.0949025982	-0.0804122455	0.0491909358	0.0086786243	0.0834083913	0.0378572831	0.1444760107	-0.0434693723	-0.2076390474	-0.0440359475	-0.1832269171	-0.0913068333	0.0353502942	-0.2078245034	0.0731679278	-0.0462207079	-0.0927189406	0.0767278806	0.0821895543	0.3216869203	0.1243010637	0.15334273	0.1527386503	0.1507811905	0.0236288798386112	0.0094813913806604	0.0005583239624275	8.989678251326132e-05	0.0417864303727668	-0.0372880563516133	0.001390399146481	0.001746105763298	-0.3396024540646465	-0.0883652461431125	0.1153298268067303	0.0078084167259328	-0.0021929796402666	0.0002130744768822	4.809159702623826e-06	4.540073269866574e-08	-0.0015656415689002	0.0002953631106506	8.723936713319864e-08	2.45123352226828e-06	-0.0012457193132399	0.000417023600525	1.7390868339483481e-07	1.551816607378888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1353.753768570435	-5.225000326762029	27.300628414663304	1832649.265918655	1613.4932570351496	11.985436820983978	143.6506957897985	2603360.490497895	1320.567323511297	-7.6439517628064095	58.429998552111215	1743898.0559257905	1379.337872840263	1042.4904502484435	1.249363	31.675266	0.263139107935493	0.150796263767183	0.0305804996	-0.0502460487	-0.1232249088	0.0087856268	-0.2050524785	-0.015573988	0.0379331391	0.0178202772	0.0526874955	-0.0364213726	0.1033520828	-0.2169249762	-0.0135101278	-0.1447059913	-0.0368901504	0.0362232748	-0.1218000821	-0.0575677634	0.2237842446	-0.1537146584	-0.0430110753	-0.1486156473	0.0574045981	-0.0525618283	-0.0145223849	-0.0268035074	0.1398646925	0.0939365527	0.0767194527	0.0508705329	-0.0181417915	-0.0303716738	0.0652654397	-0.0966879388	0.0156124201	-0.0862555905	-0.0734399712	-0.0194682698	-0.0608385743	0.0313106094	0.1406671845	-0.0249868914	-0.0183975334	0.0174788745	0.0251151328	0.0254460193	-0.068034374	-0.1388625746	-0.008371675	0.1570345595	0.1030334336	-0.062789836	0.0039342306	-0.0180981582	-0.0674676922	-0.0108845246	0.1529062594	0.1141696279	0.1361929764	-0.1739874937	-0.095390344	0.0371409928	0.1008406581	-0.11288584	-0.0318966502	-0.0876504546	0.1521113526	0.148287834	0.0147278448437191	-0.0089010349948921	0.0002169094137406	7.92284239802938e-05	0.0948356707962005	0.0530492404234337	0.0028142219095032	0.0089938044553653	-0.3245491885673743	0.0150532654972722	0.105332175799741	0.0002266008021313	-0.0023208866402577	-0.0001279069999911	5.386514796926674e-06	1.636020064672326e-08	0.0010132675289329	0.0025789090978331	6.650772134886333e-06	1.0267110851897857e-06	-0.0002298240706662	0.0010158952425737	1.0320431438838767e-06	5.281910345758249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1358.0700399562422	4.316271385807113	18.63019867593725	1844354.2334267488	1602.1378598531087	-11.35539718204086	128.9450451619015	2566845.7219746998	1325.7089646079323	5.14164109663534	26.436473166609456	1757504.258841836	1378.1428107699833	1055.090127004994	1.059393	26.858925	0.2681020791286429	0.1732618723979797	0.022134508	0.0310320589	-0.0498425699	0.1009889238	0.0268804026	-0.0081568944	0.0178109388	0.0118203449	0.0181213693	-0.0848918363	0.062636185	0.0533268977	-0.051167031	-0.0209393695	-0.0337167549	0.058682731	0.1047871802	0.0057620537	0.0774961901	-0.1207765064	0.0151731107	-0.1387316227	0.0646762674	-0.1189564703	0.0925968536	-0.0775803393	-0.0051234084	-0.1344291844	0.0230972222	-0.018149013	0.0547502015	-0.0783079073	0.1037164401	0.0736818282	0.0009025191	-0.0114692543	0.0242137175	-0.2206383211	0.062405039	-0.0572692722	0.0391899739	-0.0212336884	-0.0142459172	-0.0074973052	-0.022647769	-0.0143316363	-0.0482121598	-0.1453749058	-0.0834137568	0.0775060726	0.061377343	-0.0815867342	-0.1865125074	-0.0269624276	-0.0776491081	0.0201888468	0.0783850498	0.0700390766	0.1522314388	-0.0959616749	0.0550518451	0.1300650202	0.0620428154	-0.0991774285	0.0091996312	0.0186111585	0.151276289	0.1449845808	0.005833042979404	-0.0088948018643151	3.402439039957429e-05	7.911750020542337e-05	0.1045257744756895	0.0096901036794889	9.389810931924624e-05	0.0109256375297427	-0.3188330441580405	0.0057161444093338	0.101654510047083	3.2674306908358325e-05	-0.0051457147893004	-0.0028248281490427	2.6478380692824866e-05	7.979654071624008e-06	-0.0007777449466095	-0.0017910124755424	3.207725687548516e-06	6.04887201976614e-07	-0.0004900040295912	-0.000260179958925	6.769361102621468e-08	2.401039490156136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1360.8775654551455	2.80752549890326	7.882199426991999	1851987.748159124	1610.8099469714691	8.672087118360423	75.20509498843279	2594708.685262227	1325.0695838928225	-0.6393807151098372	0.4088076988543668	1755809.4021578978	1380.8002869374045	1073.35134853562	0.903051	22.895174	0.2641356094098974	0.1774541143777715	0.0190896412	0.0782050634	-0.0689217159	0.0904693315	-0.0596157416	-0.0247325589	-0.0229504903	0.0346545828	0.0546591499	-0.0765517161	0.0998590638	-0.0282030903	-0.0601986814	-0.1189360685	-0.0176432386	-0.0063520972	-0.0283752721	0.0746786029	0.06660434	0.013462241	-0.0026273534	-0.0824808027	0.0184454843	0.0409758135	-0.0752898797	0.0812447525	-0.0278864734	0.1368611238	0.0332884004	-0.0306095267	-0.0030613212	-0.0585543146	0.0869968113	-0.0660933758	-0.0009538866	-0.0446502436	0.027635643	0.0258080522	0.0563233664	0.0012272883	0.0401826929	0.1486574602	-0.03132249	0.0202096159	0.0121272548	-0.0024569967	-0.1248667577	-0.0471546831	-0.0410794707	0.1108362579	0.0355309155	-0.1228355316	-0.0155659921	0.0406657394	-0.0744991083	0.0566507058	0.0556979188	-0.077956566	0.0652518042	-0.0491513746	-0.1229648972	-0.0188483343	0.0033830825	0.0151259296	-0.0928161613	-0.050773377	0.1502346003	0.1408894722	0.0205355871316754	0.0147025441522714	0.0004217103388426	0.0002161648045494	0.0667118164062543	-0.0378139580694352	0.001429895424877	0.0044504664482217	-0.3224824628138663	-0.0036494186558257	0.1039949388224966	1.3318256525489371e-05	-0.0019389719747454	0.003206742814555	3.759612318848076e-06	1.0283199478700124e-05	0.0001210270383082	0.0008987719849177	8.077910808729025e-07	1.4647544001654512e-08	-0.0005438830007658	-5.387897117459998e-05	2.902943534833376e-09	2.958087185220112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1354.1135043845354	-6.764061070610069	45.75252216694263	1833623.3827565676	1604.3960867034064	-6.413860268062763	41.13760353823414	2574086.8030292043	1324.1652353460138	-0.9043485468087056	0.8178462941150175	1753413.570498964	1378.3129916319976	1048.3960816740132	1.103623	27.980301	0.0885609066634873	0.0524215367076627	0.0929155429	-0.0488811993	0.1766756108	-0.0784372388	0.0214654338	0.064362221	0.0384576164	-0.0585486748	0.0789129391	0.0884864507	-0.0895801204	0.0325352017	-0.047543997	-0.0098378686	-0.0373999944	-0.0055990501	-0.0862535601	0.0619440882	-0.0200666289	-0.1210602371	0.1104219815	-0.0384779522	0.0604801145	0.1414881048	-0.1055768424	0.1081658783	0.1372749402	0.0469147911	0.0640163046	-0.0153370806	-0.0297131918	-0.0143943296	-0.0949038881	0.0600119662	0.1812377291	-0.0215191495	-0.009656612	0.0068130583	-0.1146299118	0.162633257	-0.021698293	0.1042650959	-0.0282292972	-0.043837694	0.0952338585	0.0034123205	0.0007857485	-0.1039243013	0.1251403592	-0.1609518841	0.0308940879	-0.1858819209	-0.0484808242	0.1332714809	-0.1196546267	-0.0012964654	0.0142312969	-0.119478098	0.1994090074	-0.0072188625	-0.0770557779	-0.2387789871	-0.0738721287	-0.0327180865	-0.0822692912	-0.0688832328	0.1489877092	0.136024874	0.0131535399286093	-0.0073820472030661	0.0001730156126535	5.449462090829605e-05	0.0474176655226017	-0.0192941508836526	0.0003722642583211	0.0022484350036133	-0.2759751806679276	0.0465072821459386	0.0761623003446952	0.0021629272926019	-0.0019989350268264	-5.9963052081e-05	3.99574124147346e-06	3.5955676148687182e-09	0.000276952551995	0.0001559255136868	2.4312765818492465e-08	7.670271605654319e-08	-0.000452223037917	9.165996284879994e-05	8.401548789443385e-09	2.0450567602288046e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1359.83736530967	5.723860925134659	32.762583890283395	1849157.6600923447	1613.4893553415934	9.093268638187055	82.68753452623626	2603347.8998006308	1327.0626203363593	2.897384990345472	8.394839782279231	1761095.198294004	1381.9089421452702	1043.5554103988538	1.394808	35.362751	0.337242689880071	0.1984527441883946	-0.0367786602	0.0176243775	-0.1167330625	-0.1399699399	0.0376986221	-0.1338716271	-0.0434484432	0.0128171071	0.0442228484	-0.0248616883	-0.0448426599	-0.0152590464	0.0101017847	0.1133064877	0.1014724501	-0.028338316	0.1788106816	-0.0037030281	-0.0593038723	0.0348471108	-0.0554951494	-0.0867757966	-0.2658170724	0.0311998923	0.0527209115	-0.0348417581	-0.0935358277	0.0943724699	-0.0639019117	-0.0468217505	0.0801461964	-0.0616363625	-0.0133625759	0.0800440965	-0.1936916966	-0.0010795533	-0.0300565702	-0.0451940775	-0.0490491334	0.0153192689	-0.0539867507	0.0151641024	0.0197058908	-0.0390913924	0.1175083318	-0.1019145262	-0.0937767739	0.1815493012	0.0398036394	0.0769545475	-0.1902092664	0.1183628529	0.0270820922	-0.0567607367	-0.0704964671	0.060152842	0.0440974698	0.0211798457	0.1162804136	0.0499895225	0.0997792863	0.2074645201	0.0395554109	-0.1543795005	0.0719071895	-0.0335370783	0.1475373187	0.1304173552	0.0178204958685341	0.0046669559399248	0.0003175700730004	2.1780477745199387e-05	0.0243855042537433	-0.0230321612688584	0.0005304804527147	0.0005946528177093	-0.0919281483285772	0.1840470323393503	0.0084507844551208	0.0338733101129218	5.317426603965056e-05	0.002052109292866	2.827502568855534e-09	4.211152549867201e-06	0.000532982730742	0.000256030178747	6.555145242922075e-08	2.8407059126919925e-07	-0.0006540143729427	-0.0002017913350257	4.071974289145429e-08	4.277348000156331e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1358.5963802454696	-1.2409850642004585	1.540043929568616	1845784.1244160929	1606.527613957723	-6.961741383870503	48.46584309589519	2580930.9744086945	1322.9605119878595	-4.102108348499769	16.827292902831502	1750224.5162791794	1376.073368742659	1058.4363755442257	1.055417	26.758123	0.3596528193094139	0.2272161137155222	-0.0059165945	-0.0234947181	0.0967103197	-0.1590791543	0.0779565284	0.0006735005	-0.0326215097	-0.0371736466	0.0361374319	0.059170132	-0.1942133259	0.1386836708	0.1253792405	0.1251419201	0.1647396701	-0.0829483896	0.1430921348	-0.0280948466	0.0031589514	0.1128615115	0.146893869	0.0260086592	0.0037397677	0.0998663004	-0.1009655739	0.0179954958	0.0148796569	-0.0418384351	-0.0735053806	-0.0163285893	0.0526866314	-0.0138014777	-0.1862404468	0.1542933606	-0.1091361591	-0.0162715585	0.0236831179	0.0163396786	-0.0668220017	0.0851519722	-0.066943355	0.0458963056	0.0563421475	-0.1242249209	0.1418523109	-0.0660585377	0.0484786388	0.0348761728	0.0002504518	0.0035593551	-0.2191423822	0.046136635	-0.1006487111	-0.0152957289	-0.0605329926	-0.0779535588	0.0022061043	0.0396811727	0.1254447779	0.14890576	0.0996514655	0.1741539863	-0.0163118679	-0.0196862201	-0.1440813738	0.0418587367	0.1458854101	0.124097542	0.0179182032036777	9.770733514359932e-05	0.0003210620060482	9.546723340863641e-09	-0.0219260533521037	-0.046311557605847	0.0021447603678796	0.0004807518155992	-0.0350492045292014	0.0568789437993757	0.0012284467381297	0.0032352142477325	-0.0039090934809186	-0.0039622677469582	1.5281011842560296e-05	1.569956569858561e-05	-0.0001447697854304	-0.0006777525161724	4.593484731780193e-07	2.0958290773564054e-08	-0.001141286321193	-0.0004872719482502	2.37433951551643e-07	1.3025344669422514e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1359.182695280787	0.5863150353172841	0.3437653206391081	1847377.5991507445	1611.9394429100885	5.411828952365568	29.2878926096622	2598348.7676092866	1324.614273071289	1.653761083429572	2.734925721066152	1754602.9724241795	1380.139818552378	1077.3984659730102	1.061836	26.920868	0.3044700799813243	0.181603014390582	0.0232457594	0.0569514506	0.0453413366	0.1691211417	-0.0511592459	-0.0933580621	0.0042231267	0.042266524	0.0273174021	-0.0547800097	-0.0241069269	-0.0315006972	0.0085349935	0.0199297858	0.1315118913	0.0788009987	-0.105104805	0.0089302277	0.0463013506	0.0521069229	0.2154238881	-0.0959692014	0.0040714131	-0.0789986318	0.1166168151	0.1481445041	-0.0636677211	-0.0625959034	-0.0171141996	0.0141216498	0.0051287235	-0.0871744027	-0.0304841426	-0.0742123156	-0.1104742812	-0.0074625172	0.1957673004	-0.0845002829	0.0857590505	0.0468955379	0.1086160965	0.0127239701	0.0645330791	-0.1363094742	0.0443097214	-0.0446638443	0.0278639334	-0.1540722756	-0.072906724	0.1302342835	-0.0211728926	-0.0597636548	-0.0931842517	-0.0737559743	-0.0849770986	0.0179817462	-0.0693321268	-0.038399221	-0.1384463194	0.0900827818	0.0477536744	0.1057179104	-0.0943502027	0.0834749497	-0.0325402471	-0.1225778134	0.1440342395	0.1170999511	0.0223169935031393	0.0043987902994616	0.0004980481990191	1.934935609863748e-05	-0.0175201148009165	0.0044059385511872	1.9412294516837577e-05	0.0003069544226372	-0.0907783629738219	-0.0557291584446205	0.0082407111842069	0.0031057391009456	-0.0072900211967397	-0.0033809277158211	5.314440904891412e-05	1.143067221960728e-05	0.0003728842579648	0.0005176540433952	2.679657086433996e-07	1.390426698379595e-07	-0.0002411442266882	0.0009001420945048	8.102557902994882e-07	5.8150538065049994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
