global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
953.168177256133	n/a	908529.574133779	n/a	1366.5824868338448	n/a	n/a	1867547.6933209756	940.7779219906972	n/a	n/a	885063.0985051343	1037.87569659786	911.6993638737276	n/a	n/a	n/a	n/a	-0.211427845	0.2842984032	0.2404013593	-0.05558707	0.1671013578	-0.1080448225	-0.0958559316	0.452472044	-0.0836845896	0.1137323585	-0.1286115268	0.0399775837	-0.0452721055	-0.1579528742	0.3384528228	0.219194263	-0.1614325148	0.1688265323	-0.00849389	0.0465808407	-0.0535001467	0.0066769352	-0.0240625695	0.1196401944	-0.100303426	0.0501911469	-0.0047887451	0.1229307069	-0.0295517473	0.1999000294	-0.103842452	0.1421123139	-0.0945187743	-0.0535193246	0.4638917175	0.0865777726	-0.1764059078	0.120474135	-0.0245935318	0.2141341005	-0.0535457017	-0.0790832147	0.0415838228	-0.0027958642	0.1287718243	-0.0595834742	0.010100351	-0.2030111532	0.1002072943	-0.0414273655	-0.0441608746	0.4508410116	0.1473763232	-0.1978495683	0.0500556635	-0.1351215256	0.0635725611	-0.0240030203	-0.016789661	0.0833421654	-0.0388444278	0.0160981606	-0.02062435	0.0645727502	-0.0587399305	0.1249802829	-0.0903470738	0.1468284163	-0.0526434387	0.0084108805	-0.0630835893	0.0459052312	-0.0274311853	0.0161118825	0.153366806	0.1532882396	0.1373369927246557	n/a	0.0188614495706521	n/a	-0.193231408388101	n/a	n/a	0.037338377187649	0.8899297368433565	n/a	n/a	0.7919749365180858	0.0082624517111746	n/a	6.826810827949208e-05	n/a	0.0006152367872453	n/a	3.785163043799186e-07	n/a	0.0021119973910537	n/a	n/a	4.460532979817634e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.5369516733554	2.368774417222312	913050.8660132084	5.611092239686903	1372.0201437132698	5.437656879425049	29.56811233835856	1882439.2747549813	943.3802073222088	2.6022853315115526	6.771888946600192	889966.2155672936	1043.6218171323785	908.413791947123	0.922733	21.077984	0.0585422069780307	0.0313196540571783	-0.2312488192	0.2936066381	0.1705494886	-0.0722449782	0.106268168	-0.1740146167	-0.0600232513	0.4518644588	-0.0055458973	0.0890670097	-0.126287061	0.0622366308	0.0648812498	-0.1679615222	0.3643500424	0.1893994733	-0.2738095984	0.1234493308	-0.0072947264	-0.0346219823	-0.0388961271	0.0274851536	0.0381155613	0.0283622921	0.0298285011	0.0433929036	0.0298552055	-0.0269390177	-0.0488427893	0.0014144241	0.0058882105	-0.0620565555	-0.0019005562	-0.0718104541	0.4579055429	0.1130079083	-0.1251010083	0.1225929511	-0.1403129215	0.0361321871	0.0003870301	-0.0676244891	0.0573167003	-0.098376297	0.0867670312	0.0820525098	-0.0086933658	-0.0905839558	-0.017419997	0.0633898646	-0.0425438089	0.4542256161	0.1510981476	-0.1971595148	0.0338445881	-0.1135550929	0.0420897755	0.0008010918	-0.0240642122	0.0296132966	-0.0764849777	-0.0145849626	-0.0011930792	0.0623594608	-0.0352558663	0.0659039086	-0.0771502708	0.1455764248	-0.0628437785	0.0838612132	-0.0530066797	-0.0356485948	0.006944262	-0.0003891877	0.1531573254	0.1524510324	0.1296355262658011	-0.0077014664588545	0.0168053696702112	5.931258561686216e-05	-0.1979740742932279	-0.0047426659051268	2.249287988765313e-05	0.0391937340922605	0.8857623097201923	-0.0041674271231642	1.736744882688466e-05	0.7845748693208499	0.0082219181123703	-4.053359880430013e-05	6.759993744652281e-05	1.642972632027961e-09	0.0001540696873709	-0.0004611670998744	2.3737468566566865e-08	2.126750940065648e-07	0.0024489096421927	0.000336912251139	1.1350986496754875e-07	5.9971584356243785e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.8654400821412	1.3284884087858018	915591.4704235896	1.7648814522782317	1378.04739182336	6.027248110090113	36.32771978058484	1899014.6141111648	943.6032328778002	0.2230255555914482	0.0497403984468741	890387.0610974361	1045.3691436084791	908.0225388729864	0.9548930000000002	21.812616	0.2686758238323984	0.1367277027892364	-0.2167278568	0.2838636985	0.1127924845	-0.073993758	0.1192773549	-0.1004342483	-0.0572841902	0.3400317065	-0.0670652645	0.1515168229	-0.165572441	0.0859779274	0.1498223046	-0.1428477134	0.302584803	0.1725348274	-0.1076964697	0.0871259422	0.1344041659	-0.0617841931	0.0753603341	0.0169735884	0.0240493951	-0.1189483807	-0.0306835224	0.0824559121	0.0215055209	-0.0560869446	0.0805873511	-0.0248856258	0.0412168654	-0.0868929184	0.1577093325	-0.0811232954	0.3562180246	0.1160643054	-0.019253798	0.0910892121	-0.2010371881	-0.0127299762	0.0351081788	0.0391506198	-0.0376903338	0.0310145206	-0.0881907907	0.0018944308	-0.0380649246	0.1195772381	-0.041223113	-0.0231940648	-0.0275031275	0.3945575578	0.0895078346	-0.1309710991	0.0437137513	-0.03926447	0.0018659026	0.0090808515	-0.0015759687	-0.0600516233	0.015486534	-0.0558979576	-0.0263632259	-0.0101883752	0.0482616415	-0.0389951102	0.0276459701	-0.1156500042	0.0052271586	-0.0409570993	0.0140522302	-0.033502548	0.0123916935	-0.01565111	0.1527386503	0.1507811905	0.1119057442057709	-0.0177297820600302	0.0125228955862474	0.0003143451718961	-0.1860541408515956	0.0119199334416322	0.0001420848132529	0.0346161433280253	0.7916893349417364	-0.0940729747784558	0.0088497245836679	0.626772003060489	0.0063906467851794	-0.0018312713271909	4.08403663329238e-05	3.353554673791524e-06	-0.0001197140224695	-0.0002737837098404	1.433144717582795e-08	7.495751977397235e-08	0.0016549020081784	-0.0007940076340143	6.304481228729867e-07	2.738700656672901e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.6643704983304	0.7989304161892505	917121.0465219634	0.6382898099123291	1379.4762456076485	1.428853784288549	2.041623136875707	1902954.7121957731	945.1667573614772	1.5635244836769289	2.444608811057207	893340.1992212094	1049.2130201911184	913.3209849930528	1.379294	31.507198	0.5197468366379511	0.2788341221445948	-0.1078652139	0.1071827331	0.0361441103	-0.050774354	6.92403e-05	-0.0991669844	-0.0504566077	0.1612968512	-0.0979739881	0.0679860075	-0.009673076	0.0185461659	0.085849303	-0.098403106	0.2392213057	-0.0305833618	0.0131690211	-0.1179656473	0.1701102802	0.0171821552	0.0343018386	0.1112512624	0.1945946493	-0.2528651794	0.0058456872	-0.0342976361	-0.0901682053	-0.0847264509	0.0035814748	-0.252266771	0.2652724827	0.0415789267	-0.071260593	-0.0794501535	0.2032889178	-0.065430643	0.1988769375	0.1102364201	-0.0936486956	-0.2335655824	0.008529233	-0.0297988908	-0.0784190136	0.0511633623	-0.3922177788	0.1055111882	-0.0413350265	0.3476742212	-0.0841393634	-0.002058569	-0.0077619072	0.1922361862	-0.0294733703	-0.0101970272	0.0191002636	0.0907857996	-0.0240192373	0.0430001062	0.0864914534	-0.155617387	0.1606929094	0.0144229457	0.0879871491	-0.211391388	0.0282674081	-0.2748660882	0.2452365753	-0.4216687234	0.1304868845	-0.1289289587	0.1687717793	-0.0664021438	0.0279612004	-0.0335212661	0.1521113526	0.148287834	0.0800272276063367	-0.0318785165994342	0.0064043571583564	0.0010162398205804	-0.1319864409856705	0.0540676998659251	0.0029233161687917	0.0174204206040638	0.5688763640198147	-0.2228129709219217	0.0496456200110531	0.3236203175404047	0.0031715813571645	-0.0032190654280148	1.0058928305113412e-05	1.0362382229840749e-05	-0.0002053279985123	-8.561397604279999e-05	4.215958697306706e-08	7.329752893857131e-09	0.0007398284272227	-0.0009150735809557	8.37359658563088e-07	5.47346101726814e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.1485542699992	-0.5158162283312322	916133.3549411496	0.2660663814098579	1383.5929111753192	4.11666556767068	16.946935396045358	1914329.3438545945	942.923539096572	-2.243218264905181	5.032028184004211	889104.8005824045	1048.3797632803712	917.5585500426212	1.435639	32.794304	0.3971319315344978	0.2467258610869189	0.0586174601	0.0223704112	-0.1235332233	-0.0686521907	-0.0123689203	-0.1141032865	-0.0941583355	-0.0779752896	0.0907969141	-0.0875027367	0.0238738951	0.0013769809	0.0964675672	-0.0396803095	-0.1377831131	-0.0459749295	0.0807076413	-0.1896110132	0.0904026889	0.0520231146	-0.0243947467	-0.0067410723	-0.1022133937	0.0769760457	-0.1533058199	0.1417729843	-0.0704378506	-0.1190313461	0.0984348601	-0.0023280529	0.1667407629	0.1492672549	0.0498974642	-0.0786043747	-0.1299725844	0.0576069213	0.0738803329	-0.0386480768	-0.0858304785	-0.179896049	-0.0103379753	0.1290172304	-0.1243263176	0.036981943	-0.0737638167	-0.0935583219	0.0827074296	-0.1644839099	-0.024764889	0.0348165503	-0.0591020608	-0.0035394737	-0.1452719606	0.1080885185	-0.0571791459	0.0615664186	0.0326557582	0.0391865786	-0.0636794906	-0.1179436897	0.2046492991	0.0455797055	-0.1360211351	-0.0389747412	0.1225554074	-0.0313336915	0.0791665782	-0.1386322234	0.0597092577	-0.0824587091	0.1130846019	0.0178361439	0.0574415984	-0.017782437	0.151276289	0.1449845808	0.0639467842907492	-0.0160804433155875	0.0040891912211276	0.0002585806572258	-0.0604761665541246	0.0715102744315459	0.005113719349275	0.0036573667210822	0.3378660613973352	-0.2310103026224794	0.0533657599177295	0.1141534754441478	0.002083753457509	-0.0010878278996554	4.342028471680713e-06	1.1833695392688962e-06	-0.0006872294917277	-0.0004819014932154	4.722843743003129e-07	2.3222904916323225e-07	0.0007407172576495	8.8883042680002e-07	7.900195276055058e-13	5.486620557797958e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.384363939946	-0.7641903300532249	914671.051588815	0.5839868605468568	1386.0828886032104	2.48997742789129	6.199987591408124	1921225.77407862	942.9106340523226	-0.0129050442493507	0.0001665401670777	889080.4638089531	1047.6763376020735	943.424549749342	1.428608	32.633686	0.1147009824684911	0.0632375049077066	0.1135242897	-0.1028493454	0.0226190335	-0.1296855098	0.1165286931	-0.0701184981	-0.0289660524	-0.0135294419	0.0102252002	-0.0978843736	0.154012923	0.0738236537	-0.1128810612	-0.0216139213	0.0101478259	-0.0801048652	0.1433618529	-0.1764810762	-0.1321515658	0.0062428797	0.0010004818	0.0021736493	0.0782313772	0.1450746925	-0.0913577127	-0.0228080529	-0.0075909251	-0.1888971418	-0.0921057244	0.0380240814	0.0503586782	0.0469862222	0.0111739783	-0.0417549064	-0.0361306147	-0.0532938592	0.1480236433	-0.0415768683	0.1659137989	-0.0630454561	-0.1280654369	0.0967893747	-0.0160601789	-0.0659008089	-0.0476167291	0.0964778695	-0.1586496952	-0.1778418254	0.0301254754	0.0029132458	-0.0428235737	0.0147745092	-0.1115913094	0.1089309398	0.014802239	0.1040185335	0.0789293075	0.0460145778	-0.0557856981	-0.0458714404	0.1806965591	0.1461985735	-0.0286087106	-0.0366652016	0.0089946246	-0.1140329474	0.0898183179	-0.1004612157	0.0509650003	-0.0692876089	-0.0912286225	0.1290226458	0.0542036234	0.0149298149	0.1502346003	0.1408894722	0.0702287607713145	0.0062819764805653	0.0049320788394745	3.946322850237565e-05	-0.077235954126607	-0.0167597875724824	0.0002808904794747	0.0059653926098473	0.3900644596490537	0.0521983982517184	0.002724672780045	0.1521502826813082	0.0016401362846014	-0.0004436171729076	2.6900470320660843e-06	1.967961960985317e-07	-0.0006881761835679	-9.466918401999708e-07	4.7358645963008003e-07	8.96225440301207e-13	0.0003960647191228	-0.0003446525385267	1.1878537231289847e-07	1.5686726173382249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.952004281375	-0.432359658570931	913844.234489578	0.186934874359572	1385.3235910279411	-0.7592975752693292	0.5765328078098826	1919121.4518585503	942.2068744950506	-0.7037595572720647	0.4952775144517726	887753.794345732	1045.5070905425669	914.8775064357033	0.993076	22.684832	0.0679528904098375	0.0374708720028106	0.0510839514	-0.0900387792	0.0955167324	0.0138559427	-0.0079422154	-0.0171156427	-0.0111044091	-0.0163862307	0.0053714088	-0.1029643823	0.115174199	0.0308905172	-0.1837463185	-0.0097256783	0.0110139044	-0.0635070287	0.1994530431	-0.1631976514	-0.0879677598	-0.0943509914	-0.0310386124	-0.0223284177	0.1078692762	-0.0212476208	-0.0157130382	0.0050621747	0.0859389487	-0.1287850667	-0.1504396024	0.0274352256	0.0062039185	-0.1370110657	0.0022302008	-0.0186462938	-0.0401299281	-0.0024436545	0.1266267625	-0.0378379494	0.2051464362	-0.0429916974	0.0031680235	0.082853532	-0.0480105774	-0.0794381792	0.0151808284	0.1157910755	-0.0517776777	-0.0739971606	0.0141924364	0.0106667424	-0.0258384547	-0.0145562477	-0.1000593714	0.0853467322	-0.0001057082	0.1113174555	0.1041819446	0.052676153	-0.0711950697	0.0626161717	0.0986060169	0.1629784784	-0.0008562789	-0.0090496887	-0.0497397903	-0.072949032	0.1120233969	-0.0026872807	0.0274941774	-0.0128614591	-0.0521493013	0.1963743795	0.0043958564	-0.026360166	0.1489877092	0.136024874	0.0700532189244285	-0.0001755418468859	0.0049074534816739	3.0814940008145475e-08	-0.0624849121863206	0.0147510419402863	0.000217593238324	0.0039043642509321	0.3899512730110785	-0.0001131866379751	1.281121501611994e-08	0.1520619953229607	0.0011406773989975	-0.0004994588856038	1.301144928583702e-06	2.494591784086895e-07	-0.000473078248635	0.0002150979349329	2.238030293315589e-07	4.6267121612398086e-08	0.0007397702982798	0.000343705579157	1.181335251436488e-07	5.472600942169842e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.587164345702	-0.3648399356729896	913146.8286622596	0.1331081786618712	1384.4785512515475	-0.8450397763936053	0.7140922236873544	1916780.858875584	941.12372074357	-1.0831537514806089	1.1732220493465162	885713.857746221	1044.4157727312022	907.3589857661792	1.063962	24.30409	0.1408747744803308	0.0941392257671201	0.0171934744	-0.0760390363	0.1726820038	0.0652068395	-0.1282689259	0.0680072817	-0.0254432462	-0.0190207856	0.0614760528	-0.0984234307	0.0567304479	-0.0548424911	-0.1036985997	-0.0374066664	-0.0652050095	0.0179969949	0.1297765667	0.0253875399	-0.1176327337	-0.1151176732	0.3441085946	-0.0008549564	-0.1872841769	0.0882221561	0.0837195861	-0.1576349577	-0.0656205338	-0.140063741	0.0603104238	-0.1887373309	-0.1271399553	-0.1476875987	-0.1796794371	-0.0514696753	-0.1034217612	0.0395132946	0.0337547014	0.0083945627	0.125191836	-0.0659146407	0.2313226451	-0.0511879862	-0.1098178843	0.1153090588	0.093153019	0.086148304	-0.0070482833	-0.0221867976	-0.1753797738	-0.1493202596	-0.057832445	-0.0492165556	-0.1314618666	0.1175935894	-0.0759605249	0.2092629572	0.2419353163	-0.2788203207	0.0530373159	0.2528590349	-0.1403023482	-0.255613042	-0.1340896149	-0.1181181303	0.1630719822	0.2410508285	0.1451099795	0.0081245162	-0.4166731856	-0.1785643035	0.0088947394	0.0125472788	-0.0507015417	0.0807950679	0.1475373187	0.1304173552	0.0701036182234844	5.039929905589768e-05	0.004914517288024	2.540089345325809e-09	-0.0338272308985239	0.0286576812877967	0.0008212626967929	0.001144281550262	0.3005933938108853	-0.0893578792001932	0.0079848305751563	0.0903563884027459	0.0008326849486209	-0.0003079924503766	6.933642236597909e-07	9.485934948898244e-08	-0.0005512216683596	-7.814341972460005e-05	3.038453276691409e-07	6.106394046255012e-09	0.0006697298745153	-7.00404237645e-05	4.905660961110736e-09	4.485381048182795e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.6086311846713	5.021466838969218	922768.9423064876	25.21512921486751	1391.6151005881172	7.136549336569715	50.93033643329364	1936592.588184876	945.4705739768154	4.346853233245497	18.89513303137683	893914.6062560489	1050.620935462328	923.249832419128	1.318152	30.110554	0.069277552479877	0.0429086905918458	0.0516784598	0.0644703473	-0.0782426628	0.0163158521	-0.0707882636	0.1202557428	0.0129981208	-0.1347905831	0.0509672281	0.10873853	0.1331113851	-0.1409523059	-0.0180213706	-0.0162715938	-0.1246736811	-0.1408996593	-0.0100659333	-0.0828442846	-0.0063809607	-0.0405098821	0.1063841166	-0.0052248875	0.0103717189	0.0429524043	0.0498913241	0.2480152121	-0.017614575	0.0147934361	-0.1489615747	0.1222097223	0.0085046467	0.0030729838	-0.1395291753	-0.0505652871	-0.1215187397	-0.0336939971	0.0021698113	-0.0440517128	0.0269491552	-0.2150155313	0.0341583235	-0.0081536285	0.0381218301	-0.1117600923	0.0953690172	-0.0127137698	-0.0004113038	0.0173810212	0.0560511379	-0.0287368395	-0.0674407928	-0.0783105574	-0.1190337818	0.1508170332	-0.0834771254	0.0784669085	0.1016584916	0.0627699126	-0.0167202113	-0.0643579121	-0.0641590123	-0.0301907314	-0.1507807552	0.0683012938	-0.0027159496	0.1125679733	-0.0444612007	0.0415461271	-0.0608549691	-0.1065079225	-0.0270163754	0.0382576089	-0.0385589074	0.0525785291	0.1458854101	0.124097542	0.0704774862183512	0.0003738679948668	0.0049670760636578	1.3977727758572158e-07	-0.0445516952599405	-0.0107244643614166	0.0001150141358392	0.0019848535505346	0.2617831481383916	-0.0388102456724936	0.0015062351691593	0.068530416649247	0.0007717560297337	-6.092891888720008e-05	5.956073694303236e-07	3.7123331567630063e-09	-0.0008267618608812	-0.0002755401925215	6.835351746077447e-07	7.592239769484035e-08	0.0006188194969021	-5.091037761319997e-05	2.5918665487186127e-09	3.829375697461682e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.8461889428758	-2.762442241795497	917469.3216723911	7.631087139256134	1402.918850353786	11.303749765668726	127.7747587648558	1968181.3006779884	944.0823879012142	-1.3881860756011974	1.9270605804930532	891291.5551452588	1051.2717232611392	916.873387985086	1.054666	24.091726	0.1442516567568574	0.0695382406229191	0.0393918303	0.0301947039	-0.1322945927	-0.0861669572	-0.0476523364	0.1030049157	0.0328455863	-0.1765136857	0.1381072209	0.1353994274	-0.017196232	0.0922224022	-0.1614354776	0.0144640761	-0.0651710855	-0.1155520833	0.0280387991	-0.0718127132	-0.0702028245	0.0129446978	-0.0681327562	-0.0947037438	-0.0145991697	0.0373761182	0.1104412016	0.0026580208	-0.1563207407	0.0125474234	0.0533373925	0.1704386434	-0.1622647506	-0.0249609259	-0.1107452161	-0.0274019403	-0.1293896307	0.0193877564	0.048129392	-0.0749027516	0.0148628525	-0.1696708511	-0.1137379277	-0.1725127587	0.0270255922	-0.1094335547	0.0310694741	-0.0288651574	0.0700949451	-0.0932416846	-0.0331456687	-0.1904420369	-0.0337458617	-0.0699426079	-0.085578212	0.1180857332	-0.0722111365	0.0998212518	-0.0100596504	0.1706891263	-0.0381219235	-0.0665617508	-0.0135294461	-0.0500954114	-0.2072790796	0.1389629627	0.0393723567	0.0202009031	-0.1353676764	0.1806154212	0.0782117599	0.073156425	0.0398329073	-0.0365970955	-0.1952900334	-0.0230054469	0.1440342395	0.1170999511	0.0855694279098884	0.0150919416915372	0.0073221269928255	0.0002277667040207	-0.0765004902039834	-0.0319487949440429	0.0010207254983765	0.0058523250014497	0.3080029391343117	0.0462197909959201	0.0021362690797065	0.0948658105153745	8.687261942615614e-05	-0.0006848834103075	7.54685200596176e-09	4.6906528571449146e-07	-0.0011089719704489	-0.0002822101095677	1.2298188312413162e-06	7.964254594221332e-08	0.000671548559534	5.272906263189994e-05	2.7803540460388267e-09	4.509774678121903e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
