global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
1194.3583459197132	n/a	1426491.8584680732	n/a	1731.3235965763126	n/a	n/a	2997481.3960619387	1177.8286380960485	n/a	n/a	1387280.3007191925	1307.1234510048375	1133.714358895512	n/a	n/a	n/a	n/a	-0.0134856392	-0.0141888749	-0.0191866015	-0.0600190325	0.038701997	-0.0700508196	-0.0126011989	-0.002259941	0.0478286943	-0.0825474089	0.0703436224	-0.0597216929	0.1350193304	-0.1895004627	0.098160579	-0.0413262391	0.1052765272	-0.1667134043	0.0255110675	-0.0331143638	0.0715266791	-0.060892928	0.0867592751	-0.0209236512	-0.0286574368	0.1937083613	-0.0093163664	0.0350917997	0.0389725238	-0.0182826124	0.0211801729	-0.0040847224	0.0347460623	-0.1410559114	-0.0004285648	0.2315058209	-0.0563773648	0.0900866876	-0.0302954363	0.1437465592	-0.011716551	0.0731279732	0.024468219	-0.0767218184	0.188382421	-0.0855251437	0.0620536721	-0.0572095447	0.2556308632	-0.1623777185	0.0154751879	-0.0382253712	0.1435488957	-0.1873108298	0.0516932013	-0.1477508498	0.1007592059	-0.0590881577	0.0423632822	-0.0333923647	0.1028626902	-0.1548330176	0.1571599575	-0.0317886722	0.153366806	0.1532882396	-0.0001045987374652	n/a	1.0940895879313833e-08	n/a	0.0453596903298176	n/a	n/a	0.0020575015068169	-0.0279008182221645	n/a	n/a	0.0007784556574662	-0.0017338163233409	n/a	3.006119043083357e-06	n/a	-0.0005740658708655	n/a	3.295516240925649e-07	n/a	0.000652003086923	n/a	n/a	4.251080253571211e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1191.907576469638	-2.450769450075313	1420643.6708457258	6.0062708974224535	1729.8895915263408	-1.4340050499718018	2.05637048334463	2992517.9988711705	1177.843939640546	0.0153015444975608	0.0002341372640108	1387316.3461479624	1309.3115371512815	1137.3495421328787	1.039821	21.361734	0.0878978190555471	0.0472400029215901	-0.0138585882	0.0244461321	-0.0137768196	-0.0664263051	0.009382753	0.0918015137	-0.0286737538	-0.0296682279	0.1067432041	-0.0694628184	0.0840937511	0.0727836151	0.2093642796	-0.1940676313	0.0268022519	-0.0585394829	0.003788442	-0.1667279219	-0.0688413137	0.0360266485	0.2960025726	0.0233812061	-0.1292251125	-0.0488322427	-0.0428488711	-0.0764454102	0.0073670065	0.0223360651	0.0610540609	0.0149598468	-0.0398252559	-0.0610210637	-0.0691919932	-0.2257067699	-0.0070747265	0.1035515393	0.0110772229	0.1373635571	-0.1027396137	0.0828639413	-0.0078841113	0.0621390422	0.0480762547	-0.0790122905	0.1482348804	-0.0752691118	0.0528920492	-0.0552779475	0.2706413548	-0.1355806753	0.1157675313	0.002233144	-0.0493453221	-0.2218898358	0.0873533819	-0.2005346414	0.1383613101	-0.0888003179	-0.0090894045	0.0033724878	0.0008566205	-0.0830205948	0.0734953003	0.0074645236	0.1531573254	0.1524510324	0.0135593876283621	0.0136639863658272	0.0001838569928561	0.0001867045234055	0.0183396936857889	-0.0270199966440287	0.0007300802186433	0.0003363443644885	0.0050846736634966	0.0329854918856611	0.001088042674939	2.5853906264255936e-05	-0.0019287897919348	-0.0001949734685939	3.720230061471889e-06	3.8014653455536515e-08	-0.0005747154162401	-6.495453746e-07	3.3029780966403135e-07	4.2190919366425433e-13	0.0007409469561551	8.89438692321e-05	7.911011873976906e-09	5.490023918355077e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1191.573997823922	-0.3335786457159884	1419848.592290084	0.1112747128777129	1725.7699707306183	-4.11962079572254	16.971275500549613	2978281.991875559	1179.996764273595	2.152824633049022	4.634653900662656	1392392.3636961544	1306.451973542643	1104.6543477088942	1.270948	26.109943	0.1711388910202476	0.0818253079511231	-0.0167588324	0.025273853	0.0069963742	0.0719815832	-0.0791529113	-0.1038700213	-0.0543923878	0.0482593478	0.0249581481	-0.0089655271	-0.0061308099	-0.1348757707	-0.0214588195	0.1313892409	-0.0102078013	0.0004198272	-0.0839992298	-0.220700471	0.1326118652	-0.0678184221	0.0963263126	0.0021344819	-0.0159074988	0.0367740193	0.1235685331	-0.189515609	0.00763072	-0.0466489587	0.0201714167	0.0507993834	-0.0396717521	0.0945090716	0.0866464326	-0.0359238112	0.0263903604	-0.0522902015	0.0410499538	-0.018766507	0.0245298025	-0.1421994612	-0.003437505	0.0740219686	0.0579559858	-0.0728423091	0.0454440868	-0.0657056	0.0670887527	-0.1579689027	0.0616319429	0.0477968778	-0.0121432172	-0.122704938	0.1209642776	-0.1265152086	-0.1438641729	-0.21556543	-0.0327206323	-0.0688613306	-0.1015248195	0.0716665623	0.1719864334	0.2304656398	-0.0114988025	0.0640257778	0.1527386503	0.1507811905	0.043841779501065	0.0302823918727029	0.00192210162982	0.0009170232575319	0.008664107130329	-0.0096755865554598	9.361697519219634e-05	7.506675236581782e-05	0.0580225350177414	0.0529378613542447	0.0028024171647612	0.003366614569885	-0.0025298665324154	-0.0006010767404805	6.40022467183552e-06	3.612932479467824e-07	-0.0009631667145035	-0.0003884512982634	9.276901199274666e-07	1.5089441112252097e-07	0.0013162799421679	0.0005753329860128	3.310080447944047e-07	1.73259288615353e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1192.178784569892	0.6047867459701592	1421290.254378545	0.3657670081011739	1730.950895842131	5.180925111512806	26.841985011103983	2996191.0038166763	1177.0064289748066	-2.9903352987885228	8.942105199180643	1385344.1338480264	1307.4644319245533	1124.314899502052	1.204078	24.736187	0.1293067129708387	0.0764442964216654	-0.0129784033	-0.0237356406	0.0234718739	0.016785148	0.0853045883	0.120838684	0.0029291052	0.0873531283	0.0058737089	-0.0913281544	0.0060560564	-0.0728803549	-0.1035527084	-0.1513543167	0.0093599262	0.0718227847	0.0492615383	0.0554915624	0.2330718147	-0.1744075585	0.0409722822	0.0132324062	0.0624212569	-0.0747683862	-0.1629599111	0.1867960273	0.0216074195	-0.0238921159	-0.031819881	0.0307500508	-0.13899482	0.0509585318	-0.0111327553	0.04404847	0.0533560413	0.1273692215	0.0816791509	0.0264358353	0.0463033658	-0.0880783715	0.0098641232	0.0514507843	0.0472794527	-0.0355485253	-0.0230688411	-0.0366237798	0.0629918485	-0.1633369014	0.0070876322	-0.0127451833	0.0283373291	-0.1589743008	0.0635384244	-0.0528492103	-0.0979270034	-0.037589794	0.1168926611	0.081451312	-0.171376667	0.1627448307	-0.1486354788	0.0974378688	-0.1015807931	-0.0414403586	0.1521113526	0.148287834	0.0577139721707453	0.0138721926696803	0.0033309025837255	0.0001924377294647	-0.0036413775798394	-0.0123054847101684	0.0001514249539521	1.3259630678957044e-05	0.0701878439791414	0.0121653089614	0.0001479947421263	0.0049263334424402	-0.0011221326576512	0.0014077338747641	1.2591817013673454e-06	1.981714662158628e-06	-0.0005747264246191	0.0003884402898844	3.303104631554541e-07	1.508858588054767e-07	0.0012931795742247	-2.310036794320007e-05	5.336269991112255e-10	1.672313411191976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1192.171076579136	-0.0077079907559891	1421271.8758318564	5.941312149441431e-05	1726.47536764059	-4.47552820154101	20.03035268278891	2980717.1950697107	1180.7786414868904	3.772212512083797	14.229587236321551	1394238.2001916263	1308.971108873417	1117.4740818943233	1.017826	20.909895	0.0777822966577155	0.0410715682167069	-0.0105896535	-0.0071767846	-0.0104394162	-0.0088586557	-0.000785997	0.0481194689	-0.0373653549	0.0029412264	0.0413045296	0.0787323281	0.1100646074	-0.1628794022	0.0186204138	-0.0287970877	0.1814805293	-0.1678636367	0.152644551	-0.0225667655	0.0448747518	0.1003311387	-0.092146399	0.0804407131	-0.1470516134	-0.0883164959	0.0230257282	-0.1292849288	0.0017383797	0.0172182238	0.0490609335	0.0611764242	-0.0063915548	0.0032155861	0.032793176	-0.0942517031	-0.0556637833	0.04314752	0.1822492874	-0.1941710844	-0.0187632862	-0.0215027654	4.93495e-05	0.0688051754	0.0816831266	-0.0608433708	0.0104801593	-0.0539810187	0.0371299228	-0.1224507215	0.0615600775	0.0730119204	0.0374465799	-0.0741093426	-0.0758614588	-0.0730619254	-0.0911150058	-0.0235968491	0.0864712327	0.0589079544	-0.037692922	0.0552587115	0.0142741026	0.0237636893	0.0374510345	0.2320404527	0.151276289	0.1449845808	0.0375711418029425	-0.0201428303678028	0.0014115906963768	0.000405733615226	-0.0070279676337747	-0.0033865900539353	1.1468992193413497e-05	4.939232906138475e-05	0.0878030784858339	0.0176152345066924	0.0003102964867257	0.0077093805915895	-0.0015547134621505	-0.0004325808044993	2.4171339493919945e-06	1.871261524212616e-07	-0.0005747727778446	-4.635322550002995e-08	3.303637461511979e-07	2.148621514256627e-15	0.0009930538973638	-0.0003001256768608	9.007542191121329e-08	9.861560430694326e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1194.27028844319	2.099211864054041	1426281.5218581804	4.406690450185242	1728.0994038624806	1.624036221890492	2.637493650012344	2986327.549629861	1182.1978188254616	1.4191773385712168	2.014064318314082	1397591.6828356788	1309.2833874076173	1115.946618139407	1.080909	22.205835	0.1855112236930844	0.0903808800038325	-0.0051046234	0.0062467151	-0.0116863289	-0.0014522007	-0.0127518965	-0.0689520581	-0.0551652748	0.0271140156	-0.0426950805	0.119520387	0.0945902386	-0.2021602186	-0.1113685469	0.0772156928	0.0104218994	0.0149100009	0.0236904584	-0.0277867546	0.0665306172	0.2852765108	-0.2157481341	-0.1422549613	-0.2132132791	-0.0581549109	0.2908809787	0.0549170316	-0.0062104755	-0.0191815713	0.0093523144	0.0683514564	0.0328282205	0.0859701928	0.0443267192	-0.0650845023	-0.0162248944	0.0031388425	0.1179748596	-0.2322439884	0.0342075008	-0.2251943166	-0.0031165129	0.0711493232	0.0796158556	-0.0212757861	0.0267662158	0.0372025139	-0.0487512351	-0.1582517493	0.0429995891	0.4285196774	-0.0051883992	0.0652544545	-0.2137674951	0.1294703379	-0.2525557948	0.19459167	0.1989127572	0.2019498615	0.0983621865	0.2398174977	-0.097770295	-0.0017761116	-0.1240316424	0.2039778208	0.1502346003	0.1408894722	0.1033519075095199	0.0657807657065774	0.0106816167858563	0.0043271091369436	-0.0156784661942595	-0.0086504985604848	7.48311253449496e-05	0.0002458143022045	0.1171946844406761	0.0293916059548422	0.0008638665006047	0.0137345940611496	-0.0009148547995369	0.0006398586626136	8.369593042357015e-07	4.094191081216649e-07	-0.0001807286573267	0.0003940441205179	3.2662847579111754e-08	1.552707689147253e-07	0.0015929181836559	0.000599864286292	3.598371619687304e-07	2.537388339821612e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1193.8725338274317	-0.3977546157584584	1425331.627027532	0.1582087343571588	1729.7396858833931	1.6402820209125366	2.690525108128915	2991999.3809199794	1179.5750221946023	-2.622796630859284	6.879062166846811	1391397.2329853964	1308.1596542255395	1131.468736953879	1.266555	26.019693	0.1856224324882285	0.099553209807253	0.0017589238	-0.0021511409	0.0115461206	0.047481889	-0.0655283276	0.0459537187	-0.0254347958	0.0439900868	0.0782944942	-0.0495678324	-0.0610118096	-0.0980198772	-0.0998013241	-0.1897343959	0.2203015777	0.1368559194	-0.1288950021	0.2174060213	0.0017390229	-0.0363212508	-0.0245095054	0.1125718607	-0.2572472075	0.0246781637	-0.2605668262	0.0383509575	-0.0142280854	-0.0396205578	-0.0077094701	0.0439359733	-0.0551143459	0.0310114994	-0.0147588702	0.0676885101	0.0607353341	-0.0128321364	0.0783649207	-0.1150542394	-0.2468360602	0.1708527891	-0.012937807	0.0565076139	0.030458021	-0.070678886	0.0804068232	-0.0367130994	0.0180179223	-0.1694008634	-0.0890933112	0.4639457941	-0.0613588135	0.3360099752	0.1440915925	0.1938231415	0.2357549567	0.0773714724	0.2491872336	-0.1865733477	0.1122958034	-0.2191297847	0.1543513862	-0.2304383341	-0.006593985	-0.1761483285	0.1489877092	0.136024874	0.0356687690917567	-0.0676831384177632	0.001272261088521	0.004581007226078	-0.0162745500032741	-0.0005960838090145	3.553159073693531e-07	0.000264860977809	0.0877213285930054	-0.0294733558476707	0.0008686787049234	0.007695031490122	-0.0012648345823185	-0.0003499797827815	1.599806520628814e-06	1.2248584835585586e-07	-0.000573865665068	-0.0003931370077413	3.29321801543938e-07	1.5455670685578297e-07	0.0005786378859032	-0.0010142802977526	1.0287645224093054e-06	3.348218030025247e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1195.0660786252618	1.1935447978301	1428182.9322807605	1.4245491844272942	1727.308789502393	-2.4308963810001387	5.909257215159571	2983595.654292222	1179.7789975869534	0.2039753923511398	0.0416059606848014	1391878.4831472768	1305.9387402879352	1110.5542964827544	1.227477	25.216877	0.0588046407733851	0.0303315659184551	0.0060078296	0.0162629703	0.0004889872	0.0059672966	0.008186633	-0.0699722397	0.012691197	-0.0388280686	-0.1020703977	0.1993739823	0.0500791614	0.0678774261	-0.0340344451	0.1257326686	0.2699009486	0.0816267977	-0.0115390994	0.0601892256	0.2325153586	0.1060786148	0.0713279366	-0.0878581675	0.281758387	0.0970321433	0.0853300243	-0.0307467408	-0.013156513	-0.0209199221	-0.01662697	-0.0259217889	0.1869186763	0.0037936623	0.0629118917	0.0323958042	-0.040890134	-0.066029238	0.0615345927	-0.1404550646	-0.2281690092	-0.1060890709	-0.0032106674	0.0288830938	0.0248054346	-0.0225675971	0.0021601407	-0.0017121186	0.0407008294	-0.091406544	-0.0452230941	0.0814649634	0.0802734384	0.3209053543	0.1725344157	-0.0067594944	-0.0546052795	0.1982846483	-0.3127713333	-0.0396641636	-0.1144350725	-0.0989648101	-0.0914299633	0.3059903162	0.3653742062	-0.3011650648	0.1475373187	0.1304173552	0.0358016279007671	0.0001328588090103	0.0012817565603449	1.7651463131661924e-08	-0.0244536200424363	-0.0081790700391622	6.689718670552077e-05	0.0005979795331798	0.1033877884704779	0.0156664598774725	0.0002454379650924	0.0106890348048162	-0.0007828955704266	0.0004819390118918	6.129254741935914e-07	2.322652111833409e-07	-0.0005736422908462	2.233742218000741e-07	3.290654778472763e-07	4.98960429647887e-14	0.0003642752310621	-0.000214362654841	4.595134779052456e-08	1.3269644396534638e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1197.86869002473	2.802611399468333	1434889.398541563	7.854630656429847	1732.3988622716956	5.090072769302651	25.90884079679636	3001205.8180002654	1183.3423733489683	3.563375762014857	12.697646821314963	1400299.1725631692	1308.0810099705666	1128.3553640146488	1.189226	24.431078	0.067047683920782	0.0344671856511438	0.0085026819	-0.0213585788	-0.0225025723	-4.27771e-05	-0.0303175962	-0.07450669	-0.0120002149	0.0145299023	-0.1450880558	0.0691057469	-0.0631738079	-0.1122205572	-0.0480352366	0.0551669381	-0.0626013114	-0.1824680906	0.0314408188	-0.1110588943	-0.0412278428	0.0492252403	0.0878761595	-0.1085346703	-0.061699769	0.0640059691	0.0163235182	0.1102766004	-0.0183677107	0.0119286493	-0.0465911456	0.0352035076	0.1275406304	0.1017575071	0.0201463593	0.0238781187	-0.0719638128	0.0922523229	-0.0222880487	-0.1602621612	0.0291602613	-0.0035296116	0.0132335906	-0.0139188155	0.0008063915	-0.009911808	-0.0754330225	-0.0317499745	0.1521138974	-0.1460786246	-0.0660882623	-0.1748027131	0.0621004048	0.1006400583	-0.1293055238	-0.0108719912	0.0223742846	-0.0063412023	-0.1829706082	0.1421915109	0.0908586688	-0.0474073905	-0.0756970281	-0.1313666536	-0.0557244345	0.0083921928	0.1458854101	0.124097542	0.0271310578870327	-0.0086705700137344	0.0007360943020695	7.517878436307019e-05	-0.003009748293806	0.0214438717486303	0.0004598396355717	9.058584792068128e-06	0.0874800280681498	-0.015907760402328	0.0002530568410178	0.0076527553108042	-0.0007759973781805	6.898192246099981e-06	6.021719309430099e-07	4.7585056264153895e-11	-0.0005120047229838	6.163756786239992e-05	2.621488363577178e-07	3.7991897719919556e-09	1.2301356048814282e-05	-0.0003519738750132	1.238856086918681e-07	1.5132336063969971e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1192.0652688783723	-5.803421146357778	1421019.605266066	33.67969700199262	1728.709431553746	-3.6894307179495622	13.611899022549826	2988436.298742876	1178.5888852206144	-4.753488128353865	22.59564938640113	1389071.760365571	1308.3624763010553	1135.789647053864	1.239523	25.464359	0.1463405529698717	0.0714527091821705	-0.0025465671	-0.0095113414	0.043853453	0.0448615956	0.0355938358	0.0940420645	0.0229026076	0.0186807599	-0.034788132	-0.0111392249	-0.1833954079	0.0384651856	-0.1253100268	-0.1187521287	0.1143163917	0.0501104676	0.0312537092	-0.0456346696	-0.1126364972	-0.0666484584	-0.0396412323	0.137340519	0.1502733024	0.2025083421	-0.1307145534	0.0631337145	0.0085776311	-0.0061840396	-0.0275967007	0.0071307865	-0.061439342	-0.0572098284	-0.0226742682	0.203188379	0.07073472	-0.0187179941	-0.0389398556	-0.0605924344	-0.0669813739	0.0330263378	0.013695398	-0.0501322272	-0.044347682	0.0358558202	-0.1226639501	0.0111268453	0.1546841582	-0.1386168203	-0.2721602367	-0.2158903675	-0.0872098327	0.0832641514	-0.0114566511	-0.0128599435	0.1988855438	0.0028870567	-0.0977332323	0.0545005204	0.0917621439	0.08723482	-0.0411032356	-0.0614678374	0.0436178168	0.1231665757	0.1440342395	0.1170999511	0.0232842230358443	-0.0038468348511884	0.0005421550423829	1.479813837231769e-05	-0.0181106750241042	-0.0151009267302982	0.0002280379881138	0.0003279965498287	0.1032521113257942	0.0157720832576443	0.000248758610286	0.0106609984932342	0.0002956711130079	0.0010716684911883	8.742140706733036e-08	1.1484733550060217e-06	-0.001006098032193	-0.0004940933092091	1.0122332503826267e-06	2.4412819820529805e-07	-0.0006543510061684	-0.0006666523622172	4.444253720497918e-07	4.281752392735974e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
