global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1171.4588332446183	n/a	1372315.7979868425	n/a	1678.95461410993	n/a	n/a	2818888.596241024	1161.7423506781795	n/a	n/a	1349645.2893592622	1300.5665118969582	1124.3709431053103	n/a	n/a	n/a	n/a	-0.0220763227	-0.1458313773	0.0177187632	-0.017795163	0.0055789796	-0.0019990743	0.1865641549	-0.0124404582	0.027556152	-0.0414841621	0.2877596657	-0.0284489736	0.0674752442	-0.0387152319	0.0731834252	-0.0285027132	0.028324754	-0.2310124563	-0.0851009573	0.1457600888	-0.0105808214	-0.0178948162	0.0197645533	-0.0975632799	0.2968553399	-0.0188761229	0.0090359892	-0.0947645828	0.0971020303	-0.1366474846	0.0029163271	-0.0396363432	0.1005821521	0.0257119731	-0.3576068144	0.1783509926	-0.0410407657	-0.1961601438	0.0261541292	0.0082363861	0.0914394658	-0.1348133053	-0.0384823418	-0.0232958245	-0.0633180906	-0.0188611535	0.0666553456	-0.1422890646	0.0539351088	-0.0551835584	0.2467268483	-0.1461934316	0.0905224293	-0.0585443027	0.0820171025	-0.1195885266	0.3610075694	-0.0242287365	0.0914468487	-0.096293241	0.0197282495	-0.0518684781	0.2114214841	-0.0006522859	-0.097718493	0.0045504059	0.0272513495	0.0711370408	-0.0450143876	-0.0637995262	0.182563766	-0.0940730127	0.0701613222	-0.2156384691	0.0688400595	-3.5316e-06	-0.2633646853	-0.0635503214	0.1067054376	-0.1464770147	0.0347195841	-0.2366899095	0.0193326054	-0.0453872063	0.2414917738	-0.2452934772	0.02076297	-0.0292927393	0.0276054372	-0.0770269305	-0.0028659633	0.0505582265	0.153366806	0.1532882396	0.0767829859038471	n/a	0.0058956269243103	n/a	-0.0071320010268607	n/a	n/a	5.086543864714208e-05	0.0805438453240654	n/a	n/a	0.0064873110195869	-0.00037335441016	n/a	1.3939351558592154e-07	n/a	-0.0004336251812897	n/a	1.880307978485252e-07	n/a	0.000669919380679	n/a	n/a	4.487919766093349e-07
1172.8389469750698	1.3801137304515123	1375551.1955415907	1.9047139089807896	1678.207145791747	-0.7474683181828823	0.5587088866871466	2816379.2241864824	1167.060180037418	5.317829359238431	28.279309093978217	1362029.4638289704	1302.4835147148476	1136.956719183384	1.197891	22.049782	0.0483138035755651	0.0208211231899523	0.1522129434	0.0310156028	0.0472859136	-0.0588358727	0.0816965102	0.0587424818	0.004661174	-0.1312276596	-0.0668491048	-0.0883780125	0.2140235883	0.0332372416	-0.0334803299	-0.0047970208	0.0081777242	-0.057461321	-0.0339875441	-0.1665714274	0.2035132931	-0.0934123187	-0.0197226317	-8.64994e-05	0.056472271	0.0213322024	0.0836168355	-0.1339978525	-0.0907075739	0.0987157698	0.2118549781	-0.1433381221	-0.0485591293	0.0318474447	0.0963239365	0.0523705678	-0.0441282216	-0.0188765006	-0.0303345168	0.019590349	0.1165603415	-0.0811053148	-0.0668651181	-0.0417415977	-0.057222539	0.1742756108	0.0903573112	-0.1449090469	-0.0528496732	-0.0384838336	0.0454403557	-0.0292294154	0.1585213037	-0.0471811981	-0.0175280758	-0.0274649554	0.0471402604	0.0721576296	0.0937949195	-0.1185062595	0.1802576586	0.1298309871	0.0391618193	0.0865272803	0.084115548	-0.1023997628	0.0176533948	0.0822084679	-0.1009243302	0.0531974811	-0.0590060487	-0.1989384382	0.0149242351	0.0188687606	0.0705641322	-0.2195673885	0.0903191481	-0.0019645264	-0.1711112329	-0.0165793962	-0.0762353418	-0.0741134161	0.0672146034	-0.0384339519	0.2533121364	-0.0315366849	0.3071066068	-0.1157679779	0.0244940675	0.0898022949	0.1159082298	-0.0984925499	0.0523258011	0.0413394682	0.1531573254	0.1524510324	0.0667391470868778	-0.0100438388169693	0.0044541137538839	0.0001008786981812	8.241273651776737e-05	0.0072144137633784	5.204776594922466e-05	6.791859140346947e-09	0.0865276795622378	0.0059838342381723	3.580627218992417e-05	0.0074870393304253	-0.0001504348540224	0.0002229195561376	2.2630645304740797e-08	4.96931285085846e-08	-0.0002120459998335	0.0002215791814562	4.4963506045388684e-08	4.9097333654799604e-08	0.0006129837831319	-5.6935597547099945e-05	3.241662268045333e-09	3.7574911838269625e-07
1171.455079385409	-1.3838675896608947	1372307.003017875	1.9150895057138544	1683.4661654837855	5.259019692038464	27.657288121248342	2834058.33032868	1163.2085878344776	-3.85159220294031	14.83476249775059	1353054.2188118796	1300.7838704805315	1126.814212705856	1.172735	21.586727	0.0417618562084691	0.0215352821671781	-0.0791521795	0.1706343759	0.0329482573	-0.0715353053	0.0624647616	-0.0015599147	0.1545509078	0.0910936717	-0.1329923015	-0.0423975562	0.0628773237	-0.0625014334	0.0750946586	0.103020331	0.0116568087	-0.1124845116	0.0620289266	-0.3043206073	0.0207035046	-0.0869103128	-0.0442834799	-0.0145141727	-0.0025205422	0.0639960276	0.3294102762	0.1660810765	0.032920508	0.0398704817	0.0102321213	-0.0202885159	0.1370464197	-0.0004694272	-0.0261659121	-0.0249958603	-0.0782719416	-0.1162313399	-0.0118432834	-0.0457004933	-0.1095757257	0.0057020091	-0.0318015923	0.0642105345	-0.03373437	0.0408722515	0.060697055	0.1015166116	-0.0460205462	-0.1011910241	0.0246217783	-0.0528531102	0.1829578367	-0.0960571908	0.1188755092	-0.0599858816	-0.1279476047	0.0639694609	-0.0827465778	0.1086330743	0.0458975892	0.0023434319	0.032387352	-0.1567989402	0.0567640962	0.058328102	-0.10268565	0.2483428189	-0.0290604692	0.0712874232	0.015349545	0.0414082869	0.052223174	0.120213401	0.0560418467	-0.2623688653	0.0417424059	-0.0050892909	0.0259073487	0.0550160066	0.1548762712	0.0082928736	0.1465407108	0.0246597335	0.0603110927	-0.073626246	0.1995518739	0.105791951	0.0140915638	0.038387956	-0.1744065683	-0.130696513	0.034277228	0.241560438	0.1527386503	0.1507811905	0.0577366044989986	-0.0090025425878791	0.0033335154990737	8.104577304657858e-05	-0.0001319322323638	-0.0002143449688815	4.5943765684840086e-08	1.7406113936495714e-08	0.0920501127062962	0.0055224331440584	3.049726783059487e-05	0.0084732232492418	-0.0004383621714593	-0.0002879273174369	1.9216139336651276e-07	8.29021401264094e-08	-0.0004196445150363	-0.0002075985152028	1.7610151900005146e-07	4.309714351440719e-08	0.0006579086606452	4.492487751329999e-05	2.018244619585006e-09	4.32843805751961e-07
1170.727125040714	-0.7279543446948082	1370602.001306096	0.5299175279600477	1681.218992729019	-2.2471727547665523	5.049785389765096	2826497.3015127773	1162.7330698252215	-0.4755180092561204	0.2261173771269038	1351948.1916651833	1302.9921164018067	1124.3754646401655	1.201941	22.124336	0.0755207585200004	0.0494652802892358	-0.0025643051	-0.0591333148	0.18178334	0.2196834229	-0.0231693404	-0.1739330574	0.0848573272	0.0904897306	0.0730897137	0.0295170154	0.1687387202	0.1634058628	-0.006414556	0.1584557907	0.1490416395	-0.1138632246	0.0182789881	0.0427551474	-0.1832000585	0.0503960823	0.1620152266	0.1129870554	-0.1636934534	-0.0712352921	0.1753061425	0.0717376222	0.1176659047	0.062375676	0.1310508014	0.0861732294	0.2216148964	0.0362438304	0.0201890946	-0.0404646904	0.0613248269	0.0400685339	0.1097846552	-0.1775950094	0.0782048362	-0.1605539469	0.1073967014	0.0330998888	0.05431731	-0.0284870221	-0.1835110193	-0.0049015162	0.0455132455	0.0961717011	0.1223256546	-0.1978350656	0.1474567085	-0.0061041292	0.1178162227	-0.0890863293	-0.1864892111	0.1269554159	0.0376474189	0.1294107273	-0.073964939	0.0363986667	-0.0511218408	0.107539572	-0.0610238068	-0.0804480027	-0.0329098516	0.0846338511	0.0447911247	0.0733544539	0.0320281876	0.0579554634	-0.0774832535	-0.1589899043	0.0608983468	-0.1498685504	-0.1609513092	-0.1135372928	0.0916725057	-0.1280547003	0.2383513976	-0.1512559368	-0.0333333095	0.0712567803	-0.0041575081	-0.1035857358	-0.0093697948	-0.0200619352	0.0902754472	0.1022898351	-0.1993142349	0.1261338594	-0.1091212814	0.066778052	0.1521113526	0.148287834	0.0578188302997944	8.2225800795796e-05	0.0033430171372364	6.761082316509926e-09	0.0041728168311436	0.0043047490635074	1.853086449976784e-05	1.741240030627532e-05	0.0806689767691892	-0.011381135937107	0.0001295302552189	0.0065074838129879	0.0003960198631954	0.0008343820346547	1.568317320453033e-07	6.96193379754517e-07	-6.087010096389456e-05	0.0003587744140724	3.7051691913547165e-09	1.2871908019299786e-07	0.0006560121550005	-1.8965056446999765e-06	3.5967336603788725e-12	4.303519475084001e-07
1172.691054909143	1.963929868428977	1375204.3102639187	3.857020528107459	1680.1365142687828	-1.0824784602361888	1.1717596168753102	2822858.706579256	1163.1186214501852	0.3855516249636821	0.1486500555121357	1352844.927564179	1299.6871480624502	1114.9044447590534	1.207173	22.220638	0.0900152861889772	0.0642362005759264	0.0106723902	0.1857889255	-0.0557144459	0.1434677087	-0.1401717713	-0.0327317708	-0.0313745583	-0.0265483774	-0.1608985357	0.0082496313	-0.0565383949	0.1457872697	-0.0218793787	-0.0569085849	0.1588529623	0.1561295941	-0.0291647833	0.0237888425	-0.03262915	-0.1921531072	0.037853183	0.1812572909	-0.0822260263	0.0350072744	0.081540238	-0.1950953023	0.0839385899	-0.104625423	0.0248580678	0.3727131695	0.04856766	-0.0434996022	0.0077689827	-0.1252268549	-0.056697228	0.2483207617	0.0115920458	0.0787136526	0.0108845587	-0.0480631032	0.0665639999	0.0161316585	0.061943309	-0.0032101013	0.1261385343	0.0995442582	-0.0608450744	0.201144143	0.0476738962	-0.0011303644	-0.0260302001	0.0039802462	-0.0295973709	0.0130537852	-0.0182849943	0.0242270881	0.3006143185	0.2216936723	-0.0184427992	-0.1089263936	0.1303251815	0.0692620028	-0.1915965012	-0.0087796859	0.1147357803	-0.1242040741	-0.0794695353	0.0727947276	0.0924298071	0.0698061627	-0.2059839145	0.0465130051	-0.026816159	-0.1363996159	0.0606842372	-0.1086730278	0.0959038477	-0.1535892702	0.0925601	-0.1417087917	-0.1991743614	0.1205640485	-0.0033390999	-0.0238696157	-0.1154161805	0.0384329263	0.0879342975	0.137390179	0.0512727343	0.0966743131	-0.0126236656	0.0664255775	0.151276289	0.1449845808	0.057635582886192	-0.0001832474136023	0.0033218604146311	3.3579614591968996e-08	0.005624367555896	0.0014515507247523	2.1069995065292173e-06	3.1633510403815546e-05	0.0314015928924007	-0.0492673838767885	0.0024272751140628	0.00098606003618	0.001039030273466	0.0006430104102706	1.0795839091788309e-06	4.134623877163655e-07	-7.509427207197383e-05	-1.4224171108079275e-05	5.639149698019629e-09	2.0232704371191718e-10	0.0007810396570985	0.000125027502098	1.5631876280865393e-08	6.100229459605426e-07
1174.1256707199907	1.4346158108476177	1378571.090643668	2.058122524733967	1679.254400984306	-0.8821132844768726	0.7781238466505761	2819895.34322516	1165.398340370131	2.279718919945936	5.197118353959462	1358153.291737456	1302.0799137720155	1126.9817559521898	1.286572	23.682144	0.0872199175900588	0.0558554618217762	-0.0977095933	-0.0963271399	-0.0512642075	0.1687458741	0.0609181848	0.0726705017	-0.0923254084	0.0004231171	-0.0569550071	0.2114712939	0.0417941414	-0.016608003	-0.1203154517	-0.0978242108	0.0251849126	-0.0004894832	-0.1736203229	0.0465097906	-0.0505683211	-0.0559583031	0.0581933887	-0.1273480502	-0.0136252928	-0.143119628	-0.1566099364	-0.0935811024	0.0014685707	-0.1469747049	0.140899354	0.1173919664	0.0677838224	0.1604897286	0.0642579796	0.0812693286	-0.0161601137	-0.1269601759	0.1639207724	0.2638635302	-0.0802914121	-0.2280742957	-0.0558610201	-0.0217833139	-0.0505447274	0.0056031258	0.0408437873	0.0452179778	0.1862305284	-0.0038880927	0.0404784445	0.1191181789	-0.0493174149	0.1625390477	0.003132613	0.0323377274	-0.0081501061	0.2860797001	0.0627745464	0.0707477683	0.0031596312	-0.1023124403	0.0371793222	0.158359003	-0.0939199952	0.0079960282	0.0564710389	-0.0636870097	-0.1233640471	-0.1700203823	0.1566625276	0.1194316278	0.0452391732	-0.1694685477	-0.0427188686	0.0065209988	0.1796394039	-0.1586159242	0.0920231223	-0.1653079914	-0.07543231	-0.2194320438	-0.1392139497	0.2798457128	0.1067671539	-0.0107714517	-0.1626835227	0.1130987026	-0.0436737098	0.0510440488	0.0863460431	0.0042215692	-0.2606367517	-0.0054543977	0.1502346003	0.1408894722	0.057599763106154	-3.5819780037998905e-05	0.003317732709885	1.2830566419706247e-09	0.0231354001244454	0.0175110325685493	0.0003066362616167	0.0005352467389181	0.0287004923937956	-0.002701100498605	7.295943903564717e-06	0.0008237182636463	0.002025139342599	0.0009861090691329	4.1011893569423095e-06	9.724110962263516e-07	-0.0003742647521784	-0.0002991704801064	1.4007410472315916e-07	8.950297616710954e-08	0.0007268799114806	-5.415974561790002e-05	2.9332780453956404e-09	5.283544057140449e-07
1176.565525523814	2.4398548038232093	1384306.4358511283	5.952891463739191	1685.5570045840898	6.302603599783879	39.72281213600871	2841102.415702489	1166.587706767558	1.1893663974269657	1.414592427328399	1360926.87758119	1301.913789095944	1130.8535811560494	1.317761	24.256241	0.2022788076165938	0.1247913888687701	0.1717321411	-0.0415194029	-0.1694305603	0.1223172395	0.002713193	0.1415904315	-0.1726743463	-0.2125896253	0.0307270165	0.0871022749	-0.0794606111	0.0060999477	-0.0749629177	0.0160998415	0.0149107536	-0.1553785111	0.0059125704	0.1454391904	0.1594773685	-0.0145901404	0.0993378506	-0.0268473318	0.0725497333	-0.1364502352	-0.0354413059	-0.0525714959	0.07518445	0.0659272689	0.1055395567	-0.0249252085	-0.0027214947	0.0125888201	-0.1155518885	-0.2101313623	0.3593462716	0.0070678194	-0.0955478891	0.1041930898	0.0085983839	-0.0192819013	0.1624088803	0.0259032934	-0.1225040004	0.1055467359	0.1747018263	-0.1627467218	0.1020848242	-0.0498924267	-0.0873165566	-0.0074285575	0.0110002681	0.1286376001	-0.0797603699	-0.0202115611	0.065306732	-0.0278189157	-0.0566556886	0.0659735281	0.1321444277	0.0044710959	-0.1348832179	0.1043636545	-0.0786348079	-0.0295111478	-0.0171762158	0.0197802115	-0.1226929467	-0.1700279056	0.0659760809	-0.1810963775	-0.0066418353	-0.0679014309	0.0641078982	-0.0231887612	0.0926953476	-0.0743052385	0.0892577536	-0.1337361484	-0.0128053515	0.0815853171	-0.0117114592	0.2228444837	-0.0166445962	0.0885270814	-0.107154816	0.0946860596	-0.0319105169	0.0981329863	0.0020672548	-0.0662591688	0.0617192465	-0.0130526442	0.1489877092	0.136024874	0.0578030105395299	0.0002032474333759	0.003341188027433	4.1309519173891437e-08	-0.0082975676900076	-0.031432967814453	0.0009880314656244	6.884962957025806e-05	0.0806510670906703	0.0519505746968746	0.0026988622113355	0.0065045946228638	0.0001039828253497	-0.0019211565172493	1.0812427967706212e-08	3.69084236376946e-06	4.953628533610477e-05	0.0004238010375145	2.453843564899988e-09	1.796073193983707e-07	0.0006979971128066	-2.8882798674000025e-05	8.342160592428173e-10	4.871999694863494e-07
1177.2771044353333	0.711578911519382	1385981.3806276426	0.5063445473191085	1687.658629127536	2.101624543446178	4.416825721615356	2848191.648468634	1164.8967619784314	-1.690944789126661	2.859294279874608	1356984.4660678343	1298.010210130546	1131.2958489253108	1.268979	23.358309	0.0695782791480902	0.0381692014302572	-0.103629602	0.1365462818	-0.2613691395	0.1568044788	-0.1363278051	0.0208287192	-0.1249849724	-0.064089125	-0.17107301	0.0232019259	-0.298627698	-0.1097634824	0.0455982129	-0.0569819862	0.1292271669	-0.1935803402	0.028753363	-0.0056746577	0.1671525271	-0.1461441876	-0.0093358609	-0.2193609155	0.0716177758	0.0078699127	0.0078536786	0.1720447298	0.0422295653	-0.0142103419	0.0465802374	0.1244394386	-0.0173852413	-0.0973798022	-0.0906228176	0.1367094021	-0.0206884464	0.0247363282	0.1532952855	0.1415333584	0.0023624944	0.0811429118	0.1288608319	-0.1756731917	0.2345809299	-0.0471799372	0.3204831558	0.1243396407	0.0857572876	-0.1473246414	-0.1325224605	-0.0697401069	-0.1008115936	-0.0564368765	0.1378587586	-0.1894248485	-0.0240215067	0.0789392711	0.0090752335	-0.0997763366	-0.1412444162	-0.0061267988	-0.0887392783	-0.084834364	0.021272596	0.0003481371	0.0884299215	0.0315237866	-0.2027022028	0.0756889308	0.098388822	0.0510262223	0.0237177325	0.1256935322	0.1413233975	-0.1628644175	0.0790777027	-0.0246546256	-0.0341401753	-0.1026426166	0.1338405243	0.2097874239	-0.0064595223	-0.0679939119	-0.1216459387	0.1234271127	-0.067813678	0.217708959	-0.0541615595	-0.1511829197	0.0443752107	-0.1068055527	0.2798493025	-0.2620589565	0.1475373187	0.1304173552	0.0543810668154378	-0.0034219437240921	0.0029573004279851	1.1709698850853329e-05	0.02051627760585	0.0288138452958576	0.0008302376807336	0.0004209176468003	0.0807702424672456	0.0001191753765752	1.4202770381864056e-08	0.0065238320682176	-0.0001059023096163	-0.000209885134966	1.1215299182066666e-08	4.4051769879696045e-08	-0.0003480294366065	-0.0003975657219426	1.211244887446378e-07	1.5805850326374456e-07	0.0005609816746839	-0.0001370154381227	1.8773230283955437e-08	3.14700439331153e-07
1177.4932521927988	0.2161477574654782	1386490.358959574	0.0467198530573551	1691.8094725755868	4.150843448050864	17.229501330226785	2862219.291496485	1166.4831309857066	1.5863690072751524	2.5165666272431526	1360682.894874217	1302.3129434305629	1140.8033222937047	1.201976	22.124973	0.0959918046812282	0.0516797664833116	-0.0634861306	-0.1769147416	-0.1703288077	0.0535541154	-0.1539013608	-0.075592674	-0.2598758631	0.0372820788	0.141483464	0.1396173477	-0.1745228991	-0.0273712818	0.0250083568	0.0180399263	0.1896434836	-0.1417751195	0.044387292	-0.0759783119	-0.0969287871	-0.0459665618	0.0379192042	-0.2283954321	-0.0298857769	-0.0462236204	0.0571912805	0.0866888127	-0.0151900647	-0.1954775387	0.0571251279	0.0241806129	-0.1183936002	0.0008468146	-0.0440928941	0.0692618847	-0.0059695441	0.1063661736	-0.0982702905	-0.0958708168	0.1386326358	-0.180793998	-0.1296951354	0.1573697041	0.0351428085	0.0693187151	0.0085367636	0.1473241619	0.2630234108	-0.121509763	-0.0521251326	-0.0990394488	-0.1767384749	-0.1420090353	0.0915768951	-0.0337036433	0.1121491395	0.1194903877	0.1305062801	0.0194016451	0.1033843657	-0.0071522493	0.0102326058	-0.0444199092	-0.0386729154	0.0431877716	0.0460880876	0.1293411894	-0.0303735451	0.0274735625	0.0924007486	0.1165176041	0.0635933892	-0.079817113	0.1424450011	-0.0426468004	-0.1221982192	0.015579074	0.0071694718	-0.1243025214	-0.1678833904	0.1712096252	-0.1655191787	-0.058176719	-0.0052387781	-0.0188581251	-0.0052941377	0.0431791631	-0.083676921	-0.160634384	0.0304955693	-0.0841410983	0.2693336295	-0.1645997378	0.1458854101	0.124097542	0.0540096295640495	-0.0003714372513883	0.0029170400856458	1.3796563171889618e-07	0.0553320075717636	0.0348157299659135	0.0012121350530594	0.0030616310619217	0.0490623257916382	-0.0317079166756073	0.0010053919799072	0.0024071118120848	9.843506430718047e-07	0.0001068866602593	9.689461885158756e-13	1.142475814140237e-08	4.900034256660746e-05	0.0003970297791731	2.401033571644883e-09	1.576326455502465e-07	0.0006389996510178	7.80179763339e-05	6.086804631236982e-09	4.083205540008702e-07
1176.5513541672688	-0.9418980255300085	1384273.088992834	0.8871718904973285	1689.6852180380129	-2.124254537573961	4.512457340403563	2855036.136056167	1167.884656839547	1.4015258538404396	1.9642747189831733	1363954.5716812264	1303.816066406011	1140.4406116456914	1.314776	24.201294	0.1172051379516424	0.075483775802331	0.1247771027	0.086917237	-0.0548289094	0.001541119	-0.1092046091	-0.1168605818	-0.21718789	0.0185299156	-0.0131822687	-0.0226150027	-0.1158220722	0.1261766422	0.0686794977	0.0138971576	0.0456981521	0.1785872377	0.0883064761	0.1798032146	0.060367627	-0.2290440758	0.1007559951	0.1056269377	-0.1599009081	0.1357380368	-0.122536506	0.0900316926	-0.1114619182	0.126522254	-0.216381495	0.0392530002	0.1791797702	-0.0814771971	-0.0819507971	0.2054578183	0.1206945457	-0.2227169742	-0.1661926518	-0.1549727832	0.1955590056	-0.0172806649	-0.0540220489	0.0811985989	-0.0866507761	0.1238095373	0.0942982174	0.0275389927	-0.0744203341	0.1728245348	0.1247560454	-0.1550956174	-0.2182235569	-0.0361342942	-0.0830828532	-0.0276250708	0.0527273181	0.0071563797	-0.0782509116	-0.010130754	-0.0198824461	0.0600027986	0.0722766933	-0.1465434974	0.0021883583	-0.0131372134	-0.0081063202	0.1091390922	0.3476784632	-0.0545799985	0.0794278072	0.0166795472	-0.2231372294	0.0091466818	0.1123873668	0.0096061786	-0.0669041694	0.0068957301	0.0119632845	-0.0955275656	-0.1972312015	0.1072996359	-0.1018325727	0.0086531989	0.0261597311	0.1287000966	0.1180584663	-0.0411207718	-0.1989669549	-0.24536249	-0.0114721865	0.1365476013	-0.0965635972	-0.109183573	0.1440342395	0.1170999511	0.0577524300525169	0.0037428004884674	0.0033353431769708	1.400855549647183e-05	0.0336797774947683	-0.0216522300769953	0.0004688190673071	0.0011343274120971	0.0080947165246172	-0.040967609267021	0.0016783450090553	6.552443561391077e-05	0.0010169846106231	0.00101600025998	1.034257698244218e-06	1.0322565282794848e-06	4.9824943444853886e-05	8.246008782464287e-07	2.482524989282888e-09	6.799666084047815e-13	0.0006389745494929	-2.510152489999199e-08	6.300865523049179e-16	4.0828847489965453e-07
