global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1128.7067245290543	n/a	n/a	1273978.8699971065	1495.4047944373692	n/a	2236235.4992262707	n/a	1096.4415462826107	n/a	1202184.0644146025	n/a	1192.510947852899	1106.7848093732655	n/a	n/a	n/a	n/a	-0.1303089028	-0.0616576241	0.073420266	-0.1270084255	-0.0168558168	-0.0762455303	0.04194739	-0.1339497744	0.1391723815	-0.1282232801	0.2277597619	-0.0164889992	0.0317924986	-0.0245900701	0.0030153923	-0.1259344158	0.0066434487	-0.0348741906	0.0365323508	-0.0949939045	0.0839868183	-0.0753074943	0.1040936728	-0.0085179291	0.021056905	-0.0397733563	0.3753544552	0.0115313917	0.1354602349	-0.1054347516	-0.059656901	0.2284333329	-0.0021513398	0.0387738818	-0.0592897308	0.0020324663	0.0303845259	-0.0102081475	0.018023037	-0.0305092898	0.0855177846	-0.0978492538	0.0809614788	-0.1288823781	0.1641774725	-0.2898640233	0.0860674891	-0.0045861278	0.0371149797	-0.0491892563	0.0491679731	-0.0991693528	0.0847203159	-0.0138772307	0.0940113895	-0.0228342059	-0.0506069569	0.1863416326	-0.0153676605	0.1364027696	-0.0628139486	0.0039369325	-0.0533131463	0.103644049	-0.0080553468	0.1854204175	-0.0142654011	-0.2519732013	0.1813545374	0.153366806	0.1532882396	0.052598238706949	n/a	0.0027665747150731	n/a	-0.0258846745430787	n/a	0.0006700163762011	n/a	0.1660158791914199	n/a	0.0275612721437001	n/a	-0.0043362152844328	n/a	1.880276299294863e-05	n/a	-0.0004078578822097	n/a	1.6634805208058153e-07	n/a	-0.0009888892119964	n/a	n/a	9.77901873602861e-07	0.0	0.0	0.0	0.0	0.0
1128.543852034153	-0.1628724949014213	0.0265274495954135	1273611.225964084	1480.1060568426074	-15.29873759476186	2190713.939502172	234.05137199337992	1098.0447303382484	1.603184055637712	1205702.2298235968	2.5701991162509823	1188.348012991337	1096.0352667801671	1.403537	28.901495	0.0373451047891183	0.0185159185165936	0.1161082813	0.1214162773	0.1043040556	0.1037218877	-0.1632661409	-0.1444791991	-0.0073997061	-0.0381560824	0.1676245381	0.0585196959	0.2445099388	0.1555306607	-0.1486466	-0.1413023557	0.0098494498	0.0531233732	0.0739137457	0.1516108929	-0.0019382678	-0.1135249278	-0.05164386	-0.1341896013	-0.0218378373	0.1469542754	0.1657751305	0.1236392268	0.118888665	0.0403116306	0.1732415225	0.0747739095	0.1489649131	0.2374118809	0.0896691906	0.0648513982	-0.1174591901	0.0240880491	0.0334190859	0.0988288075	-0.0234867651	0.1121635846	-0.069314462	-0.216250293	0.1361721656	-0.0268774745	0.0557507079	-0.281833294	-0.1232399654	0.0059857603	-0.0997686731	-0.1139588097	0.0054190165	-0.0600433328	-0.0146663755	-0.0197374758	0.0818891658	0.0560542949	-0.2092327952	0.1541738907	0.0248521492	0.0407804275	-0.1612441029	-0.0388683528	0.0220770479	-0.1413897333	0.1792523216	0.0565555924	0.1066139773	-0.2470315584	-0.1856706274	0.1531573254	0.1524510324	0.0559381179741791	0.0033398792672301	0.0031290730424931	1.115479351967349e-05	-0.0217902930645692	0.0040943814785095	0.0004748168718398	1.6763959691561644e-05	0.1622099575813962	-0.0038059216100237	0.0263120703385583	1.4485039301645511e-05	-0.0041441345266764	0.0001920807577564	1.7173850975191433e-05	3.6895017500272835e-08	-0.0003460089034206	6.184897878909999e-05	1.1972216124632612e-07	3.82529617725454e-09	-0.0007207204998748	0.0002681687121216	7.191445816095759e-08	5.194380389397815e-07	0.0	0.0	0.0	0.0	0.0
1129.410682884002	0.866830849849066	0.751395722250054	1275568.4906125076	1494.6643935527998	14.558336710192409	2234021.649354559	211.94516776733587	1096.9326892199815	-1.112041118266916	1203261.3246793805	1.236635448716333	1192.6783289505263	1112.3787663583275	1.353704	27.875345	0.0325272434249404	0.0146684916700371	-0.0599276487	-0.1290569713	-0.0796892159	-0.0651869936	0.1179103575	-0.2251543654	-0.0416477962	-0.0269065755	0.1871426572	-0.0091683365	0.28157602	-0.0470757444	0.0136109021	-0.0940335086	0.0421662156	0.002082632	-0.0397475266	-0.2275296204	0.0375915964	-0.0706083736	0.0597766636	0.0228567433	0.0859600362	-0.0525298221	-0.0496657333	0.2082526259	-0.1292819164	0.1266508771	-0.0052829068	-0.0360439545	-0.1235205508	0.281228148	0.0674690894	-0.0052131109	-0.0676175758	0.0535272482	-0.0775160681	-0.1512329193	0.0026646034	0.0649604479	0.0835113295	-0.065968875	0.0342432622	0.0084016855	-0.0295544094	-0.2846039382	0.0214396677	0.0302873143	0.1232560694	-0.0670582301	0.0424937232	-0.1024013716	-0.0471086918	-0.0675632906	0.0871277357	-0.0093987055	-0.0758882888	0.0769124543	-0.0761386933	-0.1252318099	0.1040971537	-0.2276155843	-0.0738413532	0.104423134	0.087374749	0.2329980211	-0.2236247763	-0.1370801263	0.155267275	0.1527386503	0.1507811905	0.0515451188181117	-0.0043929991560674	0.0026568992739732	1.929844158520892e-05	-0.0138316038437125	0.0079586892208566	0.0001913132648894	6.33407341141806e-05	0.1674778037845925	0.0052678462031963	0.0280488147605104	2.7750203620529817e-05	-0.004194088617828	-4.995409115159978e-05	1.7590379334194382e-05	2.4954112227823397e-09	-0.000295906227665	5.0102675755600025e-05	8.756049557093081e-08	2.51027811787079e-09	-0.0005226230898856	0.0001980974099891	3.924258384442919e-08	2.73134894081572e-07	0.0	0.0	0.0	0.0	0.0
1129.5152290883443	0.1045462043423413	0.0109299088423905	1275804.6527424948	1489.642416649258	-5.021976903541827	2219034.529480641	25.220252019707555	1098.2932220550629	1.360532835081358	1206248.0016120917	1.8510495953345172	1191.2428199539283	1107.5689104315188	1.200454	24.719635	0.1036426673787695	0.0562063424142515	-0.0418127214	0.1178363536	-0.0993254435	-0.0217780231	-0.1005635119	-0.2432148982	-0.0627807622	-0.0744000998	0.1380200826	-0.0747603567	0.2809140146	0.0478441283	-0.0670141226	0.0415289715	-0.0894910948	0.0167020257	-0.329708564	0.0456186802	-0.1416917832	0.0091695487	-0.0879949612	0.1478358839	-0.0248593636	-0.0868141176	-0.0102608953	-0.0521060355	-0.0965698071	-0.1868739643	0.037880036	-0.0390539897	0.0797128388	0.2766182484	0.0830933485	0.0148672153	-0.0252934365	0.0739659552	-0.1048864646	0.0554735088	-0.0956133087	0.1672723418	0.0039720071	-0.0152818862	-0.2170598575	0.0623318064	-0.2619669197	-0.2543634947	0.0122158036	0.0050385307	-0.0234387303	-0.1130625617	-0.0312761662	-0.0389852326	0.0218171558	-0.041005356	-0.0057166905	0.1078693089	-0.1783085341	-0.0945716628	-0.0108691695	-0.1742468743	0.3967121846	0.1733803504	0.0154838293	-0.1174212423	-0.1035086348	-0.3017890666	-0.2729107227	0.1392745774	-0.0217167195	0.1521113526	0.148287834	0.0662732247231474	0.0147281059050356	0.0043921403152047	0.0002169171035499	-0.0109183243552308	0.0029132794884817	0.000119209806726	8.4871973780082e-06	0.1378850199868253	-0.0295927837977671	0.0190122787367672	0.0008757328529013	-0.0033650516482735	0.0008290369695545	1.13235725955482e-05	6.873022968881091e-07	-0.000137883983905	0.00015802224376	1.9011993017514295e-08	2.4971029522944856e-08	-0.0006637338403208	-0.0001411107504352	1.9912243888385312e-08	4.405426107869973e-07	0.0	0.0	0.0	0.0	0.0
1131.1268856052463	1.6116565169020305	2.597436728472785	1279448.031339024	1495.3159645316528	5.673547882394814	2235969.833783227	32.18914557382668	1099.4462491055508	1.1530270504879354	1208782.054672265	1.329471379156908	1193.1405493725076	1118.0209706875917	1.247462	25.687624	0.0769672225917623	0.0451479876930951	-0.0925946411	0.0403412548	0.0759858016	-0.0554610333	-0.06453141	-0.0353450886	0.1754780505	-0.0296324691	0.1394104581	-0.1244102058	0.2222099791	0.0861675075	-0.030190887	0.105757434	-0.1224739311	-0.1002403491	-0.0614441452	0.1113539916	0.0662726495	0.1861942004	-0.0073577375	-0.1876184958	-0.115106546	0.0866268679	0.0143906018	-0.0466954094	0.069954962	-0.0325891328	-0.0847301431	-0.087772175	0.05200503	0.2343788629	-0.1052185311	0.0632103749	-0.073826415	-0.0613501533	-0.1299370295	0.0765295682	0.0224527672	-0.1428598725	-0.1660609013	0.0415564708	0.0963838884	0.1564776906	0.0378976825	-0.2684438514	0.0634234942	-0.0040218805	-0.0346305327	-0.1018194045	-0.0466578562	-0.0370544116	-0.0809205247	0.0342203779	-0.0828469511	-0.0085842165	0.213157957	-0.1709925569	0.1100939911	-0.0065286952	-0.0529518811	-0.2999139495	0.1438467851	-0.0880266065	-0.0022676672	-0.0706310351	0.121335446	0.06216525	-0.1180743417	0.151276289	0.1449845808	0.0447685560264545	-0.0215046686966928	0.0020042236086937	0.0004624507757545	-0.0147530551787156	-0.0038347308234848	0.0002176526371062	1.470516048858442e-05	0.176539391655055	0.0386543716682296	0.0311661568059369	0.0014941604490656	-0.0034280765541774	-6.302490590390014e-05	1.1751708861300795e-05	3.972138764195467e-09	-0.0002455156225649	-0.0001076316386598	6.027792092343043e-08	1.158456964061528e-08	-0.0005749213568175	8.881248350330008e-05	7.887657226023948e-09	3.305345665248751e-07	0.0	0.0	0.0	0.0	0.0
1127.224540344965	-3.902345260281436	15.228298530440988	1270635.1643559174	1493.538627388551	-1.777337143101704	2230657.631501677	3.158927320248927	1096.7846021680862	-2.6616469374646385	1202936.463553007	7.084364419714889	1190.871190097217	1103.8103267957838	1.392809	28.680592	0.1272581697693301	0.0656518557852875	0.0935933285	-0.1363855272	0.0156382016	0.1071825997	0.1149653554	-0.270408665	0.09251053	-0.2172465379	0.0405558424	0.0238767069	0.3055807799	-0.0821710409	0.0994046328	-0.0617076385	-0.0910130132	-0.00540841	0.1210589403	-0.0067717761	0.2098352003	-0.0372420545	-0.1756356753	0.0032613033	0.0002373528	0.0463971878	-0.2551983945	-0.2010804463	-0.2301529292	0.0704697972	-0.0854873073	0.1147718607	-0.1284333987	0.3513638687	-0.1276300827	-0.027334418	0.0697782755	0.1718618073	-0.0344187397	0.0117055835	0.0508877206	-0.1794360777	0.0748897028	0.0988104424	0.0381184185	-0.1445161131	0.1421876942	-0.2748870285	-0.1037334579	0.1043416209	0.1076189428	-0.0446636974	-0.04452766	-0.0323767134	0.006808947	-0.0146175965	-0.0468687456	-0.0796041576	0.1686924171	-0.0763051732	-0.014337391	0.0323089285	-0.1231569708	0.1242542899	0.068117607	0.1816081524	0.0220265291	-0.0043008813	0.2194597603	0.2260806083	-0.3097439437	0.1502346003	0.1408894722	0.0512418928815634	0.0064733368551089	0.0026257315860856	4.190409003971123e-05	-0.0521794980946594	-0.0374264429159438	0.0027227000214105	0.0014007386293404	0.2256694296575574	0.0491300380025024	0.0509266914819672	0.0024137606341273	-0.0030860979367413	0.0003419786174361	9.524000475158908e-06	1.169493747835066e-07	-0.000433352753695	-0.0001878371311301	1.877946091350393e-07	3.5282787831186384e-08	-0.0004201700654682	0.0001547512913492	2.3947962174275915e-08	1.765428839155515e-07	0.0	0.0	0.0	0.0	0.0
1130.224509791122	2.999969446157138	8.999816677876366	1277407.4425325822	1489.1032006961784	-4.43542669237263	2217428.342323603	19.67300994341161	1097.0752561643676	0.2906539962814349	1203574.117688113	0.0844797455543684	1189.8478858878125	1100.1443374174105	1.379349	28.403419	0.077305979361209	0.0432563829896945	-0.1180550509	0.0574191376	0.087576087	-0.1194550761	-0.1318395132	-0.2373160928	0.0533525473	-0.1341710345	0.0192270126	-0.135979087	0.2733701073	-0.0196147133	0.0153396725	0.0154567967	-0.0301938936	-0.0421712787	-0.1290681538	0.026765426	-0.0043836384	0.0317950754	0.1650394336	0.059052919	-0.1414481925	-0.1715873418	0.0670866039	0.0657379543	-0.0236270983	0.010961011	-0.1889877429	-0.1337083352	0.0532775244	0.293811582	-0.0124830494	-0.030072194	0.0011949581	-0.0175905457	0.0122773481	0.0530739914	-0.0932815425	-0.0615260357	0.0145934843	0.0332776592	-0.0101875931	0.0581090899	-0.0677298902	-0.2719420418	0.0659874532	0.017673187	-0.0187929068	-0.0319574251	-0.0506767331	-0.0350481323	0.1039644524	0.0243746678	-0.1426166522	-0.0897571167	0.1330589339	-0.0385447223	-0.0775505287	0.1001742844	-0.0475060822	0.2339038553	-0.0414688109	-0.0833155689	-0.2309246631	-0.1073319005	0.074917187	0.2880560376	0.256697214	0.1489877092	0.136024874	0.053715508236138	0.0024736153545745	0.0028853558250666	6.1187729223872105e-06	-0.0301702168346622	0.0220092812599972	0.0009102419838505	0.0004844084615816	0.1913226109655852	-0.0343468186919722	0.0366043414666886	0.0011797039542592	-0.003129035713773	-4.29377770317001e-05	9.790864498066907e-06	1.8436526964239931e-09	-0.0001323038098723	0.0003010489438226	1.7504298106725713e-08	9.063046657676316e-08	-0.0004457086257071	-2.55385602389e-05	6.522180590759242e-10	1.986561790297118e-07	0.0	0.0	0.0	0.0	0.0
1132.6314368840535	2.4069270929314825	5.793298030687597	1282853.9718180357	1481.0251033822285	-8.078097313949911	2193435.3568483405	65.25565621364477	1099.292620318072	2.217364153704466	1208444.2650857728	4.916703790133522	1192.480490713107	1104.5578931544323	1.669822	34.384808	0.3829680356139338	0.2340586545930852	0.0771096045	0.1051971837	-0.0100999324	0.0666566088	-0.0863686404	0.0197595595	-0.0128375811	0.093986093	0.0027323883	0.0848218384	0.0641589389	-0.0167645414	0.2846688403	0.031098505	0.4395146719	0.2635940904	0.3406664347	0.0761611005	-0.3849426399	0.0073776263	-0.0214272891	0.1437391913	-0.1852586739	0.0768278943	-0.0897322405	0.1674700443	0.0349222426	-0.003785879	-0.0020586651	0.0526227386	0.0788123421	-0.024410573	-0.060491899	-0.2439313882	-0.3276405775	-0.1176917232	0.5510050609	-0.0279617613	0.1247577765	0.2939756416	-0.1815181895	0.2916937366	-0.01757433	-0.1255941187	-0.1037213399	-0.0780133643	-0.1407253312	0.0839915204	-0.263185269	0.7559271465	-0.2957558041	0.2900853517	0.1218489214	-0.0530016999	-0.1104286176	0.1606785039	0.0352858256	0.0334234052	0.0950258601	0.0235356413	0.0021259941	-0.033861951	-0.0637157334	0.0409974586	0.0753847229	0.0305024901	-0.0347165964	-0.0418690794	0.0509556306	0.1475373187	0.1304173552	0.0250259814417432	-0.0286895267943948	0.0006262997471224	0.0008230889476862	-0.15419585157791	-0.1240256347432477	0.0237763606438368	0.0153823580734655	0.2142997585394113	0.0229771475738261	0.0459243865100499	0.0005279493106293	0.0004019890740495	0.0035310247878224	1.615952156551744e-07	1.2468136052216929e-05	-0.0003620120927891	-0.0002297082829168	1.3105275532554397e-07	5.276589524058464e-08	-6.092716639709647e-05	0.00038478145931	1.4805677142873592e-07	3.7121196051794812e-09	1.0	0.0	0.0	0.0	0.0
1136.5107665823623	3.8793296983087657	15.04919890818038	1291656.7225576288	1497.0907754799755	16.065672097746983	2241280.7900272342	258.105819952326	1101.058720769109	1.7661004510368912	1212330.3065817067	3.1191108031527106	1198.1214802927268	1132.8357099491916	1.714262	35.299915	0.4565247383572684	0.2393781097434655	-0.0616929812	0.020128396	-0.2137956302	-0.1128572524	-0.0041596706	0.2259537285	0.1984674877	0.2844950659	-0.0254902281	-0.0391162248	-0.1640372071	0.1007393844	0.4789981382	0.1170974661	0.2645862279	-0.3504718337	-0.0790776892	0.029074105	0.1653607015	0.1416026794	-0.0667262631	0.1940365164	0.1863491466	0.0799020355	0.0448755583	-0.0575310721	0.0854792483	-0.0490434267	0.0223682605	-0.1073053865	0.059661124	-0.2161273403	-0.1885102601	-0.3539007606	-0.382544146	-0.084776591	-0.2250516968	0.0495871206	-0.0477487579	-0.3130757038	0.2945416535	0.1437453717	-0.0222818307	0.0626548323	-0.1681644623	0.1460633689	0.1059557187	0.0458509731	-0.1950148796	0.2959407533	0.6444496737	-0.3269452912	-0.1102150936	-0.1189869574	-0.1584420591	-0.2290126458	-0.1782890816	-0.1961170087	0.2347160806	0.0518115354	0.0178172714	0.05063814	0.038468626	0.0756989344	0.0685621221	-0.0125408939	0.0224880294	0.0218596463	0.0003952006	0.1458854101	0.124097542	-0.0302493244969781	-0.0552753059387213	0.0009150216325234	0.0030553594466192	-0.0719410924477443	0.0822547591301657	0.0051755207825748	0.0067658453995615	0.00360478718612	-0.2106949713532913	1.2994490657214947e-05	0.0443923709535642	-0.0007689406312135	-0.001170929705263	5.912696943310157e-07	1.371076374667296e-06	0.0003741231591249	0.000736135251914	1.3996813819359525e-07	5.418951091104882e-07	-0.0003198562479219	-0.0002589290815248	6.704426925927837e-08	1.0230801933467597e-07	0.0	1.0	0.0	0.0	0.0
1129.7611962742092	-6.749570308153125	45.55669934470227	1276360.360606932	1485.8484330324782	-11.242342447497322	2207745.5659450707	126.39026370680008	1100.9092790300065	-0.1494417391024853	1212001.240654369	0.0223328333859753	1198.574131772913	1132.008964758125	1.662525	34.23455	0.1088903101589827	0.0667498818652712	0.1218852781	-0.0093688429	0.0213057548	0.1407155735	0.0865660951	0.249718758	0.137509188	-0.0414023945	-0.4184076045	0.0279112441	-0.1955654523	0.1375814598	0.2884648526	-0.0657532282	-0.1064159012	-0.148310867	0.1432873526	-0.4465074537	-0.106138948	-0.106998795	0.1645705959	-0.3204627996	-0.0596057155	-0.0259824497	-0.0271041837	-0.150759981	-0.0348884534	-0.0732203789	0.0566965415	0.0944055981	-0.0753441752	-0.2648596193	-0.3294645595	-0.0806005471	-0.1970633271	0.1900851848	0.1328450871	-0.1009547463	0.128366547	-0.070321143	0.0393900259	-0.3474553537	0.0148688812	0.0707423741	0.1065485514	0.1742350485	-0.065509096	0.1521578373	-0.1037423433	0.1617906751	0.11545819	-0.1688880114	-0.4948903106	0.0616391701	0.3639439277	0.1476878244	0.2952758195	0.1689996883	-0.4601991868	0.044142519	0.0218252098	0.0398942237	0.0331672227	-0.1421183373	-0.1027899444	-0.0754159811	-0.0258849776	0.0479660692	-0.039249679	0.1440342395	0.1170999511	-0.0320530172431574	-0.0018036927461793	0.0010273959143901	3.25330752261983e-06	-0.0738736589787407	-0.0019325665309963	0.0054573174909072	3.734813396727445e-06	0.0570743897254288	0.0534696025393088	0.0032574859625301	0.0028589983957116	8.904330573286556e-05	0.0008579839369463	7.928710295836568e-09	7.36136436057985e-07	0.0004309910265065	5.686786738159997e-05	1.8575326492912657e-07	3.233954340531242e-09	-0.0002010190853999	0.000118837162522	1.4122271196280244e-08	4.0408672695012294e-08	0.0	0.0	1.0	0.0	0.0
