global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1058.7422273491202	n/a	n/a	1120935.103972176	1456.097922388067	n/a	2120221.159582845	n/a	1073.126602217338	n/a	1151600.7043865286	n/a	1167.5869315233876	1022.5535826223444	n/a	n/a	n/a	n/a	-0.1004659955	-0.1165728799	0.1439356927	-0.1737915374	-0.0021889104	0.0739671671	0.1234730282	-0.1725150624	-0.132386415	0.1522137911	-0.1662388349	0.1439437807	-0.0459954724	-0.0941655031	0.0046067448	-0.0821381132	0.1254177191	-0.0665226129	0.0879315858	-0.0487029519	0.0482451496	-0.0025970711	0.0728012721	-0.0817550214	0.0030843352	0.0327487527	-0.1419611851	0.1818451502	-0.1816947164	-0.008266212	0.1069088478	-0.1856971505	0.115001564	-0.0759348564	0.069717335	0.0379533568	-0.0585781024	0.189901652	-0.0868933572	0.0108107865	-0.0895954765	0.1124052595	-0.0621867164	0.0005836651	-0.0105001004	-0.2145458163	0.0385478695	-0.1522659334	0.1009301524	-0.1317048987	0.0766760997	-0.0256150186	0.0603350622	-0.0258893772	0.0629706879	0.125432577	-0.0668319748	0.0620086195	-0.1421200662	0.0709335548	-0.0137935385	0.0508396682	-0.0388959066	0.0290247972	-0.086434878	0.0313537896	-0.0212696315	0.0065360852	0.291340453	0.153366806	0.1532882396	0.0892680298534145	n/a	0.0079687811539101	n/a	-0.0185506790554512	n/a	0.0003441276934183	n/a	0.1577564418171846	n/a	0.0248870949348187	n/a	0.0015669990667872	n/a	2.455486075311956e-06	n/a	0.0007519994750282	n/a	5.655032104426883e-07	n/a	-1.0890021567954832e-06	n/a	n/a	1.1859256975052145e-12	0.0	0.0	0.0	0.0	0.0	0.0
1059.0997875548403	0.3575602057201195	0.1278493007146141	1121692.359998708	1445.1814769609323	-10.916445427134704	2088549.5013509816	119.1687807636102	1075.2110357256745	2.084433508336588	1156078.7713462776	4.344863050676375	1163.3033283180052	1013.9855971346624	1.297091	26.654747	0.0872423929586471	0.0412218491822253	-0.0112372777	0.1430919711	0.1384034839	0.1035765561	0.0589683542	0.1287936475	0.0589789728	-0.1017821096	-0.135283637	-0.0280714951	-0.1913992008	0.0974402979	-0.0473335683	0.0117292965	0.0366175282	0.0584515074	0.0495120537	0.1246206074	0.0209987775	-0.0090047519	-0.0008127933	0.0586292376	-0.0654967533	0.0148284078	-0.0030237034	-0.1401657931	0.0455980774	-0.0772166232	0.0630409404	-0.0329196874	0.2010755036	-0.0947804879	0.1512456972	-0.0751966852	0.0513392523	0.0689681342	-0.0506579634	0.0335303299	0.0255696219	0.0085194167	0.1145775177	-0.0182596049	-0.09890638	0.1323157595	0.0779985864	-0.1897961756	0.0486083756	0.0431531269	0.1153640504	-0.2350899119	0.0769562502	0.01552447	0.0336344775	-0.0181328034	-0.0161772003	0.0317925401	-0.1390532148	0.0755111596	-0.0843907552	0.1749339681	-0.1213773539	-0.0946552355	-0.0817999074	-0.0173094177	0.2416798912	-0.0456691398	-0.0485861883	0.2309859497	0.0895779809	0.1531573254	0.1524510324	0.0910487653577831	0.0017807355043685	0.0082898776731766	3.171018936518871e-06	-0.0077834709169053	0.0107672081385459	6.058241951431063e-05	0.0001159327710987	0.1352624497974517	-0.0224939920197329	0.0182959303252081	0.0005059796769838	0.0020594082141275	0.0004924091473403	4.241162192415819e-06	2.4246676838440124e-07	0.0011336765871146	0.0003816771120863	1.2852226041718071e-06	1.456774178906143e-07	0.0001688338843365	0.0001699228864932	2.8873787354213385e-08	2.8504880500150665e-08	0.0	0.0	0.0	0.0	0.0	0.0
1059.287364826004	0.1875772711637182	0.035185232657227	1122089.7212800195	1454.263793015843	9.082316054910734	2114883.1796768266	82.48846492128928	1074.022840316372	-1.1881954093025795	1153525.061521247	1.411808330687725	1164.6271642926097	1021.085536895618	1.261456	25.922447	0.0527026757553585	0.029595614110082	0.0741689587	-0.0667642241	0.1791343504	-0.0337643587	0.0891028917	0.2218134573	0.033958587	0.1002738402	-0.1923476125	0.0829284033	-0.1175072697	0.0929396208	-0.0726694565	-0.1300458859	-0.0366141552	0.026697448	-0.0665708107	0.1630177669	-0.0598898463	-0.0520624079	0.0179092286	0.1354636379	-0.1101275665	0.0328669595	0.0758751029	0.2429945715	0.0657545094	-0.0783304859	-0.0345943239	-0.1197326628	0.1515549642	-0.1357493734	0.0551044952	-0.0729570592	0.1523870813	0.1646840984	0.0466888122	-0.0682522131	0.058494873	0.00879135	-0.012070388	0.0836701976	-0.0460506232	-0.0362003337	-0.0494081644	-0.2132762283	0.1744604747	-0.0484780752	0.0602432989	-0.12668873	0.0733749441	-0.0458418967	0.0703699348	-0.0104348038	-0.0062437807	0.1037176306	-0.1461400762	-0.0164829144	-0.0066114761	-0.0951332812	0.0006267809	-0.1301894417	0.1441845062	0.0490159843	0.0429990257	-0.120430863	-0.1064587098	-0.111433956	0.0213124735	0.1527386503	0.1507811905	0.0915712674880637	0.0005225021302805	0.0083852970293705	2.7300847614776496e-07	-0.0085095955796248	-0.0007261246627194	7.241321692876992e-05	5.272570258095074e-07	0.1517288561500294	0.0164664063525777	0.0230216457885963	0.0002711425381682	0.0016460035888209	-0.0004134046253065	2.7093278144112827e-06	1.7090338422489029e-07	0.0010179999415498	-0.0001156766455647	1.0363238809953962e-06	1.3381086329124331e-08	-1.837696987714156e-06	-0.0001706715813242	2.912878867170785e-08	3.3771302186536824e-12	0.0	0.0	0.0	0.0	0.0	0.0
1061.0559478165276	1.768582990523555	3.127885794369241	1125839.7243968295	1456.0187642828462	1.7549712670031568	2119990.6419437462	3.0799241480066653	1076.0005466472303	1.977706330858382	1157777.1763851384	3.911322331117324	1167.2660537661263	1014.7728641078312	1.227952	25.233957	0.038340626591351	0.0174992256124418	-0.0934981815	-0.1180935998	0.0576813234	-0.1326442235	-0.036566655	0.0342082637	0.2275728422	-0.0401967427	-0.0543493308	0.0818504352	-0.1619674723	0.1875574456	0.0086768519	-0.0446901801	-0.0718260415	-0.0364923032	0.2499896036	-0.103208505	0.0759244995	0.071613638	-0.0351793574	0.0480704047	-0.009118825	0.1042322715	0.059378941	-0.1083317943	-0.1499086069	-0.2045315215	-0.1196856511	0.0423898117	0.0349027981	-0.1901692017	0.01292357	-0.1073803654	0.0867380726	0.0991332971	-0.1505577005	0.1097391565	-0.1295551055	0.1016016676	0.0072569931	0.0236657812	-0.0551136398	0.1426393037	0.0675098881	-0.2069476612	0.011289712	-0.1680238307	0.0707346088	-0.1694393964	-0.0087086509	-0.0595715844	-0.0520615675	0.0634908977	0.0403913964	-0.0085887139	-0.0768789492	0.0771335196	-0.0167411367	-0.0876487517	-0.0428047771	-0.0035832156	-0.0702923589	0.0337871758	-0.1160908935	0.1129891385	0.0768913213	-0.0375762754	-0.0847516682	0.1521113526	0.148287834	0.0863244883468326	-0.0052467791412311	0.0074519172883424	2.7528691356857794e-05	-0.0185562665803189	-0.0100466710006941	0.0003443350293998	0.0001009355981961	0.1569336861597037	0.0052048300096743	0.0246281818516723	2.709025542960628e-05	0.0018369631455156	0.0001909595566946	3.374433597982568e-06	3.6465552293036335e-08	0.0011085677236259	9.05677820761e-05	1.22892239786511e-06	8.202523150183942e-09	7.348189303651618e-05	7.531959002423034e-05	5.673040641418138e-09	5.399588604230005e-09	0.0	0.0	0.0	0.0	0.0	0.0
1061.5516490093405	0.4957011928129304	0.245719672556162	1126891.90351445	1451.229473365745	-4.789290917101198	2106066.9843654176	22.937307488628036	1078.013517240741	2.012970593510772	1162113.1433537535	4.05205061033911	1165.173661077312	1005.8176848432898	1.254555	25.780634	0.0980260335829108	0.0478017001324184	-0.0713096403	0.1610273097	0.0223586816	0.1405332285	-0.0096018672	0.0292765295	0.0630949192	-0.1752988572	-0.0910010151	-0.0098463436	-0.1834146857	0.1642444493	-0.0519065587	0.005954105	0.0528624563	0.036550415	0.0188471014	-0.0963349867	-0.1177634192	-0.1041078062	-0.1015758351	-0.2671374688	-0.123767832	-0.1631044761	-0.0495279134	0.0312738256	0.0283961742	0.0505627871	0.0825978315	0.0376219479	0.1466205299	-0.1013360267	0.2586896024	0.0041525523	0.0828548554	-0.0475176605	-0.0886729405	0.0554536435	0.0917501003	-0.0027664461	0.1043887997	-0.0023998652	0.0865425767	0.152058615	-0.076094569	-0.1702233928	-0.0040402165	0.0186651502	0.1050552092	-0.2220015079	-0.0519588866	-0.1003211385	-0.0551528483	-0.0442787918	0.1057515965	0.0001295315	-0.0393264227	-0.0929684599	0.1164492262	0.1123811127	-0.0035295216	-0.0141468595	-0.1055986127	-0.0556546324	-0.0300064383	-0.0017928102	0.0366388461	0.1362830743	-0.0235071965	0.151276289	0.1449845808	0.076181321362867	-0.0101431669839655	0.0058035937245924	0.0001028838364646	0.0050074082550111	0.02356367483533	2.5074137432353317e-05	0.0005552467717451	0.1327635454329083	-0.0241701407267954	0.0176261589959159	0.000584195702753	0.0016460020534381	-0.0001909610920775	2.709322759922442e-06	3.6466138687431454e-08	0.0005709996766658	-0.0005375680469601	3.2604063075244815e-07	2.889794051124964e-07	-9.699886622801602e-07	-7.445188169879634e-05	5.5430826884915655e-09	9.408780049520546e-13	0.0	0.0	0.0	0.0	0.0	0.0
1062.782658533446	1.2310095241055024	1.515384448438455	1129506.9792794194	1457.263199239818	6.03372587407307	2123616.0318586696	36.40584792345884	1076.282870545679	-1.730646695061978	1158384.817430047	2.995137983128947	1167.192877875434	1011.971298125853	1.316404	27.051619	0.0578993297061727	0.0326127246853712	0.144245534	0.056250684	0.0598367779	0.068896404	0.1032551315	0.0717054451	0.0278867048	0.0712078365	-0.1764122117	-0.0700417979	-0.0963878253	0.0459803	0.0210228221	-0.0191607418	0.0672861429	0.1684774257	-0.1356840966	0.0023401346	0.030925955	0.0362707499	-0.125395831	-0.2054668712	0.0607380077	0.1917058217	-0.0178712293	0.0822108403	0.0589541848	0.0007857736	0.0815199218	-0.1118861109	0.1215655492	-0.1050484046	0.0001543454	-0.059839862	0.130779296	-0.0843808913	-0.0835406316	0.0195243911	0.1084987221	0.1214587509	0.0575740417	-0.0465142983	0.0310621976	-0.1339938721	-0.0861635874	-0.1278943917	0.174178136	0.0325898291	0.0245469937	-0.1398632384	-0.0887817957	-0.0439723349	-0.0948631775	-0.0421668289	0.1057074072	-0.1105667568	0.1411420628	0.0262625427	0.0548481728	-0.217297398	0.0538132889	0.0151929114	-0.0195636726	-0.0007669805	0.0214076716	0.0795734513	0.1032657035	-0.2063965342	-0.04406709	0.1502346003	0.1408894722	0.075392149674073	-0.0007891716887939	0.0056839762324778	6.227919543939727e-07	0.007329210514996	0.0023218022599848	5.371732677312793e-05	5.390765734470986e-06	0.1297518190310285	-0.0030117264018797	0.0168355345418607	9.070495919779844e-06	0.001227415483691	-0.0004185865697471	1.5065487696044112e-06	1.7521471637264389e-07	0.0010191012959033	0.0004481016192375	1.0385674513117855e-06	2.007950611632695e-07	0.0001678744094634	0.0001688443981256	2.8508430778423184e-08	2.818181735268528e-08	0.0	0.0	0.0	0.0	0.0	0.0
1065.0528840608674	2.2702255274214167	5.153923945355849	1134337.6458463715	1462.8528019474245	5.589602707606446	2139938.3201654307	31.243658428881307	1074.0117838778926	-2.2710866677864487	1153501.3119085731	5.157834652597355	1166.1164636136928	1026.478718933263	1.290518	26.519676	0.0677679255171335	0.0330113482742306	0.0258013417	-0.1610853831	-0.0526446294	-0.0785083904	0.0897638381	-0.0655538173	0.1113247275	0.0628882266	-0.1907735143	0.0961870652	-0.0699426693	0.121789423	0.0567764052	0.0642127076	-0.0243737368	-0.0689852003	0.0303102422	0.0800528429	-0.0113127246	0.1078079279	-0.0426657269	0.0727447027	-0.0209077545	0.2345800046	0.059493635	0.0016556214	-0.0828710864	-0.1624662148	-0.0499622322	-0.09890609	-0.0180441077	-0.238673907	0.0946969951	0.0292569963	0.0911168865	0.0185830424	-0.0246692756	-0.1216254592	-0.0488067312	0.1653024857	-0.0302709548	-0.0735218924	0.0399743796	0.0205752342	-0.0624605173	-0.1153095953	0.0921716604	-0.1955610897	-0.0114140535	-0.0537816287	-0.0633597712	0.0395391545	-0.0661994274	-0.0231949956	-0.0124608999	-0.0630797868	0.1200850192	-0.0658604954	0.0696838861	0.1251248426	0.0974248554	0.0544066376	-0.0635060115	0.0938516541	-0.0027038702	0.0774241261	-0.1448807055	-0.1230712321	-0.1418533876	0.1489877092	0.136024874	0.0698065820488977	-0.0055855676251753	0.0048729588973494	3.119856569540644e-05	-0.0187554858824654	-0.0260846963974614	0.0003517682506873	0.0006804113861477	0.1332625904071704	0.0035107713761418	0.0177589180020292	1.232551565553723e-05	0.0010108914628277	-0.0002165240208632	1.0219015496179274e-06	4.688265161081071e-08	0.000715151727306	-0.0003039495685973	5.114419930687553e-07	9.238534025048485e-08	0.0002991386223699	0.0001312642129065	1.7230293589962958e-08	8.948391539336164e-08	0.0	0.0	0.0	0.0	0.0	0.0
1065.004618311198	-0.0482657496693264	0.002329582591142	1134234.8370241807	1449.517422903613	-13.3353790438116	2101100.759301131	177.83233424212958	1076.8261314814708	2.8143476035781987	1159554.51744135	7.92055243376635	1163.0230699249307	1013.5192627274846	1.244488	25.573776	0.0616805570880704	0.0276945538785493	-0.1216813375	0.0343081669	-0.1446602489	0.0929030976	-0.1909076568	-0.0890186639	0.074190823	0.1179039257	0.0027124068	0.1002716289	-0.1099452295	0.0202021807	0.0614352183	0.1584320651	-0.0275290462	0.1457550463	-0.0130529396	-0.0119258692	-0.030588534	0.1171736087	0.0660935212	-0.2097425381	0.1092582172	-0.1797774229	0.1367319606	-0.0494365503	0.026318325	0.0795888345	0.0368570061	0.1631390693	-0.0033445187	-0.1875632526	-0.056966397	0.0340067486	0.0810420708	-0.1083246932	-0.0885928101	-0.1846941595	0.1170168241	-0.0165164061	0.0306977456	-0.0676703713	0.0725743482	0.0361709655	0.0014305026	-0.0714277834	-0.0975131036	-0.09884158	0.0519556761	-0.1291077715	-0.1114298817	0.0700099258	-0.0475566744	0.0447777307	-0.1028382531	-0.0075030127	0.1497578972	-0.0548293057	0.0574379904	-0.0993532694	0.076614014	0.0713736967	0.1024821145	0.1069547085	-0.1218208373	-0.1163256777	0.0228736247	0.0204224501	-0.1272044373	0.1475373187	0.1304173552	0.0617266822396516	-0.008079899809246	0.0038101833003149	6.528478092745509e-05	-0.008838275133769	0.0099172107486964	7.811510734019945e-05	9.835106903405944e-05	0.1353344486220464	0.002071858214876	0.0183154129838333	4.29259646254923e-06	0.0012090021417458	0.000198110678918	1.4616861787459317e-06	3.924784110139049e-08	0.0010489998637652	0.0003338481364592	1.1004007141794085e-06	1.1145457821728073e-07	-1.1343285578388877e-06	-0.0003002729509277	9.016384505885229e-08	1.2867012771288508e-12	0.0	0.0	0.0	0.0	0.0	0.0
1066.144722556946	1.140104245747807	1.2998376911721758	1136664.5694360272	1453.5171418940356	3.999718990422707	2112712.081779806	15.997752002348038	1077.253354442363	0.4272229608920952	1160474.7896573232	0.1825194583134087	1163.5452143058924	1012.0920253021582	1.467244	30.151318	0.1782259750837339	0.0860094222829234	0.1485388004	0.1546190634	-0.0971021556	0.1523947662	0.0662552811	-0.0675951384	0.0297586447	0.0347018812	-0.0309871838	-0.1556688656	-0.0417555895	-0.0365319337	0.0531340689	0.2875909649	-0.0498768047	0.0135300009	0.0310674642	0.0022987095	-0.0727529608	-0.0637237748	-0.0769483869	-0.087849216	0.2013657272	-0.0275178722	-0.0167040508	-0.0976163224	0.1619441033	0.1195999264	0.1648840828	-0.0202674544	-0.006212217	-0.0476553867	-0.0761782836	-0.0382746954	-0.112760148	-0.3428250273	-0.1576571799	-0.058621048	0.1950940869	0.0191830265	-0.1773852806	-0.1221997051	-0.0054949051	0.0209250174	0.0130570412	0.0758829503	0.047013718	0.1082360279	0.0146366133	-0.054942697	-0.116058643	0.1209340909	-0.00554203	-0.1071196893	-0.1512829065	-0.1599719798	0.2217751758	0.015118314	-0.0238027423	0.0649632749	0.070716476	0.1965094391	0.1264241578	-0.2713818114	-0.0415019024	-0.1770868326	0.1323726412	0.0935308169	-0.1155150715	0.1458854101	0.124097542	0.0383705067021509	-0.0233561755375007	0.0014722957845798	0.0005455109357385	0.0022242618647538	0.0110625369985228	4.947340842998053e-06	0.0001223797248436	0.078184493775268	-0.0571499548467784	0.0061128150668949	0.0032661173389888	0.0001329360426075	-0.0010760660991383	1.7671991424143054e-08	1.157918249714718e-06	0.0006050138705759	-0.0004439859931893	3.660417835892318e-07	1.971235621482893e-07	0.0002119597331332	0.000213094061691	4.540907912798429e-08	4.4926928469897364e-08	0.0	0.0	0.0	0.0	0.0	0.0
1067.420182937233	1.275460380287086	1.6267991816820782	1139385.846941756	1458.8466705477176	5.329528653682019	2128233.608168161	28.40387567041767	1077.9221283937682	0.6687739514052282	1161916.1148809511	0.4472585980781625	1165.6347314047782	1030.837674464293	1.407111	28.915619	0.07305968178211	0.0380277688821289	0.0925336174	-0.1323409302	-0.1250974226	-0.010330423	0.109139797	-0.1480602138	-0.0028707674	0.1495500969	-0.0517961658	0.0032016382	0.1679184415	0.0128982121	0.0971076511	0.0842170339	-0.0638643693	-0.079501437	-0.2607983111	-0.0056761532	0.0996509435	-0.0001698529	-0.0713243623	0.0354973431	0.1529805685	-0.0331242819	0.0410746832	0.1087392864	0.1159239447	0.0717343561	0.0264800131	-0.1212512445	-0.1441948481	-0.0723894266	-0.0103288651	0.0411200944	-0.0244472368	-0.0590332784	0.0834941394	-0.1802897848	-0.0444576714	-0.0223046934	-0.0793602905	-0.0903186912	-0.1357467881	-0.2294851411	-0.0423653184	0.1087969021	0.1042608085	-0.1103027251	-0.0461906405	0.0851275544	-0.0807975588	0.1226758135	0.081863219	-0.0672461405	-0.2017422023	0.058071431	0.0731195507	-0.1285189095	0.1796373571	0.1063971376	0.0006241078	0.1053774703	-0.0027315634	-0.1080611034	0.0773037359	-0.0518123973	0.1434209439	-0.0725094533	-0.1729827167	0.1440342395	0.1170999511	0.027537969790103	-0.0108325369120479	0.0007583397801606	0.0001173438559508	0.0170589346395786	0.0148346727748248	0.0002910072510374	0.0002200675163361	0.0660821530916706	-0.0121023406835973	0.0043668509572309	0.0001464666500218	-0.0004496012390606	-0.0005825372816681	2.021412741648268e-07	3.3934968453325933e-07	0.0006044243954572	-5.894751186999751e-07	3.653288498238017e-07	3.474809155663497e-13	0.0003346356045792	0.0001226758714459	1.5049369435035513e-08	1.1198098785208668e-07	0.0	0.0	0.0	0.0	0.0	0.0
