global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1313.7715445176416	n/a	n/a	1725995.6711842697	1722.4342393383538	n/a	2966779.7088450934	n/a	1279.4477979465871	n/a	1636986.6676703708	n/a	1384.9135056043267	1220.023025904475	n/a	n/a	n/a	n/a	-0.0660135039	-0.0927006866	-0.0214299807	-0.0993546339	-0.1136710271	0.0091713462	-0.000804376	0.1056658062	-0.0692296866	-0.1088764466	0.0433921223	-0.114968216	0.0429439967	-0.1018979131	0.1220182973	0.0056298845	-0.0165426275	0.098187467	-0.1634803295	0.1389709544	-0.2282555184	0.0298694123	-0.0381573701	0.0899743431	-0.0847780335	0.1344123171	-0.1962373541	0.1777577891	-0.0234424615	-0.1692318009	-0.0430963726	-0.0377357693	0.006391216	-0.1006460139	0.05414423	-0.1167524667	0.1668993197	-0.0472430667	0.2425435264	-0.1036183186	0.209358631	-0.0037898703	0.031703827	-0.0642854682	0.0538258719	-0.1119029301	0.0750249756	-0.1067223082	0.0051890938	-0.1576059701	0.0687346743	-0.1023465002	0.0228083597	-0.1395377761	0.0133500459	-0.093385176	0.0247494806	-0.0316851413	0.1385803073	-0.2421110564	0.2268741189	-0.0774001101	0.0749506022	-0.0344352278	0.0611240688	-0.0728678163	0.2844758077	0.153366806	0.1532882396	-0.0330687541333105	n/a	0.0010935424999293	n/a	0.0241918016534441	n/a	0.0005852432672395	n/a	-0.0777252439084748	n/a	0.0060412135406318	n/a	0.0007710003622428	n/a	5.944415585785288e-07	n/a	-1.5705214906347464e-12	n/a	2.4665377525455863e-24	n/a	3.1573698191546266e-12	n/a	n/a	9.96898417490852e-24	0.0	0.0	0.0	0.0	0.0
1314.120271633203	0.3487271155613598	0.121610601127746	1726912.088317323	1743.169758118305	20.735518779951235	3038640.8056182303	429.9617390737104	1277.3337789752527	-2.114018971334417	1631581.5829111997	4.469076211161827	1390.5696895564276	1256.2213960596032	1.316145	28.101875	0.1336104340927882	0.0682946289579748	0.1156823012	0.0610808301	0.0268146738	0.1287067469	0.0172680832	-0.0206978109	-0.107254567	-0.0299766569	-0.055403116	-0.0527068167	0.1643706922	0.0472955645	0.1286759214	-0.1572115405	0.2110647289	0.0602950672	0.153832845	0.0023542135	0.0798534605	0.0341077123	-0.0493860616	0.0247605747	0.0256780662	-0.1804321316	-0.1926321987	0.0953704821	0.0850451161	0.0233066748	0.1142047499	0.0557500311	-0.0878921979	-0.1242380024	-0.0563675356	-0.1003175004	-0.0953830361	-0.1013146661	0.0278003631	-0.1225798326	0.1335725425	0.0284334583	0.0581078741	0.0369437889	-0.1216972584	-0.060000807	0.064272536	0.0761803583	-0.0253606604	-0.1419253502	-0.1682040273	0.0029776541	0.0041802675	-0.0752542802	-0.1552889847	-0.0936502214	0.0481710234	-0.0681088826	0.0291379042	-0.0166497642	0.1027133777	-0.2762465585	0.2027949955	0.0332798463	-0.231810245	-0.0358702887	-0.0007839985	-0.0583508237	-0.0626823449	0.1531573254	0.1524510324	-0.0169196563833509	0.0161490977499596	0.0002862747721306	0.0002607933581377	0.0426560799763251	0.0184642783228809	0.0018195411589466	0.0003409295739848	-0.0204848374617796	0.0572404064466951	0.0004196285658355	0.0032764641301828	0.0014230033244979	0.0006520029622551	2.024938461532076e-06	4.251078627894255e-07	0.0001829998693794	0.0001829998709499	3.348895219287746e-08	3.3488952767687924e-08	-1.301951026573241e-07	-1.3019826002714325e-07	1.6951586914095608e-14	1.6950764755951163e-14	0.0	0.0	0.0	0.0	0.0
1310.4427642675223	-3.67750736568064	13.52406042463536	1717260.238421105	1726.0527910055573	-17.116967112747716	2979258.237338074	292.9905631388869	1274.0448844133025	-3.288894561950201	1623190.3674997054	10.816827439625603	1386.964885496122	1233.8717728382833	1.261848	26.942533	0.0268624461252354	0.021029529790092	-0.1252956957	0.0564289218	0.0485989481	-0.0729443556	0.1373332121	-0.051174399	-0.0011419134	-0.0082425006	-0.1997329521	-0.083184316	-0.1146512395	0.0370358201	0.1264603211	-0.081293187	0.0878703754	0.0230501038	-0.0089413712	0.0388875272	0.0946849667	0.0607576663	0.1034876119	0.0911892594	0.1167522232	0.0173567744	0.0920409348	-0.050485943	0.1981495305	0.055022707	-0.1461601438	0.0569274867	-0.0479797216	-0.1403979016	-0.1120733598	-0.0687661621	-0.0664706034	-0.0402289594	0.0203313742	0.0217747263	-0.0313857185	-0.0099879211	-0.0112338465	-0.0168927294	-0.1861565625	-0.0543664677	-0.0549875829	-0.1622622453	-0.0171946523	-0.1320337185	-0.1003357646	-0.014625959	0.035834334	0.0251515141	-0.171016952	-0.1462440698	-0.099515111	0.0993678067	-0.0093641622	0.0454176962	0.1053167976	-0.0211564158	0.0340538595	0.0909891576	-0.1431057204	0.0012259482	-0.0646595578	-0.0001493988	-0.0878851033	0.1527386503	0.1507811905	-0.0175270145702626	-0.0006073581869117	0.0003071962397461	3.688839672086678e-07	0.0426978377877986	4.175781147350288e-05	0.0018231053517531	1.7437148190566091e-09	2.6814513319095568e-05	0.0205116519750986	7.190181245399536e-10	0.0004207278667475	0.001391995177539	-3.100814695890003e-05	1.937650574291832e-06	9.615051778247412e-10	0.0002080399684052	2.50400990258e-05	4.3280628454036615e-08	6.270065592218701e-10	5.7855121947674175e-05	5.79853170503315e-05	3.362296993427465e-09	3.34721513558025e-09	0.0	0.0	0.0	0.0	0.0
1311.6364275085673	1.1936632410449874	1.4248319330220238	1720390.117967437	1721.8075553658082	-4.245235639749126	2964621.2577147805	18.02202563699617	1275.584377814196	1.5394934008934342	1627115.504923629	2.370039931394432	1383.585707956482	1209.7221319181424	1.353581	28.901178	0.0812779137797042	0.0404945712147674	0.0979912849	-0.1426527023	0.027312831	0.0305859287	-0.1296058179	0.0546168133	0.101560868	0.0469959363	-0.2028899058	-0.0473360237	0.0981336469	-0.0238918589	0.0088116711	-0.0768629839	0.038912241	0.1365629174	0.0666082173	-0.0072248041	0.0508546001	0.1024294518	-0.0869416294	-0.0432638552	-0.0889219475	0.0262402596	-0.0758409055	-0.0852259971	0.0121309378	0.1384456232	0.0923495941	-0.0997683345	-0.0015001627	-0.0620882289	-0.08467857	0.0512752784	-0.0756857299	-0.1468016482	0.2000279346	0.0089943101	-0.0185215694	0.0735805907	-0.205454892	-0.1212951494	0.0736409719	-0.048471996	0.0769384126	0.0590554333	0.0914414369	-0.0371407498	-0.0697384804	-0.0357795718	0.1686424293	0.1303389268	-0.0725589839	-0.1695530323	-0.000960789	0.0960028662	-0.2022966365	0.0409636648	0.1635964312	-0.0441409623	-0.1511874811	0.0371253402	0.1524111465	0.1541002394	-0.1980306128	0.1728042067	-0.1459147138	0.1521113526	0.148287834	-0.0246094557210909	-0.0070824411508283	0.0006056253108883	5.016097265494609e-05	0.0210430787753637	-0.0216547590124349	0.0004428111643461	0.0004689285878866	0.024470886157573	0.0244440716442539	0.0005988242693368	0.0005975126385494	0.0009410000978126	-0.0004509950797264	8.854811840833228e-07	2.033965619374219e-07	0.0002609997593689	5.295979096369999e-05	6.81208743906237e-08	2.8047394589187993e-09	-1.2284680596863148e-07	-5.7977968753642807e-05	3.361444860798381e-09	1.509133773669459e-14	0.0	0.0	0.0	0.0	0.0
1315.6926134021908	4.056185893623479	16.4526440036301	1731047.0529610866	1725.5918981807747	3.7843428149665215	2977667.399067129	14.321250541188736	1279.2340457025402	3.649667888344311	1636439.7436844888	13.320075695211624	1388.5745060403149	1234.722973137933	1.385245	29.577269	0.0619590838655385	0.0274463580694052	-0.1061120812	0.085813917	-0.0271749237	-0.0514628696	0.1556135867	-0.0323220447	0.1483324611	-0.0516763796	-0.0724487307	-0.0162550026	-0.1367660612	0.0197668309	-0.0327820884	-0.0210357501	0.1060403751	0.231234898	-0.111360848	0.147448614	0.0656423369	-0.0474844872	-0.1208683915	0.1089400438	0.102873587	-0.0085198348	0.0047945592	-0.0597546393	0.0486464375	0.0313221395	-0.1193275204	0.0661543135	-0.0309612957	0.1232417929	-0.0908157048	-0.0878977707	-0.1626200977	0.0811187393	0.1843039074	-0.0128018661	0.0740567497	-0.0283661791	0.057225166	0.1031183238	-0.1292517274	-0.0381711993	-0.0496985617	-0.1325737921	-0.0698053056	-0.0551007872	0.0181153934	-0.0691851999	0.0406560313	-0.0537149828	-0.0604459669	-0.0433440772	0.1619657181	0.0085201994	-0.1136313569	0.0703922664	0.1243504826	-0.0263495794	0.0445740294	-0.0968960551	-0.0089322474	-0.0356174414	-0.0054349756	0.1111232589	0.0291725	0.151276289	0.1449845808	-0.0162652621012	0.0083441936198909	0.0002645587512207	6.962556716622804e-05	0.0105397468540502	-0.0105033319213135	0.0001110862637474	0.0001103199814492	0.006762348821752	-0.017708537335821	4.572936158705067e-05	0.0003135922945741	0.0005949942747085	-0.0003460058231041	3.54018186935894e-07	1.1972002962194576e-07	0.0001640191409877	-9.69806183812e-05	2.690227861034301e-08	9.405240341599945e-09	6.495113147899479e-05	6.507397828496342e-05	4.23462264983189e-09	4.218649480401668e-09	0.0	0.0	0.0	0.0	0.0
1315.6751650908843	-0.0174483113064525	0.0003044435674468	1731001.1400369257	1737.9100559667213	12.318157785946596	3020331.3626302523	151.73701123947674	1279.1070194815447	-0.1270262209955035	1636114.767286961	0.0161356608203985	1389.0056146729478	1236.4787107484835	1.342286	28.660013	0.1149465350208534	0.0697084142865334	0.1138875789	-0.1423815171	-0.0022867268	0.0639397736	-0.118111223	-0.0031822448	0.091516533	-0.1096639485	-0.1047890864	-0.0054537471	0.0899524987	-0.1022727623	0.0479141601	0.0834077582	0.0300599267	0.0573698409	-0.0086757822	0.0979764343	0.0408115923	0.0009791071	-0.1597425472	-0.0442720621	0.0866408357	-0.086192328	-0.1592512736	-0.1891984701	-0.0811892516	0.0132678923	0.1114669514	-0.0936620681	0.019020234	-0.0726856286	-0.0760221468	0.0008704149	-0.0884094906	0.0594755209	0.0597479133	0.1402273637	0.0889482507	-0.1020441398	-0.1077994029	-0.0033913062	0.0368244902	-0.0385371172	0.1046232045	0.0716467682	0.1251874544	-0.0310642427	-0.0209030298	-0.0180740307	0.0140693276	-0.1586203154	-0.1016801895	0.0309191458	-0.0029220516	-0.0038890646	0.0179895349	0.0552464858	0.1604035253	0.0525881267	-0.0500581612	-0.0022518009	0.1242832428	0.0509424005	0.0121880111	0.2639689968	0.0327033403	0.1502346003	0.1408894722	-0.0113829298081924	0.0048823322930075	0.0001295710910182	2.383716861934484e-05	0.0089554771763857	-0.0015842696776645	8.020057145676518e-05	2.5099104115671797e-06	-0.0525727342998862	-0.0593350831216382	0.0027638923917664	0.0035206520890517	-0.0002219999179923	-0.0008169941927008	4.9283963588587927e-08	6.67479510906832e-07	0.0002650003025221	0.0001009811615344	7.022516033680454e-08	1.0197194984836591e-08	2.9487143332856784e-08	-6.492164433566193e-05	4.214819903246185e-09	8.694916219324404e-16	0.0	0.0	0.0	0.0	0.0
1315.6398747531225	-0.0352903377618076	0.0012454079393424	1730908.280040412	1746.5800059210394	8.6699499543181	3050541.717083138	75.1680322103804	1277.0596434084955	-2.047376073049236	1630881.3328226337	4.19174878449451	1393.4265419838464	1245.914199604	1.301181	27.782362	0.1277530261610587	0.0880717232609715	-0.032105271	0.1180436734	-0.0526716785	0.0963346994	0.164526029	-0.0904095783	-0.0504166956	-0.0633025999	-0.014251989	-0.0669938396	-0.0753049879	0.0735160143	-0.1182862467	-0.0357947811	0.1326751564	0.0004004035	0.0906688565	-0.0064048986	0.114182066	0.0077279623	0.1421844922	-0.0186440802	0.0924616151	0.2264721546	0.1363881722	-0.0252937828	-0.0312862795	0.1354549992	-0.0393988281	0.1349587836	-0.1015734709	-0.0079425138	0.1206118606	-0.1141016111	-0.0577824678	0.0260654885	-0.0051356762	0.203340302	0.015405744	0.045538507	-0.2020248117	0.1098885353	-0.1865480364	-0.0325195582	-0.0601443281	-0.0229370588	-0.1216407562	-0.0124549117	-0.0593384221	0.0046837425	0.003329156	0.0112146592	-0.1933537653	-0.0592150801	-0.0951884315	0.0472441178	0.0029788003	0.1361000046	0.1372957592	0.1304887792	-0.0032841668	-0.0195510112	0.1135817684	-0.023340586	-0.014433603	0.0073303746	0.0332858004	0.1489877092	0.136024874	-0.009658804452215	0.0017241253559774	9.32925034461283e-05	2.972608243124197e-06	0.0200258050516453	0.0110703278752596	0.0004010328679665	0.0001225521592657	0.0342335377065552	0.0868062720064413	0.0011719351039061	0.0075353288596562	0.0002210002908152	0.0004430002088074	4.884112854040297e-08	1.9624918500348857e-07	0.0001450000098055	-0.0001200002927166	2.1025002843595097e-08	1.4400070252069689e-08	-1.6029800174312642e-08	-4.551694350716942e-08	2.071792146234853e-15	2.569544936283936e-16	0.0	0.0	0.0	0.0	0.0
1313.548806303135	-2.091068449987461	4.372567262532961	1725410.466540391	1724.180065744931	-22.39994017610843	2972796.8991121943	501.75731989323657	1278.7281940026198	1.6685505941243264	1635145.7941372015	2.7840610851526426	1384.8909425071286	1217.4545884656477	1.242644	26.532501	0.0769375919263845	0.0437264914180786	-0.0874865283	-0.1507382611	0.000599441	-0.0784387385	-0.1459760288	0.0065379469	-0.0538246631	-0.0183542207	-0.0351746865	-0.0330003712	-0.0821978379	-0.1695774277	0.0113086954	0.0306067474	-0.0736049834	0.0616641557	-0.0861785239	0.0352779832	0.015392089	0.197683859	0.0369038195	0.046548723	-0.0294631135	0.160829064	-0.0735075827	-0.0912265147	-0.1512343901	0.1780164068	-0.0496607005	-0.1553232047	0.0426707473	-0.0337076901	0.102674893	-0.0079427619	0.1033698836	-0.0063208808	0.0880472711	0.0235165579	-0.0478179922	0.2411583816	-0.0127395798	-0.0428094886	-0.0864422307	-0.0336172579	0.0081766115	-0.0945313226	0.1223508317	-0.011762118	0.0454507985	-0.0064741481	0.0704047258	0.1200405466	-0.0607488839	-0.0839461332	-0.1183027278	0.0211351671	0.0150007476	-0.0061204907	-0.0168994494	-0.1102039145	-0.0208698443	0.0336261399	0.1612984675	0.0848793484	0.0758539514	-0.091443936	-0.009178546	0.1475373187	0.1304173552	-0.0005831439792984	0.0090756604729166	3.400569005919728e-07	8.236761301966076e-05	0.0155564195675168	-0.0044693854841285	0.0002420021897606	1.997540660573855e-05	0.0065961540048249	-0.0276373837017302	4.350924765536757e-05	0.0007638249778766	0.0003099999120577	8.899962124250002e-05	9.609994547578177e-08	7.920932581308461e-09	0.0007709999454654	0.0006259999356599	5.944409159076496e-07	3.918759194461989e-07	-1.1971824995631324e-07	-1.036884497820006e-07	1.075129461819446e-14	1.4332459372602295e-14	0.0	0.0	0.0	0.0	0.0
1316.9548603544506	3.40605405131555	11.601204200483073	1734370.1042112105	1743.1638537534734	18.983788008542437	3038620.221032661	360.3842071532795	1278.7859144382137	0.0577204355938647	1635293.4149655784	0.0033316486851454	1391.4655027051167	1245.3760178437103	1.381925	29.506382	0.1085683951347798	0.0589863076858325	0.128811223	0.0878626519	-0.0308115844	0.1472930739	-0.0110314389	0.03961644	0.0110153059	0.1455987697	0.0262701927	-0.0186970167	0.1004174875	0.1230907004	-0.0805212324	-0.0566679215	0.0038956935	-0.0294774857	0.0895464245	0.1350616596	-0.0966257868	0.0852744062	0.0139141151	-0.0270025648	0.0302818687	0.1572996769	0.0041089501	0.031720086	0.035155287	-0.2919590896	0.1225596506	0.0782947959	-0.0811384574	0.0305336724	0.0280039117	0.0423957292	0.0585489544	-0.0748169261	0.018067837	-0.0725542207	0.1147910211	-0.0021996345	0.1130072709	-0.0510101346	-0.1551536954	-0.0233661163	0.0216839118	0.1394413963	-0.0720711264	0.0340977651	-0.0268841797	0.0229874533	0.0230519904	0.1024603877	-0.0630897698	-0.0383201946	0.1580329132	-0.0432795049	-0.0830954539	-0.092480999	-0.082725099	-0.1457127212	-0.0868808778	0.001742832	-0.1405395396	-0.0355957347	0.0599834374	-0.0556473539	-0.1399918621	0.1458854101	0.124097542	-0.0091622281037473	-0.0085790841244489	8.394642382509686e-05	7.360068441437115e-05	0.0119583338101563	-0.0035980857573605	0.0001430017475151	1.294622111732048e-05	0.0396286693562473	0.0330325153514224	0.0015704314349467	0.0010911470704419	-0.0004369999029478	-0.0007469998150055	1.9096891517638665e-07	5.580087236182513e-07	0.0002510002385007	-0.0005199997069646	6.30011197274083e-08	2.703996952433738e-07	5.4957810804393686e-08	1.7467606076070692e-07	3.0511726202878174e-14	3.0203609684115318e-15	0.0	0.0	0.0	0.0	0.0
1314.4295617121472	-2.525298642303369	6.377133232819238	1727725.0727027876	1733.5282295463012	-9.635624207172214	3005120.1226339336	92.84525386184316	1277.4563273355632	-1.329587102650521	1631894.6682496655	1.767801863534607	1389.501270630043	1234.5165768391378	1.303048	27.822218	0.055921259169855	0.0294711180125711	-0.148689373	0.0284248132	0.0310376628	-0.1488834515	0.0896138364	0.0065473869	-0.0183649667	0.0566100321	0.0675521844	-0.0412980463	-0.136095969	0.0149588293	-0.0297432007	0.0766560125	-0.0154333251	0.1623803272	-0.049745089	-0.0941237222	0.0665991757	-0.129168419	0.1335189393	-0.0230596007	-0.0094135421	-0.1075687714	-0.0499363392	0.0379990831	0.0641235214	-0.0436226715	-0.162784334	0.0216477111	-0.0108060067	0.0185506175	-0.0958588996	-0.0046750976	-0.0037619032	0.0428641711	-0.0327278353	-0.0624245045	-0.0031461798	0.0084314326	-0.1205774555	-0.1188401109	-0.0886682026	-0.0099175095	-0.0815879336	-0.1239810043	-0.0204809578	0.027480018	0.1036180621	0.0639162362	-0.0464825443	0.0137413566	-0.1176123763	0.0639173349	0.1184988965	0.0024936934	-0.0879887147	-0.0024826982	-0.1110158062	-0.0534153938	-0.154117789	-0.0564152538	-0.1949730098	-0.0166183581	0.0981078211	-0.0014758006	-0.0842238305	0.1440342395	0.1170999511	-0.0075215936385291	0.0016406344652182	5.657437086316143e-05	2.6916814484618096e-06	0.0051124103602262	-0.00684592344993	2.6136739691348183e-05	4.686666788230284e-05	0.0617572380297843	0.0221285686735369	0.0038139564490674	0.0004896735515394	-0.0006840247942952	-0.0002470248913474	4.678899192105907e-07	6.102129694519479e-08	0.0002189220560402	-3.2078182460500024e-05	4.792686662086847e-08	1.0290097899691311e-09	0.0002270745356263	0.0002270195778154	5.1537888711525866e-08	5.156284472989979e-08	0.0	0.0	0.0	0.0	0.0
