global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
1039.296945051087	n/a	1080138.1399925223	n/a	1507.83194044893	n/a	n/a	2273557.160637985	1003.497169655436	n/a	n/a	1007006.5695064708	1140.6863048955013	958.5916826522796	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-4.4293003043094365e-08	n/a	n/a	1.9618701185755665e-15	-1.8099524595527328e-05	n/a	n/a	3.2759279058409867e-10	0.0210307002920018	n/a	0.000442290354772	n/a	8.800002123216888e-05	n/a	7.744003736862173e-09	n/a	-2.185585046277083e-12	n/a	n/a	4.7767819945100005e-24	-1.227125362044876e-13	n/a	n/a	1.505836654173768e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1040.702645557067	1.405700505979894	1083061.996469478	1.9759939125121295	1501.6926098151748	-6.139330633755208	37.69138063056512	2255080.694373511	1002.7000762439164	-0.7970934115195405	0.6353579066878595	1005407.442899556	1140.4748295901115	966.5389643862871	1.171219	22.889675	0.0236455966489855	0.0139625024950557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.7179745753992393e-05	1.7224038757035487e-05	2.966675111038606e-10	2.951436641718196e-10	0.0103777821230295	0.010395881647625	0.0001080743552314	0.000107698361793	0.0209983802967457	-3.231999525609916e-05	0.0004409319750867	1.044582093354272e-09	-7.20000067046776e-05	-0.0001600000279368	5.184000965473619e-09	2.560000893979165e-08	-0.000103999664107	-0.0001039996619214	1.0815929679768608e-08	1.0815930134368825e-08	-3.729611398885192e-09	-3.729488686348987e-09	1.3909085861605093e-17	1.3910001186694357e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043.9983368242958	3.295691267228904	1089932.5272918958	10.861580928888856	1511.8745927481816	10.181982933006791	103.67277644804162	2285764.78419748	1006.3223393817696	3.6222631378531114	13.120790239849462	1012684.6507387974	1144.182976036741	991.7664201386582	1.164377	22.755968	0.1355027085695862	0.0904236221980307	-0.157280442	0.0398210621	0.1393634671	-0.0727731466	0.1001695046	-0.0695604682	-0.2256271839	-0.1654496246	0.0817928986	-0.0784444847	0.0509641277	-0.1737208318	0.0613062396	-0.0324192368	-0.0193927119	0.0254864896	-0.1231799477	0.0438375928	-0.0448591983	0.0735220223	-0.0968956171	0.1529704259	-0.0757314619	0.0970419523	-0.0119380256	0.0108811078	-0.0984540559	0.030139701	-0.0394358849	0.2114865505	-0.1256458612	-0.0028413638	-0.0284378964	0.1259226549	-0.0516555931	-0.0003018849	0.0823126325	-0.1704295899	0.1454383966	-0.0863116516	0.0633482146	-0.1582629226	-0.0109480091	0.0867784794	-0.040768682	0.0856660131	-0.0002336271	0.0108690039	-0.0610774359	0.0542146086	-0.0394884448	0.0467084991	-0.2569798856	0.2366991761	-0.0516047429	-0.0559636464	0.0165001666	-0.0551388335	0.1937196895	-0.0479322676	0.2582294853	-0.0153366066	-0.0095136497	0.0949070118	-0.0378427456	0.0800996529	-0.0836606031	0.2564505287	-0.0440626241	0.0615715897	-0.0705402909	0.0883750614	-0.036845317	0.0199212435	-0.1675023117	0.0267825306	-0.1193943627	0.2660093636	-0.0196637125	0.1552023069	0.1551189223	0.0	0.0	-2.849800324611351e-07	-1.7464725786453528e-05	3.0501664679601476e-10	8.121361890154964e-14	-0.0324425061470918	-0.0428202882701213	0.0018335770875362	0.001052516205104	-0.058966418127639	-0.0799647984243847	0.0034770384668035	0.0063943689870524	-0.0002219997505757	-0.000149999743871	4.928388925567301e-08	2.249992316137232e-08	5.24691401437849e-12	0.0001039996693539	1.0815931225723445e-08	2.75301066742814e-23	1.495408072545168e-13	3.729760939692446e-09	1.391111666725548e-17	2.2362453034332543e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046.4407613524843	2.44242452818844	1095038.267019967	5.965437575896522	1521.893876099234	10.019283351052309	100.38603886867398	2316160.9701083503	1004.5687244424216	-1.7536149393479263	3.0751653555042315	1009158.322127874	1141.685291524519	971.7582431432058	1.366314	26.702511	0.0529571530092948	0.0326387303614382	-0.0061775379	0.1324902347	-0.0760831235	-0.1050548052	-0.0357076628	0.0712867687	0.2354230873	0.1198522408	0.0620916042	0.0156044777	-0.117645115	-0.1950879265	-0.1044843634	-0.0617875691	0.1183755062	-0.110650711	-0.0778283946	-0.0473830743	-0.2574807295	-0.1612978676	-0.164888783	0.032072569	-0.000393236	-0.0556702959	0.0329094406	0.1133151186	0.0930177801	0.0171653968	0.0038464062	0.0933693922	0.1555545493	0.0261943624	-0.0425925965	-0.2041775232	0.0036502684	0.1249412855	-0.1547741673	0.076613382	-0.0446744697	0.018506498	0.0057954689	0.0351542157	0.2168978378	0.066079734	0.0976760685	-0.1065195266	0.077578899	0.1067210097	-0.0443210336	-0.0692392312	-0.1775441047	0.0138722409	-0.0458553789	-0.1255826418	0.0985766216	-0.067141097	-0.0201074647	0.0099468791	-0.023684489	-0.1420755051	-0.119359494	-0.1260014365	0.038131871	0.1536772319	-0.0149381408	0.0321037694	0.0340720638	0.1432935075	-0.1121649673	-0.0661309887	0.1256797447	0.1587496878	-0.1467607802	0.1574212319	-0.072006261	-0.0013189308	-0.0332275358	0.1210512475	-0.0792075769	0.1549799811	0.1542304152	0.0	0.0	5.53370682609966e-10	2.855334031437451e-07	8.152932431084847e-14	3.062191123722197e-19	-0.0056870022496724	0.0267555038974194	0.0007158569888048	3.234199458777894e-05	-0.0438650423477753	0.0151013757798637	0.0019241419401721	0.0002280515504446	1.4476514824691486e-17	0.0002219997505757	2.0956948146951235e-34	4.9283889255679444e-08	0.0	-5.24691401437849e-12	2.75301066742814e-23	0.0	-2.212090217108982e-18	-1.495430193447339e-13	2.236311463473946e-26	4.893343128629263e-36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047.715931495384	1.2751701428996969	1097708.67310924	1.6260588933428328	1516.4188433867955	-5.475032712438406	29.975983202270648	2299526.1085785464	1005.5454002934262	0.9766758510045292	0.9538957179354214	1011121.5520512668	1141.355174683688	994.8342319955016	1.170444	22.874537	0.0198317030996384	0.0118570852843242	-0.0709836726	-0.0676290686	-0.0652734051	0.1512126758	-0.0501262108	0.1780841446	-0.0141791121	0.1093720556	0.0106869106	0.0217586207	-0.0391635704	0.113471968	0.1643646534	-0.0489022987	0.111370077	0.037072295	0.0340669316	-0.0434869651	-0.0035196932	0.0278533107	-0.0202822122	-0.120419993	0.0909077245	0.0439634923	-0.1077693012	-0.1808600478	0.0170024932	0.0113285635	0.1165396993	-0.0718972158	0.048957264	0.0325331877	-0.0010034168	0.0038056462	-0.0462438792	0.0585639563	0.1306132262	0.1642872138	-0.0293269832	0.1196935756	-0.0382761758	0.0020491541	0.0269950379	0.0032844767	-0.0470112327	0.1421367207	0.1391267098	-0.0049300808	-0.0396748241	0.05315708	0.0900590356	0.0426202647	0.1623487702	-0.0272262773	-0.1187012047	-0.0630635856	0.0262710592	-0.0100551992	-0.034622667	0.0740403668	-0.1315287873	0.1026393902	0.0982398094	0.1945180896	-0.1142671784	-0.0020387278	-0.0397478377	0.0672701296	-0.0397741032	-0.0033433162	0.1709680244	0.048898155	0.1024696228	0.1339844635	-0.0520194932	0.0270061093	-0.0238787084	-0.0677289711	-0.0112792983	0.154535648	0.1524584902	0.0	0.0	-2.1174531639189809e-07	-2.1229868707450805e-07	4.507073253355989e-14	4.4836079013905024e-14	-0.0025919090230388	0.0030950932266336	9.57960208155319e-06	6.7179923837099465e-06	-0.0510014277928405	-0.0071363854450651	0.0026011456369083	5.092799722053836e-05	-0.0001920002360562	-0.0001920002360562	3.686409064563653e-08	3.6864090645642083e-08	-6.346478897967245e-12	-6.346478897967245e-12	4.027779440234354e-23	4.027779440234354e-23	-1.823602439844293e-13	-1.8235803189421218e-13	3.325445179633051e-26	3.3255258586060583e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049.3872051507694	1.6712736553854484	1101213.506334143	2.793155631185438	1523.2064218004348	6.787578413639267	46.07122072130174	2320157.803414084	1007.747802734375	2.2024024409488447	4.8505765118974296	1015555.6339159608	1142.4344381700482	1007.449254082975	1.096352	21.426517	0.0261548402990192	0.0179937648717092	0.0440317148	0.0715286526	-0.018715757	0.0683617804	0.143977621	-0.0923292939	-0.0755338207	-0.126436942	0.1588857281	-0.0070770231	-0.0425987463	0.0724407609	0.0356235355	-0.0524112763	-0.0705181521	-0.1524928726	-0.1282860057	-0.0463633854	0.0001265234	0.0648491809	0.111684082	0.0349858294	-0.0069643454	-0.0414341386	0.213149132	-0.0085501928	-0.154429398	-0.0011035403	0.0412062296	0.0118270687	0.1275764421	-0.1475957062	0.0231409175	0.2145593897	0.153453461	0.0804834951	-0.0063704814	-0.1781944569	0.0971179444	0.0605418379	-0.0110703105	-0.0495330603	0.0902256227	0.0158365687	0.0283105123	0.0197822154	-0.0669285206	0.1792858746	-0.0306791153	0.0935053972	0.0366428765	0.102921423	0.034888722	0.070929698	-0.0230165462	-0.0750587488	0.0624985244	0.032903726	0.063875646	-0.1135620992	0.0581586749	0.0726607222	0.17058374	0.0304392542	-0.0063364752	-0.0172819804	-0.1322229437	0.1111534974	0.1252300109	0.0465348039	0.0560184355	0.036274753	0.0645069702	0.1036313365	-0.0816374175	0.1399834193	-0.0550276348	0.0626431514	0.069369334	0.153869944	0.1498132968	0.0	0.0	0.0162330326648714	0.0162332444101877	0.0002635182240808	0.0002635113494987	0.0003427132966464	0.0029346223196851	8.612008159194543e-06	1.1745240369824337e-07	-0.0509644684033787	3.695938946179922e-05	0.0025973770396389	1.365996469388955e-09	-5.299996069371176e-05	0.0001390002753624	2.808995833534992e-09	1.932107655084756e-08	1.670663607455936e-12	8.01714250542318e-12	6.427457395226307e-23	2.7911168892776822e-24	3.1698124349941945e-14	2.1405836833437127e-13	4.582098505397335e-26	1.0047710873043824e-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049.133433645279	-0.2537715054904765	1100680.961592333	0.0643999769989029	1519.0566282977024	-4.1497935027323365	17.220786115319516	2307533.039975184	1007.0015355987906	-0.7462671355843895	0.5569146376533296	1014052.0926983224	1143.6667429271497	994.6938096870332	1.196843	23.390457	0.0849246126571015	0.0439107877271141	0.1292177796	0.1025435365	-0.1001774044	-0.0616037876	-0.0459224033	-0.0549579193	0.2070982526	0.0489510378	0.0199350429	-0.0304557343	0.0553268196	-0.1148147178	-0.0339907826	-0.0498539169	0.0337543434	-0.022393113	0.1068979495	0.1371844313	-0.0063829366	-0.0681627717	-0.0275045826	0.0195578672	0.2192505186	0.0815041009	-0.1793340094	0.1061611875	-0.0290889504	-0.0679680513	0.0866998728	-0.2033308992	0.023950084	0.0543813073	-0.0480050758	-0.1448988366	0.0442769993	0.0552455746	-0.1432488413	0.0392845918	-0.1653013593	-0.1574175653	0.0065542046	0.0399666267	0.1178310445	-0.0466535965	-0.0312620914	0.0446898289	0.1661887509	-0.0893010888	-0.1290379956	-0.0151361643	-0.0661389607	-0.1359251089	0.0984835956	-0.114654201	0.0215596359	-0.0467133272	-0.0884309544	0.1321603962	-0.0488246015	-0.0847389877	-0.0480233981	-0.0886640914	-0.0306028476	0.030910863	-0.0049155417	0.1319110289	0.2328415173	0.0215004223	-0.1048774504	-0.1343388548	0.0541665229	-0.0402286554	0.0904470897	-0.0460038496	0.0571124554	-0.0201397785	0.0829601347	-0.0173150651	-0.1111562518	0.1529838229	0.1463099864	0.0	0.0	-1.0670916168464828e-06	-0.0162340997564882	0.0002635459949036	1.1386845187440408e-12	-0.0160842504883618	-0.0164269637850082	0.0002698451391939	0.0002587031137723	-0.0843780371548561	-0.0334135687514774	0.0071196531541062	0.0011164665767097	-0.0004299995652419	-0.0003769996045481	1.8489962610822306e-07	1.4212870182949033e-07	4.25837143325225e-12	2.5877078257963137e-12	6.696231791687485e-24	1.813372726353882e-23	-1.1495863397499584e-13	-1.4665675832493778e-13	2.1508204762379208e-26	1.3215487525397068e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.2984964252882	1.1650627800092934	1103126.9315932211	1.3573712813629832	1515.6744613271628	-3.382166970539629	11.43905341660921	2297269.0727193854	1005.9562346483004	-1.045300950490173	1.092654077095659	1011947.9460277864	1144.6861809847649	1003.5127941936668	1.310218	25.606209	0.040510488977547	0.0247191781759123	-0.0124990359	-0.1378719683	-0.084922706	0.1935434354	-0.0432162217	0.1503386995	-0.0216265496	0.1383368537	0.0327461867	-0.0757857781	0.007449621	0.1110679003	0.2638414309	-0.0525316537	0.0697844086	0.1820503062	0.1065466568	-0.2820480597	0.0317372543	0.1608382183	0.0563157899	-0.0199101	0.0695563757	0.1173157894	0.0125258403	-0.0054047454	0.0660021236	0.2500366944	0.1903278374	-0.0907136879	0.1697412435	0.0456751874	-0.0746635947	-0.0211656428	-0.1030880328	0.0271745641	0.15175082	0.1754447807	-0.0430875064	0.1341018145	-0.1164467292	-0.0683268451	0.0055055266	-0.1182843745	-0.0464076131	0.199370931	-0.0281233532	-0.0584725303	-0.0072576791	0.1719277616	0.0939191247	0.2045411713	-0.0208551652	-0.144843129	0.1644752396	-0.0373716595	0.0067846477	0.0981992302	0.0233957456	0.2194413777	-0.0118528879	0.1092397065	0.0601305891	0.3212714344	-0.0722966798	-0.0881773664	0.0109707298	0.08840387	0.0735419105	-0.0760956342	0.1410704984	-0.0423897987	-0.034543863	0.0898493341	0.047428452	0.0503871186	-0.1138796947	0.0798625613	0.1214091468	0.1518785538	0.1419686256	0.0	0.0	3.402426516174728e-05	3.509135677859376e-05	1.2314033205625583e-09	1.1576506197968894e-09	-0.0279676689933268	-0.011883418504965	0.0001412156353641	0.0007821905089202	-0.0785860392115864	0.0057919979432697	0.0061757655589649	3.35472401748405e-05	6.178690981702324e-14	0.0004299995653036	3.817622224736963e-27	1.848996261613597e-07	-3.830935568771565e-12	-8.089307002023816e-12	6.543688777299153e-23	1.4676067332079115e-23	2.6000049942723387e-05	2.600005005768202e-05	6.760026030019707e-10	6.760025970241104e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.1047131954658	1.8062167701775709	1106924.3275281135	3.262419020870695	1519.0284174275516	3.353956100388814	11.24902152333534	2307447.332952452	1006.6967816319344	0.7405469836339762	0.5484098349693806	1013438.4101480946	1144.7278828537255	1012.337767553988	1.101762	21.532259	0.0415266111298799	0.0250462159062435	0.0433234113	-0.059631024	-0.0006884057	0.1430894599	0.1658366756	0.0062642914	-0.1091071639	-0.0264812851	0.0750407092	-0.0915995391	-0.1600742297	0.0044598297	0.006742218	-0.0086615501	-0.1283232364	-0.1701823476	-0.1354368415	-0.019334671	-0.1163403531	0.0738637506	-0.0399754963	-0.096036499	0.1540646199	0.0997924441	0.2061648036	-0.0358762226	0.0291011686	0.079766023	-0.0823836603	-0.0962288892	0.0048797399	-0.1179145712	0.1403358477	-0.0406007406	-0.0428066003	-0.0052191034	0.0887208618	-0.0924575107	0.0975954741	0.0452968774	-0.0719507382	0.00917591	0.1350373624	0.0078822078	0.1801800071	-0.0167748379	-0.0233293763	0.0110148423	0.189989729	0.090602178	-0.1260965386	0.0526761573	0.1176751368	-0.0467013128	0.0024255904	-0.0308142033	0.0746254954	0.1051526845	0.0941989497	-0.0137172007	0.0216963708	0.103943571	0.1706035674	-0.033778369	-0.0839356594	-0.1758629705	0.0407083916	0.0355364439	-0.0260595127	0.0770738251	-0.1326016494	-0.0168744938	-0.0561028053	-0.0213568402	-0.0778197732	0.0917767965	0.1084820451	0.0019667008	0.1371586288	0.1505557202	0.1368140814	0.0	0.0	9.335180595826388e-05	5.93275407965166e-05	3.519757096962341e-09	8.714559675669352e-09	-0.0067974775963648	0.021170191396962	0.000448177003784	4.620570167308138e-05	-0.0843329096221907	-0.0057468704106043	0.0071120396453445	3.302651951627926e-05	4.0467628828271766e-09	4.0467010959173595e-09	1.637628982982772e-17	1.637578975969876e-17	-2.8000044448806e-05	-2.8000040617870432e-05	7.84002274602394e-10	7.840024891351116e-10	0.0002890003982541	0.0002630003483113	6.916918321190541e-08	8.35212301910284e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.7174210961598	-0.3872920993060234	1106109.533837157	0.1499951701848666	1523.151893653306	4.123476225754303	17.003056184360947	2319991.691139652	1008.7921724341792	2.095390802244765	4.390662614131959	1017661.6471644707	1145.731355633652	1004.5111215504904	1.22524	23.945436	0.1043855007199182	0.0467981787270374	0.1733106105	0.0356106513	-0.096973332	-0.0441769798	-0.036420018	-0.1100647795	0.154161897	-0.0351652407	-0.0266734447	-0.2886312961	0.0948846354	-0.0416773983	-0.0166451409	-0.0094816473	-0.0413685483	0.0620960051	-0.0017869565	0.1444271218	0.1060011169	0.1028035166	-0.0509079615	0.064508129	0.1887065762	0.1225280402	-0.1599115614	0.1256358882	0.0021175356	-0.1956048154	-0.0144871009	0.0844829328	0.0021932373	-0.0508372864	0.2058493554	-0.0868664119	0.100614415	0.0091543905	-0.1038951366	-0.018402952	0.0130480142	-0.2667033826	-0.0671197614	-0.083166507	-0.0464672643	-0.1769418441	0.104070683	0.138903683	-0.0015615304	-0.0769803187	-0.0379190714	0.0090692765	-0.1658089902	0.0239038105	0.1010241832	-0.0530940366	-0.0555689619	-0.0120116416	0.0135708715	0.1183417225	-0.0020322996	0.0451935752	0.1239517232	-0.1502114902	0.0584813726	-0.0070337703	0.0175343062	0.1713286089	0.2032500509	-0.1162193739	-0.0409806173	0.1140683869	-0.0457140371	-0.0622344835	0.0344470975	0.0102804617	0.0350252582	0.0829559761	-0.0219145473	0.0882946288	0.1165563407	0.149017217	0.1308758785	0.0	0.0	0.0085373435758384	0.0084439917698801	7.130099700980349e-05	7.288623533190921e-05	-0.0249195847455183	-0.0181221071491535	0.0003284107675254	0.000620985703889	-0.1168018355743214	-0.0324689259521307	0.0136426687935308	0.0010542311524849	-0.0004090067451333	-0.0004090107918961	1.6728651756453627e-07	1.672898278875426e-07	-0.0001149747822835	-8.6974737834694e-05	7.564605021413752e-09	1.3219200561138225e-08	-0.0001220235889901	-0.0004110239872441	1.6894071809012024e-07	1.4889756270024854e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
