global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
837.1266559683241	n/a	700781.038132709	n/a	1208.8976798221984	n/a	n/a	1461433.6002794944	798.4399671957526	n/a	n/a	637506.3812155545	911.7291539341672	740.4135458929164	n/a	n/a	n/a	n/a	-0.0416174928	0.0902117136	0.0328660885	-0.0614451265	0.0369014294	0.0079193813	-0.0738719323	0.074024676	-0.0945010696	0.0158678629	0.0061165951	-0.0503093912	0.0820762576	-0.0979466321	0.0791648525	-0.0186386083	-0.0335072121	0.1009457633	-0.050142945	0.1514488668	-0.0939102451	0.155721223	-0.0420758943	0.3298687663	-0.0002980585	-0.0467160302	0.0805925303	-0.2668303005	0.0124625799	-0.0251804378	-0.0112750619	-0.0819231687	-0.0588620287	0.0510082441	-0.0531686661	0.0127740424	-0.0403248497	0.1390467991	-0.2010734622	0.0354635175	-0.0769898712	0.0837975992	-0.0528655475	0.1169296835	-0.0391545391	0.1553121809	-0.0283935125	0.0492088357	-0.0101324753	-0.0269469168	0.004424342	-0.0024198882	0.0219659579	-0.0971440641	0.0902876857	-0.0042316697	0.0022585944	-0.0137728729	-0.0673634875	0.0441372612	-0.0924286677	0.0445738421	-0.1451646507	0.183140843	-0.0416671637	0.0511178249	-0.0776770277	0.0249811155	-0.0522688741	0.1911175923	-0.0507700236	0.1884678565	-0.0230772357	0.153366806	0.1532882396	-0.0140120559924525	n/a	n/a	0.0001963377131356	0.0570221964448762	n/a	n/a	0.003251530887398	0.082269292665309	n/a	0.0067682365156502	n/a	-0.0023750067659019	n/a	5.640657138079802e-06	n/a	-0.0015499953307118	n/a	n/a	2.402485525228382e-06	-3.840463081841066e-06	n/a	n/a	1.4749156682984176e-11	0.0	0.0	0.0
836.8341881665641	-0.2924678017600399	700291.4584843924	0.08553741506635	1210.1034744337862	1.2057946115878622	1.453940645334323	1464350.4188367212	797.8811476443295	-0.5588195514230847	0.3122792910526976	636614.3257662323	910.2715906138978	728.6073959532599	1.151819	25.711464	0.1638445996042989	0.0936131316034175	-0.0395174344	-0.0651129767	0.0240783882	-0.0090659577	-0.0353800882	-0.0299684755	0.118114694	-0.0711217463	0.0444229799	0.1523310861	-0.0163029672	-0.1324968934	-0.0289212776	-0.0642885207	-0.0487231762	0.0401364159	-0.0004579142	-0.0277218456	-0.0490510077	-0.0753453181	-0.0393470123	0.077791727	-0.0801771586	-0.0179914796	0.2348067014	-0.187891184	-0.1329277069	-0.124907751	-0.0922044893	-0.0051755195	0.2033629517	0.0301285952	-0.091465186	-0.0592048195	-0.0458576972	0.064290656	-0.0170156394	-0.116172287	0.0473632279	-0.0530236935	0.1194047021	0.03123205	0.161892122	-0.1894691128	-0.1144782965	-0.0190750876	0.0874621677	-0.0926919199	0.1080849245	0.0101503452	-0.0459406892	-0.0417261377	-0.0488689582	-0.0636092693	-0.0061515508	0.0237010697	0.0261491413	0.0412890788	-0.1129612438	0.0020989522	-0.1376191302	0.1217445145	-0.0316015659	-0.0249128997	-0.1004970054	0.0419470127	-0.0660139616	-0.0565950857	0.144206093	0.0306067195	0.0573516836	0.074820052	-0.0925449692	0.1531573254	0.1524510324	-0.0096061955976693	0.0044058603947832	1.9411605818319177e-05	9.227899386068102e-05	0.0846622932966028	0.0276400968517265	0.0007639749539728	0.0071677039062399	0.1654008986321002	0.0831316059667912	0.0273574572683062	0.0069108639106178	-0.0017370774602095	0.0006379293056924	3.0174381027678867e-06	4.069537990611875e-07	-0.0013278966624805	0.0002220986682312	4.932781843011704e-08	1.763309546226851e-06	-0.0001171532169781	-0.0001133127538962	1.2839780195554146e-08	1.3724876248317781e-08	0.0	0.0	0.0
836.5448720599818	-0.2893161065823051	699807.3229698513	0.0837038095279437	1212.5172818188596	2.413807385073369	5.826466092234735	1470198.158709396	799.0496494490216	1.1685018046920277	1.3653964675685255	638480.3422846042	911.1560710039624	727.3557486714236	0.992528	22.15571	0.0462344355143613	0.021925461649726	-0.0703456138	-0.0100212992	0.0684824797	-0.0318996986	-0.0359494217	-0.1004193941	-0.0359752274	0.0383604937	-0.0888862296	-0.0874966474	0.0177575411	-0.0687162567	-0.0387803542	-0.0630677089	0.0364424146	-0.0373471272	-0.1157500017	0.1105052297	-0.1217523916	-0.0530767899	-0.2119549389	-0.0971125082	0.0457753151	0.1283646518	-0.007935956	0.0009761573	0.0084533645	0.0026246933	-0.0790624489	0.1929479239	-0.1094346789	-0.0083868801	-0.0844644481	0.0264422595	-0.0566093157	-0.0533043542	0.0190526333	0.2259695109	0.0102450529	-0.0956438058	0.0007507887	0.1263571441	-0.0071292456	-0.1287423842	-0.0292159306	-0.0211871194	-0.0334255772	-0.162006615	0.0488787751	0.0126238639	-0.0463411055	-0.043939291	-0.0702295704	-0.0627174586	0.0184992255	0.0729937898	0.0459652951	0.0359952963	-0.0782034005	-0.0017822222	-0.1619539642	0.0916410872	-0.1860372353	0.0268636799	-0.0841323437	-0.0698221471	-0.1753339057	-0.0250601921	0.0392093471	0.0015938357	-0.0088303463	0.0106098197	-0.0546804663	0.1527386503	0.1507811905	9.05603102836494e-05	0.0096967559079529	9.40270751384204e-05	8.201169798670856e-09	0.0872612424685854	0.0025989491719825	6.754536798549032e-06	0.0076145244371612	0.1586969588230644	-0.0067039398090358	0.0251847247396893	4.4942808963175e-05	-0.0017462244629021	-9.14700269259998e-06	3.049299874837728e-06	8.36676582584313e-11	-0.0010851425108828	0.0002427541515977	5.892957811791915e-08	1.1775342689250277e-06	-0.0004099478751956	-0.0002927946582175	8.572871188070266e-08	1.6805726037738724e-07	0.0	0.0	0.0
835.3289560788502	-1.2159159811316158	697774.4648637816	1.4784516731712598	1209.171882366312	-3.3453994525475537	11.191697497105473	1462096.6411052905	799.6264179928202	0.5767685437986074	0.3326619531155661	639402.4083520283	912.2846215187056	723.7990540567023	0.921576	20.571886	0.0660423096852924	0.0349154694499273	-0.0875563141	0.0187058861	0.1051969988	-0.024636831	-0.0500317721	-0.1578043972	0.0586825579	-0.0479074581	0.0903796794	0.0293954078	-0.0018222702	-0.1108400733	-0.0345835783	-0.0565157773	0.018990734	0.0537591434	0.0504521573	-0.0285613989	0.0088568254	0.0279564333	0.1369826673	0.2396566721	0.0508588756	0.0154867957	-0.0392920974	-0.0769959021	0.0633938093	0.0212794826	0.2079136921	-0.01750116	0.0989546173	-0.0207640752	-0.1078668328	0.0244651486	0.0204460595	0.130452092	0.0337687247	-0.0762650492	0.0050504422	-0.0607512854	0.001887896	-0.1132094735	0.0248012087	0.0972718298	-0.0377411722	0.0929625506	0.0734462631	-0.0111863906	0.0502614635	0.0153707996	-0.0267040138	-0.0479455649	-0.0776033603	-0.0548887339	0.010099629	0.06106357	0.0659319654	0.0312048435	-0.0783106141	-0.0582747937	-0.1628070059	0.0550865131	-0.0134035584	-0.0199314073	0.030824514	0.1643128868	-0.0904527428	-0.0501608238	0.0425918761	-0.0950337663	-0.0059102913	-0.0033669969	0.0619401418	0.1521113526	0.148287834	3.893253858677781e-05	-5.162777169687159e-05	2.6654268103842953e-09	1.515742560810943e-09	0.087291937508624	3.069504003860857e-05	9.42185482971783e-10	0.0076198823540095	0.1715434573516034	0.012846498528539	0.0294271577601413	0.0001650325244437	-0.0020360234100557	-0.0002897989471536	4.145391326294841e-06	8.39834297713351e-08	-0.0006649426424962	0.0004201998683865	1.765679293921159e-07	4.421487178098292e-07	-5.767692383544109e-05	0.0003522709513601	1.2409482317219144e-07	3.3266275431192724e-09	0.0	0.0	0.0
836.4393122380311	1.110356159180924	699630.7230572305	1.2328908002310133	1203.305713522023	-5.86616884428895	34.411936909706355	1447944.640194745	798.4566035740812	-1.1698144187389516	1.3684657742895514	637532.9477910575	909.269648132998	718.4355341795662	0.933358	20.834877	0.0350820733156411	0.0182590236074499	-0.0805056768	-0.0814826105	0.0869946958	0.0021786023	-0.1362740105	0.0896528717	-0.0849720655	-0.0213083081	0.0118655105	-0.0163076533	-0.0107421255	-0.1151589465	-0.1229626494	-0.0395191572	-0.0039487269	-0.0044740523	0.0659387446	-0.0503088501	-0.1317172963	0.1445747008	0.1566771703	0.0968303303	-0.0085383671	-0.0769751697	-0.1431482237	0.1374396085	0.0298654615	-0.1232539966	-0.1458432497	-0.1107728622	-0.0225861417	0.039948445	-0.102745239	-0.097535962	0.0140578861	0.1216202725	-0.0087326742	-0.0375321318	0.0914935778	0.1101472363	-0.0072844868	0.0004537754	-0.0660487959	0.0086001527	0.059428342	0.0898468489	-0.0574397441	0.0422969287	-0.0757162832	0.0344400806	-0.0215817681	-0.0746779304	-0.0916638418	-0.0037624373	0.0430294383	-0.0057705634	0.1176022696	0.0089386059	-0.0537753782	0.0302938215	-0.0396603479	0.01112661	-0.0329878867	0.0010642315	-0.0915893666	0.0797702618	-0.0959487983	0.0498816411	0.2396133532	-0.0290018245	0.0616896031	-0.0089359345	0.0182804776	0.151276289	0.1449845808	-4.176583769321951e-05	-8.069837627999732e-05	6.5122279342280345e-09	1.7443851982163555e-09	0.0820008111089691	-0.0052911263996549	2.799601857712502e-05	0.0067241330225288	0.1800311963362517	0.0084877389846483	0.032411231654262	7.204171307151859e-05	-0.0022680816039393	-0.0002320581938835	5.144194162127868e-06	5.3851005348518484e-08	-0.0006822370933863	-1.729445089010005e-05	2.9909803159008246e-10	4.654474515921871e-07	-0.0002327744701629	-0.0001750975463274	3.065915072989662e-08	5.4183953959618825e-08	0.0	0.0	0.0
839.6685193012037	3.2292070631725664	705043.2223054759	10.427778256843592	1210.1201030562077	6.814389534184556	46.43590472360402	1464390.6638207666	798.9219513655828	0.4653477915015855	0.2165485670554031	638276.2843737906	909.9901315044884	735.1258498508461	1.019246	22.752119	0.0624434419824042	0.0332445011047169	-0.0135003198	-0.1047532513	0.0078934144	0.0363109131	-0.0987046887	-0.0731117614	-0.0487183234	0.1236809838	-0.0865920456	-0.1726327871	-0.010577155	-0.0414635168	-0.1144861213	0.0682091167	-0.0679190685	-0.0659911436	0.0047837538	-0.0019693521	0.0411683723	0.0214870838	-0.1641015475	0.0196716371	0.1779526937	0.0673286363	-0.0792611989	0.1231281752	-0.0821086585	-0.1019306038	-0.0098878814	-0.0716971789	0.0524684198	0.0684581391	-0.0407695658	-0.0867547634	-0.0348574053	-0.0621245351	-0.0098972895	0.2032496282	0.0567365777	-0.1626974964	-0.0181958583	0.16782949	0.030278119	-0.0063177337	0.0139124547	0.1450636718	-0.0223991097	-0.0842649732	-0.0917793329	0.0549057519	0.0029046678	-0.0905704701	-0.0623198279	0.0565615036	0.0203636624	0.037014811	0.1099375484	0.0882436358	-0.0683076008	-0.0682079889	-0.0518208393	0.0502523905	-0.1877862604	0.0320104401	-0.0392632708	-0.0048522563	-0.1658377354	0.0632136028	-0.0284528023	0.0621450319	0.0110288318	0.0498611861	-0.0666407557	0.1502346003	0.1408894722	-0.0073055386109643	-0.007263772773271	5.276239490171425e-05	5.33708943962902e-05	0.0713077953560201	-0.010693015752949	0.0001143405858928	0.005084801678536	0.1640396103448225	-0.0159915859914291	0.0269089937620812	0.0002557308225212	-0.0027920725975921	-0.0005239909936528	7.795669390224697e-06	2.745665614292487e-07	-0.0006491942812176	3.304281216870008e-05	1.0918274360159939e-09	4.214532147656363e-07	-0.0002199069266893	1.286754347360001e-05	1.6557367504498618e-10	4.835905640593316e-08	0.0	0.0	0.0
841.2825136460289	1.613994344825187	707756.2677665807	2.6049777451276848	1211.9758245158075	1.855721459599863	3.443702135619446	1468885.3992107715	800.5098169174553	1.587865551872483	2.521317010823304	640815.9669812177	911.0195795863408	751.1992995336088	0.920942	20.557726	0.0441522957906788	0.0218544643577978	0.0479788546	-0.0931076823	0.0345024896	0.0771366379	-0.041731348	-0.0046127295	0.0208887244	0.0441608289	0.0547549457	-0.0084722614	-0.0158668365	0.0058804395	-0.0985860457	0.0698393935	0.0036720506	-0.0049373382	0.0016725958	0.037808456	0.1157776465	-0.080541427	-0.0716755505	0.0036063513	0.1226586984	-0.1477932809	0.0868072063	0.1507885325	-0.0647614747	0.223441472	-0.0222190569	-0.1042992202	0.0657109132	0.0872137926	0.0038927439	-0.0570791724	0.0230086125	0.030903891	0.001883128	-0.007509415	0.0666635876	-0.0997548288	-0.0281399722	0.0529059875	-0.0068748008	-0.0287758404	0.0544638155	0.0277746395	0.1586303738	0.1752754381	-0.077607396	0.068894828	0.0250566936	-0.1030305449	-0.0639287627	0.0884086336	0.0124562245	0.0418676144	0.0810728369	0.1254166521	-0.0226367733	-0.0930317566	-0.0060496388	0.0386403885	-0.0210039353	-0.0603358736	0.0438374058	-0.0050923887	-0.0900476875	0.0208767862	0.0048655648	-0.0697008056	0.0680861864	-0.0196734805	-0.057758188	0.1489877092	0.136024874	-0.0001247438862179	0.0071807947247464	5.156381287894573e-05	1.5561037148744383e-08	0.0876435179879848	0.0163357226319647	0.0002668558339084	0.0076813862453102	0.1609019379342697	-0.0031376724105527	0.0258894336310035	9.844988155944182e-06	-0.0027880966539486	3.975943643499957e-06	7.77348295175938e-06	1.5808127856287715e-11	-0.0004714593208905	0.000177734960327	3.1589716122475785e-08	2.222738912545315e-07	-0.000388158143187	-0.0001682512164977	2.8308471852955923e-08	1.506667441223796e-07	0.0	0.0	0.0
841.9831042523323	0.7005906063034217	708935.5478463939	0.490827197640596	1216.3350700791834	4.359245563375907	19.003021881812533	1479471.002704532	799.1846470362703	-1.3251698811849335	1.7560752139996914	638696.100058488	910.15984541533	760.04817856472	0.82845	18.493074	0.0374092922271741	0.0221341920706777	0.0713268791	-0.0683295616	0.0327733574	0.1174930757	0.0265402892	0.0605062585	0.0567430404	0.0312481164	0.1763260956	0.0760421861	-0.016066611	-0.0099931003	-0.1477653719	0.1073460221	0.0403920186	0.0766847773	0.1232773582	-0.0060216369	0.0427938351	0.0366791352	0.052214007	0.0054974316	0.0064777142	-0.0060961331	0.0889023651	0.0461841093	-0.2296905357	0.082044877	0.022502844	-0.0155340748	0.056962868	0.0974930945	0.0436628043	-0.0901737165	0.0591001453	0.1337925433	-0.0210556603	-0.0724129828	0.0052224051	-0.0650714625	-0.0247769515	-0.0329880683	0.0091130821	0.037209761	-0.0265575622	0.0137592969	0.1199243236	0.0754985225	0.0604375459	0.0727371118	0.0376439644	-0.1078259772	-0.0639190471	0.1136296806	0.040517373	-0.0024843457	0.047739208	0.103828836	0.0380305917	-0.0813264478	0.0680865462	6.48695e-05	0.0465662577	-0.0541268272	0.0327655152	0.0192104685	-0.0239480126	-0.0642771996	-0.0446513851	-0.0692690986	-0.0065092713	-0.0248565886	0.0005416466	0.1475373187	0.1304173552	-3.906224858951646e-05	8.568163762838355e-05	7.341343026681631e-09	1.5258592648691802e-09	0.0877333609830799	8.984299509511018e-05	8.071763767659991e-09	0.0076971426293874	0.1533477033573191	-0.0075542345769506	0.0235155181249643	5.70664600435963e-05	-0.0031330384149063	-0.0003449417609577	9.81592970927858e-06	1.1898481845259917e-07	-0.0004547563342678	1.6702986622699992e-05	2.7898976211809486e-10	2.068033235566871e-07	-0.0001562122304174	0.0002319459127696	5.3798906450522896e-08	2.4402260931978873e-08	0.0	0.0	0.0
842.6874610236513	0.7043567713189987	710122.1569664878	0.4961184613029241	1213.911499775102	-2.4235703040815224	5.873693018825803	1473581.1292862373	799.6532078416135	0.4685608053431451	0.2195492283038167	639445.2528113828	910.9554697672526	763.5592173183888	0.819845	18.300978	0.0380585634565808	0.018259875883071	0.0895798422	-0.0760661898	-0.0322173817	0.1119595569	0.0048194675	0.1230669921	0.0671509472	0.0049271183	0.0392604142	0.0877322183	-0.0471390354	-0.0312137272	-0.0964360597	0.1344687818	-0.0902755052	0.0596460432	-0.0045971793	-0.0231298334	-0.0352062969	0.0885070841	-0.0536635995	0.006781348	-0.0040313381	-0.0551899639	-0.0267992051	0.0734918943	-0.0469167707	-0.019069597	-0.154819854	-0.042146921	0.028709332	0.1074682091	0.0793926653	-0.1315774042	-0.0242832589	0.0672383604	-0.0329419687	-0.0982745111	-0.0198662016	-0.0280859742	0.1162796464	-0.0179566761	-0.0013015651	-0.0864801677	0.0177134106	-0.0804207395	-0.0238018356	-0.0532467555	-0.0821047469	0.0718724375	0.0522349757	-0.098517549	-0.0500752339	0.1067903963	0.014900717	-0.0280745504	0.0476500563	0.1459719237	0.0033509346	-0.0286544796	0.0537110419	0.018058657	0.0777424921	-0.0436566321	0.0653842341	-0.0253793837	0.0106884832	-0.052143829	-0.0082516864	-0.0811648128	-0.0040562296	-0.0345417227	-0.0585391024	0.1458854101	0.124097542	-0.0065635606761134	-0.0065244984275238	4.256907973076163e-05	4.3080328749022194e-05	0.0876534793865602	-7.988159651969862e-05	6.381069462535926e-09	0.0076831324485701	0.1493758056020624	-0.0039718977552566	0.0223131312992651	1.5775971778213153e-05	-0.0028820012171532	0.0002510371977531	8.305931015672525e-06	6.301967465572919e-08	-0.0005930071789148	-0.0001382508446469	1.911329604560891e-08	3.516575142444896e-07	4.145440728111011e-06	0.0001603576711455	2.5714582695211852e-08	1.718467883028155e-11	0.0	0.0	0.0
842.676173893834	-0.0112871298173331	710103.1340483511	0.0001273992995133	1214.7555024847022	0.8440027096003178	0.7123405738126783	1475630.930816861	798.6184732499817	-1.0347345916318318	1.0706756751194937	637791.4658161317	910.022619049544	763.5572818354158	0.845901	18.882627	0.0239862701768995	0.011262687735091	0.0830286795	-0.0797636045	0.0463171299	0.083153007	-0.0124708793	0.024264512	-0.0838907056	-0.0267031447	0.0352216511	-0.0257384996	-0.0156665777	-0.036035855	-0.1536161547	0.061756696	-0.1105242307	0.1378140503	-0.0153990102	0.0720543819	0.0103718732	0.0920297857	-0.0404461279	-0.0974852923	-0.0769445428	-0.0497796095	0.0703898484	-0.0207863856	0.031660555	0.0779300372	0.0303150203	9.33658e-05	0.0684690056	0.1080848541	0.0397518854	-0.1091626891	-0.0118188973	0.0929449483	-0.0163572236	0.028706803	0.0215179926	-0.052091582	0.1152515272	0.0009748436	-0.0768617227	-0.0678920171	0.0728735337	-0.0474965484	0.0889164489	0.0099089418	-0.0683658481	0.08776315	0.0547877775	-0.095613347	-0.07570049	0.0918350563	0.0070503286	0.0170072074	-0.0062514127	0.1272712658	0.0463479681	0.0449675947	0.1446326992	-0.0346616531	0.099171492	-0.0280029814	-0.0283918472	-0.0754429676	0.05143193	0.0002705724	0.0280014615	-0.1359319493	0.0106441642	-0.1117218056	-0.0316795407	0.1440342395	0.1170999511	-0.0101418309256331	-0.0035782702495197	1.280401797859778e-05	0.0001028567345241	0.0877213705446138	6.789115805359847e-05	4.609209341858688e-09	0.0076950388502254	0.155159954590637	0.0057841489885746	0.0240746115085685	3.345637952202857e-05	-0.0030170262238554	-0.0001350250067021	9.102447235431173e-06	1.8231752434929152e-08	-0.0006889167137031	-9.590953478830004e-05	9.198638863308137e-09	4.746062384194791e-07	-5.603921339642219e-05	-6.01846541245332e-05	3.6221925920896915e-09	3.140393438089744e-09	0.0	0.0	0.0
