global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
987.0979290106905	n/a	974362.321457194	n/a	1432.3873584105236	n/a	n/a	2051733.5445342776	953.8863378371636	n/a	n/a	909899.1455123957	1085.8164786703012	929.4467628373668	n/a	n/a	n/a	n/a	-0.1177150451	0.0762203891	0.0366706352	-0.1840087982	0.0583902378	-0.0334147301	-0.0508182233	0.0439263396	-0.015187204	0.0667178712	-0.1612246775	0.0251008917	-0.0440400085	0.0111685537	-0.0859246931	-0.0253994589	0.1120598499	-0.0535337028	0.1117274835	0.0957602421	-0.0273143584	0.093813877	-0.1863661242	0.0409686167	-0.0550384691	0.0514072718	-0.0047403492	0.0062949099	-0.0146852456	-0.3069889945	0.1521276288	-0.0683204122	0.0236228731	0.1648314349	-0.1131036467	0.0478241679	0.0572595079	-0.150397006	0.0847003769	0.0935066272	-0.2097541046	0.0911600997	-0.053689492	0.0681685786	-0.0188155211	0.0661304539	0.0377013074	-0.00241097	0.1366068861	-0.1509523422	0.1869891893	-0.0214192857	0.172926543	-0.1902744095	0.034394388	-0.1992755398	0.0486389449	-0.1273675205	0.061152311	-0.0017044226	-0.009963376	-0.1119565667	-0.1294608378	0.0041525496	-0.0812713713	0.0117176496	-0.0515423979	0.1064490913	0.1175484629	-0.0670295533	0.008681086	-0.1984002117	0.1766237781	-0.1766321438	0.1641994657	-0.0517429542	0.1817179818	-0.1635030157	0.0893576078	-0.0136798872	0.0981551546	-0.1280307459	0.1041523977	-0.2820408298	0.0078133641	0.153366806	0.1532882396	0.018300951466756	n/a	n/a	0.0003349248245885	0.0488500297394978	n/a	n/a	0.0023863254055498	-0.0531981320190055	n/a	0.0028300412503115	n/a	0.002639004700974	n/a	6.964345811762872e-06	n/a	-0.0007549991046551	n/a	n/a	5.700236480300027e-07	1.9961837892036767e-06	n/a	n/a	3.984749720279549e-12	0.0	0.0	0.0	0.0
985.3253403810014	-1.7725886296890394	970866.0263969364	3.1420704501028665	1424.8721287793453	-7.515229631178272	56.478676409339904	2030260.5833721831	953.3153321203524	-0.5710057168112144	0.3260475286310887	908810.1224557378	1084.6479443009064	927.0325715254984	1.072216	21.101252	0.201810936348508	0.1056899582924016	-0.1741033946	0.1018456186	0.0388343312	-0.1459979379	0.023311479	-0.0718044529	-0.0992872035	0.1548463015	-0.0678664045	0.0165151697	-0.1973701481	-0.1155242161	-0.1482636948	-0.0374112225	-0.0700364027	-0.1600510623	-0.0230928761	-0.1663075905	-0.1099446924	0.1986818992	-0.0528506064	0.1457308806	-0.1833335543	-0.0079233134	-0.0497133437	-0.1387562111	-0.1396386848	0.0228914705	-0.0171317979	-0.1047604808	-0.2114716414	-0.1966291704	-0.0369550586	0.2334242114	-0.1167910621	-0.0421072862	-0.0711570767	0.0725224996	-0.1933987143	0.0612368535	-0.2347207848	-0.0171170225	-0.0373633228	0.0237485638	0.1274403011	0.0013510342	-0.0763043886	0.105268944	-0.1404740638	0.0616757883	-0.1117343917	0.1193598739	-0.0617451166	-0.0690058249	0.025607041	-0.1032316296	0.2516243503	-0.0460085615	0.0605792747	0.0986133688	0.2916048423	-0.0987300406	-0.0776435078	0.1211530914	-0.1969558074	-0.0428993341	0.0158540675	0.101656859	0.1191945758	0.1195220826	-0.1067667483	-0.072667921	0.0767219133	-0.0651393106	0.117376277	0.1208361808	-0.0291233816	-0.0178390131	0.0150418928	0.048945035	-0.0676554983	0.0480722917	-0.2200894461	0.088321116	-0.2087330291	0.1531573254	0.1524510324	-0.0160786633248051	-0.0343796147915611	0.0011819579132161	0.0002585234143124	0.0020232749389634	-0.0468267548005344	0.0021927449651493	4.09364147863735e-06	-0.0491385236568078	0.0040596083621977	0.0024145945071706	1.6480420054425506e-05	0.0010441266336612	-0.0015948780673128	1.0902004271206695e-06	2.543636049595413e-06	-0.0005047452791111	0.000250253825544	6.262697719940678e-08	2.5476779678494225e-07	0.0004877634588167	0.0004857672750274	2.359698454876393e-07	2.379131917568306e-07	0.0	0.0	0.0	0.0
985.924376603776	0.5990362227745436	972046.8763815444	0.3588443961959926	1428.008187020179	3.1360582408337905	9.834861289901529	2039207.3821966588	952.7351043032904	-0.5802278170619957	0.3366643196925287	907704.1789718017	1084.423145622607	905.372476483708	1.295738	25.500166	0.1204540569761452	0.069380162378814	-0.0862542731	0.1795981638	0.0270992797	0.1166519185	0.0089466356	0.0144459349	0.0088982383	-0.0693062406	0.0149258546	-0.2119869365	-0.0355123717	-0.1582593342	0.1107590735	0.063605457	-0.1215848812	-0.0169949729	0.1075578542	-0.1328418603	0.0665395176	-0.1556889748	-0.0607206777	0.0215967161	0.0020818419	-0.0429015591	0.1075311414	-0.0089837037	0.1065557408	-0.0538295478	-0.0016126295	-0.0164695554	0.0326132043	-0.0820856722	0.0486504558	0.1661383975	-0.0436126828	-0.1062220029	-0.0770456568	0.1189443463	0.1150091565	-0.0686412015	0.0293440433	0.0594760275	-0.1914647703	0.0892581384	-0.0064578565	0.0334614362	0.0118485779	-0.0148135949	0.1491873998	-0.0088605402	-0.1162928253	0.0671531271	-0.0004250082	-0.0818930556	0.1397520128	-0.0388849931	0.0298692639	0.0395099659	-0.0646099266	0.0125998678	-0.035636229	-0.0803002473	-0.1457422323	0.1062792091	0.075582474	-0.0192833557	0.0420524168	0.0020008382	-0.0806332239	0.0020803433	0.0097854607	0.0143222476	-0.0686171157	-0.0560931323	0.0056471758	0.0959193772	0.0082728206	-0.149015556	-0.1442802927	-0.0453203666	0.0579871838	0.1688613808	-0.0700877094	-0.1011216362	-0.0713944917	0.1527386503	0.1507811905	0.0004320622250588	0.0165107255498638	0.0002726040581829	1.866777663227612e-07	0.0139941689606644	0.011970894021701	0.0001433023036787	0.0001958367648996	0.0108028871366272	0.059941410793435	0.0001167023704867	0.0035929727279073	0.0011170008503021	7.28742166409e-05	1.2476908995756142e-06	5.3106514510248264e-09	2.373612562056593e-07	0.0005049826403673	2.550074670723356e-07	5.634036594752863e-14	0.000424999783602	-6.276367521470004e-05	3.939278926456352e-09	1.806248160617468e-07	0.0	0.0	0.0	0.0
985.6507416633196	-0.2736349404563043	971507.384541452	0.0748760806385252	1425.3029238257077	-2.7052631944713994	7.3184489513616	2031488.4246661111	952.2035281884408	-0.5315761148495994	0.2825731658785945	906691.5590945148	1081.8454817209813	910.2677918157634	1.05239	20.711081	0.1191413664173925	0.0633874632420216	-0.1571923258	0.0682727118	0.0786324195	0.1061672229	0.0660182685	0.0935817352	0.123550997	0.0366935104	-0.0569164872	-0.1226770178	-0.100483749	0.0142418578	0.0275836751	-0.022716703	0.0510074351	-0.0063557226	0.1347635382	-0.009713583	-0.0191739408	-0.0687693414	-0.0669130884	0.1065761924	-0.0109741796	0.0128225081	-0.0415355098	-0.1835709763	0.0861256543	-0.0278394208	0.1357646733	0.1641423037	0.0377326181	0.0720137132	-0.0670017771	-0.0228370505	0.009362158	0.0621043121	0.0153484618	0.1395348951	0.0854912735	-0.0441358468	-0.0096690235	-0.0093313488	-0.1947895468	0.0431703204	-0.0510769029	-0.0644776365	-0.091571575	0.0128306387	-0.1799024539	-0.0478069134	-0.1081614295	-0.0156908088	0.0781860002	0.0303039307	0.1342697055	-0.0051489619	-0.0148822221	-0.1508729344	-0.1222493308	-0.1380172891	-0.0966132249	-0.0574514711	-0.1608344871	0.0114112936	0.0411630988	-0.0237482886	0.0275887187	-0.0238043839	-0.1358724989	0.0901874017	0.0504324462	0.0094166458	0.0079972185	-0.0932053154	0.1045772559	-0.0991946395	-0.0304098887	-0.1409177167	-0.036972416	-0.0168373131	0.0012478369	0.0836192976	0.0416598818	0.0318435625	-0.1384496795	0.1521113526	0.148287834	-0.016020941975313	-0.0164530042003718	0.0002707013472174	0.0002566705817763	0.0228572558478674	0.008863086887203	7.855430917010978e-05	0.0005224541448948	-0.0066618457958753	-0.0174647329325025	4.438018940802141e-05	0.0003050168964036	0.0006377231855869	-0.0004792776647151	4.066908614351037e-07	2.297070798948556e-07	-0.00104686111008	-0.0010470984713362	1.0964152086746189e-06	1.09591818379793e-06	0.0004258344954969	8.347118949000301e-07	6.967439474875989e-13	1.8133501755509935e-07	0.0	0.0	0.0	0.0
985.9142055963	0.2634639329803576	972026.8207965832	0.0694132439814783	1426.187932533793	0.8850087080852518	0.7832404133867265	2034012.0189050147	953.5327176653266	1.3291894768857446	1.7667446654637995	909224.6436582234	1084.3111380604455	915.5360885748026	1.102114	21.689648	0.1318894364125822	0.0867098646873213	-0.1964874996	-0.0829412194	0.0151737775	0.0113206294	0.0105429529	-0.0830524497	0.1142160973	0.1344219945	-0.1013616345	-0.0127873246	-0.0152854336	-0.0781645966	-0.0228404334	0.1278386218	0.1281752141	-0.1791671167	0.1091884969	0.0147377179	-0.1413499953	-0.0174082566	0.1567522148	0.0685879276	0.0652717303	-0.0294186465	-0.1786116806	-0.0375007528	0.045057619	-0.1395060484	0.1447357737	0.0003650511	0.0241131775	0.1529235627	-0.0576136733	-0.0297644908	0.2101489942	0.1431731832	0.1303119201	-0.0421050201	0.0324243721	0.200986368	-0.0529680745	-0.1145158587	-0.0591210484	-0.1623765413	0.0069803341	0.0429674551	0.0424247923	-0.0477996378	-0.0370341385	0.0989397918	-0.102981476	-0.0274336695	0.1105109825	-0.0308606479	0.1542212872	0.0323587922	-0.050048266	-0.1253210699	-0.0149498919	-0.0266284963	0.0509899858	-0.0720769057	-0.1437596536	-0.0221928557	-0.1624967635	-0.1204582025	-0.0817519726	-0.0166598614	-0.0373909656	-0.0582153484	-0.26559462	-0.0997437227	0.1166830389	-0.2115311586	0.0534063958	0.026174219	0.0559974506	-0.194929948	-0.0324325161	-0.0566095587	0.0092008427	-0.2292850887	0.1363888436	0.0365797119	-0.0552284332	0.151276289	0.1449845808	-0.016094665414073	-7.372343875999832e-05	5.435145422599222e-09	0.0002590382547909	0.0135906551911375	-0.0092666006567299	8.586988773130703e-05	0.0001847059085243	-0.0413052340459927	-0.0346433882501173	0.0017061223595942	0.0012001643494483	0.0021311552547528	0.0014934320691659	4.541822719860472e-06	2.230339345213142e-06	-0.0008441130921184	0.0002027480179616	4.1106758787357307e-08	7.125269122856865e-07	0.0003639001012849	-6.193439421199999e-05	3.835869186407418e-09	1.324232837151605e-07	0.0	0.0	0.0	0.0
987.6243214949473	1.7101158986472456	975401.800408355	2.924496386806076	1429.5186084709544	3.330675937161459	11.093402198386364	2043523.451964734	954.1869392487836	0.6542215834570015	0.4280058802609864	910472.7150329618	1084.9588188525067	907.6309017279208	1.415528	27.857649	0.198188949694945	0.114553964063649	-0.0483466587	0.1747227807	-0.1013406379	0.1038976939	-0.0410383543	-0.1411133851	-0.1080321266	0.167379884	0.0842760303	-0.1167924568	0.0965321591	-0.0730387982	0.2414394009	0.2571961525	-0.0070130166	0.0040477783	0.0274663255	-0.0854820645	-0.0223938101	0.1276750428	-0.1212859345	0.0472723225	-0.072150387	0.0190719816	-0.0973537652	0.1341174801	-0.0101631196	-0.0389116074	0.0251130827	0.1740099732	0.0551947973	-0.0443023209	-0.0337428739	-0.1172984488	0.0134552111	-0.0876652138	-0.034374655	-0.1093843971	0.0016924141	-0.0290575203	-0.1270871661	0.1276793698	0.0300125194	0.0610982396	-0.0136441878	0.18545441	0.0070498172	-0.0115797218	-0.0714373071	0.1300495531	-0.1453636872	0.0188234104	-0.0305608174	-0.188728849	-0.0362769939	0.2162894075	-0.0980028161	-0.0113503125	-0.0735980085	-0.160375523	-0.0687988025	-0.0501826584	-0.1497441997	0.1543580397	0.0515266122	0.0096915325	0.0307376083	0.0385786567	0.0591151479	0.0536260346	-0.0898221475	-0.0420204206	-0.1324726586	0.2004616682	0.0777891848	0.0991934882	-0.152778427	0.0068806839	-0.1557071774	0.0157984852	-0.0781886559	0.0455592722	0.0399741743	-0.0582311184	-0.0798507002	0.1502346003	0.1408894722	0.0021526377622933	0.0182473031763663	0.0003329640732102	4.633849335651105e-06	0.0059536504013095	-0.007637004789828	5.832384215985581e-05	3.544595310101277e-05	0.041042645766673	0.0823478798126657	0.0016844987715286	0.0067811733096412	0.000869078384832	-0.0012620768699207	7.552972389821979e-07	1.5928380255890837e-06	-0.0003688149132496	0.0004752981788688	2.2590835883599787e-07	1.3602444023530997e-07	0.000425660290817	6.176018953209998e-05	3.814321011040912e-09	1.8118668317841305e-07	0.0	0.0	0.0	0.0
988.2249322277406	0.6006107327933705	976588.5166765226	0.3607332523465895	1434.4429895382116	4.924381067257173	24.24952889556089	2057626.6902353216	953.4403487528036	-0.7465904959799445	0.5573973686875796	909048.4986298678	1084.1279073551002	921.3665667501896	1.159288	22.814838	0.1033661920719287	0.0569527913959863	-0.060428275	0.0974559367	0.0733551544	0.0774248303	0.021859305	0.0748739126	0.110352274	-0.1339434588	0.0355805211	-0.1347801789	-0.0995691265	-0.0142059816	-0.0374293399	0.0349724928	-0.087842604	-0.0596135529	0.0723773119	0.0133937539	-0.0237945265	-0.2386933391	-0.1103616752	-0.0017014188	0.0093002989	0.0499247636	-0.0354051375	0.12463058	-0.1868601609	0.0419138656	0.1043001618	0.0109108254	0.0408447196	-0.1865575652	0.1013045579	0.0365883465	-0.0433239021	0.0897354518	0.182058441	-0.0421909824	-0.1542673618	-0.0008399282	0.0789414476	0.0687530627	-0.1928176336	0.000334238	-0.0355776021	-0.0556934383	-0.0269932971	0.0420419973	0.1680780374	0.0032451896	-0.040819788	0.0483826375	-0.0034943441	-0.1187506522	-0.0706163995	-0.1840607532	-0.0312069031	0.1979766376	0.0192646401	0.0204816589	0.0526867516	-0.060414361	-0.0857511081	0.0742953085	0.0756020831	-0.0830823754	0.0657006943	-0.0258321535	-0.0894835767	-0.0138590968	-0.0331757839	0.0942169591	-0.1708335867	-0.070590511	-0.0350128468	-0.1595401183	0.015778105	-0.1079741836	-0.034374086	0.03592786	-0.1672853754	-0.0141433816	0.141302541	-0.0448533712	0.181305055	0.1489877092	0.136024874	0.007652953978166	0.0055003162158727	3.025347847459217e-05	5.8567704591926806e-05	0.012064237463278	0.0061105870619684	3.733927424189682e-05	0.0001455458255703	-0.0095907316510448	-0.0506333774177178	9.19821336023525e-05	0.002563738908725	0.0009819996510005	0.0001129212661684	9.643233145651036e-07	1.2751212353097194e-08	4.170322998042764e-08	0.0003688566164795	1.3605520352076428e-07	1.739159390800439e-15	8.499994593768624e-05	-0.0003406603448793	1.1604947057329301e-07	7.224990809409584e-09	0.0	0.0	0.0	0.0
988.2987272959092	0.0737950681685788	976734.374374714	0.0054457120860051	1428.904079323948	-5.538910214263524	30.6795263616728	2041766.86790862	953.12045547968	-0.3198932731236255	0.1023317061897464	908438.6026537928	1083.147049792292	923.267654373801	1.060501	20.870691	0.0303850765110232	0.0184990053124932	-0.1284037385	-0.1181704172	-0.0175266092	0.0825115582	0.0565759154	0.0447491053	0.160254433	0.0139815855	-0.0175843132	-0.0087780296	0.0464479276	0.0418313612	-0.0056740679	0.0329597882	-0.0004869616	-0.1434995976	0.0317225741	0.1322490212	0.0461836355	-0.0285079879	-0.0294797726	0.1411722261	0.0047601105	0.1292645382	0.0089335943	0.0356590308	0.0606051446	-0.0119753915	-0.1137090196	-0.032576536	-0.2391158076	0.0567103799	-0.0673505909	0.1294824412	0.1287104635	0.0220750893	-0.0309300765	-0.1046629671	-0.0537396356	0.1683777483	0.1123563601	0.0188036612	-0.0610138186	0.0054445342	-0.0413983689	0.0105217032	0.12273719	-0.0123206392	-0.1233193529	-0.0471415646	-0.0916066726	-0.0298126469	-0.1346806171	0.0153476346	0.0676163414	-0.0474909087	0.0261904901	0.0388213359	0.1493198183	-0.0624837216	0.0546949483	-0.0482861229	-0.092249509	-0.0145495404	0.0335855456	-0.118278446	-0.0863081892	-0.1344768047	-0.0196158104	0.0244397847	-0.0238615899	-0.0304879731	-0.074724883	0.1987176691	-0.0353842718	-0.0739539206	-0.0097822851	-0.0656112349	0.0204855901	0.0049083637	0.0020459397	-0.0409394792	0.0203305864	0.0540856015	0.2365050568	0.1475373187	0.1304173552	0.0061928253630156	-0.0014601286151504	2.131975572781025e-06	3.8351085976809296e-05	0.0183787183333663	0.0063144808700882	3.987266865871108e-05	0.0003377772875772	-0.0104439201114345	-0.0008531884603896	0.000109075467294	7.279305489421464e-07	0.0008870005435252	-9.499910747529994e-05	7.867699642140001e-07	9.024830421103591e-09	1.8852001626434858e-07	1.4681678628392097e-07	2.155516873473852e-14	3.553979653231025e-14	0.000424999592984	0.0003399996470463	1.1559975999161797e-07	1.806246540365657e-07	0.0	0.0	0.0	0.0
988.7766644394072	0.4779371434980248	977679.2921399202	0.2284239131350516	1429.2441373013037	0.3400579773556273	0.1156394279632003	2042738.804010148	952.9412638346354	-0.1791916450446251	0.0321096456537989	908097.0523187522	1084.6461327491745	930.4045319566596	1.063227	20.924356	0.0637981339548481	0.0329642977235533	-0.0834076847	0.0045945335	-0.0164713132	-0.0977441819	-0.162407159	-0.0382200498	-0.034784536	0.211446152	-0.1035860558	0.044260928	0.0158025773	-0.0028207828	-0.0113592965	-0.032021145	0.0424855141	0.0235520634	0.1229362404	-0.007234321	-0.0036580785	0.0047943968	-0.0071807645	-0.0144024866	-0.1431517047	-0.0175138161	-0.1284129596	0.0133847682	-0.0598058485	0.0164540532	-0.0754940087	-0.1816036747	0.0845943272	0.0765006976	0.0738909916	-0.2240688219	-0.0493350491	0.1362545253	-0.0560319866	0.0625929172	-0.1635943427	0.0343484926	-0.1570021421	-0.0581465692	0.0291916376	0.1004031365	-0.1236478387	-0.0872789151	-0.0485029855	-0.0152274199	0.0400493908	-0.0638442613	0.0903297959	0.1013251699	-0.0341916486	0.0295954201	0.0509051943	-0.038179434	-0.0891841656	0.1381457806	0.1379330179	-0.072980976	-0.203933117	-0.0079150431	-0.0909972811	0.0073718539	0.0144975145	0.0359007644	-0.0728201082	0.0532891267	0.1318884527	0.1130761706	0.0162853218	0.0830408213	-0.0348374737	0.1156895198	0.0119783039	-0.1526974478	0.0331605082	-0.0047895588	0.1515162972	0.0262225237	0.0741890058	-0.0172467016	0.0800280883	-0.0331531636	0.1180695941	0.1458854101	0.124097542	-0.0010545674778796	-0.0072473928408952	5.2524702990259e-05	1.1121125654013406e-06	0.0183834776941296	4.75936076330119e-06	2.2651514875250888e-11	0.0003379522521305	-0.0061710748336381	0.0042728452777963	3.808216460236151e-05	1.825720676798699e-05	0.0006375297779564	-0.0002494707655688	4.064442177811368e-07	6.223566287348316e-08	-0.0004929613624393	-0.0004931498824555	2.43196806565937e-07	2.430109048580109e-07	0.0001221575115005	-0.0003028420814835	9.171332631725886e-08	1.4922457615994794e-08	0.0	0.0	0.0	0.0
989.126075540289	0.3494111008817526	978370.3933137336	0.1220881174193983	1432.431429570264	3.187292268960391	10.158832007774675	2051859.8004207104	953.6081964720196	0.6669326373842068	0.4447991428082539	909368.592378618	1084.322558472488	923.7199743974372	0.965221	18.995588	0.1285330028115604	0.0588840057700607	-0.0578590978	0.0417289227	-0.0080069757	-0.0646086508	-0.1372122908	-0.0701609849	-0.0719370223	0.1025078477	-0.0759678116	0.0379809267	0.042299603	-0.1023675181	0.0029994825	-0.1343477762	-0.0243791344	0.092811451	0.116956123	-0.0213962848	-0.0018075753	0.0922133561	0.063693487	-0.0630596371	-0.0189086732	-0.1461406969	-0.0102578392	-0.1317688196	0.0588595838	0.196227783	-0.1381352594	-0.020549604	-0.005468344	0.1288723949	-0.0182372417	0.0999807206	0.2179174925	-0.0493700144	0.027183077	-0.0339566118	0.3288997605	-0.0313262135	-0.154958145	-0.0841612804	0.0387779197	0.0562203965	-0.114527699	-0.0081877163	-0.1379437034	-0.0403681777	-0.0804863856	-0.1128238988	-0.0187892328	-0.014876911	-0.1042431222	0.0870967485	-0.017667701	0.0887747546	-0.0063985867	-0.0143651248	0.0342583546	-0.0472915902	-0.141612216	0.0407219267	-0.0884883712	-0.0067504176	-0.0049803097	0.0784199775	-0.0506028331	0.097373727	0.0720919598	0.1265894577	-0.0822775702	0.0715948589	0.015568357	0.2490438675	-0.0737764754	-0.0284666546	-0.039413794	0.0602835121	0.1038604314	0.1104459525	-0.0198347454	-0.056425302	0.1071561791	0.004435407	0.1468076401	0.1440342395	0.1170999511	0.009001686646286	0.0100562541241656	0.0001011282470097	8.103036247792371e-05	-0.0032165747578574	-0.0216000524519869	0.0004665622659285	1.034635317288539e-05	0.0181891414462924	0.0243602162799305	0.0003308448665532	0.0005934201372049	-1.6999988585637686e-05	-0.000654529766542	2.889996119118116e-10	4.284092152895744e-07	-3.6170519912559485e-09	0.0004929577453873	2.430073387373387e-07	1.3083065107448623e-17	0.0004249995986807	0.0003028420871801	9.171332976765984e-08	1.8062465887875605e-07	0.0	0.0	0.0	0.0
