global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1142.7327015325443	n/a	n/a	1305838.027151867	1527.2248376394282	n/a	n/a	2332415.704702778	1108.100910295759	n/a	n/a	1227887.6273982895	1246.4270848010112	1092.0473950881403	n/a	n/a	n/a	n/a	-0.0836131563	0.0094950027	0.1351813103	-0.1795100503	0.0033107475	-0.0253997529	-0.0100953694	0.1024961478	-0.1937680022	0.1149581126	-0.0010838838	0.0479574422	-0.1215201619	0.0432088931	-0.1369004974	-0.1148336807	0.2251655946	0.0446855254	-0.1143413864	0.0245056245	-0.0082384501	0.0131604533	-0.1649619036	0.1569870428	-0.1270011391	0.0595677138	-0.241315563	0.1761765357	-0.1633421848	0.1569456657	-0.2031024117	0.0696684377	-0.0258921002	0.0494339252	0.026894535	-0.0332836526	-0.0633389566	0.0709443518	0.0022920829	-0.1105151126	0.1711950809	-0.0052660479	0.0259755061	-0.2020616976	-0.0056137266	0.0587260194	-0.2356112852	0.0075932819	-0.1873769568	0.0001305113	-0.1346087012	0.0301238628	-0.0478740423	0.0542001769	-0.0125557317	-0.0700426176	0.0407010626	-0.2921107456	0.1154607421	-0.1354966169	-0.0504087527	0.075506876	-0.1793405047	0.1363381435	-0.0688288606	0.0961368467	-0.115017296	0.2010463116	-0.0668537348	0.0874581038	-0.1921108786	0.199069432	-0.2321002542	0.123764355	-0.0764939571	0.1048830102	-0.0428946159	0.0784717079	-0.0136032202	0.0547957408	-0.0164210921	0.0960788853	0.0435632465	-0.0545345846	0.153366806	0.1532882396	-0.0099431837245589	n/a	n/a	9.8866902580333e-05	0.0813414918636397	n/a	0.0066164382986025	n/a	0.0003388345686943	n/a	1.1480886494225229e-07	n/a	0.0024983061424176	n/a	6.241533581241509e-06	n/a	-0.0010899527729089	n/a	n/a	1.1879970471718002e-06	-0.0003581395006903	n/a	n/a	1.2826390195469737e-07
1143.0430606425116	0.310359109967294	0.0963227771396908	1306547.4384830005	1533.327304377032	6.102466737603891	37.24010028356187	2351092.622348136	1109.4184378487723	1.3175275530134058	1.735878852949493	1230809.2702388102	1245.6612416737116	1102.289433118209	1.04679	21.087322	0.1178905935859587	0.0530176926185183	-0.043055817	0.0856278116	0.1890906426	0.1207065747	-0.0612100381	-0.1947422136	0.0598554987	-0.0040728941	-0.0450431804	-0.1749202616	0.0225188125	-0.0219745937	0.0052861292	-0.1994658227	0.0240952501	0.1240996252	0.1899493391	0.0701986881	-0.0413975722	0.0862817828	0.0827606263	0.1470518426	0.0040643946	0.0256919571	-0.0505366485	0.0288632784	-0.0945473048	0.0742775004	-0.069338111	0.0898453921	0.0416651653	0.0448517603	0.0502155439	0.0179376093	-0.0620970589	0.1926300981	-0.0457965579	0.1205827745	-0.0885551837	-0.1156929703	-0.0341713128	0.0773554773	-0.0709917467	0.0707694839	-0.0728083772	0.1614713393	-0.1590332546	-0.1113670245	-0.1077337198	0.0059686368	-0.132779177	0.0891687661	-0.0426033403	-0.0040640115	0.0624513246	0.0533207194	0.0071343508	0.0176286979	0.0440570026	-0.0195107143	-0.0623575706	0.1262636282	-0.1281789516	0.108348172	0.0116162746	0.0463122343	-0.226764485	0.0490883237	0.0112058609	-0.1511970416	-0.0622296076	0.1675134495	-0.1208544638	0.0006737713	-0.1140113578	0.0586302526	0.132672195	-0.03333994	0.0614752308	0.0753869622	-0.0683857157	0.0177598648	0.0189500475	0.0790292655	0.1531573254	0.1524510324	0.000173713080585	0.0101168968051439	0.0001023516009659	3.0176234366330705e-08	0.0551048341428526	-0.0262366577207871	0.0030365427459112	0.0006883622083577	0.018949821353658	0.0186109867849637	0.0003590957293355	0.00034636882911	0.0020900039754619	-0.0004083021669556	4.368116617446547e-06	1.6671065954072018e-07	-0.000598999103875	0.0004909536690339	2.4103550513784825e-07	3.587999264430531e-07	1.125708821380321e-06	0.0003592652095116	1.2907149076547154e-07	1.2672203505334714e-12
1144.1828025246116	1.1397418820999974	1.2990115578128445	1309154.2855930745	1534.6611095274116	1.333805150379476	1.7790361791788163	2355184.721095906	1111.2313209170386	1.8128830682662735	3.286545019206539	1234835.0485870263	1246.708036659962	1091.0296692042675	1.12454	22.653585	0.0964916076750192	0.0597173943197508	-0.1919954413	-0.000770745	0.0258530492	0.0013135885	-0.0603361451	-0.0696977722	-0.1634773397	-0.0623308001	-0.0308764285	-0.0689672004	0.0600209802	0.0869715046	0.1333233488	-0.0483615611	-0.0230945564	-0.0384829171	0.2389127584	-0.0888466722	-0.1214440035	-0.1105860386	-0.1189929591	0.0262170774	0.0869133394	0.0203761077	-3.45848e-05	-0.2472963622	-0.1434304976	0.1028768228	0.0725133616	-0.1471732721	-0.0901750005	-0.173291977	-0.1111732752	-0.0571492056	0.1726954322	0.0859304319	0.0733480251	0.0488268006	0.174110492	-0.0049978373	0.0002915432	0.1601241206	-0.1605413515	0.0777391225	0.0316377854	-0.0855364034	-0.0356416554	-0.1146292383	-0.0285662452	0.2807953425	0.0870725458	-0.0588899604	-0.0838095922	0.015659033	0.2051417646	0.1613575787	0.0801867283	-0.0936345203	-0.0959732424	0.0436193924	-0.0435283513	0.114973222	-0.1501971939	0.0867296409	0.0087280681	-0.1889009296	-0.1407389321	-0.0481849539	0.1315401129	0.0362335418	-0.0834243244	0.1142844968	-0.0184662427	0.1065989023	-0.1223291997	-0.1184245141	-0.0131789397	-0.0070702851	0.002237288	0.0747921073	-0.2757097606	0.177843755	-0.0959219359	-0.0576591369	0.1527386503	0.1507811905	-0.0107284708088428	-0.0109021838894278	0.0001188576135588	0.0001151000858961	0.102347161775171	0.0472423276323184	0.010474941523433	0.0022318375201193	-0.0159437965848212	-0.0348936179384792	0.0002542046495381	0.0012175645728365	0.0020820002858537	-8.003689608199888e-06	4.334725190294889e-06	6.405904734440687e-11	-0.0005379992012921	6.099990258289997e-05	3.7209881151232867e-09	2.894431405909376e-07	1.0597367166029562e-06	-6.597210477736483e-08	4.352318608755602e-15	1.1230419085164142e-12
1144.9361501839971	0.7533476593855539	0.5675326959016925	1310878.7879981524	1531.4633044645277	-3.1978050628838446	10.225957220205547	2345379.852921411	1110.4699509393602	-0.7613699776784415	0.5796842429100705	1233143.511939265	1245.9461637025647	1112.9986698002492	1.118327	22.528421	0.0897764085576447	0.04789665944532	-0.0871482829	0.1614916653	0.0020522915	-0.0423990457	0.1434185226	0.1465870864	-0.0413765065	0.0217100846	-0.1192997999	0.0665320813	-0.1794772393	0.0170496673	0.0259682321	-0.097456135	0.0569790561	0.0581416749	-0.0033541882	-0.1177093315	-0.1732999362	-0.0867627291	0.0605896387	0.0522159295	-0.0394366725	0.0223878053	0.0070030665	0.1240631123	0.216680679	0.0782506004	-0.1310507577	-0.011971509	0.1306474491	0.0894161094	-0.1651018068	-0.1547973237	-0.0635199107	-0.1165514791	-0.1292931637	0.1467003039	-0.0268004909	-0.1208446993	0.1918012884	0.0953328238	-0.1927965291	0.0447181835	0.0091733008	0.0448257238	0.0841300678	-0.15419795	-0.0976704594	0.152724519	0.0264796669	0.1086104393	0.0302664475	-0.1496993032	-0.0517124406	-0.2533097053	-0.1025595251	-0.0029215811	0.0585918111	-0.036401925	-0.0295220164	0.1048903413	-0.1614400709	0.0569605459	0.1643396754	0.0463946601	0.004212071	-0.0072642886	0.1344617357	0.1023482024	0.0138416852	0.0742453892	0.0754354465	-0.0600422617	-0.0746918601	0.0165294313	0.0713093421	-0.0308126457	-0.2335294769	-0.1135800054	-0.0489064507	-0.0120752474	0.0537116078	-0.1189866652	0.1521113526	0.148287834	0.0077851862306488	0.0185136570394916	0.0003427554969759	6.060912464588367e-05	0.0882255390049806	-0.0141216227701903	0.0077837457327193	0.0001994202296635	-0.0019368787761351	0.0140069178086861	3.7514993934426025e-06	0.0001961937464992	0.0013559778351137	-0.00072602245074	1.8386758893196363e-06	5.27108598978516e-07	-0.0004940621691509	4.393703214120005e-05	1.930462793376845e-09	2.440974269860925e-07	-9.16649991877295e-05	-9.272473590433246e-05	8.5978766485282e-09	8.402472076086451e-09
1145.828628482598	0.8924782986009632	0.79651751347367	1312923.2458503118	1541.9227848824737	10.459480417945995	109.40073061339577	2377525.874539723	1111.4573483421689	0.9873974028087104	0.9749536310733868	1235337.4371838053	1250.131088484579	1103.6665219871743	1.045944	21.070286	0.0467341442486224	0.0249080120740587	-0.165695523	-0.0187975575	-0.1860863682	0.074541723	0.0104914708	0.0787597582	-0.148432187	-0.1425788315	0.0499529591	0.0001446068	-0.056663527	0.0249600703	-0.0392341858	-0.0781288519	0.0391704386	0.0566752569	0.0325894561	-0.1661909302	0.024402212	-0.1539175143	-0.1438553044	0.1548286012	-0.0842117315	-0.008371555	0.1350609169	-0.1904087031	0.0831518266	0.0155642591	-0.0552937949	-0.0145004499	-0.0778560217	0.1028926089	-0.0335330381	0.0103566162	-0.0290660415	0.0417861398	0.2258383453	-0.0067275592	0.1158298207	0.1465066398	0.0812689692	0.0557543432	-0.0041993942	0.0976995176	0.0316334557	0.0499034098	0.0183872976	-0.0961945505	0.0580522176	0.2234696707	0.1292656322	0.1020038255	-0.0179493522	-0.0328822075	-0.00632156	-0.0857195013	0.1665413499	-0.0098406437	-0.0862165663	-0.1085909954	-0.0555686484	0.1199766595	-0.1421968649	0.0109508076	0.0574929634	-0.2003138856	0.031326309	-0.091123176	0.1463277339	0.0149185487	-0.0210324654	0.0715020548	0.0133995862	0.0086487936	0.0074217878	-0.1352078168	0.0283507092	-0.0380714932	-0.1500694529	0.0676071365	0.0056088471	-0.095961538	-0.0852140792	0.0268048615	0.151276289	0.1449845808	0.0078262832785611	4.109704791229949e-05	1.6889673471058392e-09	6.125070995628507e-05	0.0784320951389503	-0.0097934438660303	0.0061515935478853	9.591154275708656e-05	-0.0028494506143914	-0.0009125718382563	8.119368803855527e-06	8.327873599784828e-07	0.0016219311570959	0.0002659533219822	2.630660678358445e-06	7.073116947336774e-08	-0.0003498261075052	0.0001442360616456	2.0804041479062157e-08	1.2237830549223976e-07	-0.0004012162454883	-0.0003095512463005	9.582197408623648e-08	1.6097447564372786e-07
1144.3735327947654	-1.4550956878326815	2.1173034607492647	1309590.782561172	1530.444487819782	-11.478297062691809	131.7513034593994	2342260.3302979544	1111.191847446987	-0.2655008951819582	0.0704907253424211	1234747.3218326478	1250.1740233767684	1110.3162259296307	1.201421	24.202328	0.0529246668805556	0.0252917336215522	0.0615000053	0.2002741032	-0.1476007097	-0.0758627363	0.0182161659	0.085128602	0.1564751231	-0.1711743695	-0.1811654796	0.1307155232	0.01538436	-0.047725335	-0.0737192203	-0.0427043319	-0.0358268691	0.106663754	-0.0227507398	-0.1303493454	-0.0825661276	0.1274374873	0.1615635845	-0.0828657323	-0.0246352109	0.0086399681	-0.1883332275	-0.0031059287	-0.0354382555	0.0146606594	0.0385315234	-0.0254577168	0.015934626	-0.0705264541	-0.2164092117	0.1560918379	-0.1528540579	-0.0274879524	0.1527532441	-0.1171175883	-0.1585103325	0.0521437071	0.1268212967	-0.0031426276	-0.109018483	-0.1040540862	0.1847187022	-0.0563968914	-0.0683429567	0.0149306022	-0.0890798895	-0.0366731952	0.0467721755	0.0663738191	0.0495838125	0.0047150864	-0.1027573901	0.0944425892	-0.1980651598	0.1542768585	0.0048420658	-0.0075884207	-0.0656244872	0.123590549	0.0200139297	-0.0097741218	0.1978070557	0.0364563285	0.0036245204	-0.0111514035	0.0839941172	0.149229776	0.023098078	-0.0302852409	0.0032003411	-0.0476192482	0.0485712596	-0.1720203528	0.0019456696	0.0864492944	-0.1020191076	-0.0029316378	0.1407809427	-0.1387533619	0.0281850222	-0.0162701168	0.1502346003	0.1408894722	-0.0002552016832311	-0.0080814849617922	6.531039918767347e-05	6.51278991239867e-08	0.0696745589727072	-0.008757536166243	0.0048545441680412	7.669443970305587e-05	0.0136699714337282	0.0165194220481196	0.0001868681189989	0.0002728913048039	0.0016559821991323	3.405104203639997e-05	2.7422770438430483e-06	1.1594734637646779e-09	-0.0003840650871891	-3.42389796839e-05	1.1723077297945164e-09	1.47505991197571e-07	-7.818179312058416e-05	0.0003230344523677	1.043512574165101e-07	6.1123927755498215e-09
1141.1522217803235	-3.2213110144418806	10.376844651764578	1302228.3932741687	1537.412189108788	6.967701289006072	48.54886125281688	2363636.2392202755	1108.4423246837798	-2.7495227632070964	7.559875425393987	1228644.387150382	1250.6260842596912	1095.0491659664413	1.113921	22.439659	0.0680215131540118	0.0440542308787665	0.0665045089	-0.0096610267	-0.1327956996	0.1528534061	-0.1080708093	0.1180939253	0.0719978156	-0.1499160716	0.0441627179	-0.0737672891	0.0443062296	0.1320562544	-0.0152435282	-0.1948553682	0.0835552891	-0.1596557495	-0.1110160968	0.0327990352	0.024346945	0.0312685195	-0.0210842932	0.0347455852	0.1366872872	-0.174166331	-0.0711457418	-0.0355477912	0.0603602937	0.0420993217	-0.0678455459	-0.0202189973	0.0694805541	0.0400573142	0.126816438	-0.1238773861	0.1507875014	-0.1405675379	-0.0026552401	0.0322863616	-0.002715102	0.1119074109	-0.1522997393	-0.0588550532	-0.0919436756	0.0404786451	0.1100386563	0.0408989983	-0.1033963103	-0.0241548098	0.061004963	-0.0722474972	0.0187680213	-0.2851234291	0.0486163025	-0.0641745365	0.0747161296	0.0237667741	-0.03239672	-0.0627151904	-0.1177444832	-0.0229593751	-0.0545955951	0.1146119496	0.026791017	-0.0879654034	0.0090685234	-0.014312177	0.0052715842	-0.2107024319	0.0028366664	0.0797119189	0.1327627473	-0.0419230024	-0.0763589887	0.013289752	0.0639665846	-0.1563250144	0.0146552047	-0.0105405879	-0.0249424664	-0.0496871092	0.0575377897	-0.0011416316	-0.026527956	0.1131596118	0.1489877092	0.136024874	-0.0034060507154123	-0.0031508490321812	9.927849623597208e-06	1.160118147596064e-05	0.069023118762999	-0.0006514402097081	0.004764190923771	4.243743468246615e-07	0.0390983626547267	0.0254283912209985	0.0015286819622805	0.0006466030800881	0.0010839918561881	-0.0005719903429441	1.175038344282123e-06	3.271729524214233e-07	-0.0002030307739366	0.0001810343132525	3.2773422574804314e-08	4.122149516529477e-08	-5.538979549480564e-05	2.2791997625778515e-05	5.194751557734935e-10	3.0680294449563916e-09
1141.296811366495	0.1445895861713779	0.0209061484292103	1302558.4116353288	1529.1686778867866	-8.243511222001416	67.95547726726328	2338356.8454300226	1110.179224795387	1.7369001116071558	3.0168219977009505	1232497.9111672863	1247.669519275773	1090.7625310657097	1.046958	21.090708	0.0680581575642173	0.0311636344609552	0.0788609813	-0.0164737053	-0.0121554007	-0.0557031906	0.1189144529	0.2224169818	0.0343942402	0.1324565308	-0.0482664744	-0.0116218202	-0.1248828231	-0.0047424524	-0.1758682703	-0.0659354837	0.0789615074	-0.1331536841	-0.1599228194	0.0344318065	0.0625841026	-0.0074442431	0.1640881587	-0.0253982594	0.0765498361	-0.159237759	0.0336097966	-0.0403242273	-0.0608690201	-0.2638444176	0.0270407732	-0.0609757228	0.1537447966	-0.1467018397	0.0927895705	-0.0257229834	-0.0276964575	-0.1806916409	0.0571603133	0.0753602503	-0.0211274877	-0.1323163904	0.0668709605	-0.1118736657	0.0198110603	0.0577016962	0.1796324891	-0.0853632813	0.0660899691	-0.0490665442	0.1030359039	-0.1169170995	0.0676567838	-0.0892061355	-0.0089910754	-0.032741735	0.192991005	-0.076548495	-0.0480090732	0.3453870041	0.0620270117	0.0659553818	-0.0350404112	0.0855216744	0.0231791383	-0.0854961942	-0.0171235317	0.1733349678	0.1288341244	-0.0313509998	-0.0622562744	0.1836160567	0.0845473423	-0.0479484447	-0.0125951609	-0.0900045392	0.1010332445	-0.0563832702	0.1074462467	-0.0261148518	-0.0720005972	-0.2017086315	-0.015974504	-0.1153051823	0.0550036285	-0.0940065243	0.1475373187	0.1304173552	-0.0006723199524429	0.0027337307629694	7.473283884405258e-06	4.520141184528234e-07	0.0579740814009994	-0.0110490373619996	0.0033609941142897	0.0001220812266268	0.0137463689937789	-0.0253519936609478	0.0001889626605131	0.0006427235825847	0.0009259982502705	-0.0001579936059176	8.574727595040275e-07	2.4961979510845923e-08	2.306433974430533e-05	0.0002260951136809	5.11190004303815e-08	5.319637678407423e-10	0.0001389894004727	0.0001943791959675	3.778327182497397e-08	1.9318053443760586e-08
1141.3657101314288	0.0688987649339196	0.0047470398094195	1302715.6842638208	1538.63129438279	9.46261649600342	89.54111095043605	2367386.26005406	1112.722431291853	2.543206496465928	6.467899283666498	1238151.2091000522	1251.738720591784	1094.4744096700429	1.064939	21.452938	0.117688904327654	0.0550259389713672	0.0085769771	-0.130881768	-0.1725127694	0.0317626363	0.0538354814	-0.0698058206	-0.0588089361	-0.0396858232	0.1214780935	-0.0743364463	-0.0245000965	0.0705384846	-0.0843916378	-0.067188887	-0.0056348894	-0.0848072327	0.032623448	-0.1221399023	0.0320785697	-0.1562570051	-0.0469196554	0.0176859325	0.0983068847	-0.0898387545	-0.1646731783	-0.0102129671	-0.0301494493	-0.0629103901	0.1223017528	0.1304025968	0.0333272442	0.0481849596	-0.1243983319	-0.0867208823	0.0308433374	-0.1401818235	-0.2547200113	-0.0564642376	0.1078433122	0.1081901593	0.0732506308	-0.0184584145	0.0535945382	0.1201772941	0.0938635584	-0.002273442	-0.0599935567	-0.0566772238	-0.0571905329	-0.0317539177	-0.021085194	-0.232286609	0.0728208697	0.0344334225	-0.069265194	0.0466047271	0.0183816164	-0.0223238514	-0.1615098178	0.0577439926	-0.0510462886	0.0707631353	-0.0472063674	-0.0304280972	-0.0960685292	-0.0601789677	0.2251468838	-0.0258785282	-0.1338995769	-0.047460884	0.001780011	-0.0005076683	-0.125044361	0.0862996783	0.0266377016	-0.0864826366	0.0734133251	-0.0423005123	0.0362394304	-0.1082420304	0.0978521662	-0.2358388897	0.0867743793	-0.0534266908	0.1458854101	0.124097542	0.007663122305459	0.0083354422579019	6.947959763481672e-05	5.872344346842326e-05	0.0357711493884806	-0.0222029320125188	0.0012795751285729	0.0004929701899525	0.0036300411997558	-0.010116327794023	1.3177199111924528e-05	0.0001023400880361	0.0014569331749974	0.0005309349247268	2.1226542764080045e-06	2.818918942947589e-07	-0.0006336565592068	-0.0006567208989511	4.3128233911914804e-07	4.015206350258009e-07	-0.0002140388211135	-0.0003530282215862	1.2462892523631517e-07	4.581261694365685e-08
1139.4920568996376	-1.8736532317911951	3.51057643300159	1298442.147737367	1526.4287633289491	-12.202531053840858	148.90176411995046	2329984.769517945	1111.9609203520276	-0.7615109398252571	0.5798989114735463	1236457.0883901285	1250.9340067241917	1095.4202330135604	1.202576	24.225599	0.1119815381862933	0.0622699313764318	0.2172454254	0.0880903096	-0.0720680798	0.0184584217	0.0700129687	-0.1722397087	0.1928068879	-0.0402343167	0.0744878958	0.0572481435	-0.1242971083	0.046886781	0.0749600337	0.1031060679	-0.0509279522	0.1298914845	0.0061190108	-0.0754634393	0.1213516253	0.1070348155	-0.0338677335	0.1949325711	0.0703632189	-0.0931822899	0.0760848211	0.0235836696	0.0720024286	0.1150948724	0.0083141225	-0.1469760011	0.0417862067	0.0419684761	-0.1148250436	-0.0783202793	-0.044477955	-0.0162203737	0.0940294068	0.0799374637	-0.1974277397	0.0937010502	-0.0117964595	0.1471079485	0.0962609541	0.0615832108	0.0316600267	0.1107736365	0.09876843	-0.006828856	-0.0334195733	0.084556593	0.0373097634	-0.0397933985	-0.1303989322	0.070650179	-0.0203967521	-0.0542876753	-0.1070780972	-0.0374939009	-0.052518649	0.1230060206	-0.1356341612	0.0611152751	0.0929243826	-0.0392599661	0.1228908774	0.0715195471	0.0233673795	-0.0278343506	-0.0779241381	-0.0658582633	0.1519013213	-0.0146075892	-0.0268209283	0.0150026602	0.1328237791	0.0172305231	0.0143873346	-0.0875181619	-0.0228419493	0.0658345384	0.0610050399	0.2342487286	-0.0117822221	-0.0894381066	0.1440342395	0.1170999511	0.0076083810145206	-5.474129093839975e-05	2.9966089336025267e-09	5.788746166211752e-05	0.0630955631505827	0.0273244137621021	0.0039810500892891	0.0007466235874425	0.0427569936885987	0.0391269524888428	0.0018281605092868	0.0015309184110641	0.0015460196255291	8.90864505317e-05	2.390176682521138e-06	7.936395668337031e-09	0.0001628532206019	0.0007965097798087	6.344278293309038e-07	2.6521171460411106e-08	-0.0001901264385657	2.3912382547800008e-05	5.718020391123304e-10	3.61480626416769e-08
