global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
991.3491300346982	n/a	n/a	982773.097620553	1373.1000349958972	n/a	n/a	1885403.7061057345	987.9120026371904	n/a	n/a	975970.124954624	1112.6775151939455	968.8695515692234	n/a	n/a	n/a	n/a	-0.0031402221	0.0614149851	-0.0451827948	0.0415950009	-0.1113626123	-0.0409068584	0.0246369115	-0.0061202344	0.0801525923	-0.1521600259	0.0551149522	-0.1585941392	-0.1318823535	-0.0216958334	0.0313959947	-0.099326281	0.0339798391	-0.0319188969	0.0210384042	-0.0771394755	0.0491825387	-0.1993823613	0.0143283676	-0.0585610024	0.0962479994	-0.1640165878	0.0329247206	-0.0584803245	0.0833774516	-0.1021657481	0.0335255999	-0.0204861574	0.0940331884	-0.047028822	0.0480802458	-0.0213034313	0.2060576891	-0.0947277485	-0.1188077203	0.0598832492	-0.1610125875	0.0328571785	-0.0256644479	-0.0121118233	0.0742635361	0.0720025264	0.2509284438	-0.0525829234	0.0334403381	-0.0820627358	0.0125949568	-0.1299157987	0.1329035085	0.1591800195	-0.1910086242	0.0934813348	-0.0401056031	0.0079280205	-0.0830474174	0.0583165687	-0.0170648287	0.1077038382	-0.0201637957	0.025324501	-0.1667299454	0.0332991457	-0.0052010274	0.153366806	0.1532882396	0.0001320383211549	n/a	n/a	1.743411825340451e-08	0.0956577406917489	n/a	0.0091504033542498	n/a	-0.0275671544756903	n/a	0.0007599480058865	n/a	0.0032380043630215	n/a	1.048467225494627e-05	n/a	3.219544948640518e-06	n/a	n/a	1.0365469676316676e-11	0.0010619958841	n/a	n/a	1.1278352578453407e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994.6082418195108	3.259111784812603	10.621809625904392	989245.5546952984	1371.6901655027852	-1.4098694931119553	1.9877319876077617	1881533.9101370585	990.5196412312235	2.6076385940331197	6.799779037091023	981129.1596648318	1113.6172999467256	979.6135666334268	1.059689	23.695263	0.0279529032170226	0.0163499595750863	-0.0023799912	0.1245589326	-0.0769598978	-0.1377650666	0.0873824217	-0.1004669992	-0.0067941817	0.0374832042	-0.1412542907	0.0153356306	-0.028318377	-0.0779361509	-0.1779690246	-0.0367934493	0.1079253038	-0.1621031783	-0.0310565751	0.0588661651	-0.0216552453	-0.1360216525	0.2961724114	0.2819108533	0.0323690287	0.0906163884	-0.0599623941	0.0795291702	0.0728768917	0.0394837553	-0.0138706705	-0.0605274514	0.06294203	0.1453014074	0.0827840894	0.0483142714	0.0873589715	0.1842943343	-0.0288711824	-0.0641367254	-0.1788495351	-0.0405230778	-0.0935229021	0.0512567063	-0.0563703167	-0.0151919352	0.0747956911	0.074114028	0.2302853089	-0.0440415272	-0.0234410538	-0.2067060305	0.0935415389	-0.1136346631	-0.0034373879	0.0206640807	-0.0818906398	0.039498807	-0.200376992	0.0142578421	0.0428488306	0.1948661463	0.002199662	0.1481172998	-0.0431084929	0.1082960222	-0.10284966	-0.1581038423	-0.0022474354	0.1531573254	0.1524510324	-6.0809851746057575e-05	-0.0001928481729009	3.719041779123762e-08	3.697838069377501e-09	0.0986287893593953	0.0029710486676464	0.0097276380904999	8.82713018552345e-06	-0.0173611162732783	0.010206038202412	0.0003014083582542	0.000104163215789	0.0035290064787245	0.000291002115703	1.2453886726879495e-05	8.46822313436222e-08	3.873658224406995e-06	6.541132757664769e-07	4.2786417753395117e-13	1.5005228039515953e-11	0.0010619990186025	3.1345025000052702e-09	9.825105922539292e-18	1.1278419155126732e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
997.2004855571132	2.5922437376024163	6.719727595138945	994408.8083953424	1382.2158799030371	10.5257144002519	110.7906636356702	1910520.7386561271	992.8914467631906	2.371805531967084	5.625461481469662	985833.425055502	1116.622795066383	975.4404158158736	1.094363	24.470604	0.1040638196596363	0.070316171609924	-0.0214743158	0.1453804689	-0.2226957414	0.071461167	0.0194752146	-0.1062516466	-0.0255207696	-0.1509021477	0.0411743164	-0.0686514138	0.0724778497	-0.231975465	-0.1140055157	-0.0844751727	0.1011507287	-0.1753838419	-0.0473761058	0.1722572979	-0.1795991716	-0.0301680358	-0.1119730291	0.0937336899	0.0443651285	-0.1132373351	0.0464833094	-0.1639741552	0.0665240554	-0.1158597012	0.1164440931	-0.04472607	0.077316894	0.1069750448	0.1009926195	-0.0819075611	0.0599943727	-0.1976735403	0.023085143	-0.1069916278	-0.2209112466	-0.092564071	0.0539325997	0.0018340026	-0.0005966341	-0.0029133859	0.0638480975	0.0666502761	0.2307838345	-0.0327926339	-0.0341596377	-0.1618391466	0.0950082484	-0.1633436122	0.0702388555	0.0719524426	-0.0962667798	0.0389050232	-0.0916800468	0.0083843967	-0.012708891	-0.0754576548	-0.0330467713	-0.0755763052	-0.1294849316	-0.0386118044	-0.0679410317	-0.0571446084	-0.0135521162	0.1527386503	0.1507811905	0.0001254034433344	0.0001862132950804	3.467539126472157e-08	1.5726023600124076e-08	0.0961631908043614	-0.0024655985550338	0.009247359265676	6.079176234585222e-06	-0.0872813212775298	-0.0699202050042515	0.0076180290439513	0.0048888350678365	0.0029000050518762	-0.0006290014268482	8.410029300907482e-06	3.956427949771972e-07	3.039830442697067e-06	-8.338277817099282e-07	6.952687695512997e-13	9.240569120347846e-12	0.0010619998200779	8.014753999363576e-10	6.423628167031446e-19	1.127843617845492e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.6989428709816	-3.5015426861316428	12.260801182802	987437.5890629065	1371.6614713950976	-10.55440850793957	111.39553895246718	1881455.192109764	992.037604437934	-0.8538423252566645	0.7290467163997076	984138.6086189548	1117.1485663634328	984.0542530291008	1.158466	25.903984	0.0913067380612118	0.0693461822810764	-0.0009321895	0.1152218319	-0.0451520518	-0.0912245298	-0.0340839842	-0.1324773108	-0.0284124104	-0.0089243538	0.0936787857	0.1544607874	0.0899993685	-0.0845192367	-0.1400910633	0.0204855168	0.0854662829	-0.1878563249	-0.0924763125	0.0625998842	-0.0651402926	0.0004428925	-0.1724055008	-0.1306192948	0.2510927829	-0.0625694277	0.0373886246	0.110227658	-0.0655098664	0.1154095443	-0.0690527243	-0.0677248512	0.0850420651	0.000969375	-0.0587393766	-0.0589595186	0.171189641	-0.1429844587	-0.0551303411	0.1581904129	-0.1571642921	-0.3354974564	-0.0376289776	-0.0065024338	-0.0771251022	-0.0118991528	0.0676321177	0.0888441847	0.2076352519	-0.0469293375	0.0588375971	-0.115882337	0.067720222	-0.1319014885	0.0740767738	0.0664364859	0.0088215295	-0.0279192855	0.0245113456	-0.0369938865	-0.066541115	0.0954886981	-0.1235998899	-0.048616767	-0.0882695715	-0.1091729674	0.0801179206	0.173992452	-0.0102364109	0.1521113526	0.148287834	-0.0031040051826778	-0.0032294086260122	1.0429080073762006e-05	9.634848174090642e-06	0.1078881716363753	0.0117249808320138	0.0116398575790399	0.000137475175511	-0.0182355462704322	0.0690457750070976	0.000332535147781	0.0047673190463307	0.0029800004455605	7.999539368429981e-05	8.880402655540778e-06	6.3992630107061145e-09	3.18094279005976e-06	1.4111234736269338e-07	1.9912694578209442e-14	1.0118397033633172e-11	0.001127994785968	6.59949658901001e-05	4.355335522835476e-09	1.2723722371709944e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.3062202104288	-3.3927226605527494	11.510567051428126	980706.4097874664	1375.6383728388498	3.97690144375224	15.815745093318652	1892380.9328267183	989.4242553710938	-2.6133490668402146	6.8295933451546205	978960.3571166432	1113.518010517397	967.1595691424428	1.069188	23.907682	0.0835602141790992	0.0411056503427563	0.0027010656	0.0546112988	-0.0086255095	-0.0890266956	0.0652542223	-0.0905104773	-0.0095057293	0.0413627995	0.0513011743	0.0387836751	-0.1423887221	0.012779024	-0.133205665	-0.022753998	0.05677307	-0.1706177966	-0.0932102097	-0.1308940358	-0.1665845153	0.1439929773	-0.0099990924	0.0620728851	0.0567586616	-0.0557571761	0.0170471533	-0.1827630949	0.0123032665	0.0876631435	0.03043023	-0.0608193379	0.0350909358	0.0001331409	0.0546877176	0.0408643388	0.1428072347	-0.1122651814	-0.0886138885	0.0596567803	-0.1191574581	0.0429404175	-0.1264137332	-0.1966495104	-0.1666213112	-0.0109350476	0.0682703965	0.067268948	0.1429391921	-0.0286589106	0.0587430542	-0.0894019348	0.0222074466	-0.0856796189	-0.0483220583	0.1368885678	0.0445394991	0.0185789796	0.0031492594	0.0538198795	-0.0036904477	-0.098971675	-0.0699464818	0.0183772488	-0.0998601807	0.0099023336	-0.0328433479	0.1241966486	0.019789655	0.151276289	0.1449845808	-0.0175515009098035	-0.0144474957271257	0.0002087301327853	0.0003080551841868	0.0827049288027979	-0.0251832428335774	0.0068401052482758	0.0006341957196149	-0.0010895117645048	0.0171460345059273	1.1870358849943629e-06	0.0002939864992784	0.0025840432324708	-0.0003959572130897	6.67727942727814e-06	1.567821145977622e-07	-7.112733552161465e-05	-7.430827831167441e-05	5.521720225645262e-09	5.059097858404346e-09	0.00106259145512	-6.540333084800016e-05	4.2775956860129694e-09	1.129100600494039e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.8503841926102	0.5441639821814306	0.2961144395035523	981784.4838546432	1363.321812014608	-12.316560824241831	151.69767053724863	1858646.363114794	988.7140744711464	-0.7101808999473178	0.5043569106499822	977555.5210573355	1110.9761695282857	962.0225916125556	1.319903	29.513811	0.1534999983026368	0.118919628027246	0.0176774214	0.00588543	-0.0026058223	-0.0711952072	0.0039777905	-0.0562701944	-0.0628772723	0.1089953176	-0.1622859217	-0.0119115563	-0.0675954107	-0.0732255671	-0.0459018768	-0.0504043189	0.1398617123	-0.1954674625	-0.0670331425	-0.0286891071	-0.0602707126	-0.0775018023	0.0437959524	-0.0151793505	-0.3284833342	-0.1220140009	0.0703162474	0.2597460918	0.0704195907	0.1273120747	0.1137667618	0.0223155854	0.0456643694	0.110140318	0.0558022943	0.1840701246	0.1396235715	0.0991623006	-0.0609033622	-0.1018591736	-0.2008450583	-0.099732051	0.124722338	-0.063943182	0.0210742189	-0.0234190264	0.0225758151	0.0636517218	0.2030710857	-0.0202676011	0.0550281572	-0.1553814281	-0.0162640033	0.0479665754	-0.0047726957	-0.5138094813	0.0752845421	-0.0773376605	0.2424335538	-0.0341266268	-0.1474060129	-0.009958533	0.0011786152	0.1551347623	0.2682677915	0.1588592366	0.222018914	0.0445523067	0.3650594329	0.1502346003	0.1408894722	-0.0169125865428156	0.0006389143669879	4.0821156834355243e-07	0.0002860355835682	0.0841981558900784	0.0014932270872805	0.0070893294552899	2.229727134188212e-06	-0.1087517487980989	-0.1076622370335941	0.0118269428666448	0.0115911572830778	0.0031801104550924	0.0005960672226216	1.011310250658799e-05	3.552961338838281e-07	-0.0001580073102749	-8.687997475328535e-05	7.5481300131315e-09	2.4966310100308523e-08	0.0012537566540406	0.0001911651989206	3.6544133278352615e-08	1.571905747551081e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992.5651046699164	1.714720477306173	2.94026631529311	985185.487008402	1380.94371366783	17.62190165322204	310.5314178758296	1907005.5403186977	988.033665753793	-0.6804087173534299	0.4629560226505396	976210.524662878	1116.448925204864	970.8760287111456	1.397585	31.250814	0.1333656515814036	0.081216771733525	-0.0093017937	-0.0145042058	-0.01776784	0.0223427354	0.0837410975	0.0060667499	-0.0085664161	-0.1015806138	0.0980698711	0.064270835	-0.0704354095	0.018704067	0.017669806	-0.0067242838	0.0542033161	0.0079887631	0.1597809327	0.0303454044	0.0799314639	0.2433719519	0.2171380654	-0.1628988302	0.1250402873	-0.1265696445	-0.1096376813	-0.1664246292	-0.0314346153	-0.0172330706	-0.0052859534	0.0176454111	-0.0229408825	-0.0059707746	-0.0954284141	-0.1994879222	0.0170419206	0.113510627	0.1101376786	0.0631388025	-0.1783432884	0.1068094975	0.2434284714	-0.0077979062	0.034517134	0.0046949176	0.0298903931	0.0274966998	0.0915556525	-0.0470923866	-0.130120857	0.0892491961	-0.1894214466	0.0952710288	0.0761579133	-0.0210323344	0.0484510141	-0.1033395736	-0.0660246521	0.2224134475	0.0189241655	0.0302817927	0.015841165	-0.2120233538	0.1539146586	-0.0211011664	0.1378921281	0.1180769404	-0.0856470663	0.1489877092	0.136024874	-0.0167705150900872	0.0001420714527283	2.0184297680357145e-08	0.0002812501763868	0.0580411681672643	-0.0261569877228141	0.0033687772022206	0.0006841880067314	-0.1101668709984551	-0.0014151222003561	0.0121367394655902	2.002570841940958e-06	0.0017453406532865	-0.0014347698018059	3.046213996014546e-06	2.058564384174141e-06	-0.0006460733302511	-0.0004880660199761	2.382084398554084e-07	4.174107480617469e-07	0.0010635630717126	-0.000190193582328	3.617359875875772e-08	1.1311664075107413e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
991.6374950728488	-0.927609597067658	0.8604595645720227	983344.9216343542	1377.489548722668	-3.45416494516212	11.93125546838683	1897477.4568401792	988.7299111776306	0.6962454238375813	0.4847576902147731	977586.8372573252	1116.7397594226754	963.1418785398656	1.00114	22.386078	0.1067974282854447	0.0772682261884376	-0.0110901817	0.0063223267	0.0343186593	-0.0613229167	0.0404398351	-0.0153321264	0.0407668298	-0.0403880846	0.0682219667	0.0818633726	-0.0983581539	0.0602420396	-0.0300629035	0.0200704183	-0.0459549904	0.047071924	0.1637068836	-0.0215522949	0.0326919891	0.0835471961	-0.020624491	-0.0866844591	-0.1001453322	-0.1570710667	-0.1682061951	0.1115740313	-0.0283855492	-0.0880734917	-0.0680692806	-0.0334494657	0.0005109289	-0.0003633449	-0.14823678	-0.0974419128	-0.0022029492	0.0236096196	-0.0975849118	0.0268079134	-0.008299166	0.0808247034	0.1757644366	0.0543657564	0.1326832552	0.0092555513	0.0397947264	0.0317079375	0.0162574412	-0.0373870542	-0.052117415	0.1206608396	-0.1231018097	0.1463827739	0.0490659137	-0.0428326882	0.1482449418	-0.1687627979	-0.0247835856	0.1319667301	-0.0098519471	0.025283675	-0.0881040253	0.0191525888	0.0315284	-0.0785998439	-0.0067370432	-0.0110997165	-0.1036245154	0.1475373187	0.1304173552	-0.005928610866249	0.0108419042238382	0.0001175468871988	3.514842680340571e-05	0.0576774096435741	-0.0003637585236901	0.0033266835831926	1.3232026355726952e-07	-0.1014929621691038	0.0086739088293512	0.0103008213698591	7.523669437989826e-05	0.0003492340372089	-0.0013961066160776	1.2196441274522737e-07	1.9491136834556477e-06	-0.00064787363656	-1.8003063089000546e-06	3.241102805865339e-12	4.19740248949479e-07	0.0007231128599278	-0.0003404502117848	1.159063467043152e-07	5.228922081929622e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.6370387456356	-4.000456327213215	16.00365082594024	975426.920302248	1372.5859806579952	-4.903568064672754	24.0449797648785	1883992.2742988705	987.9713167199766	-0.7585944576539987	0.5754655511833644	976087.3226614044	1116.5228017771626	960.6965317364896	1.013693	22.666775	0.0586316496514048	0.026699739848726	-0.0085316708	-0.0500518886	0.0279292617	0.0308663609	-0.129370733	0.0238110668	-0.0050579678	0.0371586078	0.2102113418	-0.069437799	0.1717299354	-0.0122520744	-0.0246785758	0.0095302356	0.0645140761	0.0024485287	0.2051450133	-0.0617828358	0.181400165	-0.0119306206	-0.358451291	0.0442752941	-0.1400981084	-0.1017592447	-0.0167781404	-0.1084125406	-0.0517260158	-0.1228442606	-0.0973370695	-0.0304681098	0.0173090962	-0.0617030704	-0.0564190767	-0.0937818668	0.1530144694	-0.1811561311	0.0618579807	-0.0750461737	0.1632890776	0.2188338878	0.0638337508	0.0637518253	-0.0419955203	0.0065217044	0.0385407411	0.031077372	0.0164211832	-0.009073334	0.0321267621	0.1739296355	-0.0896332673	0.0828851932	0.0859221036	0.0977438722	0.0593875427	-0.0541736881	0.1808727205	0.0426749223	-0.0544767264	-0.1179354846	-0.0119682062	-0.0267566991	0.0543225251	-0.0284237485	-0.0571907909	-0.0442794909	-0.1673319263	0.1458854101	0.124097542	0.0004891364987855	0.0064177473650345	4.118748124140726e-05	2.392545144441375e-07	0.0670639424203187	0.0093865327767445	0.0044975723729558	8.81069975689006e-05	-0.1025012526247195	-0.0010082904556156	0.0105065067896365	1.0166496428857015e-06	0.0006620876241773	0.0003128535869684	4.383600220887417e-07	9.787736687899425e-08	-0.0003618391381265	0.0002860344984335	8.18157342941039e-08	1.3092756188012837e-07	0.0004856193642495	-0.0002374934956783	5.640316048949872e-08	2.3582616693408854e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
985.140818514154	-2.496220231481516	6.231115444057632	970502.4323027374	1355.9358995426337	-16.650081115361445	277.22520114811584	1838562.1636684912	988.1960643823596	0.224747662383038	0.05051151174664	976531.4616607848	1111.784066674681	956.6465913237948	1.139665	25.483578	0.0851845393528229	0.0490149397185939	0.0201651395	-0.0752060035	0.1850113806	-0.1877268833	-0.0307035022	0.0174711961	-0.0315136111	0.2420495481	0.0258568245	0.0828743999	0.0169045543	-0.0798404088	-0.0693997025	0.0285454932	-0.0086284218	0.0256030634	0.1570941169	-0.2068058329	0.1040115201	0.0878953363	0.1535053366	0.0533048072	-0.0559094252	0.0688875243	0.0661698794	0.0225944474	-0.1891469735	0.0479676084	-0.1111724892	-0.016161253	0.012627714	2.45356e-05	-0.0759327216	0.0622805273	0.203319769	0.251812803	-0.0530611994	-0.0178384876	0.1626967638	0.1496498797	-0.0280201129	-0.0492534158	-0.0022268717	0.009348457	0.0299994328	0.0328192087	0.0189018617	-0.0214905616	0.0242327844	0.1717512034	0.0112262217	0.0859491874	-0.0564118677	-7.29205e-05	0.2113373083	-0.090536212	0.075674438	-0.0066491648	-0.0233105862	0.084864006	0.0494816226	0.1415405263	0.1178367643	0.0542355512	-0.1338750939	-0.0924324701	-0.1942045497	0.1440342395	0.1170999511	-0.021106084227128	-0.0215952207259135	0.0004663535582009	0.0004454667914026	0.0611496038903993	-0.0059143385299193	0.0037392740559527	3.497940024648915e-05	-0.0584281700641895	0.04407308256053	0.0034138510570498	0.0019424366063872	0.0007220848779309	5.999725375359995e-05	5.214065709364827e-07	3.599670457973863e-09	-0.0002772789275329	8.456021059360003e-05	7.150429215633986e-09	7.68836036537952e-08	0.0006130998506315	0.000127480486382	1.625127440819129e-08	3.758914268443676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
