global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
1131.07870073388	n/a	n/a	1279339.027253842	1527.6431720309788	n/a	n/a	2333693.6610528706	1089.302871779268	n/a	n/a	1186580.74646656	1236.619433817173	1086.4986299151112	n/a	n/a	n/a	n/a	0.0983894709	-0.0309442059	0.0633169636	-0.0520338318	0.0284684625	-0.0734435375	0.1418702645	-0.1259631327	0.1477259582	-0.0852784265	0.0396414911	-0.0621349415	0.1274769681	-0.0264844109	0.0883219673	-0.1461750128	0.0011190494	-0.1473544094	0.0405566762	-0.1048572085	0.1603781376	-0.0345917669	0.0888182313	-0.088093247	0.012180845	-0.1800067267	0.0704485478	-0.0008151436	0.0807838321	-0.1069910598	0.1088101191	-0.1606270562	0.1099454434	-0.0188797741	-0.0441516853	0.082119732	-0.113282591	-0.2351580179	-0.1474709758	0.065408282	-0.051368456	0.0173005713	-0.0270235451	0.2290520304	-0.0441251746	-0.0002610396	0.1301544275	-0.0060448584	0.2165188518	-0.0667723622	0.0076821446	-0.0633516108	0.0427122653	-0.0975683392	0.1327913925	-0.0105740257	0.0776932163	-0.0345207929	-0.1362524244	-0.0278090682	0.0218219827	-0.0737913032	0.0161497686	-0.0362246499	0.0549904397	-0.0011716803	0.2317355446	-0.1287360716	0.0392306426	-0.0033295624	0.0768851736	-0.1440987719	0.0166422998	-0.095547457	0.0929796829	-0.1902066848	0.01463299	-0.178746714	0.0181793341	-0.0227405214	0.0646547131	-0.0429335387	0.2481000342	0.153366806	0.1532882396	0.0158072972472496	n/a	n/a	0.0002498706462629	2.41939496561372e-05	n/a	5.853471999637012e-10	n/a	0.0438949490395117	n/a	0.0019267665511813	n/a	-0.0018879991434341	n/a	3.564540765607895e-06	n/a	-0.0009779987268303	n/a	n/a	9.56481509681688e-07	-1.923486349445229e-06	n/a	n/a	3.699799736502134e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1127.8106466981274	-3.268054035752584	10.680177180598752	1271956.8548056483	1517.5940272013347	-10.049144829644092	100.9853118071626	2303091.6313971654	1091.6947361236723	2.391864344404439	5.721015042033278	1191797.3968801345	1234.5361682555442	1076.3213812312265	1.18901	24.236645	0.166141845996854	0.0993706077276895	-0.1048404022	-0.1594384368	-0.0669830271	-0.1342625717	0.029237422	-0.0134048118	0.0852755494	0.1238642408	0.1793489379	-0.0724426733	0.0223837138	-0.089552875	-0.0560592566	0.0522938015	0.1892399096	0.0270467192	0.0441491942	-0.1848200272	1.52353e-05	-0.2043970549	-0.0569176471	0.0045224741	0.1024061303	-0.0794884122	-0.115306831	0.1207748081	-0.1956060358	0.0674097828	0.0440617127	-0.0499249422	-0.0071290933	-0.15536549	0.0107168549	-0.1730928588	-0.0080661705	0.0045476235	0.2486793287	-0.1049647355	-0.0949785901	-0.1258514974	-0.1045311993	-0.2497500526	0.1078681757	-0.1408912587	0.0456510748	-0.0602294515	0.0317677036	0.0496494181	0.1959856901	-0.0458867761	0.1089199348	0.1148913309	0.1003568719	0.0298632721	0.119059374	0.0211528988	0.1637899445	-0.166978668	0.1289310547	0.0271566783	-0.0628191748	0.0597522927	0.200655774	0.0805149767	0.0137997149	0.1441429664	0.1231038557	-0.0250835972	-0.0855890288	0.113781306	0.0308915133	-0.1690740528	0.0211668395	-0.1964674589	0.0527484947	-0.1649394033	0.0964687819	-0.0612770228	0.1048677114	0.1965827439	-0.0216990248	-0.0635341365	-0.1210309684	0.1531573254	0.1524510324	0.027004741357345	0.0111974441100953	0.0001253827545987	0.000729256055777	-0.0316588060583598	-0.0316830000080159	0.0010022800010408	0.0010038124895079	0.1191599875891142	0.0752650385496025	0.0141991026422378	0.0056648260278731	-0.0027230435536769	-0.0008350444102428	7.41496619522132e-06	6.972991670777458e-07	-0.0010309012533973	-5.2902526566999926e-05	2.798677317172133e-09	1.0627573942561242e-06	-7.390381612244908e-05	-7.198032977300385e-05	5.181167874230385e-09	5.4617740374607644e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1127.611294904897	-0.1993517932303348	0.0397411374641501	1271507.2323970986	1517.715338643392	0.1213114420572765	0.0147164659740159	2303459.849153426	1090.2496707709552	-1.4450653527171653	2.0882138736235856	1188644.344616176	1235.4174227849417	1079.6906215356018	1.165475	23.756922	0.1213454076352676	0.0738704480537627	-0.1764276335	-0.0179849098	0.0713066225	0.1561211623	-0.0568412482	-0.102263986	-0.0190863981	0.1000497075	0.0630066437	0.004719211	0.1474096543	-0.1161464905	0.1171613709	0.0256384738	0.0667830933	-0.1180483204	-0.022087209	0.0665377045	0.0469362476	-0.012028454	0.0013561073	0.1009678555	-0.0929157649	0.0317851429	-0.2436652464	-0.0252393026	-0.1142672519	0.0901683277	-0.0034972567	-0.0756041687	0.0473329991	-0.1011098357	0.0082410183	-0.1414012976	0.0812920645	-0.1043692042	0.2481795977	0.1253310712	0.0417179327	-0.0428935207	0.1808290187	-0.0873286741	0.0712581139	0.0066596039	-0.0725956286	-0.0097525651	0.0804374452	-0.1096268638	0.095238753	0.0098054986	0.0167539128	0.202067895	0.0757665227	-0.1511379104	0.0478507922	0.0164208481	0.1161008951	-0.0266986158	-0.084774694	0.0175267383	-0.0724901771	0.0319344834	0.1237288812	0.1601198309	0.0245090608	0.0212092257	-0.0779124817	-0.0781106406	0.0238961069	0.0281125309	0.0819457795	-0.1369008834	0.0745370606	-0.0503502052	-0.1130314249	-0.1695587699	0.0687706332	-0.0902245724	-0.1027385541	0.2079234056	0.0581289527	-0.1578516965	-0.0367905245	0.1527386503	0.1507811905	0.0337355902808695	0.0067308489235244	4.530432723131089e-05	0.0011380900515986	-0.0234223949210559	0.0082364111373039	0.0005486085838379	6.783846842270373e-05	0.0872649909023124	-0.0318949966868017	0.0076151786371806	0.001017290813651	-0.0016593204020131	0.0010637231516638	2.753344196536916e-06	1.1315069433855677e-06	-0.0010317923724643	-8.91119067000009e-07	7.940931915709666e-13	1.0645954998755087e-06	0.0003511449308995	0.0004250487470219	1.806664373449289e-07	1.2330276249641468e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1129.9430930890635	2.331798184166473	5.437282771682062	1276771.39361968	1527.1584518432617	9.443113199869686	89.1723869055531	2332212.937036308	1091.4391512565426	1.18948048558741	1.4148638255932606	1191239.420895602	1235.7440093130915	1063.9928919573238	1.127162	22.975952	0.0945915207031945	0.0449400370450743	-0.0016046284	-0.0927559958	0.1754334794	0.0568139247	0.1354368241	0.1178335234	-0.0567590503	-0.0013803212	-0.0366195591	-0.0770330606	0.1998361462	-0.0093950706	-0.0416958114	0.0873864004	0.0519325081	0.0516104465	0.0029638498	-0.0978393591	0.0747437987	0.1415544003	0.1157228757	0.038417356	-0.1525868036	0.0023836903	0.0599996165	-0.0024555039	0.0437895664	0.0955779677	0.0232562202	0.068440066	-0.0275011142	0.0152616363	-0.0640453385	0.097033742	-0.1763184976	0.0134730099	0.0708770392	-0.0090689904	-0.0712367759	-0.0097750574	0.1069379856	0.1225441835	0.0100503139	-0.0475756955	0.0421080949	0.0411179534	0.0941775623	0.1204071584	-0.0082879274	0.1186987226	0.1453079155	0.0609309923	0.0618909299	-0.046442877	-0.0023728114	-0.0153242098	0.0044973259	0.1192531171	-0.0283183163	0.0120420511	-0.0655818915	-0.0265464021	0.0693711216	0.0331757258	0.0249688259	-0.1710865741	0.0221020125	-0.0325441966	0.065991617	0.0842472131	0.0422738575	-0.1226642196	0.0240333239	-0.0446645558	-0.0970573535	0.0350719121	-0.0612943152	-0.0457787659	0.0056099625	0.1262402783	0.0435250711	-0.0877942132	0.0478915387	0.1521113526	0.148287834	0.024446008681366	-0.0092895815995034	8.629632629383395e-05	0.0005976073404494	-0.0018106396592116	0.0216117552618443	3.278415975509899e-06	0.0004670679654978	0.0561821412501757	-0.0310828496521367	0.0031564329954546	0.0009661435424973	-0.0014979257061917	0.0001613946958214	2.243781421269903e-06	2.6048247839282264e-08	-0.0006561768670723	0.000375615505392	1.4108700789088757e-07	4.305680808808189e-07	0.0002360084483187	-0.0001151364825808	1.3256409621078871e-08	5.569998767780048e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1131.3963725554252	1.4532794663616642	2.1120212073484432	1280057.7518315744	1528.7470352172852	1.5885833740235284	2.523597136223977	2337067.49768564	1092.8387733797722	1.399622123229619	1.958942087833788	1194296.584602205	1238.062507565922	1081.70685019289	1.09279	22.275314	0.0566215404083459	0.0298490083838977	0.0349562024	-0.0995402414	-0.0246777124	-0.1516610435	-0.000171765	0.0305040116	-0.0422304722	-0.0039464577	0.0742706344	0.0156792472	-0.1179887011	0.0642672699	0.0882832201	0.0113637263	-0.0612027619	-0.0427979751	0.2168738155	0.0760999179	0.0481152243	0.0589021699	0.0486967624	-0.1057429354	-0.0323607421	0.0183802557	0.2123525349	0.0851460869	-0.2082941733	-0.0733845966	-0.121883108	0.0810938783	0.0207670306	-0.0397335621	0.0441404992	0.0326320562	-0.0063180576	-0.2447522951	-0.1290679989	-0.0296961017	0.0602097543	-0.0487363259	-0.1840823981	0.045709865	-0.0490166399	-0.0548389556	-0.0345074112	0.0507063078	-0.0004921274	-0.0533956299	-0.0650884708	-0.0188616066	0.0877048659	0.1293253375	-0.2496356013	0.134791037	-0.006364267	0.0203255622	-0.0280140402	0.1879669716	0.0070203421	0.03265606	-0.0394448152	-0.0882951342	0.0127063414	0.0017330285	-0.0353197771	-0.0137967116	0.1055482815	0.0701473586	0.0005089268	0.1726643989	-0.0422825446	0.0811932812	0.0018430379	0.0018676447	-0.0365616949	0.0638088812	-0.0156900031	-0.0664016173	-0.0053442023	0.0709851119	0.0993410626	0.0896577216	-0.1207117113	0.151276289	0.1449845808	0.0272067071940114	0.0027606985126454	7.621456277722528e-06	0.0007402049163406	-0.0043043420374004	-0.0024937023781887	1.8527360374932224e-05	6.218551550984476e-06	0.033389962379374	-0.0227921788708016	0.001114889587696	0.0005194834176786	-0.0019579370666395	-0.0004600113604478	3.83351755692089e-06	2.11610451741036e-07	-0.0005452311854921	0.0001109456815802	1.2308944261295136e-08	2.972770456331207e-07	0.0002354662774125	-5.421709061999953e-07	2.939492915297241e-13	5.5444367798500406e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1129.6637347056635	-1.7326378497616588	3.0020339184267044	1276140.1535091477	1519.8613611857097	-8.88567403157549	78.95520299541504	2309978.5572252786	1092.0620393800032	-0.7767339997690215	0.6033157063971822	1192599.4978548116	1239.4839522731484	1082.173967532147	1.121248	22.855408	0.0655675889054848	0.0317041713407574	-0.1551455258	-0.0668073309	-0.0868477483	-0.1181856343	0.0511773751	0.0461225967	0.1520915243	0.1852819905	0.0785109566	-0.0274903669	-0.1741525759	0.147008765	-0.0962263156	0.0595470935	-0.0478282758	-0.0217263629	-0.0373524198	-0.0899855135	0.0112093007	0.0336273357	-0.0039504484	-0.0143743472	0.0289675798	-0.1002409001	-0.1726537473	-0.1033988915	-0.0111284355	-0.0212489155	-0.0379676737	-0.0705877788	0.043598021	0.0043404115	0.0228883586	-0.0041969277	-0.2266893614	-0.1529598644	0.0509134348	0.0814602531	0.1400701394	-0.0635428255	-0.1522487473	0.0147028171	0.1155863715	0.069737955	0.0116065361	-0.0121801168	-0.0057851122	0.1938179439	0.0429053869	0.0228108028	-0.0197285628	-0.1249862514	0.0111051183	-0.0594183832	0.0674996501	0.0927864707	0.0306569799	-0.0428709377	-0.0372029596	0.0350904342	-0.0406533119	-0.1224334266	-0.0266961484	0.0240551593	-0.1357405534	0.1184097809	0.0470298397	0.027151019	-0.0381701074	0.0499823776	0.0345626205	-0.0154230589	0.0312023335	-0.064273259	-0.0012866267	0.0585981754	-0.1277348565	-0.070370879	0.1014697302	-0.1026950498	0.1257232764	0.089736698	0.1377797183	0.1502346003	0.1408894722	0.0299291138979782	0.0027224067039667	7.411498261803366e-06	0.0008957518587181	0.0092676590011535	0.0135720010385539	8.588950336166149e-05	0.0001841992121905	0.0067499118739249	-0.026640050505449	4.556131030575236e-05	0.0007096922909328	-0.0021259548780522	-0.0001680178114126	4.519684143513946e-06	2.8229984951913613e-08	-0.0007251389851854	-0.0001799077996933	3.236681639048458e-08	5.258265478357118e-07	0.0001307292753682	-0.0001047370020442	1.09698395972277e-08	1.7090143438294666e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1126.9789473376975	-2.6847873679660097	7.208083211189854	1270081.5477423847	1519.7808700561525	-0.080491129557231	0.0064788219373989	2309733.892988636	1091.5092166092595	-0.5528227707436599	0.3056130158526972	1191392.3699429594	1235.6577944636542	1073.8591548014244	1.148631	23.413572	0.1023599482723001	0.0496110086729684	-0.2423883843	0.0480264265	0.0794690201	0.0192573159	-0.1166024271	-0.0763144983	0.0393733688	0.2179075205	0.0537222317	-0.092206682	0.070376111	0.0458943098	-0.1507065908	-0.1678329485	-0.0412359174	0.0553107371	-0.0363506042	0.0726357116	0.0432188912	-0.05369092	-0.0884566612	-0.0677303676	-0.0471104877	0.1191574118	0.0153796082	-0.2048014537	0.0472863999	-0.0297001623	-0.1814302445	0.0407210589	0.1787550743	-0.1132508759	0.1297341436	0.0172448742	-0.053914088	0.0494362392	-0.0747132935	0.1601276452	0.0773904945	-0.1111228337	0.1671052463	-0.098044012	0.157476404	0.1374428335	-0.0524478604	0.0961629198	-0.0111564081	-0.0869994438	-0.0739481791	-0.0410079111	0.1233029313	-0.0943785834	-0.1250844383	-0.0274502866	0.0335119451	0.0800424352	-0.0478587517	0.090827032	0.1763744815	0.04497787	-0.0442465224	-0.0845142256	-0.0072331943	0.0767573648	-0.1343686033	0.0535570955	-0.0622996862	-0.0676242859	-0.1318107462	-0.1694696677	0.0344729254	-0.0114132064	0.0646379049	0.0231842289	-0.092685306	-0.1091778726	-0.0331691605	-0.033166381	-0.0259563104	-0.0785534758	0.0389892229	-0.1116481132	0.0032738721	0.1489877092	0.136024874	0.0362564401719396	0.0063273262739614	4.00350577771623e-05	0.0013145294539414	-0.0260879405730207	-0.0353555995741742	0.0006805806433414	0.0012500184212493	0.0314300523733521	0.0246801404994271	0.0009878481921916	0.0006091093350714	-0.0023010059173279	-0.0001750510392756	5.29462823157801e-06	3.0642866351502575e-08	-0.0011339919936141	-0.0004088530084287	1.6716078250119869e-07	1.2859378415808812e-06	-5.304315422146764e-06	-0.0001360335907903	1.8505137823315522e-08	2.8135762097624003e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1127.4770441312874	0.4980967935898661	0.2481004157845057	1271204.4850430249	1520.473825751411	0.6929556952584335	0.4801875955910989	2311840.654795132	1089.1149319052108	-2.3942847040486868	5.7325992440415074	1186171.334898892	1232.2538075883456	1049.7775081011107	1.132447	23.083681	0.0711301840145838	0.0432177919045015	-0.0955227225	-0.0297455027	0.2107717124	-0.003539696	0.1085853372	0.1533921084	-0.0227696765	0.0779156457	-0.1671169966	-0.0954706689	0.1295884014	-0.0309886395	-0.0749764936	0.0114967346	0.0040841533	0.0493084407	0.0705795915	0.1206578295	0.1159233465	0.024341519	0.0802301947	0.0590010119	0.1445302228	0.1572043643	-0.0111812363	-0.1363611978	0.090816357	0.0374701653	0.1100612921	-0.1570240528	-0.0634264693	0.1911658158	0.1658586859	-0.1059558329	0.1612785419	-0.0599578418	-0.0765937418	-0.0312423707	-0.0748339133	-0.0751902634	0.1711791418	0.1402574472	-0.0830591714	-0.0446639204	-0.0980438668	0.0599652277	0.054148003	0.153503686	-0.0275872322	-0.0031360837	0.2793621236	-0.1472376008	0.0891350842	0.0704791407	-0.0018733434	0.1194209439	-0.1982270472	-0.0832942531	0.0178512685	0.0686343267	-0.0850498029	-0.1042579601	-0.0268440952	-0.0794741969	-0.0563823405	-0.1073827524	-0.0027970586	-0.0669150046	-0.0661304351	-0.1438635951	-0.0530813557	-0.0139304298	-0.0412271855	0.1195115429	-0.1821628522	0.1358754172	0.0059470748	-0.0366951891	0.0371505761	-0.148175385	-0.1125196208	0.0764397214	0.0340026473	0.1475373187	0.1304173552	0.0366820785282868	0.0004256383563472	1.811680103939467e-07	0.0013455748851553	-0.0275618785988029	-0.0014739380257822	0.0007596571518951	2.17249330384673e-06	0.0593125001114742	0.0278824477381221	0.0035179726694736	0.0007774308918691	-0.0023009373749547	6.8542373199941e-08	5.2943128034634255e-06	4.6980569238799905e-15	-0.0005477718968178	0.0005862200967963	3.436540018878634e-07	3.000540509433705e-07	0.000235370243295	0.0002406745587171	5.792424321369333e-08	5.5399151428747495e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1130.4125863581269	2.935542226839516	8.617408165557904	1277832.6153968696	1528.5486760457356	8.074850294324733	65.20320727575623	2336461.055041171	1089.0788730564964	-0.0360588487144468	0.0013002405706113	1186092.791738008	1234.417498850386	1068.632383250077	1.063555	21.679382	0.0292382569345247	0.0196711438519865	-0.0027360454	-0.0805727024	0.0183711773	-0.1437618368	-0.0344264346	0.0180482341	-0.1301759627	0.0035145493	0.0289211404	-0.0574989727	-0.0334815458	-0.0994898991	0.0355323676	-0.1189704474	-0.2349779657	-0.0882062862	0.1938677206	0.0160228886	0.0720599678	0.1244680709	0.1392680528	0.032476885	0.1361229596	0.1975440294	0.0679548167	-0.167680626	0.0353438752	0.1870728249	0.1130245095	0.0381808293	0.0517263866	0.1498061449	0.0437863005	-0.0385417286	-0.0705275112	0.0448104209	-0.187679528	0.1172183556	-0.028596629	-0.019637393	-0.0624996167	0.0036056033	-0.1976509367	-0.0593368952	-0.1613702774	0.1666401776	0.1022052019	-0.1101252214	-0.0322424562	-0.1755227176	0.1491544837	-0.1195937895	0.0112368078	0.0716757904	-0.0539416071	-0.0405295363	-0.1382499291	0.0111159537	0.167012886	0.0632663385	-0.0691248256	-0.0575281401	-0.0663028723	-0.1255546999	-0.0514044622	0.0172992069	0.1099757685	0.0274313559	-0.0983167199	-0.071625378	-0.0735589081	0.0754314888	-0.0187471715	0.0814201617	-0.0996782816	0.0748647738	0.17781264	-0.0864418961	-0.0346346936	-0.0585954028	-0.0895183001	0.1411645441	-0.1806012885	0.1458854101	0.124097542	0.043228010153598	0.0065459316253111	4.284922084324928e-05	0.0018686608618395	-0.0093724153629324	0.0181894632358705	8.784216973533126e-05	0.000330856572809	0.0593153828066022	2.8826951279994906e-06	0.0035183146374937	8.309931200991999e-12	-0.0022319341046005	6.900327035420017e-05	4.981529847278835e-06	4.761451319574841e-09	-0.0005687639425651	-2.09920457473e-05	4.406659846567359e-10	3.234924223621964e-07	0.0002353659718322	-4.2714628000015825e-09	1.824539445179736e-17	5.539714069651596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1133.1485970133183	2.7360106551914214	7.485754305320991	1284025.7429132515	1529.3188405354815	0.7701644897458664	0.5931533412655107	2338816.1160167893	1095.0746616307151	5.99578857421875	35.94948062673211	1199188.5145456253	1239.8791719712751	1095.6199645105503	1.101589	22.454672	0.1029442248255928	0.0567190047092983	-0.0732287308	0.1280490165	-0.0802163266	0.1002218129	0.0023977661	-0.0627590384	0.0184336894	-0.0283628053	-0.0333548936	0.0933157032	0.0143000147	-0.0522640907	-0.0983622184	-0.104470199	0.0499788615	-0.1402271185	0.185106589	0.1508656391	0.0097399671	0.139777693	-0.0579129582	-0.0545878126	-0.0228532432	-0.0652013488	0.2229904542	0.0987177964	0.0210409587	-0.0486262571	0.1023332341	0.1312212756	-0.0088266639	0.0201452111	-0.1357592263	-0.1001659643	0.1446785751	-0.1495015466	-0.0593709136	0.2104369713	0.0577969344	0.025380111	0.075374505	0.0146329645	-0.0324047014	0.1535440333	0.0894763892	0.1916713113	-0.0548170812	-0.1194729085	-0.0339539361	0.0074918437	-0.1158700091	0.1591456872	0.1104943127	-0.0667540289	0.0071977222	0.0734884293	-0.1355979395	0.1638237047	0.047005495	0.0601626954	-0.0282384514	-0.032638045	-0.1403194332	-0.0326613579	-0.0305242887	0.0452124441	-0.137592376	-0.0206151257	-0.091936774	-0.1597701964	0.0481594811	-0.0055609917	0.0167183827	0.0326711365	-0.1292624243	-0.0969385377	-0.0152322445	-0.0629840655	0.0478545166	-0.0198511164	0.0229074158	0.120763381	0.0031283648	0.1440342395	0.1170999511	0.0430457307612783	-0.0001822793923196	3.3225776864438386e-08	0.0018529349367724	-0.0195488781360779	-0.0101764627731455	0.0003821586363792	0.0001035603945732	0.0059323568810896	-0.0533830259255126	3.519285816461113e-05	0.0028497474569639	-0.0027429053036815	-0.000510971199081	7.523529504964102e-06	2.610915662902752e-07	-0.000840823435539	-0.0002720594929739	7.401636771721558e-08	7.06984049751607e-07	0.0002343475291948	-1.018442637399996e-06	1.0372254056742597e-12	5.491876443970764e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
