global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
1395.151382206793	n/a	1946447.379273525	n/a	2323.579056170808	n/a	5399019.630275624	n/a	1337.8645443202618	n/a	n/a	1789881.5389492617	1558.8733437379492	1284.309989719967	n/a	n/a	n/a	n/a	-0.1484716396	-0.0455943216	0.0218182777	-0.0150671557	0.0927982887	-0.104478695	-0.0253607	0.0420435789	-0.0621717742	0.1391783219	-0.15042941	0.0682879369	-0.0619650407	-0.0595225621	-0.0407702079	0.0925160099	-0.0480227885	0.0606840087	-0.0677641052	0.0591067229	-0.0607848436	0.1101016937	-0.0466026195	0.0902244322	-0.0943600021	0.0249562578	-0.0301223045	0.1093285478	-0.0618288085	0.0057964052	-0.234750687	0.0929788289	0.0541517483	-0.0842154063	-0.0637546033	0.0976285179	-0.1714351222	0.0507896081	-0.0267587713	0.0352013598	-0.0846837222	0.0893215312	-0.0550426634	0.0121212575	0.126442628	-0.1007355377	0.0281435029	-0.0808255494	-0.0625952551	0.0522363624	0.0100854416	0.0377609469	-0.0207201028	0.0351778045	-0.0928696619	0.0464096295	-0.1118300242	0.0702478865	-0.0655660896	0.0018058895	-0.062120471	0.2380848169	-0.0043609626	0.0377920319	-0.0132139782	0.1132613997	-0.0257554231	0.1736498603	-0.0845193696	0.1493017757	-0.1228755443	0.1739718636	0.153366806	0.1532882396	-1.5925742979000006	n/a	n/a	2.53629289433168	-0.0408851644275785	n/a	0.0016715966702701	n/a	-0.1260992785041566	n/a	n/a	0.0159010280392688	-0.0012250010193387	n/a	n/a	1.500627497380854e-06	0.0160395650434301	n/a	0.0002572676467824	n/a	-0.0219763586682341	n/a	0.0004829603403148	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1395.5065676955423	0.3551854887493846	1947438.5804813933	0.1261567314181392	2324.468267617105	0.8892114462969403	5403152.727158866	0.7906969962254963	1336.6155145276912	-1.2490297925705818	1.5600754227289106	1786541.0336761246	1559.2299874983933	1305.013136895548	1.311405	28.167734	0.2707480434950889	0.1354863752650529	0.0941779069	-0.0676174845	-0.1067182871	0.0435518425	0.0139675984	-0.0459429237	0.0562620035	-0.019534468	0.0792512318	0.0223846801	-0.0919963872	0.0246102275	0.0523124976	-0.0622843597	-0.0545259225	0.0186138308	-0.0356720448	-0.036819033	0.0555296609	-0.0244432535	-0.0517537531	-0.0496667916	0.1718667242	0.0383893819	-0.0962919627	0.0533443471	0.0594124095	0.0932255858	0.1203448103	0.0042405652	0.0838895231	0.1646830501	0.1971249434	0.1684882936	-0.0769572464	0.0070867831	0.019812784	-0.0367473429	-0.0883711046	0.0392543676	0.0513295618	0.0174371398	0.0374929677	0.0615592137	-0.1084422899	0.0816597544	-0.1664095059	-0.1119571903	-0.0708641968	0.054148306	0.0190294216	0.01215778	-0.0387784125	-0.0327322895	-0.0548980858	0.0276745294	0.0892603793	-0.0169294772	-0.022563763	-0.0553977526	0.1031979491	-0.0154479739	0.019445151	0.0645110961	0.0637006458	0.0566784224	0.0198694219	0.0574822364	-0.1088203445	0.0006294281	-0.0185519223	-0.0548553233	0.1531573254	0.1524510324	-1.658164875879649	-0.0655905779796484	0.0043021239197043	2.749510755600972	-0.0569658232064398	-0.0160806587788613	0.0032451050135873	0.0002585875867621	-0.0482794287529273	0.0778198497512292	0.0060559290153039	0.0023309032407089	-0.002187272885972	-0.0009622718666332	9.259671453139352e-07	4.784162677708281e-06	0.0162755209948786	0.0002359559514485	0.0002648925836547	5.5675211023968225e-08	-0.0230032699898593	-0.0010269113216251	0.0005291504302263	1.054546862482009e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1392.5149261249228	-2.9916415706195494	1939097.8194806995	8.949919287059004	2317.845763775481	-6.622503841624166	5372408.984651943	43.85755713232684	1337.06837605706	0.4528615293688744	0.2050835647823159	1787751.8422518638	1561.364636046359	1287.542074036712	1.449642	31.136923	0.1221048446728006	0.0611634955621588	-0.0687574603	0.1618787353	-0.077049913	0.0746478385	0.0544073414	-0.1326827548	0.02525902	0.1209744528	0.0140142029	0.0978519387	0.0872327908	-0.0447761601	-0.0381282858	-0.1060560261	-0.0133372482	0.0888083296	0.0609201056	0.1043987545	-0.0459711617	0.0972967143	0.0162456188	-0.1099495183	0.0040232687	-0.011802018	0.0318545236	0.0392764531	0.0414037096	-0.0074075309	-0.1246656576	0.2024377463	-0.0666531661	-0.0236734574	-0.1529204971	0.0122927788	-0.1136049151	-0.139396054	0.0443125923	0.0453873555	0.127021843	0.1577502385	-0.0611886841	-0.0542082217	-0.0883248608	-0.0738161217	-0.018666886	0.0394535243	-0.1094579283	0.0587832907	-0.0721786174	0.0584220331	0.0250463283	0.0235481515	-0.0459768507	-0.0039310487	-0.0139068939	-0.0452907218	0.0330017161	-0.1637533572	-0.035821927	0.1327931919	-0.0710752823	-0.0442437479	0.0884461597	-0.0584996448	0.0586034754	0.0597216212	-0.1565635082	0.113442819	-0.0159099054	0.0884006105	0.1017085189	0.1560338444	0.1527386503	0.1507811905	-1.6599230570150922	-0.0017581811354432	3.091200905028472e-06	2.7553445552103293	-0.0605213112172435	-0.0035554880108037	0.0036628291114544	1.2641494994968855e-05	-0.0697261982822112	-0.0214467695292839	0.0004599639232422	0.0048617427268902	-0.0015392945981697	0.0006479782878022	4.198758614632001e-07	2.369427859954418e-06	0.0168751175201797	0.000599596525301	0.0002847695913198	3.5951599315315097e-07	-0.0223439566830173	0.0006593133068419	0.0004992524002525	4.346940365789305e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1393.202330395472	0.6874042705492229	1941012.7334193736	0.4725246311693092	2315.986867183397	-1.8588965920839653	5363795.1689659655	3.455496540061381	1336.545918297095	-0.5224577599649365	0.2729621109475792	1786354.9917166252	1559.17038700306	1277.3277238381877	1.256012	26.977943	0.128931090689542	0.0777018606476572	-0.1456338156	0.0173303566	-0.056293466	-0.0139900438	-0.0323572674	0.0044336539	0.1095099078	0.0731501704	0.0025593923	-0.0014897648	0.0836735474	0.0757316652	-0.0406528002	-0.0747160656	-0.0586970556	0.0645732643	0.0788069687	0.0094961912	0.1272880058	0.0179250202	-0.0404266288	0.029535813	0.1271542862	-0.0378174092	0.0752167976	-0.0847123445	0.0234367213	-0.1274788942	-0.001496444	0.0579598436	-0.2867657341	0.0375089452	0.1080347374	0.1140947786	-0.101290306	-0.0367090547	0.0376811122	0.0450158857	0.0147313676	0.0596573544	-0.0436252503	-0.0033548796	-0.1503611974	0.081274336	0.1261135855	0.0234105284	0.0647936213	0.1306244691	-0.075179479	0.0520862216	0.0294132664	0.035199885	-0.0751059068	0.0663431998	0.0983994068	-0.0027502092	-0.0459744902	-0.0148308625	0.0648193301	0.0705397825	-0.053147319	0.1455068523	-0.0110868511	0.0339782658	-0.0185683004	-0.1145548844	-0.0829345754	-0.0116325998	0.0048770753	0.028320001	-0.0934828377	0.005808338	0.1521113526	0.148287834	-1.7047519803731743	-0.044828923358082	0.0020096323694447	2.90617931458626	-0.0560192894595843	0.0045020217576592	0.0031381607915566	2.026819990643684e-05	-0.0775858194532119	-0.0078596211710006	6.177364495164236e-05	0.0060195593802263	-0.0014468848285614	9.240976960829994e-05	8.539565519059076e-09	2.093475707121152e-06	0.0172145915074688	0.0003394739872891	0.000296342160769	1.1524258804596073e-07	-0.0233468834141759	-0.0010029267311586	0.0005450769651551	1.005862028072475e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1392.7069492890894	-0.4953811063826379	1939632.646598122	0.2454024405608864	2319.6937213545084	3.706854171111445	5380978.960891528	13.740767845886316	1335.4110586700108	-1.1348596270843243	1.287906373185972	1783322.695618159	1559.58253144259	1307.259258834281	1.148979	24.678968	0.1628531264253125	0.0841460574656752	0.0742610418	0.0184376119	-0.1253759679	0.063228382	-0.035393036	0.0408585729	0.2371769225	0.0266448402	0.0540886557	-0.0363808704	0.1384462993	0.0565838694	-0.0515615809	-0.0621628617	-0.013100161	-0.0418676972	0.0852599937	-0.0077431442	0.1001117734	-0.0730807322	0.0097204991	-0.0143890902	0.0684809395	0.0031531453	-0.0387665158	-0.2574680931	-0.1261070348	-0.1729816731	0.0596306	0.169837572	0.0504057391	-0.0709402293	0.1465399208	0.0598287896	-0.0860693096	-0.1261817155	0.1418769705	-0.0142796872	-0.0612590841	0.027994172	0.0472630314	0.0611056165	-0.0596177718	0.0498415799	-0.127411042	0.0439949321	0.0100392279	0.1290520443	-0.0790330076	0.0387317257	0.0159574739	0.0203334238	-0.0341464987	0.0171833979	0.1020834395	0.0341654263	0.014540773	-0.1125168658	0.0513058487	0.0770518425	0.0653542068	-0.0096407026	0.070534374	0.0037258093	-0.0456578471	0.0443550593	-0.0435044918	-0.0480429555	0.0592091416	-0.0767838236	-0.0007595902	-0.0322795804	0.151276289	0.1449845808	-1.6477552837411906	0.0569966966319837	0.0032486234269583	2.715097475097012	-0.0782600506384767	-0.0222407611788924	0.0061246355259369	0.0004946514578165	-0.0802924362535932	-0.0027066168003812	7.325774504106295e-06	0.0064468753195373	-0.0022393895201668	-0.0007925046916053	6.280636862165698e-07	5.01486542303289e-06	0.0164705181007551	-0.0007440734067137	0.0002712779665073	5.536452345785346e-07	-0.0232652804762139	8.16029379619998e-05	0.0005412732756368	6.659039484029988e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1392.1930649883047	-0.513884300784639	1938201.53020153	0.2640770745929173	2308.5374898189257	-11.15623153558272	5329345.341899467	124.46150207553036	1338.7239836653505	3.3129249953396998	10.975472024746546	1792181.9044408256	1560.431996988858	1268.1056090871934	1.360095	29.213549	0.2385642664247031	0.1282256863414905	0.0294809444	0.0939967834	-0.0883371938	0.0483694713	0.1231729323	-0.1394151163	0.1000056472	0.1021467623	-0.0328359646	0.0131601761	0.0486007988	-0.1441659636	-0.1808173554	-0.1338963206	-0.0807065006	0.0879078563	-0.0177818775	0.0965075598	0.0096735407	-0.0153225175	-0.054063065	0.1773603662	0.0392258579	-0.2054956428	-0.0394069683	-0.0108171826	0.0074089289	0.0744864555	0.0521160866	0.0498160544	-0.075588894	0.1163070699	0.0360904915	-0.0110016526	-0.1188138436	-0.0511877779	-0.0327941842	0.0388927504	0.0070202422	0.1609995046	-0.0345188989	0.106796948	0.0713216773	-0.1015620439	0.1331583044	0.0575171294	-0.0895535425	0.2221278498	-0.0778359249	0.0425021098	0.0544577851	0.0483614306	-0.1235409931	-0.0267370887	-0.0376695354	0.1501506388	0.0733351816	-0.0363654579	-0.1414675325	-0.0935001982	-0.089820393	0.0368551941	-0.1482506496	-0.1091047124	0.0234767777	0.1139469456	-0.0303650575	0.0508419432	-0.071449104	0.0460473057	-0.1329789855	0.1093161978	0.1502346003	0.1408894722	-1.6623322492476549	-0.0145769655064642	0.0002124879233766	2.7633485068887675	-0.0059663169507615	0.0722937336877152	3.5596937956944e-05	0.0052263839305102	-0.1643563949388067	-0.0840639586852134	0.0070667491498292	0.027013024557281	-0.0012591020519331	0.0009802874682337	9.609635203760371e-07	1.585337977182143e-06	0.0168306703290748	0.0003601522283197	0.0002832714637259	1.297096275636471e-07	-0.0232531280018611	1.215247435280148e-05	0.0005407079618709	1.4768263289549769e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1391.864433900853	-0.3286310874516402	1937286.6023581424	0.1079983916396476	2318.862094141856	10.3246043229301	5377121.411647953	106.5974544250669	1335.9199303484274	-2.8040533169230457	7.862715004147135	1784682.0603021472	1559.656196329232	1299.0310452132233	1.467524	31.521017	0.2038430317428787	0.0968082825545785	-0.0710148662	-0.1530645682	-0.0682612456	0.1136570792	-0.0302861758	-0.0778014635	0.1232273502	0.0219098281	-0.0405249639	0.0805377068	-0.060178659	0.0630502109	-0.0255685494	-0.0919835691	0.0043202809	0.1282060603	0.0476633022	-0.1074102441	0.106087803	0.0616655003	0.0038140677	-0.032383395	-0.0949022137	-0.0337999529	0.0413127606	0.0297477217	0.0614128113	-0.0214677479	-0.0028560243	0.0597160572	0.0951372923	-0.1536915824	-0.0054717874	-0.0580494222	-0.09419399	-0.07951341	-0.0204688138	0.0746036011	-0.1180088439	0.0463117693	-0.0491649286	-0.0961392924	-0.0312724077	0.0227225717	-0.0742711253	0.057346739	-0.0126851215	-0.0992574801	-0.08519347	0.0299400948	0.0496509161	0.033580419	-0.1143645833	-0.0051314268	-0.0179516416	-0.001103375	0.1106822455	0.0536228939	0.0601531928	0.0497972852	0.0591965564	-0.0485715046	0.0593259098	-0.0696577322	0.1087169593	0.0615776372	-0.0407764669	-0.0061575099	-0.0502292142	-0.0168235852	0.0531276102	-0.067919461	0.1489877092	0.136024874	-1.7261997559495228	-0.0638675067018679	0.0040790584123131	2.979765597440192	-0.0253245413603906	-0.0193582244096291	0.0006413323951141	0.0003747408522935	-0.1153288022132201	0.0490275927255865	0.0024037048484659	0.013300732619936	-0.0019605184680396	-0.0007014164161065	4.91984988783687e-07	3.843632663524341e-06	0.0162884439094062	-0.0005422264196686	0.0002653134049898	2.9400949018663066e-07	-0.0234412793242019	-0.0001881513223408	0.0005494935763552	3.540092009859195e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1392.8811340567631	1.01670015591003	1940117.8536112544	1.0336792070274792	2313.253789949818	-5.608304192037849	5351143.0967171965	31.453075910429316	1336.5250222957056	0.605091947278197	0.3661362646609203	1786299.1352225365	1556.795614657498	1288.1623342420037	1.267605	27.22695	0.1218027505833587	0.0708893688529132	-0.0600925262	0.1805673037	-0.0685386517	0.0146309065	0.0821963836	-0.1780842916	-0.0400915995	0.196210762	-0.1090565985	0.0628368203	0.0095806304	-0.0251394092	-0.0677326565	-0.086740453	0.018508628	0.1076112615	0.120172583	0.0305777183	2.1812e-06	0.2615140086	-0.0125842272	0.0194061083	0.1120825171	-0.0223899491	0.0692826107	0.0465152322	-0.1343767551	-0.0455201758	-0.0572929096	-0.1311044222	0.0482975416	-0.0440176018	-0.1559619254	0.0562860157	-0.1113649738	0.0554945938	-0.0511370917	0.1277817855	0.106952782	0.0551735933	-0.0371695706	0.0129520707	-0.073519639	-0.0299999355	0.0908168665	0.0159831931	0.0829871004	-0.0713765951	-0.0901206213	0.0247161993	0.0661104637	0.0362446647	-0.1187575045	-0.023055686	-0.0047459773	-0.0005636719	0.1202315634	-0.0311212274	-0.0716326631	-0.0038224194	-0.1109155676	0.0183331594	-0.0235358531	-0.0674100243	0.1105293745	0.1013784923	-0.0098523662	0.1192635615	-0.0339144205	0.0882337838	0.0662749262	-0.0227904971	0.1475373187	0.1304173552	-1.6992771780289502	0.0269225779205726	0.0007248252018893	2.8875429277700326	-0.0233796809058617	0.0019448604545288	0.0005466094792599	3.782482187590347e-06	-0.1374452050951973	-0.0221164028819772	0.0004891352764379	0.0188911844036608	-0.0017854505808659	0.0001750678871737	3.0648765119463456e-08	3.1878337767143795e-06	0.0175292172316141	0.0012407733222078	0.0003072734567531	1.5395184371028289e-06	-0.0234418163013459	-5.369771440000282e-07	0.000549518751506	2.8834445317842697e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1391.7792755577073	-1.1018584990558793	1937049.5518719363	1.2140921519416752	2317.60520293933	4.351412989512028	5371293.876691453	18.934795005294003	1335.5730110218103	-0.952011273895323	0.9063254656237958	1783755.2677698648	1559.7424374149748	1300.0844392215504	1.149478	24.689695	0.221356964628736	0.1341267139334099	0.1198483532	0.0425865541	-0.144525705	0.1262025494	-0.010122473	-0.0971037698	0.0823884811	0.0363496918	-0.0095770502	0.0897771271	-0.0053146326	-0.0812765045	0.0517395956	-0.050347285	0.0491281041	0.1495014226	0.1466108594	-0.0566894111	0.0599279225	0.0424827522	-0.0121877606	0.1318144604	0.0316819871	-0.0040833112	0.1437537202	0.1676983988	0.0412056015	0.0309180881	0.1170485206	-0.0508346751	0.0253740557	0.0661297809	-0.1022379314	0.0439150032	-0.0950695248	-0.1436383387	-0.0191394629	0.0954871708	0.0032931948	0.0863951885	-0.0419849461	0.0441961756	0.1291861301	-0.0059162008	0.1196379487	-0.0545923215	-0.0424176374	-0.2214976057	-0.0960680579	0.0146833488	0.0825441595	0.0454692814	-0.2041285674	-0.0180741735	0.0776568389	0.1008689657	0.1721531782	-0.0121430055	-0.0463913527	-0.044182732	-0.0210267897	-0.0293654091	-0.0035031354	-0.0863699993	0.0279646177	-0.0378035186	0.1738954404	0.03626077	0.1021529096	0.0015695484	0.0747517471	-0.0564231448	0.1458854101	0.124097542	-1.8045900040998648	-0.1053128260709146	0.0110907913350427	3.25654508289715	-0.030454249595138	-0.0070745686892762	0.0009274613184029	5.0049522139288574e-05	-0.1725892223877423	-0.0351440172925449	0.0012351019514587	0.0297870396844055	-0.0015642163756007	0.0002212342052651	4.894457357932458e-08	2.4467728696973904e-06	0.0177332486810619	0.0002040314494478	0.0003144681087843	4.162883236377109e-08	-0.0244930616981529	-0.0010512453968069	0.0005999100713495	1.1051168843079065e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1391.5939608604256	-0.185314697281683	1936533.751903208	0.0343415370286018	2321.546739337825	3.941536398494918	5389579.262930087	15.53570918066029	1335.741043852105	0.1680328302945781	0.0282350320568065	1784204.136231111	1561.7884849534391	1303.0735123254158	1.1024	23.678509	0.1208430485954084	0.0624714728313381	0.1033074664	-0.1101916416	-0.1318877966	0.0910435191	-0.1341744648	-0.054867121	0.1096729696	0.0471280557	-0.0278047283	0.0653956515	-0.0049103434	-0.0159047976	0.0932241916	-0.0727166387	0.0205226547	0.0865024714	0.0603389053	-0.1260960222	0.0403406018	-0.0044294202	-0.0160917017	0.0561612452	-0.0457202375	-0.0653886729	0.0123851392	0.1533542951	0.2282231241	-0.008095568	-0.0155895582	0.030835708	0.0257352514	-0.0607496358	-0.3118227854	0.0535050795	-0.0900562898	-0.1516419207	0.0443615853	0.1115938522	-0.0996636384	0.0401956953	-0.0179698438	-0.0060099385	0.0675279679	-0.0373793821	-0.0337919885	0.092610945	-0.0217892196	-0.1164008827	-0.0964891279	-0.003539884	0.067394989	0.08241449	-0.2095709774	0.021665003	0.198336095	0.153070247	0.0743586171	0.0270807431	0.1092158517	0.0982950522	0.0608265475	0.0198011157	0.1247448009	-0.0452945359	-0.1299207597	-0.0555037635	0.1411524935	-0.0978230225	0.1168646665	-0.0369745274	0.0486281993	-0.0637262071	0.1440342395	0.1170999511	-1.7984858005170992	0.0061042035827656	3.726130137984892e-05	3.234551174661631	-0.0403568859567684	-0.0099026363616304	0.0016286782441276	9.80622069106846e-05	-0.2173774588738695	-0.0447882364861272	0.0020059861275372	0.0472529596264608	-0.0012355214127783	0.0003286949628223	1.0804037858481889e-07	1.5265131614336867e-06	0.0170917503443415	-0.0006414983367204	0.0002921279298332	4.115201160150427e-07	-0.0247238278419078	-0.0002307661437549	0.0006112676631562	5.3253013103507474e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
