global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51
906.1610615151972	n/a	821127.8694063489	n/a	1484.4858758449554	n/a	2203698.3155831643	n/a	859.2375563548819	n/a	n/a	738289.1782507089	1008.4947203283192	983.7465407155192	n/a	n/a	n/a	n/a	-0.0007408919	-0.0136725869	0.0903405816	-0.0126532109	0.0129218452	-0.0024582671	0.1483235143	0.1625559931	-0.0667625488	0.00499573	-0.0418043848	0.0605214275	-0.0206537053	0.0451453661	-0.0944877683	0.0392311023	-0.0501255201	0.0086450728	0.0031778739	-0.1766486451	0.0355772616	-0.0063950629	0.1308338569	-0.0450526077	-0.0106840786	0.2306380913	0.0726779691	-0.034881376	0.0292475753	-0.0258035947	0.0690731439	-0.04037952	0.0011638765	-0.0177167857	0.0349391146	-0.0269732276	0.0078753527	-0.0166267722	0.0054452613	-0.0219367652	0.0412643383	-0.035963323	0.0052452465	-0.0305425292	0.0338060108	-0.0855690877	0.1296514869	-0.0738500231	0.153366806	0.1532882396	0.5311787862829647	n/a	n/a	0.2821509029970434	0.0533365129407599	n/a	0.0028447836126798	n/a	0.3205610579112488	n/a	n/a	0.102759391849179	-0.0145564756717142	n/a	n/a	0.0002118909839812	-0.0108982600682758	n/a	0.0001187720725157	n/a	0.0005447299435331	n/a	2.967307113815744e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.058171515764	-0.1028899994331595	820941.4101704896	0.0105863519833555	1479.9687819480896	-4.517093896865845	2190307.595540912	20.404137273102663	859.262545598462	0.0249892435800802	0.0006244622947045	738332.1222683489	1007.3697561450962	1001.8772725723804	1.093258	36.919468	0.1231472683590532	0.0785992933876773	-0.0081776799	-0.0021111806	0.0237249937	-0.041949203	-0.0028673796	-0.0217025981	0.1078210412	0.184532615	-0.0589350623	-0.029847141	-0.0582360945	0.0673196067	0.0231353567	0.1773638255	0.0404528118	-0.0277712932	-0.0218397135	-0.0357055376	-0.0332160619	-0.1905469667	0.0971170013	0.0101186112	0.1143516789	-0.0788328799	-0.010143161	0.2208009735	0.0637469874	-0.0754970232	0.0320455116	0.0048755853	0.060448885	-0.0613487015	0.0060137996	-0.0066099365	0.0109108484	0.0432995754	0.0611386536	-0.0052866093	-0.0169579164	-0.0767608777	0.0938333176	-0.0064194138	0.0315152571	-0.0015029895	-0.0552387558	0.0876000648	-0.0821327912	0.1262744859	0.1531573254	0.1524510324	0.5355975795757075	0.0044187932927428	1.9525734163989304e-05	0.2868647672473564	0.0651873406954308	0.0118508277546709	0.0042493893869421	0.0001404421184708	0.3026162264276593	-0.0179448314835894	0.0003220169769744	0.0915765804973163	-0.013115662889238	0.0014408127824761	2.075941474146809e-06	0.0001720206130241	-0.0110792513620796	-0.0001809912938038	0.0001227498107441	3.2757848432773775e-08	0.0003878777032521	-0.000156852240281	1.5044911268012416e-07	2.4602625281168568e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.4621350555146	2.4039635397506345	825303.4508296241	5.7790407004504	1490.541888833046	10.57310688495636	2221715.122365984	111.79058920071158	859.9301542957802	0.6676086973182009	0.4457013727349052	739479.8702671643	1009.6002768127267	983.4952390871872	1.10658	37.369343	0.2726017524231117	0.1333398943769495	-0.0037255181	0.0048076007	0.090407649	-0.0184608672	0.0505663424	-0.0019440693	0.1104677074	0.1296229138	-0.0791420193	0.0439231117	-0.0310640275	0.0653251175	0.010384027	0.0676718348	0.0272018063	-0.1189378266	-0.02753609	-0.0066788182	-0.0013607104	-0.1755121237	-0.0007589447	-0.0302045093	0.0969318234	-0.0423115345	-0.0058726293	0.2031888352	0.0370342339	-0.0256554885	0.0281791977	-0.0164531292	0.0285788853	-0.0136264283	0.0178638156	0.0038632029	0.0058559986	0.0043563478	-0.0176961524	-6.10296e-05	0.0190411015	0.0201678978	0.047571535	-0.0004892741	-0.0344239675	-0.0021404152	0.0352441219	-0.0481117444	0.0131830136	-0.0928444954	0.1527386503	0.1507811905	0.4531942516802303	-0.0824033278954772	0.0067903084482495	0.2053850297560039	0.0550024269984987	-0.0101849136969321	0.0030252669757251	0.0001037324670139	0.238544428703392	-0.0640717977242673	0.0041051952636194	0.0569034444654276	-0.0115630635628978	0.0015525993263401	2.4105646681520416e-06	0.0001337044389596	-0.0105961512913799	0.0004831000706997	0.0001122784221898	2.333856783100566e-07	0.0001047428381633	-0.0002831348650888	1.0971062146503256e-08	8.016535182885299e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.7799565447154	-0.68217851079919	824064.4495043255	0.4653675205962006	1485.704992055893	-4.836896777153015	2207319.323419801	23.395570432833225	859.1519048716456	-0.7782494241346285	0.6056721661658809	738141.9956445771	1008.2881972642311	992.8169579307872	0.7451459999999999	25.163662	0.2502053570548674	0.115951635793142	-0.0060615677	0.0051607721	0.0567423001	-0.0360719372	0.0086531629	0.0064467849	0.096286037	0.1750176328	-0.0224039726	-0.0393354427	-0.0091908819	0.0198828263	0.0068804573	0.0486995926	0.0303628268	-0.0390878967	-0.0154089004	-0.0217075352	-0.0235221118	-0.1951248163	0.028885534	0.0371849359	0.048233954	-0.0114264084	-0.0075819878	0.2128654543	0.0373132969	-0.0227788325	0.0303914817	-0.0161917736	0.0364629275	-0.0174032314	0.0146213763	0.0113200894	-0.0014993167	0.012661844	0.0083075134	0.0003969294	0.0060377091	0.0036314858	0.0176528682	0.0248064723	-0.0099563303	-0.003650543	-0.0255010666	-0.0215063199	-0.0420891592	-0.0886892265	0.1521113526	0.148287834	0.4731282679105248	0.0199340162302945	0.0003973650030696	0.2238503578960133	-0.0272981621855592	-0.0823005891840579	0.000745189658709	0.006773386980043	0.284086402904677	0.045541974201285	0.0020740714141505	0.0807050843153184	-0.0124372023594953	-0.0008741387965974	7.64118635716925e-07	0.000154684002531	-0.0108304407548869	-0.000234289463507	0.0001172984469451	5.489155271039813e-08	-0.0008354044505168	-0.00094014728868	6.979005959432765e-07	8.838769244125431e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.1484349131648	-0.6315216315506404	822918.2829654044	0.3988195711163829	1485.388665676117	-0.316326379776001	2206379.488119075	0.1000623785421908	860.2634897274821	1.1115848558365542	1.235620891725173	740053.2717581057	1010.2340591532292	1003.4391634761334	0.74595	25.190828	0.1052341726600715	0.0529398511220547	-0.0034248913	0.016645538	0.04140537	-0.0063188916	0.001101472	-0.0314297914	0.1065886643	0.1991976726	-0.0318894569	0.0064493881	-0.0665617665	0.021007602	0.0529384812	-0.0011356273	-0.0926759068	-0.1021907405	-0.0373028345	-0.0299786753	-0.0009547862	-0.1842660322	0.0533650864	0.0210284384	0.1087363648	0.0468420965	-0.0081457618	0.2178892289	0.0475417503	-0.0312761463	0.0245585797	-0.0105817627	0.0420744861	-0.0211779931	0.0145385107	0.0054923045	0.0132771656	0.004540082	0.0302706482	-0.0136601774	0.0129949374	-0.0077965454	0.0285704958	0.0363556061	-0.0042240523	-0.0173870046	0.0480372559	-0.0500183674	0.0048648411	-0.0274128588	0.151276289	0.1449845808	0.4933114470437232	0.0201831791331983	0.0004073607199227	0.2433561837843721	0.0150551660854887	0.0423533282710479	0.0002266580258616	0.0017938044156351	0.2757511771454517	-0.0083352257592252	6.94759884572529e-05	0.0760387116971023	-0.0124901328354036	-5.293047590830026e-05	2.801635279879154e-09	0.000156003418246	-0.0109814576679407	-0.0001510169130537	0.0001205924125127	2.2806108028298865e-08	-0.0003521030495469	0.0004833014009698	1.239765575002267e-07	2.3358024417946806e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.1867288670228	-1.9617060461420124	819363.0141169811	3.848290611470128	1487.2136919498444	1.825026273727417	2211804.5655230866	3.3307208997953808	858.642516268743	-1.6209734587391722	2.627554953936835	737266.9707443186	1010.7490226099538	1004.8148775801492	0.63063	21.296459	0.4466567635776853	0.232607408018304	-0.0004210483	0.00751098	0.0435446976	-0.0245606709	-0.0052779233	-0.0163685228	0.1518744663	0.1653031602	-0.0240380192	-0.0168826421	-0.0241122423	0.099480863	0.0745536073	0.1074928951	0.0897282235	0.0120298491	-0.0367818316	-0.0101878751	0.024840138	-0.2001413905	0.0289005155	0.038049413	0.1542801479	0.0323832183	-0.0065786027	0.2417659561	0.0927718758	-0.0479082364	0.0216971794	-0.0195437573	0.0677457071	-0.0581529071	0.0161320186	0.0014628799	0.0149062679	0.0303130692	0.0686409102	-0.040723582	0.0394834958	0.0133126805	0.0129594925	0.0074760944	0.0942172597	-0.0588862238	0.1131872444	-0.0185988535	0.0009010014	-0.0025573609	0.1502346003	0.1408894722	0.6853476597067498	0.1920362126630266	0.0368779069739591	0.4697014146655189	-0.0059476199193966	-0.0210027860048853	3.537418270560322e-05	0.000441117019967	0.3181480183972951	0.0423968412518434	0.001797492148134	0.1012181616101256	-0.0131785434561596	-0.000688410620756	4.739091827696624e-07	0.0001736740076258	-0.0127734422135912	-0.0017919845456505	0.0001631608259839	3.2112086118502303e-06	0.0009919202572052	0.0013440233067521	9.8390579665403e-07	1.8063986490928493e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.5228225188002	0.3360936517774462	819971.5821024146	0.1129589427650992	1481.3125171661377	-5.901174783706665	2194286.773513079	34.823863827855405	858.3266698726089	-0.3158463961340203	0.0997589459508484	736724.6722146026	1009.651653808826	1000.3078922600793	0.650742	21.975632	0.0706467759781757	0.0408211483362491	-0.0008875244	0.0087077112	0.0392911988	-0.0300042972	-0.0013558292	-0.0081955626	0.186596958	0.1882052694	-0.0837498747	-0.0369437991	-0.1154230107	0.105551834	0.0698528662	0.0632933169	-0.0181909743	-0.0081757894	-0.0270514349	-0.015532597	0.0213599096	-0.2161819595	0.0678730524	-0.0050031861	0.1815233598	0.048961797	-0.0082985787	0.2457827559	0.0872864623	-0.0572172848	0.0262565311	-0.0186445345	0.0676445692	-0.0550618249	0.0126528726	-0.0010793657	0.0139696684	0.0241989606	0.0485051909	-0.0380807445	0.0200423947	0.0033181687	0.0092234278	-0.0138759659	0.1109720117	-0.0206645385	0.0782193079	0.0152235438	0.0217742881	0.0202086277	0.1489877092	0.136024874	0.6679440280423989	-0.0174036316643508	0.0003028863951083	0.446149224597505	-0.0387342807193249	-0.0327866607999283	0.0015003445028434	0.0010749651264095	0.3180512936977635	-9.67246995315918e-05	9.355667499476712e-09	0.101156625422821	-0.0132494592017298	-7.091574557019885e-05	5.0290429697771774e-09	0.0001755481691383	-0.0126252073834063	0.0001482348301849	0.000159395861474	2.1973564879946304e-08	0.0011799648577374	0.0001880446005321	1.3923170654952423e-06	3.5360771789314664e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.8312126812584	1.3083901624581813	822342.8482929617	1.711884817217346	1483.474882364273	2.162365198135376	2200697.726605694	4.675823250107044	860.4294886567667	2.102818784157762	4.4218468390067285	740338.904950145	1010.71350523044	993.0294082202852	0.851313	28.748953	0.328061097703179	0.1602531026511263	0.0076485001	0.0200926743	0.0500947147	-0.0028728115	-0.0703161872	-0.0301087294	0.1023776974	0.1672862391	-0.0236800314	0.0372550839	-0.1390310372	0.0759273856	-0.0027428019	-0.0590703253	0.0070781396	-0.0097368239	-0.0426133737	-0.0246678303	0.0074221384	-0.1567836904	0.101128046	-0.0188989173	0.1974191813	0.0504477555	-0.0072861865	0.2325139298	0.0638734999	-0.0433152004	0.0309037053	-0.0035792224	0.0670840242	-0.0380051017	0.0157802425	-0.020940806	0.0148029309	-0.0066797068	0.0493181826	-0.0355079941	0.0200035204	0.0279003314	-4.82652e-05	0.0144573292	0.0671263874	-0.0027801829	-0.0593119923	0.0695619771	0.005002646	-0.0021898243	0.1475373187	0.1304173552	0.5509119418386632	-0.1170320862037357	0.0136965092011986	0.3035039676604466	0.0104643109312263	0.0491985916505512	0.0001095018032653	0.0024205014203976	0.3690485396391096	0.050997245941346	0.0026007190936021	0.1361968246097594	-0.0129044907360765	0.0003449684656532	1.1900324229519202e-07	0.0001665258811574	-0.011879621017321	0.0007455863660852	0.0001411253955151	5.55899029292281e-07	5.385621132507866e-05	-0.0011261086464123	2.9004914982915307e-09	1.2681206835245903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.2656718184938	-8.565540862764578	806881.2171675301	73.36849027168975	1467.753858923912	-15.721023440361025	2154301.390386035	247.15057801238072	858.8002171537802	-1.629271502986512	2.654525630443928	737537.81298338	1010.573662784188	954.1611018927332	1.981008	66.898888	3.394745952825863	1.7188047203291894	0.0433346695	-0.0536860364	-0.1337518988	0.0494345282	-0.0820792835	0.0292836501	-0.1042073661	-0.1041198731	0.12998899	-0.0066288342	-0.1911916739	-0.0575934231	-0.0088442901	-0.0434224518	-0.2643829596	0.2410666569	0.0483101181	0.0357954883	0.0156198629	0.2999086239	0.1623300352	-0.0761914646	0.2415911267	-0.0624774664	0.0264067392	-0.1518432871	0.0915822416	-0.0018049906	0.0430422063	0.0593089423	0.0541978201	0.0236894524	-0.1331835824	-0.2836924726	0.0061901257	-0.2123223868	-0.1212489959	-0.037486526	-0.1202712842	-0.1704157796	-0.6213965177	0.2171890966	-0.1500932628	-0.2635696638	-0.0181672577	0.0458768249	0.0226028377	-0.0683087923	0.1458854101	0.124097542	-0.0397017352580206	-0.5906136770966838	0.3488245155736658	0.0015762277824979	0.3236706634251618	0.3132063524939355	0.1047626983620843	0.0980982192425553	-0.1096519284195949	-0.4787004680587045	0.2291541381196227	0.0120235454061359	0.0144306145672129	0.0273351053032894	0.0007472079819419	0.0002082426367874	-0.0012531525618204	0.0106264684555006	1.5703913431970316e-06	0.0001129218318357	-0.0022290791334157	-0.0022829353447407	4.9687937830292885e-06	5.211793788266698e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.9177030015755	4.652031183081704	815260.3783936414	21.64139412836456	1476.2454717159271	8.491612792015076	2179300.69276178	72.10748780951407	859.4384333178601	0.6382161640799495	0.407319872092925	738634.420663858	1010.4994572023344	954.5076065063477	1.574859	53.183205	0.5018155627614442	0.2860800267117076	0.0305117916	-0.0308813466	-0.080260902	-0.0110458153	0.0194574851	0.0115819336	-0.113814467	-0.2100411172	0.1376174016	-0.0152989333	-0.0378215869	-0.0569299559	-0.0335951456	0.1563308227	-0.0824752059	0.0901408302	0.0287563067	0.0399635564	-0.020310179	0.2534218158	-0.0054207173	0.0016394017	-0.0106580986	-0.0442229726	0.0138186285	-0.2334136128	0.1046810217	-0.0080989791	0.0459530698	0.0223216756	0.080092153	-0.0272137864	-0.0627220886	-0.0281114508	-0.0183126878	-0.0481390022	0.0299698701	0.0093294553	-0.2614004124	-0.2041831475	-0.0280788844	0.059276939	0.034748061	0.1368102233	-0.2123013134	0.0572117514	-0.043478194	-0.0354306915	0.1440342395	0.1170999511	-0.2737394737224576	-0.234037738464437	0.0547736630255482	0.074933299473848	0.1948385091929765	-0.1288321542321853	0.0379620446645415	0.0165977239641055	-0.091183593583203	0.0184683348363919	0.000341079391629	0.0083144477387467	0.0142342710563468	-0.000196343510866	3.8550774259226055e-08	0.0002026144725055	-0.0010779299782597	0.0001752225835607	1.1619330380309574e-06	3.07029537896865e-08	-0.0042670597435575	-0.0020379806101418	1.8207798855089e-05	4.153364967313945e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
