global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
1014.5869442729625	n/a	1029386.6674891474	n/a	1672.7196067478346	n/a	2797990.8827986307	n/a	959.2422812564108	n/a	n/a	920145.7541500032	1126.3036224393782	1015.5177606772154	n/a	n/a	n/a	n/a	-0.0054982097	0.1306364309	0.0889967148	-0.0003564023	0.0728339145	-0.1254201283	-0.0270969081	0.1298810968	-0.109938336	0.0826304214	-0.0958158721	0.068639474	-0.0444696016	0.0523358358	-0.3408504104	0.1257751009	-0.0969983753	0.1289459646	-0.0693030173	0.0116423596	-0.0520273236	0.039200585	-0.1660260023	-0.0366019353	0.1073413816	-0.0934906504	0.1679969284	-0.0122688816	0.0678972897	-0.1018851031	0.0927774156	-0.1131224095	-0.1147135218	0.0098911145	0.0447937583	0.1406754359	0.0632181302	-0.0811277675	0.0027777343	-0.1557615321	0.1482006824	-0.0273197136	0.0361525479	-0.041364717	0.1459133204	0.0873667846	-0.0908822191	0.0915220174	-0.0049385881	0.2178893641	-0.0646257259	0.0384250984	-0.0837286371	0.0669859935	-0.0854775361	0.0544679625	0.153366806	0.1532882396	-0.6826472207752516	n/a	n/a	0.4660072280321751	-0.044418230984192	n/a	0.001972979243765	n/a	0.1750400148505519	n/a	n/a	0.0306390067988814	-0.0047752510355065	n/a	n/a	2.28030224521059e-05	0.0021232705784715	n/a	4.508277949402698e-06	n/a	-0.0093021305034743	n/a	8.652963190366702e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1014.2908718218276	-0.2960724511348189	1028785.9726610832	0.0876588963209797	1668.3511201278022	-4.3684866200324	2783395.4600316924	19.0836753494021	957.9119569874435	-1.3303242689672743	1.7697626606033128	917595.317339514	1128.948470455559	1029.204776013891	1.05022	26.697603	0.1235045465984091	0.0665464946353233	-0.0133574116	0.1434901155	0.1292264718	0.033157515	0.1432427345	0.0063115587	-0.0595152096	0.1186084314	-0.0758073859	0.0722613563	-0.0079077784	0.0366737295	0.0190247882	0.0499523377	0.0511335518	-0.0081374072	0.1163403321	0.1031387491	-0.0015745211	0.0301768421	0.0131707683	0.0908264845	-0.0521705326	-0.0278762346	0.1556486528	-0.1080322694	-0.0023878771	0.0177509014	-0.0293816839	0.0685774926	-0.0072240747	0.0176895937	-0.1109058658	0.009249615	0.0406432734	0.129943648	0.0652062339	-0.0689298893	-0.0047466774	-0.1214430401	0.0646670431	-0.017347947	0.0192079789	-0.014032876	0.0082077884	-0.0096170321	0.0708731052	0.0315107476	-0.0311354676	-0.0998526312	0.0923425085	-0.0671665747	-0.0147520058	-0.0393797344	0.0695533248	-0.1617449058	0.1531573254	0.1524510324	-0.6535554259900636	0.029091794785188	0.0008463325238234	0.4271346948410534	-0.0666914359353683	-0.0222732049511763	0.0044477476271213	0.0004960956587971	0.1752565159171268	0.0002165010665748	4.687271182806596e-08	0.0307148463714101	-0.0037239518832011	0.0010512991523054	1.1052299076380523e-06	1.386781762839702e-05	0.0017538322113932	-0.0003694383670783	3.075927425720362e-06	1.3648470706948073e-07	-0.0092844071069486	1.772339652569843e-05	8.620021532755769e-05	3.1411878440713925e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1012.1641737053408	-2.126698116486864	1024476.3145326152	4.522844878668774	1673.1724257759429	4.821305648140651	2799505.9663769533	23.244988152792946	956.7502771289916	-1.1616798584519756	1.3495000935330022	915371.0927864022	1128.0948838607744	1013.2976404520182	0.960125	24.407297	0.1449343413536287	0.0692890729478021	-0.0176439715	0.0788935975	0.1321755644	0.0111271437	0.1268202401	0.0217493804	-0.0416773326	0.0882676647	-0.0846187811	0.0982379693	-0.0718712013	0.0343500363	0.0891377121	0.1642759142	0.0060609514	0.0267687304	0.102907269	0.1423215478	-0.0419530809	-0.1020868504	-0.0664296264	-0.0447902825	0.0943925953	-0.0209976782	0.1557817222	-0.0983618476	-0.0494538364	0.001852173	-0.079005151	-0.0694287241	-0.0467863171	-0.1271642752	-0.1008417267	0.0096083202	0.0416844214	0.127773206	0.0607359631	-0.0691533412	-0.0079459546	-0.1804755193	0.0633201732	0.0072273013	-0.0153256189	-0.0312627516	-0.008431614	0.0222043263	0.0061038595	-0.061281722	0.028293099	0.0320095178	-0.1094515513	-0.1448763068	-0.0274685424	-0.1052328532	-0.0285926469	0.0788045949	0.1527386503	0.1507811905	-0.6290573228597793	0.0244981031302842	0.000600157056982	0.3957131154435127	-0.079010243941866	-0.0123188080064976	0.0062426186477531	0.0001517530307009	0.1984541747199486	0.0231976588028218	0.0005381313739321	0.0393840594637758	-0.0046999705404648	-0.0009760186572637	9.52612419326836e-07	2.2089723081236984e-05	0.0015077366678788	-0.0002460955435143	2.2732698596662667e-06	6.05630165376479e-08	-0.0088081258794462	0.0004762812275024	7.758308150816989e-05	2.2684380767119373e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1011.804181217165	-0.3599924881757488	1023747.7011285378	0.1295945915429666	1672.860766070822	-0.3116597051209737	2798463.142659057	0.0971317717960923	957.2071788295352	0.4569017005436535	0.2087591639596824	916245.5832027978	1128.1609651228332	1012.503590907806	0.763279	19.403294	0.1441570545421675	0.0696512137539832	-0.0166922555	0.0570761945	-0.0073019429	0.0178103984	0.0962475954	0.0353538862	-0.0163900775	0.0864798538	-0.0624637017	0.0839369433	-0.0390207738	-0.0658714969	-0.1830545421	0.0663665002	-0.0947270767	0.0848460685	0.2920839364	0.0110220018	0.0443758395	-0.0220671672	0.0006586525	-0.207188694	-0.1437907553	-0.0156980195	0.1205606864	-0.0790765877	-0.0277087669	0.017618324	0.044162481	-0.0459524779	-0.0379583919	-0.247968221	-0.1051313294	0.0060680535	0.0373882784	0.124874434	0.0531375106	-0.0771813251	-0.0072902497	-0.1224169646	0.0722386121	0.0351941616	-0.0004214172	0.0085987292	-0.029097041	0.0141737486	-0.0246092876	0.0583367887	-0.0690313986	0.075851417	-0.1354727322	-0.222186428	-0.0438686798	-0.1420079037	0.0367437445	0.0683412873	0.1521113526	0.148287834	-0.646667831218835	-0.0176105083590556	0.0003101300046643	0.4181792839332716	-0.0257726852407103	0.0532375587011556	0.0006642313045167	0.0028342376564589	0.1692337433309774	-0.0292204313889712	0.0008538336105575	0.0286400598818151	-0.0049041918586403	-0.0002042213181754	4.1706346797338776e-08	2.40510977863538e-05	0.0021490629525264	0.0006413262846476	4.618471573921488e-06	4.112994033798944e-07	-0.0087719023604096	3.622351903660032e-05	7.69462710205595e-05	1.3121433313949455e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1012.5846371851206	0.7804559679556178	1025327.6474633224	0.6091115179175403	1668.6507771367612	-4.209988934060675	2784395.416039117	17.72400682491334	958.9390272144676	1.7318483849323911	2.999298828392932	919564.0579150296	1126.7835822680825	1023.8589026545868	0.902938	22.953562	0.2324377470538369	0.1069232974813288	-0.0071101627	0.135261965	-0.024754791	0.0143877176	0.1629959705	-0.0309536057	-0.0367724043	0.1203650995	-0.1210693252	0.1874935597	-0.0027327794	0.1507973405	-0.0075720793	0.0330821062	0.1309879844	0.0096836042	-0.0858233264	-0.0347069741	0.0903134002	-0.0535778852	-0.1056703772	0.0372345645	0.2060010941	-0.0265641165	0.1601122681	-0.1283948133	-0.0008085639	-0.0230765758	0.1187922433	0.1088630074	-0.009141697	0.0059821415	-0.1091491028	0.0054026744	0.0395569578	0.1474132511	0.0609676372	-0.0926529114	0.0125884563	-0.1451441766	0.016982446	0.0024283573	-0.0333886872	0.0234896538	-0.0627551292	-0.0509184399	0.0610470361	0.0822339984	-0.0904265681	-0.0559359226	-0.0369110066	-0.1461314739	0.1187052448	0.0303689109	0.0438644755	-0.0049728269	0.151276289	0.1449845808	-0.664113445329221	-0.017445614110386	0.0003043494516885	0.4410466682670482	-0.100628200573908	-0.0748555153331977	0.0101260347507426	0.0056033481757985	0.2060310308285906	0.0367972874976131	0.0013540403671819	0.0424487856642916	-0.0058719934297368	-0.0009678015710964	9.366398810168536e-07	3.448030683887214e-05	0.0018195722796503	-0.000329490672876	3.31084328087179e-06	1.0856410351234509e-07	-0.0095413967186898	-0.0007694943582801	9.103825134342449e-05	5.921215674250563e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.8638591042024	-2.720778080918194	1019825.0139248325	7.402633365604891	1670.4228649636973	1.7720878269360585	2790312.5477935267	3.1402952663749613	957.0151681044432	-1.9238591100244091	3.701233875223912	915878.0319819757	1126.76543161733	1018.1800217689612	0.9221720000000002	23.442497	0.3721458910603321	0.1845005493387136	-0.0181101662	0.1475669105	0.0899928964	0.0096922672	0.1483485607	0.0566093776	-0.0569095006	0.1046695529	-0.0550654019	0.1456426044	0.0529043603	-0.0419056287	0.1953693241	0.0520296788	-0.026188558	-0.156690166	0.1001994361	-0.0900503117	-0.1022232128	-0.0089011752	-0.1539471786	0.1009515217	0.1219541261	-0.014641626	0.1409059526	-0.0621329224	0.0001674039	0.0407310102	-0.0087488766	0.0486729161	-0.1016827401	0.234350931	-0.1133108273	0.0022512008	0.0211240658	0.1075181308	0.0428246134	-0.0740671948	0.0153453333	-0.0382433273	0.0199362365	0.0033528071	0.0723902739	0.0229241507	-0.0170348012	-0.1293663796	-0.086123939	0.1017771946	0.0396921322	0.0184942139	0.0466554975	-0.0096380612	0.1533391383	-0.0171103274	0.1796048606	-0.0496201259	0.1502346003	0.1408894722	-0.6674845332743331	-0.003371087945112	1.1364233933680083e-05	0.4455356021604543	-0.0128323101911433	0.0877958903827647	0.0001646681848417	0.0077081183681024	0.1289594031949903	-0.0770716276336002	0.0059400357860923	0.016630527672408	-0.0033491375828141	0.0025228558469227	6.3648016243520536e-06	1.121672254861787e-05	0.0026072532292984	0.0007876809496481	6.797769401686936e-06	6.204412784385326e-07	-0.0087737878132835	0.0007676089054062	7.697935259252206e-05	5.892234316590577e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.2990601707392	-0.5647989334632939	1018684.5928615374	0.3189978352412743	1666.0951760996943	-4.327688864002994	2775873.1358226715	18.72889090361552	957.325093676277	0.3099255718337872	0.0960538600765	916471.3349822924	1127.057002325388	1018.1631472141316	0.8097499999999999	20.584612	0.1469253373427289	0.0832015115289032	-0.0161985424	0.1487924432	0.1052571389	0.0127261803	0.1442617963	0.0952202725	-0.0700949166	0.0749724593	-0.0342633933	0.0280813378	-0.0301242678	-0.0261095954	0.2049198537	-0.1426851171	0.0420423521	0.0216246952	-0.0497832726	0.0242109822	-0.150947779	0.0840681777	0.119999292	-0.0043006523	-0.0759082366	-0.0242621196	0.1284489586	-0.0474303677	-0.0421401595	0.0230303056	-0.1018928404	0.0373476144	0.032545557	0.0830100718	-0.1048926307	-0.0007199638	0.013136477	0.0892920532	0.03947926	-0.0600447843	0.0113140748	-0.0165039136	0.003909861	-0.0511030905	0.1372397277	-0.015738285	0.0294738128	-0.137083851	-0.1396456265	0.0188807435	0.1253571408	0.0268835472	0.1362918327	0.2609459497	0.2788365877	0.0711116228	0.0453683434	0.0843659394	0.1489877092	0.136024874	-0.6187259010332724	0.0487586322410606	0.002377404218019	0.3828217406094348	-0.0199037888264399	-0.0070714786352966	0.0003961608096475	5.000581008945628e-05	0.1125639337988886	-0.0163954693961017	0.0002688114167185	0.0126706391922805	-0.0020999296649941	0.0012492079178199	1.5605204219441791e-06	4.409704597922233e-06	0.0024411811629727	-0.0001660720663256	5.9593654704527446e-06	2.7579931213687666e-08	-0.0086950726560238	7.871515725970009e-05	7.560428849353276e-05	6.196075982419316e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1012.3000280225608	3.000967851821656	1024751.3467344774	9.005808047667085	1670.9157058052394	4.820529705545141	2791959.295906621	23.23750664204312	958.3892406906028	1.0641470143258402	1.1324088680986	918509.9366715102	1127.6809586185066	1013.8228646669633	1.124365	28.582432	0.192718288181945	0.103545283375375	-0.0211782011	0.1003543835	-0.0721477221	0.01145459	0.0816055291	0.0287951986	-0.006266939	0.1069465121	-0.0206336286	0.0513036688	0.0324486061	0.0917444852	-0.0918723992	0.0281465268	-0.0093838887	0.1003298419	0.1365966527	-0.0080855517	0.0003761007	-0.0733046519	-0.0343053122	-0.0005897164	-0.1059458334	-0.0004488549	0.1104390572	-0.0041893479	-0.0146039475	0.0403486717	0.0666938779	0.1245116941	0.0435642254	-0.1302042732	-0.1028300706	-0.0011578663	0.0029623687	0.0804514702	0.0312016057	-0.0581490695	0.0148486094	0.0624925716	0.0418020878	0.072848353	0.0706033685	0.0107475316	-0.0729650102	0.0989103183	0.0297856903	0.0923214709	-0.1118407387	0.0580278096	0.1173487549	-0.1092481091	-0.0555938552	0.0253139887	-0.0256625324	0.0266513284	0.1475373187	0.1304173552	-0.631907690091225	-0.0131817890579526	0.0001737595627683	0.3993073287964277	-0.0056149850154696	0.0142888038109703	3.1528056723948144e-05	0.0002041699143483	0.0218823522332414	-0.0906815815656472	0.0082231492352471	0.0004788373392596	-0.0022008390507029	-0.0001009093857087	1.0182704124127308e-08	4.843692527098841e-06	0.0035127900233233	0.0010716088603505	1.233969374795971e-05	1.1483455495819112e-06	-0.0083762686271357	0.000318804028888	7.01618761139378e-05	1.0163600883528397e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1012.741140379042	0.4411123564811987	1025644.6174162424	0.1945801110403961	1674.268502542247	3.3527967370075658	2803175.018605058	11.24124595968858	957.6811072017744	-0.70813348882848	0.5014530380003951	917153.1030912164	1126.4198915572565	1032.3987793372228	1.098422	27.922939	0.2244438966950755	0.1210269259054721	-0.0050491844	0.1393201595	0.1438549753	0.0092221191	0.1329462534	-0.0441097779	-0.0367074269	0.0802646786	-0.1153940212	0.0372561229	-0.0312495467	0.0864950525	0.1064131458	0.0229110452	-0.2212389184	-0.120447343	-0.0384126017	-0.0510297434	0.0651320704	0.0854371025	0.0169208427	0.1221378058	0.1046152595	-0.015489929	0.1195772393	-0.0582992253	0.1110772784	-0.0283298584	-0.003004184	0.0013516409	-0.0658513104	0.2462394099	-0.0947969942	-0.0006034329	0.0089618687	0.0925964682	0.0502154313	-0.0776040174	0.0130402047	-0.0115853526	0.0025198323	-0.0333081156	0.0498048896	-0.0059506335	-0.0480229754	-0.0283923768	0.0645818889	0.0129725249	0.1083150685	-0.075101013	0.147706049	0.0694440298	0.0045797989	0.0153652999	0.083751471	-0.10071883	0.1458854101	0.124097542	-0.6248033076547443	0.0071043824364807	5.047224980377552e-05	0.3903791732563091	-0.0368506688853074	-0.0312356838698378	0.0013579717972945	0.0009756679468164	0.1243756296107534	0.1024932773775119	0.0105048719075836	0.0154692972410713	-0.0026009701045604	-0.0004001310538575	1.6010486026111377e-07	6.7650454848169386e-06	0.0023058545702228	-0.0012069354531005	5.316965299017373e-06	1.4566931879509092e-06	-0.0083111240738688	6.514455326690066e-05	6.907478337124152e-05	4.243812820344058e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1011.2534226138208	-1.4877177652211913	1022633.4847481668	2.213304148954736	1668.011963554051	-6.256538988196098	2782263.9105594405	39.14428011081786	956.112604921704	-1.5685022800703337	2.460199402585836	914151.3132901664	1128.1616918922475	1016.7649420408102	1.02091	25.952518	0.271450860751462	0.1604029260075865	0.0053772638	0.0754655082	0.1205191609	0.0074455505	0.0626276704	0.0633148098	-0.0617556772	0.0765076834	0.0194287143	-0.1394964892	-0.0819867591	-0.0969975064	0.1669334834	-0.0816027909	0.0184221638	0.1554378241	0.0063780697	0.1441337835	0.138234183	0.0489450289	0.1348038193	-0.056437504	-0.0628869918	0.001084832	0.1123849439	-0.0011889745	-0.0911056199	-0.0443853946	-0.2342858613	-0.0040818382	0.0118662071	-0.0806850487	-0.0676784539	-0.0106016152	-0.0233989168	0.031517266	0.0316093339	-0.0411267126	0.0112391366	-0.0307335803	-0.0065226246	-0.1343329677	0.0045502424	-0.0086137968	-0.0056343459	-0.0154450371	0.1289780658	-0.1200660008	0.2521326393	-0.1266538595	-0.0283351669	0.3512713801	0.0312224141	0.125450055	-0.2349571201	0.0774575113	0.1440342395	0.1170999511	-0.5032917040310707	0.1215116036236736	0.0147650698151967	0.2533025393464989	-0.0206930200313451	0.0161576488539623	0.0004282010780176	0.0002610696164879	0.1203787374100073	-0.003996892200746	1.597514726438491e-05	0.0144910404204274	-0.0020959625777992	0.0005050075267612	2.550326020854644e-07	4.393059127534667e-06	0.0020163466824723	-0.0002895078877504	4.065653943917051e-06	8.381481706975606e-08	-0.0065099451669189	0.0018011789069498	4.237938607629074e-05	3.2442454548412343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
