global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
971.2416953697604	n/a	943310.4308247264	n/a	1311.7543132758578	n/a	1720699.3783978175	n/a	964.8506785610266	n/a	930936.8319196736	n/a	1083.5674092177803	795.0901147751581	n/a	n/a	n/a	n/a	-0.1115323236	-0.0051436819	0.0088891101	-0.0445544228	0.0019998919	-0.0366070239	-0.009288799	-0.0198959949	-0.0451803903	0.0407060526	0.0563496155	0.0114978942	-0.0189265135	0.0909184092	-0.0077140252	0.0454804244	-0.039052049	0.0152987607	-0.0414444731	0.0583111909	-0.0186734693	-0.0112460727	-0.0275916074	0.0718962433	-0.0180666238	0.0314723496	-0.0439121728	0.0506469582	-0.0487233287	0.1142578354	0.015690696	-0.056269957	0.0616142107	0.0445903013	-0.0095834265	0.0227923196	-0.0083941055	0.0214470891	-0.0685974377	0.0560912277	0.0076866591	-0.0037415644	0.0322595183	-0.0364795393	0.070657358	-0.0071511797	0.0235806511	-0.0961765659	0.0692465534	-0.0190581105	0.0429324007	-0.0268355172	0.0531677534	-0.0155850839	0.0805849399	0.153366806	0.1532882396	0.0226116708717682	n/a	0.0005112876596131	n/a	0.0486615260209646	n/a	n/a	0.002367944114689	0.0361400746665125	n/a	0.001306104996901	n/a	-0.0025007805529219	n/a	6.253903373872363e-06	n/a	-0.0018359935429452	n/a	3.370872289736468e-06	n/a	0.0007882033812682	n/a	6.212645702426234e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.8789640944076	0.6372687246472424	944548.7208492188	0.4061114274135228	1313.4486397585254	1.6943264826675204	1725147.3292835206	2.8707422298684917	966.5684064898576	1.717727928830982	934254.4844243424	2.950589237485975	1082.1510582601488	800.7909612071758	0.958982	31.460663	0.2792865421731563	0.1571086089338695	-0.0713342423	0.068425264	-0.0482754451	-0.0625964483	0.0066790636	-0.0914601447	-0.0215134985	0.0027561196	-0.020556278	0.010119172	0.048535635	-0.0384398315	0.0225680072	0.0509832023	-0.0847645363	0.1169619657	0.1113566761	0.0695972443	-0.0016353473	-0.0208366512	0.024713467	0.0007292705	-0.0592836001	0.0809336461	-0.0237204669	0.0465360306	0.0006675375	0.0439671394	-0.0826098974	0.1211759405	0.0087037173	-0.0391879011	0.0421297797	0.0422209656	-0.0577306111	0.0373201406	-0.0863754387	0.0242043955	-0.0858607101	-0.0469174472	0.024663814	0.0564400432	0.0138721432	-0.136984284	0.0938706489	0.0658954838	0.1201238082	-0.1274048237	-0.0553173761	-0.0272076412	0.345935103	-0.0639975558	-0.0646834778	0.1036269512	0.3217062803	0.1531573254	0.1524510324	0.0330358666316215	0.0104241957598533	0.0010913684841022	0.0001086638572397	0.0230938066315218	-0.0255677193894428	0.0006537082747772	0.0005333239047341	-0.0574412112779327	-0.0935812859444452	0.0032994927530761	0.008757457079016	-0.0046363086298581	-0.0021355280769362	2.1495357711296693e-05	4.560480167382825e-06	-0.0012910658208367	0.0005449277221085	1.6668509537327417e-06	2.969462223223588e-07	0.0011020144038118	0.0003138110225436	1.2144357462086772e-06	9.84773578698599e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.3608861903462	-4.5180779040614425	935787.0841309718	20.41302794716824	1332.7932383531445	19.34459859461913	1776337.816199862	374.2134947869404	966.7503699587104	0.181963468852814	934606.2778153034	0.033110703996949	1080.817085572732	780.9511970035613	1.513033	49.63702	0.6128396874838696	0.4093331509265783	-0.0751977779	-0.0712280041	0.0756319794	0.2145645376	0.0022102249	0.0097544916	-0.0672769774	0.0031714326	0.2160678569	0.0906010084	0.019817343	-0.0633200605	-0.1567729008	0.1474773896	0.1473017626	0.0650886109	0.0262620573	-0.1650418714	-0.120192983	0.0875951124	-0.0170220924	-0.0067548717	-0.0228018208	0.1987223009	-0.2078468809	-0.1797280692	-0.1730275239	-0.0330178172	-0.1011007196	-0.1045087651	-0.0065616088	-0.0138555787	0.1551216394	-0.0956408955	0.1336972675	0.0670697378	0.0162862355	-0.0334471019	-0.050700245	-0.0341590424	-0.2581638688	0.3184453707	-0.075368824	-0.0005431075	-0.1214723971	0.0160495972	-0.2011379606	0.1446126601	0.1441031247	0.2077159007	-0.0247177254	-0.0026273881	0.1320870555	0.0851572532	0.1539185908	0.1527386503	0.1507811905	0.0413844152471511	0.0083485486155295	0.0017126698253486	6.969826398586115e-05	0.0351269018442792	0.0120330952127573	0.0001447953803992	0.0012338992331776	0.319828987385705	0.3772701986636376	0.1022905811721654	0.1423328027997006	-0.0023627049910471	0.002273603638811	5.582374874718877e-06	5.169273506414621e-06	-0.0024622938164402	-0.0011712279956035	6.062890838479646e-06	1.3717750176853926e-06	0.0002430891383874	-0.0008589252654244	5.9092329201928505e-08	7.377526115843762e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
969.6705478239112	2.3096616335650424	940260.971317124	5.3345368615623405	1320.760736570768	-12.032501782376585	1744408.9232669573	144.7810991428957	964.85491033186	-1.895459626850425	930944.9979915016	3.5927671970199517	1081.1737209166758	775.3510112378602	1.608576	52.771431	0.977724528000067	0.5843591139371822	0.0259319557	0.1935641997	0.0095352702	0.0514610859	-0.0002034826	-0.0334221165	-0.0226034579	0.0222368681	0.0686112095	0.0448482331	0.0107253792	-0.0372932744	-0.1181816022	-0.2180078773	0.0275028926	0.0860265882	0.0113339843	0.0936115984	0.0172265541	-0.1143074161	-0.042679036	0.0118363373	-0.0330202944	0.0538803972	-4.34997e-05	-0.0196575039	0.1236355912	0.0533276147	0.1438610387	-0.0754023887	-0.0708116878	-0.0834389849	-0.0327439581	-0.0975754077	0.0085097749	-0.0864361138	-0.0137260592	0.0786805949	0.1007614571	-0.2372490599	-0.0890988076	0.1012657076	0.0108631832	0.0902613328	-0.1634429456	0.275177296	0.2022465583	0.2444199916	-0.0340202666	-0.0042286287	0.1429431799	-0.0790347341	-0.4610064611	-0.1481329933	-0.325668249	0.1521113526	0.148287834	0.0582225736929018	0.0168381584457507	0.0033898680874253	0.0002835235798442	0.116702352116448	0.0815754502721688	0.006654554087107	0.0136194389895114	0.0374467341365374	-0.2823822532491675	0.0014022578974925	0.079739736950077	0.0076191730558957	0.0099818780469428	5.805179805568702e-05	9.96378893440386e-05	-0.0038399333074927	-0.0013776394910524	1.4745087805991826e-05	1.8978905673073904e-06	0.0008221449210517	0.0005790557826643	6.75922271211106e-07	3.3530559943696505e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.138389475124	2.46784165121278	945053.048291288	6.090242415460619	1316.9000784283037	-3.860658142464217	1734225.8165644724	14.90468129297526	970.030981231154	5.176070899294018	940960.1045482756	26.791709954518385	1083.0323793668274	782.3693000464752	1.415463	46.436104	0.4361990300678571	0.2958954021442534	-0.0496259113	-0.0365121135	-0.0545993261	0.0291693043	-0.0521961061	0.0120330852	-0.022425257	0.00597543	0.0661440025	0.028811285	-0.0031395253	-0.1364747103	0.0458241313	-0.1003254534	-0.0036012357	0.0249985744	0.049177102	0.0500401715	-0.0292367625	0.1271749563	-0.0413991967	-0.0242160308	-0.0809923103	0.0560704065	-0.0369181633	0.0528861191	0.0454469017	-0.1265105091	-0.0356615571	-0.0858824092	0.0950305297	-0.0867154136	-0.0220074461	0.0273577425	0.0135509565	-0.030717644	0.0366524349	0.0232900651	-0.0120141476	0.0625736521	-0.0170630848	0.033690308	-0.0128591158	-0.0449591367	0.012101571	-0.0317587718	-0.0957359329	0.0544192635	0.0627770288	-0.0258799971	-0.0460674593	-0.0125380886	0.1430461235	-0.0762422381	-0.0824076627	0.151276289	0.1449845808	0.0553137363690865	-0.0029088373238152	0.0030596094311088	8.461334576420946e-06	0.1082322432906721	-0.0084701088257758	7.174274352048673e-05	0.0117142184877312	-0.0688067342669285	-0.1062534684034659	0.0047343666804797	0.0112897995477663	0.0024360419493	-0.0051831311065957	5.934300378749344e-06	2.6864848068159964e-05	-0.0027090744191511	0.0011308588883416	7.339084208498869e-06	1.2788418253411996e-06	0.000764802605693	-5.734231535870003e-05	5.849230256748023e-07	3.2881411306966052e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.2004021049776	2.062012629853598	949066.4234615	4.251896085675751	1312.5630232922138	-4.33705513608993	1722821.6901139964	18.81004725348404	970.8725355717174	0.841554340563448	942593.4803274558	0.7082137081211799	1081.511222677028	795.8541024050204	0.799203	26.218893	0.3909128868451739	0.2944483448029883	-0.0602632501	-0.0025703544	-0.0448570057	-0.0855061164	-0.1076299087	-0.0221070408	-0.0190828192	0.0107881568	-0.0007745699	0.0707574312	-0.00937253	-0.0910332986	0.0392927944	0.0554906237	0.0225453163	0.1790339234	0.1110665482	-0.0195868822	0.1340519003	-0.0428710107	0.0164881836	-0.0026843912	-0.0735776829	0.0446910904	-0.0619079487	0.0380515801	0.0883365483	-0.0775247338	-0.0788989327	-0.0422482048	-0.0678093279	-0.0595997458	0.0395264234	0.0927876654	-0.0525050292	-0.0119993608	0.0024182112	0.027971864	-0.0211524851	0.0455012145	0.0361281749	0.0308643157	0.0378749172	-0.0346723153	0.1149169006	0.0327032271	0.0444361497	-0.0151060328	0.0993511485	-0.013313123	0.132369211	0.0806772093	0.0420649474	0.0048804746	-0.0233482185	0.1502346003	0.1408894722	0.0535463166123122	-0.0017674197567743	0.0028672080227459	3.1237725966361334e-06	0.0421364991133401	-0.066095744177332	0.0043686473983553	0.0017754845575285	-0.0406081039811709	0.0281986302857576	0.0016490181089455	0.0007951627499928	-0.003028675489368	-0.005464717438668	9.172875219898494e-06	2.986313668448215e-05	-0.0023260918358234	0.0003829825833276	5.410703228684275e-06	1.4667565913235868e-07	0.0007154807751825	-4.932183051049996e-05	5.119127396557511e-07	2.432642964906484e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.56123237492	0.3608302699424257	949769.5956481228	0.1301984837067238	1310.9269312759118	-1.6360920163019728	1718529.419144479	2.676797085807055	968.6773938630756	-2.195141708641813	938335.89338136	4.818647121018899	1080.6750354090482	799.7312962711533	0.674415	22.12505	0.1019255349158104	0.0518882467993553	-0.0055166659	0.0038946407	-0.059421291	-0.0783351554	-0.1119406287	0.0457898171	-0.0070238869	-0.0040258674	-0.0247566275	0.0661512009	0.0069588989	-0.0773220224	0.0331543965	0.008701515	0.0235859271	0.0652251472	0.0004246642	-0.0218543555	0.0065265578	0.0546905361	0.0609220601	0.0075748491	-0.0592082422	0.04351887	-0.047152352	0.0519906318	0.0323170997	-0.0839492642	-0.0229409011	-0.0327267095	-0.0569548223	-0.0483418481	0.0356299418	0.0904624859	-0.057544068	-0.0092312881	-0.015376144	-0.0041127563	-0.0274151647	0.0484742549	0.0374935166	0.0147923454	0.0057879445	0.0012993854	0.106617098	0.062980784	0.0284158048	-0.0834483716	0.0486721186	-0.073946475	0.1244152769	0.1178601648	0.0018441076	0.0497004704	0.054965842	0.1489877092	0.136024874	0.030855038124713	-0.0226912784875991	0.0009520333776774	0.0005148941194017	0.0528902386000993	0.0107537394867592	0.000115642912949	0.0027973773391754	-0.0350328980091489	0.005575205972022	0.0012273039429194	3.108292163046982e-05	-0.003807274994989	-0.000778599505621	1.4495342887468487e-05	6.062171901532655e-07	-0.0019049814887013	0.000421110347122	3.628954472294621e-06	1.7733392445329549e-07	0.000773877141828	5.839636664550004e-05	5.988858306438745e-07	3.4101356373956702e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
969.9107815551974	-4.650450819722551	940726.924177014	21.626692826658143	1303.9125375572155	-7.014393718696283	1700187.905598897	49.20171924088587	966.887027138158	-1.7903667249175896	934870.5232480651	3.205413009692136	1085.837882833278	804.4035697296904	1.294803	42.477676	0.6461747542788056	0.4397741769090386	0.0249703744	-0.0741606268	0.0070694202	-0.2666752804	-0.0739322664	-0.1371140059	0.0198503311	0.1010835518	-0.1847334731	-0.2377655173	-0.0801707508	0.0367073443	0.022334295	-0.1090976944	0.0974393248	-0.0759312087	0.0860573648	0.2028380443	-0.3174243547	-0.1144521326	-0.1522976241	-0.0582904913	0.0084403007	-0.1623616807	0.2767618665	-0.0540753652	0.0635971443	0.1010015169	-0.0353132824	-0.2398443138	0.0984109321	0.0058149884	-0.0872578022	0.2130238187	-0.2465661375	0.1344960996	-0.0404247704	-0.0638880499	0.4258402785	0.1590165786	-0.055325856	-0.106396178	0.0444959408	0.0198039606	-0.1676606308	0.1358185599	0.0008248646	0.130752462	0.0125390701	0.263534798	-0.0022444928	0.1179327075	2.5514e-05	0.0933623838	-0.0890183848	0.1475373187	0.1304173552	0.0421973499374672	0.0113423118127542	0.001780616341745	0.0001286480372577	0.2695830856304155	0.2166928470303162	0.046955789954104	0.0726750400580159	-0.417583586083694	-0.3825506880745451	0.1743760513665178	0.1463450289463079	-0.0034409396010028	0.0003663353939861	1.1840065337749309e-05	1.342016208870242e-07	-0.0016297178489119	0.0002752636397894	2.65598026706203e-06	7.577007139010858e-08	0.0007036980283798	-7.017911344820002e-05	4.951909151456179e-07	4.9251079643753294e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.4009522539905	1.4901706987930083	943619.8100399596	2.2206087115412427	1302.7775654236964	-1.1349721335191134	1697229.3849712936	1.2881617438649282	967.0897200734992	0.2026929353411333	935262.526671839	0.0410844260372048	1078.2535537467218	790.3330138416247	1.377333	45.185207	0.7178244333851848	0.392607208123366	-0.0369079412	-0.0316290836	0.0453400677	-0.167394377	-0.0372232871	0.0101089023	0.0144100742	-0.0802392301	-0.0828260227	0.0656409144	0.0331909873	-0.0352705432	-0.0511269598	0.1544798876	0.0362027601	-0.0134427487	0.0965240828	0.0677607708	-0.0590972846	0.0196179314	-0.0074711777	0.0208373427	0.0054822575	0.0892441322	0.0113904165	0.0687154879	-0.0598578409	-0.0499786718	-0.08679412	0.0401453229	-0.0598508197	0.0033764164	0.0664654432	0.1455448113	-0.1137252298	0.0603556303	-0.1183594261	-0.0513826124	0.003535909	-0.0055398162	-0.1152760041	0.0387198088	-0.0312663735	0.0288841863	0.0651502098	0.0261254353	0.0045071544	-0.1477120569	0.0797468469	-0.069622559	-0.0441804145	0.0332051044	-0.0389402365	0.2299907765	0.0287697048	0.1458854101	0.124097542	0.0462583525053617	0.0040610025678944	0.0021398351765103	1.6491741856445695e-05	0.1358700006244362	-0.1337130850059793	0.0178791891018162	0.0184606570696842	-0.1174714620039694	0.3001121240797246	0.01379954438535	0.090067287019644	-0.0072451014470553	-0.0038041618460525	5.24914949781228e-05	1.4471647350961563e-05	9.921256311362649e-05	0.0017289304120255	9.843132679575321e-09	2.9892003696267566e-06	0.0007693702049335	6.567217655369995e-05	5.919305122394158e-07	4.312834773300338e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.6433721708656	0.2424199168751784	944090.8426835712	0.0587674160977684	1317.588481879673	14.810916455976669	1736039.4075819815	219.3632462659204	965.3780410498904	-1.7116790236087809	931954.762141324	2.929845079862309	1081.2549594311004	797.1697986282729	0.921298	30.224369	0.4902777860333623	0.3334849149731535	-0.0655209348	0.0117631533	0.0044640448	-0.0143822752	-0.0054804113	-0.0321667312	-0.0083108756	0.0168366144	-0.0856244198	0.0313322692	0.0091827118	-0.0238215383	0.0718836239	0.0167197221	-0.0768268164	0.025245071	-0.108556676	0.0911549697	0.045618676	0.0221576167	0.0193815245	-0.0063534604	-0.0426621314	0.0053864086	0.0134466066	0.0712209062	0.0053566053	-0.0488992956	-0.0014037087	0.0873689981	0.047885287	-0.0516653775	-0.0230635134	0.0734574169	-0.0922176713	-0.0727266425	-0.0469228198	0.0398630657	0.0643313656	-0.0333307206	-0.1060288278	-0.0311147971	-0.11517756	-0.0565597357	0.004210608	-0.0271436136	-0.1246434542	0.0202844923	-0.1388779971	-0.0988434244	-0.0931038153	-0.1995557745	0.1101457262	0.1617379701	-0.0461199552	0.1440342395	0.1170999511	0.0410091362603992	-0.0052492162449625	0.0016817492568239	2.755427118637824e-05	0.0845508484883765	-0.0513191521360596	0.002633655375964	0.0071488459801044	-0.1660424471420682	-0.0485709851380987	0.0275700942529265	0.0023591405972854	-0.0007850555450585	0.0064600459019968	6.163122088270985e-07	4.173219305590565e-05	-0.0011158144475573	-0.0012150270106709	1.2450418813776026e-06	1.4762906366599277e-06	0.0007970659425506	2.7695737617099997e-05	6.353141167740763e-07	7.670538821552475e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
