global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
1062.1412482669289	n/a	1128144.0312700295	n/a	1422.4821330541852	n/a	2023455.4188583845	n/a	1034.9354501119474	n/a	1071091.3858984192	n/a	1163.826992201531	963.5542091275544	n/a	n/a	n/a	n/a	0.0644597745	-0.0244477796	0.0187175736	-0.0732157142	0.1368264509	-0.1631126698	0.0555365813	-0.0062474859	0.0454328276	-0.0289837039	0.1354459624	-0.0478458155	0.0814829939	-0.0903344609	0.0790043886	-0.0117939995	0.0270064376	-0.002637792	0.0920770648	0.0758021885	-0.0993858618	0.0643205333	-0.0134610178	0.2697638771	-0.0078169397	0.1798364534	-0.0366633645	0.0436565161	-0.0260631877	0.067890657	-0.0043241216	0.0888941223	-0.1456854763	0.1488998861	-0.0484717072	0.0208035579	-0.0839479877	0.0786093602	-0.0367419518	0.0151878265	-0.0134705534	0.0011661511	-0.0007579874	0.0320122751	-0.0363159327	0.0439949501	-0.0314298341	0.0578078588	-0.0749937708	0.0211131257	-0.0651247454	0.1945747442	-0.0588768865	0.0001514817	-8.83618e-05	0.0877468924	-0.0917901307	0.0574667392	-0.0324959758	0.0993677752	-0.0791367798	0.0753712558	0.153366806	0.1532882396	0.000212484437128	n/a	4.5149636021602993e-08	n/a	-0.0413787032066608	n/a	n/a	0.0017121970790649	0.0865611613813399	n/a	0.0074928346596863	n/a	-0.0025384155877356	n/a	6.443553696059071e-06	n/a	0.0005498909329184	n/a	3.023800381058683e-07	n/a	-0.0003073027115341	n/a	9.443495651621029e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1058.4074062478128	-3.733842019116082	1120226.2376002227	13.94157622371686	1410.348442691496	-12.133690362689094	1989082.729802328	147.22644181761422	1034.6561696122333	-0.2792804997141047	1070513.3893166585	0.07799759752056	1162.2204652983569	944.0797412299256	0.994206	25.507067	0.1908197393465951	0.1043045852227577	0.0084397245	-0.0587721753	0.0625070955	-0.0684772956	0.0527734838	-0.0173678039	0.2242424921	-0.1196923981	0.1221683106	0.0436950881	0.1615484979	-0.0696760829	0.0941476823	-0.0616170799	0.1176033271	-0.0365067901	0.030313682	0.0478886837	0.0473659448	-0.1849684085	-0.0192922974	0.2132601017	-0.1415440065	0.1525043864	0.0212165412	0.0056785185	-0.1263883091	-0.0135027225	0.0145952081	0.0883019034	-0.146536612	0.0906574712	-0.1068001027	0.1973820569	0.0705939825	0.1868300364	-0.0783483763	0.0091415247	-0.0589954673	0.0057259531	0.0132470473	0.0127125289	-0.0028693448	0.0056725533	-0.0408268027	0.0706161557	-0.0589584492	0.0386328036	-0.0778269759	0.0525566053	-0.1656773277	-0.0380749601	-0.0836649282	-0.0071957737	-0.0723711652	0.0306097127	0.0128356507	0.1402905324	0.0823703557	0.2298808647	0.0692654229	0.1258593249	0.1531573254	0.1524510324	0.000102542983555	-0.000109941453573	1.0515063476361e-08	1.2087123213744116e-08	-0.0628384877513497	-0.0214597845446889	0.0004605223527044	0.0039486755428765	0.1290174736655132	0.0424563122841732	0.0166455085110313	0.0018025384527712	-0.0008190345197896	0.0017193810679459	6.708175446069806e-07	2.9562712568111267e-06	-0.0001708349869733	-0.0007207259198917	2.9184592774167572e-08	5.194458516037372e-07	-0.0004030697449796	-9.576703344550002e-05	1.624652193179198e-07	9.17132469495152e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.8537632532132	2.4463570054003867	1125410.7070085043	5.984662597871548	1413.6883593592152	3.3399166677190806	1998514.7773877492	11.155043347307728	1036.743654328633	2.0874847163997856	1074837.404790688	4.357592441202693	1162.0842495622303	941.5031635215998	1.185971	30.426941	0.1325162281616125	0.0759350177945292	0.0436876067	0.0064460139	0.0053715533	-0.0161817843	-0.1143700078	0.0086894794	-0.1450931847	0.0006841226	-0.0736664089	0.0075722942	-0.1897968507	-0.0724870898	0.099206437	0.1286683465	0.0162017437	-0.003584033	0.0048352576	0.0087948923	-0.021191246	-0.031042509	-0.1284794288	-0.0828491104	-0.0385264557	0.055669251	0.0780262085	-0.1263530055	-0.0062630311	0.0518255305	-0.0195935111	-0.0497558063	0.0608395549	0.0012650667	-0.041196629	-0.1559851472	-0.0669620632	0.0137751048	-0.0721590474	-0.0516986513	-0.0208991346	0.002605098	0.0090897497	0.0677647975	0.0982534129	0.0820218262	0.0830411334	0.0760508007	-0.0321269288	0.0716143551	-0.019795457	0.0098992574	0.011226919	0.0895667711	-0.1225587331	0.02146394	-0.0006050224	0.0919091408	-0.0059939189	0.0601298525	-0.0255381075	-0.0357851496	0.1107895781	0.0495237152	0.1527386503	0.1507811905	5.943705346567185e-06	-9.65992782084328e-05	3.5327633246811346e-11	9.331420550390204e-09	-0.0135233940869738	0.0493150936643759	0.0024319784631261	0.0001828821876315	0.0764405563782446	-0.0525769172872686	0.0058431586594155	0.0027643322314322	-0.0004379878529871	0.0003810466668025	1.918333593642495e-07	1.4519656228129549e-07	5.858832264449276e-05	0.0002294233096177	3.4325915502951837e-09	5.26350549959816e-08	-0.0004029873627647	8.238221490001942e-08	1.6239881454804793e-07	6.786829331832982e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.3555618031696	1.5017985499564477	1128599.339694128	2.255398884651288	1417.1895612957833	3.5012019365681226	2008426.2526457347	12.258415000628371	1040.555880910982	3.812226582349013	1082756.54129843	14.533071515168432	1163.631452959433	939.815440575638	1.059753	27.18873	0.1538304889959243	0.088607849474743	0.1051998543	-0.1090371446	-0.0357840021	0.1040096767	-0.0186989006	0.0590875996	-0.0597032902	-0.0300925736	-0.0465352746	-0.1056470854	0.0517744924	-0.0309930818	-0.0864270201	0.0264743736	0.0511672723	0.0148792418	-0.0196047743	0.1521110074	-0.0738847406	0.008433132	-0.0297947065	-0.1483007459	-0.0394910375	0.0941323863	0.0977304786	-0.2614408609	-0.0064557886	0.1048636028	0.0427981927	-0.0311125686	-0.0178879786	-0.1153169518	-0.0024309592	-0.0972998629	0.1005187606	-0.1220531448	-0.1955711443	-0.0265493264	-0.0675090049	-0.0182522093	0.0400174385	-0.0561030696	0.0425392194	-0.0004316133	0.1051175145	0.0808159633	0.0955247704	0.1396930287	0.0737466178	-0.1460964238	0.0487952985	-0.1317942202	-0.0855055301	0.0175494355	0.0896191944	0.0917289984	0.0517761762	0.0863692186	0.0075997804	0.1596437174	-0.0172949059	-0.0216403632	0.1521113526	0.148287834	0.0179462081313204	0.0179402644259738	0.0003220663862926	0.0003218530876738	-0.0420196998094866	-0.0284963057225128	0.0008120394398309	0.0017656551720793	0.1556116093253763	0.0791710529471317	0.0242149729568335	0.0062680556247575	-2.895684737608709e-05	0.000409031005611	8.384990099620017e-10	1.6730636355115645e-07	0.0002140056368997	0.0001554173142552	4.579841262484624e-08	2.4154541570301843e-08	-0.0004029963609046	-8.998139900014395e-09	1.6240606690235066e-07	8.096652166023105e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.724580273893	0.3690184707234039	1129383.533518322	0.1361746317350397	1430.9803743033574	13.790813007574116	2047704.8316413767	190.18652340987543	1038.3056243648373	-2.250256546144783	1078078.569587655	5.063654523467448	1164.9990000056123	952.3952445983888	0.972262	24.944077	0.3219842778733326	0.1590328834211829	0.0582584285	-0.0584361011	-0.0163271019	0.0348033246	-0.0623221218	0.0950689142	0.0694004735	0.0210134618	-0.097400556	-0.0439291231	-0.0819830197	0.0814424288	0.0519584256	0.0324695681	0.153018254	-0.0467157781	0.042569166	-0.0222006613	-0.1128806108	-0.0113739452	0.0168722353	-0.0344534721	0.0272464581	-0.0198917857	0.1566950356	0.083182216	-0.043819752	0.1311814867	0.0059414916	-0.0406855123	0.0035081866	-0.0529838405	0.1472533314	-0.0581685003	-0.0397896261	0.0106396982	-0.0377520154	-0.036902113	-0.1381554486	-0.0571728999	0.0215296405	-0.0336351999	0.0247210418	-0.003524315	0.0020322501	0.1347683814	0.0833031092	-0.0187168458	0.1665353766	-0.0616952518	0.0688888349	-0.0721292752	0.0058584155	0.0171674012	-0.0004281891	0.0297600672	-0.0178478306	-0.0531664125	0.0036795294	0.0364093521	-0.1746349631	-0.0363071051	0.151276289	0.1449845808	-7.517274256940709e-05	-0.0180213808738898	5.6509412254063495e-09	0.0003247701686018	-0.1310532141592943	-0.0890335143498076	0.0079269666774774	0.0171749449414818	0.2596333804822208	0.1040217711568445	0.0674094922606256	0.0108205288746069	-0.0008491800177345	-0.0008202231703584	7.211067025195657e-07	6.727660491928061e-07	0.0005312123615728	0.0003172067246731	2.821865730877512e-07	1.0062010617783589e-07	0.0006777259739197	0.0010807223348243	4.593124957254059e-07	1.1679607649880862e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.706276835658	-1.0183034382350795	1127220.2182722348	1.036941892321385	1426.8305864443723	-4.149787858985064	2035845.5224131916	17.220739274579845	1035.8497661807671	-2.4558581840701663	1072984.73809675	6.031239420264415	1164.5341660072063	959.1446011376488	0.754599	19.359779	0.1358760257866486	0.0677033679383857	0.0377930758	-0.0869233702	-0.0223258783	0.0512155124	-0.023141679	0.1005057187	0.1126441836	0.0315137232	-0.0730460303	-0.0016099695	-0.0436109844	-0.0521869663	0.0314069988	0.0908168776	0.1650277293	-0.0239173179	0.0367038541	0.0986165952	0.0343638663	0.0343318796	0.0255954264	-0.1200892584	0.0870188133	0.0190651398	0.1252162264	0.1657485223	-0.0352092446	0.1025498797	0.0361453689	0.006351713	-0.0078418163	0.0377273632	0.187522662	-0.07391491	-0.0060591767	-0.0145177075	-0.0812093929	-0.0442248422	-0.1267318728	-0.0609660317	0.0665197222	0.0041836218	-0.0173512764	0.02306857	-0.0022487514	0.1289565973	-0.0029387068	-0.0494002716	0.2072212758	-0.0311997486	0.0445770236	-0.0491230931	0.0224636195	-0.0437933274	0.0499880422	-0.0295548688	-0.1063675923	0.0511801964	-0.004834408	0.0258252053	-0.1518770708	-0.0606693046	0.1502346003	0.1408894722	0.0140691009936375	0.0141442737362069	0.0001979396027691	0.0002000604795247	-0.155362561979814	-0.0243093478205196	0.000590944391459	0.0241375256649315	0.2465127710469588	-0.0131206094352619	0.0607685462892503	0.0001721503919526	0.000316943956113	0.0011661239738475	1.0045347131655929e-07	1.359845122381885e-06	0.0002610678538963	-0.0002701445076765	6.815642433801983e-08	7.297805502777857e-08	0.0004279585595505	-0.0002497674143692	1.8314852869253885e-07	6.238376128067566e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.796276438523	-0.910000397135036	1125288.740105835	0.8281007227859234	1415.3217525262942	-11.508833918078151	2003135.6631741007	132.45325815390612	1035.7688013092288	-0.0809648715382991	1072817.0097655568	0.0065553104232132	1163.674818437949	944.0582698257516	0.821961	21.088003	0.0924084385446166	0.0517771298863641	0.0597784215	-0.1062242505	-0.0183151679	0.0722847047	-0.0226727348	0.1051146185	0.0614713063	0.0260084151	-0.0412145243	-0.0114694972	0.068837492	-0.0771492945	-0.0345099917	0.112381332	0.0908301228	-0.0580625135	0.0318851221	0.0883492686	0.0014811514	0.0697962756	0.1195013286	-0.0689597604	0.1100829137	0.1615340293	0.0379001525	0.0573474473	-0.0418364078	0.0987656524	0.0455899104	0.0137940005	0.007304599	0.0312366125	0.1666051913	-0.0612605659	-0.0014300324	-0.0343900273	-0.0757411304	-0.0274888302	-0.1066262285	-0.079669396	0.0612737076	0.0378406704	-0.060987593	0.0122649471	0.0194763483	0.1051565188	-0.0241215509	-0.1141881964	0.1761586281	-0.0642353542	0.1257526879	0.0299478514	-0.041078222	-0.1286050893	0.0839527299	-0.012714613	-0.1407342465	-0.0235608748	-0.0182225745	-0.0275460217	-0.1365155989	-0.0970725077	0.1489877092	0.136024874	0.0054093240939749	-0.0086597768996625	2.926078715365737e-05	7.499173595192997e-05	-0.1109181889783315	0.0444443730014824	0.0019753022914949	0.0123028446462328	0.2277610953563922	-0.0187516756905666	0.0518751165579435	0.0003516253412041	0.0004568860918842	0.0001399421357712	2.087449009572177e-07	1.958380136420497e-08	0.0005320981579437	0.0002710303040473	2.831284496870787e-07	7.345742571202606e-08	0.000427878740311	-7.981923950002016e-08	1.8308021641012812e-07	6.371110994361577e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.237391567333	1.4411151288099973	1128348.2760437713	2.076812814485055	1426.180705103381	10.858952577086711	2033991.4036091769	117.91685107141812	1039.0223115750446	3.2535102658157484	1079567.363950749	10.58532904976846	1165.9771539797728	949.7126906099876	0.906472	23.256178	0.0668928965819542	0.0352749961651748	0.0154243792	-0.0819588092	-0.0608768241	-0.0274431635	-0.0581557847	0.0246420715	0.1031273849	0.0432515073	-0.0451645411	0.0142312315	-0.0547558051	0.0106383145	-0.0414421576	0.0593753792	0.1192880814	-0.017683727	0.0430319462	0.0609038101	-0.0301515357	0.2094564397	0.1641614076	0.1254172399	0.1220569096	-0.1384650264	0.0140638246	0.0115146125	-0.0138065594	0.0962491872	0.0508093316	0.0056679234	0.0230229269	0.0051989845	0.2362260929	-0.0001336899	-0.1209104666	-0.0157310971	-0.0471762516	0.0117774547	-0.1003624869	-0.0499288765	0.054723461	-0.0662493552	-0.0007774916	0.0183197266	-0.0040023419	0.0256020209	0.0207194218	-0.0832874425	0.2117370033	-0.0566699151	-0.0415134743	-0.0723566202	0.035929512	0.0324807107	0.0189774534	-0.05907287	-0.053169163	-0.0218117077	-0.0109106494	-0.0439215964	-0.1186807603	0.0290727024	0.1475373187	0.1304173552	3.643865957769776e-05	-0.0053728854343972	1.327775911819345e-09	2.886789789115761e-05	-0.1310941178098801	-0.0201759288315485	0.0004070681042157	0.0171856677243507	0.2313012542651336	0.0035401589087414	0.0535002702246239	1.2532725099141122e-05	0.0001659858457125	-0.0002909002461716	2.7551300976893857e-08	8.462295322275565e-08	6.703564834675824e-05	-0.0004650625095969	4.4937781492702315e-09	2.1628313783260554e-07	0.0004279944526877	1.157123767000232e-07	1.8317925153144386e-07	1.3389354121568068e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.81425466416	0.5768630968270827	1129574.1399173338	0.3327710324809322	1428.3242762335417	2.143571130160808	2040110.2380780708	4.594897190058884	1038.6233500658982	-0.3989615091463747	1078738.4633021094	0.1591702857803528	1168.124703242861	960.9639893155462	0.8739599999999998	22.422062	0.1206478588279993	0.0666286639708294	-0.002003783	-0.0124572932	-0.0236019185	-0.1557796224	-0.0624986953	-0.0625355418	0.0225379624	0.0291890792	-0.0280083588	-0.0164153724	0.0185942539	0.0327346798	0.0490583469	-0.0405604198	0.126155702	-0.0081312052	0.0017902341	0.0940817754	0.0147714368	0.1327492059	0.1166707228	0.045081451	-0.0321986093	-0.0854377509	-0.0443921965	0.0132983523	-0.0171992275	0.0613527912	-0.0346862414	0.0524126542	-0.0267749563	-0.0032330196	0.0744729954	0.0913010968	-0.1715001958	-0.0084672829	-0.1387044288	0.0350128639	-0.0832857441	-0.0055053482	0.0296658275	-0.0301351152	0.0150900568	0.0332944714	-0.0444818764	0.0670025459	-0.0057911256	-0.0071801797	0.114418178	0.0895858586	-0.117901145	0.1137653661	-0.0130298538	-0.0200844608	-0.0749825799	-0.0293704335	0.0194120819	0.0407534317	-0.0403732152	-0.0308033242	-0.0847481935	0.0374673149	0.1458854101	0.124097542	1.916020207204383e-05	-1.7278457505653932e-05	3.671133434415527e-10	2.9854509377468866e-10	-0.0993568850640684	0.0317372327458116	0.0010072519423618	0.0098717906096344	0.1887159359542423	-0.0425853183108912	0.0356137044830856	0.0018135093356399	-0.0006569920960157	-0.0008229779417282	4.3163861422710274e-07	6.772926925711845e-07	-3.614067531465537e-05	-0.0001031763236614	1.3061484121993401e-09	1.0645353764284775e-08	0.0004279881318015	-6.320886199976013e-09	1.8317384096293813e-07	3.99536023530472e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.93087507586	0.1166204117000688	1129822.0451895336	0.0136003204250935	1423.278038331832	-5.046237901709674	2025720.374397708	25.46451696065125	1039.662330689469	1.038980623570751	1080897.7618546586	1.0794807361554668	1165.837022873451	958.5360948194838	0.817126	20.963945	0.1890544435066957	0.11317539702742	-0.0145471783	0.0158603661	0.0242547993	-0.1852871825	-0.0526610203	-0.1411324091	0.0161803383	0.0099263186	-0.0133465895	0.0055284934	0.0632897877	-0.0530190451	0.0464973516	-0.0920585314	0.1117013405	-0.0475166277	-0.0331656383	0.0546430883	0.013458522	0.0381641979	-0.0421711785	0.0390850838	-0.0148857039	-0.0078273809	-0.0404317347	-0.1038419817	-0.03966657	0.0383358279	-0.0333958161	0.0228779464	-0.0127463603	0.0540210268	-0.0625903682	0.1058741362	-0.1282301743	0.0504695896	-0.1334692102	0.0323838245	-0.0318027107	-0.0119999187	0.0208990935	0.092416541	0.090068376	0.1317720983	0.0443657513	0.0862468473	-0.0573541016	0.0458723162	0.0463657119	0.1755881423	-0.07852144	0.1206516005	-0.0249171733	-0.0572653676	-0.0965049575	-0.0608848662	0.0964555565	0.0345434607	-0.0004937622	-0.0506878403	0.1291834394	-0.0005662477	0.1440342395	0.1170999511	-5.8580611508318725e-05	-7.774081358036256e-05	3.431688044688564e-09	6.043634096136683e-09	-0.0541262927719685	0.0452305922920998	0.0020458064790941	0.0029296555692368	0.107208178283308	-0.0815077576709343	0.0114935934908255	0.0066435145605437	0.00055800117008	0.0012149932660956	3.113653058106491e-07	1.476208636657896e-06	-6.380572374231619e-06	2.976010294042375e-05	4.071170382280772e-11	8.856637270246182e-10	0.000428001817367	1.3685565499973497e-08	1.8318555566945486e-07	1.8729470305406484e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
