global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1141.2019548666162	n/a	n/a	1302341.9017913863	1545.969893633309	n/a	2390022.912020585	n/a	1110.0036172924854	n/a	1232108.0304024024	n/a	1205.0933295756522	1103.0621462554698	n/a	n/a	n/a	n/a	-0.1141848334	0.0081377113	0.0063136339	-0.0407345452	0.0035635136	-0.0066720702	0.0068660026	0.1104144865	-0.0126897385	0.0652697658	0.0343363241	-0.0983214364	0.0835212143	-0.007532472	0.0725021703	-0.0605325068	-0.0268972433	0.0333156761	-0.0424635544	0.0618735682	-0.0342712214	0.0186580596	-0.0298689952	4.0694e-05	0.2160962748	-0.1179881127	0.0008395974	-0.1651643849	-0.0565716446	0.0635245082	-0.0594871938	0.087814792	0.0040550406	-0.0840624268	0.037529635	-0.0668923045	0.0220348577	-0.0229905839	0.0947855706	0.0435419788	-0.0713046178	0.0462330799	-0.1067564222	0.0166547038	-0.0887374452	0.0236380765	-0.0019585701	0.0303029772	-0.0923160006	0.0207801487	-0.0162627518	0.0524177016	-0.0240410818	0.0532919341	-0.0295501214	0.01877913	0.07346091	-0.1070304226	0.0801783598	-0.1252424132	0.0011672844	-0.04703236	0.1064566836	-0.1984144285	0.0346492856	-0.0264253416	0.0756984082	-0.0346423631	0.153366806	0.1532882396	0.0639263680424591	n/a	n/a	0.0040865805310999	-0.09120627880813	n/a	0.0083185852940263	n/a	-0.0751846107544267	n/a	n/a	0.0056527256942946	0.0035351459011297	n/a	n/a	1.2497256542274118e-05	0.0038420314689247	n/a	1.4761205808207688e-05	n/a	-0.0008437962931772	n/a	n/a	7.119921843795834e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1142.1434822751287	0.9415274085124564	0.8864738609801822	1304491.7341035572	1540.164437374826	-5.805456258482991	2372106.4941541147	33.70332236915933	1110.639652151607	0.636034859121537	1233520.4369314425	0.4045403420177534	1204.9332289236029	1077.113502070148	1.126816	32.707066	0.2642234359761616	0.1554400876711645	-0.1473486847	-0.0574414287	0.0290181661	-0.0546522455	0.2417736285	-0.0087780404	0.0459040465	0.1939615755	0.0674364697	-0.0127134932	0.0408055843	-0.1564552723	0.0275041561	-0.1063653374	0.0503524596	-0.169782573	-0.1015934056	0.1622067297	0.0067838159	-0.1374347954	-0.0519144205	0.0524409717	-0.1514738335	-0.0998917907	-0.0932679246	-0.2035797572	0.0597760159	-0.2118923451	-0.0650330667	-0.0470996562	-0.1036618994	0.1507154972	-0.0021269255	-0.0421237108	-0.003401614	-0.0592578521	0.1079349142	-0.160537822	0.097682613	0.1017146294	-0.180570469	-0.0686614735	-0.229136221	0.0018265639	-0.1147020849	0.0547201191	0.0567032153	0.0957814574	-0.0355983449	0.0014706198	0.0031389005	0.0214864186	-0.0158394677	0.0655941284	-0.0488128379	0.0207223783	0.0067025069	-0.1919512374	0.2948775775	-0.0645701455	-0.0468555252	-0.136552617	0.1422707101	-0.4000848654	-0.0434964317	0.1184191051	0.1839276748	-0.1372510554	0.1531573254	0.1524510324	0.0426180330619558	-0.0213083349805033	0.0004540451396413	0.0018162967420699	-0.0793765024951085	0.0118297763130214	0.0063006291483559	0.0001399436076161	-0.2103896106863985	-0.1352049999319718	0.0182803920066044	0.0442637882847743	0.004314030079508	0.0007788841783783	6.066605633280396e-07	1.86108555268998e-05	0.0028369824493807	-0.001005049019544	8.048469418094115e-06	1.010123531686356e-06	-0.0007101229960862	0.000133673297091	1.786855035517877e-08	5.042746695704411e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1140.2679087639524	-1.8755735111762988	3.51777599582619	1300210.9037569172	1536.5626250444832	-3.6018123303429093	2361024.700683593	12.973052063010218	1109.742562872401	-0.8970892792058294	1231528.555850605	0.8047691748660345	1202.0192941763	1064.177818292498	1.0622	30.831533	0.227975457887226	0.1052332605931809	-0.1300558006	-0.0135199637	-0.0373586337	-0.062701234	0.0910965791	-0.0207664052	0.036021233	0.1743563685	0.0589311636	-0.0453971833	0.0907257541	-0.1455029419	0.0784285122	-0.0568721715	-0.0733395063	-0.0724435804	0.0129809262	-0.1109915488	0.0155676568	-0.1298756428	0.0238566312	0.2085516353	0.0367117698	-0.1159244015	0.0358562007	-0.0462783712	0.1884208447	-0.0534569985	0.0137530532	-0.0173417346	-0.0659218529	0.1015975248	0.0224889812	-0.0890493731	-0.0522913609	-0.0122067547	-0.0816545871	-0.0506325625	-0.1116740879	-0.0136938595	-0.0531182133	0.0042204944	-0.2009438927	0.102858928	-0.125459958	0.0461442344	0.1036883529	0.0874737524	-0.0589999804	0.0316571224	0.0195741044	0.0559331853	-0.0159538681	0.0129921777	-0.0230766251	0.0101362484	0.0743216558	-0.1408936575	0.1371776823	-0.0713838848	-0.0447614599	-0.1061332363	-0.0607737211	-0.1535620553	0.1232547901	0.038276511	-0.077624325	0.0044706857	0.1527386503	0.1507811905	0.0939785516066393	0.0513605185446835	0.0026379028651787	0.0088319681620817	-0.0432738218718355	0.036102680623273	0.0018726236593953	0.001303403548186	-0.283819051440723	-0.0734294407543245	0.0053918827694928	0.0805532539607117	0.0032594007756418	-0.0010546293038662	1.1122429685733055e-06	1.0623693416254366e-05	0.0025698866967742	-0.0002670957526064	6.604317634257008e-06	7.134014106043258e-08	-0.00069019169326	1.993130282619993e-05	3.9725683234968524e-10	4.7636457344510594e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1143.812696935621	3.5447881716686425	12.565523182001916	1308307.4856711389	1538.5918901087873	2.029265064304127	2367265.0043085306	4.117916701205233	1112.0210104549633	2.278447582562194	1236590.7276932776	5.191323386483505	1203.8297407009652	1080.2890671763632	0.961773	27.916517	0.2032904102166617	0.1163269273590376	-0.0851000602	-0.0019814823	-0.0535631014	0.0608438647	-0.0176173479	-0.0099789326	0.0853604559	0.0299541317	-0.0030229836	-0.0576046941	0.0399541583	-0.0645083385	0.060410246	-0.0709599221	-0.0731489413	-0.0705372854	-0.0698360276	-0.0660250674	0.0212766392	0.1398750917	0.1414876744	-0.0003127415	0.0904732779	0.0974635803	0.0405235837	-0.0284898432	-0.0070974537	-0.0329790781	-0.0288148424	0.0406031229	-0.0292487572	0.0291524019	0.0512535438	-0.0643065366	-0.0643052204	0.0403694176	-0.0167696606	-0.0471967824	-0.1673840417	-0.0490341406	0.0363359529	-0.05101236	-0.0594336077	0.1745767579	-0.0979074143	0.0310680023	0.0527141074	0.0513969399	-0.0697785111	0.0454663748	-0.013064562	-0.0200760658	0.009170881	0.0030538638	0.0576404557	0.0440520938	0.0640000787	-0.0252102287	-0.0426603039	-0.1259797616	0.0094958903	-0.0861145778	-0.0986068466	-0.0884855629	0.0310291966	-0.0650561076	0.0874572019	-0.0415142678	0.1521113526	0.148287834	0.063388182670053	-0.0305903689365863	0.0009357706716764	0.004018061702212	-0.0723320395509574	-0.0290582176791219	0.0052319239456012	0.0008443800146872	-0.1836000114255895	0.1002190400151335	0.0100438559815549	0.0337089641954765	0.0028370311553463	-0.0004223696202955	1.7839609614856485e-07	8.04874577640556e-06	0.0030060448865298	0.0004361581897556	9.036305859831958e-06	1.9023396649088197e-07	-0.0006802638315947	9.927861665300052e-06	9.856243724533435e-11	4.627588805759023e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1145.6275646565855	1.8148677209644573	3.293744844598724	1312462.516900979	1542.8968645516088	4.304974442821504	2380530.734643185	18.532804953346314	1111.9660045322007	-0.0550059227625752	1236468.395235306	0.0030256515389623	1204.3905632725734	1072.245878117373	0.819852	23.797115	0.0951295074813402	0.0504840850365703	-0.0681468408	-0.0036189311	0.0117343525	0.0725274214	0.0217859549	-0.0205070251	-0.0306675715	0.0014280654	-0.0026287495	-0.057740157	0.0010187353	-0.1194380762	0.078618915	-0.0632555729	-0.035748878	0.0099536173	-0.0260080165	-0.0935885571	0.0307445979	0.0333705757	0.2304755971	0.0788320596	0.0354044464	0.2315561433	-0.0443963176	0.0911803834	-0.0350649199	-0.1143291996	0.0519909417	-0.0159324698	-0.0556673511	0.011620051	-0.0150211251	-0.0443733901	-0.0907775395	0.0114636073	0.006613958	-0.0815130194	-0.0741741625	-0.0382303872	0.1250060588	-0.0037860976	-0.0029533939	0.1304358738	-0.0857588281	0.0166121387	0.0393761476	0.0527527457	-0.0788424843	0.0390765801	-0.046016938	-0.018423519	-0.0317011442	0.0159513494	0.0793619756	0.0120199721	0.1003146956	-0.0217041626	-0.1259394629	-0.0971376632	0.0254795944	-0.0692267905	-0.0529374217	-0.0414226872	0.0804826732	-0.0726735668	0.0421033602	0.0289841858	0.151276289	0.1449845808	0.0892623299441055	0.0258741472740525	0.0006694714971593	0.0079677635470503	-0.0804298911854175	-0.00809785163446	0.0064689673960981	6.557520109372809e-05	-0.1607824770236519	0.0228175344019375	0.0005206398761836	0.0258510049178611	0.002846153780133	9.122624786700104e-06	8.322228299891512e-11	8.100591340165366e-06	0.0023862339303977	-0.000619810956132	5.694112370581255e-06	3.841656213413878e-07	-0.0005423979290957	0.0001378659024989	1.9007007071863762e-08	2.9419551348730404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1148.5460885770606	2.918523920475081	8.51778187438524	1319158.117585665	1547.137008796304	4.240144244695102	2393632.9239871744	17.978823215821	1113.1931851833876	1.2271806511869272	1239199.067538736	1.5059723506475706	1206.74703268473	1064.7983292876122	0.833763	24.200901	0.3485555484847691	0.1704318045974323	-0.040121529	-0.0059511265	-0.0469844183	0.1062509341	0.0667423127	-0.0261938826	-0.0367445913	0.0330145277	-0.0003817669	-0.0981367463	0.024282042	-0.0756319483	-0.0048254196	-0.0567056102	-0.0855733493	0.0070075499	0.0309419884	-0.0628392851	-0.0675671025	0.0201680709	-0.0038888341	0.1415892384	0.0928345989	0.0847368345	-0.0757736601	0.3023402279	0.1159230747	-0.0475774258	-0.1228741211	0.1002426139	-0.0481125801	0.0371601661	-0.0050720771	0.0145003094	-0.1066648009	0.0496022782	-0.015846437	-0.0225720516	-0.0564293076	-0.0273202419	0.0517856745	0.0686933113	-0.0299742524	0.1519588625	-0.0951697887	0.0285450635	0.126174684	0.0999957358	-0.0225789206	-0.0372304042	-0.0072472074	-0.0307971649	-0.1083565764	-0.0113118458	-0.0168533743	0.010323779	0.1396676103	-0.0128195365	-0.1559439622	0.0323857589	-0.0064460315	-0.0266700938	-0.1369568136	0.2184930981	0.114845243	0.0601424003	-0.0909395546	0.1997732358	0.1502346003	0.1408894722	0.1707423077910448	0.0814799778469392	0.0066389867899377	0.0291529356698118	-0.0120610340746623	0.0683688571107552	0.0001454685429501	0.0046743006226308	-0.2910451857571416	-0.1302627087334897	0.0169683732865859	0.084707300152409	0.0018815372061801	-0.0009646165739528	9.304851347446304e-07	3.5401822582400163e-06	0.0019849995608671	-0.0004012343695306	3.94022325664258e-06	1.609890192926181e-07	-0.0005393687767075	3.029152388200028e-06	9.175764190937931e-12	2.90918677286945e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1146.9853414779138	-1.560747099146738	2.4359315074949577	1315575.3735652063	1542.2002324249786	-4.9367763713253225	2378381.556891658	24.37176094047602	1110.5123563383463	-2.680828845041333	1233237.6935801462	7.186843296405647	1204.967802484004	1077.4918922319164	0.820227	23.808004	0.0952386387750553	0.0387715443174133	-0.0441210221	-0.0018023122	-0.0963489951	0.1482059375	0.0099449755	-0.002303245	-4.02656e-05	0.0219191748	-0.0528259303	-0.0762204422	0.0732194719	-0.0825767531	0.0440677321	-0.0252679218	-0.0391959762	0.0090727833	0.0769002215	-0.1718569164	0.065643325	0.0629926224	0.0063936542	-0.1741402623	-0.0131941498	0.024658581	-0.1057746335	0.0842695973	-0.0555164843	0.0443292656	0.0448223179	0.0797128562	-0.0426428906	0.055886831	0.0479276954	-0.0196799906	-0.1305213206	0.0544260459	0.00175619	-0.0186685192	-0.0950117904	-0.1784844566	0.0766151254	0.086745078	0.0586515762	0.0405722052	-0.0958593381	0.0235610897	0.1214699553	0.082812856	-0.0254858042	0.0326435236	0.011188982	-0.0701268604	-0.0430827399	-0.036567572	0.0311026581	0.0046629452	0.1141032521	0.0338837255	-0.1608464799	-0.0443813476	0.0303374391	-0.0273983005	-0.0779651279	0.2226703427	0.0761495052	0.0432260673	-0.0012557577	0.0464692284	0.1489877092	0.136024874	0.1489244359273129	-0.0218178718637319	0.0004760195326622	0.0221784876162683	-0.0326502609607217	-0.0205892268860593	0.0010660395408032	0.0004239162637656	-0.2794411356709076	0.0116040500862339	0.0001346539784038	0.0780873483050466	0.0021366506563029	0.0002551134501227	6.50828724335583e-08	4.565276027079613e-06	0.0021488631121304	0.0001638635512632	4.617612674674748e-06	2.6851263432620137e-08	-0.000133795979313	0.0004055727973945	1.6448929398640016e-07	1.7901364080324723e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1146.0469255044004	-0.938415973513429	0.8806245393451566	1313423.5554580886	1541.6375631558692	-0.5626692691093922	2376646.3761331667	0.3165967064000976	1110.0300413058203	-0.482315032526003	1232166.6926014011	0.2326277906005593	1205.3216731931402	1051.6714413980249	0.719885	20.895445	0.1929046264569137	0.1018670247049608	-0.0492015352	-0.0199331578	-0.0562849751	0.1524419261	-0.0272579296	-0.018893395	-0.0291408511	0.0317597914	-0.0550350445	-0.0944872199	0.0455307394	-0.0644623768	0.0635333094	-0.0941287064	0.0214493257	-0.0093145132	-0.0322191487	-0.1586857197	-0.0244448018	0.083566116	0.1101606289	-0.0147114147	-0.0025082528	0.058633456	0.0543015483	0.0348725137	0.0784309799	0.0904913815	-0.0139077888	-0.1216922187	-0.0487473382	0.0306632419	0.0047223591	-0.0202740208	-0.0793264591	0.0369416654	0.047438118	-0.0430296183	-0.0082573654	-0.1112707408	0.1023332756	0.0755844399	0.0155616477	0.0728758126	-0.0825219337	0.0170662434	0.095214051	0.0729347268	-0.036291814	0.0234296866	-0.0001447285	-0.0533902494	-0.0366769873	-0.0316978248	0.0150902974	-0.0045153096	0.0667003952	0.0594809898	-0.1955755888	-0.0729833322	0.0205351181	-0.052566213	-0.036194039	0.1766055615	0.0760085247	0.0138737203	0.0397195765	0.1224706372	0.1475373187	0.1304173552	0.1392001514385725	-0.0097242844887403	9.456170881795678e-05	0.0193766821605215	-0.0839447770401307	-0.051294516079409	0.0070467255923172	0.0026311273798207	-0.2178168412687284	0.0616242944021792	0.0037975536605664	0.0474441763402864	0.0012340545988946	-0.0009025960574083	8.146796428490071e-07	1.522890753052912e-06	0.0017209626761989	-0.0004279004359315	2.96171253286968e-06	1.8309878307036776e-07	-5.906184292109665e-05	7.473413639190335e-05	5.585191142243613e-09	3.488301289236294e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1145.596065287068	-0.4508602173323197	0.2032749355729466	1312390.3448012124	1553.9495191412457	12.311955985376471	2414759.108039309	151.5842601858475	1112.0922044363274	2.062163130507088	1236749.0711680502	4.252516776822793	1209.5967196372596	1098.7303135566654	0.9920810000000002	28.796253	0.1568414475313373	0.0708803279933647	-0.0677988501	-0.002780428	-0.1262043393	0.1297460324	0.0345485821	-0.0272265617	-0.0207112906	0.0552160845	-0.1652674218	-0.0975768346	0.0225575038	-0.1501506966	0.0672408199	-0.1323317459	-0.0873744102	-0.0770955559	0.0052314503	-0.0417178178	-0.0109652773	0.0780576885	-0.0246056776	0.0048909142	-0.0536219769	0.0116758819	0.0812816324	-0.1301281771	0.0250040004	-0.0187297949	-0.0721500749	0.0028993678	-0.1095690745	0.1060713456	0.0482551242	0.0334213479	-0.1166274095	0.0111474709	0.0915568167	-0.0321710372	0.0919071872	-0.0937349169	0.0214623807	0.1157821363	-0.0487413778	0.0263617161	-0.1029498367	0.0313347498	0.1171719252	0.0647022422	-0.0131671586	0.0371093545	0.0046147037	0.024135514	-0.0413588498	0.0023208869	-0.035696967	0.0294476938	-0.0297040717	0.0723273771	-0.0538918534	-0.0326692891	-0.0299953073	-0.0784455774	0.0159735346	0.0660339976	0.0043904807	0.054178533	-0.0035078647	0.0166128223	0.1458854101	0.124097542	0.16619514652389	0.0269949950853174	0.0007287297596563	0.0276208267280972	-0.0955252103465653	-0.0115804333064346	0.0091250658117555	0.0001341064355647	-0.2554062790178335	-0.0375894377491051	0.0014129658302938	0.0652323673617354	0.0020595356563113	0.0008254810574167	6.814189761537931e-07	4.2416871196176166e-06	0.0020459671827357	0.0003250045065367	4.185981712831457e-06	1.0562792926922887e-07	-0.0005221079067772	-0.0004630460638561	2.144116572526306e-07	2.725966663192694e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1142.340738684983	-3.255326602085006	10.597151286242312	1304942.3632593527	1545.726929486808	-8.22258965443757	2389271.740540716	67.61098062526376	1112.2736993445344	0.1814949082070143	1237152.7822535755	0.0329404017050725	1205.6146515123337	1085.3891220560115	0.8249189999999998	23.944174	0.1576095419917448	0.1024873380607039	-0.0740423531	-0.0094013447	-0.0799702207	0.074689991	-0.0296532262	-0.0107972629	0.0079835206	0.0487926673	-0.0626665868	-0.0567877991	0.0357902834	-0.0403704964	-0.0187091988	-0.0486324968	0.0706318974	-0.0984942524	0.0079502429	-0.0166178308	0.0042784909	0.1315911538	0.0088973131	-0.0440382447	0.0572262153	-0.0836312111	0.1159202757	0.1006363208	-0.2882719742	0.1514093965	0.1313440524	0.1516645583	-0.0271323461	0.0390582777	0.026909409	0.0100490653	-0.025130873	-0.0257425004	0.0240988579	-0.0161673123	0.002957994	-0.1642170883	0.0175685927	-0.0592080147	0.006645622	-0.0479324588	-0.0802857593	0.0220930907	0.0622322642	0.0433110436	-0.0439808537	0.0330213439	0.0001243474	-0.0021247336	-0.0174798644	-0.0295248603	0.0389744394	-0.040613192	-0.077171055	0.0621832197	-0.0702122346	-0.0619432648	-0.0527569437	-0.0238696212	-0.0027387956	0.0494380684	-0.0437665214	0.0046758148	-0.0744245921	0.0289266191	0.1440342395	0.1170999511	0.1428371759532041	-0.0233579705706858	0.000545594789181	0.0204024588342865	-0.09418821110647	0.0013369992400953	0.0088714191114369	1.7875669680154368e-06	-0.1602237175031575	0.095182561514676	0.009059720016495	0.0256716396505316	0.0019859499206458	-7.358573566550002e-05	5.414860493432841e-09	3.943997087313059e-06	0.002155053499665	0.0001090863169293	4.644255586418364e-06	1.1899824541199698e-08	4.986025395375135e-05	0.0005719681607309	3.2714757688994746e-07	2.486044924332577e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
