global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
31919.670469027184	n/a	1018865362.851286	n/a	37305.015567328985	n/a	1391664186.478658	n/a	35598.24662061478	n/a	n/a	1267235162.4621117	36098.73319890202	34868.93751774278	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.9153918685788085e-05	n/a	n/a	3.66872601021782e-10	-0.0179840445515964	n/a	0.0003234258584338	n/a	-0.0336080796558775	n/a	n/a	0.0011295030181558	-0.0009439997592995	n/a	8.911355455575138e-07	n/a	-0.0001010000088963	n/a	n/a	1.0201001797052681e-08	-4.7504636979266084e-08	n/a	n/a	2.2566905345318547e-15	0.0	0.0	0.0
32064.45796103772	144.78749201053506	1028129464.3351552	20963.417842700757	37382.10465174397	77.08908441498352	1397421748.193938	5942.726935940455	35642.80662998126	44.56000936648343	1985.5944347410907	1270409664.4622364	36159.42969700169	35582.32867573583	1.089697	24.07205	0.0862897871284485	0.0458023452306951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0236952618431303	-0.0236761079244445	0.0005605580864499	0.0005614654338145	-0.0081751769421885	0.0098088676094079	6.683351803609052e-05	9.621388377889148e-05	-0.0274109042528891	0.0061971754029883	3.840498297540442e-05	0.000751357671961	-0.0005910001073216	0.0003529996519778	3.492811268541428e-07	1.246087542965185e-07	-0.0006799996545701	-0.0005789996456738	3.352405896903859e-07	4.623995302154553e-07	-2.009308174341488e-07	-1.5342618045488274e-07	2.353959284897424e-14	4.037319339475523e-14	0.0	0.0	0.0
32152.523130641606	88.06516960388763	1033784743.6664436	7755.474097361493	37336.29239396223	-45.81225778174121	1393998729.7274415	2098.762963060708	35751.729572015494	108.9229420342308	11864.207301392404	1278186167.3905272	36164.26042863176	36002.493840772055	0.935423	20.664045	0.0962139334886187	0.0534055140156349	-0.264819071	-0.0297413355	-0.2213149898	0.0533138557	0.015810723	-0.0848052714	0.1308483321	-0.1797578915	0.0066898009	-0.0134820045	0.0876017703	-0.1605736398	-0.2233036532	0.0332567225	0.1834436673	-0.082816187	0.0130705793	-0.0405330925	0.1410892544	-0.1119518508	0.2547282695	-0.0911807526	0.0791458944	-0.0405762398	0.0218051047	-0.2292866389	0.0669877128	0.0057312086	-0.2209543546	0.0145932701	-0.0129699987	0.1091235415	0.2001244846	-0.114258822	0.091895134	-0.0243231025	0.0922053022	-0.1211637915	0.025134083	-0.209448635	0.121032796	0.1964768712	-0.0851888314	0.0377002859	-0.0013435593	0.0840073178	-0.0158343412	-0.0415074295	0.2226191624	-0.0277177671	0.238912472	-0.065775271	0.1941278156	-0.0207983836	0.0378292167	-0.0958934896	0.1800499773	-0.0406225517	0.0413999209	-0.2163422595	0.2965854898	0.1753415741	-0.1887465814	0.1552023069	0.1551189223	0.0	0.0	-0.0357315349835687	-0.0120362731404384	0.0001448718711112	0.0012767425922819	-0.022389926988211	-0.0142147500460225	0.0005013088305374	0.0002020591188708	-0.0366904216504337	-0.0092795173975446	8.610944313133295e-05	0.0013461870408866	-0.0002697355464203	0.0003212645609013	7.275726500265782e-08	1.032109180911051e-07	-0.0011709459815463	-0.0004909463269762	2.41028295971422e-07	1.371114491699428e-06	-0.0004016579010322	-0.0004014569702147	1.611676989340194e-07	1.613290694615926e-07	0.0	0.0	0.0
32312.63463343515	160.1115027935448	1044106356.9538728	25635.6933268073	37531.10923658957	194.8168426273405	1408584160.5288188	37953.602171285966	35812.01386878406	60.28429676856467	3634.196436880377	1282500337.3379817	36282.94063344595	37010.70948822554	0.974004	21.516331	0.1093331477092569	0.061125485001421	-0.2161482505	-0.1355834791	-0.2198555454	-0.081120548	-0.0477448843	-0.1047781097	-0.1031033122	-0.1431238916	-0.1230649031	0.0364364347	0.0345687929	0.0382282492	-0.2364926202	-0.0769401522	0.1307442367	-0.0554894075	0.1567323686	-0.1577376106	0.134671551	-0.0473745079	0.1293974361	0.0611671478	0.0523931475	0.0093291441	0.0254697953	-0.2438464869	-0.0570348998	-0.0187278666	-0.2006746212	0.0889696468	0.0629370935	0.1241136781	0.0599339514	-0.0860862474	0.0563755581	-0.1185300773	0.0205566902	-0.083897931	0.0113209412	-0.231393638	0.1385027531	0.2185630905	-0.0040938835	0.093003766	-0.0225218939	0.0678404649	-0.0792442266	-0.1286863702	0.1684533759	-0.0576573252	0.0922004456	-0.1748268089	0.1394979826	-0.0126445109	-0.0069838759	0.0367792728	0.0275214303	0.1498521793	-0.0576593018	-0.0248058873	-0.4351543551	0.0294217563	0.0253112928	0.1549799811	0.1542304152	0.0	0.0	-0.0343888721198766	0.001342662863692	1.8027435655378664e-06	0.0011825945256772	0.0182642807929482	0.0406542077811592	0.0003335839528836	0.0016527646103136	-0.0408941872913857	-0.0042037656409519	1.7671645564048562e-05	0.0016723345542229	-0.0006399993461822	-0.0003702637997619	4.095991631136435e-07	1.3709528141412037e-07	-0.0006799998631923	0.000490946118354	2.410280911268598e-07	4.623998139415467e-07	-2.1759067902614625e-07	0.0004014403103531	1.6115432277645254e-07	4.73457035990594e-14	0.0	0.0	0.0
32228.578603077345	-84.05603035780587	1038681278.7747349	7065.416239512381	37402.53091935285	-128.57831723671552	1398949319.173146	16532.383663425455	35770.903551813695	-41.11031697036378	1690.0581614037806	1279557540.9131577	36190.35308013091	36662.03299376022	0.949407	20.972971	0.0439013502583432	0.0263901552668223	-0.2405218879	-0.0717639028	-0.2486685566	-0.0028889372	0.0143457091	-0.0924914381	0.0225571923	-0.1495933151	-0.0559854686	0.1057262132	0.2383119564	-0.1153440246	-0.2607294586	-0.0169368734	0.1894734771	-0.0842344354	0.0495973646	-0.0627959767	0.0601326098	-0.212769887	-0.0830554469	-0.1012472679	-0.068880193	-0.0766185335	0.1154517885	-0.2446568484	0.0297251616	0.0628067122	-0.1767424527	0.0560435393	0.0623815879	0.1244526701	0.0531487506	-0.0800981174	-0.0708918358	0.0477970725	-0.0954451129	0.0135308498	-0.0135705143	-0.2291061041	0.1187425082	0.1921757892	-0.043995576	0.0790178669	-0.0365553465	0.0984989876	0.0281559198	-0.1030773643	0.0194892742	0.1121493377	0.1849225957	-0.2019497681	0.0180010664	-0.0758034009	-0.0285165283	-0.0814678728	0.1432212361	-0.2141253043	0.2898063587	0.1261523682	0.0164048813	-0.244411061	0.0942444244	0.154535648	0.1524584902	0.0	0.0	-0.0408034691439525	-0.0064145970240758	4.114705498128333e-05	0.0016649230941814	0.0192414566793246	0.0009771758863763	0.0003702336551423	9.548727129155025e-07	-0.0495398300385403	-0.0086456427471546	7.474713851142701e-05	0.0024541947602474	-0.0004668696882123	0.0001731296579699	2.1796730577145027e-07	2.997387846877457e-08	-0.0006800898374847	-8.997429240000487e-08	8.095373292881573e-15	4.625221870499657e-07	0.0003838414690734	0.0003840590597524	1.4750136137791765e-07	1.473342733804259e-07	0.0	0.0	0.0
32312.52333893752	83.94473586017557	1044099164.529382	7046.718678634647	37475.06204824372	72.5311288908706	1404380275.519717	5260.7646581840845	35754.87750393818	-16.02604787551536	256.8342105083104	1278411265.3216245	36251.2555711571	37089.64412263382	1.010023	22.312008	0.0965011225588498	0.0561860290156959	-0.1919234124	-0.1052850032	-0.1883923453	-0.0491674792	-0.0773083882	-0.1196709464	0.0354147164	-0.1725976715	-0.0550203713	0.0443767643	0.1511748044	-0.0802294254	-0.2017616005	-0.0523432281	0.187729591	0.0575759677	0.016969862	0.1181750983	0.0816178683	-0.0198339665	0.0907692011	0.0079471713	0.0098063994	0.0160425588	-0.0549106215	-0.2104461041	-0.0361752525	-0.06538321	-0.1533916206	0.0401195521	-0.0466749176	0.0312610009	0.1062938952	-0.0174883408	-0.0783080508	-0.0104668737	0.0256125711	-0.1147497908	0.0557820684	-0.2125867638	0.1212121163	0.0972082744	-0.0095795157	0.0552115316	-0.0398149951	0.0480003524	-0.1111274392	0.0346925149	0.1061318744	-0.0349332754	0.0014126241	0.097686612	-0.1472283843	0.1531731336	-0.1137519026	0.0696246375	-0.0193991914	0.0852946885	-0.3672440993	0.1815257441	0.032826756	0.0350808533	0.2151345918	0.153869944	0.1498132968	0.0	0.0	-0.0897767389916737	-0.0489732698477212	0.0023983811595777	0.0080598628639791	0.0234571645162446	0.00421570783692	0.0005502385671421	1.7772192566268715e-05	-0.0641628128605589	-0.0146229828220185	0.000213831626613	0.0041168665541791	-0.0006422796973044	-0.0001754100090921	4.125232095694318e-07	3.076867128969062e-08	-0.0010371371064752	-0.0003570472689905	1.2748275229357445e-07	1.0756533776277504e-06	0.0004251674320346	4.132596296119997e-05	1.707835214670472e-09	1.807673452628962e-07	0.0	0.0	0.0
32413.23997861112	100.71663967359927	1050618125.9110342	10143.841507141631	37645.8036936362	170.7416453924743	1417206535.7397928	29152.709471329443	35783.232538956065	28.3550350178848	804.0080108654734	1280439730.937004	36324.21108424831	37613.64055899686	0.908609	20.071716	0.0942970448444236	0.0540777748229234	-0.1605606608	-0.1467807849	-0.2159476458	-0.0852213292	-0.0220346779	0.0461946419	-0.1365287417	-0.0709922012	0.083053247	-0.0941622256	-0.0148277313	0.0109168077	-0.1887064408	-0.0704222565	0.0605677511	-0.0063324328	-0.0144080882	-0.0593567944	0.0381656768	0.0455557696	-0.2341333025	-0.1589683696	-0.0810475857	0.1114958831	-0.0271068797	-0.2012330126	-0.0775246009	0.0333215111	-0.0849832903	0.0291088886	-0.0999310231	-0.0099244627	-0.0800902161	-0.0702612102	0.05632871	-0.1374490228	-0.1287706741	0.2405011052	-0.187550845	-0.1958913321	0.0931395646	0.0432639739	-0.0332818942	0.055790885	-0.0045983179	-0.0186513681	0.0428177967	-0.0569594562	-0.1406994896	0.0211502641	-0.0377762324	-0.0940115443	-0.1914071826	0.0548303833	0.077422356	-0.0972204777	-0.1558580534	0.0416230329	0.0184269998	0.0822020951	0.1731569907	0.1933799516	0.1303346998	0.1529838229	0.1463099864	0.0	0.0	-0.0829029076054439	0.0068738313862297	4.724955792631783e-05	0.0068728920894367	0.0212225698826955	-0.0022345946335491	0.0004503974724258	4.993413176286444e-06	-0.0738947473922024	-0.0097319345316435	9.471054972819528e-05	0.0054604336921574	-0.0002449127286667	0.0003973669686377	5.998224466296862e-08	1.579005077643149e-07	-0.0018200134713077	-0.0007828763648325	6.128954026133496e-07	3.312449035741504e-06	9.62770796447756e-05	-0.0003288903523898	1.0816886389510287e-07	9.269276064926464e-09	0.0	0.0	0.0
32475.588461503703	62.34848289258298	1054663845.9209524	3887.333319006712	37665.198834276576	19.395140640379395	1418667203.2255895	376.17148046009646	35755.26026321952	-27.97227573654527	782.4482098813193	1278438636.4905648	36310.01940033784	37753.05521765421	0.968899	21.403542	0.1028381995284804	0.0430917311150947	-0.122982977	-0.1279435712	-0.1156260325	-0.084492332	-0.096387548	-0.0520984983	0.0112742133	-0.0457617266	-0.1589861791	-0.2025840456	-0.10326544	0.0980371173	-0.11733546	-0.0833524909	0.111037025	0.1544371053	-0.1156262106	0.2170778481	-0.0177874616	0.0563467593	-0.1945576984	0.2124374762	-0.0058418385	-0.0628537561	-0.084294323	-0.1368512906	-0.0943229509	-0.134671148	-0.1278686447	-0.0451655791	-0.0883300568	-0.117460412	0.1017787837	0.0115595888	-0.1634071697	0.1269552419	0.0415034037	0.1901768812	0.0245753773	-0.165776246	0.0723716607	0.0289617854	0.0501351318	-0.0113897839	-0.0323665756	-0.0691330138	-0.0484054505	0.0439816481	0.0541887033	-0.0240077543	-0.0644407995	0.3727498629	-0.0404220216	0.120284561	0.2288075567	0.0729484983	-0.166040996	0.0026595536	-0.1263988081	0.1692861992	0.2677958266	-0.0197905505	-0.2614590751	0.1518785538	0.1419686256	0.0	0.0	-0.0492160113949893	0.0336868962104546	0.0011348069762939	0.0024222157776317	0.0062120905669758	-0.0150104793157197	3.859006921230971e-05	0.0002253144892876	-0.068377865146445	0.0055168822457574	3.0435989713553228e-05	0.0046755324419854	-0.0004331217744689	-0.0001882090458021	1.875944715190887e-07	3.542264492177461e-08	-0.0024069843716192	-0.0005869709003114	3.445348378124927e-07	5.793573765219074e-06	-0.0001010218093725	-0.0001972988890172	3.892685160745123e-08	1.020540596889373e-08	0.0	0.0	0.0
32454.75424789031	-20.83421361339424	1053311073.290954	434.0644568885419	37688.66691913755	23.46808486097143	1420435614.1416929	550.7510070417565	35802.02449122957	46.7642280100481	2186.893021375767	1281784957.6706018	36336.285799197634	38190.81530122978	1.126775	24.891125	0.1113784441132097	0.0599806294664125	-0.1046085945	-0.1497209151	-0.1447542532	-0.1323333886	0.1596058056	0.1734782856	-0.102740446	0.0880362923	0.1927602	0.0397088664	-0.2108717754	0.2346006575	-0.130259707	-0.0955179954	-0.1722756056	-0.0845884111	0.1672533971	-0.2049828704	0.0456073392	0.222864994	-0.0991878432	0.1203131788	-0.0730342674	-0.0692951985	-0.1467192511	-0.1441735066	-0.0972678945	0.1472661039	0.1440032844	0.0469891897	0.039037316	0.0744319558	-0.1265678772	0.1275201892	0.1847438547	-0.1862256613	-0.1570106682	0.1548158009	0.1000735545	-0.1613034965	0.0427176498	-0.128757049	-0.0008397391	0.0023433232	0.0471005757	-0.0202448627	0.0643384767	0.10639455	-0.3550266936	-0.1184488047	-0.1912317163	-0.1551619755	-0.0897347835	-0.1331292092	0.0406351367	-0.0045493825	-0.2307127871	0.0513866375	-0.0104716935	-0.0446211691	-0.1214162129	0.1471674146	-0.3968062752	0.1505557202	0.1368140814	0.0	0.0	-0.1033424578737509	-0.0541264464787616	0.0029296722084182	0.0106796635993879	0.0229928600608104	0.0167807694938346	0.000528671613776	0.0002815942248052	-0.0866699357090254	-0.0182920705625803	0.0003345998454664	0.0075116777558065	-0.0006945673940172	-0.0002614456195483	4.824238648318444e-07	6.835381198099447e-08	-0.0025399826768996	-0.0001329983052803	1.7688549207458468e-08	6.451511998950057e-06	-5.1882582640537e-05	4.9139226731963e-05	2.4146636038152675e-09	2.6918023814521516e-09	0.0	0.0	0.0
32527.452386756617	72.698138866308	1058035158.7727188	5285.019394625002	37765.6848221426	77.01790300504945	1426246950.0854118	5931.757383295205	35813.08756599115	11.063074761579628	122.39162318030014	1282577241.0093498	36360.72119457348	38463.720718738645	1.026807	22.682772	0.0425458506416092	0.0323226768529412	-0.0872151394	-0.1742741954	-0.1206830573	-0.1390689918	-0.0361189642	-0.0285417329	-0.0435022232	0.0914705728	0.0312188358	-0.0216522617	-0.0188332333	0.1301152203	-0.1298941157	-0.1249293492	0.0077843429	-0.0406861407	0.020200592	-0.0345446093	-0.1662100209	0.1292499884	-0.18074333	0.0056440849	0.0928532051	0.0843522836	-0.0415419488	-0.138214047	-0.1305010815	0.0011353716	-0.0424782265	-0.0536533338	0.0130186806	-0.0731277343	-0.1433899613	0.1877724656	0.0749527268	0.0847650652	-0.0872819664	-0.0079586701	-0.150617176	-0.1688267209	0.0760656849	-0.0524806763	0.0795130549	0.0187161417	0.0107347564	-0.0904422986	0.0169499301	-0.0411826098	-0.0741533115	-0.0616000784	-0.2029490015	0.2170342716	-0.2884054275	0.0524912067	-0.16408593	0.2245155745	-0.1429776267	-0.0135116382	0.028104142	-0.1596886862	-0.1425323451	-0.2759040589	0.1820813915	0.149017217	0.1308758785	0.0	0.0	-0.086955437222528	0.0163870206512228	0.0002685344458236	0.007561248062561	0.0231823306537535	0.0001894705929431	0.0005374204545399	3.589910559021045e-08	-0.0848795418011434	0.0017903939078819	3.2055103453809545e-06	0.007204536616372	-0.0011380718461229	-0.0004435044521057	1.295207526937586e-06	1.966961990375772e-07	-0.0025769735147	-3.69908378004e-05	1.3683220811755015e-09	6.640792495465271e-06	-5.496660252566222e-05	-3.0840198851252165e-06	9.511178651847752e-12	3.021327393214136e-09	0.0	0.0	0.0
