global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
1074.314413991849	n/a	n/a	1154151.46011065	1588.2829130859377	n/a	2522642.612000752	n/a	1025.2260129501897	n/a	1051088.3776297425	n/a	1140.88693988134	1138.311965238297	n/a	n/a	n/a	n/a	-0.0157903771	-0.0121938465	0.0429723169	-0.1971498064	0.0292337759	-0.0851658308	0.0036774975	-0.0561687977	0.0908085032	-0.006319625	0.052179432	-0.1033514494	0.0203141499	-0.060265129	0.1278903031	0.0014056244	-0.054268819	0.0817648354	0.016888127	-0.0253844316	0.0458137214	-0.1868837946	0.019648033	-0.2917199613	0.155706578	-0.1379073813	0.2143587215	-0.0762988373	0.1802322297	-0.1118739009	0.1353463662	0.0300191062	-0.1127569124	0.2197331054	0.0259131521	0.0714276748	-0.2105156133	0.031044201	0.0764846196	-0.0190236257	-0.0562562832	0.0119944025	-0.0083958328	0.083085435	-0.0748232159	0.1451589945	-0.1578768788	-0.1117639375	0.1487079372	-0.0308840207	0.0679294463	-0.1943275609	0.1406402484	-0.0361612422	0.0263186078	-0.210948379	0.003631258	-0.1646574462	0.2448706914	-0.2981810087	0.2430243795	-0.0784842961	-0.1029331576	-0.2951516193	0.0637272367	-0.0509684647	0.1339212525	-0.1846003564	0.0442864851	-0.0121608193	0.0169769377	-0.3090772425	0.2075437157	-0.0636544406	0.0933818945	-0.4526127385	0.4504966175	-0.071947177	0.0255482536	-0.1740355123	0.0493204224	-0.0407541082	0.1158390583	-0.2129883253	0.0661644985	-0.2078254242	-0.0267912029	0.153366806	0.1532882396	0.0019073702396923	n/a	3.6380612312638622e-06	n/a	0.0154830406636534	n/a	0.0002397245481923	n/a	0.0948455967850208	n/a	n/a	0.0089956872295067	0.0020163242601183	n/a	4.06556352194161e-06	n/a	-0.0031189460939358	n/a	n/a	9.727824736877386e-06	-0.0004358574683225	n/a	1.899717326924991e-07	n/a	0.0	0.0
1072.0771932583275	-2.237220733521553	5.005156610498718	1149349.5083046532	1584.9481091308594	-3.334803955078314	2512060.5086374865	11.120917418805966	1023.4867977339268	-1.7392152162628918	1047525.225135648	3.024869568480377	1140.7800530058576	1127.3082931037866	1.220609	24.607542	0.1534691217140852	0.0666360516789687	0.0555735322	0.0043820422	0.0184519523	-0.0809621566	0.1235447487	0.0005881506	-0.0069860993	0.1424426186	0.0774794614	-0.069506132	0.0888969115	-0.0074676978	0.1313060432	0.0791901831	0.2186153854	0.2185424202	-0.1105894049	-0.0611589996	-0.0186264153	-0.0151413001	-0.2271642439	-0.1111174901	-0.064618485	0.1422870101	0.0761729999	-0.1537974548	0.0391172818	-0.0230204261	0.1046175945	0.1106936506	-0.1418920554	-0.0526405781	-0.0174155281	-0.0023401161	0.0326720506	-0.2521832132	-0.1960532008	0.2342146784	-0.1739197008	0.1328654705	-0.0733478011	-0.071898115	-0.0578391942	0.3066399722	-0.0432704977	-0.1009173241	0.0226645347	-0.0365985116	0.0897272964	0.1705015359	-0.0827801586	-0.2463990934	0.075432565	-0.2463781867	-0.0487604241	-0.1046607366	0.1592711806	-0.0935860839	-0.1618911735	-0.0577627595	-0.1367520769	-0.0021759204	0.1439075423	-0.2588446663	-0.0334880338	-0.0104411099	0.1714897143	-0.2141568066	0.0525033235	-0.0537802983	-0.0312837554	-0.0330047359	0.1436884377	0.0688435138	-0.1093627581	0.1073890417	-0.1298438686	-0.0251678082	-0.0700233905	-0.0958453968	-0.1412853267	0.1322687794	0.0829501041	0.1693787467	-0.3282083273	-0.027181578	0.0203549404	0.1531573254	0.1524510324	-0.0127078388223509	-0.0146152090620432	0.0001614891675348	0.0002136043359272	-0.0147500664391486	-0.0302331071028019	0.0002175644599592	0.0009140407650894	0.124537436035041	0.0296918392500201	0.000881605318049	0.0155095729741819	0.0022910113026792	0.0002746870425609	5.248732789003846e-06	7.545297135085376e-08	-0.0022559956581029	0.0008629504358329	7.446834547041922e-07	5.089516409379137e-06	5.084379268096998e-06	0.0004409418475905	2.5850912541854564e-11	1.9442971295660925e-07	0.0	0.0
1074.0318369040654	1.9546436457378604	3.8206317818233946	1153544.3866835209	1584.4535048828125	-0.4946042480469259	2510492.9091354287	0.244633362186065	1023.5942667565428	0.1074690226159873	1047745.2229368644	0.0115495908220356	1138.658804730343	1122.7727941103244	1.114138	22.461082	0.086614549141618	0.0406412467982571	0.0643808205	-0.033817182	0.0993931815	-0.1056076076	-0.056508266	-0.0471638431	-0.0096791994	-0.0629001681	-0.1067821045	0.0046860674	0.138122756	0.1590370531	0.1358776721	-0.1636400307	0.1581878646	0.1408211137	-0.1205760101	-0.0420216657	0.1205828994	-0.0828204534	-0.0810285229	-0.0847013858	-0.0301760274	0.1388352795	-0.0743309641	-0.0809403255	-0.0640002287	-0.0056852002	0.0188932731	0.2420611576	0.1217747901	0.0758850307	-0.0526842581	-0.1326889319	-0.0413904148	-0.1132834579	-0.1556456616	0.1272151571	0.131165348	-0.105409127	-0.1027598968	-0.0362333107	-0.135044522	0.1293273668	0.0267214238	-0.1217039696	-0.1320530012	-0.0505114246	0.188744991	0.0194826063	-0.0221830825	-0.076353952	0.1687892863	-0.1293233364	0.1119717319	0.0170152648	-0.1026883897	-0.0099424713	0.00453037	0.0075121961	-0.0509351433	0.02034959	0.0070309395	-0.2815596022	-0.0152546914	-0.0759360083	0.1923032721	-0.2155829355	0.0528546716	-0.1978652652	0.0740946936	-0.0604532203	0.0821262127	-0.0359771182	-0.1455914033	0.0742584687	-0.2310027151	0.1012808609	0.0939699829	-0.134619518	-0.1111248832	-0.0489420625	-0.0747658167	0.178987539	0.0234827469	0.1563149341	0.0010913835	0.1527386503	0.1507811905	-0.0053637752196067	0.0073440636027442	2.8770084606466907e-05	5.3935270201152113e-05	-0.007063788821938	0.0076862776172106	4.989711252093624e-05	5.9078863608832666e-05	0.1383069437013944	0.0137695076663534	0.0001895993413737	0.0191288106760206	0.002929010998821	0.0006379996961417	8.579105431214391e-06	4.070436122770289e-07	-0.0023431355146257	-8.71398565227997e-05	7.593354594814118e-09	5.490284039900243e-06	-0.0004260700731735	-0.0004311544524415	1.8153570725407165e-07	1.858941618602133e-07	0.0	0.0
1076.4892154590823	2.4573785550169305	6.038709362657097	1158829.0309997106	1588.2516743164065	3.798169433594012	2522543.3809688687	14.426091046287857	1023.683087730043	0.0888209735002192	1047927.0641045148	0.0078891653335266	1139.8406370993855	1136.7698443109268	1.244046	25.08005	0.2590792584509074	0.1371143051672884	0.0271973627	-0.1143227813	-0.0978239174	-0.0498553182	0.0588127705	-0.0750894378	0.1826358644	-0.0571298759	0.0578256002	0.0599862314	0.0775180577	-0.0813875115	-0.1082286735	0.0290342564	0.1540126724	0.0401529069	-0.036087316	-0.1644801162	0.0843429411	0.0477894125	-0.0223895636	-0.1135297094	-0.0836241265	0.1369159226	0.0515462009	-0.1160773612	0.0035760198	-0.0850199381	-0.0995148761	0.0465952466	0.1843370047	-0.0049197311	0.114031707	0.0394234124	-0.1584742435	0.3263240045	0.0157213654	-0.1204604221	-0.0393001971	0.1826705784	-0.0684920992	-0.0454344886	-0.0331935995	0.0270214442	-0.0319161981	0.1103792066	-0.1172693858	-0.2352231835	-0.0209991865	-0.0604437146	-0.0807193408	0.0171040407	0.0233428361	-0.2147142225	0.0079542227	0.058501326	-0.2335751923	-0.1662203914	0.036385724	0.1130603825	0.0061369296	-0.0847210741	0.0458348334	-0.1532146019	-0.0946939466	-0.0521798247	0.057155217	-0.0879321311	0.1758607898	-0.1003454288	-0.0137289519	-0.0043622894	0.0200346898	-0.1867832817	0.0072883094	0.2090845549	-0.0062282635	0.0290007326	0.1717310558	0.0787146327	0.0122367878	0.141129094	-0.1191638047	-0.0111635524	0.2941463374	0.0530650395	0.0783399774	0.1521113526	0.148287834	-0.0302749727370041	-0.0249111975173974	0.0009165739742263	0.0006205677617507	-0.0136293395141393	-0.0065655506922013	0.0001857588955916	4.3106455891864966e-05	0.0354017070944507	-0.1029052366069437	0.010589487721131	0.0012532808652012	0.0009020602830502	-0.0020269507157708	8.13712754256607e-07	4.108529204163758e-06	-0.0019112093478812	0.0004319261667444	1.8656021351859738e-07	3.652721171428482e-06	-0.0004611386633455	-3.5068590172e-05	2.1264886683207443e-07	1.2298060166516947e-09	0.0	0.0
1071.9356381705545	-4.5535772885277765	20.735066122595978	1149046.012380114	1577.987467163086	-10.264207153320513	2490044.446523771	105.35394848627598	1024.1274377884874	0.4443500584444564	1048837.0088312123	0.1974469744395918	1141.221152357744	1148.529457819481	1.494346	30.126097	0.2028245302071063	0.1057636885259524	-0.0468949635	0.1220402627	-0.0897988266	0.0962091455	0.135565553	0.0969939671	0.0247655806	0.1352964467	0.1678212866	-0.0267164845	-0.0739223322	-0.0776503196	0.1183586833	0.0410255655	-0.0837929258	-0.1490861968	0.0669571869	-0.2155277031	0.1448395387	-0.1521733507	-0.0961461701	0.1608788063	0.2222085242	-0.1020432359	0.0972145588	-0.0924455924	-0.1127502962	0.0308526565	-0.141219107	-0.1088975976	-0.0022743052	0.1746073368	0.0676303586	-0.0678647757	0.1108638904	0.1071284352	0.0860638023	0.1268077924	-0.1180500595	-0.2008606669	0.1550797292	-0.0139404908	0.0852862953	0.1471839131	-0.1645811851	0.096790654	-0.0148204437	-0.0341903925	-0.057547924	-0.2293702597	-0.0516725277	-0.0318476043	-0.102636387	0.0466005739	-0.2040717592	0.1303642793	0.0663303908	-0.0220929718	0.0197807378	0.1018038761	-0.1734598469	0.083705052	-0.2026285241	-0.0920729154	0.2020938097	0.1227479473	0.146112009	-0.0448931276	0.0317065704	0.1540882061	-0.0220270484	0.1072318821	-0.1359602666	-0.0475267045	0.2376390432	0.0834996674	0.1455608325	0.1478535514	-0.2456747898	0.3383046398	-0.0013031234	-0.1495640893	-0.2546379726	0.0294165003	-0.010893815	0.0192452939	-0.009881674	0.151276289	0.1449845808	-0.0016884352196342	0.0285865375173699	2.850813490901189e-06	0.0008171901272319	0.0060424076096552	0.0196717471237945	3.651068972121907e-05	0.0003869776349025	-0.0340767784465612	-0.0694784855410119	0.0048272599530726	0.001161226829296	0.0020109821181592	0.0011089218351089	4.044049079556062e-06	1.229707636381512e-06	-0.0024639278070266	-0.0005527184591453	3.054976950800651e-07	6.07094023823891e-06	-0.0004210237571013	4.0114906244199965e-05	1.772610040436945e-07	1.6092057029809531e-09	0.0	0.0
1070.1693704582578	-1.766267712296667	3.1197016315017017	1145262.481467024	1587.6617548828126	9.674287719726635	2520669.847917572	93.59184288405358	1023.5696771742053	-0.5577606142821878	1047694.8840305068	0.3110969028444434	1142.629869491335	1132.6742105222097	1.418762	28.602327	0.0657403130872458	0.0350931057702532	0.0410990062	-0.1223529024	-0.1629813766	0.048720781	0.0421552938	0.1848996438	0.0100016035	0.0017160654	-0.1074523998	0.0707082582	0.1056000207	0.1688895381	0.0836710306	0.0758380372	0.1796472342	-0.0892308947	0.1117881438	-0.0559318102	0.2197884667	-0.2062227352	0.0093238027	-0.1454694322	0.0808738301	0.059936538	-0.1734978376	0.0344637083	0.0142424237	0.0671747586	-0.0220586829	0.0513840919	0.0892562205	-0.1265452316	-0.0606154084	-0.0509855491	-0.0077227627	0.0860217593	0.1359031917	0.2849298328	-0.0830952286	0.0362739854	0.1758301113	-0.1839401093	-0.0777860115	-0.0221892862	-0.0100069625	-0.0573763748	-0.1007081566	0.0890339094	0.1118843726	-0.1605474814	0.0859589502	-0.0843423085	-0.0583447136	-0.0376931217	0.0563747719	0.2527270015	-0.1115239925	0.0473162083	0.0265906592	0.1185210469	0.009432604	-0.1646535366	-0.1466517897	-0.0563940532	0.0774858771	-0.0954847456	0.0666449635	0.0306742379	0.1088103472	0.2107509941	-0.0621906411	0.2049023261	-0.1099005729	-0.0826377453	-0.0847795405	0.0373329928	-0.0772333914	-0.0323112538	-0.0106030441	0.1644902357	0.1159887577	-0.1230366305	0.1561408544	0.2033123715	0.0660564907	-0.0441748871	-0.1238628842	0.1502346003	0.1408894722	-0.0067977989546363	-0.0051093637350021	4.621007062765438e-05	2.6105597776554613e-05	0.009347715847241	0.0033053082375858	8.737979156076055e-05	1.0925062545452553e-05	-0.0342236312771291	-0.0001468528305679	2.1565753845804945e-08	0.0011712569377928	0.001496892878037	-0.0005140892401222	2.240688288317893e-06	2.6428774680942105e-07	-0.002154577280222	0.0003093505268045	9.569774843428345e-08	4.642203256448831e-06	-0.0001008877583463	0.000320135998755	1.0178339784141428e-08	1.0248705769886137e-07	0.0	0.0
1071.492649085183	1.32327862692523	1.7510663244771223	1148096.4970435833	1582.5540034179687	-5.107751464843886	2504477.17373424	26.089125026614862	1023.387266665982	-0.1824105082232563	1047321.4975740698	0.0332735935102666	1139.9913979182168	1131.2520226061056	1.399312	28.210211	0.0509496894185579	0.0315308960052098	-0.1176716131	0.095752567	-0.04291893	-0.0531559652	-0.0847583631	-0.0194077314	-0.1354037973	-0.1114357234	0.0301668139	0.0817521727	0.0268601625	-0.2200865103	0.0712369931	-0.0434991446	-0.2040229549	-0.0859752606	0.0662308511	-0.1240816692	-0.0324811226	-0.0267439887	0.0225632863	0.0027896567	0.1746033436	-0.0821198468	-0.0977419317	-0.0344541854	0.1204671151	-0.1264203322	-0.0098442584	-0.008090115	0.1486837124	-0.0787036962	0.2513015153	0.1354723838	-0.0335068668	-0.0821882758	-0.1573142204	-0.1097060611	0.0792753644	0.058800575	0.0425968423	0.1424372477	0.0589676268	-0.0137608953	0.0076280596	-0.0136541439	-0.0955809332	-0.1451979127	0.083992295	-0.189270641	0.1302843155	0.0854675575	-0.2069643379	-0.0199622217	0.0231079731	0.0156647705	0.1479621271	-0.1639588065	0.009887783	-0.009385777	0.0050138129	-0.0068961935	0.0257424579	-0.0583885758	0.1656933097	0.1190606278	0.0369329834	0.0348152665	0.0087474782	0.1078699369	-0.0336368347	0.0787240579	-0.0956447796	0.0123153992	-0.1545353353	0.1005208043	0.0361022794	-0.0744368347	-0.1753617348	-0.0257493095	0.1313934101	-0.0078818581	-0.0106651964	-0.0456654749	-0.0708753122	-0.1569827613	-0.0292856749	0.1489877092	0.136024874	-0.0014021538283373	0.005395645126299	1.9660353583209463e-06	2.911298632895415e-05	0.0390599232696047	0.0297122074223637	0.0015256776058274	0.0008828152699095	-0.0336874878136939	0.0005361434634352	2.8744981338429457e-07	0.0011348468351977	0.0015962200355723	9.932715753530008e-05	2.5479184019624348e-06	9.865884224042322e-09	-0.002114215537448	4.03617427739999e-05	1.629070279754533e-09	4.4699073387865365e-06	-0.0002673127261662	-0.0001664249678199	7.145609357040584e-08	2.7697269913854747e-08	0.0	0.0
1069.2288288646937	-2.2638202204893787	5.124881990696579	1143250.2884753644	1575.13728515625	-7.416718261718643	2481057.467089402	55.00770977371081	1023.9219122279444	0.5346455619624066	1048416.0823405302	0.2858458769260976	1141.8653999611183	1130.8113755486509	1.413361	28.493439	0.109592431053342	0.0603557876848106	-0.0730462842	-0.1630002846	-0.0196434473	0.1212923817	0.0274587773	0.1787126056	0.0547397367	-0.0252049919	0.0312284696	-0.0717166351	0.0562133374	-0.2364401166	-0.1329972557	-0.0618754002	-0.0165449631	-0.0012547437	-0.0477040989	-0.2434704106	0.0987190706	-0.2910376325	0.0594469177	-0.0427833105	-0.0757202491	-0.1229895781	0.1752838236	0.0898326378	0.0916939873	-0.0213366638	0.049913557	0.2535433377	-0.1704855646	-0.1397872626	-0.0276603885	-0.1044225521	0.0099509524	-0.023574667	0.0980513492	-0.3030646458	0.1285536699	-0.0392982829	0.1536955849	-0.0429863734	-0.1401655764	0.1522114115	-0.0823386593	-0.0376333814	-0.0916050154	-0.119624583	-0.1327539329	-0.0760082496	-0.1456654173	-0.0186172497	-0.0813384491	0.1628998224	0.1253061157	0.0957416528	0.1692600995	0.0511669522	-0.0305279725	0.021756574	0.1525427768	-0.0016339149	0.4280609113	-0.1038907706	0.0327196427	-0.0067900433	-0.1127907697	-0.0518418341	0.1612032879	0.0174685386	0.0037638043	0.1774667314	-0.2143790318	0.1267990597	0.0247814523	-0.0387068554	-0.0136635807	0.1535931923	0.0701810237	0.1283153694	0.0622818041	0.100422924	0.058301681	-0.1620166992	-0.0041539169	0.1788200528	0.075174955	0.1475373187	0.1304173552	-0.001515774886414	-0.0001136210580767	2.297573506283375e-06	1.2909744838468852e-08	0.0168152967569028	-0.0222446265127019	0.0002827542050227	0.0004948234086896	0.0031293997020895	0.0368168875157834	0.0013554832063498	9.79314249543785e-06	0.0008725408325276	-0.0007236792030447	7.613275044279573e-07	5.237115889194122e-07	-0.0022581803434791	-0.000143964806031	2.07258653755722e-08	5.099378463675386e-06	-0.000408014636426	-0.0001407019102598	1.66475943537841e-07	1.9797027550756814e-08	0.0	0.0
1070.7016903975723	1.4728615328785963	2.1693210950334887	1146402.1098202188	1584.7115998535155	9.574314697265436	2511310.854710289	91.66750192227292	1023.6283848253764	-0.2935274025679746	1047815.070220209	0.0861583360583018	1142.456760090285	1115.0976835568233	1.433949	28.908503	0.1233248456911487	0.0827375139700822	0.1093207006	0.032692501	0.1688309623	-0.0364325203	-0.0845628055	-0.1063686228	-0.0373970923	0.0349673255	-0.2694205481	0.0462565534	-0.0387651505	-0.0188748758	-0.0445721845	-0.0690928199	-0.1727382068	-0.0267713962	0.1056141893	0.0895901943	0.054260451	-0.0771095287	0.0607895662	0.0030695184	0.2716146883	0.2735627899	0.0889973134	0.1576554531	0.17002407	0.0618197169	-0.0019580081	-0.0258981307	-0.05848778	-0.033176499	0.0594624262	0.1926716605	0.1312410138	-0.0200650286	0.0434965937	-0.0074407057	0.0543318727	0.0516153001	0.0148671688	-0.0639874505	0.0686523394	-0.1728452333	0.0668240631	-0.216376872	0.0327710679	-0.1304392499	-0.0470642886	-0.2338616453	0.2124893543	-0.0827585678	-0.0756836859	0.0306111551	0.1503330091	0.1550775758	0.1363064735	0.0207401073	0.0068655781	-0.0282340576	0.0366338536	0.1463806398	-0.1074097333	-0.0134596438	-0.0089758201	-0.026136157	0.073619028	0.0726053706	-0.0315385734	0.0908438614	-0.0605244071	0.0450678796	-0.2507458482	0.1717193126	-0.2372054347	0.1047191896	0.0434805902	0.1167870184	0.0453669133	-0.1064778164	0.2090647305	-0.0763202715	0.1329472201	-0.1184486395	0.0990887351	0.0551417561	0.0375054312	0.1458854101	0.124097542	-0.0019944169268626	-0.0004786420404485	3.977698878156057e-06	2.2909820288479907e-07	0.0340623668912485	0.0172470701343457	0.001160244838234	0.000297461428219	-0.0717043718498899	-0.0748337715519794	0.0056000933646938	0.0051415169423872	0.0012790914118803	0.0004065505793527	1.6360748399459393e-06	1.6528337357201605e-07	-0.0020592550923301	0.000198925251149	3.957125554469273e-08	4.240531535287449e-06	-0.0003981832276402	9.831408785799993e-06	1.5854988277396738e-07	9.665659871350523e-11	0.0	0.0
1071.716522447176	1.0148320496036831	1.0298840889028122	1148576.3044862682	1585.3007666015626	0.5891667480470915	2513178.520587502	0.3471174570043849	1023.269120458891	-0.3592643664853767	1047079.6928847124	0.1290708850261391	1140.3440314667987	1143.9606747419268	1.276657	25.737492	0.0394083743879523	0.0207404228872462	-0.0291729011	0.1497968055	-0.0850196828	0.0982100772	-0.0542751326	-0.0325160435	-0.0885546039	-0.0513774375	0.082759681	0.107734137	-0.1576333081	-0.1112325209	0.0901828331	0.0645694484	-0.0931394225	-0.039587157	-0.0506236774	0.0932915886	0.0225858971	0.1240829844	0.060839977	-0.00360667	0.3117135094	-0.0282920444	-0.0115379525	0.0166814361	-0.0974455196	0.0114782359	0.1280170506	0.2344848439	-0.1345198379	0.1953533891	0.0631083575	-0.0480872367	-0.0145075571	0.0317779671	0.0994485197	-0.0237699708	-0.0068261227	0.219999651	-0.0055562029	0.0757250382	0.1601923628	0.02749867	-0.0016050149	0.0089473967	-0.1378053661	0.0264629589	0.03489892	0.0100354234	0.1044195974	0.0473740498	-0.0562290031	0.0576080838	-0.0308709142	-0.0794431736	0.1588007158	0.117924125	-0.0737092076	0.1512296445	-0.1202327151	0.0940571319	0.0045782829	-0.0113344023	0.117558905	0.1055576331	0.0136633883	0.0926427753	-0.1138923863	0.1007175536	-0.0660953314	0.1037428257	-0.1973722829	0.0260805813	-0.0811894774	-0.0309020912	0.0213335225	-0.034214822	-0.0398681897	-0.0746043561	-0.120201326	-0.0514633104	-0.0684476806	-0.1667100893	-0.1542686607	-0.0596148765	-0.2189153235	0.1440342395	0.1170999511	0.0132497729681801	0.0152441898950427	0.0001755564837083	0.0002323853255561	0.0339954458777214	-6.692101352710061e-05	0.001155690340425	4.478422051494384e-09	-0.0617157606149874	0.0099886112349024	9.977235440202034e-05	0.0038088351082864	0.0012000699302694	-7.902148161090011e-05	1.4401678375368024e-06	6.244394555981825e-09	-0.0019112739268634	0.0001479811654666	2.1898425332882832e-08	3.652968023507841e-06	-0.0004533536254522	-5.517039781199998e-05	2.0552950971065366e-07	3.0437727947343318e-09	0.0	0.0
